"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"2fa255a9-7aa0-4520-8281-20ad4f4106e6","","work-in-progress","FH-ZU2-QU-ITP019 - Spray Seal Placement - Rev 0","checklist","FALSE","FALSE","FH-ZU2-QU-ITP019 - Spray Seal Placement","FH-ZU2-QU-ITP019-LOT-001 - Stage 1 Chip Seal"
"e18664b2-075e-4564-bf72-cfefcc528e6d","","no-status-not-started","","folder","TRUE","FALSE","FH-ZU2-QU-ITP020 - Prime Coat"
"0485ab31-fa84-4549-a5e8-90165e9e99a2","","no-status-not-started","","folder","TRUE","FALSE","FH-ZU2-QU-ITP021 - Tack Coat"
"378a7fe2-7357-4180-bcf2-10caf8a09beb","","no-status-not-started","","folder","TRUE","FALSE","FH-ZU2-QU-ITP022 - Hatelit Install"
"a542bed2-0b2f-4370-8bc8-824c5481e763","","no-status-not-started","","folder","TRUE","FALSE","FH-ZU2-QU-ITP023 - RBB"
"fa909319-1d3a-4870-a5e6-8203a4919a74","","no-status-not-started","","folder","TRUE","FALSE","FH-ZU2-QU-ITP024 - Line Marking"
"85b55f02-b2bd-4362-a156-f87c5530d423","","no-status-not-started","","folder","TRUE","FALSE","FH-ZU2-QU-ITP025 - AGL Conduit Installation"
"0c668235-ebb3-49b3-8189-1505f328fa73","","no-status-not-started","","folder","TRUE","FALSE","FH-ZU2-QU-ITP026 - AGL General, Testing & Commisioning"
"e29bff28-f6f7-42b9-80b5-e6ffb8a5e1d0","","no-status-not-started","","folder","TRUE","FALSE","FH-ZU2-QU-ITP027 - AGL Cabling"
"5489c613-93eb-46fd-8d18-39e93ec29de9","","no-status-not-started","","folder","TRUE","FALSE","FH-ZU2-QU-ITP028 - AGL MAG Signs"
"e49cf522-3dab-4de3-9cb3-157dea09adee","","no-status-not-started","","folder","TRUE","FALSE","FH-ZU2-QU-ITP029 - Topsoil and Grassing"
"4d9df115-e2f5-41a1-8639-b5bd3f80a563","","no-status-not-started","","folder","TRUE","FALSE","FH-ZU2-QU-ITP030 - Precast Concrete Walls"
"9cc21d08-174d-46a1-a0b5-17150349eab6","","no-status-not-started","","folder","TRUE","FALSE","FH-ZU2-QU-ITP031 - Electrical and Communications Conduits Install"
"345843f8-363b-419f-a990-a2516a6aee71","","no-status-not-started","","folder","TRUE","FALSE","FH-ZU2-QU-ITP032 - Sewer Pipe Install"
"8b302eb2-e9d4-4a80-ab74-984539868a0f","","no-status-not-started","","folder","TRUE","FALSE","FH-ZU2-QU-ITP033 - Building Fitout"
"165774b5-6c9f-4178-a065-261cc990a1ae","","no-status-not-started","","folder","TRUE","FALSE","FH-ZU2-QU-ITP034 - HV Conduits"
"838bee1a-a12c-4e0f-9abe-64d925d6c4f0","","no-status-not-started","","folder","TRUE","FALSE","FH-ZU2-QU-ITP035 - HV Cabling"
"a0e25e65-94c9-4fb9-8507-c53f523815bc","","no-status-not-started","","folder","TRUE","FALSE","FH-ZU2-QU-ITP036 - HV Testing & Commissioning"
"6c6bfb91-0fbf-44fc-894f-dc8321b5bf62","","no-status-not-started","","folder","TRUE","FALSE","FH-ZU2-QU-ITP037 - Miscellaneous Concrete Structures"
"ab6b250c-f409-4ebb-9355-5c6e12d33182","","no-status-not-started","","folder","TRUE","FALSE","FH-ZU2-QU-ITP038 - Native Grass Protection"
"d2a9c7c3-f057-4f35-9d07-9109c3186262","","no-status-not-started","","folder","TRUE","FALSE","FH-ZU2-QU-ITP039 - Boring Installation"
"a6710577-26f4-4353-8225-ca10deb2e570","","pass","","folder","TRUE","FALSE","FH-ZU2-QU-ITP042 - AGL Shallow Base Cans"
"e48ac3ff-795f-4ded-9393-070f88d8384c","","pass","FH-ZU2-QU-ITP042 - AGL Shallow Base Cans - Rev 0","checklist","FALSE","FALSE","FH-ZU2-QU-ITP042 - AGL Shallow Base Cans","Lot 1 - Stage 5"
"8b3eacfa-211f-4d04-a2d3-b9ce808b8291","","fail","","folder","TRUE","FALSE","Material Inspection "
"ecdc355d-30fc-423a-ae50-86e3034f057f","","pass","Order Acceptance Certificate","checklist","FALSE","FALSE","Material Inspection ","ITP006 - MIN002 - GM721G Lids (FOR)"
"4e05a60f-114e-4636-a1ce-f8bafd4494fb","","pass","Order Acceptance Certificate","checklist","FALSE","FALSE","Material Inspection ","ITP006 - MIN001 - 100mm SN20 Agi Pipe"
"dc4cf4be-141f-432c-830c-a30cb7ce9fe9","","fail","Order Acceptance Certificate","checklist","FALSE","FALSE","Material Inspection ","ITP007 - MIN001 - Precast Drainage Structures"
"a5b90824-83d0-452e-bf72-13d5727ee825","","pass","Order Acceptance Certificate","checklist","FALSE","FALSE","Material Inspection ","ITP005 - MIN001 - 525dia RCPs"
"5e2772f3-a3f6-403b-b968-2d1557216a25","","pass","Order Acceptance Certificate","checklist","FALSE","FALSE","Material Inspection ","ITP007 - MIN002 - Precast Drainage Structures"
