"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"fc407afe-e1aa-4b17-acaf-457592b840f3","","work-in-progress","","folder","TRUE","FALSE","Basement (B)"
"6b83fb84-5488-471c-88c6-1fc06e435736","","pass","LM-FOR-33-ITR-401 Sprinkler & Hydrant hydrostatic test (V.171121)","checklist","FALSE","FALSE","L13","LM-FOR-33-ITR-401 Sprinkler & Hydrant hydrostatic test (V.171121)"
"451d9ecd-6090-43e7-8446-12b4683938f5","","work-in-progress","LM-FOR-40-ITR-302.2 Hydrant Installation (V.171121)","checklist","FALSE","FALSE","L13","LM-FOR-40-ITR-302.2 Hydrant Installation (V.171121)"
"7fd3fe2a-66c7-47e0-9dde-fd8b3d0ea66f","","work-in-progress","","folder","TRUE","FALSE","L14"
"5def218e-3e9c-41ea-b831-74b231575768","","pass","LM-FOR-30-ITR-301 Sprinkler Installation/Fitoff (V.171121)","checklist","FALSE","FALSE","L14","LM-FOR-30-ITR-301 Sprinkler Installation/Fitoff (V.171121)"
"f42b970c-475b-404f-b5b3-83d9f168d8d3","","work-in-progress","LM-FOR-30-ITR-301.1 Sprinkler Control Valve (V.171121)","checklist","FALSE","FALSE","L14","LM-FOR-30-ITR-301.1 Sprinkler Control Valve (V.171121)"
"972fd8d4-b404-4d76-8da9-18864be9a6ff","","work-in-progress","LM-FOR-33-ITR-401 Sprinkler & Hydrant hydrostatic test (V.171121)","checklist","FALSE","FALSE","L14","LM-FOR-33-ITR-401 Sprinkler & Hydrant hydrostatic test (V.171121)"
"a3e990da-8e36-48c6-8228-3e186b659d78","","work-in-progress","LM-FOR-40-ITR-302.2 Hydrant Installation (V.171121)","checklist","FALSE","FALSE","L14","LM-FOR-40-ITR-302.2 Hydrant Installation (V.171121)"
"a008a3df-dc11-4305-a98b-6a13ce57b2f0","","work-in-progress","","folder","TRUE","FALSE","L15"
"4b91ea4f-9ecf-4a9f-b199-1f1f2d0d4017","","pass","LM-FOR-30-ITR-301 Sprinkler Installation/Fitoff (V.171121)","checklist","FALSE","FALSE","L15","LM-FOR-30-ITR-301 Sprinkler Installation/Fitoff (V.171121)"
"cce391df-436e-452d-a257-812c364a60e4","","work-in-progress","LM-FOR-30-ITR-301.1 Sprinkler Control Valve (V.171121)","checklist","FALSE","FALSE","L15","LM-FOR-30-ITR-301.1 Sprinkler Control Valve (V.171121)"
"8eea7439-32f3-4295-a65d-f0962701dee6","","work-in-progress","LM-FOR-33-ITR-401 Sprinkler & Hydrant hydrostatic test (V.171121)","checklist","FALSE","FALSE","L15","LM-FOR-33-ITR-401 Sprinkler & Hydrant hydrostatic test (V.171121)"
"07604e14-21de-44d2-91db-a46b4d45c817","","work-in-progress","LM-FOR-40-ITR-302.2 Hydrant Installation (V.171121)","checklist","FALSE","FALSE","L15","LM-FOR-40-ITR-302.2 Hydrant Installation (V.171121)"
"7ac3f886-cd82-44c6-a3e5-844552c18dea","","work-in-progress","","folder","TRUE","FALSE","L16"
"f9ec40e7-62ae-4546-b10c-c560e299c822","","pass","LM-FOR-30-ITR-301 Sprinkler Installation/Fitoff (V.171121)","checklist","FALSE","FALSE","L16","LM-FOR-30-ITR-301 Sprinkler Installation/Fitoff (V.171121)"
"7f03bf5d-be6e-46cd-a2bc-cec084f46d60","","work-in-progress","LM-FOR-30-ITR-301.1 Sprinkler Control Valve (V.171121)","checklist","FALSE","FALSE","L16","LM-FOR-30-ITR-301.1 Sprinkler Control Valve (V.171121)"
"9a2ccde8-ac49-4977-baf3-657333a38b51","","work-in-progress","LM-FOR-33-ITR-401 Sprinkler & Hydrant hydrostatic test (V.171121)","checklist","FALSE","FALSE","L16","LM-FOR-33-ITR-401 Sprinkler & Hydrant hydrostatic test (V.171121)"
"e83946fe-d1e4-4592-80d4-23ac41a3c765","","not-started","LM-FOR-40-ITR-302.2 Hydrant Installation (V.171121)","checklist","FALSE","FALSE","L16","LM-FOR-40-ITR-302.2 Hydrant Installation (V.171121)"
"5673145c-d89c-4d78-891f-2de8048050ed","","work-in-progress","","folder","TRUE","FALSE","L17"
"7abd1961-33a7-455f-a118-4af3b4f30fc0","","work-in-progress","LM-FOR-30-ITR-301 Sprinkler Installation/Fitoff (V.171121)","checklist","FALSE","FALSE","L17","LM-FOR-30-ITR-301 Sprinkler Installation/Fitoff (V.171121)"
"9a3be28e-1abe-4c56-acfe-b049e2b3a96f","","work-in-progress","LM-FOR-30-ITR-301.1 Sprinkler Control Valve (V.171121)","checklist","FALSE","FALSE","L17","LM-FOR-30-ITR-301.1 Sprinkler Control Valve (V.171121)"
"4ceb760e-be34-44f1-be49-8c3dd103918c","","pass","LM-FOR-33-ITR-401 Sprinkler & Hydrant hydrostatic test (V.171121)","checklist","FALSE","FALSE","L17","LM-FOR-33-ITR-401 Sprinkler & Hydrant hydrostatic test (V.171121)"
"63cb6f3a-7704-49b7-b34a-7037be4757b9","","work-in-progress","LM-FOR-40-ITR-302.2 Hydrant Installation (V.171121)","checklist","FALSE","FALSE","L17","LM-FOR-40-ITR-302.2 Hydrant Installation (V.171121)"
"0a358d12-f0ee-4b5e-b539-1c7aefcd98ac","","work-in-progress","","folder","TRUE","FALSE","L18"
"8e9a734f-5732-484f-bc8f-b26a55eefd42","","work-in-progress","LM-FOR-30-ITR-301 Sprinkler Installation/Fitoff (V.171121)","checklist","FALSE","FALSE","L18","LM-FOR-30-ITR-301 Sprinkler Installation/Fitoff (V.171121)"
"130cf7b0-8bfa-4f33-bac9-091840500e36","","work-in-progress","LM-FOR-30-ITR-301.1 Sprinkler Control Valve (V.171121)","checklist","FALSE","FALSE","L18","LM-FOR-30-ITR-301.1 Sprinkler Control Valve (V.171121)"
"8572ba17-d3fe-43c1-80c1-c45e3fb8693d","","pass","LM-FOR-33-ITR-401 Sprinkler & Hydrant hydrostatic test (V.171121)","checklist","FALSE","FALSE","L18","LM-FOR-33-ITR-401 Sprinkler & Hydrant hydrostatic test (V.171121)"
"fdd0fb9d-f891-4251-9f91-a9416d0a3111","","work-in-progress","LM-FOR-40-ITR-302.2 Hydrant Installation (V.171121)","checklist","FALSE","FALSE","L18","LM-FOR-40-ITR-302.2 Hydrant Installation (V.171121)"
"77280360-cf82-43b2-9f0f-2557d947da7a","","work-in-progress","","folder","TRUE","FALSE","L19"
"c08117b3-9d61-4894-9f5b-3cd9b848f774","","work-in-progress","LM-FOR-30-ITR-301 Sprinkler Installation/Fitoff (V.171121)","checklist","FALSE","FALSE","L19","LM-FOR-30-ITR-301 Sprinkler Installation/Fitoff (V.171121)"
"44fd3d00-0f4d-466b-9e3b-a54561035391","","work-in-progress","LM-FOR-30-ITR-301.1 Sprinkler Control Valve (V.171121)","checklist","FALSE","FALSE","L19","LM-FOR-30-ITR-301.1 Sprinkler Control Valve (V.171121)"
"ebc90e9d-d3eb-4d1a-875e-e1963f8dd47e","","pass","LM-FOR-33-ITR-401 Sprinkler & Hydrant hydrostatic test (V.171121)","checklist","FALSE","FALSE","L19","LM-FOR-33-ITR-401 Sprinkler & Hydrant hydrostatic test (V.171121)"
"936ba375-2a70-4873-b96a-bac05cfd331d","","work-in-progress","LM-FOR-40-ITR-302.2 Hydrant Installation (V.171121)","checklist","FALSE","FALSE","L19","LM-FOR-40-ITR-302.2 Hydrant Installation (V.171121)"
"9e6503d4-212a-4a54-8930-36aef9a60b28","","work-in-progress","","folder","TRUE","FALSE","L20"
"eff76106-3040-45a2-891a-c22614b2bce4","","work-in-progress","LM-FOR-30-ITR-301 Sprinkler Installation/Fitoff (V.171121)","checklist","FALSE","FALSE","L20","LM-FOR-30-ITR-301 Sprinkler Installation/Fitoff (V.171121)"
"ae77ef80-3556-41cc-87aa-7751e821cdac","","work-in-progress","LM-FOR-30-ITR-301.1 Sprinkler Control Valve (V.171121)","checklist","FALSE","FALSE","L20","LM-FOR-30-ITR-301.1 Sprinkler Control Valve (V.171121)"
"ad6e1845-0772-4f68-9d0c-32b9549d0288","","pass","LM-FOR-33-ITR-401 Sprinkler & Hydrant hydrostatic test (V.171121)","checklist","FALSE","FALSE","L20","LM-FOR-33-ITR-401 Sprinkler & Hydrant hydrostatic test (V.171121)"
"22d18a1e-bf72-45f0-81a0-3758b09c28cd","","work-in-progress","LM-FOR-40-ITR-302.2 Hydrant Installation (V.171121)","checklist","FALSE","FALSE","L20","LM-FOR-40-ITR-302.2 Hydrant Installation (V.171121)"
"2983c816-7c6a-491c-b4cc-f0ac45242b67","","not-applicable","LM-FOR-40-ITR-302.3 Hose Reel Installation (V.171121)","checklist","FALSE","FALSE","L20","LM-FOR-40-ITR-302.3 Hose Reel Installation (V.171121)"
"a35d4c8d-00dc-4b7e-a290-42f9eeb611e6","","work-in-progress","","folder","TRUE","FALSE","L21"
"b1fde674-2cfa-4845-97ef-79533f1df3c5","","work-in-progress","LM-FOR-30-ITR-301 Sprinkler Installation/Fitoff (V.171121)","checklist","FALSE","FALSE","L21","LM-FOR-30-ITR-301 Sprinkler Installation/Fitoff (V.171121)"
"42a05897-2690-425e-a3b3-bbfeb94fb5bb","","work-in-progress","LM-FOR-30-ITR-301.1 Sprinkler Control Valve (V.171121)","checklist","FALSE","FALSE","L21","LM-FOR-30-ITR-301.1 Sprinkler Control Valve (V.171121)"
"13fd4d53-5d78-4c9c-8e86-e53943065346","","work-in-progress","LM-FOR-33-ITR-401 Sprinkler & Hydrant hydrostatic test (V.171121)","checklist","FALSE","FALSE","L21","LM-FOR-33-ITR-401 Sprinkler & Hydrant hydrostatic test (V.171121)"
"88b60d46-a9e9-4849-8b2d-7fdb5fb8d81c","","work-in-progress","LM-FOR-40-ITR-302.2 Hydrant Installation (V.171121)","checklist","FALSE","FALSE","L21","LM-FOR-40-ITR-302.2 Hydrant Installation (V.171121)"
"609f433e-2e4f-41de-8b2f-c215a3661b6e","","work-in-progress","","folder","TRUE","FALSE","L22"
"539f1ad8-a3ef-42fd-ad6c-e84cba10a585","","work-in-progress","LM-FOR-30-ITR-301 Sprinkler Installation/Fitoff (V.171121)","checklist","FALSE","FALSE","L22","LM-FOR-30-ITR-301 Sprinkler Installation/Fitoff (V.171121)"
"f348a5ea-5242-4bda-8ab4-8f57863aa879","","work-in-progress","LM-FOR-30-ITR-301.1 Sprinkler Control Valve (V.171121)","checklist","FALSE","FALSE","L22","LM-FOR-30-ITR-301.1 Sprinkler Control Valve (V.171121)"
"ce571c07-fe81-480d-b0ea-5f47b9a18312","","work-in-progress","LM-FOR-33-ITR-401 Sprinkler & Hydrant hydrostatic test (V.171121)","checklist","FALSE","FALSE","L22","LM-FOR-33-ITR-401 Sprinkler & Hydrant hydrostatic test (V.171121)"
"e1005a81-60eb-48a6-bed6-d7ad104a5317","","work-in-progress","LM-FOR-40-ITR-302.2 Hydrant Installation (V.171121)","checklist","FALSE","FALSE","L22","LM-FOR-40-ITR-302.2 Hydrant Installation (V.171121)"
"9013310a-4ab8-4d0f-b7c8-99b72738b0c3","","work-in-progress","","folder","TRUE","FALSE","L23"
"5ac34511-477d-4d94-88e0-e87f428a943a","","work-in-progress","LM-FOR-30-ITR-301 Sprinkler Installation/Fitoff (V.171121)","checklist","FALSE","FALSE","L23","LM-FOR-30-ITR-301 Sprinkler Installation/Fitoff (V.171121)"
"a2fd4b5c-9dda-4907-9e7a-a33cb5f8c15c","","work-in-progress","LM-FOR-30-ITR-301.1 Sprinkler Control Valve (V.171121)","checklist","FALSE","FALSE","L23","LM-FOR-30-ITR-301.1 Sprinkler Control Valve (V.171121)"
"f2ff92fb-2096-43f2-819f-44b851e772b7","","pass","LM-FOR-33-ITR-401 Sprinkler & Hydrant hydrostatic test (V.171121)","checklist","FALSE","FALSE","L23","LM-FOR-33-ITR-401 Sprinkler & Hydrant hydrostatic test (V.171121)"
"9e5a058a-42b9-496e-a390-75321c0dc366","","work-in-progress","LM-FOR-40-ITR-302.2 Hydrant Installation (V.171121)","checklist","FALSE","FALSE","L23","LM-FOR-40-ITR-302.2 Hydrant Installation (V.171121)"
"d36f693e-c8c6-42d0-8694-58cd329fd9a6","","work-in-progress","","folder","TRUE","FALSE","L24"
"5bcfa0d6-27ed-4ee1-9fcf-afdac1963bd5","","work-in-progress","LM-FOR-30-ITR-301 Sprinkler Installation/Fitoff (V.171121)","checklist","FALSE","FALSE","L24","LM-FOR-30-ITR-301 Sprinkler Installation/Fitoff (V.171121)"
"aa5b2ee9-f490-428d-82be-90b68a763c10","","work-in-progress","LM-FOR-30-ITR-301.1 Sprinkler Control Valve (V.171121)","checklist","FALSE","FALSE","L24","LM-FOR-30-ITR-301.1 Sprinkler Control Valve (V.171121)"
"c48d6f57-d002-46a4-8f65-4fc16bb12d05","","pass","LM-FOR-33-ITR-401 Sprinkler & Hydrant hydrostatic test (V.171121)","checklist","FALSE","FALSE","L24","LM-FOR-33-ITR-401 Sprinkler & Hydrant hydrostatic test (V.171121)"
"74d4fd00-4bc9-48b1-9909-650324a3fa10","","work-in-progress","LM-FOR-40-ITR-302.2 Hydrant Installation (V.171121)","checklist","FALSE","FALSE","L24","LM-FOR-40-ITR-302.2 Hydrant Installation (V.171121)"
"46cb6bb5-6970-4d9e-b16a-cc31557e23bd","","work-in-progress","","folder","TRUE","FALSE","L25"
"4f5118e3-ef91-4ebd-b925-26bcb4940ab6","","work-in-progress","LM-FOR-30-ITR-301 Sprinkler Installation/Fitoff (V.171121)","checklist","FALSE","FALSE","L25","LM-FOR-30-ITR-301 Sprinkler Installation/Fitoff (V.171121)"
"669d3056-8544-4d24-bec5-1aaf7f41706a","","work-in-progress","LM-FOR-30-ITR-301.1 Sprinkler Control Valve (V.171121)","checklist","FALSE","FALSE","L25","LM-FOR-30-ITR-301.1 Sprinkler Control Valve (V.171121)"
"86bbb867-66c8-4bad-a800-bdf5e128ac90","","pass","LM-FOR-33-ITR-401 Sprinkler & Hydrant hydrostatic test (V.171121)","checklist","FALSE","FALSE","L25","LM-FOR-33-ITR-401 Sprinkler & Hydrant hydrostatic test (V.171121)"
"7bab1da5-b1c5-4ca1-afe0-3dc0ea574b0e","","work-in-progress","LM-FOR-40-ITR-302.2 Hydrant Installation (V.171121)","checklist","FALSE","FALSE","L25","LM-FOR-40-ITR-302.2 Hydrant Installation (V.171121)"
"c2f1d3a5-c994-4791-8d63-4cd912f328c0","","work-in-progress","","folder","TRUE","FALSE","L26"
"1a76d735-089f-4694-993f-138b5f6983b1","","work-in-progress","LM-FOR-30-ITR-301 Sprinkler Installation/Fitoff (V.171121)","checklist","FALSE","FALSE","L26","LM-FOR-30-ITR-301 Sprinkler Installation/Fitoff (V.171121)"
"69e78e1c-cdb3-4ffc-8ca0-f47a696a6143","","work-in-progress","LM-FOR-30-ITR-301.1 Sprinkler Control Valve (V.171121)","checklist","FALSE","FALSE","L26","LM-FOR-30-ITR-301.1 Sprinkler Control Valve (V.171121)"
"595e73c7-2566-47c1-97a5-6e19946c2f19","","pass","LM-FOR-33-ITR-401 Sprinkler & Hydrant hydrostatic test (V.171121)","checklist","FALSE","FALSE","L26","LM-FOR-33-ITR-401 Sprinkler & Hydrant hydrostatic test (V.171121)"
"d1974a04-22c3-46f5-ab1d-0fee3eafc276","","work-in-progress","LM-FOR-40-ITR-302.2 Hydrant Installation (V.171121)","checklist","FALSE","FALSE","L26","LM-FOR-40-ITR-302.2 Hydrant Installation (V.171121)"
"1f73aae1-4707-40c3-832a-090a6c8df337","","work-in-progress","","folder","TRUE","FALSE","L27"
"f1fa9e03-ef74-4b13-8e22-e0cbcbe58200","","work-in-progress","LM-FOR-30-ITR-301 Sprinkler Installation/Fitoff (V.171121)","checklist","FALSE","FALSE","L27","LM-FOR-30-ITR-301 Sprinkler Installation/Fitoff (V.171121)"
"da97ba55-c854-43e2-9ac5-7459d56b3923","","work-in-progress","LM-FOR-30-ITR-301.1 Sprinkler Control Valve (V.171121)","checklist","FALSE","FALSE","L27","LM-FOR-30-ITR-301.1 Sprinkler Control Valve (V.171121)"
"29397361-1032-4409-9b53-2213e2612bc4","","work-in-progress","LM-FOR-33-ITR-401 Sprinkler & Hydrant hydrostatic test (V.171121)","checklist","FALSE","FALSE","L27","LM-FOR-33-ITR-401 Sprinkler & Hydrant hydrostatic test (V.171121)"
"98f552bd-4e7c-41c8-b9a9-e5ca9c5f60c7","","work-in-progress","LM-FOR-40-ITR-302.2 Hydrant Installation (V.171121)","checklist","FALSE","FALSE","L27","LM-FOR-40-ITR-302.2 Hydrant Installation (V.171121)"
"cf2207c1-c423-475e-a389-faf8f1bd1101","","work-in-progress","","folder","TRUE","FALSE","L28"
"0746e598-dbd3-4715-87a3-e450eb5bd534","","work-in-progress","LM-FOR-30-ITR-301 Sprinkler Installation/Fitoff (V.171121)","checklist","FALSE","FALSE","L28","LM-FOR-30-ITR-301 Sprinkler Installation/Fitoff (V.171121)"
"363a88fa-6e83-4e70-824e-1b3c4512a2bb","","work-in-progress","LM-FOR-30-ITR-301.1 Sprinkler Control Valve (V.171121)","checklist","FALSE","FALSE","L28","LM-FOR-30-ITR-301.1 Sprinkler Control Valve (V.171121)"
"ac296bed-96fc-42d1-b628-46c8cb3a208a","","pass","LM-FOR-33-ITR-401 Sprinkler & Hydrant hydrostatic test (V.171121)","checklist","FALSE","FALSE","L28","LM-FOR-33-ITR-401 Sprinkler & Hydrant hydrostatic test (V.171121)"
"095645a0-7a24-4124-80af-56c2b07d69fc","","work-in-progress","LM-FOR-40-ITR-302.2 Hydrant Installation (V.171121)","checklist","FALSE","FALSE","L28","LM-FOR-40-ITR-302.2 Hydrant Installation (V.171121)"
"35c9f6ca-11bb-4639-b740-93d66d8a1a2b","","work-in-progress","","folder","TRUE","FALSE","L29"
"bc6dada9-1a6f-4cea-98fc-3767312a79c3","","work-in-progress","LM-FOR-30-ITR-301 Sprinkler Installation/Fitoff (V.171121)","checklist","FALSE","FALSE","L29","LM-FOR-30-ITR-301 Sprinkler Installation/Fitoff (V.171121)"
"470212e2-33be-4c9f-a070-9e28ce1b662b","","work-in-progress","LM-FOR-30-ITR-301.1 Sprinkler Control Valve (V.171121)","checklist","FALSE","FALSE","L29","LM-FOR-30-ITR-301.1 Sprinkler Control Valve (V.171121)"
"d7eb0cdb-3b79-4062-a39e-6f907707e5c5","","pass","LM-FOR-33-ITR-401 Sprinkler & Hydrant hydrostatic test (V.171121)","checklist","FALSE","FALSE","L29","LM-FOR-33-ITR-401 Sprinkler & Hydrant hydrostatic test (V.171121)"
"ce68c920-cee5-4d24-ab88-5c3b8428479f","","work-in-progress","LM-FOR-40-ITR-302.2 Hydrant Installation (V.171121)","checklist","FALSE","FALSE","L29","LM-FOR-40-ITR-302.2 Hydrant Installation (V.171121)"
"3815d73b-a4e2-482f-a3d1-03ae0cfd915b","","work-in-progress","","folder","TRUE","FALSE","L30"
"f513591f-b007-49be-88e1-65d3214174af","","work-in-progress","LM-FOR-30-ITR-301 Sprinkler Installation/Fitoff (V.171121)","checklist","FALSE","FALSE","L30","LM-FOR-30-ITR-301 Sprinkler Installation/Fitoff (V.171121)"
"a242aa70-c8be-4e6e-8009-01d69798901c","","work-in-progress","LM-FOR-30-ITR-301.1 Sprinkler Control Valve (V.171121)","checklist","FALSE","FALSE","L30","LM-FOR-30-ITR-301.1 Sprinkler Control Valve (V.171121)"
"2fb33542-9507-446f-a292-ca4f583af2ba","","work-in-progress","LM-FOR-33-ITR-401 Sprinkler & Hydrant hydrostatic test (V.171121)","checklist","FALSE","FALSE","L30","LM-FOR-33-ITR-401 Sprinkler & Hydrant hydrostatic test (V.171121)"
"f061f5a9-7b8e-4dc0-979f-5fbc02202274","","work-in-progress","LM-FOR-40-ITR-302.2 Hydrant Installation (V.171121)","checklist","FALSE","FALSE","L30","LM-FOR-40-ITR-302.2 Hydrant Installation (V.171121)"
"786c4e62-ef25-4d66-a6be-163c98b04997","","work-in-progress","","folder","TRUE","FALSE","L31"
"f1213aec-9908-4aa1-b89d-8de759603bbc","","work-in-progress","LM-FOR-30-ITR-301 Sprinkler Installation/Fitoff (V.171121)","checklist","FALSE","FALSE","L31","LM-FOR-30-ITR-301 Sprinkler Installation/Fitoff (V.171121)"
"866181da-e644-4f84-83a5-8ce9a9aeba53","","work-in-progress","LM-FOR-30-ITR-301.1 Sprinkler Control Valve (V.171121)","checklist","FALSE","FALSE","L31","LM-FOR-30-ITR-301.1 Sprinkler Control Valve (V.171121)"
"ff1b201b-e440-47e4-8cb9-36fccf99fc16","","pass","LM-FOR-33-ITR-401 Sprinkler & Hydrant hydrostatic test (V.171121)","checklist","FALSE","FALSE","L31","LM-FOR-33-ITR-401 Sprinkler & Hydrant hydrostatic test (V.171121)"
"0c578b2f-3445-48f6-ace8-6c06ef7d975a","","work-in-progress","LM-FOR-40-ITR-302.2 Hydrant Installation (V.171121)","checklist","FALSE","FALSE","L31","LM-FOR-40-ITR-302.2 Hydrant Installation (V.171121)"
"4d27d43a-3e12-4177-8be9-2a6f0a81243a","","work-in-progress","","folder","TRUE","FALSE","L32"
"c77b3cd8-cf62-411c-8d81-d570035cb156","","work-in-progress","LM-FOR-30-ITR-301 Sprinkler Installation/Fitoff (V.171121)","checklist","FALSE","FALSE","L32","LM-FOR-30-ITR-301 Sprinkler Installation/Fitoff (V.171121)"
"f9e2b704-d707-4ea8-82c8-1fa8b526d54e","","work-in-progress","LM-FOR-30-ITR-301.1 Sprinkler Control Valve (V.171121)","checklist","FALSE","FALSE","L32","LM-FOR-30-ITR-301.1 Sprinkler Control Valve (V.171121)"
"2d15c884-cb8d-40cd-963d-6e78f379f870","","pass","LM-FOR-33-ITR-401 Sprinkler & Hydrant hydrostatic test (V.171121)","checklist","FALSE","FALSE","L32","LM-FOR-33-ITR-401 Sprinkler & Hydrant hydrostatic test (V.171121)"
"53100d82-a9d4-411b-ae2d-51c30ccdc241","","work-in-progress","LM-FOR-40-ITR-302.2 Hydrant Installation (V.171121)","checklist","FALSE","FALSE","L32","LM-FOR-40-ITR-302.2 Hydrant Installation (V.171121)"
"f5cf4099-1a93-4c16-909a-078dd655c392","","work-in-progress","","folder","TRUE","FALSE","L33"
"0cb3b284-7e7f-4edb-8cb1-fc84a8a9002f","","work-in-progress","LM-FOR-30-ITR-301 Sprinkler Installation/Fitoff (V.171121)","checklist","FALSE","FALSE","L33","LM-FOR-30-ITR-301 Sprinkler Installation/Fitoff (V.171121)"
"17b3847c-2036-4e4e-a9fd-56b044c1b93d","","work-in-progress","LM-FOR-30-ITR-301.1 Sprinkler Control Valve (V.171121)","checklist","FALSE","FALSE","L33","LM-FOR-30-ITR-301.1 Sprinkler Control Valve (V.171121)"
"b2803d7d-2590-4e85-a34c-fd19960482fb","","pass","LM-FOR-33-ITR-401 Sprinkler & Hydrant hydrostatic test (V.171121)","checklist","FALSE","FALSE","L33","LM-FOR-33-ITR-401 Sprinkler & Hydrant hydrostatic test (V.171121)"
"0d8388fe-7a58-4f1c-9ea4-45b793083cbb","","work-in-progress","LM-FOR-40-ITR-302.2 Hydrant Installation (V.171121)","checklist","FALSE","FALSE","L33","LM-FOR-40-ITR-302.2 Hydrant Installation (V.171121)"
"4dd1f2fc-de58-4592-8991-a660370677cc","","work-in-progress","","folder","TRUE","FALSE","L34"
"b4963fe6-bf32-436e-b8f1-ba041c68b9e6","","work-in-progress","LM-FOR-30-ITR-301 Sprinkler Installation/Fitoff (V.171121)","checklist","FALSE","FALSE","L34","LM-FOR-30-ITR-301 Sprinkler Installation/Fitoff (V.171121)"
"e02344c0-7da5-4521-ae41-ba4d9fe2f0dc","","work-in-progress","LM-FOR-30-ITR-301.1 Sprinkler Control Valve (V.171121)","checklist","FALSE","FALSE","L34","LM-FOR-30-ITR-301.1 Sprinkler Control Valve (V.171121)"
"4c66d119-98d4-4d50-bb9c-2f96ad4fa1c1","","pass","LM-FOR-33-ITR-401 Sprinkler & Hydrant hydrostatic test (V.171121)","checklist","FALSE","FALSE","L34","LM-FOR-33-ITR-401 Sprinkler & Hydrant hydrostatic test (V.171121)"
"13acce89-3f98-44ae-a1af-bcb26935d293","","work-in-progress","LM-FOR-40-ITR-302.2 Hydrant Installation (V.171121)","checklist","FALSE","FALSE","L34","LM-FOR-40-ITR-302.2 Hydrant Installation (V.171121)"
"23d8f63d-0974-48a2-9185-25379d425906","","work-in-progress","","folder","TRUE","FALSE","L35"
"979d8ee6-493b-4ac5-baad-65107db0a612","","work-in-progress","LM-FOR-30-ITR-301 Sprinkler Installation/Fitoff (V.171121)","checklist","FALSE","FALSE","L35","LM-FOR-30-ITR-301 Sprinkler Installation/Fitoff (V.171121)"
"900026c9-b058-4b58-940b-e00d2be5726b","","work-in-progress","LM-FOR-30-ITR-301.1 Sprinkler Control Valve (V.171121)","checklist","FALSE","FALSE","L35","LM-FOR-30-ITR-301.1 Sprinkler Control Valve (V.171121)"
"c4d8e05f-54e1-4f04-ba8b-852e6affb6c1","","pass","LM-FOR-33-ITR-401 Sprinkler & Hydrant hydrostatic test (V.171121)","checklist","FALSE","FALSE","L35","LM-FOR-33-ITR-401 Sprinkler & Hydrant hydrostatic test (V.171121)"
"fa376217-bfaa-4bbf-87c2-922859dd21e8","","work-in-progress","LM-FOR-40-ITR-302.2 Hydrant Installation (V.171121)","checklist","FALSE","FALSE","L35","LM-FOR-40-ITR-302.2 Hydrant Installation (V.171121)"
"f2474324-a139-4a3e-8862-79ccf3005cf6","","work-in-progress","","folder","TRUE","FALSE","L36"
"45fd8e58-6daa-498b-b01c-a470d28e703c","","work-in-progress","LM-FOR-30-ITR-301 Sprinkler Installation/Fitoff (V.171121)","checklist","FALSE","FALSE","L36","LM-FOR-30-ITR-301 Sprinkler Installation/Fitoff (V.171121)"
"b3313b08-beb1-4a0d-8d9c-0f4eabc767c7","","work-in-progress","LM-FOR-30-ITR-301.1 Sprinkler Control Valve (V.171121)","checklist","FALSE","FALSE","L36","LM-FOR-30-ITR-301.1 Sprinkler Control Valve (V.171121)"
"bb909a21-9efc-48c8-a706-58e9d0cba263","","work-in-progress","LM-FOR-33-ITR-401 Sprinkler & Hydrant hydrostatic test (V.171121)","checklist","FALSE","FALSE","L36","LM-FOR-33-ITR-401 Sprinkler & Hydrant hydrostatic test (V.171121)"
"750ad7dc-0c72-4c79-9bee-188d65d02e95","","work-in-progress","LM-FOR-40-ITR-302.2 Hydrant Installation (V.171121)","checklist","FALSE","FALSE","L36","LM-FOR-40-ITR-302.2 Hydrant Installation (V.171121)"
"8dea7d2b-444f-4901-b62b-f8b3a5de172c","","work-in-progress","","folder","TRUE","FALSE","L37"
"d575e182-90d4-4615-a158-3cdbb1ef849b","","work-in-progress","LM-FOR-30-ITR-301 Sprinkler Installation/Fitoff (V.171121)","checklist","FALSE","FALSE","L37","LM-FOR-30-ITR-301 Sprinkler Installation/Fitoff (V.171121)"
"5002da9c-6f4c-4ee3-9f0d-8a43b0fa8a06","","work-in-progress","LM-FOR-30-ITR-301.1 Sprinkler Control Valve (V.171121)","checklist","FALSE","FALSE","L37","LM-FOR-30-ITR-301.1 Sprinkler Control Valve (V.171121)"
"6ae712f4-2557-49fd-bae5-3367e251efd2","","pass","LM-FOR-33-ITR-401 Sprinkler & Hydrant hydrostatic test (V.171121)","checklist","FALSE","FALSE","L37","LM-FOR-33-ITR-401 Sprinkler & Hydrant hydrostatic test (V.171121)"
"a78c7e3a-91fe-4c4a-851f-582cf7a51884","","work-in-progress","LM-FOR-40-ITR-302.2 Hydrant Installation (V.171121)","checklist","FALSE","FALSE","L37","LM-FOR-40-ITR-302.2 Hydrant Installation (V.171121)"
"ca2a1f5e-2660-4ddd-80b4-0287b5b5b413","","work-in-progress","","folder","TRUE","FALSE","L38"
