"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"0c79cdc8-1eca-4725-b2ab-7cb0e4e6722c","","fail","","folder","TRUE","FALSE","H&S"
"7bb268e8-bb82-4d34-87e5-d9e14d99e155","","not-started","H&S - Daily Pre Start Checklist","checklist","FALSE","FALSE","H&S","H&S - Daily Pre Start Checklist"
"a20a9e5d-7a28-5893-a436-91cefc10446a","","not-started","H&S - Daily Pre Start Checklist:45e8814a-82cf-423b-a9fd-c3a56e777229","section","FALSE","FALSE","H&S","H&S - Daily Pre Start Checklist","Details"
"dcc0beb1-0bfc-5472-a696-5a0620adae2b","","not-started","H&S - Daily Pre Start Checklist:45e8814a-82cf-423b-a9fd-c3a56e777229:29cb5fa4-a4c6-4922-8f80-5160097256ab","checkpoint","TRUE","TRUE","H&S","H&S - Daily Pre Start Checklist","Details","Attendees documented"
"b9710cd0-d3f1-5c08-bef5-9df5f4d274e6","","not-started","H&S - Daily Pre Start Checklist:45e8814a-82cf-423b-a9fd-c3a56e777229:28fb0ddb-174e-43b6-aadb-7b0c0473886c","checkpoint","TRUE","TRUE","H&S","H&S - Daily Pre Start Checklist","Details","Where is each person working and what are they doing?"
"2c29ddea-0276-5cc3-921a-f1f3702ea066","","not-started","H&S - Daily Pre Start Checklist:45e8814a-82cf-423b-a9fd-c3a56e777229:cf2174d4-8a32-42d8-afc1-38627f2a4d56","checkpoint","TRUE","TRUE","H&S","H&S - Daily Pre Start Checklist","Details","Are any permits required?"
"b324a086-7b1a-51ab-a6bc-ae352472caf8","","not-started","H&S - Daily Pre Start Checklist:45e8814a-82cf-423b-a9fd-c3a56e777229:ebc90078-4861-4506-b445-37d6e73179f3","checkpoint","TRUE","TRUE","H&S","H&S - Daily Pre Start Checklist","Details","Are there any work Hazards?"
"31f66536-b6e2-521d-8cae-96ae552a6c9b","","not-started","H&S - Daily Pre Start Checklist:45e8814a-82cf-423b-a9fd-c3a56e777229:c6db01b3-e347-4d84-95d1-993a82ed7c2a","checkpoint","TRUE","TRUE","H&S","H&S - Daily Pre Start Checklist","Details","A JSEA been completed & Approved?"
"f54b7e49-cbec-595e-adf2-8d31a4a3338f","","not-started","H&S - Daily Pre Start Checklist:45e8814a-82cf-423b-a9fd-c3a56e777229:ff64eebd-d1ff-4ba7-9815-d6b62b88720e","checkpoint","TRUE","TRUE","H&S","H&S - Daily Pre Start Checklist","Details","Are there any concerns; Safety or Production?"
"090bad05-f18f-5f27-a8e8-d16399d73cd5","","not-started","H&S - Daily Pre Start Checklist:45e8814a-82cf-423b-a9fd-c3a56e777229:1551a102-62ac-4c62-b344-ef08621077a4","checkpoint","TRUE","TRUE","H&S","H&S - Daily Pre Start Checklist","Details","Everyone has got their minimum PPE for site and task related PPE"
"7564b949-4300-588c-b914-02248cfde4cf","","not-started","H&S - Daily Pre Start Checklist:45e8814a-82cf-423b-a9fd-c3a56e777229:b10772ef-2902-46cb-b46a-861974f5454a","checkpoint","TRUE","TRUE","H&S","H&S - Daily Pre Start Checklist","Details","All plant tagged and in good condition"
"f0976d07-97c9-53c3-9a5a-f120af95645b","","not-started","H&S - Daily Pre Start Checklist:45e8814a-82cf-423b-a9fd-c3a56e777229:3ef27d3d-9bfe-4327-b9d5-a822f824c5ca","checkpoint","TRUE","TRUE","H&S","H&S - Daily Pre Start Checklist","Details","All employees have attended this meeting and are aware of their roles in safety and the daily hazards"
"fde1227b-329f-47cc-a243-efbf63dde5eb","","not-started","H&S - Site Toolbox Checklist","checklist","FALSE","FALSE","H&S","H&S - Site Toolbox Checklist"
"42baa361-eaa7-5ffd-bb69-a567ca6e7663","","not-started","H&S - Site Toolbox Checklist:45e8814a-82cf-423b-a9fd-c3a56e777229","section","FALSE","FALSE","H&S","H&S - Site Toolbox Checklist","Details"
"a6599987-779b-5f60-bf47-c3615b39bbb2","","not-started","H&S - Site Toolbox Checklist:45e8814a-82cf-423b-a9fd-c3a56e777229:d4fd86ea-a6f4-4811-a0e3-f7680da06c2a","checkpoint","TRUE","TRUE","H&S","H&S - Site Toolbox Checklist","Details","Employees Attending"
"29b0f444-c27c-50c6-9ada-0e94b720def8","","not-started","H&S - Site Toolbox Checklist:45e8814a-82cf-423b-a9fd-c3a56e777229:4fccfa7b-23fe-41c6-9ebf-c4488154e2a5","checkpoint","TRUE","TRUE","H&S","H&S - Site Toolbox Checklist","Details","Site Activity / Safe Work Practices / Accident-Incident Investigations Discussed"
"ff500dbf-5855-5756-af8f-4e61bced23da","","not-started","H&S - Site Toolbox Checklist:45e8814a-82cf-423b-a9fd-c3a56e777229:2dff9346-05f2-40ab-bace-b2d32c310362","checkpoint","TRUE","TRUE","H&S","H&S - Site Toolbox Checklist","Details","Employee issue raised"
"b404dbcb-29d4-5cdb-8108-decaeb78ed2f","","not-started","H&S - Site Toolbox Checklist:45e8814a-82cf-423b-a9fd-c3a56e777229:1a34917a-ecc3-4f61-a772-ef65285087ef","checkpoint","TRUE","TRUE","H&S","H&S - Site Toolbox Checklist","Details","Safe Observations"
"ed5716db-967d-5e58-b030-706ac2202339","","not-started","H&S - Site Toolbox Checklist:45e8814a-82cf-423b-a9fd-c3a56e777229:849e1728-cd3c-44a9-95cf-af36229afdf2","checkpoint","TRUE","TRUE","H&S","H&S - Site Toolbox Checklist","Details","JSEA completed"
"d8aaebac-8764-45a9-b039-9e500a87b9bc","","not-started","H&S - Accident & Incident Investigation Report","checklist","FALSE","FALSE","H&S","H&S - Accident & Incident Investigation Report"
"36894fb9-0df8-59d3-af41-2b47b921f22c","","not-started","H&S - Accident & Incident Investigation Report:45e8814a-82cf-423b-a9fd-c3a56e777229","section","FALSE","FALSE","H&S","H&S - Accident & Incident Investigation Report","Details"
"003272eb-841f-5204-a40f-90acb5fbd6eb","","not-started","H&S - Accident & Incident Investigation Report:45e8814a-82cf-423b-a9fd-c3a56e777229:e30f9ba3-2e32-4e5f-b4d2-73df74c2c201","checkpoint","TRUE","TRUE","H&S","H&S - Accident & Incident Investigation Report","Details","Particulars of Incident details completed"
"705d7d21-202e-5ca7-a1b1-212114bdee87","","not-started","H&S - Accident & Incident Investigation Report:45e8814a-82cf-423b-a9fd-c3a56e777229:375ad370-6625-4d6f-b87b-7e1f8e42f6b8","checkpoint","TRUE","TRUE","H&S","H&S - Accident & Incident Investigation Report","Details","Injured Person details completed"
"a2295f99-0bd3-5abe-90b8-02e1201b5fa0","","not-started","H&S - Accident & Incident Investigation Report:45e8814a-82cf-423b-a9fd-c3a56e777229:75245d20-8505-4aa9-9bf0-90d38c9cc885","checkpoint","TRUE","TRUE","H&S","H&S - Accident & Incident Investigation Report","Details","Type Of Injury:"
"8569f78c-0746-5c8c-9a42-ea30fbce845b","","not-started","H&S - Accident & Incident Investigation Report:45e8814a-82cf-423b-a9fd-c3a56e777229:04be056e-6356-4951-8d4f-45b20e2ae31c","checkpoint","TRUE","TRUE","H&S","H&S - Accident & Incident Investigation Report","Details","Damaged Property details"
"8c1c7475-2dae-5751-8dff-eca4a82b99bf","","not-started","H&S - Accident & Incident Investigation Report:45e8814a-82cf-423b-a9fd-c3a56e777229:dab24842-14cd-42ca-a450-b1a1d5b6d03e","checkpoint","TRUE","TRUE","H&S","H&S - Accident & Incident Investigation Report","Details","Incident Details Complete"
"9305ef7b-2f2e-5409-8cd2-7a4a4afbfb49","","not-started","H&S - Accident & Incident Investigation Report:45e8814a-82cf-423b-a9fd-c3a56e777229:b847453b-9789-4ed6-ac89-d9d2b709bc14","checkpoint","TRUE","TRUE","H&S","H&S - Accident & Incident Investigation Report","Details","Analysis Details Completed"
"8596ded8-4564-5847-92dc-4b1ee614996d","","not-started","H&S - Accident & Incident Investigation Report:45e8814a-82cf-423b-a9fd-c3a56e777229:e9f98c33-3673-4f2f-8b82-5f5978e9f176","checkpoint","TRUE","TRUE","H&S","H&S - Accident & Incident Investigation Report","Details","Prevention Details Completed"
"8579fffe-7d0f-583b-8f82-c333ae9743ba","","not-started","H&S - Accident & Incident Investigation Report:45e8814a-82cf-423b-a9fd-c3a56e777229:b05f113c-9ff5-4b27-a366-0b66edf03f92","checkpoint","TRUE","TRUE","H&S","H&S - Accident & Incident Investigation Report","Details","Treatment and Investigation of Incident Details Completed"
"59989943-68bc-4e1f-97e0-07e9af794cb6","","work-in-progress","","folder","TRUE","FALSE","H&S","Daily Pre Start"
"3f6933fb-8cab-4e4d-bae5-b11723e53171","","pass","H&S - Daily Pre Start Checklist","checklist","FALSE","FALSE","H&S","Daily Pre Start","H&S - Daily Pre Start Checklist 25.09.24"
"03240222-7271-5d8a-9e73-df3c20db7f28","","pass","H&S - Daily Pre Start Checklist:45e8814a-82cf-423b-a9fd-c3a56e777229","section","FALSE","FALSE","H&S","Daily Pre Start","H&S - Daily Pre Start Checklist 25.09.24","Details"
"8128c5f9-f60a-5c38-ba63-cd238023ddce","","pass","","section","FALSE","FALSE","H&S","Weekly Site Inspection","H&S - Weekly Site Inspection Checklist 25.10.24","Site Facilities"
"63bfd7a1-d309-53b5-bcf9-bc4d7c36a26a","","pass","","checkpoint","TRUE","TRUE","H&S","Weekly Site Inspection","H&S - Weekly Site Inspection Checklist 25.10.24","Site Facilities","Offices Clean"
"bfeafeb7-0bce-5c57-8dd1-442dbc76b589","","not-applicable","","checkpoint","TRUE","TRUE","H&S","Weekly Site Inspection","H&S - Weekly Site Inspection Checklist 25.10.24","Site Facilities","Smoko Sheds"
"73abe2a6-dc68-50ac-85f9-f662569cf660","","pass","","checkpoint","TRUE","TRUE","H&S","Weekly Site Inspection","H&S - Weekly Site Inspection Checklist 25.10.24","Site Facilities","Fridge"
"fc675604-0a20-5bba-937f-61a508904a5d","","pass","","checkpoint","TRUE","TRUE","H&S","Weekly Site Inspection","H&S - Weekly Site Inspection Checklist 25.10.24","Site Facilities","Toilets"
"c1fbf7ea-2c7a-578b-a56b-f5ad14e9e01b","","pass","","checkpoint","TRUE","TRUE","H&S","Weekly Site Inspection","H&S - Weekly Site Inspection Checklist 25.10.24","Site Facilities","Containers"
"8a7bd35c-948b-5e11-9243-cd44b1366f1e","","pass","","section","FALSE","FALSE","H&S","Weekly Site Inspection","H&S - Weekly Site Inspection Checklist 25.10.24","General Site"
"86c9b0a2-bea9-5abf-9f03-8365ac1e39d6","","pass","","checkpoint","TRUE","TRUE","H&S","Weekly Site Inspection","H&S - Weekly Site Inspection Checklist 25.10.24","General Site","Access Ways"
"31052ca2-b9d8-59d3-883c-03f5334dd5e6","","not-applicable","","checkpoint","TRUE","TRUE","H&S","Weekly Site Inspection","H&S - Weekly Site Inspection Checklist 25.10.24","General Site","Stairways Clear"
"ffd678f1-ec48-5b7d-8526-83ea88cb264e","","pass","","section","FALSE","FALSE","H&S","Weekly Site Inspection","H&S - Weekly Site Inspection Checklist 25.10.24","PPE"
"c5f0528d-8bad-581b-9faf-99258a4c68df","","pass","","checkpoint","TRUE","TRUE","H&S","Weekly Site Inspection","H&S - Weekly Site Inspection Checklist 25.10.24","PPE","Signage Displayed"
"bc88d68a-9144-52e9-a589-b0675fd99a8b","","pass","","checkpoint","TRUE","TRUE","H&S","Weekly Site Inspection","H&S - Weekly Site Inspection Checklist 25.10.24","PPE","Hardhats"
"74a7d2bc-51f3-57ea-ac0c-97c32acb72de","","pass","","checkpoint","TRUE","TRUE","H&S","Weekly Site Inspection","H&S - Weekly Site Inspection Checklist 25.10.24","PPE","Glasses worn"
"df241c0a-4bbf-5b02-92f6-a05bbff6834f","","pass","","checkpoint","TRUE","TRUE","H&S","Weekly Site Inspection","H&S - Weekly Site Inspection Checklist 25.10.24","PPE","Gloves"
"83ad1070-a173-51ea-83bc-f857e8b03b4d","","pass","","section","FALSE","FALSE","H&S","Weekly Site Inspection","H&S - Weekly Site Inspection Checklist 25.10.24","First Aid"
"cbbc9372-3bc6-584d-9a77-728027189037","","pass","","checkpoint","TRUE","TRUE","H&S","Weekly Site Inspection","H&S - Weekly Site Inspection Checklist 25.10.24","First Aid","Box Available and stocked"
"6f3da303-d6a3-59cc-80d6-8f30ea302566","","not-applicable","","checkpoint","TRUE","TRUE","H&S","Weekly Site Inspection","H&S - Weekly Site Inspection Checklist 25.10.24","First Aid","Fire Extinguishers Available"
"19d0a9cc-2ad4-5787-9d20-57e138ab4a4d","","not-applicable","","section","FALSE","FALSE","H&S","Weekly Site Inspection","H&S - Weekly Site Inspection Checklist 25.10.24","Cutting/Grinding"
"6f4f2da8-f3ad-59e0-8491-8ad8d232cf7f","","not-applicable","","checkpoint","TRUE","TRUE","H&S","Weekly Site Inspection","H&S - Weekly Site Inspection Checklist 25.10.24","Cutting/Grinding","Hot work permits"
"035da2eb-7ba6-5644-b2b0-a9c038243071","","not-applicable","","checkpoint","TRUE","TRUE","H&S","Weekly Site Inspection","H&S - Weekly Site Inspection Checklist 25.10.24","Cutting/Grinding","Fire Extinguishers on hand"
"481f1fb4-c618-56c9-a9d2-4077cfdfa592","","not-applicable","","checkpoint","TRUE","TRUE","H&S","Weekly Site Inspection","H&S - Weekly Site Inspection Checklist 25.10.24","Cutting/Grinding","Full Face Shield"
"24a699fb-725b-5d47-9148-fb40819034b2","","pass","","section","FALSE","FALSE","H&S","Weekly Site Inspection","H&S - Weekly Site Inspection Checklist 25.10.24","Electrical Equipment"
"3c3dace0-02de-5ee3-9b40-3b6c26db9d4e","","pass","","checkpoint","TRUE","TRUE","H&S","Weekly Site Inspection","H&S - Weekly Site Inspection Checklist 25.10.24","Electrical Equipment","Current Tags"
"1a83ab29-a9b5-5aa9-a4ab-2be799e62407","","pass","","checkpoint","TRUE","TRUE","H&S","Weekly Site Inspection","H&S - Weekly Site Inspection Checklist 25.10.24","Electrical Equipment","Leads placed safely"
"62055a97-471c-5b0d-ae1e-b9df78ec64d5","","pass","","checkpoint","TRUE","TRUE","H&S","Weekly Site Inspection","H&S - Weekly Site Inspection Checklist 25.10.24","Electrical Equipment","Equipment in good condition"
"c3e57796-cbf8-52f8-b260-7876e7864130","","pass","","checkpoint","TRUE","TRUE","H&S","Weekly Site Inspection","H&S - Weekly Site Inspection Checklist 25.10.24","Electrical Equipment","Adequate lighting"
"d55536a2-d0f5-50db-9c3e-e8c52e7c104d","","not-applicable","","section","FALSE","FALSE","H&S","Weekly Site Inspection","H&S - Weekly Site Inspection Checklist 25.10.24","Chemicals"
"81afb2d1-60eb-5dd8-ac93-529965cc6975","","not-applicable","","checkpoint","TRUE","TRUE","H&S","Weekly Site Inspection","H&S - Weekly Site Inspection Checklist 25.10.24","Chemicals","Correctly stored"
"4c737dfa-1131-5f64-9c12-62dd5907668a","","not-applicable","","checkpoint","TRUE","TRUE","H&S","Weekly Site Inspection","H&S - Weekly Site Inspection Checklist 25.10.24","Chemicals","MSDS Available"
"84267e8a-f132-5101-b1c4-a38262b98dc1","","not-applicable","","checkpoint","TRUE","TRUE","H&S","Weekly Site Inspection","H&S - Weekly Site Inspection Checklist 25.10.24","Chemicals","Operators using PPE"
"f185fe84-f4c3-54ce-a04f-febc17f7b763","","pass","","section","FALSE","FALSE","H&S","Weekly Site Inspection","H&S - Weekly Site Inspection Checklist 25.10.24","PAT Tools"
"c5049543-042c-5d33-8f45-204bde7e9d7f","","pass","","checkpoint","TRUE","TRUE","H&S","Weekly Site Inspection","H&S - Weekly Site Inspection Checklist 25.10.24","PAT Tools","PAT Tool WOF"
"f50d76ff-24ed-584c-ba7b-3362ce538f5a","","pass","","checkpoint","TRUE","TRUE","H&S","Weekly Site Inspection","H&S - Weekly Site Inspection Checklist 25.10.24","PAT Tools","PAT signage"
"705ec772-162e-588d-b80d-f44a3000a1e6","","pass","","checkpoint","TRUE","TRUE","H&S","Weekly Site Inspection","H&S - Weekly Site Inspection Checklist 25.10.24","PAT Tools","Staff trained"
"2cf3d1c0-486b-5d49-8e9a-183c12503213","","not-applicable","","section","FALSE","FALSE","H&S","Weekly Site Inspection","H&S - Weekly Site Inspection Checklist 25.10.24","EWP"
"539ec225-cc64-5517-8a8f-9a5138096773","","not-applicable","","checkpoint","TRUE","TRUE","H&S","Weekly Site Inspection","H&S - Weekly Site Inspection Checklist 25.10.24","EWP","Current WOF"
"dcdc6322-ffd3-5141-961d-6101949be4c7","","not-applicable","","checkpoint","TRUE","TRUE","H&S","Weekly Site Inspection","H&S - Weekly Site Inspection Checklist 25.10.24","EWP","Log Books being used"
"69d45bac-20c9-57fb-a6d4-fe9a40a65330","","not-applicable","","checkpoint","TRUE","TRUE","H&S","Weekly Site Inspection","H&S - Weekly Site Inspection Checklist 25.10.24","EWP","Staff Competent"
"ac1c6880-8263-56fc-80d1-befe31876d92","","pass","","section","FALSE","FALSE","H&S","Weekly Site Inspection","H&S - Weekly Site Inspection Checklist 25.10.24","Scaffolding"
"873be738-012d-5160-a6f2-47c381916e99","","pass","","checkpoint","TRUE","TRUE","H&S","Weekly Site Inspection","H&S - Weekly Site Inspection Checklist 25.10.24","Scaffolding","Tags"
"2afba111-8a7d-50cf-8c9f-80c1743fc3be","","pass","","checkpoint","TRUE","TRUE","H&S","Weekly Site Inspection","H&S - Weekly Site Inspection Checklist 25.10.24","Scaffolding","Midrails/Handrails"
"92fdec70-8e57-5d07-95ef-d971457b8ab8","","pass","","checkpoint","TRUE","TRUE","H&S","Weekly Site Inspection","H&S - Weekly Site Inspection Checklist 25.10.24","Scaffolding","Toe Boards"
"ce26bbd5-ff9b-58e9-8b5e-18b2b48928d1","","pass","","checkpoint","TRUE","TRUE","H&S","Weekly Site Inspection","H&S - Weekly Site Inspection Checklist 25.10.24","Scaffolding","Ladders"
"11422286-4198-5868-b1d9-bfaba6300beb","","pass","","checkpoint","TRUE","TRUE","H&S","Weekly Site Inspection","H&S - Weekly Site Inspection Checklist 25.10.24","Scaffolding","Platforms Clear"
"41b7ef42-adb6-4ee1-bba3-4c433f01e92e","","work-in-progress","","folder","TRUE","FALSE","Site QA"
"ddbed6c3-1a26-4eec-86a4-9e3b65d286ec","","pass","51c33b4954d76f5d720e9937bdac058ff646347a173fac6b03cf13121ef8eba4","checklist","FALSE","FALSE","Site QA","Pre nail framing Checklist (Sample) "
"5723a349-c286-577d-9948-ff7771ca110b","","pass","51c33b4954d76f5d720e9937bdac058ff646347a173fac6b03cf13121ef8eba4:45e8814a-82cf-423b-a9fd-c3a56e777229","section","FALSE","FALSE","Site QA","Pre nail framing Checklist (Sample) ","Details"
"539e7156-6814-5a02-ba06-1b1fd0f4239f","","pass","","checkpoint","TRUE","TRUE","Site QA","Pre nail framing Checklist (Sample) ","Details","Correct frame and loaction as per Carters framing plan"
"158fe661-115b-5f81-9068-5b0a51ba6338","","pass","","checkpoint","TRUE","TRUE","Site QA","Pre nail framing Checklist (Sample) ","Details","DPC or seperation required"
"4d50b0f1-b93a-5ff4-9052-ea5689e1cc09","","pass","","checkpoint","TRUE","TRUE","Site QA","Pre nail framing Checklist (Sample) ","Details","Walls installed to correct RL"
"c848edb3-a0c7-5a34-9968-db18da2d7813","","pass","","checkpoint","TRUE","TRUE","Site QA","Pre nail framing Checklist (Sample) ","Details","Walls installed plumb"
"30a1f902-e5cd-5330-a4ca-1c5dc69c274c","","pass","","checkpoint","TRUE","TRUE","Site QA","Pre nail framing Checklist (Sample) ","Details","Special studs and noggs installed"
"258d5e0a-6114-5115-9d0d-ab19c48c4500","","pass","","checkpoint","TRUE","TRUE","Site QA","Pre nail framing Checklist (Sample) ","Details","Bottom plate fixings installed as per HFC ( holdowns and screws )"
"d0b49525-afa9-5d40-872b-d090d787e0c4","","pass","","checkpoint","TRUE","TRUE","Site QA","Pre nail framing Checklist (Sample) ","Details","Top plate fixings installed as per HFC ( plates and screws )"
"f2c40250-9416-5da6-b471-f829b4ff5647","","pass","","checkpoint","TRUE","TRUE","Site QA","Pre nail framing Checklist (Sample) ","Details","Frame to frame connetions installed"
"c9dc183f-a767-5b68-9511-df94d25d5955","","pass","","checkpoint","TRUE","TRUE","Site QA","Pre nail framing Checklist (Sample) ","Details","Nailplates and starps installed as per HFC"
"db24c564-31da-5f65-ae51-b9ff2a938f6b","","pass","","checkpoint","TRUE","TRUE","Site QA","Pre nail framing Checklist (Sample) ","Details","Stud packs nailed/screwed together"
"55edd661-513d-5556-a9fc-9bb93159df84","","pass","","checkpoint","TRUE","TRUE","Site QA","Pre nail framing Checklist (Sample) ","Details","Correct bracing ply installed as per HFC ply"
"471e070d-12b0-577f-b701-8eb6f7bfbe18","","pass","","checkpoint","TRUE","TRUE","Site QA","Pre nail framing Checklist (Sample) ","Details","Correct screw/nail centres for ply braced walls as per HFC"
"e3d20825-baa5-5333-8da1-427edf49205e","","pass","","checkpoint","TRUE","TRUE","Site QA","Pre nail framing Checklist (Sample) ","Details","Temporary Bracing complete to accapt CLT floor"
"03d3160e-834f-5e8f-bf47-9f46d64e5213","","pass","","checkpoint","TRUE","TRUE","Site QA","Pre nail framing Checklist (Sample) ","Details","Area clean and ready for inspection/handover"
"0578b7f9-bbcb-467f-be74-1cba6e97a661","","work-in-progress","","folder","TRUE","FALSE","Site QA","Level 0 "
"d68833c4-b836-452d-b74d-2c6c37fec049","","work-in-progress","","folder","TRUE","FALSE","Site QA","Level 0 ","Zone 1 "
"bcfa6d7e-4d4a-4378-a6ab-b3d3da0b1209","","work-in-progress","","folder","TRUE","FALSE","Site QA","Level 0 ","Zone 1 ","Zone 1A"
"6e96cc46-ef7b-4a6f-900a-79ce445cce5b","","work-in-progress","","folder","TRUE","FALSE","Site QA","Level 0 ","Zone 1 ","Zone 1A","MC 2 (016) "
"b711ee00-301e-4529-9256-79455c28045e","","work-in-progress","51c33b4954d76f5d720e9937bdac058ff646347a173fac6b03cf13121ef8eba4","checklist","FALSE","FALSE","Site QA","Level 0 ","Zone 1 ","Zone 1A","MC 2 (016) ","Pre-Nail Framing Checklist"
"ad0ca629-db2b-5986-8866-64044dfeec11","","work-in-progress","51c33b4954d76f5d720e9937bdac058ff646347a173fac6b03cf13121ef8eba4:45e8814a-82cf-423b-a9fd-c3a56e777229","section","FALSE","FALSE","Site QA","Level 0 ","Zone 1 ","Zone 1A","MC 2 (016) ","Pre-Nail Framing Checklist","Details"
"0cece7aa-8df5-59a6-b0bf-d3c1cdbb7a38","","pass","","checkpoint","TRUE","TRUE","Site QA","Level 0 ","Zone 1 ","Zone 1A","MC 2 (016) ","Pre-Nail Framing Checklist","Details","Correct frame and loaction as per Carters framing plan"
"592255e3-513e-5b13-8a8b-ae9c18436758","","pass","","checkpoint","TRUE","TRUE","Site QA","Level 0 ","Zone 1 ","Zone 1A","MC 2 (016) ","Pre-Nail Framing Checklist","Details","DPC or seperation required"
"efc2f0c3-d8d7-5649-b5f2-7aae0ddea2de","","work-in-progress","","checkpoint","TRUE","TRUE","Site QA","Level 0 ","Zone 1 ","Zone 1A","MC 2 (016) ","Pre-Nail Framing Checklist","Details","Walls installed to correct RL"
"16f7d228-c1c0-5618-a5be-3e1e3785f13a","","not-started","","checkpoint","TRUE","TRUE","Site QA","Level 0 ","Zone 1 ","Zone 1A","MC 2 (016) ","Pre-Nail Framing Checklist","Details","Walls installed plumb"
"0466f79f-031e-55aa-a388-50dd4863da7c","","work-in-progress","","checkpoint","TRUE","TRUE","Site QA","Level 0 ","Zone 1 ","Zone 1A","MC 2 (016) ","Pre-Nail Framing Checklist","Details","Special studs and noggs installed"
"e0764b61-d2bb-5b8e-9608-5ba37c9aabba","","work-in-progress","","checkpoint","TRUE","TRUE","Site QA","Level 0 ","Zone 1 ","Zone 1A","MC 2 (016) ","Pre-Nail Framing Checklist","Details","Bottom plate fixings installed as per HFC ( holdowns and screws )"
"e34479dd-4351-501c-85fe-9e3045a9d862","","work-in-progress","","checkpoint","TRUE","TRUE","Site QA","Level 0 ","Zone 1 ","Zone 1A","MC 2 (016) ","Pre-Nail Framing Checklist","Details","Top plate fixings installed as per HFC ( plates and screws )"
"d1dd1f8b-bef9-5768-b367-e5352b9846ed","","not-started","","checkpoint","TRUE","TRUE","Site QA","Level 0 ","Zone 1 ","Zone 1A","MC 2 (016) ","Pre-Nail Framing Checklist","Details","Frame to frame connetions installed"
"3f5c53b3-514a-578c-87ab-9c29ea96f0f1","","work-in-progress","","checkpoint","TRUE","TRUE","Site QA","Level 0 ","Zone 1 ","Zone 1A","MC 2 (016) ","Pre-Nail Framing Checklist","Details","Nailplates and starps installed as per HFC"
"a032dcc7-b5d8-5b47-94fd-35072df6b06b","","work-in-progress","","checkpoint","TRUE","TRUE","Site QA","Level 0 ","Zone 1 ","Zone 1A","MC 2 (016) ","Pre-Nail Framing Checklist","Details","Stud packs nailed/screwed together"
"315e2bac-aaac-5a49-9452-ba913ac536c4","","work-in-progress","","checkpoint","TRUE","TRUE","Site QA","Level 0 ","Zone 1 ","Zone 1A","MC 2 (016) ","Pre-Nail Framing Checklist","Details","Correct bracing ply installed as per HFC ply"
"8000127a-79ab-522f-b04f-d0ee565bc598","","not-started","","checkpoint","TRUE","TRUE","Site QA","Level 0 ","Zone 1 ","Zone 1A","MC 2 (016) ","Pre-Nail Framing Checklist","Details","Correct screw/nail centres for ply braced walls as per HFC"
"210aa795-bb34-5f11-bb67-a8de476ddc65","","work-in-progress","","checkpoint","TRUE","TRUE","Site QA","Level 0 ","Zone 1 ","Zone 1A","MC 2 (016) ","Pre-Nail Framing Checklist","Details","Temporary Bracing complete to accapt CLT floor"
"330cd853-41d1-51eb-8e85-7ae0759cb9e2","","not-started","","checkpoint","TRUE","TRUE","Site QA","Level 0 ","Zone 1 ","Zone 1A","MC 2 (016) ","Pre-Nail Framing Checklist","Details","Area clean and ready for inspection/handover"
"5b11d9ff-d0bf-4fe1-9924-0bed67aa1a93","","not-started","QA - Doors Checklist","checklist","FALSE","FALSE","Site QA","Level 0 ","Zone 1 ","Zone 1A","MC 2 (016) ","Doors Checklist"
"ba359c3e-5336-50d0-9409-0fabafe8024c","","not-started","QA - Doors Checklist:45e8814a-82cf-423b-a9fd-c3a56e777229","section","FALSE","FALSE","Site QA","Level 0 ","Zone 1 ","Zone 1A","MC 2 (016) ","Doors Checklist","Details"
"bc54c442-4aaf-579c-affc-7fc44b39a1e7","","not-started","QA - Doors Checklist:45e8814a-82cf-423b-a9fd-c3a56e777229:ef9d2ef7-e51f-41af-aedc-d9402ee7b284","checkpoint","TRUE","TRUE","Site QA","Level 0 ","Zone 1 ","Zone 1A","MC 2 (016) ","Doors Checklist","Details","Correct door to location"
"e5c7b86b-a9b5-500b-9996-3147e571dcf6","","not-started","QA - Doors Checklist:45e8814a-82cf-423b-a9fd-c3a56e777229:8ed5abde-8ae9-4d92-b3a7-a61d368e6fc0","checkpoint","TRUE","TRUE","Site QA","Level 0 ","Zone 1 ","Zone 1A","MC 2 (016) ","Doors Checklist","Details","Door fixed to location with correct undercut"
"a547a508-e045-5ff2-bd89-7ee98d0c1fdd","","not-started","QA - Doors Checklist:45e8814a-82cf-423b-a9fd-c3a56e777229:b649dea5-28ae-455b-b1d1-3d0bd634745e","checkpoint","TRUE","TRUE","Site QA","Level 0 ","Zone 1 ","Zone 1A","MC 2 (016) ","Doors Checklist","Details","Hinge Side Plumb and fixed at correct intervals"
"ba2b3a93-4d19-5507-8f66-5212b4903677","","not-started","QA - Doors Checklist:45e8814a-82cf-423b-a9fd-c3a56e777229:9dbbbcfb-4d73-4ace-861d-8f10635a7aac","checkpoint","TRUE","TRUE","Site QA","Level 0 ","Zone 1 ","Zone 1A","MC 2 (016) ","Doors Checklist","Details","All margins neat with no Whind in door frame"
