"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"1b567945-cc4d-4c95-9e02-0c0f77016470","","checklist-flat","not-started","SYS - PT - Job Details","checklist-flat","FALSE","FALSE","Job Details"
"899f270a-ab42-55a3-8bfc-65a3fd27c24b","","checkpoint-status","not-started","","","TRUE","TRUE","Job Details","Project details entered below"
"2bc6cf37-d992-4c11-b722-a9ca50618c8a","","folder-normal","work-in-progress","","step","TRUE","FALSE","Precast Manufacture"
"c3bd9002-5cfb-4196-9e04-d053884f1d64","","checklist-sectioned","not-started","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE","Precast Manufacture","Weld plate detail"
"55ca1397-76ca-51cb-bd00-90dbf1e5616a","","checkpoint-group","not-started","","","TRUE","TRUE","Precast Manufacture","Weld plate detail","Pre-Pour Check"
"2d091dfe-de12-507e-9931-dfe1c9f333f6","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Weld plate detail","Pre-Pour Check","Dimensions"
"52f58593-19cd-5f0b-b5f5-a8c6c8ce5add","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Weld plate detail","Pre-Pour Check","Mould Clean"
"c4aa49fa-a4b7-51e1-a5c0-82ee2d6f435f","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Weld plate detail","Pre-Pour Check","Mould Oiled"
"80ea9a10-1ba9-5eea-ae84-26cf73993118","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Weld plate detail","Pre-Pour Check","Mould - Workmanship"
"2647aa46-b501-5a5e-aefa-1637339f7711","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Weld plate detail","Pre-Pour Check","Reinforcing"
"5df8921c-6481-5630-b4bb-020619a83912","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Weld plate detail","Pre-Pour Check","Cast In Items"
"9762f098-edc2-5e3e-9ba7-97fa19c3ea3f","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Weld plate detail","Pre-Pour Check","Marker Position and No."
"a20d9f80-559d-5fe1-abab-b7196219f4ed","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Weld plate detail","Pre-Pour Check","Make mould to Green Status"
"3fbb45d0-d797-5387-8e64-ecddbad6ca6a","","checkpoint-group","not-started","","","TRUE","TRUE","Precast Manufacture","Weld plate detail","Concrete Works"
"71df578b-acff-5fa7-99ea-a0366a9bebaa","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Weld plate detail","Concrete Works","Concrete Works Details"
"611e2ee8-eada-5c91-8639-cd76ec891cad","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Weld plate detail","Concrete Works","Wilco Sample Taken"
"63cc683a-8ca5-5b86-8c3a-dce72742166c","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Weld plate detail","Concrete Works","Bridgeman Sample Taken"
"54e0763a-14c6-5d56-a07a-9759264a73da","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Weld plate detail","Concrete Works","Supervisor Approval"
"4bcef869-49d0-5d5e-a7c3-17f750cc4faa","","checkpoint-group","not-started","","","TRUE","TRUE","Precast Manufacture","Weld plate detail","Post Pour Check"
"c8d04e77-f593-59d9-b05c-402945e1dc4a","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Weld plate detail","Post Pour Check","Edge Detail"
"b6a197e3-8b1e-543b-b5fe-1b6c5c752a5d","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Weld plate detail","Post Pour Check","Bar Projections"
"0428ff38-4f77-58bd-b19e-c3ba9a506825","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Weld plate detail","Post Pour Check","Cast in items"
"fbe05c86-0eac-5c95-869e-944b4b6f3f24","","checkpoint-group","not-started","","","TRUE","TRUE","Precast Manufacture","Weld plate detail","Stripping and Stacking"
"5071f3f5-fb27-5e62-9be4-07ac3860af85","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Weld plate detail","Stripping and Stacking","Stripping & Stacking"
"d90c67c8-38c9-4f0f-9d71-b2540d61d716","","folder-normal","work-in-progress","","step","TRUE","FALSE","Precast Manufacture","Panels 1 - 30 "
"40a2c4d5-dd4c-4026-a990-56478b55e297","","checklist-sectioned","pass","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE","Precast Manufacture","Panels 1 - 30 ","Panel -1"
"4f1b1026-c479-5957-8ecd-78316d815723","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30 ","Panel -1","Pre-Pour Check"
"855ebb32-59b2-52f3-b5c8-0937ee619097","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30 ","Panel -2","Pre-Pour Check","Mould - Workmanship"
"b8bc0470-20b1-5da1-af75-5f93dff4bb4a","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30 ","Panel -2","Pre-Pour Check","Reinforcing"
"215b8e45-4a8d-594d-93b8-26637c51b34b","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30 ","Panel -2","Pre-Pour Check","Cast In Items"
"912a15c5-b4bc-5acb-a1b8-0a896db9e75f","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30 ","Panel -2","Pre-Pour Check","Marker Position and No."
"3b2222d4-eb50-52e0-b96e-7b6a2d68b794","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30 ","Panel -2","Pre-Pour Check","Make mould to Green Status"
"641fc5aa-b069-5937-8662-4abd875a0245","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30 ","Panel -2","Concrete Works"
"983a5ea7-2947-5b35-a72a-9e0e72dc262c","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30 ","Panel -2","Concrete Works","Concrete Works Details"
"47dc9bd3-b6e9-514f-85bf-1a44e563c530","","checkpoint-status","not-applicable","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30 ","Panel -2","Concrete Works","Wilco Sample Taken"
"d67adaf9-baef-5eda-bc47-be8947f1f45b","","checkpoint-status","not-applicable","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30 ","Panel -2","Concrete Works","Bridgeman Sample Taken"
"76c4faca-d342-5d5e-9f4d-deb46cf795ee","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30 ","Panel -2","Concrete Works","Supervisor Approval"
"36c00b4b-8049-542f-8018-d65e5a940379","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30 ","Panel -2","Post Pour Check"
"8b87a3e0-cadd-5f03-9bd3-13a248d4a5fa","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30 ","Panel -2","Post Pour Check","Edge Detail"
"ff5ce3ed-6039-5e75-bac4-e4db424bed74","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30 ","Panel -2","Post Pour Check","Bar Projections"
"b239ebed-cadd-5238-9ffe-dce8eb35888c","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30 ","Panel -2","Post Pour Check","Cast in items"
"13e4e680-6cdc-59a7-be3d-2399fbb8f3ad","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30 ","Panel -2","Stripping and Stacking"
"ec631a4d-0675-5515-bdb2-0dd28ade7e44","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30 ","Panel -2","Stripping and Stacking","Stripping & Stacking"
"9b1936d1-ee11-4a22-a53e-6d7ca5c3d1eb","","checklist-sectioned","pass","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE","Precast Manufacture","Panels 1 - 30 ","Panel -3"
"fb03010a-a855-5b72-9c64-46f787dfed03","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30 ","Panel -3","Pre-Pour Check"
"a6a734be-6d5b-5c1d-81b4-3c82be1708a7","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30 ","Panel -3","Pre-Pour Check","Dimensions"
"b8042ca8-4e06-5331-bfcd-9ac76e8e005c","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30 ","Panel -3","Pre-Pour Check","Mould Clean"
"d8944e34-68c0-53ce-a270-76d8b6456d2d","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30 ","Panel -3","Pre-Pour Check","Mould Oiled"
"80e4eb9b-950f-55c9-9c8d-ea4d296d3a9d","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30 ","Panel -3","Pre-Pour Check","Mould - Workmanship"
"10601368-3d81-5e12-9230-0a0c1b7ca1c7","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30 ","Panel -3","Pre-Pour Check","Reinforcing"
"94d6425e-6fb8-510b-97bd-34655c98a969","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30 ","Panel -3","Pre-Pour Check","Cast In Items"
"c93b2ee4-a803-5135-bef4-a3aa8a56caf0","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30 ","Panel -3","Pre-Pour Check","Marker Position and No."
"9f7a3fd8-a538-5bf3-814a-0fa3d0d78b51","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30 ","Panel -3","Pre-Pour Check","Make mould to Green Status"
"791fbab9-61f6-5865-845a-0a8bdd000dc9","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30 ","Panel -3","Concrete Works"
"4494e8c2-234d-5a2c-bc19-486d6ce83ede","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30 ","Panel -3","Concrete Works","Concrete Works Details"
"81d0ccad-28fa-5cb7-b9b6-4c7b18135cf6","","checkpoint-status","not-applicable","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30 ","Panel -3","Concrete Works","Wilco Sample Taken"
"002fc4ae-d452-53dd-8ff1-e10164731774","","checkpoint-status","not-applicable","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30 ","Panel -3","Concrete Works","Bridgeman Sample Taken"
"2d261f45-e096-5cd7-b7ed-3455d8bdc551","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30 ","Panel -3","Concrete Works","Supervisor Approval"
"13ea66cf-06d6-5d72-83c9-b6c11d9fa647","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30 ","Panel -3","Post Pour Check"
"1a66ccab-17fc-5e28-b72f-0f7ac9d26210","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30 ","Panel -3","Post Pour Check","Edge Detail"
"46d4e228-b24a-571a-b8c3-2c9263b516e8","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30 ","Panel -3","Post Pour Check","Bar Projections"
"0fa6f5c0-d5a5-5822-a674-97011693274b","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30 ","Panel -3","Post Pour Check","Cast in items"
"97f2d6f8-1669-5cc0-976a-acd9427404e4","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30 ","Panel -3","Stripping and Stacking"
"7026bb3c-5ca6-5500-82b8-eac37cbd404c","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30 ","Panel -3","Stripping and Stacking","Stripping & Stacking"
"5145a8ed-bb69-419c-9834-f23c3c242eb3","","checklist-sectioned","work-in-progress","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE","Precast Manufacture","Panels 1 - 30 ","Panel -4"
"feace261-92ba-5165-90ef-2f1d458d3c0d","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30 ","Panel -4","Pre-Pour Check"
"7206983c-23f5-527f-8d7a-0a72a0590604","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30 ","Panel -4","Pre-Pour Check","Dimensions"
"58586fc4-4016-501d-860a-324795aeaf58","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30 ","Panel -4","Pre-Pour Check","Mould Clean"
"b5be5064-8a45-5e52-907f-491f3b87d533","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30 ","Panel -4","Pre-Pour Check","Mould Oiled"
"1cdc4ab0-f69f-5d40-a2bf-8ca0a220a06b","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30 ","Panel -4","Pre-Pour Check","Mould - Workmanship"
"a9f0f68e-1737-5921-9a4d-03410e374e72","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30 ","Panel -4","Pre-Pour Check","Reinforcing"
"30a83b1d-04f5-5e44-9e6c-baf38c5f3130","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30 ","Panel -4","Pre-Pour Check","Cast In Items"
"6f90106f-d59a-532f-88e0-682643eccb75","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30 ","Panel -4","Pre-Pour Check","Marker Position and No."
"00a3d6ea-a5ba-509d-b8f8-7b8c9e88ab0b","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30 ","Panel -4","Pre-Pour Check","Make mould to Green Status"
"5a89318a-2ae0-5fc8-90a8-0d1f2aeebe9e","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30 ","Panel -4","Concrete Works"
"08f1dff6-b9a8-5c1f-86a1-26d51c32a80d","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30 ","Panel -4","Concrete Works","Concrete Works Details"
"7733899c-3ff2-5707-960d-2db3d7c19771","","checkpoint-status","not-applicable","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30 ","Panel -4","Concrete Works","Wilco Sample Taken"
"0c631b30-eb47-5f6c-b0d8-0e3c6114b722","","checkpoint-status","not-applicable","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30 ","Panel -4","Concrete Works","Bridgeman Sample Taken"
"cd431c6f-a60a-5498-90c0-6761d3a67ef1","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30 ","Panel -4","Concrete Works","Supervisor Approval"
"dd1e2fda-c801-5dce-9ad5-c419e8e8ecee","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30 ","Panel -4","Post Pour Check"
"0abe22e1-fd68-5cf9-a57a-8acfd0fbe40f","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30 ","Panel -4","Post Pour Check","Edge Detail"
"595572af-420a-544c-bc59-92b39cc474e3","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30 ","Panel -4","Post Pour Check","Bar Projections"
"92343c6f-866b-59aa-b044-bf51809e28e8","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30 ","Panel -4","Post Pour Check","Cast in items"
"6c1b556c-d16a-5caf-9bc3-a3a2c2d65d57","","checkpoint-group","work-in-progress","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30 ","Panel -4","Stripping and Stacking"
"54ad0e3d-f278-51ac-bb37-84cdcfd7c94d","","checkpoint-status","work-in-progress","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30 ","Panel -4","Stripping and Stacking","Stripping & Stacking"
"487ff2d7-dea4-4a65-b720-024fde65048e","","checklist-sectioned","pass","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE","Precast Manufacture","Panels 1 - 30 ","Panel -5"
"0cc5614d-7f78-5ea4-bd44-c437179681a2","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30 ","Panel -5","Pre-Pour Check"
"a7e4e894-084a-5e72-87da-e9e078c699a8","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30 ","Panel -5","Pre-Pour Check","Dimensions"
"1dd10959-ab50-568c-9ad5-6bb9acb8128e","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30 ","Panel -5","Pre-Pour Check","Mould Clean"
"483f4d78-ba88-5ea0-b667-2b4109712ed3","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30 ","Panel -5","Pre-Pour Check","Mould Oiled"
"5d6b5548-a805-52e1-a80f-62f8628117e3","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30 ","Panel -5","Pre-Pour Check","Mould - Workmanship"
"3d16cecd-17d9-5915-98a1-e9738f708023","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30 ","Panel -5","Pre-Pour Check","Reinforcing"
"517aa76f-e1b8-56ac-967d-cc1b5affebf4","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30 ","Panel -5","Pre-Pour Check","Cast In Items"
"1a8373d3-b7dc-5f38-9b48-acd86826bde7","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30 ","Panel -5","Pre-Pour Check","Marker Position and No."
"02da8311-71a2-5a25-988e-b0896d03cdc4","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30 ","Panel -5","Pre-Pour Check","Make mould to Green Status"
"460a42ff-b71d-5e3c-9e2d-db106cdd0e8d","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30 ","Panel -5","Concrete Works"
