"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"b6824ccc-8308-4895-9688-a83c1013af3c","","work-in-progress","","folder","TRUE","FALSE","Site QA Beams"
"c8b36eb1-ba63-478f-81af-9bc4620deee7","","not-started","Preliminary Activities and Materials Approval","checklist","FALSE","FALSE","Site QA Beams","Prelim Activities"
"81fd4405-8281-54b5-8159-a156a3b70395","","not-started","","section","FALSE","FALSE","Site QA Beams","Prelim Activities","Preliminary Activities (Approved by Client)"
"6cb45388-89ed-5f24-9623-c4d37d30f9b6","","not-started","","checkpoint","TRUE","TRUE","Site QA Beams","Prelim Activities","Preliminary Activities (Approved by Client)","Compliance to AS/NZ ISO 9001:2015"
"3b8d2cd1-d43f-5151-9e72-e12356492009","","not-started","","checkpoint","TRUE","TRUE","Site QA Beams","Prelim Activities","Preliminary Activities (Approved by Client)","HSE Management Plan"
"75b8d870-eeb1-5234-9ded-138e68e91635","","not-started","","checkpoint","TRUE","TRUE","Site QA Beams","Prelim Activities","Preliminary Activities (Approved by Client)","Permacast Project Quality Management Plan"
"0c0232d1-7d7b-5c23-931b-9a368e915dc0","","not-started","","checkpoint","TRUE","TRUE","Site QA Beams","Prelim Activities","Preliminary Activities (Approved by Client)","Inspection & Test Plan"
"6bcd876b-d403-50c4-920c-f4911670e94b","","not-started","","checkpoint","TRUE","TRUE","Site QA Beams","Prelim Activities","Preliminary Activities (Approved by Client)","MDR Index"
"4a254971-b5f0-590e-b145-6d6ba89f06b1","","not-started","","checkpoint","TRUE","TRUE","Site QA Beams","Prelim Activities","Preliminary Activities (Approved by Client)","Work Method Statement (WMS) - Prestress"
"d5cfc781-7876-5cf2-889e-93addf4fef54","","not-started","","checkpoint","TRUE","TRUE","Site QA Beams","Prelim Activities","Preliminary Activities (Approved by Client)","Work Method Statement (WMS) - Curing"
"73821b40-cf4a-5104-b9fb-765e13a7b19c","","not-started","","checkpoint","TRUE","TRUE","Site QA Beams","Prelim Activities","Preliminary Activities (Approved by Client)","Concrete Repair Methodology"
"32e2b9a3-0277-5bff-895c-f9be5f7727af","","not-started","","checkpoint","TRUE","TRUE","Site QA Beams","Prelim Activities","Preliminary Activities (Approved by Client)","Shop Drawings"
"f3b5751f-bdb0-554b-a6e1-a5cb6c86184d","","not-started","","checkpoint","TRUE","TRUE","Site QA Beams","Prelim Activities","Preliminary Activities (Approved by Client)","All Technical Query Forms (TQs) Reviewed and Approved for Works"
"3f5fb81a-f94a-5e99-9dbb-b56c6c89ecf4","","not-started","","section","FALSE","FALSE","Site QA Beams","Prelim Activities","Concrete"
"23c3d8a6-8d29-5c78-af42-27112ee9937d","","not-started","","checkpoint","TRUE","TRUE","Site QA Beams","Prelim Activities","Concrete","S50 Concrete Mix Design Approved by Client"
"bc1c0631-b861-5d1a-93de-2bbdd10da73d","","not-started","","checkpoint","TRUE","TRUE","Site QA Beams","Prelim Activities","Concrete","S50 Concrete Mix Design Approved by Client"
"e3a74ba5-6010-549c-acad-86e914dcd8aa","","not-started","","section","FALSE","FALSE","Site QA Beams","Prelim Activities","Steel Reinforcement"
"958afb9d-e72b-5f00-8236-4ff3b73fdacc","","not-started","","checkpoint","TRUE","TRUE","Site QA Beams","Prelim Activities","Steel Reinforcement","Inspection of Delivery to Confirm Compliance with Order and Drawings"
"a1e1b54c-595f-5534-90c8-254c7a2f2559","","not-started","","checkpoint","TRUE","TRUE","Site QA Beams","Prelim Activities","Steel Reinforcement","Cut Bar Length Tolerance +0mm -10mm, Bends in Plane, Correct Cog Lengths etc."
"62401804-a888-5aa3-8cbe-c58307fed7c5","","not-started","","section","FALSE","FALSE","Site QA Beams","Prelim Activities","Prestressing Tendons"
"a9272c12-f80e-5a1e-89a5-b94cfeeb6026","","not-started","","checkpoint","TRUE","TRUE","Site QA Beams","Prelim Activities","Prestressing Tendons","Inspection of Delivery to Confirm Compliance with Order and Drawings"
"9eccaef6-55a2-5f11-bf03-c87e2dd7b6ee","","not-started","","checkpoint","TRUE","TRUE","Site QA Beams","Prelim Activities","Prestressing Tendons","Ensure that all Coil Numbers are recorded"
"cd35d13e-7fab-5751-bc4f-771d729155c6","","not-started","","checkpoint","TRUE","TRUE","Site QA Beams","Prelim Activities","Prestressing Tendons","Stressing Calculations Submitted and Approved by Client for Works"
"7b5ce267-9302-5fb5-a082-d4416b6274f7","","not-started","","checkpoint","TRUE","TRUE","Site QA Beams","Prelim Activities","Prestressing Tendons","Stressing Jack Calibration Certificates"
"42f01dca-7297-5a16-bddd-566c6f1f3930","","not-started","","section","FALSE","FALSE","Site QA Beams","Prelim Activities","Lifting Anchors"
"4470a38c-7b4e-53b5-8066-e7ee84065f13","","not-started","","checkpoint","TRUE","TRUE","Site QA Beams","Prelim Activities","Lifting Anchors","Lifting Design Approved by Client"
"4633ce5b-fdef-5b92-98e4-92a70abaeb6a","","not-started","","checkpoint","TRUE","TRUE","Site QA Beams","Prelim Activities","Lifting Anchors","Lifting Devices Approved by Client"
"0018eaa6-b1c4-55ba-abc5-483af475ced6","","not-started","","checkpoint","TRUE","TRUE","Site QA Beams","Prelim Activities","Lifting Anchors","Inspection of Delivery for Completeness and Quality"
"ff03b59b-8c8d-55e0-a9a5-d56fbab7471e","","not-started","","section","FALSE","FALSE","Site QA Beams","Prelim Activities","Cast-in Items and Ferrules"
"d46e249a-4973-527f-b523-7ef4d3bcbd01","","not-started","","checkpoint","TRUE","TRUE","Site QA Beams","Prelim Activities","Cast-in Items and Ferrules","All Cast in Materials Approved"
"6c9a801a-8653-593d-b72e-8dcf44683b00","","not-started","","checkpoint","TRUE","TRUE","Site QA Beams","Prelim Activities","Cast-in Items and Ferrules","Inspection of Delivery for Completeness and Quality"
"48b5493b-cd8e-445d-8198-fea31a94d686","","work-in-progress","","folder","TRUE","FALSE","Site QA Beams","23-J108 - BMD - Belmont Ave Pedestrian Bridge TeeRoff"
"e8da1182-f13a-4580-a0db-6ecadb6f6d3a","","work-in-progress","Precast Beams","checklist","FALSE","FALSE","Site QA Beams","23-J108 - BMD - Belmont Ave Pedestrian Bridge TeeRoff","Test"
"21ef7cc0-f4fd-5f34-9b99-fd58ba86a3ce","","work-in-progress","","section","FALSE","FALSE","Site QA Beams","23-J108 - BMD - Belmont Ave Pedestrian Bridge TeeRoff","Test","Pre-Pour Checklist"
"9bc7a641-0772-5622-996a-1b31f6ff12a5","","not-started","","checkpoint","TRUE","TRUE","Site QA Beams","23-J108 - BMD - Belmont Ave Pedestrian Bridge TeeRoff","Test","Stripping Checklist","Date Stripped"
"45a1eee0-ac1b-5f15-a147-a6cccf1bba9a","","not-started","","checkpoint","TRUE","TRUE","Site QA Beams","23-J108 - BMD - Belmont Ave Pedestrian Bridge TeeRoff","Test","Stripping Checklist","Concrete Cylinders Crushed and Submitted to Client"
"4080300d-337d-5ade-a575-6923bc1048f3","","not-started","","signoff","TRUE","TRUE","Site QA Beams","23-J108 - BMD - Belmont Ave Pedestrian Bridge TeeRoff","Test","Stripping Checklist","(HOLD POINT FOR CLIENT TO SIGN OFF)"
"c3b9a226-ea04-59a5-b908-57b3585a0f44","","not-started","","checkpoint","TRUE","TRUE","Site QA Beams","23-J108 - BMD - Belmont Ave Pedestrian Bridge TeeRoff","Test","Stripping Checklist","Lifting Strength Achieved"
"039f7084-7f88-5f42-85ce-852259afd276","","not-started","","checkpoint","TRUE","TRUE","Site QA Beams","23-J108 - BMD - Belmont Ave Pedestrian Bridge TeeRoff","Test","Stripping Checklist","Product Clearly Labelled"
"5afb15bb-f767-517d-890e-1278c037b1a7","","not-started","","checkpoint","TRUE","TRUE","Site QA Beams","23-J108 - BMD - Belmont Ave Pedestrian Bridge TeeRoff","Test","Stripping Checklist","Product Dimensions Achieved and are within Specified Tolerance"
"34d59bb6-2434-5d9d-a6b9-0677de6b77d8","","not-started","","checkpoint","TRUE","TRUE","Site QA Beams","23-J108 - BMD - Belmont Ave Pedestrian Bridge TeeRoff","Test","Stripping Checklist","Specified Finish Achieved"
"e0dda822-7d8c-562a-9913-da1c92fed17b","","not-started","","checkpoint","TRUE","TRUE","Site QA Beams","23-J108 - BMD - Belmont Ave Pedestrian Bridge TeeRoff","Test","Stripping Checklist","Cast-in Items are all in Place and within Specified Tolerance"
"117a0ef2-65c4-5642-adf9-58a81ceef0b6","","not-started","","checkpoint","TRUE","TRUE","Site QA Beams","23-J108 - BMD - Belmont Ave Pedestrian Bridge TeeRoff","Test","Stripping Checklist","Lifted and Handled as per Drawings"
"76146b43-54b8-5b9f-8c2e-505df3e7e405","","not-started","","checkpoint","TRUE","TRUE","Site QA Beams","23-J108 - BMD - Belmont Ave Pedestrian Bridge TeeRoff","Test","Stripping Checklist","Storage/Stacking as per Approved Plan"
"317e07ef-4aae-5e6a-9e58-89e3cbb3ab82","","not-started","","checkpoint","TRUE","TRUE","Site QA Beams","23-J108 - BMD - Belmont Ave Pedestrian Bridge TeeRoff","Test","Stripping Checklist","Curing as per Approved Methodology"
"e3b64d9b-224e-56b1-8cab-dfd9167ca7cd","","not-started","","checkpoint","TRUE","TRUE","Site QA Beams","23-J108 - BMD - Belmont Ave Pedestrian Bridge TeeRoff","Test","Stripping Checklist","Post-Pour Works Completed (As Required)"
"314b52aa-6fec-5e82-9a2e-99c85302f0e2","","not-started","","checkpoint","TRUE","TRUE","Site QA Beams","23-J108 - BMD - Belmont Ave Pedestrian Bridge TeeRoff","Test","Stripping Checklist","Survey Hog of Beams (Dumpy)"
"933cce3f-5312-5662-8a0e-e324a3564413","","not-started","","checkpoint","TRUE","TRUE","Site QA Beams","23-J108 - BMD - Belmont Ave Pedestrian Bridge TeeRoff","Test","Stripping Checklist","Temperature Logging Completed and Conforming. Attach Results"
"68347478-ba41-5cd2-9634-572fcc4496e1","","not-started","","section","FALSE","FALSE","Site QA Beams","23-J108 - BMD - Belmont Ave Pedestrian Bridge TeeRoff","Test","Any Defect Identified"
"a373fff8-ba99-5917-8400-176146104543","","not-started","","checkpoint","TRUE","TRUE","Site QA Beams","23-J108 - BMD - Belmont Ave Pedestrian Bridge TeeRoff","Test","Any Defect Identified","Punchlisting Completed"
"0907141b-76f8-5fc5-a469-a5b72ec86e9f","","not-started","","checkpoint","TRUE","TRUE","Site QA Beams","23-J108 - BMD - Belmont Ave Pedestrian Bridge TeeRoff","Test","Any Defect Identified","Repairs Required (if applicable)"
"86773931-183e-50f9-a640-597577d1577b","","not-started","","checkpoint","TRUE","TRUE","Site QA Beams","23-J108 - BMD - Belmont Ave Pedestrian Bridge TeeRoff","Test","Any Defect Identified","Repairs Completed as per approved WMS (if applicable)"
"69ce5529-1e00-584c-88a0-5bc09a9981e5","","not-started","","checkpoint","TRUE","TRUE","Site QA Beams","23-J108 - BMD - Belmont Ave Pedestrian Bridge TeeRoff","Test","Any Defect Identified","Any NCR Required (if applicable)"
"7964500d-722c-5a37-b3a1-ee678a8f46ea","","not-started","","checkpoint","TRUE","TRUE","Site QA Beams","23-J108 - BMD - Belmont Ave Pedestrian Bridge TeeRoff","Test","Any Defect Identified","NCR Approved by Client and Repairs Completed (if applicable)"
"d2b37b02-f1ac-5a84-9cdf-8de67e0ecb9b","","not-started","","section","FALSE","FALSE","Site QA Beams","23-J108 - BMD - Belmont Ave Pedestrian Bridge TeeRoff","Test","As-Built Drawings"
"b1aff565-7bf8-56ab-8f91-2471979eaf43","","not-started","","checkpoint","TRUE","TRUE","Site QA Beams","23-J108 - BMD - Belmont Ave Pedestrian Bridge TeeRoff","Test","As-Built Drawings","As-Built Drawings Completed, Stamped and Attached"
"ac8aa13f-4376-5656-b977-de0cda65304c","","not-started","","section","FALSE","FALSE","Site QA Beams","23-J108 - BMD - Belmont Ave Pedestrian Bridge TeeRoff","Test","Concrete Strength Test Report"
"03cae28b-96ce-52ff-a2f5-04e3694a28da","","not-started","","checkpoint","TRUE","TRUE","Site QA Beams","23-J108 - BMD - Belmont Ave Pedestrian Bridge TeeRoff","Test","Concrete Strength Test Report","Concrete Strength Test Report Received"
"728bfeb9-e32a-5df8-9e80-4e09c74ca5fb","","not-started","","section","FALSE","FALSE","Site QA Beams","23-J108 - BMD - Belmont Ave Pedestrian Bridge TeeRoff","Test","Transportation Requirements"
"3e5b5bea-265d-523d-8a96-76f23ff805e9","","not-started","","checkpoint","TRUE","TRUE","Site QA Beams","23-J108 - BMD - Belmont Ave Pedestrian Bridge TeeRoff","Test","Transportation Requirements","Certificate of Conformance"
"9208a6c9-9314-52e7-8392-e5371d91370a","","not-started","","checkpoint","TRUE","TRUE","Site QA Beams","23-J108 - BMD - Belmont Ave Pedestrian Bridge TeeRoff","Test","Transportation Requirements","Inspection Release Certificate"
"674c5bb9-4c10-5aba-bcbe-cfc88c0d2270","","not-started","","checkpoint","TRUE","TRUE","Site QA Beams","23-J108 - BMD - Belmont Ave Pedestrian Bridge TeeRoff","Test","Transportation Requirements","Delivery Notes"
"7978a760-6f2e-5b82-a17b-f3301280e910","","not-started","","checkpoint","TRUE","TRUE","Site QA Beams","23-J108 - BMD - Belmont Ave Pedestrian Bridge TeeRoff","Test","Transportation Requirements","Delivery Dockets"
"5e2ebcc3-2767-58e4-8820-1147d34e5a29","","not-started","","section","FALSE","FALSE","Site QA Beams","23-J108 - BMD - Belmont Ave Pedestrian Bridge TeeRoff","Test","Final Acceptance (Conforming to all Requirements and is Ready for Transport)"
"46cc526a-ff11-5395-a9dc-cfbbe5b46410","","not-started","","checkpoint","TRUE","TRUE","Site QA Beams","23-J108 - BMD - Belmont Ave Pedestrian Bridge TeeRoff","Test","Final Acceptance (Conforming to all Requirements and is Ready for Transport)","Completed by"
