type,name,values,prefix,postfix,usage count,user addable,template name,,,,,,,,,,,,,,,,
label,vi. Covermeter check record,,,,,,,,,,,,,,,,,,,,,,
label,vii. Record of dimensional measurements to demonstrate compliance with dimensional tolerances of precast shown on table 610.463 (November 2018) / 610.473 (March/June 2019).,,,,,,,,,,,,,,,,,,,,,,
label,Note: Different revisions of 610 have different clause numbers,,,,,,,,,,,,,,,,,,,,,,
label,Collate: Precast Quality Assurance Documentation so it can be uploaded into Teambinder (don't attach it here),,,,,,,,,,,,,,,,,,,,,,
label,Method - Document Review,,,,,,,,,,,,,,,,,,,,,,
label,Frequency - Each element,,,,,,,,,,,,,,,,,,,,,,
label,Category - IP,,,,,,,,,,,,,,,,,,,,,,
label,Responsibility - PE/SE/SPE,,,,,,,,,,,,,,,,,,,,,,
label,Verifying Documents - This ITP,,,,,,,,,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,,,,,,,,,
checkpoint,2.2 - Joint Sealant,,,,,,,,,,,,,,,,,,,,,,
label,Reference - MRPA Quality Management Plan,,,,,,,,,,,,,,,,,,,,,,
label,Acceptance Criteria - Details of the joint sealant used to seal around the precast element to be submitted for review to the Nominated Authority.,,,,,,,,,,,,,,,,,,,,,,
textbox,Enter: Teambinder Material Approval number,,,,,,,,,,,,,,,,,,,,,,
label,Method - Document Review,,,,,,,,,,,,,,,,,,,,,,
label,"Frequency - Once, for each product",,,,,,,,,,,,,,,,,,,,,,
label,Category - IP,,,,,,,,,,,,,,,,,,,,,,
label,Responsibility - Nominated Authority,,,,,,,,,,,,,,,,,,,,,,
label,Verifying Documents - This ITP,,,,,,,,,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,,,,,,,,,
checkpoint,2.3 - Foundation,,,,,,,,,,,,,,,,,,,,,,
label,Reference - IFC Drawings,,,,,,,,,,,,,,,,,,,,,,
label,Acceptance Criteria - Foundation material under L-shape wall base slab shall adhere with minimum design bearing capacity of 200kPa and shall exhibit a minimum unndrained shear strength of 80 kPa. L-Shape wall shall be founded on 0.5m of Type B Structural fill,,,,,,,,,,,,,,,,,,,,,,
label,Method - Document Review,,,,,,,,,,,,,,,,,,,,,,
label,Category - IP,,,,,,,,,,,,,,,,,,,,,,
label,Responsibility - Nominated Authority,,,,,,,,,,,,,,,,,,,,,,
label,Verifying Documents - This ITP,,,,,,,,,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,,,,,,,,,
checkpoint,2.4 - Architectural Finish,,,,,,,,,,,,,,,,,,,,,,
label,Reference - IFC Drawings,,,,,,,,,,,,,,,,,,,,,,
label,Acceptance Criteria - 50mm Thick Architectural finish. 20mm Thick Dummy Joint in Architectural finish.,,,,,,,,,,,,,,,,,,,,,,
label,Method - Visual,,,,,,,,,,,,,,,,,,,,,,
label,Frequency - Each element,,,,,,,,,,,,,,,,,,,,,,
label,Category - IP,,,,,,,,,,,,,,,,,,,,,,
label,Responsibility - SE/PE/SPE,,,,,,,,,,,,,,,,,,,,,,
label,Verifying Documents - This ITP,,,,,,,,,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,,,,,,,,,
checkpoint,2.5 - Precast Traceability,,,,,,,,,,,,,,,,,,,,,,
label,Reference - 620.09,,,,,,,,,,,,,,,,,,,,,,
label,Acceptance Criteria - All manufactured precast elements shall be traced from the completion of manufacture to their final location by a unique identification number.,,,,,,,,,,,,,,,,,,,,,,
label,"Record: The final location of each precast element, showing individual ID and date installed onto the Red-line Drawings or Survey Report",,,,,,,,,,,,,,,,,,,,,,
label,Method - Visual,,,,,,,,,,,,,,,,,,,,,,
label,Frequency - Each element,,,,,,,,,,,,,,,,,,,,,,
label,Category - IP,,,,,,,,,,,,,,,,,,,,,,
label,Responsibility - SE/PE/SPE,,,,,,,,,,,,,,,,,,,,,,
label,Verifying Documents - This ITP,,,,,,,,,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,,,,,,,,,
section,3. Pre-installation Activities,,,,,,,,,,,,,,,,,,,,,,
checkpoint,3.1 - Survey Set-out of Precast Elements,,,,,,,,,,,,,,,,,,,,,,
label,Reference - IFC Drawings 610.47 (a) Table 610.474,,,,,,,,,,,,,,,,,,,,,,
label,Acceptance Criteria - Survey activities undertaken to ensure and validate that all Works meet level and location requirements within the tolerances as per the table 610.474 as applicable to the element.,,,,,,,,,,,,,,,,,,,,,,
label,"Method - Measure, Visual",,,,,,,,,,,,,,,,,,,,,,
label,Frequency - Each element,,,,,,,,,,,,,,,,,,,,,,
label,Category - IP,,,,,,,,,,,,,,,,,,,,,,
label,"Responsibility - Surveyor, SE/PE/SPE",,,,,,,,,,,,,,,,,,,,,,
label,Verifying Documents - This ITP,,,,,,,,,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,,,,,,,,,
checkpoint,3.2 - Blinding Concrete,,,,,,,,,,,,,,,,,,,,,,
label,Reference - IFC Drawings,,,,,,,,,,,,,,,,,,,,,,
label,"Acceptance Criteria - Blinding concrete shall be placed, leveled and surveyed. Provide stiff broom finish or rougher, Minimum N15 Concrete 50mm thick",,,,,,,,,,,,,,,,,,,,,,
label,"Method - Measure, Visual",,,,,,,,,,,,,,,,,,,,,,
label,Frequency - Each element,,,,,,,,,,,,,,,,,,,,,,
label,Category - IP,,,,,,,,,,,,,,,,,,,,,,
label,Responsibility - SE/PE/SPE,,,,,,,,,,,,,,,,,,,,,,
label,Verifying Documents - This ITP,,,,,,,,,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,,,,,,,,,
checkpoint,3.3 - Packers,,,,,,,,,,,,,,,,,,,,,,
label,Reference - IFC Drawings,,,,,,,,,,,,,,,,,,,,,,
label,Acceptance Criteria - 100x100 min non metallic packers shall be placed on blinding concrete,,,,,,,,,,,,,,,,,,,,,,
label,"Method - Measure, Visual",,,,,,,,,,,,,,,,,,,,,,
label,Frequency - Each element,,,,,,,,,,,,,,,,,,,,,,
label,Category - IP,,,,,,,,,,,,,,,,,,,,,,
label,Responsibility - SE/PE/SPE,,,,,,,,,,,,,,,,,,,,,,
label,Verifying Documents - This ITP,,,,,,,,,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,,,,,,,,,
checkpoint,3.4 - Ferrules ,,,,,,,,,,,,,,,,,,,,,,
label,Reference - IFC Drawings,,,,,,,,,,,,,,,,,,,,,,
label,Acceptance Criteria - Ferrules are installed as per IFC drawings ,,,,,,,,,,,,,,,,,,,,,,
label,Method - Visual,,,,,,,,,,,,,,,,,,,,,,
label,Frequency - Each element,,,,,,,,,,,,,,,,,,,,,,
label,Category - IP,,,,,,,,,,,,,,,,,,,,,,
label,Responsibility - SE/PE/SPE,,,,,,,,,,,,,,,,,,,,,,
label,Verifying Documents - This ITP,,,,,,,,,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,,,,,,,,,
checkpoint,3.5 - Materials Inspection Checklist,,,,,,,,,,,,,,,,,,,,,,
label,"Reference - 620.06, 620.07 MRPA Quality Management Plan",,,,,,,,,,,,,,,,,,,,,,
label,"Acceptance Criteria - General inspection of precast elements for defects including cracks, damage, exposed reinforcement and where applicable, damage to coatings.",,,,,,,,,,,,,,,,,,,,,,
label,○ Confirm that the cast in lifters (anchors or loops) are the correct size and orientation as per the Precast Lifting Design (they should be clearly labelled on the end to be connected to).,,,,,,,,,,,,,,,,,,,,,,
label,○ Elements shall have unique identification and orientation marked (if applicable).,,,,,,,,,,,,,,,,,,,,,,
label,Complete: Materials Inspection Checklist in ConQA,,,,,,,,,,,,,,,,,,,,,,
label,"Method - Measure, Visual",,,,,,,,,,,,,,,,,,,,,,
label,Frequency - Each element,,,,,,,,,,,,,,,,,,,,,,
label,Category - IP,,,,,,,,,,,,,,,,,,,,,,
label,Responsibility - SE/PE/SPE,,,,,,,,,,,,,,,,,,,,,,
label,Verifying Documents - Material Inspection Checklist,,,,,,,,,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,,,,,,,,,
section,4. Installation Activities,,,,,,,,,,,,,,,,,,,,,,
checkpoint,4.1 - Precast Handling,,,,,,,,,,,,,,,,,,,,,,
label,Reference - 620.07 Crane Lift Study,,,,,,,,,,,,,,,,,,,,,,
label,"Acceptance Criteria - Unless otherwise specified, precast elements shall be lifted using the lifting points provided and supported with the top surface uppermost at all times. ",,,,,,,,,,,,,,,,,,,,,,
label,Method - Visual,,,,,,,,,,,,,,,,,,,,,,
label,Frequency - Each element,,,,,,,,,,,,,,,,,,,,,,
label,Category - IP,,,,,,,,,,,,,,,,,,,,,,
label,Responsibility - SE/PE/SPE,,,,,,,,,,,,,,,,,,,,,,
label,Verifying Documents - This ITP,,,,,,,,,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,,,,,,,,,
checkpoint,4.2 - Precast Placement,,,,,,,,,,,,,,,,,,,,,,
label,Reference - IFC Drawings 610.27,,,,,,,,,,,,,,,,,,,,,,
label,"Acceptance Criteria - Make any adjustments necessary by lifting the unit and adding/removing shims or adjusting the levelling bolts so that alignment between units, overall height and position remains in tolerance.",,,,,,,,,,,,,,,,,,,,,,
label,○ The nominal gap between elements is as per the IFC Drawings.,,,,,,,,,,,,,,,,,,,,,,
label,Method - Visual,,,,,,,,,,,,,,,,,,,,,,
label,Frequency - Each element,,,,,,,,,,,,,,,,,,,,,,
label,Category - IP,,,,,,,,,,,,,,,,,,,,,,
label,"Responsibility - Surveyor, SE/PE/SPE",,,,,,,,,,,,,,,,,,,,,,
label,Verifying Documents - This ITP,,,,,,,,,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,,,,,,,,,
checkpoint,4.3 - Flowable Grout ,,,,,,,,,,,,,,,,,,,,,,
label,Reference - IFC Drawings,,,,,,,,,,,,,,,,,,,,,,
label,Acceptance Criteria - U.N.O All cementitous grout shall be a flowable type C class dual shrinkage compensated grout with a minimum compressive strength of 40 Mpa,,,,,,,,,,,,,,,,,,,,,,
label,○ 50 NOM gap between precast wall base and blinding shall be flood grouted.,,,,,,,,,,,,,,,,,,,,,,
label,○ Backfill and compaction may commence after Grout has achieved 10 MPa Min Strength,,,,,,,,,,,,,,,,,,,,,,
label,Method - Visual,,,,,,,,,,,,,,,,,,,,,,
label,"Frequency - Where applicable, Attach Concrete Test Result",,,,,,,,,,,,,,,,,,,,,,
label,Category - IP,,,,,,,,,,,,,,,,,,,,,,
label,"Responsibility - Surveyor, SE/PE/SPE",,,,,,,,,,,,,,,,,,,,,,
label,Verifying Documents - This ITP,,,,,,,,,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,,,,,,,,,
checkpoint,4.4 - Panel Joint - RSS and L-shape wall,,,,,,,,,,,,,,,,,,,,,,
label,Reference - IFC Drawings,,,,,,,,,,,,,,,,,,,,,,
label,Acceptance Criteria - The gap between each precast element or at interfaces with other structures should be sealed with an the approved filler. Install compressible filler with backing rod both faces.,,,,,,,,,,,,,,,,,,,,,,
label,○ 300 Wide Bitac Multi-laminate tape centrally over joint between RSS wall and L-Shape panel.,,,,,,,,,,,,,,,,,,,,,,
label,Method - Visual,,,,,,,,,,,,,,,,,,,,,,
label,Frequency - Each element,,,,,,,,,,,,,,,,,,,,,,
label,Category - IP,,,,,,,,,,,,,,,,,,,,,,
label,Responsibility - SE/PE/SPE,,,,,,,,,,,,,,,,,,,,,,
label,Verifying Documents - This ITP,,,,,,,,,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,,,,,,,,,
checkpoint,4.5 - Drainage ,,,,,,,,,,,,,,,,,,,,,,
label,Reference - IFC Drawings,,,,,,,,,,,,,,,,,,,,,,
label,Acceptance Criteria - Drainage Weepholes to be installed as per IFC Drawings,,,,,,,,,,,,,,,,,,,,,,
label,○ Install 50 Diameter uPVC Pipe with 0.5% min fall.,,,,,,,,,,,,,,,,,,,,,,
label,○ 300 Wide Strip vertical strip drain (Prodrain PD40) positioned centrally on back face of panel,,,,,,,,,,,,,,,,,,,,,,
label,"Method - Measure, Visual",,,,,,,,,,,,,,,,,,,,,,
label,Frequency - Each element,,,,,,,,,,,,,,,,,,,,,,
label,Category - IP,,,,,,,,,,,,,,,,,,,,,,
label,Responsibility - SE/PE/SPE,,,,,,,,,,,,,,,,,,,,,,
label,Verifying Documents - This ITP,,,,,,,,,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,,,,,,,,,
section,5. Post-installation Activities,,,,,,,,,,,,,,,,,,,,,,
checkpoint,5.1 - As-built Survey ,,,,,,,,,,,,,,,,,,,,,,
label,Reference - IFC Drawings 610.47 (a) Table 610.474 (Feb 2020),,,,,,,,,,,,,,,,,,,,,,
label,Acceptance Criteria - Provide record of dimensional measurements to demonstrate concrete members comply with tolerances as per the table 610.47,,,,,,,,,,,,,,,,,,,,,,
label,Attach: Survey As-builts / Survey Report,,,,,,,,,,,,,,,,,,,,,,
label,Method - Document Review,,,,,,,,,,,,,,,,,,,,,,
label,Frequency - Each element,,,,,,,,,,,,,,,,,,,,,,
label,Category - IP,,,,,,,,,,,,,,,,,,,,,,
label,"Responsibility - Surveyor, SE/PE/SPE",,,,,,,,,,,,,,,,,,,,,,
label,Verifying Documents - This ITP,,,,,,,,,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,,,,,,,,,
checkpoint,5.2 - Non-conformance Report (NCR) Closure,,,,,,,,,,,,,,,,,,,,,,
label,Reference - MRPA Quality Management Plan,,,,,,,,,,,,,,,,,,,,,,
label,"Acceptance Criteria - Ensure that any NCRs pertaining to the lot / element / Work area that this ITP covers, have been closed in CAMs.",,,,,,,,,,,,,,,,,,,,,,
label,Method - Document Review,,,,,,,,,,,,,,,,,,,,,,
label,"Frequency - Once, prior to closure of this lot / element / Work area",,,,,,,,,,,,,,,,,,,,,,
label,Category - HP*,,,,,,,,,,,,,,,,,,,,,,
label,Responsibility - SE/PE/SPE,,,,,,,,,,,,,,,,,,,,,,
label,Verifying Documents - This ITP,,,,,,,,,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,,,,,,,,,
checkpoint,Final Inspection,,,,,,,,,,,,,,,,,,,,,,
label,"On behalf of Metropolitan Roads Program Alliance, it is hereby certified that the Works represented by the item of work listed have been tested in accordance with the Project Quality Plan and conform in all respects with the requirements of the Contract.",,,,,,,,,,,,,,,,,,,,,,
text,Name:,,,,,,,,,,,,,,,,,,,,,,
text,Position:,,,,,,,,,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,,,,,,,,,
holdpoint,Sign ITP,,,,,,,,,,,,,,,,,,,,,,
