resource,type,Add Step,Add Post,Tier 1,Tier 2 ,Tier 3,Tier 4,Tier 5,Tier 6,Tier 7,Tier 8,Tier 9,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,3304,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,3305,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,3306,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,3307,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,3308,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,3309,,,,,,,,,
,step,,,,,Level 34,,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,3401,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,3402,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,3403,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,3404,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,3405,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,3406,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,3407,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,3408,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,3409,,,,,,,,,
,step,,,,,Level 35,,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,3501,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,3502,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,3503,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,3504,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,3505,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,3506,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,3507,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,3508,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,3509,,,,,,,,,
,step,,,,,Level 36,,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,3601,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,3602,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,3603,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,3604,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,3605,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,3606,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,3607,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,3608,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,3609,,,,,,,,,
,step,,,,,Level 37,,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,3701,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,3702,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,3703,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,3704,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,3705,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,3706,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,3707,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,3708,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,3709,,,,,,,,,
,step,,,,,Level 38,,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,3801,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,3802,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,3803,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,3804,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,3805,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,3806,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,3807,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,3808,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,3809,,,,,,,,,
,step,,,,,Level 39,,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,3901,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,3902,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,3903,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,3904,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,3905,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,3906,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,3907,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,3908,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,3909,,,,,,,,,
,step,,,,,Level 40,,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,Commercial Space,,,,,,,,,
,step,,,,,Level 41,,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,Commercial Space,,,,,,,,,
,step,,,,,Level 42,,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,Commercial Space,,,,,,,,,
,step,,,,,Level 43,,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,Commercial Space,,,,,,,,,
,step,,,,,Level 44,,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,Commercial Space,,,,,,,,,
,step,,,,,Level 45,,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,Commercial Space,,,,,,,,,
,step,,,,,Level 46,,,,,,,,,,
ITR-001 Sprinkler System – Rough in,checklist,,,,,,Commercial Space,,,,,,,,,
,step,,,,Fit Off,,,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,Basement 5,,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,Basement 4,,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,Basement 3,,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,Basement 2,,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,Basement 1,,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,Ground Floor,,,,,,,,,,
,step,,,,,Level 1,,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,Corridor,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,101,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,102,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,103,,,,,,,,,
,step,,,,,Level 2,,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,201,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,202,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,203,,,,,,,,,
,step,,,,,Level 3,,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,301,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,302,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,303,,,,,,,,,
,step,,,,,Level 4,,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,401,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,402,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,403,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,404,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,405,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,406,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,407,,,,,,,,,
,step,,,,,Level 5,,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,501,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,502,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,503,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,504,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,505,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,506,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,507,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,508,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,509,,,,,,,,,
,step,,,,,Level 6,,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,601,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,602,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,603,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,604,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,605,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,606,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,607,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,608,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,609,,,,,,,,,
,step,,,,,Level 7,,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,701,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,702,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,703,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,704,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,705,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,706,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,707,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,708,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,709,,,,,,,,,
,step,,,,,Level 8,,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,801,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,802,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,803,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,804,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,805,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,806,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,807,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,808,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,809,,,,,,,,,
,step,,,,,Level 9,,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,901,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,902,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,903,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,904,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,905,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,906,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,907,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,908,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,909,,,,,,,,,
,step,,,,,Level 10,,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,1001,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,1002,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,1003,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,1004,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,1005,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,1006,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,1007,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,1008,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,1009,,,,,,,,,
,step,,,,,Level 11,,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,1101,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,1102,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,1103,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,1104,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,1105,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,1106,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,1107,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,1108,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,1109,,,,,,,,,
,step,,,,,Level 12,,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,1201,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,1202,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,1203,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,1204,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,1205,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,1206,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,1207,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,1208,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,1209,,,,,,,,,
,step,,,,,Level 13,,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,1301,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,1302,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,1303,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,1304,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,1305,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,1306,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,1307,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,1308,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,1309,,,,,,,,,
,step,,,,,Level 14,,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,1401,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,1402,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,1403,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,1404,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,1405,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,1406,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,1407,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,1408,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,1409,,,,,,,,,
,step,,,,,Level 15,,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,1501,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,1502,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,1503,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,1504,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,1505,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,1506,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,1507,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,1508,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,1509,,,,,,,,,
,step,,,,,Level 16,,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,1601,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,1602,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,1603,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,1604,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,1605,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,1606,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,1607,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,1608,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,1609,,,,,,,,,
,step,,,,,Level 17,,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,1701,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,1702,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,1703,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,1704,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,1705,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,1706,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,1707,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,1708,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,1709,,,,,,,,,
,step,,,,,Level 18,,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,1801,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,1802,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,1803,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,1804,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,1805,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,1806,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,1807,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,1808,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,1809,,,,,,,,,
,step,,,,,Level 19,,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,1901,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,1902,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,1903,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,1904,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,1905,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,1906,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,1907,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,1908,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,1909,,,,,,,,,
,step,,,,,Level 20,,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,2001,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,2002,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,2003,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,2004,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,2005,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,2006,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,2007,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,2008,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,2009,,,,,,,,,
,step,,,,,Level 21,,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,2101,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,2102,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,2103,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,2104,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,2105,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,2106,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,2107,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,2108,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,2109,,,,,,,,,
,step,,,,,Level 22,,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,2201,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,2202,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,2203,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,2204,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,2205,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,2206,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,2207,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,2208,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,2209,,,,,,,,,
,step,,,,,Level 23,,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,2301,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,2302,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,2303,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,2304,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,2305,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,2306,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,2307,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,2308,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,2309,,,,,,,,,
,step,,,,,Level 24,,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,2401,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,2402,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,2403,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,2404,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,2405,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,2406,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,2407,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,2408,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,2409,,,,,,,,,
,step,,,,,Level 25,,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,2501,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,2502,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,2503,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,2504,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,2505,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,2506,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,2507,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,2508,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,2509,,,,,,,,,
,step,,,,,Level 26,,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,2601,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,2602,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,2603,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,2604,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,2605,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,2606,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,2607,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,2608,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,2609,,,,,,,,,
,step,,,,,Level 27,,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,2701,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,2702,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,2703,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,2704,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,2705,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,2706,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,2707,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,2708,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,2709,,,,,,,,,
,step,,,,,Level 28,,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,2801,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,2802,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,2803,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,2804,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,2805,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,2806,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,2807,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,2808,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,2809,,,,,,,,,
,step,,,,,Level 29,,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,2901,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,2901,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,2901,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,2901,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,2901,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,2901,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,2901,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,2901,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,2901,,,,,,,,,
,step,,,,,Level 30,,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,3001,,,,,,,,,
ITR-003 Sprinkler System – Fit Off,checklist,,,,,,3002,,,,,,,,,
