type,name,values,prefix,postfix,usage count,user addable,template name,,,
note,"Verifying Records Checklists, Test and Supplier Certificates - Compliance Cettifcates",,,,,,,,,
checkpoint,"1.2.3 - Materials – Grading for Bedding, Haunch and Sides Zones AP20",,,,,,,,,
note,"Method/Description - Confirm the material for bed, haunch, side and overlay zones meet the requirements of AS/NZS 3725:2007 table 6.",,,,,,,,,
note,• NZS4402 Supplement No 1:1988 - Test 2.8.1 (or similar approved),,,,,,,,,
note,• Determination of the particle size distribution Standard method by wet sieving,,,,,,,,,
note,Test frequency - 1 per source then 1 per 500 m3,,,,,,,,,
note,Contractor - H,,,,,,,,,
note,Designer - W,,,,,,,,,
note,"Verifying Records Checklists, Test and Supplier Certificates - Test Report ",,,,,,,,,
checkpoint,"1.2.4 - Materials – Compaction Curves Bedding, Haunch and Sides Zones AP20",,,,,,,,,
note,Method/Description - Establish the optimum moisture content and minimum and maximum dry density.,,,,,,,,,
note,• NZS4402 Supplement No 1:1988 - Test 4.1.1 or similar approved,,,,,,,,,
note,Test frequency - 3 no. tests  per source with minimum 5 points,,,,,,,,,
note,Contractor - H,,,,,,,,,
note,Designer - W,,,,,,,,,
note,"Verifying Records Checklists, Test and Supplier Certificates - Test Report ",,,,,,,,,
checkpoint,1.2.5 - Materials - Structural Fill and for Overlay Zones (AP65),,,,,,,,,
note,Method/Description - As Per MMA-CON-CMA-ITP-31067 ,,,,,,,,,
note,Test frequency - As Per MMA-CON-CMA-ITP-31067,,,,,,,,,
note,Contractor - H,,,,,,,,,
note,Designer - W,,,,,,,,,
note,"Verifying Records Checklists, Test and Supplier Certificates - Test Reports",,,,,,,,,
checkpoint,1.2.6 - Material - Rip Rap,,,,,,,,,
note,Method/Description - As per MMA-DES-DNG-E1-10686,,,,,,,,,
note,Test frequency - 1 per source then 1 per 500 m3,,,,,,,,,
note,Contractor - H,,,,,,,,,
note,Designer - W,,,,,,,,,
note,"Verifying Records Checklists, Test and Supplier Certificates - Test Report ",,,,,,,,,
section,1.3.0 Geosynthetics,,,,,,,,,
checkpoint,1.3.3 - Visual inspection - geotextiles,,,,,,,,,
note,"Method/Description - To inspect geotextile and is the proper type and no tears, rips or other signs of deterioration. ",,,,,,,,,
note,Test frequency - Check each lot (1 roll),,,,,,,,,
note,Contractor - H,,,,,,,,,
note,Designer - H,,,,,,,,,
note,"Verifying Records Checklists, Test and Supplier Certificates - Onsite Checklist",,,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,,,
checkpoint,1.3.4 - Geotextiles,,,,,,,,,
note,Method/Description - Specification compliance – manufacturer’s certificate to TNZ F/7 2003,,,,,,,,,
note,Test frequency - Check each lot (1 roll),,,,,,,,,
note,Contractor - H,,,,,,,,,
note,Designer - W,,,,,,,,,
note,"Verifying Records Checklists, Test and Supplier Certificates - Manufactures Certifcate",,,,,,,,,
section,2.1.0 Trench Excavation,,,,,,,,,
checkpoint,2.1.1 - Trench Subgrade,,,,,,,,,
note,Method/Description - Testing trench foundation material to assess is undercut is required. Scala penetrometer test as per NZS4402.6.5.2:1988 for non-cohesive materials. Table 18,,,,,,,,,
note,Test frequency - 2 nos. scala penetrometer tests / 5m of trench,,,,,,,,,
note,• 1 per ancillary structure,,,,,,,,,
note,Contractor - W,,,,,,,,,
note,Designer - W,,,,,,,,,
note,"Verifying Records Checklists, Test and Supplier Certificates - Test Report",,,,,,,,,
checkpoint,2.1.2 - Trench Benching,,,,,,,,,
note,Method/Description - 1.5m benches to be constructed strating from rock face,,,,,,,,,
note,Test frequency - Daily,,,,,,,,,
note,Contractor - H,,,,,,,,,
note,"Verifying Records Checklists, Test and Supplier Certificates - Onsite Check List",,,,,,,,,
section,2.2.0 Pipe Bedding and Construction,,,,,,,,,
checkpoint,"2.2.1 - Construction of embedment, bed, haunch and side zones using AP20 ",,,,,,,,,
note,Method/Description - Test 4.2.1 Nuclear Densometer Direct Mode or NZS 4407:1991 or Test 4.2.2 Nuclear Densometer Backscatter Mode and NZS 4407:1991;,,,,,,,,,
note,"Test frequency - 3no NDM test per 10 m max centres tests on combined lifts upto 300mm lift and minimum of test at the bottom layer, middle of pipe and top of pipe",,,,,,,,,
note,Contractor - W,,,,,,,,,
note,Designer - W,,,,,,,,,
note,"Verifying Records Checklists, Test and Supplier Certificates - Test Report",,,,,,,,,
checkpoint,2.2.2 - Construction of Overlay Zone,,,,,,,,,
note,Method/Description - Test 4.2.1 Nuclear Densometer Direct Mode or NZS 4407:1991 or Test 4.2.2 Nuclear Densometer Backscatter Mode and NZS 4407:1991; Undrained shear Strength,,,,,,,,,
note,Test frequency - 1no NDM and 1no Shear Vane Test per 20m max canters at 300mm lifts,,,,,,,,,
note,Contractor - W,,,,,,,,,
note,Designer - W,,,,,,,,,
note,"Verifying Records Checklists, Test and Supplier Certificates - Test Report",,,,,,,,,
checkpoint,2.2.3 - Construction of pipe,,,,,,,,,
note,"Method/Description - Visual test prior to backfill above the side zones – line and level, correct installation, and joints are all sealed.",,,,,,,,,
note,Test frequency -  Review every 10m and witness every 25m ,,,,,,,,,
note,Contractor - W,,,,,,,,,
note,Designer - W,,,,,,,,,
note,"Verifying Records Checklists, Test and Supplier Certificates - Test report ",,,,,,,,,
checkpoint,2.2.4 - Construction of Wingwalls,,,,,,,,,
note,"Method/Description - Foundation and bedding testing as per pipes, using AP65 as opposed to AP20. Visual inspection of joints between pipe and wingwall ",,,,,,,,,
note,Test frequency - Each Wingwall,,,,,,,,,
note,Contractor - W,,,,,,,,,
note,Designer - W,,,,,,,,,
note,"Verifying Records Checklists, Test and Supplier Certificates - Test report, Onsite Checksheet",,,,,,,,,
checkpoint,2.2.5 - Construction of Antiseep Collars,,,,,,,,,
note,Method/Description - Antiseep collars to be embeded 200mm horizontaly into side of trench and 400mm below base of trench. To be located every second pipe joint. Concrete strength >=20MPa,,,,,,,,,
note,Test frequency - Each Anti Seep Collar,,,,,,,,,
note,Contractor - W,,,,,,,,,
note,Designer - H,,,,,,,,,
note,"Verifying Records Checklists, Test and Supplier Certificates - DSR Inspection (Pre-Pour), Pre-Pour Checksheet",,,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,,,
checkpoint,2.2.6 - Construction of Cut Off Toes,,,,,,,,,
note,"Method/Description - Cut off Toe to be embeded 1m (or note 4) from top of wingwall base, to be consructed as per IFC Drawings",,,,,,,,,
note,Test frequency - Cut Off Toe,,,,,,,,,
note,Contractor - W,,,,,,,,,
note,Designer - H,,,,,,,,,
note,"Verifying Records Checklists, Test and Supplier Certificates - Pre-Pour Checksheet, Detail Sheets",,,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,,,
checkpoint,2.2.7 - Construction of Inlet/Outlet Channels,,,,,,,,,
note,Method/Description - DSR to inpect geotextiles before rip - rap is laid. Max drop heights to be adhered to when placing rip-rap,,,,,,,,,
note,Test frequency - Each Channels,,,,,,,,,
note,Contractor - W,,,,,,,,,
note,Designer - W,,,,,,,,,
note,"Verifying Records Checklists, Test and Supplier Certificates - Geotextile Installation Check Sheet",,,,,,,,,
checkpoint,2.2.8 - Fish Passage,,,,,,,,,
note,Method/Description - 25% embedment depth with meandering low flow path from voild filled riprap. Spat ropes for CU-17,,,,,,,,,
note,Test frequency - Review every 10m and witness every 25m ,,,,,,,,,
note,Contractor - W,,,,,,,,,
note,Designer - W,,,,,,,,,
note,"Verifying Records Checklists, Test and Supplier Certificates - Onsite Checksheet",,,,,,,,,
checkpoint,2.2.9 - Construction of Safety Rail,,,,,,,,,
note,Method/Description - Constructed as per IFC Drawings,,,,,,,,,
note,Test frequency - Each Fence,,,,,,,,,
note,Contractor - W,,,,,,,,,
note,Designer - W,,,,,,,,,
note,"Verifying Records Checklists, Test and Supplier Certificates - Onsite Checksheet",,,,,,,,,
section,3.0 Post Construction,,,,,,,,,
checkpoint,3.1 - Survey/as-builts ,,,,,,,,,
note,"Method/Description - As built survey of coordinates and invert levels, structures, and pipe ends",,,,,,,,,
note,Test frequency - Every 25m,,,,,,,,,
note,Contractor - H,,,,,,,,,
note,Designer - R,,,,,,,,,
note,"Verifying Records Checklists, Test and Supplier Certificates - As-Built",,,,,,,,,
checkpoint,3.2 - Post Construction CCTV inspection,,,,,,,,,
note,Method/Description - Check conformance with the specification and assess the asset condition post construction,,,,,,,,,
note,Test frequency - To be completed following pipe construction but prior to spat rope installation,,,,,,,,,
note,Contractor - H,,,,,,,,,
note,Designer - R,,,,,,,,,
note,"Verifying Records Checklists, Test and Supplier Certificates - CCTV log Report as per the standard",,,,,,,,,
