"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"e4cf5638-45b7-4c70-bf51-3c5e63380208","","checklist-flat","not-started","SYS - PT - Job Details","checklist-flat","FALSE","FALSE","Job Details"
"921635ad-384a-57a2-968a-e0b6ca4209e7","","checkpoint-status","not-started","","","TRUE","TRUE","Job Details","Project details entered below"
"82632969-86f7-4f57-b481-e3e525a682e3","","folder-normal","work-in-progress","","step","TRUE","FALSE","Precast Manufacture"
"2cfac9fb-861a-4776-af69-0f72abb5a5a4","","checklist-sectioned","pass","b4d1633d23659b113421612c76dd31fcbb3d55235db2b92c835b5f74c883a446","checklist","FALSE","FALSE","Precast Manufacture","Weld plate details"
"7661a612-32c5-5cdb-9954-f3365fc1dc3a","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Weld plate details","Weld plate detail"
"3a2346fe-6630-5986-9138-b3bbefe9b1dd","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Weld plate details","Weld plate detail","Edge Detail"
"f69bb3ea-ba4b-55ab-82f8-b65f04f21d79","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Weld plate details","Weld plate detail","Bar Projections"
"7466d9b1-4daa-5f09-8132-f146e2d710f2","","checkpoint-status","not-applicable","","","TRUE","TRUE","Precast Manufacture","Weld plate details","Weld plate detail","Cast in items"
"e6daa6e7-80df-4c1e-9a4e-1f80f34069fb","","folder-normal","work-in-progress","","step","TRUE","FALSE","Precast Manufacture","Panels"
"67463430-fbb3-4e31-b57f-25b9dfcea89b","","folder-normal","work-in-progress","","step","TRUE","FALSE","Precast Manufacture","Panels","Panels 1 - 30"
"0ab02ad1-e32b-4cb4-b385-e205b5ceb936","","checklist-sectioned","pass","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE","Precast Manufacture","Panels","Panels 1 - 30","Panel -1"
"9dc5a764-f679-5491-ac30-817f4d030b36","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 1 - 30","Panel -1","Pre-Pour Check"
"5c9c762b-6183-53f7-a2db-01148ae4e43e","","checkpoint-status","not-applicable","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 1 - 30","Panel -1","Concrete Works","Bridgeman Sample Taken"
"5db54a7a-6cad-5887-9475-82b885cbd94d","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 1 - 30","Panel -1","Concrete Works","Supervisor Approval"
"73671726-28ca-57df-8dfe-906fc4791200","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 1 - 30","Panel -1","Post Pour Check"
"cd1c5c10-794a-5bae-8d26-eefba080f4ff","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 1 - 30","Panel -1","Post Pour Check","Edge Detail"
"32352eb5-81b5-54a0-be38-7bbd6bd0f65a","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 1 - 30","Panel -1","Post Pour Check","Bar Projections"
"a2d907d3-94db-515a-91b0-960c03123459","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 1 - 30","Panel -1","Post Pour Check","Cast in items"
"e2187c67-8c37-5337-aca2-bd618ab8f9f5","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 1 - 30","Panel -1","Stripping and Stacking"
"17b76bf1-1dfb-5abf-8231-cb39eee52b8c","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 1 - 30","Panel -1","Stripping and Stacking","Stripping & Stacking"
"cfb3b2a2-921e-4e29-8be4-1f5ef8b245f7","","checklist-sectioned","pass","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE","Precast Manufacture","Panels","Panels 1 - 30","Panel -2"
"0c54762d-8024-5b3c-ba8a-7e5a5477ed3a","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 1 - 30","Panel -2","Pre-Pour Check"
"8d036dac-60d5-5f7d-ad31-295a3f533c9c","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 1 - 30","Panel -2","Pre-Pour Check","Dimensions"
"86e11c78-6ccc-5b35-99af-744345be91fb","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 1 - 30","Panel -2","Pre-Pour Check","Mould Clean"
"3db8ee34-9e5c-5fc6-9b88-049114c6a2b8","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 1 - 30","Panel -2","Pre-Pour Check","Mould Oiled"
"5c936a27-698e-5bfa-8564-680a9e2f3b7e","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 1 - 30","Panel -2","Pre-Pour Check","Mould - Workmanship"
"985f141a-098b-53d1-8eb5-6ac53c23a641","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 1 - 30","Panel -2","Pre-Pour Check","Reinforcing"
"83705b48-40b4-514d-b1e6-767e6c5b66f7","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 1 - 30","Panel -2","Pre-Pour Check","Cast In Items"
"d11f9f95-b77e-5a1c-99e1-ac1036e38aa7","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 1 - 30","Panel -2","Pre-Pour Check","Marker Position and No."
"13d5e786-5f23-5d77-99d4-98f334b551f5","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 1 - 30","Panel -2","Pre-Pour Check","Make mould to Green Status"
"c0b30934-9d42-520e-a63b-4c57e3fa238a","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 1 - 30","Panel -2","Concrete Works"
"64fdf600-87d7-5aa6-a009-81c7c25326e7","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 1 - 30","Panel -2","Concrete Works","Concrete Works Details"
"b86499b2-8351-55d0-bafa-1a57214d6149","","checkpoint-status","not-applicable","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 1 - 30","Panel -2","Concrete Works","Wilco Sample Taken"
"5f8cc9e8-667b-54c4-9008-373234ed47ba","","checkpoint-status","not-applicable","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 1 - 30","Panel -2","Concrete Works","Bridgeman Sample Taken"
"f9e76570-315f-504e-b6c1-bb1767eac85b","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 1 - 30","Panel -2","Concrete Works","Supervisor Approval"
"385087c6-0f12-53ce-a3d1-0eebfefb380c","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 1 - 30","Panel -2","Post Pour Check"
"1fe99969-9561-501b-b0cf-e14c783f0f11","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 1 - 30","Panel -2","Post Pour Check","Edge Detail"
"d5dc62fb-af83-5772-be04-ed286446a2e0","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 1 - 30","Panel -2","Post Pour Check","Bar Projections"
"ff0496e6-6b20-5a5b-be15-a00da26a75f0","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 1 - 30","Panel -2","Post Pour Check","Cast in items"
"dc956990-b2dc-5c11-b9bb-3c29b209959d","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 1 - 30","Panel -2","Stripping and Stacking"
"d0feefc6-98da-5c97-a0f0-e2c5cf58dcf1","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 1 - 30","Panel -2","Stripping and Stacking","Stripping & Stacking"
"5cf8dea8-d0b8-45b0-8387-b6dad167556a","","checklist-sectioned","pass","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE","Precast Manufacture","Panels","Panels 1 - 30","Panel -3"
"141495b0-10bb-5a68-9dba-bbea42b91df2","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 1 - 30","Panel -3","Pre-Pour Check"
"1fa03738-46e8-5753-808b-62012bc710b2","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 1 - 30","Panel -3","Pre-Pour Check","Dimensions"
"ff9a828d-5f01-595e-af97-0a0f52c6f1ac","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 1 - 30","Panel -3","Pre-Pour Check","Mould Clean"
"91c58674-e579-524f-b0cc-22ba11c40c3f","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 1 - 30","Panel -3","Pre-Pour Check","Mould Oiled"
"e495c0c1-fe4f-5676-b705-fb6815751964","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 1 - 30","Panel -3","Pre-Pour Check","Mould - Workmanship"
"07ec9a16-b59c-5eaf-bc73-d9bccdc2941f","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 1 - 30","Panel -3","Pre-Pour Check","Reinforcing"
"52b7f52e-1b48-58e1-a771-bf54805279bb","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 1 - 30","Panel -3","Pre-Pour Check","Cast In Items"
"268187e2-4b40-514c-bba6-0103704dc225","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 1 - 30","Panel -3","Pre-Pour Check","Marker Position and No."
"5655a6bb-1811-515a-92e8-183e123ae0b4","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 1 - 30","Panel -3","Pre-Pour Check","Make mould to Green Status"
"b6488353-e812-5195-a39a-aa4b40f120a2","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 1 - 30","Panel -3","Concrete Works"
"9fabdc6b-fdfd-586a-adec-57c041fff3ce","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 1 - 30","Panel -3","Concrete Works","Concrete Works Details"
"d34492ec-e9b5-5c29-9354-e4196ced679b","","checkpoint-status","not-applicable","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 1 - 30","Panel -3","Concrete Works","Wilco Sample Taken"
"5a4dec80-d4bb-58c8-a624-59081d30d47f","","checkpoint-status","not-applicable","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 1 - 30","Panel -3","Concrete Works","Bridgeman Sample Taken"
"4fc687a6-53f4-591b-b94b-09543bc5b90a","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 1 - 30","Panel -3","Concrete Works","Supervisor Approval"
"0b741cc8-9352-5b4c-8809-8791bb106a3b","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 1 - 30","Panel -3","Post Pour Check"
"4785620a-05ad-5294-8bde-d4037a75911f","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 1 - 30","Panel -3","Post Pour Check","Edge Detail"
"2a833028-16c7-5b29-b00f-5515861abe60","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 1 - 30","Panel -3","Post Pour Check","Bar Projections"
"e71a9a1c-3610-5d57-8d8c-83f642fb7b9c","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 1 - 30","Panel -3","Post Pour Check","Cast in items"
"ebe616d9-2f5c-5db0-9f93-2f8986020399","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 1 - 30","Panel -3","Stripping and Stacking"
"29ec16b6-b52d-5189-bec2-e86b6598b41b","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 1 - 30","Panel -3","Stripping and Stacking","Stripping & Stacking"
"ae707423-2e16-4725-8e75-ca7d85520980","","checklist-sectioned","pass","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE","Precast Manufacture","Panels","Panels 1 - 30","Panel -4"
"48a5865a-02d3-5355-a019-1b9d576890ec","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 1 - 30","Panel -4","Pre-Pour Check"
"2071f736-861c-5097-8fc8-f5ec306d8bf9","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 1 - 30","Panel -4","Pre-Pour Check","Dimensions"
"d0b665c3-fac1-5ebb-87e4-769422a991b6","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 1 - 30","Panel -4","Pre-Pour Check","Mould Clean"
"02b7fb68-651c-55fe-97e0-9d5c600624c5","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 1 - 30","Panel -4","Pre-Pour Check","Mould Oiled"
"f668edc3-2efa-579d-bd72-f3c0518ed9e6","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 1 - 30","Panel -4","Pre-Pour Check","Mould - Workmanship"
"bdfbf5fb-0935-50df-91cf-674000bc38da","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 1 - 30","Panel -4","Pre-Pour Check","Reinforcing"
"c88f25b7-0f92-5bf5-8d85-bd6da8e2a4c5","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 1 - 30","Panel -4","Pre-Pour Check","Cast In Items"
"a91ee54a-5ccd-5a0e-b8cc-5b3c5bbafa8a","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 1 - 30","Panel -4","Pre-Pour Check","Marker Position and No."
"3a4c2692-57dc-5208-b52e-b7e54f28440e","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 1 - 30","Panel -4","Pre-Pour Check","Make mould to Green Status"
"b12007a6-f5ca-558e-a4f8-0940e1d7c42a","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 1 - 30","Panel -4","Concrete Works"
"67b29d0c-a78d-5bc1-91c8-2cb9603c888a","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 1 - 30","Panel -4","Concrete Works","Concrete Works Details"
"5249d90a-251c-5c7c-ac90-73e60de64bba","","checkpoint-status","not-applicable","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 1 - 30","Panel -4","Concrete Works","Wilco Sample Taken"
"d1fcceb3-eabd-5690-bb51-9cd5528a6447","","checkpoint-status","not-applicable","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 1 - 30","Panel -4","Concrete Works","Bridgeman Sample Taken"
"2d4cde97-8c37-5a7e-97f7-e8178d7dc864","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 1 - 30","Panel -4","Concrete Works","Supervisor Approval"
"ab864098-0f5d-580f-a5ea-ee6ad3f278ef","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 1 - 30","Panel -4","Post Pour Check"
"877ca7a7-f189-55b3-b4ea-b23b973de6af","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 1 - 30","Panel -4","Post Pour Check","Edge Detail"
"568e0169-4eb8-5711-a313-072de856a71e","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 1 - 30","Panel -4","Post Pour Check","Bar Projections"
"65769705-f36d-5cff-80d7-11c55e63e2ba","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 1 - 30","Panel -4","Post Pour Check","Cast in items"
"f9dc1730-e3aa-5a56-a418-e06c9c1b774f","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 1 - 30","Panel -4","Stripping and Stacking"
"ec3534f7-5121-568f-9cdf-e884478a09b4","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 1 - 30","Panel -4","Stripping and Stacking","Stripping & Stacking"
"1663e735-e5eb-4b9c-bbfd-c5df01ec32dd","","checklist-sectioned","work-in-progress","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE","Precast Manufacture","Panels","Panels 1 - 30","Panel -5"
"fed5d607-1d9a-529a-a9ee-3e1195f7c0d5","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 1 - 30","Panel -5","Pre-Pour Check"
"4d795140-9ea0-5858-9829-ae6c23929661","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 1 - 30","Panel -5","Pre-Pour Check","Dimensions"
"d6fa24d9-585b-5491-8c70-f2acf309ab53","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 1 - 30","Panel -5","Pre-Pour Check","Mould Clean"
"059ef90d-80c7-5dd9-b733-174a17e7cdf6","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 1 - 30","Panel -5","Pre-Pour Check","Mould Oiled"
"7f6f0f03-0d0a-58ea-8315-060b98bd046d","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 1 - 30","Panel -5","Pre-Pour Check","Mould - Workmanship"
"446ebe79-70e7-5101-9f7a-ea00812f4124","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 1 - 30","Panel -5","Pre-Pour Check","Reinforcing"
"73eb345a-c0cf-58ef-bd2e-7bff97a4548f","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 1 - 30","Panel -5","Pre-Pour Check","Cast In Items"
"4655cbde-0865-5dba-8d7a-eb32cc5909b5","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 1 - 30","Panel -5","Pre-Pour Check","Marker Position and No."
"644f26a7-4a36-5473-ada8-0826b26fedab","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 1 - 30","Panel -5","Pre-Pour Check","Make mould to Green Status"
"8e2e59a0-2aff-518d-a9bc-616f6f44b668","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 1 - 30","Panel -5","Concrete Works"
"def13527-b637-57eb-9e55-c7435351d554","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 1 - 30","Panel -5","Concrete Works","Concrete Works Details"
"4b708f9d-289e-5f3f-b1de-4ef751b6fed7","","checkpoint-status","not-applicable","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 1 - 30","Panel -5","Concrete Works","Wilco Sample Taken"
"e01efbd9-78d1-5c42-a3a4-ffe04995e2e2","","checkpoint-status","not-applicable","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 1 - 30","Panel -5","Concrete Works","Bridgeman Sample Taken"
"9ad46d99-d5f9-53ae-914c-3b92fa87af0b","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 1 - 30","Panel -5","Concrete Works","Supervisor Approval"
"09a956ae-926e-582f-a195-29498f4e7a11","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 1 - 30","Panel -5","Post Pour Check"
"fbb00107-8926-51d8-994b-e884e241d31e","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 1 - 30","Panel -5","Post Pour Check","Edge Detail"
"63ea74d3-de1d-5a09-b97e-31d9d8558271","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 1 - 30","Panel -5","Post Pour Check","Bar Projections"
"48f5a17a-3c4b-58b5-b74b-c1e37e643aab","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 1 - 30","Panel -5","Post Pour Check","Cast in items"
"b702cba1-0515-5731-a5a9-c3e749865ba8","","checkpoint-group","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 1 - 30","Panel -5","Stripping and Stacking"
"94152ffe-573d-5a23-ab5c-6937c5232b17","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 1 - 30","Panel -5","Stripping and Stacking","Stripping & Stacking"
"17bee59b-4ee4-45de-ab22-96515467e74b","","checklist-sectioned","pass","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE","Precast Manufacture","Panels","Panels 1 - 30","Panel -6"
"9bed8995-8f16-51b2-8c27-ed348f867e91","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 1 - 30","Panel -6","Pre-Pour Check"
"69cd193c-bb18-538c-bf5b-723d7cc9aad8","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 1 - 30","Panel -6","Pre-Pour Check","Dimensions"
"9b0b22bb-1835-5848-81b7-15e2edf33188","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 1 - 30","Panel -6","Pre-Pour Check","Mould Clean"
"dd6a4483-1b3c-5840-a333-19501d63dcf6","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 1 - 30","Panel -6","Pre-Pour Check","Mould Oiled"
"0a821e17-00dd-5549-aae3-522b99799dc4","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 1 - 30","Panel -6","Pre-Pour Check","Mould - Workmanship"
"2819fb94-408b-5813-bd96-7136471c0f25","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 1 - 30","Panel -6","Pre-Pour Check","Reinforcing"
"23851f28-084d-58fc-aecc-11055e4213dc","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 1 - 30","Panel -6","Pre-Pour Check","Cast In Items"
"46f42ec0-2480-540a-b182-2a36d0351994","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 1 - 30","Panel -6","Pre-Pour Check","Marker Position and No."
"6ef43560-5519-5d98-a7d1-b8938c6ed743","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 1 - 30","Panel -6","Pre-Pour Check","Make mould to Green Status"
"55e640fd-673e-54f5-a29d-7a6c4bba8004","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 1 - 30","Panel -6","Concrete Works"
"541c4b09-6ec4-547d-881f-e484db6070ff","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 1 - 30","Panel -6","Concrete Works","Concrete Works Details"
"64049bb3-922e-5b3d-a23b-b67a27498a96","","checkpoint-status","not-applicable","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 1 - 30","Panel -6","Concrete Works","Wilco Sample Taken"
"6cc3d573-2917-5ff6-aaee-2bbef36d09f0","","checkpoint-status","not-applicable","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 1 - 30","Panel -6","Concrete Works","Bridgeman Sample Taken"
"563d6631-42aa-5063-a13a-8ed735b98e8a","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 1 - 30","Panel -6","Concrete Works","Supervisor Approval"
"93785924-5b3a-58c5-aa6f-57aa40ecd275","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 1 - 30","Panel -6","Post Pour Check"
