"Id","Type","Name","Values","Prompting Name","Prefix","Usage Count","Resource Id"
"15660b94-9774-5ae3-bb4a-2f71331fd267","textbox","Resources Required:",,,,,
"9b882b1a-4757-53d1-960c-25880c5cd18c","textbox","Person(s) Responsible:",,,,,
"ff0f7a4b-5f46-5471-b1df-4283f24beb0d","date","Scheduled Review Date:",,,,,
,"signoff","Signature",,,,,

,"checklist","ASSESS-002 Manual Tasks Risk","","ASSESS-002 Manual Tasks Risk",,1,"f6855246-05fa-40f7-84b2-fc246c1dfe14"
,"section","Details",,,,,
,"checkpoint","Assessment Details",,,,,
"9fc17e11-c766-5d8e-a0a1-595e2727693c","note","This assessment identifies how to manage the risks associated with hazardous manual tasks and control the risks of workers being affected by musculoskeletal disorders as per the code of practice under section 274 of the Work Health and Safety Act 2011 (the WHS Act). Use this form to help identify and manage risks of hazardous manual tasks.",,,,,
"f9a1401e-9b7d-54a3-a5f3-1a5ec1b36faa","date","Date of Assessment:",,,,,
"85d05fde-c553-5de5-b958-85f266fe8a06","textbox","Name of Assessor(s):",,,,,
"6d6b2491-8d75-500e-be86-08b6e2339ca3","textbox","Position(s):",,,,,
"db403942-7a06-5fae-844b-fb5598a0d878","textbox","Incident Ref. No:",,,,,
,"checkpoint","STEP 1 What is the Manual Task?",,,,,
"1ed84ad7-7ec3-5db1-ab77-3256292a12f2","textbox","Relevant worker(s) to consult:",,,,,
"fd511a02-656a-5e17-afb8-0967720a5f57","textbox","Name of task or activity:",,,,,
"22132838-2ef5-58b7-943c-b8ce04be8f8e","textbox","Location where task occurs:",,,,,
"54ec76f5-56bc-52b1-915e-89a86091bd77","textbox","Who performs the task:",,,,,
"4a688ff5-309f-5da2-90ce-b7f62b4ac2b7","textbox","General Description:",,,,,
,"checkpoint","STEP 2 Is the Manual Task hazardous?",,,,,
"62fe4a6c-5bb4-5593-94dc-4143605d07c4","note","Hazardous manual tasks can result in musculoskeletal disorders (MSDs) such as sprains or strains. Work through the following to determine which postures, movements and forces of the task pose a risk.",,,,,
"c059cd34-2879-5458-bf1d-e0cf42a327f8","note","1. Does the task involve any of the following risk factors?",,,,,
"f2f32f92-4f32-57e8-be72-6bac9b1f2ee5","button","Repetitive movement","Yes, No",,,,
"b2d039ea-e557-5406-bc9e-2dfa9f6dd3e1","button","Sustained or awkward postures","Yes, No",,,,
"e137775e-03ca-5eb6-b90c-a028c49d5461","button","Repetitive or sustained forces","Yes, No",,,,
"4f284663-da7c-5bca-9046-8ad48e4bc7fc","note","2. Does the task occur over a long time?",,,,,
"79837c5f-a3ad-53bb-bcfb-2313a7fb3e26","button","More than a total of two hours over a whole shift?","Yes, No",,,,
"66c0e6a2-a128-5caf-8631-f98b0dac3061","button","Continuously for more than 30 mins?","Yes, No",,,,
"382fe9ba-ee00-5826-a9fb-284301486a74","button","3. Does the task occur over a long time?","Yes, No",,,,
"d89decc6-45ec-5668-be06-c86a12733756","button","4. Does the task involve vibration?","Yes, No",,,,
"8628cbcb-f8f2-5530-8eb9-ca6666961676","note","5. Is there a Risk? The task involves a risk of MSDs (e.g. sprain and strain) if you answered ‘yes’ to either:",,,,,
"262f25de-296a-5b7f-8056-23ada1febde9","tickbox","Question 1 and 2 (above)",,,,,
"52982c8a-0d6c-51f7-8391-abf77aa8975e","tickbox","Question 3 (above)",,,,,
"97201e8e-1b96-5812-b3c8-07d6c3859270","tickbox","Question 4 (above)",,,,,
"b60d13f6-556e-57ec-aa9d-1515d35a2438","note","If you ticked anything in question in Question 5, continue to Step 3.",,,,,
"8425d4a8-c62a-549b-99ba-b19517badde3","note","Additionally, if you answered ‘Yes’ to Question 4 the task may be a risk and will require further investigation.",,,,,
,"checkpoint","STEP 3 - What is the source of the risk?",,,,,
"848cab31-3f09-50df-8896-1d00a71bbb0e","note","These are the things that are causing the risk and may be changed to eliminate or minimise the risk.",,,,,
"9ce694ef-7cda-52c0-bd0e-795ab075087d","tickbox","Work area design and layout: workspace available; design of workstation, furniture and equipment.",,,,,
"24531638-1275-5996-9ad1-d56ddfc2f645","tickbox","The nature, size, weight or number of things handled in performing the manual task.",,,,,
"5ae9f162-adeb-518a-9432-8df53a873352","tickbox","Systems of work (e.g. pace and flow of work; resources available; maintenance).",,,,,
"73cd5602-d778-5858-86b0-de4464293911","tickbox","The environment in which the manual task is performed (e.g. flooring; obstructions; lighting; hot/cold/humid environments).",,,,,
,"checkpoint","STEP 4 - How do I control the risk?",,,,,
"f1034ca2-31f7-56a8-bc18-820bea142cf3","button","Can the task be eliminated?","Yes, No",,,,
"28ec483b-bfdf-5378-9f90-b3808a8a487e","button","Can you change what is causing the risk (the source)? (e.g. change the work area; alter the size of loads; use mechanical aids; manage environmental conditions; use adjustable equipment; implement preventative maintenance program).","Yes, No",,,,
"e00c64b8-eb68-55e2-8797-9442fb48c3de","textbox","If 'Yes', provide detail:",,,,,
"e6a359f7-d5d3-5889-afd0-a3ea528f6a73","button","Is training needed to support the control measures? (Training needs to be task specific, noting that training in lifting techniques is not effective as a sole or primary means to control the risk of MSDs.)","Yes, No",,,,
"90124d3d-701b-5037-baad-ecb2d73325b0","textbox","If 'Yes', provide detail:",,,,,
,"checkpoint","Implementing Controls",,,,,
"27131080-4c86-5176-bf68-a92efdc1237a","textbox","Name of Responsible Person:",,,,,
"1dcc6c1c-6b77-5d0f-8eb5-8daa5776273e","button","Responsible for:","Approving, Implementing",,,,
"5ab0ac1f-d347-5504-88e7-34c413ffeb0c","textbox","Name of Responsible Person:",,,,,
"b25c3136-843c-5b64-9e93-9ec063c57ff8","button","Responsible for:","Approving, Implementing",,,,
"762070cc-4ad8-5366-b50e-34949b5ee185","textbox","Name of Responsible Person:",,,,,
"bfa37730-efd5-5fe8-bc8b-fbf8fc413e9f","button","Responsible for:","Approving, Implementing",,,,
"4d12691b-3420-53b1-8f7d-09963f0de2eb","textbox","Name of Responsible Person:",,,,,
"43957d02-ee05-59db-b939-654283487548","button","Responsible for:","Approving, Implementing",,,,
,"signoff","BY SIGNING I CONFIRM I AM AWARE OF MY RESPONSIBILITIES AS OUTLINED IN THIS RISK ASSESSMENT",,,,,
,"checkpoint","STEP 5 - Review the Controls",,,,,
"defe51c9-b5b4-5c58-83a5-6464c75f2a87","date","Evaluated on(date):",,,,,
"9b252f75-c796-523c-a3a9-0325117bc88b","textbox","Name of Assessor(s):",,,,,
"2fec0e86-b3b2-5b66-b40d-e93944944a37","button","Consultation undertaken with relevant workers and others?","Yes, No",,,,
"b54e729a-c715-5ce3-84c8-b35ad6b661a8","button","Have any other risks been created by the controls?","Yes, No",,,,
"e7c0364a-0b94-5388-9485-894ef6280a09","button","Have the controls implemented reduced the risks?","Yes, No",,,,
"f68dd399-de50-5948-bea1-758fa0255115","button","Can further controls be implemented to minimise the risk?","Yes, No",,,,

,"checklist-flat","ASSESS-003 Hazardous Chemical/ Dangerous Goods Risk Assessment","","ASSESS-003 Hazardous Chemical/ Dangerous Goods Risk Assessment",,1,"f8fb0104-ab68-42f1-9ee8-afcb1b68c7b3"
,"checkpoint","Details",,,,,
"682b1c68-be13-59ee-8fbd-c82abe59e3a5","textbox","Hazardous Chemical (product name):",,,,,
"074cc89c-0b59-53cd-b7a0-d81e117aca2d","textbox","Hazardous Chemical Reg Item No:",,,,,
"6b29d30d-519d-5115-9dd8-4850919b5258","textbox","Use:",,,,,
,"checkpoint","Nature of Hazard:",,,,,
"70c4f5bc-f5f1-5818-aa2a-7ce50dfed36e","tickbox","Toxic (Poisonous)",,,,,
"a29ecaa7-310d-5bf2-a493-0239f6f16f57","button","Route of Exposure:","Eyes, Skin, Inhalation, Ingestion",,,,
"a0e3032c-bcf4-5a7c-9c35-af1773d480b4","tickbox","Carcinogenic (Cancerous)",,,,,
"af1f85fb-adde-56c5-a072-ca183475da96","button","Route of Exposure:","Eyes, Skin, Inhalation, Ingestion",,,,
"d9ced72d-d387-55f1-b6a0-cfc04cd346df","tickbox","Teratogen (Harmful substance that could affect abnormal prenatal development)",,,,,
"2b9fc4de-da6e-5233-9003-4c2adaa70b7c","button","Route of Exposure:","Eyes, Skin, Inhalation, Ingestion",,,,
"554ddd9a-f357-50ea-9d69-bc7a8e3e6d77","tickbox","Sensitiser (Reaction to an antigen, such as pollen)",,,,,
"a6b6fa74-c3a8-5da1-a82e-fbc337a07288","button","Route of Exposure:","Eyes, Skin, Inhalation, Ingestion",,,,
"fd9b4ad7-86c7-522f-8b8c-83cdac3a34b1","tickbox","Mutagenic (Capable of mutating DNA, such as radiation)",,,,,
"8e9eab69-eb8e-5142-a173-092a5212890c","button","Route of Exposure:","Eyes, Skin, Inhalation, Ingestion",,,,
"bdd1e751-1e9e-554f-a6d8-cd05dcf89a94","tickbox","Irritant (Inflammation of the skin, eye or respiratory system)",,,,,
"56baa314-e83b-5a19-9ccb-2040dbe49233","button","Route of Exposure:","Eyes, Skin, Inhalation, Ingestion",,,,
"f01be884-1f36-564f-83ed-a6a11029ffd0","tickbox","Flammability (The ease of which a substance will ignite, causing fire or combustion)",,,,,
"fdc51005-b1e5-5cb7-8fea-b25ec86bf664","button","Route of Exposure:","Eyes, Skin, Inhalation, Ingestion",,,,
,"checkpoint","Risk of Injury",,,,,
"91e7ea8c-b187-5693-99c7-6bfd82f09900","button","Risk of Acute (Short term) Injury:","High, Medium, Low",,,,
"faec8d40-70ad-56eb-980d-0257dd577b1d","button","Risk of Chronic (long term) Injury:","High, Medium, Low",,,,
,"checkpoint","Controls and Requirements",,,,,
"0cdc26cb-cc3c-5d53-903e-e3f7799703aa","textbox","Control Measures to reduce exposure i.e. change to a safer product, ventilate area, (P.P.E.):",,,,,
"73baf6dd-879d-56cb-917d-a4c1dd24e0f1","textbox","First Aid Requirements and Storage Requirements:",,,,,
,"checkpoint","Signoff",,,,,
,"signoff","The persons listed below have been consulted in this risk assessment, understand the hazards associated and agree to use the control measures identified above to carry out the works safely and in a manner which protects themselves, others and the environment.",,,,,
,"checkpoint","Assessor Signoff",,,,,
,"signoff","BY SINGING I CONFIRM I WAS RESPONSIBLE FOR CONDUCTING THIS ASSESSMENT",,,,,

,"checklist","ASSESS-004 Plant Risk","","ASSESS-004 Plant Risk",,1,"f2920e8b-4afd-4149-b719-471c5e0d0312"
,"section","Details",,,,,
,"checkpoint","1. Competent Peron(s)",,,,,
"6008f508-f090-5c75-8d82-342c8741b05d","note","This familiarisation checklist should be completed by a Site Supervisor or Site Foreman to verify that the workers involved in the operation of Plant Equipment/ Mobile Elevated Work Platforms (MEWP) can demonstrate their ability to understand and operate the MEWP functions in accordance with the manufacturers operating manual. This familiarisation checklist must be verified by a competent person who holds the equivalent licence/ ticket required for the type of Plant Equipment/ MEWP to be operated (e.g. Boom lift/ Scissor lift)",,,,,
"a0108c45-98bf-5be2-8de2-e004e81c889f","textbox","Your Name:",,,,,
"ec798eea-f0e3-5a69-8c7e-a4673dbb3de9","note","Your Licences / Tickets:",,,,,
"2068ee3b-a82e-5bbb-9746-4a219bce44a9","tickbox","WP High Risk",,,,,
"7a31d89d-62f8-589e-b54a-37d01613bae8","tickbox","Boom Lift",,,,,
"1c7b47b7-76c1-50cf-bfa8-faf15ce1535b","tickbox","Scissor Lift",,,,,
"e79442f8-935e-5d23-8f62-7ecd22f488ab","tickbox","Vertical Lift",,,,,
"9ce8c9e8-8e1a-5d54-96b2-1b67f53e3bbf","tickbox","Other",,,,,
"dd85d513-ed0e-5967-886f-09fe09edc053","textbox","If 'Other"" please specify:",,,,,
,"checkpoint","2. Plant/ MEWP Details",,,,,
"efe2f773-44ba-5241-bb6d-548c08a1e716","textbox","Make and Model:",,,,,
"d659d638-696c-56fc-9c93-9e50b3befdf1","textbox","Type (e.g. BL>11m, BL<11m, SL, VL):",,,,,
,"checkpoint","3. Employee Competency",,,,,
"c4d0cc42-7690-5ca6-80bc-61758bbe80dc","textbox","Name:",,,,,
"4843e054-50a0-56e2-ba84-61e1b03a6906","note","Role:",,,,,
"89737976-6efc-52c0-bc3a-3f19b2a2d506","tickbox","Operator",,,,,
"06d156fe-0579-5334-ae67-6eb760055bfa","tickbox","Spotter",,,,,
"775a5b4a-e605-5b9f-a786-803904f49126","note","Licences/Tickets Held:",,,,,
"6d2a222f-80c5-5a3d-a892-1f2a17b0f0b7","tickbox","WP High Risk",,,,,
"a45e7b44-2675-525e-bfa1-8bbd0d93f70c","tickbox","Boom Lift",,,,,
"df02dde4-9f96-5eed-8026-1cae025cbb2d","tickbox","Scissor Lift",,,,,
"e9609037-2a55-5d22-888a-ade8915f8581","tickbox","Vertical Lift",,,,,
,"checkpoint","4. Employee Competency",,,,,
"f28a3aad-8fd2-57ec-a107-b922f319121f","textbox","Name:",,,,,
"ea2efec7-5206-5deb-8a5a-a1b23da965d3","note","Role:",,,,,
"0ebf6c74-2e86-5fb3-b0c4-24e114c4da13","tickbox","Operator",,,,,
"d1b97ff0-d5fb-5520-91ea-209a06a7f48e","tickbox","Spotter",,,,,
"2cdb2167-0f98-599d-b35e-cb50ba4f92b8","note","Licences/Tickets Held:",,,,,
"62b101db-568a-5f7f-8d9d-7409539693b5","tickbox","WP High Risk",,,,,
"a80da644-ff1e-5a6d-9b82-dfa8680bfafc","tickbox","Boom Lift",,,,,
"3e439241-a650-5f7f-af0e-70745bb2b7f6","tickbox","Scissor Lift",,,,,
"2b9ec7e6-a1f0-55d4-9cd3-29260b8ef428","tickbox","Vertical Lift",,,,,
,"checkpoint","5. Employee Competency",,,,,
"75dc3649-1aa9-59b9-983a-127639717ca9","textbox","Name:",,,,,
"8b1aeb6f-23ea-5fcb-9672-016fc7ee3ea0","note","Role:",,,,,
"2ac2daed-d68c-5a44-b140-1334c63fc2ca","tickbox","Operator",,,,,
"2a68994a-f21c-54e5-ba51-7ebd10965134","tickbox","Spotter",,,,,
"bcc2d129-a6cd-5d0b-9cbc-355ecfcd5c07","note","Licences/Tickets Held:",,,,,
"c6c6dfcc-597f-591b-a66f-b26b5f0d77df","tickbox","WP High Risk",,,,,
"e48f4801-fa3f-5dac-b4c3-54b413a34cb3","tickbox","Boom Lift",,,,,
"eb3e4533-243e-5340-8c41-8b2b149f446f","tickbox","Scissor Lift",,,,,
"27f3cc0b-5823-5a7c-9740-688d8500fda9","tickbox","Vertical Lift",,,,,
,"checkpoint","6. Declaration (to be completed by competent peron(s) noted in Section 1.",,,,,
"cdf15557-25cf-5a50-8885-40242a2ebb29","button","All 'Operators' hold the appropriate licence/ ticket for Plant/ MEWP","Yes, No",,,,
"7ab43cd6-82eb-565e-a480-419b1b307561","button","All 'Operators' understand the operational controls and emergency functions","Yes, No",,,,
"f82c6da8-a20b-55fd-a181-ab576becb15e","button","All 'Operators' are aware of the logbook and pre-start requirements","Yes, No",,,,
"3f0a42fa-fc1d-547d-80f8-d00c0d969ad8","button","All Ground Support understand the emergency functions","Yes, No",,,,
"6abf61e9-cb4b-5f47-ae38-70ed2a8b2fdc","button","All GM Fire employees on site have participated in an emergency drill","Yes, No",,,,
"8345e406-faa6-5d37-be16-d60307803e44","button","All GM Fire employees have signed onto applicable SWMS","Yes, No",,,,
,"signoff","BY SIGNING I CONFIRM I HAVE ALL PERSON(S) LISTED ARE COMPETENT TO OPERATE THE LISTED PLANT/ MEWP ON THIS SITE.",,,,,

,"checklist-flat","ASSESS-005 Confined Spaces Risk","","ASSESS-005 Confined Spaces Risk",,1,"505d76e8-b1a4-4df6-b85f-d6b6bb7e2b14"
,"checkpoint","Details",,,,,
"37b6bb45-8b12-56ae-8f7c-06cfe607308f","note","Use this form to document the risk management process for a Confined Space.",,,,,
"d23b264c-b4fc-5feb-bfdc-85b28ed9fb2e","date","Date of Assessment:",,,,,
"835eed32-0c8e-5e96-a1aa-7599ce2d8e7a","textbox","Name of Assessor(s):",,,,,
"0903b9d0-901c-52ff-971a-b68cc0860625","textbox","Position(s):",,,,,
,"checkpoint","Hazard Identification",,,,,
"48db7c9d-d247-58f4-925b-7d350519ad04","textbox","What Hazard/ Risk is associated with the task?",,,,,
"94b108f3-39f6-57df-b939-b28b28b68f4c","textbox","Planned control measure to remove/ minimize hazards/ risks",,,,,
"56676e03-ce74-56fd-b183-43c573f5ff4f","textbox","What Hazard/ Risk is associated with the task?",,,,,
"5357fc2d-8e16-534b-8a3a-c657f07dbaf0","textbox","Planned control measure to remove/ minimize hazards/ risks",,,,,
"54945473-1059-541a-a50a-17ce6cc6cc5a","textbox","What Hazard/ Risk is associated with the task?",,,,,
"7070b842-061d-58f7-94db-4e60845c53a8","textbox","Planned control measure to remove/ minimize hazards/ risks",,,,,
"37b9fc21-61d9-5619-94db-39fe61338a34","textbox","What Hazard/ Risk is associated with the task?",,,,,
"d6d2c5a2-1d5a-5904-b6a3-78c381e9689e","textbox","Planned control measure to remove/ minimize hazards/ risks",,,,,
"821a9c8a-949c-59d7-86cf-6a9f93c97f38","textbox","What Hazard/ Risk is associated with the task?",,,,,
"657faf9a-c4cc-52d9-ac9d-2ec8554283ee","textbox","Planned control measure to remove/ minimize hazards/ risks",,,,,
,"checkpoint","Review",,,,,
"53d51c99-e2be-5550-86a6-99fe6ed28def","button","Does the Risk Assessment Identify that confined space work is involved?","Yes, No",,,,
"42684e86-a4e8-5ecb-9abc-26f5d938dca2","note","If YES the Confined Space Work Permit MUST be completed",,,,,
"e1700a0b-d345-5121-92d9-d5c9ab6cc16f","note","NOTE: EMERGENCY & RESCUE PROCEDURE: Where an accident occurs which requires that an emergency rescue be attempted, the standby/ rescue person is to immediately contact EMERGENCY SERVICES on 000 for assistance.",,,,,
,"checkpoint","Assessor Signoff",,,,,
"075bc9a7-5792-516f-8e66-fa5783e63bc2","date","Scheduled review date:",,,,,
,"signoff","BY SINGING I CONFIRM I WAS RESPONSIBLE FOR CONDUCTING THIS ASSESSMENT.",,,,,

,"checklist-flat","ASSESS-006 Job Safety","","ASSESS-006 Job Safety",,1,"f8e5ded7-7d56-4451-86c8-e98b2b2279df"
,"checkpoint","Client Details",,,,,
"80bd7a51-a4a7-5780-a8f5-9fe17ffe8a52","textbox","Client: i.e. Principal Contractor",,,,,
"c2857398-ad6c-50a4-96c9-3c52f23a56bc","textbox","Client Contact Name: Responsible Person(s)",,,,,
"a7d7df66-c625-5bff-b247-22212d4f0e64","textbox","Client Contact Phone:",,,,,
"b13b3304-ffe0-5ae7-aaf8-edc9cd138706","textbox","Client Contact Email:",,,,,
,"checkpoint","Job Safety Analysis Details",,,,,
"a469947d-2b3a-5f33-ab44-b9b4c69ea6c0","textbox","Work Activity:",,,,,
"905ccc21-6021-5239-b384-ce635906b5f6","textbox","Location:",,,,,
"f7415c33-244e-520c-aa67-d500d8462829","textbox","Who is involved in the activity?",,,,,
"d3e89825-380c-546b-bc9e-6bf4a989d47a","textbox","Plant and Equipment used:",,,,,
"9ecacf20-f268-5ac9-b799-d5c0514a6fa1","textbox","Maintenance checks required:",,,,,
"24a90a79-f140-5fa1-beb7-898f715e5ec2","textbox","Tools used:",,,,,
"d7752dc5-7792-5e83-85a2-2f755be77b58","textbox","Materials used:",,,,,
"ece19453-cb90-52cd-9876-7d0c27c41dc9","textbox","PPE used:",,,,,
"6bb36893-2014-5bf4-952d-0f70fb3768d6","textbox","Certificates, permits and/approvals required:",,,,,
"162b772e-9fd6-546e-8ea2-775953e4d1ef","textbox","Relevant legislation, codes, standard MSDs etc. applicable to this activity",,,,,
,"signoff","This JSA has been authorized by:",,,,,
,"checkpoint","Job Safety Assessment",,,,,
"cf688ca6-79f7-5725-beae-bbb986ea808f","note","Refer to the attached Risk Ratings table to complete the following..",,,,,
"518f8c17-4d86-5802-8ac3-eff5f5e3e04e","textbox","Job Step Details:",,,,,
"6992fa52-dea4-5713-84bb-25bb72ba0267","textbox","Potential Hazards:",,,,,
"170af513-7c4e-58f9-82c1-42e002c4f9e6","textbox","Name of Person(s) Responsible for work:",,,,,
"441de0fc-7b8b-5d41-a660-e67788b9af79","button","Risk Rating:","Low, Moderate, High, Critical, Catastrophic",,,,
"14fbe82a-5cf5-56ee-9a93-4773e6b44185","button","How to Control Risks:","Eliminate, Substitute, Engineering, Administrative, PPE",,,,
"6a6d2b9e-2883-5f6b-a805-500282b8e409","textbox","Job Step Details:",,,,,
"e3e3f2a8-1e9e-519d-86db-d0ce85cedc3b","textbox","Potential Hazards:",,,,,
"493a06ff-81e8-582a-81ce-c4cef7fdacf8","textbox","Name of Person(s) Responsible for work:",,,,,
"7e3c6315-640b-59c3-8f82-3b22df845571","button","Risk Rating:","Low, Moderate, High, Critical, Catastrophic",,,,
"6b86c4a5-f3fb-54c1-90d2-f82140454b05","button","How to Control Risks:","Eliminate, Substitute, Engineering, Administrative, PPE",,,,
"801a71e8-668c-5a21-a6c2-af5c69dbad86","textbox","Job Step Details:",,,,,
"2363a798-0025-5ec9-92eb-65b8a2a365c2","textbox","Potential Hazards:",,,,,
"421845c0-c4a7-5a27-9477-fc28cefc3957","textbox","Name of Person(s) Responsible for work:",,,,,
"267a0ea0-9c62-53b1-ac4e-a29251822f3a","button","Risk Rating:","Low, Moderate, High, Critical, Catastrophic",,,,
"c22b32e4-7bf8-5a3f-98b1-7a8559bb4c18","button","How to Control Risks:","Eliminate, Substitute, Engineering, Administrative, PPE",,,,
,"checkpoint","Signoff",,,,,
,"signoff","This job safety analysis has been developed through consultation with our employees and has been read, understood and signed by all employees undertaking the works:",,,,,

,"checklist","CHECK-002 Site Inspection","","CHECK-002 Site Inspection",,0,"2f813446-4b4d-4034-8d01-092638082845"
,"section","1. Administrative, training and risk management requirements",,,,,
,"checkpoint","1.1 - So far as reasonably practicable, all workers carrying out construction work on the project have been made aware of the content of the WHS management plan, including any updates, and their right to inspect the plan.",,,,,
,"checkpoint","1.2 - All workers carrying out construction work have received the general construction induction training.",,,,,
,"checkpoint","1.3 - Workers have been informed of the site-specific health and safety rules.",,,,,
,"checkpoint","1.4 - Suitable and adequate information, training, and instruction has been provided to workers in relation to work they are carrying out.",,,,,
,"checkpoint","1.5 - Personal protective equipment (PPE) is being worn in accordance with the projects requirements.",,,,,
,"section","2. Safe work method statements",,,,,
,"checkpoint","2.1 - A safe work method statement (SWMS) has been prepared for each high risk construction work activity that is underway or about to commence.",,,,,
,"checkpoint","2.2 - Workers have reviewed and signed off on the relevant SWMS",,,,,
,"checkpoint","2.3 - High risk construction work activities are being carried out in accordance with the relevant SWMS.",,,,,
,"section","3. The work environment",,,,,
,"checkpoint","3.1 - The work environment has been maintained such that it is clean and in a safe condition.",,,,,
