"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"24efba84-0924-49cc-aa49-9879af8527d5","","folder-normal","work-in-progress","","step","TRUE","FALSE","Building C"
"47d67329-a92a-4103-be50-3f161e168b60","","folder-normal","work-in-progress","","step","TRUE","FALSE","Building C","Level B1"
"28a2945f-7b1e-4a18-bb8a-817bb7ac168f","","checklist-sectioned","not-started","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building C","Level 1","C-L1-P41"
"b111fa4a-f22c-41e4-ade7-8e492b0300bc","","checklist-sectioned","not-started","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building C","Level 1","C-L1-P42"
"98975fef-4b11-4242-93ea-dfd557a553ec","","checklist-sectioned","not-started","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building C","Level 1","C-L1-P43"
"5e935c11-2470-4e58-8d4f-b25bdff8acbe","","checklist-sectioned","not-started","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building C","Level 1","C-L1-P44"
"771e282e-b289-4532-9215-46a0bd3f71fa","","checklist-sectioned","not-started","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building C","Level 1","C-L1-P45"
"1e1bf738-c173-45a6-82ac-c13aec981124","","checklist-sectioned","not-started","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building C","Level 1","C-L1-P46"
"97ffaa12-b590-4203-813c-053a838ae0b2","","checklist-sectioned","not-started","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building C","Level 1","C-L1-P47"
"4b223fef-3807-4ec4-afa7-c208e360fbfe","","checklist-sectioned","not-started","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building C","Level 1","C-L1-P48"
"48694f56-18f5-4223-8cd4-4739ce0b311f","","checklist-sectioned","not-started","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building C","Level 1","C-L1-P49"
"11a07a1c-1427-435c-a6bb-dadda5cf9005","","checklist-sectioned","not-started","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building C","Level 1","C-L1-P50"
"4f3083f3-0c51-4b66-924e-057369c41990","","checklist-sectioned","not-started","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building C","Level 1","C-L1-P51"
"d02ac7d5-1dc0-4a46-8079-a0194a248d14","","checklist-sectioned","not-started","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building C","Level 1","C-L1-P52"
"09823cef-b032-4e2a-9adf-e10409ea80c5","","checklist-sectioned","not-started","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building C","Level 1","C-L1-P53"
"6b5e2063-68b9-4ff0-b474-ad2563bc55f8","","checklist-sectioned","not-started","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building C","Level 1","C-L1-P54"
"f1766772-8b66-427e-bd32-d1499b62366b","","checklist-sectioned","not-started","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building C","Level 1","C-L1-P55"
"d1f4f4d8-628e-4382-8e3b-fef221ab03ba","","checklist-sectioned","not-started","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building C","Level 1","C-L1-P56"
"d57fa33b-3960-4648-bb58-98e49b3eb883","","checklist-sectioned","not-started","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building C","Level 1","C-L1-P57"
"77544143-b844-449d-93fa-1b0f4a44e139","","checklist-sectioned","not-started","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building C","Level 1","C-L1-P58"
"f5d9a49b-efbd-4c28-9ae1-3c0131d38fc0","","folder-normal","work-in-progress","","step","TRUE","FALSE","Building D"
"3ecf064a-36c0-4b51-820a-21c7173bfdec","","folder-normal","work-in-progress","","step","TRUE","FALSE","Building D","Level B1"
"8edf398f-a326-4e09-9de9-271b20a6e5f4","","checklist-sectioned","work-in-progress","85d9c695a1fcf5eef6ee08e97718a9ab963293a4895ee414e0237b778d242e19","checklist","FALSE","FALSE","Building D","Level B1","D-B1-P101"
"ee6b1fb3-3295-408b-8b8e-0cfa04c16bcd","","checklist-sectioned","work-in-progress","85d9c695a1fcf5eef6ee08e97718a9ab963293a4895ee414e0237b778d242e19","checklist","FALSE","FALSE","Building D","Level B1","D-B1-P103"
"91e15dad-1ec1-4bcb-bffe-4dda18d55878","","checklist-sectioned","work-in-progress","85d9c695a1fcf5eef6ee08e97718a9ab963293a4895ee414e0237b778d242e19","checklist","FALSE","FALSE","Building D","Level B1","D-B1-P105"
"18e3eada-04bc-4c91-aa02-d753e1aa27eb","","checklist-sectioned","work-in-progress","85d9c695a1fcf5eef6ee08e97718a9ab963293a4895ee414e0237b778d242e19","checklist","FALSE","FALSE","Building D","Level B1","D-B1-P107"
"f847f12c-349d-4797-8406-2ba5a0b7c472","","checklist-sectioned","work-in-progress","85d9c695a1fcf5eef6ee08e97718a9ab963293a4895ee414e0237b778d242e19","checklist","FALSE","FALSE","Building D","Level B1","D-B1-P108"
"6b0784a5-7cd7-4202-94f5-cb8abf26e581","","checklist-sectioned","work-in-progress","85d9c695a1fcf5eef6ee08e97718a9ab963293a4895ee414e0237b778d242e19","checklist","FALSE","FALSE","Building D","Level B1","D-B1-P111"
"e74b089a-7940-4959-94bf-575e7032f9be","","checklist-sectioned","work-in-progress","85d9c695a1fcf5eef6ee08e97718a9ab963293a4895ee414e0237b778d242e19","checklist","FALSE","FALSE","Building D","Level B1","D-B1-P112"
"a09c73e7-10d6-4b9f-be3e-83446764f3cd","","checklist-sectioned","work-in-progress","85d9c695a1fcf5eef6ee08e97718a9ab963293a4895ee414e0237b778d242e19","checklist","FALSE","FALSE","Building D","Level B1","D-B1-P113"
"ad35cbab-4a40-48fe-9250-3e04da60fe84","","checklist-sectioned","work-in-progress","85d9c695a1fcf5eef6ee08e97718a9ab963293a4895ee414e0237b778d242e19","checklist","FALSE","FALSE","Building D","Level B1","D-B1-P115"
"499be47a-2b11-4e69-ba0e-c7fb52bebf62","","folder-normal","pass","","step","TRUE","FALSE","Building D","Level B2"
"0f12859c-7fa4-4e04-a248-07f610e29787","","checklist-sectioned","pass","85d9c695a1fcf5eef6ee08e97718a9ab963293a4895ee414e0237b778d242e19","checklist","FALSE","FALSE","Building D","Level B2","D-B2-C101"
"c88b2151-961b-403e-a5ce-90f1417df656","","checklist-sectioned","pass","85d9c695a1fcf5eef6ee08e97718a9ab963293a4895ee414e0237b778d242e19","checklist","FALSE","FALSE","Building D","Level B2","D-B2-C102"
"a9aa02ce-ccd2-407b-a958-ca8fe808ddfb","","checklist-sectioned","pass","85d9c695a1fcf5eef6ee08e97718a9ab963293a4895ee414e0237b778d242e19","checklist","FALSE","FALSE","Building D","Level B2","D-B2-C103"
"1fb0ae77-aeed-4613-83e1-f7c142d51c03","","checklist-sectioned","pass","85d9c695a1fcf5eef6ee08e97718a9ab963293a4895ee414e0237b778d242e19","checklist","FALSE","FALSE","Building D","Level B2","D-B2-C104"
"acdb3b93-d575-4ed2-92dc-9a00bfd41a74","","checklist-sectioned","pass","85d9c695a1fcf5eef6ee08e97718a9ab963293a4895ee414e0237b778d242e19","checklist","FALSE","FALSE","Building D","Level B2","D-B2-C105"
"932b8a51-ab55-4042-b397-72f06f216dc3","","checklist-sectioned","pass","85d9c695a1fcf5eef6ee08e97718a9ab963293a4895ee414e0237b778d242e19","checklist","FALSE","FALSE","Building D","Level B2","D-B2-C106"
"cbfe0d51-2d50-4032-bee0-9925e7f1cb94","","checklist-sectioned","pass","85d9c695a1fcf5eef6ee08e97718a9ab963293a4895ee414e0237b778d242e19","checklist","FALSE","FALSE","Building D","Level B2","D-B2-C107"
"f474d833-e64a-40f2-901b-dda3a5e07d0e","","checklist-sectioned","pass","85d9c695a1fcf5eef6ee08e97718a9ab963293a4895ee414e0237b778d242e19","checklist","FALSE","FALSE","Building D","Level B2","D-B2-C108"
"602c6f67-c5ad-4356-bf97-3a46b8188d90","","checklist-sectioned","pass","85d9c695a1fcf5eef6ee08e97718a9ab963293a4895ee414e0237b778d242e19","checklist","FALSE","FALSE","Building D","Level B2","D-B2-C109"
"bdee1c6e-8687-43ab-a33c-4741750d37e4","","checklist-sectioned","pass","85d9c695a1fcf5eef6ee08e97718a9ab963293a4895ee414e0237b778d242e19","checklist","FALSE","FALSE","Building D","Level B2","D-B2-C110"
"459ae603-fcbf-41d6-87cf-9a553f89e6a1","","checklist-sectioned","pass","85d9c695a1fcf5eef6ee08e97718a9ab963293a4895ee414e0237b778d242e19","checklist","FALSE","FALSE","Building D","Level B2","D-B2-C111"
"7ee8e857-6d5c-4770-9430-53126fb13866","","checklist-sectioned","pass","85d9c695a1fcf5eef6ee08e97718a9ab963293a4895ee414e0237b778d242e19","checklist","FALSE","FALSE","Building D","Level B2","D-B2-C112"
"a71af99f-5a4d-4233-b41b-46a065bab44b","","checklist-sectioned","pass","85d9c695a1fcf5eef6ee08e97718a9ab963293a4895ee414e0237b778d242e19","checklist","FALSE","FALSE","Building D","Level B2","D-B2-C113"
"d8ade6bb-d418-448b-8fee-750d3fe55dce","","checklist-sectioned","pass","85d9c695a1fcf5eef6ee08e97718a9ab963293a4895ee414e0237b778d242e19","checklist","FALSE","FALSE","Building D","Level B2","D-B2-C114"
"bf77eba7-2ed6-4f28-a1d4-ed73dad6a37a","","checklist-sectioned","pass","85d9c695a1fcf5eef6ee08e97718a9ab963293a4895ee414e0237b778d242e19","checklist","FALSE","FALSE","Building D","Level B2","D-B2-C115"
"0101d25c-0c86-4b6c-bc5b-ba4d2b64e342","","checklist-sectioned","pass","85d9c695a1fcf5eef6ee08e97718a9ab963293a4895ee414e0237b778d242e19","checklist","FALSE","FALSE","Building D","Level B2","D-B2-C116"
"234b788e-736f-4bd6-a60d-e8fc64387441","","checklist-sectioned","pass","85d9c695a1fcf5eef6ee08e97718a9ab963293a4895ee414e0237b778d242e19","checklist","FALSE","FALSE","Building D","Level B2","D-B2-C117"
"283c564b-fe48-4967-ae18-f7ba22724d73","","checklist-sectioned","pass","85d9c695a1fcf5eef6ee08e97718a9ab963293a4895ee414e0237b778d242e19","checklist","FALSE","FALSE","Building D","Level B2","D-B2-C118"
"ad62a472-6b7e-4e5e-9b82-8f85f73237d7","","checklist-sectioned","pass","85d9c695a1fcf5eef6ee08e97718a9ab963293a4895ee414e0237b778d242e19","checklist","FALSE","FALSE","Building D","Level B2","D-B2-C119"
"0762c14d-ab0b-4c2e-b7b8-a4db31dec3be","","checklist-sectioned","pass","85d9c695a1fcf5eef6ee08e97718a9ab963293a4895ee414e0237b778d242e19","checklist","FALSE","FALSE","Building D","Level B2","D-B2-C120"
"6846db73-6e6e-4e88-a161-572ee5c00e87","","checklist-sectioned","pass","85d9c695a1fcf5eef6ee08e97718a9ab963293a4895ee414e0237b778d242e19","checklist","FALSE","FALSE","Building D","Level B2","D-B2-C121"
"49c33bbd-4e9d-4f6e-8173-6a035662a161","","checklist-sectioned","pass","85d9c695a1fcf5eef6ee08e97718a9ab963293a4895ee414e0237b778d242e19","checklist","FALSE","FALSE","Building D","Level B2","D-B2-C122"
"0d25482e-db87-4ccd-baa3-cc921044db75","","checklist-sectioned","pass","85d9c695a1fcf5eef6ee08e97718a9ab963293a4895ee414e0237b778d242e19","checklist","FALSE","FALSE","Building D","Level B2","D-B2-C123"
"a0160560-cdd6-403c-b53d-e88624663406","","checklist-sectioned","pass","85d9c695a1fcf5eef6ee08e97718a9ab963293a4895ee414e0237b778d242e19","checklist","FALSE","FALSE","Building D","Level B2","D-B2-P101"
"46640147-2e86-44ad-a2b1-7b54ef103a81","","checklist-sectioned","pass","85d9c695a1fcf5eef6ee08e97718a9ab963293a4895ee414e0237b778d242e19","checklist","FALSE","FALSE","Building D","Level B2","D-B2-P102"
"b5ef7420-aff5-4ab3-b228-df629888feb9","","checklist-sectioned","pass","85d9c695a1fcf5eef6ee08e97718a9ab963293a4895ee414e0237b778d242e19","checklist","FALSE","FALSE","Building D","Level B2","D-B2-P103"
"448f1bb6-fcab-4440-88d1-80140a566f4b","","checklist-sectioned","pass","85d9c695a1fcf5eef6ee08e97718a9ab963293a4895ee414e0237b778d242e19","checklist","FALSE","FALSE","Building D","Level B2","D-B2-P104"
"2c1ac0e6-e990-43cd-a94e-ae9db62417e7","","checklist-sectioned","pass","85d9c695a1fcf5eef6ee08e97718a9ab963293a4895ee414e0237b778d242e19","checklist","FALSE","FALSE","Building D","Level B2","D-B2-P105"
"02295240-c692-40cd-b1a5-1bac83c97b1c","","checklist-sectioned","pass","85d9c695a1fcf5eef6ee08e97718a9ab963293a4895ee414e0237b778d242e19","checklist","FALSE","FALSE","Building D","Level B2","D-B2-P106"
"32b95f15-141a-424c-a005-b61d13d27144","","checklist-sectioned","pass","85d9c695a1fcf5eef6ee08e97718a9ab963293a4895ee414e0237b778d242e19","checklist","FALSE","FALSE","Building D","Level B2","D-B2-P107"
"0d6c04db-bb36-4907-b176-2584697304cd","","checklist-sectioned","pass","85d9c695a1fcf5eef6ee08e97718a9ab963293a4895ee414e0237b778d242e19","checklist","FALSE","FALSE","Building D","Level B2","D-B2-P108"
"89b9580a-0a16-42a0-90c1-ac5cb5cd94d5","","checklist-sectioned","pass","85d9c695a1fcf5eef6ee08e97718a9ab963293a4895ee414e0237b778d242e19","checklist","FALSE","FALSE","Building D","Level B2","D-B2-P110"
"dd985b76-280b-4e18-95ba-29259661c83f","","checklist-sectioned","pass","85d9c695a1fcf5eef6ee08e97718a9ab963293a4895ee414e0237b778d242e19","checklist","FALSE","FALSE","Building D","Level B2","D-B2-P111"
"da905197-fc67-4358-9276-ad1e9e7ee14f","","checklist-sectioned","pass","85d9c695a1fcf5eef6ee08e97718a9ab963293a4895ee414e0237b778d242e19","checklist","FALSE","FALSE","Building D","Level B2","D-B2-P112"
"c54812c3-7bcb-4fa3-93b4-c643622658e9","","checklist-sectioned","pass","85d9c695a1fcf5eef6ee08e97718a9ab963293a4895ee414e0237b778d242e19","checklist","FALSE","FALSE","Building D","Level B2","D-B2-P114"
"e1aa16f4-178b-4cf8-ab01-2d737489ed69","","checklist-sectioned","pass","85d9c695a1fcf5eef6ee08e97718a9ab963293a4895ee414e0237b778d242e19","checklist","FALSE","FALSE","Building D","Level B2","D-B2-P115"
