"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"2dba1e85-7dca-453c-92b8-a45bf5328af2","","folder-normal","fail","","step","TRUE","FALSE","Basement 1"
"43256c48-c309-42f5-a4a5-e081722f8a30","","checklist-sectioned","pass","85d9c695a1fcf5eef6ee08e97718a9ab963293a4895ee414e0237b778d242e19","checklist","FALSE","FALSE","Level 3","3-C13"
"6a9e028a-21b9-431c-babf-3bf3ee3aea79","","checklist-sectioned","work-in-progress","85d5ac6d7cae2a3af9505fe4a1e6fcec3061da05268fa453e6f2c24b0c6b5092","checklist","FALSE","FALSE","Level 3","L3-P01"
"93aaa012-e76e-4d04-9a04-10fd67080582","","checklist-sectioned","work-in-progress","85d5ac6d7cae2a3af9505fe4a1e6fcec3061da05268fa453e6f2c24b0c6b5092","checklist","FALSE","FALSE","Level 3","L3-P02"
"c1691875-5822-4998-bdce-1b27acaa05cc","","checklist-sectioned","work-in-progress","85d5ac6d7cae2a3af9505fe4a1e6fcec3061da05268fa453e6f2c24b0c6b5092","checklist","FALSE","FALSE","Level 3","L3-P03"
"47b237c7-094b-453c-ae3d-b7f12785bfa8","","checklist-sectioned","work-in-progress","85d5ac6d7cae2a3af9505fe4a1e6fcec3061da05268fa453e6f2c24b0c6b5092","checklist","FALSE","FALSE","Level 3","L3-P04"
"08b5b4b1-7c0a-486b-91fd-dbd0f0a8deef","","checklist-sectioned","pass","85d9c695a1fcf5eef6ee08e97718a9ab963293a4895ee414e0237b778d242e19","checklist","FALSE","FALSE","Level 3","L3-P11"
"899821a0-e09b-4246-a69c-01a6aaa91f62","","checklist-sectioned","not-started","85d5ac6d7cae2a3af9505fe4a1e6fcec3061da05268fa453e6f2c24b0c6b5092","checklist","FALSE","FALSE","Level 3","L3-P12"
"c5db812d-7c40-4ecd-a78a-5d5ba21bdf75","","checklist-sectioned","not-started","85d5ac6d7cae2a3af9505fe4a1e6fcec3061da05268fa453e6f2c24b0c6b5092","checklist","FALSE","FALSE","Level 3","L3-P13"
"59a36061-cb1a-4652-ad0e-66340e6905eb","","checklist-sectioned","pass","85d9c695a1fcf5eef6ee08e97718a9ab963293a4895ee414e0237b778d242e19","checklist","FALSE","FALSE","Level 3","L3-P14"
"69193454-9201-49b0-b63c-b4fe9b887607","","checklist-sectioned","pass","85d9c695a1fcf5eef6ee08e97718a9ab963293a4895ee414e0237b778d242e19","checklist","FALSE","FALSE","Level 3","L3-P15"
"8d5fec13-e077-428c-b397-c194a550c861","","checklist-sectioned","pass","85d9c695a1fcf5eef6ee08e97718a9ab963293a4895ee414e0237b778d242e19","checklist","FALSE","FALSE","Level 3","L3-P15A"
"19cbf1fc-bd58-44f9-bb0c-66122e202294","","checklist-sectioned","not-started","85d5ac6d7cae2a3af9505fe4a1e6fcec3061da05268fa453e6f2c24b0c6b5092","checklist","FALSE","FALSE","Level 3","L3-P16"
"68e43022-8e32-45a8-8988-0393cd9034f3","","checklist-sectioned","pass","85d9c695a1fcf5eef6ee08e97718a9ab963293a4895ee414e0237b778d242e19","checklist","FALSE","FALSE","Level 3","L3-P17"
"e4a91705-0020-4dce-84ce-0ab3bcd710b1","","checklist-sectioned","work-in-progress","85d5ac6d7cae2a3af9505fe4a1e6fcec3061da05268fa453e6f2c24b0c6b5092","checklist","FALSE","FALSE","Level 3","L3-P18"
"3d992764-f68b-4033-aeb2-45391f55477d","","checklist-sectioned","work-in-progress","85d5ac6d7cae2a3af9505fe4a1e6fcec3061da05268fa453e6f2c24b0c6b5092","checklist","FALSE","FALSE","Level 3","L3-P19"
"bb9f3b3e-98a7-4435-8487-0cb44914010e","","checklist-sectioned","work-in-progress","85d5ac6d7cae2a3af9505fe4a1e6fcec3061da05268fa453e6f2c24b0c6b5092","checklist","FALSE","FALSE","Level 3","L3-P19A"
"61065ee2-1f26-4b02-bcb2-35c7ff7c5c51","","checklist-sectioned","work-in-progress","85d5ac6d7cae2a3af9505fe4a1e6fcec3061da05268fa453e6f2c24b0c6b5092","checklist","FALSE","FALSE","Level 3","L3-P20"
"4a3c46b8-b878-4a4c-bde3-77961bba673f","","checklist-sectioned","work-in-progress","85d9c695a1fcf5eef6ee08e97718a9ab963293a4895ee414e0237b778d242e19","checklist","FALSE","FALSE","Level 3","L3-P21"
"78936e17-d355-49e6-a585-ff59e02ac176","","checklist-sectioned","not-started","85d5ac6d7cae2a3af9505fe4a1e6fcec3061da05268fa453e6f2c24b0c6b5092","checklist","FALSE","FALSE","Level 3","L3-P22"
"b85b3794-2329-4498-8ffb-3582e404560f","","checklist-sectioned","not-started","85d5ac6d7cae2a3af9505fe4a1e6fcec3061da05268fa453e6f2c24b0c6b5092","checklist","FALSE","FALSE","Level 3","L3-P23"
"6339aa94-ae82-4c0b-986a-6a8d77b6a0a0","","checklist-sectioned","not-started","85d5ac6d7cae2a3af9505fe4a1e6fcec3061da05268fa453e6f2c24b0c6b5092","checklist","FALSE","FALSE","Level 3","L3-P25"
"753d3d62-6346-4f97-a381-652e46a868e5","","checklist-sectioned","pass","85d9c695a1fcf5eef6ee08e97718a9ab963293a4895ee414e0237b778d242e19","checklist","FALSE","FALSE","Level 3","L3-P26"
"054cfe9d-5a33-46e7-ae0e-d056695eb85c","","checklist-sectioned","pass","85d9c695a1fcf5eef6ee08e97718a9ab963293a4895ee414e0237b778d242e19","checklist","FALSE","FALSE","Level 3","L3-P27"
"fc0ccf6d-7a12-4170-8e23-58abd11fd764","","checklist-sectioned","pass","85d9c695a1fcf5eef6ee08e97718a9ab963293a4895ee414e0237b778d242e19","checklist","FALSE","FALSE","Level 3","L3-P28"
"3fd12fbc-124c-49b8-98aa-27e97ab4cd50","","checklist-sectioned","pass","85d9c695a1fcf5eef6ee08e97718a9ab963293a4895ee414e0237b778d242e19","checklist","FALSE","FALSE","Level 3","L3-P29"
"17f915d6-f65a-4c7e-9a4d-49d9f1ed64b3","","checklist-sectioned","pass","85d9c695a1fcf5eef6ee08e97718a9ab963293a4895ee414e0237b778d242e19","checklist","FALSE","FALSE","Level 3","L3-P30"
"14b79d79-e993-4ac0-b4f0-daaca057094e","","checklist-sectioned","work-in-progress","85d9c695a1fcf5eef6ee08e97718a9ab963293a4895ee414e0237b778d242e19","checklist","FALSE","FALSE","Level 3","L3-P33"
"d36d28da-a46f-4308-881b-e52605c580ad","","checklist-sectioned","not-started","85d5ac6d7cae2a3af9505fe4a1e6fcec3061da05268fa453e6f2c24b0c6b5092","checklist","FALSE","FALSE","Level 3","L3-P34"
"b8b24dd4-f785-413f-bb56-ccfd1efb9d14","","checklist-sectioned","not-started","85d5ac6d7cae2a3af9505fe4a1e6fcec3061da05268fa453e6f2c24b0c6b5092","checklist","FALSE","FALSE","Level 3","L3-P39"
"df14d1b8-df5b-43bc-8875-88c30e067ef7","","checklist-sectioned","not-started","85d5ac6d7cae2a3af9505fe4a1e6fcec3061da05268fa453e6f2c24b0c6b5092","checklist","FALSE","FALSE","Level 3","L3-P40"
"0593bd8f-df86-407f-8b99-6f287cb98c7f","","checklist-sectioned","not-started","85d5ac6d7cae2a3af9505fe4a1e6fcec3061da05268fa453e6f2c24b0c6b5092","checklist","FALSE","FALSE","Level 3","L3-P41"
"f7f20f79-3da0-4b8a-b1dd-aa34d9cc4cb0","","checklist-sectioned","not-started","85d5ac6d7cae2a3af9505fe4a1e6fcec3061da05268fa453e6f2c24b0c6b5092","checklist","FALSE","FALSE","Level 3","L3-P42"
"171c34fd-1375-4867-8d07-0d0b8c85dd52","","checklist-sectioned","not-started","85d5ac6d7cae2a3af9505fe4a1e6fcec3061da05268fa453e6f2c24b0c6b5092","checklist","FALSE","FALSE","Level 3","L3-P43"
"c6068a03-d125-4213-ac68-c05bddfd6dcd","","checklist-sectioned","work-in-progress","85d9c695a1fcf5eef6ee08e97718a9ab963293a4895ee414e0237b778d242e19","checklist","FALSE","FALSE","Level 3","L3-P44"
"60d0218a-4532-46ef-824b-e79decf7ec33","","folder-normal","not-started","","step","TRUE","FALSE","Level 5"
"f7593e97-b3bd-43b0-8785-6fed29ec796e","","checklist-sectioned","not-started","85d5ac6d7cae2a3af9505fe4a1e6fcec3061da05268fa453e6f2c24b0c6b5092","checklist","FALSE","FALSE","Level 5","5-C01"
"29be7e8c-0347-4147-bbe2-d5607accb1e9","","checklist-sectioned","not-started","85d5ac6d7cae2a3af9505fe4a1e6fcec3061da05268fa453e6f2c24b0c6b5092","checklist","FALSE","FALSE","Level 5","5-C02"
"d21f2626-2a7b-458b-b58e-5f4e441a032e","","checklist-sectioned","not-started","85d5ac6d7cae2a3af9505fe4a1e6fcec3061da05268fa453e6f2c24b0c6b5092","checklist","FALSE","FALSE","Level 5","5-C03"
"0aa2fb2b-ac75-44e1-9419-e8e5840fa40c","","checklist-sectioned","not-started","85d5ac6d7cae2a3af9505fe4a1e6fcec3061da05268fa453e6f2c24b0c6b5092","checklist","FALSE","FALSE","Level 5","5-C04"
"9ce1aee2-f3bc-4585-bccc-7d85e8c9e3cc","","checklist-sectioned","not-started","85d5ac6d7cae2a3af9505fe4a1e6fcec3061da05268fa453e6f2c24b0c6b5092","checklist","FALSE","FALSE","Level 5","5-C05"
"f45c9330-7c9a-4448-99f7-9d34217f5d88","","checklist-sectioned","not-started","85d5ac6d7cae2a3af9505fe4a1e6fcec3061da05268fa453e6f2c24b0c6b5092","checklist","FALSE","FALSE","Level 5","5-C06"
"5abfad06-36a9-4f9f-95cb-b771780430b5","","checklist-sectioned","not-started","85d5ac6d7cae2a3af9505fe4a1e6fcec3061da05268fa453e6f2c24b0c6b5092","checklist","FALSE","FALSE","Level 5","5-C07"
"9c9fdcce-a04e-4f4e-8250-8936de01509d","","checklist-sectioned","not-started","85d5ac6d7cae2a3af9505fe4a1e6fcec3061da05268fa453e6f2c24b0c6b5092","checklist","FALSE","FALSE","Level 5","5-C08"
"a03c5d86-28c7-494f-a871-aff819bdef2d","","checklist-sectioned","not-started","85d5ac6d7cae2a3af9505fe4a1e6fcec3061da05268fa453e6f2c24b0c6b5092","checklist","FALSE","FALSE","Level 5","5-C09"
"561ed496-8131-4284-916d-3adce426b4c0","","checklist-sectioned","not-started","85d5ac6d7cae2a3af9505fe4a1e6fcec3061da05268fa453e6f2c24b0c6b5092","checklist","FALSE","FALSE","Level 5","5-C10"
"5bade5b6-217a-483b-a95a-256b1faab584","","checklist-sectioned","not-started","85d5ac6d7cae2a3af9505fe4a1e6fcec3061da05268fa453e6f2c24b0c6b5092","checklist","FALSE","FALSE","Level 5","5-C12"
"f28b5ec9-d0d7-4fe6-bf76-c259a91de598","","folder-normal","no-status-not-started","","step","FALSE","FALSE","Variations"
