type,name,values,prefix,postfix,usage count,user addable,template name,,,,,,,,,,,,,
label,Structural Properties:,,,,,,,,,,,,,,,,,,,
label,○ COEFFICIENT OF UNIFORMITY ≥ 5,,,,,,,,,,,,,,,,,,,
label,○ LIQUID LIMIT ≤ 30%,,,,,,,,,,,,,,,,,,,
label,○ PLASTICITY INDEX ≤ 12,,,,,,,,,,,,,,,,,,,
label,○ The select backfill must meet the minimum requirements of Vicroads Type A filling,,,,,,,,,,,,,,,,,,,
label,Reference: Material approval in Teambinder,,,,,,,,,,,,,,,,,,,
label,Method - Document Review,,,,,,,,,,,,,,,,,,,
label,Frequency - Each material specification,,,,,,,,,,,,,,,,,,,
label,Category - HP,,,,,,,,,,,,,,,,,,,
label,Responsibility - Nominated Authority,,,,,,,,,,,,,,,,,,,
label,Verifying Documents - Material approval,,,,,,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,,,,,,,,,,,,,
checkpoint,2.3 - General fill,,,,,,,,,,,,,,,,,,,
label,Reference - IFC Drawings VR 204,,,,,,,,,,,,,,,,,,,
label,Acceptance Criteria - Backfill behind the reinforced block shall be Vicroads Type B or better in accordance with Vicroads standard specification 204:,,,,,,,,,,,,,,,,,,,
label,○ Select General fill shall comply with the requirements of the RSS designer (RW05-RW06):,,,,,,,,,,,,,,,,,,,
label,○ UNIT WEIGHT: ≤ 19 kN/m³ ,,,,,,,,,,,,,,,,,,,
label,○ COHESION (MIN): ≤ 2 kPa,,,,,,,,,,,,,,,,,,,
label,○ INTERNAL FRICTION ANGLE (Min): ≥ 30° ,,,,,,,,,,,,,,,,,,,
label,Reference: Material approval in Teambinder,,,,,,,,,,,,,,,,,,,
label,Method - Document Review,,,,,,,,,,,,,,,,,,,
label,Frequency - Each material specification,,,,,,,,,,,,,,,,,,,
label,Category - HP,,,,,,,,,,,,,,,,,,,
label,Responsibility - Nominated Authority,,,,,,,,,,,,,,,,,,,
label,Verifying Documents - Material approval,,,,,,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,,,,,,,,,,,,,
checkpoint,2.4 - Perforated Pipe-material ,,,,,,,,,,,,,,,,,,,
label,Reference - IFC Drawings,,,,,,,,,,,,,,,,,,,
label,Acceptance Criteria - Perforated plastic pipe perforations shall be a maximum width of 1.5mm and minimum length of 150mm per m2,,,,,,,,,,,,,,,,,,,
label,Reference: Teambinder MA number:,,,,,,,,,,,,,,,,,,,
label,Method - Document review Measure,,,,,,,,,,,,,,,,,,,
label,Frequency - Each wall,,,,,,,,,,,,,,,,,,,
label,Category - HP,,,,,,,,,,,,,,,,,,,
label,Responsibility - Nominated Authority,,,,,,,,,,,,,,,,,,,
label,Verifying Documents - Material approval,,,,,,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,,,,,,,,,,,,,
section,3. Preliminaries-Documents,,,,,,,,,,,,,,,,,,,
checkpoint,3.1 - RSS Panels,,,,,,,,,,,,,,,,,,,
label,Reference - IFC drawings,,,,,,,,,,,,,,,,,,,
label,"Acceptance Criteria - Precast supplier is required to provide the following Quality Assurance documentation for each element, typically this consists of:",,,,,,,,,,,,,,,,,,,
label,i. Certificate of Compliance / Birth Certificate,,,,,,,,,,,,,,,,,,,
label,– 1. Concrete strength; ,,,,,,,,,,,,,,,,,,,
label,– 2.Date of manufacture; ,,,,,,,,,,,,,,,,,,,
label,– 3.Unique Identification number; ,,,,,,,,,,,,,,,,,,,
label,– 4.Mass; ,,,,,,,,,,,,,,,,,,,
label,"– 5.Confirmation of number, type and capacity of lifting inserts; ",,,,,,,,,,,,,,,,,,,
label,– 6.Quality assurance sign-off.,,,,,,,,,,,,,,,,,,,
label,ii. Compressive strength test results,,,,,,,,,,,,,,,,,,,
label,iii. Precast Lifting Design,,,,,,,,,,,,,,,,,,,
label,iv. Pre-pour check sheet / ITP,,,,,,,,,,,,,,,,,,,
label,v. Post-pour check sheet / ITP,,,,,,,,,,,,,,,,,,,
label,vi. Covermeter check record,,,,,,,,,,,,,,,,,,,
label,vii. Record of dimensional measurements,,,,,,,,,,,,,,,,,,,
label,Collate: Precast Quality Assurance Documentation so it can be uploaded into Teambinder pre-cast supply Lot (don't attach it here),,,,,,,,,,,,,,,,,,,
textbox,Reference: Precast panels MDR Lot in TeamBinder:,,,,,,,,,,,,,,,,,,,
label,Method - Document Review,,,,,,,,,,,,,,,,,,,
label,Frequency - Once for each type of panels,,,,,,,,,,,,,,,,,,,
label,Category - HP,,,,,,,,,,,,,,,,,,,
label,Responsibility - PE,,,,,,,,,,,,,,,,,,,
label,Verifying Documents - Precast panels Birth certificates and MDR Lot,,,,,,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,,,,,,,,,,,,,
section,4. Pre-Construction Activities,,,,,,,,,,,,,,,,,,,
checkpoint,4.1 - Foundation,,,,,,,,,,,,,,,,,,,
label,"Reference - IFC Drawings MRP-080-C-SME-DRG-34-CPV-CSF-3007, MRP-080-C-SME-DRG-34-CPV-CSF-3012, MRP-080-C-SME-DRG-34-CPV-CSF-3013",,,,,,,,,,,,,,,,,,,
label,Acceptance Criteria - Foundation material under RSS shall adhere with minimum design bearing capacity. ,,,,,,,,,,,,,,,,,,,
label,○ RW2: 150 kPa,,,,,,,,,,,,,,,,,,,
label,○ RW3: 200 kPa,,,,,,,,,,,,,,,,,,,
label,○ RW4: 200 kPa,,,,,,,,,,,,,,,,,,,
label,○ RW5: 250 kPa,,,,,,,,,,,,,,,,,,,
label,"Method - Test, Document Review, Visual",,,,,,,,,,,,,,,,,,,
label,Frequency - Each retaining Wall,,,,,,,,,,,,,,,,,,,
label,Category - HP*,,,,,,,,,,,,,,,,,,,
label,"Responsibility - PE/Geotechnical Engineer, Foundation geotechnical assessment ",,,,,,,,,,,,,,,,,,,
label,"Verifying Documents - This ITP Signed off, Test results",,,,,,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,,,,,,
checkpoint,4.2 - Foundation,,,,,,,,,,,,,,,,,,,
label,"Reference - VR 204.12, VR 204.11",,,,,,,,,,,,,,,,,,,
label,Acceptance Criteria - Areas upon which fills are to be constructed shall be test rolled in accordance with VR 173. No Fill shall be placed against or within 3 meters of a structure until the foundation for the fill has been reviewed by the superintendant,,,,,,,,,,,,,,,,,,,
label,Method - Visual,,,,,,,,,,,,,,,,,,,
label,Frequency - Each retaining Wall,,,,,,,,,,,,,,,,,,,
label,Category - HP,,,,,,,,,,,,,,,,,,,
label,Responsibility - PE/Nominated Authority,,,,,,,,,,,,,,,,,,,
label,Verifying Documents - This ITP Signed off,,,,,,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,,,,,,,,,,,,,
checkpoint,4.3 - Levelling Pad-Survey Set out,,,,,,,,,,,,,,,,,,,
label,"Reference - IFC Drawings VR 682.20, MRP-080-C-RFL-DRG-33-CPV-CSW-1202 to 1205",,,,,,,,,,,,,,,,,,,
label,Acceptance Criteria - Survey to set up and validate all works meets levels and locations with the right tolerances as per IFC Drawings and Vicroads Specification. Levelling course level shall not deviate from the specified level by more than +/- 3mm,,,,,,,,,,,,,,,,,,,
label,"Method - Measure, Visual",,,,,,,,,,,,,,,,,,,
label,Frequency - Each retaining Wall,,,,,,,,,,,,,,,,,,,
label,Category - IP,,,,,,,,,,,,,,,,,,,
label,"Responsibility - Surveyor, SE/PE",,,,,,,,,,,,,,,,,,,
label,Verifying Documents - This ITP Signed off,,,,,,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,,,,,,
section,5. Construction / Installation Activities,,,,,,,,,,,,,,,,,,,
checkpoint,5.1 - Form Levelling pad,,,,,,,,,,,,,,,,,,,
label,Reference - IFC Drawings MRP-080-C-RFL-DRG-33-CPV-CSW-1202 to 1205,,,,,,,,,,,,,,,,,,,
label,Acceptance Criteria - Form timber shutters or Earth form to edge of levelling pad,,,,,,,,,,,,,,,,,,,
label,– Levelling pad is a 500mm wide by 150mm thick unreinforced concrete footing,,,,,,,,,,,,,,,,,,,
label,"Method - Measure, Visual",,,,,,,,,,,,,,,,,,,
label,Frequency - Each Lot,,,,,,,,,,,,,,,,,,,
label,Category - IP,,,,,,,,,,,,,,,,,,,
label,Responsibility - SE/Site Supervisor,,,,,,,,,,,,,,,,,,,
label,Verifying Documents - This ITP Signed off,,,,,,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,,,,,,
checkpoint,5.2 - Leveling Pad Concrete Pour,,,,,,,,,,,,,,,,,,,
label,Reference - IFC Drawings VR610,,,,,,,,,,,,,,,,,,,
label,Acceptance Criteria - Concrete to be placed in accordance with VR610. ,,,,,,,,,,,,,,,,,,,
label,Attach: Concrete Delivery Docket,,,,,,,,,,,,,,,,,,,
label,Method - Visual,,,,,,,,,,,,,,,,,,,
label,Frequency - Each Lot,,,,,,,,,,,,,,,,,,,
label,Category - IP,,,,,,,,,,,,,,,,,,,
label,Responsibility - SE/Site Supervisor,,,,,,,,,,,,,,,,,,,
label,"Verifying Documents - Concrete Pour record, Concrete Delivery Docket",,,,,,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,,,,,,
checkpoint,5.3 - Leveling Pad Concrete Testing,,,,,,,,,,,,,,,,,,,
label,Reference - IFC Drawings VR Section 610.16 (b),,,,,,,,,,,,,,,,,,,
label,Acceptance Criteria - Concrete testing for compressive strength shall be undertaken at the testing frequency specified in VicRoads Section 610.16 (b),,,,,,,,,,,,,,,,,,,
label,○ Concrete strength (Min): N25 Mpa,,,,,,,,,,,,,,,,,,,
label,Attach: Concrete test report,,,,,,,,,,,,,,,,,,,
label,Method - Document Review,,,,,,,,,,,,,,,,,,,
label,Frequency - Each Lot,,,,,,,,,,,,,,,,,,,
label,Category - IP,,,,,,,,,,,,,,,,,,,
label,Responsibility - PE,,,,,,,,,,,,,,,,,,,
label,Verifying Documents - Attach Concrete Test Report,,,,,,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,,,,,,
checkpoint,5.4 - Levelling Pad-Post Pour Survey-Levelling Course,,,,,,,,,,,,,,,,,,,
label,Reference - IFC Drawings MRP-080-C-RFL-DRG-33-CPV-CSW-1202 to 1205,,,,,,,,,,,,,,,,,,,
label,Acceptance Criteria - Levelling course level shall not deviate from the specified level by more than ±3mm,,,,,,,,,,,,,,,,,,,
label,– 20mm Nominal gap between levelling pad and adjacent ground beam is to be maintained,,,,,,,,,,,,,,,,,,,
label,– Plan position shown on the drawings at the base of the wall shall not exceed ±15mm (refer to drawings for WP locations),,,,,,,,,,,,,,,,,,,
label,"Method - Measure, Visual",,,,,,,,,,,,,,,,,,,
label,Frequency - Each retaining Wall,,,,,,,,,,,,,,,,,,,
label,Category - IP,,,,,,,,,,,,,,,,,,,
label,Responsibility - PE/Surveyor,,,,,,,,,,,,,,,,,,,
label,Verifying Documents - Attach Survey Report,,,,,,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,,,,,,
checkpoint,5.5 - Wall Panels Installation,,,,,,,,,,,,,,,,,,,
label,Reference - VR682.17,,,,,,,,,,,,,,,,,,,
label,Acceptance Criteria - The level and alignment of each course of facing panels shall be checked progressively after placement of each course and prior to placement of the next course to ensure compliance with the dimensional and positional tolerances stated in the design. The,,,,,,,,,,,,,,,,,,,
label,○ Contractor shall record the results of this checking together with details of any non-conformances and the associated corrective actions.,,,,,,,,,,,,,,,,,,,
label,○ Refer to checklist for each course of panels,,,,,,,,,,,,,,,,,,,
label,Attach: Lot map,,,,,,,,,,,,,,,,,,,
label,Method - Visual Measure,,,,,,,,,,,,,,,,,,,
label,Frequency - Each course of facing panel,,,,,,,,,,,,,,,,,,,
label,Category - HP*,,,,,,,,,,,,,,,,,,,
label,Responsibility - SE/PE,,,,,,,,,,,,,,,,,,,
label,Verifying Documents - Inspection record checklist: CHK-008-STR-CPD-RSS Walls-Precast Panel installation,,,,,,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,,,,,,
checkpoint,5.6 - Drainage-base of the Wall,,,,,,,,,,,,,,,,,,,
label,Reference - IFC Drawings MRP-080-C-SME-DRG-34-CPV-CSF-3031,,,,,,,,,,,,,,,,,,,
label,Acceptance Criteria - to install 300mmx300mmGranular backfill in Geotextile BIDIM A24 around 100mm Dia. Perforted plastic pipewith 0.5% min fall to weepholes in RSS panels.,,,,,,,,,,,,,,,,,,,
label,– Geotextile BIDIM A24,,,,,,,,,,,,,,,,,,,
label,– 300mmx300mm Granular backfill,,,,,,,,,,,,,,,,,,,
label,– 100mm Dia. Perforted plastic pipe,,,,,,,,,,,,,,,,,,,
label,– Perforated pipe to have 0.5% minimum fall ,,,,,,,,,,,,,,,,,,,
label,Method - Visual,,,,,,,,,,,,,,,,,,,
label,Frequency - Each wall,,,,,,,,,,,,,,,,,,,
label,Category - IP,,,,,,,,,,,,,,,,,,,
label,Responsibility - SE/PE,,,,,,,,,,,,,,,,,,,
label,Verifying Documents - This ITP Signed off,,,,,,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,,,,,,
checkpoint,5.7 - Fill ,,,,,,,,,,,,,,,,,,,
label,Reference - VR682.16,,,,,,,,,,,,,,,,,,,
label,"Acceptance Criteria - The Contractor shall submit compaction test results for each layer of fill placement to the Superintendent for review and acceptance. No further fill placement shall be allowed if the total thickness of fill placement is greater than 1 m measured from the last layer that has been accepted. If any layer is found to be not in compliance with the compaction requirement, that layer and the layers above it shall be removed.",,,,,,,,,,,,,,,,,,,
label,○ Refer to checklist for each fill layer,,,,,,,,,,,,,,,,,,,
label,Attach: Lot map,,,,,,,,,,,,,,,,,,,
label,"Method - Visual, Test, Measure",,,,,,,,,,,,,,,,,,,
label,Frequency - Each layer of fill,,,,,,,,,,,,,,,,,,,
label,Category - HP*,,,,,,,,,,,,,,,,,,,
label,Responsibility - SE/PE,,,,,,,,,,,,,,,,,,,
label,Verifying Documents - Inspection record checklist: CHK-009-STR-CPD-RSS Walls-Fill Placement ,,,,,,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,,,,,,
checkpoint,5.8 - Settlement Monitoring horizontal inclinometer,,,,,,,,,,,,,,,,,,,
label,Reference - IFC drawings MRP-080-C-SME-DRG-34-CPV-CSF-3007 VR 682.15,,,,,,,,,,,,,,,,,,,
label,Acceptance Criteria - Survey Pin and Inclinometer survey procedure us as follows:,,,,,,,,,,,,,,,,,,,
label,○ Inclinometers shall be installed prior ro placement of any fill,,,,,,,,,,,,,,,,,,,
label,○ RSS Wall and abutment wall survey pins shall be installed immediately following construction of the first level of RSS wall/Abutment wall and prior to any fill placement,,,,,,,,,,,,,,,,,,,
label,○ Traffic barrier survey pins shall be installed following construction of pavement and barriers,,,,,,,,,,,,,,,,,,,
label,○ All survey pins shall have appopriate stick-up from finished surface level for continous settlement throughout construction/post construction ,,,,,,,,,,,,,,,,,,,
label,○ Pavement construction shall not commence until monitoring from inclinometers and RSS wall/abutment wall survey pins indicate ground movements have reached at least 90% of construction settlements and confirmed by the geoechnical engineer,,,,,,,,,,,,,,,,,,,
label,○ Settlment Monitoring readings shall be taken at maximum one week intervals or for every one metre of fill placement (whichever is more frequent) unitl settlement stablisers or advised by the geotechnical engineer,,,,,,,,,,,,,,,,,,,
label,"○ If at any stage prior ro the to the completion of the RSS placement, the total settlement exceeds 50mm, fill placement must be suspendedm and direction sought from the design engineer.",,,,,,,,,,,,,,,,,,,
label,○ Survey pins and horizontal inclinometer shall be installed to monitor ground movement throughout and after the RSS wall construction. ,,,,,,,,,,,,,,,,,,,
label,○ Only hand operated equipment shall be used within 1m distance from inclinometers ,,,,,,,,,,,,,,,,,,,
label,○ Geotechnical instruments shall be preserved and protected for monitoring until the conclusion of post construction. Damaged or malfuctioning inclinometers shall be reported and replaced where possible.,,,,,,,,,,,,,,,,,,,
label,Method - Document Review,,,,,,,,,,,,,,,,,,,
label,Frequency - Each Inclinometer,,,,,,,,,,,,,,,,,,,
label,Category - HP,,,,,,,,,,,,,,,,,,,
label,Responsibility - SE/PE,,,,,,,,,,,,,,,,,,,
label,Verifying Documents - Teambinder approval ,,,,,,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,,,,,,,,,,,,,
section,6. Post-construction / Post-installation Activities,,,,,,,,,,,,,,,,,,,
checkpoint,6.1 - As-built Survey ,,,,,,,,,,,,,,,,,,,
label,"Reference - MRPA Quality Management Plan, IFC Drawings",,,,,,,,,,,,,,,,,,,
label,Acceptance Criteria - Provide record of dimensional measurements to demonstrate that all Works meet level and location requirements within the tolerances as per IFC drawings.,,,,,,,,,,,,,,,,,,,
label,"(a) Plan position shown on the drawings, at base of wall shall not exceed ±15 mm;",,,,,,,,,,,,,,,,,,,
label,(b) Relative displacement of adjoining smooth panel faces shall not exceed 15 mm measured normal to face of wall;,,,,,,,,,,,,,,,,,,,
label,(c) Local deviation of the wall face measured at any location with a 3m straight edge shall not exceed 15mm;,,,,,,,,,,,,,,,,,,,
label,(d) The tolerance on position measured at the top of the wall face shall not exceed 5mm per 1m of wall height;,,,,,,,,,,,,,,,,,,,
label,(e) The wall level shall not deviate from the specified level by more than ±20mm;,,,,,,,,,,,,,,,,,,,
label,(f) Variation in gap width between facing panels shall not exceed 5mm per metre length and 10mm over the full length of the gap.,,,,,,,,,,,,,,,,,,,
label,(g) The levelling course level shall not deviate from the specified level by more than ±3 mm;,,,,,,,,,,,,,,,,,,,
label,"(h) The vertical deviation of the soil reinforcement shall be within +1% (upwards) & -0.3% (downwards) of the soil reinforcement length, relative to the connection height unless noted otherwise",,,,,,,,,,,,,,,,,,,
label,Attach: Survey As-built / Survey Report,,,,,,,,,,,,,,,,,,,
label,Method - Document Review,,,,,,,,,,,,,,,,,,,
label,Frequency - Each element,,,,,,,,,,,,,,,,,,,
label,Category - IP,,,,,,,,,,,,,,,,,,,
label,"Responsibility - Surveyor, SE/PE/SPE",,,,,,,,,,,,,,,,,,,
label,Verifying Documents - Survey Report,,,,,,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,,,,,,
checkpoint,6.2 - Wall Post construction monitoring,,,,,,,,,,,,,,,,,,,
label,"Reference - IFC Drawings VR 682.20, VR 682.151",,,,,,,,,,,,,,,,,,,
label,Acceptance Criteria - The Contractor shall take measurements of the position of the RSS at the points defined in clause 682.20(a) to (f) at intervals not exceeding one month for the first six months immediately following completion of the RSS and at intervals not exceeding six months thereafter until the end of the Defects Liability Period.,,,,,,,,,,,,,,,,,,,
label,"Method - Measure, Survey",,,,,,,,,,,,,,,,,,,
label,Frequency - Each wall,,,,,,,,,,,,,,,,,,,
label,Category - IP,,,,,,,,,,,,,,,,,,,
label,"Responsibility - Surveyor, SE/PE/SPE",,,,,,,,,,,,,,,,,,,
label,Verifying Documents - Survey Report,,,,,,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,,,,,,
checkpoint,6.3 - Settlement Monitoring ,,,,,,,,,,,,,,,,,,,
label,"Reference - IFC Drawings VR 682.15, VR 682.20",,,,,,,,,,,,,,,,,,,
label,Acceptance Criteria - RSS wall base level:,,,,,,,,,,,,,,,,,,,
label,– Start of wall construction to completion of wall construction (before pavement placement) Approx vertical settlement < 20mm,,,,,,,,,,,,,,,,,,,
label,– Completion of pavement construction to end of defects liability period (2 years after practical completion) Approx vertical settlement < 15mm,,,,,,,,,,,,,,,,,,,
label,Pavement level (Top of RSS wall):,,,,,,,,,,,,,,,,,,,
label,– Start of Pavement construction to completion of pavement construction Approx vertical settlement        < 20mm ,,,,,,,,,,,,,,,,,,,
label,– 10 years following practical completion of payment    < 50mm ,,,,,,,,,,,,,,,,,,,
label,○ Settlement monitoring readings shall be taken at maximum one week intervals or for every one metre of fill placement (whichever is more frequent) until settlement stabilised or advised by the geotechnical engineer,,,,,,,,,,,,,,,,,,,
label,"○ If RSS fill placement total settlement >50mm, fill placement must be suspended, and the mitigation method reviewed by the superintendent and DTP before recommencing fill placement.",,,,,,,,,,,,,,,,,,,
label,"Method - Measure, Survey, Document Review",,,,,,,,,,,,,,,,,,,
label,Frequency - 1m of fill,,,,,,,,,,,,,,,,,,,
label,Category - HP,,,,,,,,,,,,,,,,,,,
label,"Responsibility - Surveyor, SE/PE/SPE",,,,,,,,,,,,,,,,,,,
label,Verifying Documents - Settlement monitoring results ,,,,,,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,,,,,,,,,,,,,
checkpoint,6.4 - Non-conformance Report (NCR) Closure,,,,,,,,,,,,,,,,,,,
label,Reference - MRPA Quality Management Plan,,,,,,,,,,,,,,,,,,,
label,"Acceptance Criteria - Ensure that any NCRs pertaining to the lot / element / Work area that this ITP covers, have been closed.",,,,,,,,,,,,,,,,,,,
label,Method - Document Review,,,,,,,,,,,,,,,,,,,
label,"Frequency - Once, prior to closure of this lot / element / Work area",,,,,,,,,,,,,,,,,,,
label,Category - HP*,,,,,,,,,,,,,,,,,,,
label,Responsibility - SE/PE/SPE,,,,,,,,,,,,,,,,,,,
label,Verifying Documents - This ITP Signed off,,,,,,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,,,,,,
checkpoint,Final Inspection,,,,,,,,,,,,,,,,,,,
label,"On behalf of Metropolitan Roads Program Alliance, it is hereby certified that the Works represented by the item of work listed have been tested in accordance with the Project Quality Plan and conform in all respects with the requirements of the Contract.",,,,,,,,,,,,,,,,,,,
text,Name:,,,,,,,,,,,,,,,,,,,
text,Position:,,,,,,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,,,,,,
holdpoint,Sign ITP,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
