type,name,values,prefix,postfix,usage count,user addable,template name,Resource Id,,
button,Confirm panel is readily accessible for inspection and maintenance.,"Yes,N/A", , ,,,,,,
checkpoint,Test Results,, , ,,,,,,
textbox,"Insulation Resistance (Eg. P-P, P-N, P-E, N-E)",, ,MegaOhms,,,,,,
textbox,Earth Continuity,, ,Ohms,,,,,,
textbox,Earth Bond,, ,Ohms,,,,,,
textbox,"Fault Loop Impedance, PSSC.",, , ,,,,,,
textbox,"RCD Test results (1/2x I, 1x I, 5x I)",, , ,,,,,,
textbox,Voltage and Phase Rotation,, , ,,,,,,
button,As-builts complete.,"Yes,N/A", , ,,,,,,
holdpoint,Installed by:,, , ,,,,,,
checkpoint,Add applicable signatures,,,,,,,,,
holdpoint,"Add applicable signatures (e.g Electrician, Inspector, Client Representative)",, , ,,,,,,
,,,,,,,,,,
checklist,ITR-E-04 Schedule of Test Results DB,, , , , ,,,,
section,Details,,,,,,,,,
checkpoint,Upload completed ITR scans,, , ,,,,,,
holdpoint,Installed by:,, , ,,,,,,
checkpoint,Add applicable signatures,,,,,,,,,
holdpoint,"Add applicable signatures (e.g Electrician, Inspector, Client Representative)",, , ,,,,,,
,,,,,,,,,,
checklist,ITR-E-34 Low Voltage Switch Board,,, , , ,,,,
section,Details,,,,,,,,,
checkpoint,Low Voltage Switch Board,,,,,,,,,
button,Check equipment and nameplate details are correct and in accordance with the data sheet and equipment schedule.,"Yes,N/A",,,,,,,,
button,Check holding down/mounting arrangement is correct.,"Yes,N/A",,,,,,,,
button,Check for mechanical damage.,"Yes,N/A",,,,,,,,
button,"Confirm that all temporary supports, jumpers and ties have been removed.","Yes,N/A",,,,,,,,
button,"Incoming cables correctly installed, terminated and supported.","Yes,N/A",,,,,,,,
button,Phase identification correct.,"Yes,N/A",,,,,,,,
button,Confirm that padlocking facilities are provided and operate correctly allowing all circuit breakers to be locked in the open position and safety shutters locked in the closed position.,"Yes,N/A",,,,,,,,
button,Confirm all cubicle doors can be opened without obstruction and minimum required clearances are retained,"Yes,N/A",,,,,,,,
textbox,Bus bar alignment to manufacturer's specification and connecting links tight to specified torque. ,,,,,,,,,
button,"Confirm components, fuses etc. correctly sized and identified as per design drawings and Single Line Diagrams.","Yes,N/A",,,,,,,,
button,"Instruments, indication lamps and interlocks correct.","Yes,N/A",,,,,,,,
button,Ammeter and current transformer correctly installed.,"Yes,N/A",,,,,,,,
button,Check internals for cleanliness.,"Yes,N/A",,,,,,,,
button,"Check that Switchboard is correctly earthed. Check door, escutcheon, gland plate, gland and frame. ","Yes,N/A",,,,,,,,
textbox,Test and confirm the earth resistance between switchboard and local earth system is less than 0.5ohms,,,,,,,,,
button,"All internal cabling and wiring neat, correct, and undamaged.","Yes,N/A",,,,,,,,
button,Unused cable entry sealed.,"Yes,N/A",,,,,,,,
button,Heaters correctly installed.,"Yes,N/A",,,,,,,,
button,Confirm that all insulating bushings and barriers are satisfactory.,"Yes,N/A",,,,,,,,
checkpoint,Check Busbar insulation resistance between earth and phases. For a duration of 60 seconds with the following voltages.,,,,,,,,,
label,– – – – – – – – – – – – – – – ,,,,,,,,,
label,System KV || Test V (dc) || Min IR Reading,,,,,,,,,
label,– – – – – – – – – – – – – – – ,,,,,,,,,
label,< 1.0 || 500 || 10 MΩ,,,,,,,,,
label,< 2.5 || 1000 || 50 MΩ,,,,,,,,,
label,< 4.6 || 2500 || 100 MΩ,,,,,,,,,
label,> 4.6 || 5000 || 250 MΩ,,,,,,,,,
label,– – – – – – – – – – – – – – – ,,,,,,,,,
textbox,L1 - Earth,,,mega ohms,,,,,,
textbox,L2 - Earth,,,mega ohms,,,,,,
textbox,L3 - Earth,,,mega ohms,,,,,,
textbox,L1 - L2,,,mega ohms,,,,,,
textbox,L1 - L3,,,mega ohms,,,,,,
textbox,L2 - L3,,,mega ohms,,,,,,
textbox,N - Earth,,,mega ohms,,,,,,
checkpoint,Insert Photo,,,,,,,,,
holdpoint,"Add applicable signatures (e.g Electrician, Inspector, Client Representative)",,,,,,,,,
,,,,,,,,,,
checklist,ITR-E-68 HVAC System,,,,,,,,,
section,Details,,,,,,,,,
checkpoint,HVAC System,,,,,,,,,
textbox,Model:,,,,,,,,,
textbox,Manufacturer:,,,,,,,,,
textbox,Serial and Tag Numbers:,,,,,,,,,
button,No mechanical damage and paintwork is in good condition,"Yes,N/A",,,,,,,,
button,Operation of units verified,"Yes,N/A",,,,,,,,
button,Mounting arrangement is correct,"Yes,N/A",,,,,,,,
button,External cabling is correctly installed and labelled,"Yes,N/A",,,,,,,,
button,HVAC unit isolator is installed and operational,"Yes,N/A",,,,,,,,
button,Remote holders are installed with remotes inside them,"Yes,N/A",,,,,,,,
button,Units are labelled with appropriate ID’s,"Yes,N/A",,,,,,,,
button,"Check item is suitably rated for area (E.g. IP rating, Ex rating)","Yes,N/A",,,,,,,,
button,Conforms to Specifications and Drawings,"Yes,N/A",,,,,,,,
button,Any applicable control system configuration has been checked and is functional as per design,"Yes,N/A",,,,,,,,
checkpoint,Upload QA pack from HVAC installers,,,,,,,,,
textbox,Confirm ENTEC witness of installers testing,,,,,,,,,
holdpoint,"Add applicable signatures (e.g Electrician, Inspector, Client Representative)",,,,,,,,,
,,,,,,,,,,
checklist,ITR-E-32 Battery,,,,,,,,,
section,Details,,,,,,,,,
checkpoint,Batteries,,,,,,,,,
button,Check equipment and nameplate details are correct in accordance with the data sheet and drawings,"Yes,N/A",,,,,,,,
button,Transportation packing and plugs removed,"Yes,N/A",,,,,,,,
button,Battery cells correctly rated and numbered accordingly,"Yes,N/A",,,,,,,,
button,"All cells correctly mounted, links tight and shrouds fitted","Yes,N/A",,,,,,,,
button,Internal cables correctly installed,"Yes,N/A",,,,,,,,
button,Protection of live parts correct and adequate,"Yes,N/A",,,,,,,,
button,Electrolyte level correct in each cell,"Yes,N/A",,,,,,,,
button,Check specific gravity in each battery cell,"Yes,N/A",,,,,,,,
button,Check cleanliness of cells and battery racks,"Yes,N/A",,,,,,,,
button,Verify approved grease applied to battery terminals,"Yes,N/A",,,,,,,,
button,Earthing correct and tight,"Yes,N/A",,,,,,,,
textbox,Verify polarity correct per drawings and record voltage,,,,,,,,,
textbox,Perservation as per supplier instructions,,,,,,,,,
button,Leave equipment with any isolators and/or circuit breakers switched and locked in the off position,"Yes,N/A",,,,,,,,
holdpoint,"Add applicable signatures (e.g Electrician, Inspector, Client Representative)",,,,,,,,,
,,,,,,,,,,
checklist,ITR-E-02B Cable Supports Above Ground,, , , , ,,,,
section,Details,,,,,,,,,
checkpoint,Cable Supports Above Ground,, , ,,,,,,
button,"Verify cable support has been installed as per relevant drawings, and is correct size and type.","Yes,N/A", , ,,,,,,
button,"Check all machined parts cut or drilled have no rough edges, have been de-burred & protected by cold galvanising to restore the previous protection.","Yes,N/A", , ,,,,,,
button,All covers fitted if applicable.,"Yes,N/A", , ,,,,,,
button,Check cable support structures are adequately fixed and present no hazard to personnel.,"Yes,N/A", , ,,,,,,
button,Welded support brackets have been wire-brushed and painted to completion.,"Yes,N/A", , ,,,,,,
button,"Splice plates, barriers, earthing system secure.","Yes,N/A", , ,,,,,,
button,"Trays / ladders, supports, brackets not interfering with other disciplines.","Yes,N/A", , ,,,,,,
button,Check bends do not exceed the maximum cable bending radius.,"Yes,N/A", , ,,,,,,
button,Cables have adequate mechanical protection as and where required.,"Yes,N/A", , ,,,,,,
button,"Inspect for system rigidity, and check levels to correct plane.","Yes,N/A", , ,,,,,,
button,"Earth bonding straps have been fitted to any sections that are split, hinged or flexible.","Yes,N/A", , ,,,,,,
button,Tray bonded to structure at correct locations.,"Yes,N/A", , ,,,,,,
button,Earth bonding continuity tested – record result: ,"Yes,N/A", , ,,,,,,
button,As-builts complete.,"Yes,N/A", , ,,,,,,
holdpoint,Installed by:,, , ,,,,,,
checkpoint,Add applicable signatures,,,,,,,,,
holdpoint,"Add applicable signatures (e.g Electrician, Inspector, Client Representative)",, , ,,,,,,
,,,,,,,,,,
checklist,ITR-E-02C Cable Transits,, , , , ,,,,
section,Details,,,,,,,,,
checkpoint,Cable Transits,, , ,,,,,,
button,Transit frame installed as per drawings.,"Yes,N/A", , ,,,,,,
button,Transit frame identification marked correctly and visible.,"Yes,N/A", , ,,,,,,
button,Frame correctly packed with correct sized blocks and infills.,"Yes,N/A", , ,,,,,,
button,Correct stay plates fitted (non-ferrous for single core power cables.),"Yes,N/A", , ,,,,,,
button,Rated insulation installed to transit (where required.),"Yes,N/A", , ,,,,,,
button,Cables entering and leaving transits adequately supported and protected.,"Yes,N/A", , ,,,,,,
button,Cables pass through frames without strain on blocks.,"Yes,N/A", , ,,,,,,
button,All cables identified on both sides of transit and visible. ,"Yes,N/A", , ,,,,,,
button,As-builts complete.,"Yes,N/A", , ,,,,,,
holdpoint,Installed by:,, , ,,,,,,
checkpoint,Client Representative,,,,,,,,,
holdpoint,Client Representative:,, , ,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
checklist,ITR-E-67 Final Checklist for PPR,,,,,,,,,
section,Details,,,,,,,,,
checkpoint,Interior Checklist,,,,,,,,,
button,"All floor, wall & ceiling penetrations sealed.","Yes,N/A",,,,,,,,
button,All equipment has been installed,"Yes,N/A",,,,,,,,
button,All loose items in panels have been secured or removed,"Yes,N/A",,,,,,,,
button,Illuminated exit signs installed & operational,"Yes,N/A",,,,,,,,
button,All doors and locks operational (including emergency),"Yes,N/A",,,,,,,,
button,Ensure each cable has an ID tag,"Yes,N/A",,,,,,,,
button,Distribution board legend inside door,"Yes,N/A",,,,,,,,
button,All appropriate signage and labelling are visible – warning stickers,"Yes,N/A",,,,,,,,
button,Panels and boards have appropriate ID tags on exterior,"Yes,N/A",,,,,,,,
button,"All doors secured through secondary means, e.g. taped shut or tied to gland plate","Yes,N/A",,,,,,,,
button,All panels and boards locked,"Yes,N/A",,,,,,,,
button,Room Interior is clean and suitable for presentation to client,"Yes,N/A",,,,,,,,
checkpoint,Upload photo of interior,,,,,,,,,
checkpoint,Misc Equipment Supplied by Entec,,,,,,,,,
button,Fire Extingishers x2,"Yes,N/A",,,,,,,,
button,Fire Extinguishers are bubble wrapped and safely secured for transportation,"Yes,N/A",,,,,,,,
button,First Aid Kit,"Yes,N/A",,,,,,,,
button,HVAC Controllers,"Yes,N/A",,,,,,,,
button,Desk and chairs,"Yes,N/A",,,,,,,,
button,Equipment cupboard,"Yes,N/A",,,,,,,,
button,LV rescue kit,"Yes,N/A",,,,,,,,
button,Emergency Eye wash station,"Yes,N/A",,,,,,,,
checkpoint,Exterior Checklist,,,,,,,,,
button,"Container Exterior is undamaged, e.g. paintwork intact","Yes,N/A",,,,,,,,
button,Earth Boss correctly installed and connected ,"Yes,N/A",,,,,,,,
button,Stairs have been verified to correctly suit container,"Yes,N/A",,,,,,,,
button,Stairs are available and ready for transportation,"Yes,N/A",,,,,,,,
checkpoint,Upload photo of exterior,,,,,,,,,
checkpoint,Final Checklist,,,,,,,,,
button,All other ITR’s have been completed,"Yes,N/A",,,,,,,,
button,As-Built drawings completed and signed off,"Yes,N/A",,,,,,,,
button,All keys available handed to client representataive or project manager,"Yes,N/A",,,,,,,,
holdpoint,"Add applicable signatures (e.g Electrician, Inspector, Client Representative)",,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
checklist,ITR-E-12 Electrical Earthing,,,,,,,,,
section,Details,,,,,,,,,
checkpoint,Electrical earthing system installation,,,,,,,,,
button,"Confirm earth grid layout, earth conductors/connections and number of earth electrodes is in accordance with drawings, drawings as-built","Yes,N/A",,,,,,,,
button,Ensure that all metal work is earthed as required.,"Yes,N/A",,,,,,,,
button,Check welding of earth bosses and associated surface finish.,"Yes,N/A",,,,,,,,
button,"Ensure that earth cables/conductors/electrodes have adequate mechanical protection i.e. conduits, tobys, kick-plates etc at points of high exposure.","Yes,N/A",,,,,,,,
button,Ensure that brazing or welding of all joints has been completed correctly.,"Yes,N/A",,,,,,,,
button,"Ensure that adequate corrosion and weather protection has been installed around all connections, joints, lugs, cad (thermal) welds and earth bosses","Yes,N/A",,,,,,,,
button,All earth bosses and studs tight and fitted with shake proof washers and coated with protective coating.,"Yes,N/A",,,,,,,,
button,Check cable terminations/joints to ensure that all lugs/barrels have been crimped correctly.,"Yes,N/A",,,,,,,,
button,Check that all bi-metal connections have been performed correctly to manufacturer’s requirements.,"Yes,N/A",,,,,,,,
button,Ensure that the earth cables to the main earth electrodes are terminated at each end of the main earth bar.,"Yes,N/A",,,,,,,,
button,Ensure that earth cable identification markings are in place.,"Yes,N/A",,,,,,,,
button,Ensure that earth connections are not multi-coiled or ‘pig-tailed’ but are terminated as straight as possible.,"Yes,N/A",,,,,,,,
button,"Check earth bar fixings, mounting points and terminations are tight and secure and conform to project specification (if applicable)","Yes,N/A",,,,,,,,
checkpoint,Test Results,,,,,,,,,
textbox,"Earth continuity test results (Earth bar to Electrode, Grid, etc - please specify)",,,,,,,,,
textbox,3-Wire earth test results (If applicable).,,,,,,,,,
textbox,"Earth grid test results (if applicable). (HV earth grid, LV earth grid, combined earth grids)",,,,,,,,,
,,,,,,,,,,
checklist,ITR-E-11 Generator Package (LV),, , , , ,,,,
section,Details,,,,,,,,,
checkpoint,Generator Package (LV),, , ,,,,,,
button,Check equipment and nameplate details are correct and in accordance with the data sheet and equipment schedule.,"Yes,N/A", , ,,,,,,
button,No mechanical damage and paintwork in good condition.,"Yes,N/A", , ,,,,,,
button,Check terminal boxes and glanding correct.,"Yes,N/A", , ,,,,,,
button,Instruments correctly installed.,"Yes,N/A", , ,,,,,,
button,Heaters correctly installed.,"Yes,N/A", , ,,,,,,
button,Check unit for cleanliness.,"Yes,N/A", , ,,,,,,
button,"Check manual operation of selector switches, MCB, push buttons etc.","Yes,N/A", , ,,,,,,
button,External cabling correctly installed.,"Yes,N/A", , ,,,,,,
button,Protection of live parts adequate.,"Yes,N/A", , ,,,,,,
button,Main terminal box complete and terminations correct torque.,"Yes,N/A", , ,,,,,,
button,Ensure direction of rotation is clearly marked.,"Yes,N/A", , ,,,,,,
button,Check gasket and seals are not damaged.,"Yes,N/A", , ,,,,,,
button,Unused cable entries are correctly sealed.,"Yes,N/A", , ,,,,,,
button,As-builts complete,"Yes,N/A", , ,,,,,,
checkpoint,Electrical Checks,, , ,,,,,,
textbox,"Record test results: Insulation Resistance, Continuity, Bonding, Other.",, , ,,,,,,
textbox,Heater circuit insulation resistance:,, , ,,,,,,
holdpoint,Installed by:,, , ,,,,,,
checkpoint,Client Representative,,,,,,,,,
holdpoint,Client Representative:,, , ,,,,,,
,,,,,,,,,,
checklist,Frame Construction,,,,,,,,,
section,Details,,,,,,,,,
checkpoint,Frame Construction,,,,,,,,,
button,Baseplate layout as per drawing specififcation,"Yes,N/A",,,,,,,,
checkpoint,Photo of Baseplate,,,,,,,,,
button,Removeable Padeyes in place,"Yes,N/A",,,,,,,,
checkpoint,Photo of removeable padeyes,,,,,,,,,
button,Floor/room layout as per drawing,"Yes,N/A",,,,,,,,
checkpoint,Photo of floor/room layout,,,,,,,,,
button,Compressed cement board used,"Yes,N/A",,,,,,,,
checkpoint,Photo of floor board,,,,,,,,,
button,Frame construction adhering to all general steel work notes as per latest drawings,"Yes,N/A",,,,,,,,
button,Baseplate is free from damage and paintwork is intact,"Yes,N/A",,,,,,,,
checkpoint,Add QA pack from blast and paint,,,,,,,,,
checkpoint,Add QA pack from fabricators,,,,,,,,,
button,As-Built drawings completed and signed off,"Yes,N/A",,,,,,,,
holdpoint,Frame Construction checked by:,,,,,,,,,
checkpoint,Client Representative,,,,,,,,,
holdpoint,Client Representative:,,,,,,,,,
,,,,,,,,,,
checklist,"Floor, Duct Penetrations and Vents",,,,,,,,,
section,Details,,,,,,,,,
checkpoint,"Floor, Duct Penetrations and Vents",,,,,,,,,
button,Floor cable penetrations arrangement as per latest drawings,"Yes,N/A",,,,,,,,
checkpoint,Photo of floor cable penetrations,,,,,,,,,
button,Battery Cabinet Ventilations as per drawings,"Yes,N/A",,,,,,,,
checkpoint,Photo of battery cabinet ventilation points,,,,,,,,,
button,Fresh air intake installed for the control room as per drawings.,"Yes,N/A",,,,,,,,
checkpoint,Photo of fresh air intake,,,,,,,,,
button,Ventilation point for the switchroom insatlledas per drawings,"Yes,N/A",,,,,,,,
checkpoint,Photo of ventilation point,,,,,,,,,
button,Switch board arc vent installed and located as per drawings,"Yes,N/A",,,,,,,,
checkpoint,Photo of switchboard arc,,,,,,,,,
button,Warning signs installed,"Yes,N/A",,,,,,,,
checkpoint,Photo of warning signs,,,,,,,,,
textbox,Deflection Check - (+/-) 1mm tolerance in any 1 metre radius & a tolerance of (+/-) 3mm over the length of the switchroom. Record results:,,,,,,,,,
button,As-Built drawings completed and signed off,"Yes,N/A",,,,,,,,
holdpoint,"Floor, Duct Penetrations checked by:",,,,,,,,,
checkpoint,Client Representative,,,,,,,,,
holdpoint,Client Representative:,,,,,,,,,
,,,,,,,,,,
checklist,Cable Support,,,,,,,,,
section,Details,,,,,,,,,
checkpoint,Cable Support,,,,,,,,,
button,Cable ladder installed,"Yes,N/A",,,,,,,,
checkpoint,Photo of cable ladder,,,,,,,,,
button,Vertical UT-3 Uni tray installed where required to allow cable access into cabinets,"Yes,N/A",,,,,,,,
checkpoint,Photo of tray,,,,,,,,,
button,Fibre/comms duct insatlled,"Yes,N/A",,,,,,,,
checkpoint,Photo of fibre/comms duct,,,,,,,,,
button,Fire wall penetrations go through fire sleeves,"Yes,N/A",,,,,,,,
checkpoint,Photo of fire wall penetrations,,,,,,,,,
holdpoint,Cable Supports checked by:,,,,,,,,,
checkpoint,Client Representative,,,,,,,,,
holdpoint,Client Representative:,,,,,,,,,
,,,,,,,,,,
checklist,Earthing,,,,,,,,,
section,Details,,,,,,,,,
checkpoint,Earthing,,,,,,,,,
button,50mmx10mm copper earth bar installed on cable ladder as per design,"Yes,N/A",,,,,,,,
checkpoint,Photo of copper bar,,,,,,,,,
button,All cubicles connected to earth bar using 35mm2 Cu earth bond,"Yes,N/A",,,,,,,,
checkpoint,Photo of cubicles connected to earth bar,,,,,,,,,
button,All doors have flat tinned copper braid earth straps fitted,"Yes,N/A",,,,,,,,
checkpoint,Photo of doors with copper braid,,,,,,,,,
button,Earth bar penetrates floor,"Yes,N/A",,,,,,,,
checkpoint,Photo of earth bar,,,,,,,,,
button,As-Built drawings completed and signed off,"Yes,N/A",,,,,,,,
holdpoint,Earthing checked by:,,,,,,,,,
checkpoint,Client Representative,,,,,,,,,
holdpoint,Client Representative:,,,,,,,,,
,,,,,,,,,,
checklist,ITR-E-40 Bus Bar,, , , , ,,,,
section,Details,,,,,,,,,
checkpoint,Bus Bar,,,,,,,,,
button,Check entire Bus Bar and confirm there is no damage,"Yes,N/A",,,,,,,,
label,Please attatch photo of Bus Bar,,,,,,,,,
button,Bus Bar alignment is correct,"Yes,N/A",,,,,,,,
label,Acceptable Bus Bar Torque Settings:,,,,,,,,,
label,○ Bolt: M6 M8 M10 M12 M16,,,,,,,,,
label,○ Torque: 10Nm 20Nm 30Nm 40Nm 60Nm,,,,,,,,,
button,Confirm all jointing bolts are present and have been torque tested in accordance with the manufacturer and design requirements.,"Yes,N/A",,,,,,,,
button,Confirm all transit packing and preservation materials have been removed.,"Yes,N/A",,,,,,,,
button,Confirm Bus Bar clearances conform to manufactures and design requirements.,"Yes,N/A",,,,,,,,
button,Confirm all Bus Bars are secure within the supports.,"Yes,N/A",,,,,,,,
textbox,Record the total number of bus bar joints.,,,,,,,,,
checkpoint,Test Results:,,,,,,,,,
textbox,Results:,,,,,,,,,
holdpoint,"Add applicable signatures (e.g Electrician, Inspector, Client Representative)",,,,,,,,,
,,,,,,,,,,
checklist,ITR-E-63 Cable Lug Installation,,,,,,,,,
section,Details,,,,,,,,,
checkpoint,Cable lug,,,,,,,,,
button,Appropriate lug for cable size has been used.,"Yes,N/A",,,,,,,,
button,Lug has been correctly seated with no loose copper strands outside of lug.,"Yes,N/A",,,,,,,,
button,Lug has been crimped with 60 tonne crimper.,"Yes,N/A",,,,,,,,
button,Joint sealing paste has been correctly applied to the contact surface of lug,"Yes,N/A",,,,,,,,
checkpoint,Bolts,,,,,,,,,
button,Bolt has been torqued to manufacturers requirements,"Yes,N/A",,,,,,,,
