"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"78a71005-cb4a-4b3f-a592-728a54f7b72b","","checklist-flat","not-started","Job Details Checklist","checklist-flat","FALSE","FALSE","Job Details"
"511e0390-bd87-5d59-b68c-4a847eadf7d1","","checkpoint-status","not-started","","","TRUE","TRUE","Job Details","Project details entered below"
"a8b334db-7706-4fbe-b067-5912e93f5c58","","folder-normal","not-started","","step","TRUE","FALSE","Panel QA"
"2c197680-58f8-48a0-ae39-14ecf9d0dd41","","folder-normal","not-started","","step","TRUE","FALSE","Panel QA","Gracefield"
"900b5592-1346-4b74-91b4-ee3eb13cb15d","","folder-normal","not-started","","step","TRUE","FALSE","Panel QA","Gracefield","Panels"
"ee7d5d8f-13e6-4f8f-ae0e-1452279664c6","","checklist-sectioned","not-started","cc1a74f45335a51ef140d9d01b5e8d2dd95f91c6f03e4ba4bcb34bb448b7bd29","checklist","FALSE","FALSE","Panel QA","Gracefield","Panels","PC-01"
"fba25a09-db3d-5ff0-b625-31a05dd13b05","","checkpoint-group","not-started","","","FALSE","FALSE","Panel QA","Gracefield","Panels","PC-01","Precast Element Details"
"99539331-a7bb-542f-ac92-3bc90e93043f","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Gracefield","Panels","PC-01","Prepour Checks","Lifters"
"9e3519cf-bc54-567b-b9a7-8413ec0ba335","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Gracefield","Panels","PC-01","Prepour Checks","Tie wire Trimmed"
"19c8e3dd-57ee-5ac3-abe3-5ad3234faa79","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Gracefield","Panels","PC-01","Prepour Checks","Panel fully clean"
"a04ae55c-134a-5173-b66c-0742a5d95cc5","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Gracefield","Panels","PC-01","Prepour Checks","Drossbach Measured and photo taken"
"fc1ad771-7b79-5386-be4f-a9bedae74d5a","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Gracefield","Panels","PC-01","Prepour Checks","General Photos Attached"
"7c0d6368-1e26-560b-8521-0e76a30ca33d","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Gracefield","Panels","PC-01","Prepour Checks","Shop Drawing Checked Off (attach photo)"
"f2bb625b-c8d7-5eac-96e2-e47866416e9e","","checkpoint-group","not-started","","","FALSE","FALSE","Panel QA","Gracefield","Panels","PC-01","Demould Inspection"
"d630c72d-ae40-50ab-9b7f-48ee5dd80b43","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Gracefield","Panels","PC-01","Demould Inspection","Demould Inspection complete"
"a750d868-958e-57ec-81e1-0a1d2504dc48","","checkpoint-group","not-started","","","FALSE","FALSE","Panel QA","Gracefield","Panels","PC-01","Loading Out"
"3ebc6051-4398-5c4f-8fae-fc2727d6ee8e","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Gracefield","Panels","PC-01","Loading Out","Photo take of Panel on Truck"
"919c1960-5f82-50e8-b011-a74c899c31ae","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Gracefield","Panels","PC-01","Loading Out","No remedial work required on site"
"763a94d1-16f2-5410-b511-7e6d4e10392d","","checkpoint-group","not-started","","","FALSE","FALSE","Panel QA","Gracefield","Panels","PC-01","Test Results, Certificates and Documentation"
"d0ed3121-988b-5bfe-a5da-9181763ba244","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Gracefield","Panels","PC-01","Test Results, Certificates and Documentation","Upload reinforcing detail sheets"
"0a914dd0-7162-5466-86e4-9fca814a9d88","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Gracefield","Panels","PC-01","Test Results, Certificates and Documentation","Concrete Docket Attached"
"826b1396-d3f1-531a-a5cc-3d4ef4ad5d95","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Gracefield","Panels","PC-01","Test Results, Certificates and Documentation","Upload Concrete test results"
"6b22d17c-5b27-51e0-873f-fd1a355bf295","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Gracefield","Panels","PC-01","Test Results, Certificates and Documentation","Upload Photo of Reinforcing Cast # Tracking"
"232842f5-318a-5e2b-8da2-89e38d780e4e","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Gracefield","Panels","PC-01","Test Results, Certificates and Documentation","Upload Lift Designs"
"50c89221-a1d6-407b-a4a9-44cc04bb97b9","","checklist-sectioned","not-started","cc1a74f45335a51ef140d9d01b5e8d2dd95f91c6f03e4ba4bcb34bb448b7bd29","checklist","FALSE","FALSE","Panel QA","Gracefield","Panels","PC-02"
"b61a50b2-9ae9-59c5-8584-b61f80bd2fe7","","checkpoint-group","not-started","","","FALSE","FALSE","Panel QA","Gracefield","Panels","PC-02","Precast Element Details"
"826f2520-5aad-5ce3-9892-14be4d5d53cc","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Gracefield","Panels","PC-02","Precast Element Details","Concrete Details Complete"
"1772bf14-9d27-5bfd-a832-2ff71d51df1a","","checkpoint-group","not-started","","","FALSE","FALSE","Panel QA","Gracefield","Panels","PC-02","Formwork Set Up Checks"
"e36a5efe-6a9a-5eae-b4ec-eefa96c10e6d","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Gracefield","Panels","PC-02","Formwork Set Up Checks","Length/Width/Thickness/Cutouts/Diagonals"
"1f8d63b1-06f4-5b9e-b071-c62c76db6633","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Gracefield","Panels","PC-02","Formwork Set Up Checks","Edge Details & Rebates"
"47093256-4d61-538b-9c97-f627d2bbb369","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Gracefield","Panels","PC-02","Formwork Set Up Checks","Inserts on MF (Weld plates, RB's, TIM's, Penetrations, DB Bottoms)"
"8824ac63-7a81-5650-8692-00cc91e71e99","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Gracefield","Panels","PC-02","Formwork Set Up Checks","MF roughening's"
"9a448bff-5cd9-54a9-9174-cddb17f90547","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Gracefield","Panels","PC-02","Formwork Set Up Checks","Sides Straight & Magnets Fastened"
"c9356a7d-8f9b-52ec-a88f-586867d2ddb7","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Gracefield","Panels","PC-02","Formwork Set Up Checks","Mould Face Clean"
"b58f4ed8-8d9c-557e-9510-21fd513dcac1","","checkpoint-group","not-started","","","FALSE","FALSE","Panel QA","Gracefield","Panels","PC-02","Prepour Checks"
"e595ece9-53af-5924-b716-d854fe4a50f1","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Gracefield","Panels","PC-02","Prepour Checks","Mould Cleaned & Oiled"
"882122c5-fc5e-5c3d-ac13-019623d70dfc","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Gracefield","Panels","PC-02","Prepour Checks","Reinforcing details checked/highlighted off against shop drawing (Bar sizes, grades and spacings)"
"53a018af-96ee-5b04-9d2b-052c55738f9b","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Gracefield","Panels","PC-02","Prepour Checks","Check covers on all sides, MF and TF"
"3e556afa-a3d7-5ffc-9f2d-b659d4b29a06","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Gracefield","Panels","PC-02","Prepour Checks","There is sufficient cover to rebates around openings or weatherproofing details"
"2eb6051a-a85d-5500-9d50-3b8263432a34","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Gracefield","Panels","PC-02","Prepour Checks","Starters (Size, Grade, Setout and Length)"
"69bea2b5-e6a1-5d28-b691-472e7e3e65c5","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Gracefield","Panels","PC-02","Prepour Checks","Inserts on TF (Weld plates, RB's, TIM's, Penetrations, DB's, Rebates)"
"70091df3-2d8c-50be-8ea3-baf3919a98b2","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Gracefield","Panels","PC-02","Prepour Checks","Lifters"
"73701d22-0131-546c-84b2-6149e1e187a8","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Gracefield","Panels","PC-02","Prepour Checks","Tie wire Trimmed"
"e21d0cea-38b6-5a77-812c-f5883253960f","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Gracefield","Panels","PC-02","Prepour Checks","Panel fully clean"
"9c598ca3-3040-5571-9f5b-215360c4c4e2","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Gracefield","Panels","PC-02","Prepour Checks","Drossbach Measured and photo taken"
"7751fa3f-b8d8-563c-bcb5-aa94575cfbd1","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Gracefield","Panels","PC-02","Prepour Checks","General Photos Attached"
"aaeee0c9-e5f0-50fd-b1be-fb777d32b32f","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Gracefield","Panels","PC-02","Prepour Checks","Shop Drawing Checked Off (attach photo)"
"15c59919-5c52-53a3-891c-3de3af324fae","","checkpoint-group","not-started","","","FALSE","FALSE","Panel QA","Gracefield","Panels","PC-02","Demould Inspection"
"a068460f-2883-5685-8619-88e1697df008","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Gracefield","Panels","PC-02","Demould Inspection","Demould Inspection complete"
"b3b480d1-f4f0-5707-8c63-87b95af0b93c","","checkpoint-group","not-started","","","FALSE","FALSE","Panel QA","Gracefield","Panels","PC-02","Loading Out"
"509cfe0e-4071-59f4-aff6-67793498194c","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Gracefield","Panels","PC-02","Loading Out","Photo take of Panel on Truck"
"db7df2ab-4750-5fe4-9199-335856dbad85","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Gracefield","Panels","PC-02","Loading Out","No remedial work required on site"
"8b8fba82-a794-5d24-ba95-31181a29678c","","checkpoint-group","not-started","","","FALSE","FALSE","Panel QA","Gracefield","Panels","PC-02","Test Results, Certificates and Documentation"
"b3cfa099-8171-55e6-8b76-9f47323f7577","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Gracefield","Panels","PC-02","Test Results, Certificates and Documentation","Upload reinforcing detail sheets"
"3830456c-703b-579f-9080-f382bdc97d11","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Gracefield","Panels","PC-02","Test Results, Certificates and Documentation","Concrete Docket Attached"
"a2ae5631-9419-523d-93cd-549cdc61a1a0","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Gracefield","Panels","PC-02","Test Results, Certificates and Documentation","Upload Concrete test results"
"68ba0caa-a685-5e96-9da3-3f7a3d66e6fd","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Gracefield","Panels","PC-02","Test Results, Certificates and Documentation","Upload Photo of Reinforcing Cast # Tracking"
"1b420ed4-0057-5f82-84ee-a3c977a96f38","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Gracefield","Panels","PC-02","Test Results, Certificates and Documentation","Upload Lift Designs"
"516b008e-b820-4d8d-b001-5aa9da76dad4","","checklist-sectioned","not-started","cc1a74f45335a51ef140d9d01b5e8d2dd95f91c6f03e4ba4bcb34bb448b7bd29","checklist","FALSE","FALSE","Panel QA","Gracefield","Panels","PC-03"
"ba5b3fbc-2800-53b0-a559-dc01dc56720d","","checkpoint-group","not-started","","","FALSE","FALSE","Panel QA","Gracefield","Panels","PC-03","Precast Element Details"
"0e756f83-a42d-57e8-bd3a-fab6e0290cde","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Gracefield","Panels","PC-03","Precast Element Details","Concrete Details Complete"
"73ea03bc-13bd-57a5-b039-d94545b1d1ec","","checkpoint-group","not-started","","","FALSE","FALSE","Panel QA","Gracefield","Panels","PC-03","Formwork Set Up Checks"
"a72b2ed1-ebc0-5fa4-9d9e-3e9228331b41","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Gracefield","Panels","PC-03","Formwork Set Up Checks","Length/Width/Thickness/Cutouts/Diagonals"
"ad53473f-c0b9-5804-a944-27922d7f2fb2","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Gracefield","Panels","PC-03","Formwork Set Up Checks","Edge Details & Rebates"
"477cb6de-e61a-59af-89ef-12e6693bb25b","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Gracefield","Panels","PC-03","Formwork Set Up Checks","Inserts on MF (Weld plates, RB's, TIM's, Penetrations, DB Bottoms)"
"6911534b-bef9-543a-8e61-0bc927514ed2","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Gracefield","Panels","PC-03","Formwork Set Up Checks","MF roughening's"
"64ea23fe-9ee9-53a2-9845-d26e13dcc007","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Gracefield","Panels","PC-03","Formwork Set Up Checks","Sides Straight & Magnets Fastened"
"41dae6fa-10cb-58ef-ad3a-5fae58940335","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Gracefield","Panels","PC-03","Formwork Set Up Checks","Mould Face Clean"
"21bdf4d0-1745-5787-9265-941ca0acbc72","","checkpoint-group","not-started","","","FALSE","FALSE","Panel QA","Gracefield","Panels","PC-03","Prepour Checks"
"c3e3ed00-39d0-5f05-bfda-2e2992c2a94b","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Gracefield","Panels","PC-03","Prepour Checks","Mould Cleaned & Oiled"
"02b9307c-79c1-52d5-b1be-e22436058df4","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Gracefield","Panels","PC-03","Prepour Checks","Reinforcing details checked/highlighted off against shop drawing (Bar sizes, grades and spacings)"
"d4c30b40-8d06-5fd1-a815-c38f12ff91db","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Gracefield","Panels","PC-03","Prepour Checks","Check covers on all sides, MF and TF"
"755457d7-6bb4-5ed9-b7bf-5e419301b7f9","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Gracefield","Panels","PC-03","Prepour Checks","There is sufficient cover to rebates around openings or weatherproofing details"
"4717d7b8-7128-5297-9076-84447b375684","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Gracefield","Panels","PC-03","Prepour Checks","Starters (Size, Grade, Setout and Length)"
"4b3951e8-39e2-5643-bb96-4abb800b80cc","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Gracefield","Panels","PC-03","Prepour Checks","Inserts on TF (Weld plates, RB's, TIM's, Penetrations, DB's, Rebates)"
"8329319d-b410-5917-8605-3cdca1c7bd17","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Gracefield","Panels","PC-03","Prepour Checks","Lifters"
"d0f1b85d-9864-56e3-9a01-e4e99ceb3b58","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Gracefield","Panels","PC-03","Prepour Checks","Tie wire Trimmed"
"b813039f-7acf-544e-83f3-015384045de6","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Gracefield","Panels","PC-03","Prepour Checks","Panel fully clean"
"91d3b0e5-416c-52cd-b3f9-c4769ad7e21f","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Gracefield","Panels","PC-03","Prepour Checks","Drossbach Measured and photo taken"
"08ca09cf-c42e-5854-b5e8-ae95f63826ae","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Gracefield","Panels","PC-03","Prepour Checks","General Photos Attached"
"4610e210-8bde-566a-989d-501d6f35ff58","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Gracefield","Panels","PC-03","Prepour Checks","Shop Drawing Checked Off (attach photo)"
"15790ff1-12e3-58b6-877c-f38cd0d04f9c","","checkpoint-group","not-started","","","FALSE","FALSE","Panel QA","Gracefield","Panels","PC-03","Demould Inspection"
"fc62c52d-2fd9-525e-a382-5797fd269b22","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Gracefield","Panels","PC-03","Demould Inspection","Demould Inspection complete"
"e15809ab-ab17-5013-9e52-6c95225d09f1","","checkpoint-group","not-started","","","FALSE","FALSE","Panel QA","Gracefield","Panels","PC-03","Loading Out"
"1d9a0a67-954c-5e5b-959e-81bbe40f622a","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Gracefield","Panels","PC-03","Loading Out","Photo take of Panel on Truck"
"7439b051-520a-5b4c-9d16-355097ea1233","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Gracefield","Panels","PC-03","Loading Out","No remedial work required on site"
"be485cf4-bac4-5fd3-8384-38eaa27d3282","","checkpoint-group","not-started","","","FALSE","FALSE","Panel QA","Gracefield","Panels","PC-03","Test Results, Certificates and Documentation"
"d403d61c-f651-5c4e-9e07-7811ecac4fd1","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Gracefield","Panels","PC-03","Test Results, Certificates and Documentation","Upload reinforcing detail sheets"
"592f7068-4242-5672-8e7f-d2280c7ca49c","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Gracefield","Panels","PC-03","Test Results, Certificates and Documentation","Concrete Docket Attached"
"6c1801ad-7eae-53c9-9ac8-5f4a0fa8994a","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Gracefield","Panels","PC-03","Test Results, Certificates and Documentation","Upload Concrete test results"
"cd584eec-d4d0-570e-9ce8-38b9e2be2086","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Gracefield","Panels","PC-03","Test Results, Certificates and Documentation","Upload Photo of Reinforcing Cast # Tracking"
"fd728540-2b96-5fa7-a9cc-1dfd17ff2a43","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Gracefield","Panels","PC-03","Test Results, Certificates and Documentation","Upload Lift Designs"
"a4806612-4234-4461-b9e6-33018e52fe1c","","checklist-sectioned","not-started","cc1a74f45335a51ef140d9d01b5e8d2dd95f91c6f03e4ba4bcb34bb448b7bd29","checklist","FALSE","FALSE","Panel QA","Gracefield","Panels","PC-04"
"f5b534a0-56c9-5561-b56d-6ae8db0d4547","","checkpoint-group","not-started","","","FALSE","FALSE","Panel QA","Gracefield","Panels","PC-04","Precast Element Details"
"b82f6a77-0e9e-55c5-9e3b-1581c5ebf67c","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Gracefield","Panels","PC-04","Precast Element Details","Concrete Details Complete"
"8250fd13-8ccd-5aec-97ab-0a1053870444","","checkpoint-group","not-started","","","FALSE","FALSE","Panel QA","Gracefield","Panels","PC-04","Formwork Set Up Checks"
"d852b396-cb70-573d-98ac-1078e3d8504b","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Gracefield","Panels","PC-04","Formwork Set Up Checks","Length/Width/Thickness/Cutouts/Diagonals"
"9a206eef-fbe6-55e9-bdeb-87361c425b64","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Gracefield","Panels","PC-04","Formwork Set Up Checks","Edge Details & Rebates"
"7ddc39d6-e3a1-5d79-92c5-cddf56fd08f4","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Gracefield","Panels","PC-04","Formwork Set Up Checks","Inserts on MF (Weld plates, RB's, TIM's, Penetrations, DB Bottoms)"
"08fb6bd6-2993-50f4-88ab-a7504dcc83b8","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Gracefield","Panels","PC-04","Formwork Set Up Checks","MF roughening's"
"201a638d-ec8c-55b7-ba74-63e0b70c0b72","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Gracefield","Panels","PC-04","Formwork Set Up Checks","Sides Straight & Magnets Fastened"
"49f992ed-8b1c-569e-9e15-2d38fdb27669","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Gracefield","Panels","PC-04","Formwork Set Up Checks","Mould Face Clean"
"e779670b-aa5c-5ae1-aa7d-f84f7b215b1b","","checkpoint-group","not-started","","","FALSE","FALSE","Panel QA","Gracefield","Panels","PC-04","Prepour Checks"
"73119cbc-dc84-5e63-b926-3b4684cbdedf","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Gracefield","Panels","PC-04","Prepour Checks","Mould Cleaned & Oiled"
"7ecf132c-2936-5d31-a4fc-782d52157b2a","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Gracefield","Panels","PC-04","Prepour Checks","Reinforcing details checked/highlighted off against shop drawing (Bar sizes, grades and spacings)"
"dc8c36da-0f7c-5569-ba95-24efcbd4d1d7","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Gracefield","Panels","PC-04","Prepour Checks","Check covers on all sides, MF and TF"
"c32e0e59-5f84-5a43-8156-f9f518976357","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Gracefield","Panels","PC-04","Prepour Checks","There is sufficient cover to rebates around openings or weatherproofing details"
"5eae3664-9a38-59ac-9221-1f1df9b87309","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Gracefield","Panels","PC-04","Prepour Checks","Starters (Size, Grade, Setout and Length)"
"46dab2c6-402a-5a0a-b373-e3d6956f48b4","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Gracefield","Panels","PC-04","Prepour Checks","Inserts on TF (Weld plates, RB's, TIM's, Penetrations, DB's, Rebates)"
"75480970-5fd6-5fbb-9dd1-d5a586e8ad1c","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Gracefield","Panels","PC-04","Prepour Checks","Lifters"
"a030c5d8-deeb-5988-b5ee-2eb932e8e242","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Gracefield","Panels","PC-04","Prepour Checks","Tie wire Trimmed"
"603be636-fc36-5f0d-b99e-56debe1d116b","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Gracefield","Panels","PC-04","Prepour Checks","Panel fully clean"
"cf6d7036-5ef9-5341-ac8c-c629b01508fd","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Gracefield","Panels","PC-04","Prepour Checks","Drossbach Measured and photo taken"
"de16fb6a-24de-51ab-8cfe-a9798aad3440","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Gracefield","Panels","PC-04","Prepour Checks","General Photos Attached"
"163e4f41-4584-5729-b385-dabd9e936665","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Gracefield","Panels","PC-04","Prepour Checks","Shop Drawing Checked Off (attach photo)"
"34c0533d-c07a-584f-84d3-161dfda426f0","","checkpoint-group","not-started","","","FALSE","FALSE","Panel QA","Gracefield","Panels","PC-04","Demould Inspection"
"ad7ede00-d374-5fd3-9a7a-dc7e1818d9ba","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Gracefield","Panels","PC-04","Demould Inspection","Demould Inspection complete"
"e9acbcfe-c7c8-50bb-8276-58fc12d89d72","","checkpoint-group","not-started","","","FALSE","FALSE","Panel QA","Gracefield","Panels","PC-04","Loading Out"
"a88b4441-e613-53a9-b633-cbc78ae7c696","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Gracefield","Panels","PC-04","Loading Out","Photo take of Panel on Truck"
"6b03a15e-cde1-52f0-a166-8d5b4f1cd900","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Gracefield","Panels","PC-04","Loading Out","No remedial work required on site"
"31755ba2-b5a6-5594-8ae2-990abcf080f9","","checkpoint-group","not-started","","","FALSE","FALSE","Panel QA","Gracefield","Panels","PC-04","Test Results, Certificates and Documentation"
