type,name,values,prefix,postfix,usage count,user addable,template name,,,,,,,,,
checkpoint-status,3.06 - Field,,,,,,,,,,,,,,,
label,Material Test Method Requirement - GO/NO GO Survey,,,,,,,,,,,,,,,
label,Reference Documents - Downers processes,,,,,,,,,,,,,,,
label,"Material Acceptance Criteria (Method) - Downer survey sealing GO/NO GO,Road science Zeus app & Downer Iris app",,,,,,,,,,,,,,,
label,Material Test Frequency - Prior to sealing on each site,,,,,,,,,,,,,,,
label,"Target Criteria - Pass on GO/NO GO ,Marginal & discussion with contract Manager or Written approval from Rehab manager",,,,,,,,,,,,,,,
label,Action Point Records Required - Survey record,,,,,,,,,,,,,,,
label,Responsibility - QA / SE / PE,,,,,,,,,,,,,,,
checkpoint-status,3.07 - Field,,,,,,,,,,,,,,,
label,Material Test Method Requirement - Road temp,,,,,,,,,,,,,,,
label,Reference Documents - TNZ P3:1995.18,,,,,,,,,,,,,,,
label,Material Acceptance Criteria (Method) - Temperature recorded on site prior to sealing commencing,,,,,,,,,,,,,,,
label,Material Test Frequency - Once per day of sealing prior to sealing commencing,,,,,,,,,,,,,,,
label,Target Criteria - Air temp >10°C,,,,,,,,,,,,,,,
label,Action Point Records Required - Spray sheet,,,,,,,,,,,,,,,
label,Responsibility - QA / SE / PE,,,,,,,,,,,,,,,
checkpoint-status,3.08 - Field,,,,,,,,,,,,,,,
label,Material Test Method Requirement - Application Rate,,,,,,,,,,,,,,,
label,Reference Documents - TNZ P/3 : 1995.18,,,,,,,,,,,,,,,
label,Material Acceptance Criteria (Method) - Quantity of binder sprayed in any spray run measured by dipstick reading or a calibrated accumulating rev counter fiited to sprayer,,,,,,,,,,,,,,,
label,Material Test Frequency - Dipstick measurements before spraying is commenced from tank and after the last spray from the tank or prior to it's refilling,,,,,,,,,,,,,,,
label,Target Criteria - binder application rate is +/-50ltrs + 4% of the application rate,,,,,,,,,,,,,,,
label,Action Point Records Required - Spray Sheet,,,,,,,,,,,,,,,
label,Responsibility - QA / SE / PE,,,,,,,,,,,,,,,
checkpoint-status,3.09 - Field,,,,,,,,,,,,,,,
label,Material Test Method Requirement - Chip spread rate,,,,,,,,,,,,,,,
label,Reference Documents - TNZ P3: 1995.21,,,,,,,,,,,,,,,
label,"Material Acceptance Criteria (Method) - area sealed (m2) to be divided by the volume of chip spread (m3), Chipsealing in New Zealand (pg 435)",,,,,,,,,,,,,,,
label,Material Test Frequency - Total amount of chip used to be calculated at end of days sealing,,,,,,,,,,,,,,,
label,Target Criteria - Visual checks meets seal design requirements,,,,,,,,,,,,,,,
label,Action Point Records Required - Witness Point/Spray sheet,,,,,,,,,,,,,,,
label,Responsibility - QA / SE / PE,,,,,,,,,,,,,,,
checkpoint-status,3.10 - Field,,,,,,,,,,,,,,,
label,Material Test Method Requirement - Rolling Checks,,,,,,,,,,,,,,,
label,Reference Documents - TNZ P3: 1995.22,,,,,,,,,,,,,,,
label,Material Acceptance Criteria (Method) - Sealing Record,,,,,,,,,,,,,,,
label,Material Test Frequency - for each sealing site per day,,,,,,,,,,,,,,,
label,Target Criteria - As per rolling requirements defined in TNZ P3: 1995.22.,,,,,,,,,,,,,,,
label,Action Point Records Required - Witness Point/Spray sheet,,,,,,,,,,,,,,,
label,Responsibility - QA / SE / PE,,,,,,,,,,,,,,,
checkpoint-status,3.11 - Field,,,,,,,,,,,,,,,
label,Material Test Method Requirement - Post Seal Inspection,,,,,,,,,,,,,,,
label,Reference Documents - TNZ P3: 1995,,,,,,,,,,,,,,,
label,Material Acceptance Criteria (Method) - Engineers Inspection,,,,,,,,,,,,,,,
label,Material Test Frequency - After sealing,,,,,,,,,,,,,,,
label,"Target Criteria - The chip is embedded, uniformily placed and chipseal is fit for purpose",,,,,,,,,,,,,,,
label,Action Point Records Required - Witness Point,,,,,,,,,,,,,,,
label,Responsibility - QA / SE / PE,,,,,,,,,,,,,,,
checkpoint-group,"DG and AC Mixes NZTA M10:2020, SMA Mixes NZTA M27:2020, PA Mixes TNZ P/11",,,,,,,,,,,,,,,
checkpoint-status,4.01 - PQE,,,,,,,,,,,,,,,
label,Material Test Method Requirement - Has the material used in this layer been formally accepted for use?,,,,,,,,,,,,,,,
label,Reference Documents - Insert Asphalt Design & Material Records NZTA SP-M-032 Asphalt Surfacing Treatment selection Guidelines,,,,,,,,,,,,,,,
label,Material Acceptance Criteria (Method) - Approved Treatment Design,,,,,,,,,,,,,,,
label,Material Test Frequency - Prior to paving works commencing,,,,,,,,,,,,,,,
label,Target Criteria - Treatment Design validation,,,,,,,,,,,,,,,
label,Action Point Records Required - Hold Point,,,,,,,,,,,,,,,
label,Responsibility - SE / PE / PM / PQE,,,,,,,,,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,,,,,,,,,
checkpoint-status,4.02 - Lab,,,,,,,,,,,,,,,
label,Material Test Method Requirement - In-situ mat density calibration cores,,,,,,,,,,,,,,,
label,"Reference Documents - NZTA M10:2020 9.9.1, NZTA M27:2020 9.9.1",,,,,,,,,,,,,,,
label,Material Acceptance Criteria (Method) - ASTM D5361,,,,,,,,,,,,,,,
label,Material Test Frequency - One test per 900 t of asphalt plant production,,,,,,,,,,,,,,,
label,Target Criteria - Characteristic value - mix design air void +3% -2%,,,,,,,,,,,,,,,
label,Action Point Records Required - Hold Point,,,,,,,,,,,,,,,
label,Responsibility - SE / PE / PM / PQE,,,,,,,,,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,,,,,,,,,
checkpoint-status,4.03 - Lab,,,,,,,,,,,,,,,
label,Material Test Method Requirement - Grading (Particle Size Distribution),,,,,,,,,,,,,,,
label,"Reference Documents - NZTA M10: 2020 Table 5.2, NZTA M27:2020 Table 5.2, TNZ P/11:2007 Table 7.1",,,,,,,,,,,,,,,
label,Material Acceptance Criteria (Method) - NZS 4407:2015 test 3.8,,,,,,,,,,,,,,,
label,Material Test Frequency - One test per 900 t of asphalt plant production,,,,,,,,,,,,,,,
label,Target Criteria - Tolerance from nominated JMF grading as per,,,,,,,,,,,,,,,
label,○ NZTA M10 Table 5.3,,,,,,,,,,,,,,,
label,○ NZTA M27 Table 5.3,,,,,,,,,,,,,,,
label,○ TNZ P/11 Table 7.1,,,,,,,,,,,,,,,
label,Action Point Records Required - Test record,,,,,,,,,,,,,,,
label,Responsibility - SE / PE / PM / PQE,,,,,,,,,,,,,,,
checkpoint-status,4.04 - Lab,,,,,,,,,,,,,,,
label,Material Test Method Requirement - Binder content,,,,,,,,,,,,,,,
label,"Reference Documents - NZTA M10: 2020 Table 5.2, NZTA M27:2020 Table 5.2, TNZ P/11:2007 Table 7.1",,,,,,,,,,,,,,,
label,Material Acceptance Criteria (Method) - ASTM D2172,,,,,,,,,,,,,,,
label,Material Test Frequency - One test per 900 t of asphalt plant production,,,,,,,,,,,,,,,
label,Target Criteria - Tolerance on JMF,,,,,,,,,,,,,,,
label,○ Individual ±0.5 (All),,,,,,,,,,,,,,,
label,"○ Rolling Average of 3 ±0.3% (DG, AC, SMA)",,,,,,,,,,,,,,,
label,○ Rolling Average of 3 ±0.4% (PA),,,,,,,,,,,,,,,
label,Action Point Records Required - Test record,,,,,,,,,,,,,,,
label,Responsibility - SE / PE / PM / PQE,,,,,,,,,,,,,,,
checkpoint-status,4.05 - Lab,,,,,,,,,,,,,,,
label,Material Test Method Requirement - Air Voids,,,,,,,,,,,,,,,
label,"Reference Documents - NZTA M10: 2020 Table 5.2, NZTA M27:2020 Table 5.2, TNZ P/11:2007 Table 7.1",,,,,,,,,,,,,,,
label,Material Acceptance Criteria (Method) - ASTM D3203-22,,,,,,,,,,,,,,,
label,Material Test Frequency - One test per 900 t of asphalt plant production,,,,,,,,,,,,,,,
label,Target Criteria - As specified for each mix type,,,,,,,,,,,,,,,
label,Action Point Records Required - Test record,,,,,,,,,,,,,,,
label,Responsibility - SE / PE / PM / PQE,,,,,,,,,,,,,,,
checkpoint-status,4.06 - Lab,,,,,,,,,,,,,,,
label,Material Test Method Requirement - Maximum Theoretical Specific Gravity,,,,,,,,,,,,,,,
label,"Reference Documents - NZTA M10: 2020 Table 5.2, NZTA M27:2020 Table 5.2, TNZ P/11:2007 Table 7.1",,,,,,,,,,,,,,,
label,Material Acceptance Criteria (Method) - ASTM D2041,,,,,,,,,,,,,,,
label,Material Test Frequency - One test per 900 t of asphalt plant production,,,,,,,,,,,,,,,
label,Target Criteria - Report Value,,,,,,,,,,,,,,,
label,Action Point Records Required - Test record,,,,,,,,,,,,,,,
label,Responsibility - SE / PE / PM / PQE,,,,,,,,,,,,,,,
checkpoint-status,4.07 - Field,,,,,,,,,,,,,,,
label,Material Test Method Requirement - Load Locate,,,,,,,,,,,,,,,
label,Reference Documents - Downer Procedures,,,,,,,,,,,,,,,
label,Material Acceptance Criteria (Method) - Each load can be indentified to a location. Record includes:,,,,,,,,,,,,,,,
label,– Truck ID/Rego/Driver,,,,,,,,,,,,,,,
label,– Depart Plant Time,,,,,,,,,,,,,,,
label,– Arrive Site Time,,,,,,,,,,,,,,,
label,– AC Temp on Arrival,,,,,,,,,,,,,,,
label,– Ground Temp on Arrival,,,,,,,,,,,,,,,
label,– Tonnage,,,,,,,,,,,,,,,
label,– Run Width,,,,,,,,,,,,,,,
label,– Estimated Run Length,,,,,,,,,,,,,,,
label,– Calculated Area,,,,,,,,,,,,,,,
label,– Calculated Average Depth,,,,,,,,,,,,,,,
label,Material Test Frequency - Every Load,,,,,,,,,,,,,,,
label,Target Criteria - All data is collected,,,,,,,,,,,,,,,
label,Action Point Records Required - QA Sheet,,,,,,,,,,,,,,,
label,Responsibility - QA / SE / PE,,,,,,,,,,,,,,,
checkpoint-status,4.08 - Field,,,,,,,,,,,,,,,
label,Material Test Method Requirement - NDM Density Testing On-Site Mat and Joint,,,,,,,,,,,,,,,
label,"Reference Documents - NZTA M10:2020 9.9.1 and 9.9.2, NZTA M27:2020 9.9.1 and 9.9.2",,,,,,,,,,,,,,,
label,"Material Acceptance Criteria (Method) - ASTM D2950, ASTM D5361",,,,,,,,,,,,,,,
label,Material Test Frequency - 1 test per 300m² per layer (Min 8 / Construction lot),,,,,,,,,,,,,,,
label,○ 1 test per 100m per layer length (min 3 / Construction lot),,,,,,,,,,,,,,,
label,"Target Criteria - Mat: Mean air voids JMF +3,-2",,,,,,,,,,,,,,,
label,"○ Join: Mean air voids JMF +5,-2",,,,,,,,,,,,,,,
label,Action Point Records Required - Test record,,,,,,,,,,,,,,,
label,Responsibility - QA / SE / PE,,,,,,,,,,,,,,,
checkpoint-status,4.09 - Field,,,,,,,,,,,,,,,
label,Material Test Method Requirement - Surface Level- Stringline checks for validation,,,,,,,,,,,,,,,
label,"Reference Documents - NZTA M10:2020 10.2, NZTA M27: 2020 10.2 Downer Procedures",,,,,,,,,,,,,,,
label,Material Acceptance Criteria (Method) - NZTA M/10,,,,,,,,,,,,,,,
label,Material Test Frequency - 5 Points across full width of carriageway at 10m frequency,,,,,,,,,,,,,,,
label,"○ Edge of Seal, Centre of Lane, Centerline, Centre of Lane, Edge of Seal",,,,,,,,,,,,,,,
label,Target Criteria - +15mm/-5mm from design or nominated level,,,,,,,,,,,,,,,
label,○ No more than 8mm deviaton from a 3m straight edge,,,,,,,,,,,,,,,
label,Action Point Records Required - Survey record,,,,,,,,,,,,,,,
label,Responsibility - QA / SE / PE,,,,,,,,,,,,,,,
checkpoint-status,4.10 - Field,,,,,,,,,,,,,,,
label,Material Test Method Requirement - Post Surfacing Inspection,,,,,,,,,,,,,,,
label,Reference Documents - CCA Procedures,,,,,,,,,,,,,,,
label,Material Acceptance Criteria (Method) - Contract Specifications,,,,,,,,,,,,,,,
label,Material Test Frequency - 100% of site After surfacing (within 5 days),,,,,,,,,,,,,,,
label,Target Criteria - Line marking has been reinstated,,,,,,,,,,,,,,,
label,○ All excess material has been removed from site,,,,,,,,,,,,,,,
label,○ All CPs are clear from filter fabric and any excess material removed from on top service covers,,,,,,,,,,,,,,,
label,Action Point Records Required - Hold Point,,,,,,,,,,,,,,,
label,Responsibility - QA / SE / PE,,,,,,,,,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,,,,,,,,,
checkpoint-group,Post Construction,,,,,,,,,,,,,,,
checkpoint-status,5.01 - PQE,,,,,,,,,,,,,,,
label,Material Test Method Requirement - Asbuilt and RAMM Data,,,,,,,,,,,,,,,
label,Reference Documents - RAMM Update sheet,,,,,,,,,,,,,,,
label,Material Acceptance Criteria (Method) - Asset Management Information Plan,,,,,,,,,,,,,,,
label,Material Test Frequency - After works complete,,,,,,,,,,,,,,,
label,Target Criteria - RAMM sheet 100% complete and accurate .,,,,,,,,,,,,,,,
label,Action Point Records Required - RAMM Asset Update sheet,,,,,,,,,,,,,,,
label,Responsibility - site engineer / Project Engineer/PQE,,,,,,,,,,,,,,,
checkpoint-status,5.02 - Lab,,,,,,,,,,,,,,,
label,Material Test Method Requirement - High speed Rutting - Road Roughness,,,,,,,,,,,,,,,
label,Reference Documents - CCA DOC,,,,,,,,,,,,,,,
label,Material Acceptance Criteria (Method) - Laser Profilometer Survey,,,,,,,,,,,,,,,
label,"Material Test Frequency - After first coat sealing and prior to final surfacing with either EMOGPA, OGPA, SMA, or second coat sealing; After 12 months of trafficking; End of defects liability",,,,,,,,,,,,,,,
label,○ All lanes at 20m intervals in each wheel path and staggered by 10m between wheel paths,,,,,,,,,,,,,,,
label,Target Criteria - High Speed Rutting: > 5mm Report to Designer,,,,,,,,,,,,,,,
label,Action Point Records Required - Test Record,,,,,,,,,,,,,,,
label,Responsibility - site engineer / Project Engineer/PQE,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
checklist-sectioned,ITP - GRANULAR REHAB INSPECTION TESTING PLAN,itp,,,,Yes,ITP - GRANULAR REHAB INSPECTION TESTING PLAN Rev 1,b74486b2-4f30-44da-be0d-73437d9c3ba8,,,,,,,,
checkpoint-group,Subgrade,,,,,,,,,,,,,,,
checkpoint-status,1.01 - Field,,,,,,,,,,,,,,,
label,Material Test Method Requirement - Scala Penetrometer Cohesive soils only,,,,,,,,,,,,,,,
label,Reference Documents - RITS Table 3-20,,,,,,,,,,,,,,,
label,Material Acceptance Criteria (Method) - NZS 4402.6.5.2:1988,,,,,,,,,,,,,,,
label,"Material Test Frequency - 1m inside of edge of seal, on alternating lanes, at 10m spacing (no greater than 20m between tests)",,,,,,,,,,,,,,,
label,"○ Minimum of 10 tests and/or at a frequency of 1 test per 10m chainage, whichever qty is greater",,,,,,,,,,,,,,,
label,Target Criteria - Confirm design assumptions - Scalar reaches minimum 7 blows/300mm,,,,,,,,,,,,,,,
label,Action Point Records Required - Test Record,,,,,,,,,,,,,,,
label,Responsibility - QA / SE / PE,,,,,,,,,,,,,,,
checkpoint-status,1.02 - Field,,,,,,,,,,,,,,,
label,Material Test Method Requirement - Clegg Hammer Aggregate fill only where subgrade undercut or trench backfilled,,,,,,,,,,,,,,,
label,Reference Documents - RITS Table 3-21,,,,,,,,,,,,,,,
label,"Material Acceptance Criteria (Method) - RITS 3.8.3.3, ASTM D5874-16",,,,,,,,,,,,,,,
label,"Material Test Frequency - In centre of undercut or trench, Minimum of 1 test per undercut location",,,,,,,,,,,,,,,
label,Target Criteria - CIV ≥ 15 or CBR of 20,,,,,,,,,,,,,,,
label,Action Point Records Required - Test Record,,,,,,,,,,,,,,,
label,Responsibility - QA / SE / PE,,,,,,,,,,,,,,,
checkpoint-status,1.03 - Field,,,,,,,,,,,,,,,
label,"Material Test Method Requirement - Surface Level, Shape, and crossfall",,,,,,,,,,,,,,,
