type,name,values,prefix,postfix,usage count,user addable,template name,,,,,,,,,
label,– – – – – – – – –,,,,,,,,,,,,,,,
label,RESPONSIBILITY: Fulton Hogan Engineer,,,,,,,,,,,,,,,
label,– – – – – – – – –,,,,,,,,,,,,,,,
text,DATE:,,,,,,,,,,,,,,,
checkpoint,2.2 Post Installation,,,,,,,,,,,,,,,
label,FREQUENCY: Each Lot,,,,,,,,,,,,,,,
label,– – – – – – – – –,,,,,,,,,,,,,,,
label,ACCEPTANCE CRITERIA: Posts shall be set in concrete footings of the dimensions shown on the drawings and set at the correct height governed by landscaped area FSL. ,,,,,,,,,,,,,,,
label,– – – – – – – – –,,,,,,,,,,,,,,,
label,REFERENCE DOCUMENTS: Fencing Plan SD3143,,,,,,,,,,,,,,,
label,– – – – – – – – –,,,,,,,,,,,,,,,
label,INSPECTION/TEST METHOD: Verify,,,,,,,,,,,,,,,
label,– – – – – – – – –,,,,,,,,,,,,,,,
label,RECORD OF CONFORMITY: This ITP signed off,,,,,,,,,,,,,,,
label,– – – – – – – – –,,,,,,,,,,,,,,,
label,HP*,,,,,,,,,,,,,,,
label,– – – – – – – – –,,,,,,,,,,,,,,,
label,RESPONSIBILITY: Fulton Hogan Engineer,,,,,,,,,,,,,,,
label,– – – – – – – – –,,,,,,,,,,,,,,,
text,DATE:,,,,,,,,,,,,,,,
checkpoint,2.3 Fence Panels,,,,,,,,,,,,,,,
label,FREQUENCY: Each Lot,,,,,,,,,,,,,,,
label,– – – – – – – – –,,,,,,,,,,,,,,,
label,ACCEPTANCE CRITERIA: Post centres shall be placed at 2455 mm intervals as shown on drawing SD3143.,,,,,,,,,,,,,,,
label,– – – – – – – – –,,,,,,,,,,,,,,,
label,REFERENCE DOCUMENTS: Fencing Plan SD3143,,,,,,,,,,,,,,,
label,– – – – – – – – –,,,,,,,,,,,,,,,
label,INSPECTION/TEST METHOD: Visual inspection,,,,,,,,,,,,,,,
label,– – – – – – – – –,,,,,,,,,,,,,,,
label,RECORD OF CONFORMITY: This ITP signed off,,,,,,,,,,,,,,,
label,– – – – – – – – –,,,,,,,,,,,,,,,
label,HP*,,,,,,,,,,,,,,,
label,– – – – – – – – –,,,,,,,,,,,,,,,
label,RESPONSIBILITY: Fulton Hogan Engineer,,,,,,,,,,,,,,,
label,– – – – – – – – –,,,,,,,,,,,,,,,
text,DATE:,,,,,,,,,,,,,,,
section,3 - Completion,,,,,,,,,,,,,,,
checkpoint,3.1 Clean up,,,,,,,,,,,,,,,
label,FREQUENCY: Post Completion,,,,,,,,,,,,,,,
label,– – – – – – – – –,,,,,,,,,,,,,,,
label,ACCEPTANCE CRITERIA: Personnel to ensure that work areas are clean and free of excess materials,,,,,,,,,,,,,,,
label,– – – – – – – – –,,,,,,,,,,,,,,,
label,REFERENCE DOCUMENTS: Fencing Plan SD3143,,,,,,,,,,,,,,,
label,– – – – – – – – –,,,,,,,,,,,,,,,
label,INSPECTION/TEST METHOD: Verify,,,,,,,,,,,,,,,
label,– – – – – – – – –,,,,,,,,,,,,,,,
label,RECORD OF CONFORMITY: This ITP signed off,,,,,,,,,,,,,,,
label,– – – – – – – – –,,,,,,,,,,,,,,,
label,SCP,,,,,,,,,,,,,,,
label,– – – – – – – – –,,,,,,,,,,,,,,,
label,RESPONSIBILITY: Project Engineer/Surveyor ,,,,,,,,,,,,,,,
label,– – – – – – – – –,,,,,,,,,,,,,,,
text,DATE:,,,,,,,,,,,,,,,
checkpoint,3.2 Verification,,,,,,,,,,,,,,,
label,FREQUENCY: Post Completion,,,,,,,,,,,,,,,
label,– – – – – – – – –,,,,,,,,,,,,,,,
label,ACCEPTANCE CRITERIA: All material dockets and compliance certificates are to be provided to the client. ,,,,,,,,,,,,,,,
label,– – – – – – – – –,,,,,,,,,,,,,,,
label,REFERENCE DOCUMENTS: Fencing Plan SD3143,,,,,,,,,,,,,,,
label,– – – – – – – – –,,,,,,,,,,,,,,,
label,INSPECTION/TEST METHOD: Verify,,,,,,,,,,,,,,,
label,– – – – – – – – –,,,,,,,,,,,,,,,
label,RECORD OF CONFORMITY: This ITP signed off,,,,,,,,,,,,,,,
label,– – – – – – – – –,,,,,,,,,,,,,,,
label,SCP,,,,,,,,,,,,,,,
label,– – – – – – – – –,,,,,,,,,,,,,,,
label,RESPONSIBILITY: Project Engineer/Surveyor ,,,,,,,,,,,,,,,
label,– – – – – – – – –,,,,,,,,,,,,,,,
text,DATE:,,,,,,,,,,,,,,,
checkpoint,Final Inspection,,,,,,,,,,,,,,,
label,The signature below verifies that this ITP has been completed in accordance with the FH’s Quality system Procedures and verifies lot compliance with specifications.,,,,,,,,,,,,,,,
text,Print Name:,,,,,,,,,,,,,,,
text,Position:,,,,,,,,,,,,,,,
text,Date:,,,,,,,,,,,,,,,
