type,name,values,prefix,postfix,usage count,user addable,template name,,,
checkpoint,Check monitor and engine start batteries and record,,,,,,,,,
checkpoint,"Check controller safety functions, alarms, set point validation and measurement of fuel consumption",,,,,,,,,
checkpoint,"Pump Run Operation, Run for 10 mins @ 0 flow (record)",,,,,,,,,
label,Check Pump Starting devices and record,,,,,,,,,
text,Starting pressure (kpa),,,,,,,,,
text,Run time,,,,,,,,,
text,Hour meter,,,,,,,,,
label,Check and verify pump operation and record in comments,,,,,,,,,
text,Suction (kPa),,,,,,,,,
text,Discharge (kPa),,,,,,,,,
text,Charger Voltage (V),,,,,,,,,
text,Oil Pressure (kPa),,,,,,,,,
text,Engine Temp (C),,,,,,,,,
checkpoint,"Pump Run Operation, Run for 10 mins @ 130% flow (record)",,,,,,,,,
label,Check Pump Starting devices and record,,,,,,,,,
text,Starting pressure (kpa),,,,,,,,,
text,Run time,,,,,,,,,
text,Hour meter,,,,,,,,,
label,Check and verify pump operation and record in comments,,,,,,,,,
text,Suction (kPa),,,,,,,,,
text,Discharge (kPa),,,,,,,,,
text,Charger Voltage (V),,,,,,,,,
text,Oil Pressure (kPa),,,,,,,,,
text,Engine Temp (C),,,,,,,,,
checkpoint,"Pump Run Operation, Run for 10 mins @ reduce flow to duty (record)",,,,,,,,,
label,Check Pump Starting devices and record,,,,,,,,,
text,Starting pressure (kpa),,,,,,,,,
text,Run time,,,,,,,,,
text,Hour meter,,,,,,,,,
label,Check and verify pump operation and record in comments,,,,,,,,,
text,Suction (kPa),,,,,,,,,
text,Discharge (kPa),,,,,,,,,
text,Charger Voltage (V),,,,,,,,,
text,Oil Pressure (kPa),,,,,,,,,
text,Engine Temp (C),,,,,,,,,
checkpoint,"Pump Run Operation, Run for 10 mins @ 0 flow until the pump has run for 30 mins",,,,,,,,,
label,Check Pump Starting devices and record,,,,,,,,,
text,Starting pressure (kpa),,,,,,,,,
text,Run time,,,,,,,,,
text,Hour meter,,,,,,,,,
label,Check and verify pump operation and record in comments,,,,,,,,,
text,Suction (kPa),,,,,,,,,
text,Discharge (kPa),,,,,,,,,
text,Charger Voltage (V),,,,,,,,,
text,Oil Pressure (kPa),,,,,,,,,
text,Engine Temp (C),,,,,,,,,
label,Basement & Podium,,,,,,,,,
label,Pressure Zone / Level Reference of Test,,,,,,,,,
,,,,,,,,,,
checklist-flat,Document Attachment,,,,,,,,,
checkpoint,Attach relevant documents,,,,,,,,,
,,,,,,,,,,
checklist-flat,Variation,,,,,,,,,
checkpoint,Variation / SI Details Entered,,,,,,,,,
label,Please take before photos,,,,,,,,,
text,Work type:,,,,,,,,,
text,Attention:,,,,,,,,,
text,Area/Location,,,,,,,,,
text,Date,,,,,,,,,
text,Scope of work,,,,,,,,,
text,Normal Hours,,,,,,,,,
text,Overtime Hours,,,,,,,,,
text,Material to complete task,,,,,,,,,
checkpoint,Reference/SI Number Entered,,,,,,,,,
text,Reference/SI Number,,,,,,,,,
checkpoint,Variation / SI Work Completed,,,,,,,,,
checkpoint,Values added (Office use only),,,,,,,,,
text,Labour Value,,,,,,,,,
text,Material Value,,,,,,,,,
text,Measured Items,,,,,,,,,
text,Total Variation Value,,,,,,,,,
,,,,,,,,,,
checklist-flat,Injury Form,,,,,,,,,
checkpoint,Injury form completed,,,,,,,,,
text,Date of incident,,,,,,,,,
text,Time,,,,,,,,,
text,Site location of the accident / incident (take multiple photo of area of incident),,,,,,,,,
text,Detail of how the accident / incident happened,,,,,,,,,
label,Details of injured person,,,,,,,,,
text,First name,,,,,,,,,
text,Last name,,,,,,,,,
text,DOB,,,,,,,,,
text,Contact No,,,,,,,,,
text,Address,,,,,,,,,
text,Company,,,,,,,,,
text,Trade,,,,,,,,,
text,Date Inducted,,,,,,,,,
select,Type of injury,"Electrocution, Amputation, Bruise, Burn, Concussion, Deafness, Dislocation, Foreign Body, Fracture, Hernia, Inflammation / Infection, Internal Injury, Laceration / Cut, Occupational Illness, Open Wound, Poisoning / Toxic Effect, Strain / Sprain Twist",,,,,,,,
select,Location on body,"Front, Back, Head, Neck, Torso, Left Hand, Left Arm, Right Hand, Right Arm, Left Leg, Left Foot, Right Leg, Right Foot, Other",,,,,,,,
select,Treatment,"No First Aid Treatment, First Aid Treatment, Medical Treatment , Lost Time Injury, Fatal Injury",,,,,,,,
text,Initial treatment given,,,,,,,,,
text,Was follow up treatment provided,,,,,,,,,
text,Medical centre / Doctor / Hospital attended,,,,,,,,,
text,Date / time attended,,,,,,,,,
label,Witness details,,,,,,,,,
text,Witness name & contact details,,,,,,,,,
text,Witness name & contact details,,,,,,,,,
select,Event details / cause,"Falls from height, Fall from same level, Hitting objects with body part, Exposure to mechanical vibration, Being hit by moving objects, Exposure to sharp sudden noise / long term noise, Exposure to extreme temps, Exposure to radiation, Exposure to biological factors, Exposure to mental stress factors, Vehicle accident, Muscular single / repetitive movement, Contact with electricity, Contact with toxic chemicals / substance, Other & multiple mechanisms of injury",,,,,,,,
text,Other,,,,,,,,,
checkpoint,Signature of injured worker,,,,,,,,,
checkpoint,Person completing this form,,,,,,,,,
checkpoint,Signature of person completing this form,,,,,,,,,
checkpoint,Builder Representative Witness,,,,,,,,,
checkpoint,Signature of Builder Representative Witness,,,,,,,,,
,,,,,,,,,,
checklist-flat,Toolbox Meeting,,,,,,,,,
checkpoint,Toolbox signed off - Attach an forms,,,,,,,,,
text,Toolbox Talk Location,,,,,,,,,
text,Person Conducting Toolbox Talk,,,,,,,,,
text,Date,,,,,,,,,
text,Time am / pm,,,,,,,,,
text,Actions from last meeting,,,,,,,,,
text,Injuries last week,,,,,,,,,
text,Near misses last week,,,,,,,,,
text,Safety Items discussed,,,,,,,,,
text,Comments from the floor,,,,,,,,,
text,Upcoming works for the week,,,,,,,,,
text,New Business items to discuss,,,,,,,,,
text,Attendees,,,,,,,,,
checkpoint,Attendance verified,,,,,,,,,
,,,,,,,,,,
checklist-flat,Site Induction,,,,,,,,,
checkpoint,Summit Fire Employee - Attach document and photos where required,,,,,,,,,
text,Name,,,,,,,,,
text,Contact Number,,,,,,,,,
text,Date of Induction,,,,,,,,,
label,Tick if the following are understood:,,,,,,,,,
bool,How to report to the site and who you report to,,,,,,,,,
bool,The working hours on site,,,,,,,,,
bool,Who the managers and supervisors are on site,,,,,,,,,
bool,The correct minimum PPE for site,,,,,,,,,
bool,How safety is communicated on site,,,,,,,,,
bool,Where to have lunch and where the toilets are,,,,,,,,,
bool,Where the First Aid Kit is kept and who is the First Aider,,,,,,,,,
bool,The Emergency Plan and the Assembly Area for Emergency Evacuation,,,,,,,,,
bool,What the high risk activities and hazards are on site,,,,,,,,,
bool,How to report WHS & Environmental hazards & issues,,,,,,,,,
bool,How to report a safety or environmental accident or incident,,,,,,,,,
bool,Housekeeping responsibilities,,,,,,,,,
checkpoint,Current Certificates Sighted - Please take a photo & comment on each attached certificate,,,,,,,,,
checkpoint,Summit Fire Employee Signature,,,,,,,,,
checkpoint,Summit Fire Supervisor Signature,,,,,,,,,
,,,,,,,,,,
checklist-flat,Daily Pre Start/Works Checklist,,,,,,,,,
checkpoint,Daily pre start meeting completed,,,,,,,,,
text,Date,,,,,,,,,
text,Time,,,,,,,,,
text,Location of work being performed,,,,,,,,,
checkpoint,"Is the area clear, tidy, dry, accessible and well lit? (take multiple photos of installation area)",,,,,,,,,
checkpoint,Delivery inspection (Take a photo of the delivery taking place and of delivery docket) (*note: list all items not delivered),,,,,,,,,
checkpoint,Does the delivery/delivery docket match the order placed? (*note: list all items not delivered),,,,,,,,,
checkpoint,Are the correct tools ready for today's tasks?,,,,,,,,,
checkpoint,Are Power tool batteries on charge?,,,,,,,,,
checkpoint,"Is the threading machine, drop saw and pipestand set up and ready for use?",,,,,,,,,
checkpoint,"Are all leads suspended off the ground, plugged into an RCD and test & tagged in date?",,,,,,,,,
checkpoint,Are the correct height ladders being used for today's tasks?,,,,,,,,,
checkpoint,"Do you have the correct mandatory PPE on? (Hard Hat, Hi Vis shirt/jumper/jacket, Steel toe Boots, Safety Glasses, Safety gloves and Ear Plugs?",,,,,,,,,
text,Project Manager,,,,,,,,,
text,Any issues from the previous day,,,,,,,,,
text,Any unfinished works from the previous day in the area of works?,,,,,,,,,
text,First aiders on site today,,,,,,,,,
text,Who are you working with today?,,,,,,,,,
text,today's tasks / jobs,,,,,,,,,
text,Any unfinished tasks / jobs from today's items? (list the items unfinished & explain why the tasks were not finished),,,,,,,,,
text,Attendees,,,,,,,,,
,,,,,,,,,,
