"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"e964135b-491d-49a1-b0c1-924fd4a6dea0","","folder-normal","work-in-progress","","step","TRUE","FALSE","External Tile Cladding QA"
"429edc65-62a9-4fbd-b982-f903f3dd1174","","folder-normal","work-in-progress","","step","TRUE","FALSE","External Tile Cladding QA","Elevation"
"a1b4b57c-2fec-4763-98ad-11d806183362","","checklist-sectioned","not-started","External Tile Cladding Checklist","checklist","FALSE","FALSE","External Tile Cladding QA","Elevation","1"
"a0212ea6-dd55-487c-8e2e-d13359db3604","","checklist-sectioned","not-started","External Tile Cladding Checklist","checklist","FALSE","FALSE","External Tile Cladding QA","Elevation","2"
"474c6c1b-6c50-4783-8890-2ee75902a928","","checklist-sectioned","not-started","External Tile Cladding Checklist","checklist","FALSE","FALSE","External Tile Cladding QA","Elevation","3"
"bc8f0590-a571-4766-85ae-4fc5963ea368","","checklist-sectioned","not-started","External Tile Cladding Checklist","checklist","FALSE","FALSE","External Tile Cladding QA","Elevation","4"
"74736fd5-b143-4f48-bc67-e41aa4b73fd0","","checklist-sectioned","not-started","External Tile Cladding Checklist","checklist","FALSE","FALSE","External Tile Cladding QA","Elevation","5"
"8da8430c-d63b-49ec-b829-c9a98147de4a","","checklist-sectioned","not-started","External Tile Cladding Checklist","checklist","FALSE","FALSE","External Tile Cladding QA","Elevation","6"
"10a3703b-9172-452c-ac19-931a0fd765e4","","checklist-sectioned","work-in-progress","External Tile Cladding Checklist","checklist","FALSE","FALSE","External Tile Cladding QA","Elevation","7"
"a99c88f2-80a1-4cea-b721-ba2dc86bdca6","","checklist-sectioned","work-in-progress","External Tile Cladding Checklist","checklist","FALSE","FALSE","External Tile Cladding QA","Elevation","8"
"d30719c7-208b-4830-bd19-32759c39dfd4","","checklist-sectioned","work-in-progress","External Tile Cladding Checklist","checklist","FALSE","FALSE","External Tile Cladding QA","Elevation","9"
"6ee6ed45-50c7-42ae-90d8-dbee9f94bb14","","checklist-sectioned","not-started","External Tile Cladding Checklist","checklist","FALSE","FALSE","External Tile Cladding QA","Elevation","10"
"3d3df399-dcb5-4bde-b117-72b9b5af2275","","checklist-sectioned","not-started","External Tile Cladding Checklist","checklist","FALSE","FALSE","External Tile Cladding QA","Elevation","11"
"8979627b-a42a-4164-b0d5-5448e42ca76f","","checklist-sectioned","work-in-progress","External Tile Cladding Checklist","checklist","FALSE","FALSE","External Tile Cladding QA","Elevation","12"
"c6a9ba22-d48b-401e-99fa-bcdb1323b7e6","","checklist-sectioned","work-in-progress","External Tile Cladding Checklist","checklist","FALSE","FALSE","External Tile Cladding QA","Elevation","13"
"72ce18f4-d28d-43a4-a64f-cdea385a4626","","checklist-sectioned","work-in-progress","External Tile Cladding Checklist","checklist","FALSE","FALSE","External Tile Cladding QA","Elevation","14"
"4d41725d-6aa1-4d56-a182-8b4e73c9086e","","checklist-sectioned","not-started","External Tile Cladding Checklist","checklist","FALSE","FALSE","External Tile Cladding QA","Elevation","15"
"09f0ddda-5b77-4897-9f6e-71464172b49d","","checklist-sectioned","not-started","External Tile Cladding Checklist","checklist","FALSE","FALSE","External Tile Cladding QA","Elevation","16"
"1935b546-4bdb-4bc0-8adb-a5bb84cd4bf5","","checklist-sectioned","not-started","External Tile Cladding Checklist","checklist","FALSE","FALSE","External Tile Cladding QA","Elevation","17"
"7d285b39-347c-4790-9f25-eeedec497b18","","folder-normal","fail","","step","TRUE","FALSE","Gridline"
"4044da82-99c9-4f9c-bfcf-9ba11cb8a9ee","","folder-normal","not-started","","step","TRUE","FALSE","Gridline","Level 1"
"b9f67a79-eb2e-4433-9deb-e9addd324922","","folder-normal","not-started","","step","TRUE","FALSE","Gridline","Level 1","West L1 D-G"
"3756f1a7-0cf7-4ca4-9561-a96bf47dccc5","","folder-normal","not-started","","step","TRUE","FALSE","Gridline","Level 1","West L1 D-G","A001"
"f7ffc5fb-87a0-4cd9-91ae-737dfe246f54","","folder-normal","not-started","","step","TRUE","FALSE","Gridline","Level 2","West L2 D-G","A-103"
"a221a46d-0e60-4723-bbcc-545e6aba3bcf","","checklist-sectioned","not-started","Toilets Checklist","checklist","FALSE","FALSE","Gridline","Level 2","West L2 D-G","A-103","Toilets Checklist"
"e2f0aa94-0288-432f-b45c-ccf0cdce617a","","checklist-sectioned","not-started","Bathroom Checklist","checklist","FALSE","FALSE","Gridline","Level 2","West L2 D-G","A-103","Bathroom Checklist"
"2b4514fc-ba1b-4435-a29e-2bcc29a9f1a3","","folder-normal","not-started","","step","TRUE","FALSE","Gridline","Level 2","West L2 D-G","A-104"
"2bf43fcf-5270-4dbf-82c1-ea7a9dc6fb2f","","checklist-sectioned","not-started","Toilets Checklist","checklist","FALSE","FALSE","Gridline","Level 2","West L2 D-G","A-104","Toilets Checklist"
"b2919eea-3ea5-4bf3-88a6-d82e78592e44","","checklist-sectioned","not-started","Bathroom Checklist","checklist","FALSE","FALSE","Gridline","Level 2","West L2 D-G","A-104","Bathroom Checklist"
"ed0dae00-c797-4455-a1a8-acc55f93a69e","","folder-normal","not-started","","step","TRUE","FALSE","Gridline","Level 2","West L2 D-G","A-105"
"3a8e041a-9484-4fb2-9dd0-f21da99e54c3","","checklist-sectioned","not-started","Toilets Checklist","checklist","FALSE","FALSE","Gridline","Level 2","West L2 D-G","A-105","Toilets Checklist"
"409ff90c-057c-4088-9601-ab25ad33e591","","checklist-sectioned","not-started","Bathroom Checklist","checklist","FALSE","FALSE","Gridline","Level 2","West L2 D-G","A-105","Bathroom Checklist"
"0123587c-334c-4b4f-a41d-3b1f2d268a88","","folder-normal","not-started","","step","TRUE","FALSE","Gridline","Level 2","West L2 D-G","A-106"
"ff652502-06f8-4fbf-ab3a-77c69e35ebcd","","checklist-sectioned","not-started","Toilets Checklist","checklist","FALSE","FALSE","Gridline","Level 2","West L2 D-G","A-106","Toilets Checklist"
"34ff5df7-7ef1-449c-a3e2-cd280d335432","","checklist-sectioned","not-started","Bathroom Checklist","checklist","FALSE","FALSE","Gridline","Level 2","West L2 D-G","A-106","Bathroom Checklist"
"f4d82c3a-0d79-41dc-89ca-b0dda2b73829","","folder-normal","fail","","step","TRUE","FALSE","Gridline","Level 2","West L2 A-C"
"a3bf1be9-80b6-433d-926c-0c3c40ae1fa3","","folder-normal","not-started","","step","TRUE","FALSE","Gridline","Level 2","West L2 A-C","A-107"
"5af11337-bb6d-419e-a195-15f03e45539d","","checklist-sectioned","not-started","Toilets Checklist","checklist","FALSE","FALSE","Gridline","Level 2","West L2 A-C","A-107","Toilets Checklist"
"87300d3f-c361-4ad7-a1e5-1837f4197f16","","checklist-sectioned","not-started","Bathroom Checklist","checklist","FALSE","FALSE","Gridline","Level 2","West L2 A-C","A-107","Bathroom Checklist"
"0e391e90-45ff-4769-bf9e-ec601e19744f","","folder-normal","not-started","","step","TRUE","FALSE","Gridline","Level 2","West L2 A-C","A-108"
"8fc9eee5-8eb8-424a-8579-f613b1086dea","","checklist-sectioned","not-started","Toilets Checklist","checklist","FALSE","FALSE","Gridline","Level 2","West L2 A-C","A-108","Toilets Checklist"
"4411964a-ba60-4ea7-9c95-1a7828d55773","","checklist-sectioned","not-started","Bathroom Checklist","checklist","FALSE","FALSE","Gridline","Level 2","West L2 A-C","A-108","Bathroom Checklist"
"d2ecb0e7-d730-4653-8a5f-131cf881a9f0","","folder-normal","work-in-progress","","step","TRUE","FALSE","Gridline","Level 2","West L2 A-C","A-109"
"f848c4e8-0d41-4a61-9e5e-416d6b763ed6","","checklist-sectioned","work-in-progress","Toilets Checklist","checklist","FALSE","FALSE","Gridline","Level 2","West L2 A-C","A-109","Toilets Checklist"
"eaf35c3e-486a-4e44-8d3a-1d7d8944ed2d","","checklist-sectioned","work-in-progress","Bathroom Checklist","checklist","FALSE","FALSE","Gridline","Level 2","West L2 A-C","A-109","Bathroom Checklist"
"ec8bd7b9-344d-4d6d-b0a5-00ed3fac4c10","","folder-normal","work-in-progress","","step","TRUE","FALSE","Gridline","Level 2","West L2 A-C","A-110"
"06703e22-1a7a-421d-8109-39f8be031b2b","","checklist-sectioned","work-in-progress","Toilets Checklist","checklist","FALSE","FALSE","Gridline","Level 2","West L2 A-C","A-110","Toilets Checklist"
"550cdd8c-fe72-4371-a963-c023ff128bd1","","checklist-sectioned","work-in-progress","Bathroom Checklist","checklist","FALSE","FALSE","Gridline","Level 2","West L2 A-C","A-110","Bathroom Checklist"
"030e438d-9379-429f-9c27-3e7e68f7fb2f","","folder-normal","work-in-progress","","step","TRUE","FALSE","Gridline","Level 2","West L2 A-C","A-111"
"d0d61c41-c505-4680-a981-04e7f52eb55e","","checklist-sectioned","work-in-progress","Toilets Checklist","checklist","FALSE","FALSE","Gridline","Level 2","West L2 A-C","A-111","Toilets Checklist"
"a3a60470-3844-4f8b-941c-2066ac563f71","","checklist-sectioned","work-in-progress","Bathroom Checklist","checklist","FALSE","FALSE","Gridline","Level 2","West L2 A-C","A-111","Bathroom Checklist"
"07c9f3a6-0d3d-413e-9486-5c5a31569b24","","folder-normal","fail","","step","TRUE","FALSE","Gridline","Level 2","West L2 A-C","A-112"
"5bcc0b77-ea29-47c2-a9df-532af0cc7bd7","","checklist-sectioned","work-in-progress","Toilets Checklist","checklist","FALSE","FALSE","Gridline","Level 2","West L2 A-C","A-112","Toilets Checklist"
"b7feb0da-93e9-46bb-b446-9819a01bf29d","","checklist-sectioned","fail","Bathroom Checklist","checklist","FALSE","FALSE","Gridline","Level 2","West L2 A-C","A-112","Bathroom Checklist"
"c13be54e-01f2-4847-b21b-6aad96c23a4f","","folder-normal","not-started","","step","TRUE","FALSE","Gridline","Level 2","South L2 D-H"
"4a4624df-c334-4e8e-9f0d-2a1fec39582b","","folder-normal","not-started","","step","TRUE","FALSE","Gridline","Level 2","South L2 D-H","B-101"
"d011fbf0-4d7a-4b2b-beeb-c16a1da78ee2","","checklist-sectioned","not-started","Toilets Checklist","checklist","FALSE","FALSE","Gridline","Level 2","South L2 D-H","B-101","Toilets Checklist"
"7acdf4f3-aa89-44d3-af28-fd6303a22dee","","checklist-sectioned","not-started","Bathroom Checklist","checklist","FALSE","FALSE","Gridline","Level 2","South L2 D-H","B-101","Bathroom Checklist"
"c2ab0dbf-8fd4-4b3f-96a4-f7e40be00719","","folder-normal","not-started","","step","TRUE","FALSE","Gridline","Level 2","South L2 D-H","B-102"
"048567a3-87d3-452c-9517-f8e64752e168","","checklist-sectioned","not-started","Toilets Checklist","checklist","FALSE","FALSE","Gridline","Level 2","South L2 D-H","B-102","Toilets Checklist"
"20e54947-f0a1-45b4-99b5-f3956abac21d","","checklist-sectioned","not-started","Bathroom Checklist","checklist","FALSE","FALSE","Gridline","Level 2","South L2 D-H","B-102","Bathroom Checklist"
"f0a35e06-713c-4fd6-934a-dd4ccbb941c9","","folder-normal","not-started","","step","TRUE","FALSE","Gridline","Level 2","South L2 D-H","B-103"
"945a8605-f029-4e89-bd7c-7798070def80","","checklist-sectioned","not-started","Toilets Checklist","checklist","FALSE","FALSE","Gridline","Level 2","South L2 D-H","B-103","Toilets Checklist"
"09b1edff-4d89-49ec-b53c-f0355bfbed0d","","checklist-sectioned","not-started","Bathroom Checklist","checklist","FALSE","FALSE","Gridline","Level 2","South L2 D-H","B-103","Bathroom Checklist"
"58866fce-523f-4afd-95d4-431757fbeba8","","folder-normal","not-started","","step","TRUE","FALSE","Gridline","Level 2","South L2 D-H","B-104"
"d1acb7cf-f7af-4a2f-8c6b-848f5e64ed6a","","checklist-sectioned","not-started","Toilets Checklist","checklist","FALSE","FALSE","Gridline","Level 2","South L2 D-H","B-104","Toilets Checklist"
"2bdc3106-aa09-42f5-bfb9-6ef57dea429d","","checklist-sectioned","not-started","Bathroom Checklist","checklist","FALSE","FALSE","Gridline","Level 2","South L2 D-H","B-104","Bathroom Checklist"
"2ad2ad8b-2f80-4dea-9208-494ef7b2c147","","folder-normal","not-started","","step","TRUE","FALSE","Gridline","Level 2","South L2 D-H","B-105"
"3ee9a0bd-49c9-4312-a356-9f5e563cf72c","","checklist-sectioned","not-started","Toilets Checklist","checklist","FALSE","FALSE","Gridline","Level 2","South L2 D-H","B-105","Toilets Checklist"
"adf349d2-35c2-4140-93b8-9399140ea52b","","checklist-sectioned","not-started","Bathroom Checklist","checklist","FALSE","FALSE","Gridline","Level 2","South L2 D-H","B-105","Bathroom Checklist"
"6062aece-2c48-48d2-a3e1-7609846c1479","","folder-normal","not-started","","step","TRUE","FALSE","Gridline","Level 2","South L2 D-H","B-106"
"6994356f-331d-4ab5-a1d1-eedc90adfc8c","","checklist-sectioned","not-started","Toilets Checklist","checklist","FALSE","FALSE","Gridline","Level 2","South L2 D-H","B-106","Toilets Checklist"
"c1bc3af0-52f7-490f-b8ce-dbdccc5f02c8","","checklist-sectioned","not-started","Bathroom Checklist","checklist","FALSE","FALSE","Gridline","Level 2","South L2 D-H","B-106","Bathroom Checklist"
"1c44d5e6-869a-48a8-aa8e-64607a99a9c9","","folder-normal","not-started","","step","TRUE","FALSE","Gridline","Level 2","South L2 D-H","B-107"
"3bf5a67d-df4b-4c4f-8ee6-7869f1639fa6","","checklist-sectioned","not-started","Toilets Checklist","checklist","FALSE","FALSE","Gridline","Level 2","South L2 D-H","B-107","Toilets Checklist"
"75a345be-2029-4f16-b62a-057a34607fbc","","checklist-sectioned","not-started","Bathroom Checklist","checklist","FALSE","FALSE","Gridline","Level 2","South L2 D-H","B-107","Bathroom Checklist"
"6255aa20-d51c-43a3-8a37-eb6f32d3ec4f","","folder-normal","not-started","","step","TRUE","FALSE","Gridline","Level 3"
"a02c862d-e8df-4f41-8d92-666cbed6ae4e","","folder-normal","not-started","","step","TRUE","FALSE","Gridline","Level 3","West L3 D-G"
"7f313897-ea5e-4077-bf85-e707a5f31a07","","folder-normal","not-started","","step","TRUE","FALSE","Gridline","Level 3","West L3 D-G","A-201"
"3945b9d1-8abc-481e-8b64-6e0022c62e9f","","checklist-sectioned","not-started","Toilets Checklist","checklist","FALSE","FALSE","Gridline","Level 3","West L3 D-G","A-201","Toilets Checklist"
"b21ba6c8-3395-4bc4-b323-fd5c8488c885","","checklist-sectioned","not-started","Bathroom Checklist","checklist","FALSE","FALSE","Gridline","Level 3","West L3 D-G","A-201","Bathroom Checklist"
"bcdff18e-ba5b-48f5-a050-970b7345a17a","","folder-normal","not-started","","step","TRUE","FALSE","Gridline","Level 3","West L3 D-G","A-202"
"557f9705-ca41-4e68-a75f-eedf59364370","","checklist-sectioned","not-started","Toilets Checklist","checklist","FALSE","FALSE","Gridline","Level 3","West L3 D-G","A-202","Toilets Checklist"
"6864cb92-b73b-4163-97eb-c90dd28bda38","","checklist-sectioned","not-started","Bathroom Checklist","checklist","FALSE","FALSE","Gridline","Level 3","West L3 D-G","A-202","Bathroom Checklist"
"513bf56f-0dda-4222-a2ef-445de16eaf0a","","folder-normal","not-started","","step","TRUE","FALSE","Gridline","Level 3","West L3 D-G","A-203"
"09088472-8970-4775-a478-4946e6c325e0","","checklist-sectioned","not-started","Toilets Checklist","checklist","FALSE","FALSE","Gridline","Level 3","West L3 D-G","A-203","Toilets Checklist"
"355c8962-b08a-4837-97e2-3125db33c34e","","checklist-sectioned","not-started","Bathroom Checklist","checklist","FALSE","FALSE","Gridline","Level 3","West L3 D-G","A-203","Bathroom Checklist"
"b297fb3f-20b6-49cd-a331-f7e2ebbcae38","","folder-normal","not-started","","step","TRUE","FALSE","Gridline","Level 3","West L3 D-G","A-204"
"12da602f-8d52-4dc8-b7b8-6cc918c2aa12","","checklist-sectioned","not-started","Toilets Checklist","checklist","FALSE","FALSE","Gridline","Level 3","West L3 D-G","A-204","Toilets Checklist"
"35d57165-d963-48bd-b354-6664618ac424","","checklist-sectioned","not-started","Bathroom Checklist","checklist","FALSE","FALSE","Gridline","Level 3","West L3 D-G","A-204","Bathroom Checklist"
"994595f7-1bdd-466d-a4a9-4c56cd7babb5","","folder-normal","not-started","","step","TRUE","FALSE","Gridline","Level 3","West L3 A-C"
"c0522ac8-a516-4e13-b1e3-167c1899a604","","folder-normal","not-started","","step","TRUE","FALSE","Gridline","Level 3","West L3 A-C","A-205"
"f7598597-aca8-439e-a733-bff0045b32f1","","checklist-sectioned","not-started","Toilets Checklist","checklist","FALSE","FALSE","Gridline","Level 3","West L3 A-C","A-205","Toilets Checklist"
"f78163b6-d684-4ab3-b491-feb95d2af84e","","checklist-sectioned","not-started","Bathroom Checklist","checklist","FALSE","FALSE","Gridline","Level 3","West L3 A-C","A-205","Bathroom Checklist"
"5131dba5-0879-4007-8385-eb039d81df1b","","folder-normal","not-started","","step","TRUE","FALSE","Gridline","Level 3","West L3 A-C","A-206"
"96c4e526-b3ea-40fe-a366-ed85d4f3545f","","checklist-sectioned","not-started","Toilets Checklist","checklist","FALSE","FALSE","Gridline","Level 3","West L3 A-C","A-206","Toilets Checklist"
"b255e40c-40ca-42a4-ac6e-0a540e88b08c","","checklist-sectioned","not-started","Bathroom Checklist","checklist","FALSE","FALSE","Gridline","Level 3","West L3 A-C","A-206","Bathroom Checklist"
"6780a4fd-0ed3-4d39-93a6-2af1e773c7db","","folder-normal","not-started","","step","TRUE","FALSE","Gridline","Level 3","West L3 A-C","A-207"
"75f577ce-1f07-4286-9db3-b5ea0922a4b9","","checklist-sectioned","not-started","Toilets Checklist","checklist","FALSE","FALSE","Gridline","Level 3","West L3 A-C","A-207","Toilets Checklist"
"a9486999-ee65-4d5c-8e46-03a04a823e07","","checklist-sectioned","not-started","Bathroom Checklist","checklist","FALSE","FALSE","Gridline","Level 3","West L3 A-C","A-207","Bathroom Checklist"
"a3b04513-710f-4ada-a6a2-37da4759d43e","","folder-normal","not-started","","step","TRUE","FALSE","Gridline","Level 3","West L3 A-C","A-208"
"bdbb7300-b01e-4bd7-85c4-33f5305f9a20","","checklist-sectioned","not-started","Toilets Checklist","checklist","FALSE","FALSE","Gridline","Level 3","West L3 A-C","A-208","Toilets Checklist"
"1efc7de2-60ad-41cd-ba99-bcde959e23a9","","checklist-sectioned","not-started","Bathroom Checklist","checklist","FALSE","FALSE","Gridline","Level 3","West L3 A-C","A-208","Bathroom Checklist"
"bc2d2bd7-4d73-4e6b-b589-73033ddd3d92","","folder-normal","not-started","","step","TRUE","FALSE","Gridline","Level 3","West L3 A-C","A-209"
"c7cd1ba0-6d94-44cc-912d-fb5ed7b456cb","","checklist-sectioned","not-started","Toilets Checklist","checklist","FALSE","FALSE","Gridline","Level 3","West L3 A-C","A-209","Toilets Checklist"
"222612ba-4e28-4d8e-ae13-9c7dcae2e143","","checklist-sectioned","not-started","Bathroom Checklist","checklist","FALSE","FALSE","Gridline","Level 3","West L3 A-C","A-209","Bathroom Checklist"
"a9fd9d0e-58db-4a44-b72c-94632d0ad179","","folder-normal","not-started","","step","TRUE","FALSE","Gridline","Level 3","South L3 C-H"
"efff2de9-ca44-45a3-b45b-d3471466b2d8","","folder-normal","not-started","","step","TRUE","FALSE","Gridline","Level 3","South L3 C-H","A-210"
"3259ce16-59ff-4edd-ba06-38ddeec079f8","","checklist-sectioned","not-started","Toilets Checklist","checklist","FALSE","FALSE","Gridline","Level 3","South L3 C-H","A-210","Toilets Checklist"
"457d4902-6981-467a-b9f1-5f1ee052c949","","checklist-sectioned","not-started","Bathroom Checklist","checklist","FALSE","FALSE","Gridline","Level 3","South L3 C-H","A-210","Bathroom Checklist"
"2b7671ba-fa62-468b-8a5c-95277301e9a5","","folder-normal","not-started","","step","TRUE","FALSE","Gridline","Level 3","South L3 C-H","A-211"
"a2c9cbb3-1ce3-4962-8877-98904746ef74","","checklist-sectioned","not-started","Toilets Checklist","checklist","FALSE","FALSE","Gridline","Level 3","South L3 C-H","A-211","Toilets Checklist"
"e1006b8e-c7dc-4420-8142-85baa0eec5d4","","checklist-sectioned","not-started","Bathroom Checklist","checklist","FALSE","FALSE","Gridline","Level 3","South L3 C-H","A-211","Bathroom Checklist"
