"Rich Type","Id","Warnings","type","name","values","prefix","postfix","Usage Count","User Addable","Template Name","Template Id"
"checklist-sectioned",,"","checklist","Screeding","",,,95,"Yes","Screeding","1a2b3cc8-2d93-42cc-bcce-263eee1f860f"
"holdpoint",,"","signoff","Raise Remedial / Request Sign Off"

"checklist-sectioned",,"","checklist","Facade Tiling","",,,22,"Yes","Facade Tiling","e2930ff9-014a-4954-b4ce-1c132429cd92"
"checkpoint-group",,"","section","Prestart"
"checkpoint-status",,"","checkpoint","Waterproofing complete and substrate acceptable"
"checkpoint-status",,"","checkpoint","Area tidy and accessible"
"holdpoint",,"","signoff","Raise Remedial / Request Sign Off"
"checkpoint-group",,"","section","Install"
"checkpoint-status",,"","checkpoint","Matching batches of tiles"
"checkpoint-status",,"","checkpoint","Correct tile adhesive applied as per spec"
"checkpoint-status",,"","checkpoint","Trims/ transition bars and any other finishing completed"
"holdpoint",,"","signoff","Raise Remedial / Request Sign Off"
"checkpoint-group",,"","section","Handover"
"checkpoint-status",,"","checkpoint","Tiling completed - specified level of finish achieved and area left clean and tidy"
"holdpoint",,"","signoff","Raise Remedial / Request Sign Off"

"checklist-flat",,"","checklist","Pre-Commencement Checks","",,,3,"Yes","Pre-Commencement Checks","f5353a79-7cb3-4865-8d2c-c8dc93b8136e"
"checkpoint-status",,"","checkpoint","Quality Management Plan Completed, Agreed & Attached"
"checkpoint-status",,"","checkpoint","Inspection & Test Plan Completed, Agreed & Attached"
"checkpoint-status",,"","checkpoint","Relevant Breakdown & Checklists Setup on Conqa & Reviewed by Main Contractor"
"checkpoint-status",,"","checkpoint","Conqa Setup & Project Team Trained & Given Access"
"checkpoint-status",,"","checkpoint","Review Access Granted to Main Contractor & Relevant Parties"
"checkpoint-status",,"","checkpoint","Matrix/insights Setup (if required)"

"checklist-flat",,"","checklist","Completion Documents","",,,4,"Yes","Completion Documents","f8a9d24c-6c1f-475c-b6a6-3e92eafe4ae0"
"checkpoint-status",,"","checkpoint","PS3 attached"
"checkpoint-status",,"","checkpoint","As-built plans attached"
"checkpoint-status",,"","checkpoint","Any other completion documents attached"

"checklist-sectioned",,"","checklist","Waterproofing","",,,48,"Yes","Waterproofing","f909f609-624c-42e6-b93f-3a20909b2cff"
"checkpoint-group",,"","section","Prestart"
"checkpoint-status",,"","checkpoint","Area tidy and accessible"
"checkpoint-status",,"","checkpoint","Underfloor heating"
"holdpoint",,"","signoff","Raise Remedial / Request Sign Off"
"checkpoint-group",,"","section","Install"
"checkpoint-status",,"","checkpoint","Correct product used as per spec (photo taken)"
"checkpoint-status",,"","checkpoint","Inspection of floor membrane (1.5mm thick, no pin holes)"
"checkpoint-status",,"","checkpoint","Does membrane finish 50mm above finished tile level"
"checkpoint-status",,"","checkpoint","Inspection of wall membrane (2 coats applied)"
"checkpoint-status",,"","checkpoint","Is the water-stop at shower correctly positioned and coated with membrane"
"holdpoint",,"","signoff","Raise Remedial / Request Sign Off"
"checkpoint-group",,"","section","Handover"
"checkpoint-status",,"","checkpoint","Waterproofing completed - specified level of finish achieved and area left clean and tidy"
"holdpoint",,"","signoff","Raise Remedial / Request Sign Off"

"checklist-sectioned",,"","checklist","","",,,583,"No",,"be290f24ab234bd88dfcae422bbde174c84dd56604d8b4a966212496c541bc3e"
"checkpoint-group",,"","section","Prestart"
"checkpoint-status",,"","checkpoint","Area tidy and accessible"
"checkpoint-status",,"","checkpoint","Depth of recess checked (40mm)"
"holdpoint",,"","signoff","Raise remedial / request sign off"
"checkpoint-group",,"","section","Install"
"checkpoint-status",,"","checkpoint","Minimum 600mm level at toilet"
"checkpoint-status",,"","checkpoint","5mm fall to the shower"
"checkpoint-status",,"","checkpoint","15mm fall in the shower to the floor grade"
"holdpoint",,"","signoff","Raise remedial / request sign off"
"checkpoint-group",,"","section","Handover"
"checkpoint-status",,"","checkpoint","Screeding work completed - specified level of finish achieved and area left clean and tidy"
"holdpoint",,"","signoff","Raise remedial / request sign off"

"checklist-sectioned",,"","checklist","","",,,582,"No",,"83257c3a47a1e4a73259f7c83db55231b43e75efb584dace5a9a21a13678e24c"
"checkpoint-group",,"","section","Prestart"
"checkpoint-status",,"","checkpoint","Area tidy and accessible"
"checkpoint-status",,"","checkpoint","Underfloor heating"
"holdpoint",,"","signoff","Raise remedial / request sign off"
"checkpoint-group",,"","section","Install"
"checkpoint-status",,"","checkpoint","Correct product used as per spec (photo taken)"
"checkpoint-status",,"","checkpoint","Inspection of floor membrane (1.5mm thick, no pin holes)"
"checkpoint-status",,"","checkpoint","Does membrane finish 50mm above finished tile level"
"checkpoint-status",,"","checkpoint","Inspection of wall membrane (2 coats applied)"
"checkpoint-status",,"","checkpoint","Is the water-stop at shower correctly positioned and coated with membrane"
"holdpoint",,"","signoff","Raise remedial / request sign off"
"checkpoint-group",,"","section","Handover"
"checkpoint-status",,"","checkpoint","Waterproofing completed - specified level of finish achieved and area left clean and tidy"
"holdpoint",,"","signoff","Raise remedial / request sign off"

"checklist-sectioned",,"","checklist","","",,,410,"No",,"823f94b41f3bbf07f77c3df5d03b4922b62110b8bfabf11e38024502f9ebb48a"
"checkpoint-group",,"","section","Prestart"
"checkpoint-status",,"","checkpoint","Waterproofing complete and substrate acceptable"
"checkpoint-status",,"","checkpoint","Area tidy and accessible"
"holdpoint",,"","signoff","Raise remedial / request sign off"
"checkpoint-group",,"","section","Install"
"checkpoint-status",,"","checkpoint","Matching batches of tiles"
"checkpoint-status",,"","checkpoint","Correct tile adhesive applied as per spec"
"checkpoint-status",,"","checkpoint","Trims/ transition bars and any other finishing completed"
"holdpoint",,"","signoff","Raise remedial / request sign off"
"checkpoint-group",,"","section","Epoxy"
"checkpoint-status",,"","checkpoint","Colours correct"
"checkpoint-status",,"","checkpoint","Grouting completed and smooth"
"checkpoint-status",,"","checkpoint","Fully cleaned and no grout residue on tiles"
"holdpoint",,"","signoff","Raise remedial / request sign off"
"checkpoint-group",,"","section","Silicone"
"checkpoint-status",,"","checkpoint","Colours correct"
"checkpoint-status",,"","checkpoint","Silicone works completed and smooth"
"checkpoint-status",,"","checkpoint","Fully cleaned and no residue on tiles"
"holdpoint",,"","signoff","Raise remedial / request sign off"
"checkpoint-group",,"","section","Handover"
"checkpoint-status",,"","checkpoint","Tiling completed - specified level of finish achieved and area left clean and tidy"
"holdpoint",,"","signoff","Raise remedial / request sign off"

"checklist-flat",,"","checklist","","",,,193,"No",,"bd235702cbf372bb0b6a60fc80d381291be725084ee4b9f7f6e53a7bc856b20e"
"checkpoint-status",,"","checkpoint","Cork installed across the floor"
"checkpoint-status",,"","checkpoint","Joints are tight"
"checkpoint-status",,"","checkpoint","Cork/ Soundproofing work completed - specified level of finish achieved and area left clean and tidy"
"holdpoint",,"","signoff","Raise remedial / request sign off"

"checklist-sectioned",,"","checklist","","",,,169,"No",,"0e11830cdae27f0f53335faa4f60ad209c66b7a01f3ca2b2dc56ceef76b57492"
"checkpoint-group",,"","section","Prestart"
"checkpoint-status",,"","checkpoint","Waterproofing complete and substrate acceptable"
"checkpoint-status",,"","checkpoint","Area tidy and accessible"
"holdpoint",,"","signoff","Raise remedial / request sign off"
"checkpoint-group",,"","section","Install"
"checkpoint-status",,"","checkpoint","Matching batches of tiles"
"checkpoint-status",,"","checkpoint","Correct tile adhesive applied as per spec"
"checkpoint-status",,"","checkpoint","Trims/ transition bars and any other finishing completed"
"holdpoint",,"","signoff","Raise remedial / request sign off"
"checkpoint-group",,"","section","Handover"
"checkpoint-status",,"","checkpoint","Tiling completed - specified level of finish achieved and area left clean and tidy"
"holdpoint",,"","signoff","Raise remedial / request sign off"

"checklist-flat",,"","checklist","","",,,47,"No",,"653d3d937ee64cfe06366c2d99ceb2034c22681cc374f7682f5b7813d9a2f797"
"checkpoint-status",,"","checkpoint","Waterproofing complete and substrate acceptable"
"checkpoint-status",,"","checkpoint","Area tidy and accessible"
"holdpoint",,"","signoff","Raise remedial / request sign off"

"checklist-flat",,"","checklist","","",,,47,"No",,"7662c9d2922725cdd07e6dbbf794037830ff9c86050c286696f1832005357038"
"checkpoint-status",,"","checkpoint","Matching batches of tiles"
"checkpoint-status",,"","checkpoint","Correct tile adhesive applied as per spec"
"checkpoint-status",,"","checkpoint","Trims/ transition bars and any other finishing completed"
"holdpoint",,"","signoff","Raise remedial / request sign off"

"checklist-flat",,"","checklist","","",,,47,"No",,"644fc87a7d4758a64bae60b2d8fd483be83b14b02a5f783ab4a18caa2177625b"
"checkpoint-status",,"","checkpoint","Tiling completed - specified level of finish achieved and area left clean and tidy"
"holdpoint",,"","signoff","Raise remedial / request sign off"

"checklist-flat",,"","checklist","","",,,21,"No",,"71d6ab6273c395cd7fe3f14d9ce9359fcc263c4a08861685f5eea17c72285a2c"
"checkpoint-status",,"","checkpoint","Main contractors sign off"
"holdpoint",,"","signoff","Raise remedial / request sign off"

"checklist-sectioned",,"","checklist","","",,,52,"No",,"ec0dda421d06e698e8476c074d1fe26d1c6b19a1963ebcd24925fd7f65fbb292"
"checkpoint-group",,"","section","Prestart"
"checkpoint-status",,"","checkpoint","Waterproofing complete and substrate acceptable"
"checkpoint-status",,"","checkpoint","Area tidy and accessible"
"holdpoint",,"","signoff","Raise remedial / request sign off"
"checkpoint-group",,"","section","Install"
"checkpoint-status",,"","checkpoint","System sitting flush and level"
"checkpoint-status",,"","checkpoint","Cuts around walls checked and correct"
"checkpoint-status",,"","checkpoint","Matching batches of tiles"
"checkpoint-status",,"","checkpoint","Correct tile adhesive applied as per spec"
"checkpoint-status",,"","checkpoint","Trims/ transition bars and any other finishing completed"
"holdpoint",,"","signoff","Raise remedial / request sign off"
"checkpoint-group",,"","section","Handover"
"checkpoint-status",,"","checkpoint","Tiling completed - specified level of finish achieved and area left clean and tidy"
"holdpoint",,"","signoff","Raise remedial / request sign off"

"checklist-sectioned",,"","checklist","","",,,1,"No",,"f15466bdf180fc217b36e1ccd13cbab4d6cfadb1f6edd30e53af85d7b7cf5ec6"
"checkpoint-group",,"","section","Prestart"
"checkpoint-status",,"","checkpoint","Area tidy and accessible"
"checkpoint-status",,"","checkpoint","Underfloor heating"
"holdpoint",,"","signoff","Raise remedial / request sign off"
"checkpoint-group",,"","section","Handover"
"checkpoint-status",,"","checkpoint","Waterproofing completed - specified level of finish achieved and area left clean and tidy"
"holdpoint",,"","signoff","Raise remedial / request sign off"

"checklist-sectioned",,"","checklist","","",,,1,"No",,"5f11cb0266d25e29f1e60ac98d52872c9b210997333413ddcb2f6fb952a068b9"
"checkpoint-group",,"","section","Prestart"
"checkpoint-status",,"","checkpoint","Waterproofing complete and substrate acceptable"
"checkpoint-status",,"","checkpoint","Area tidy and accessible"
"holdpoint",,"","signoff","Raise remedial / request sign off"
"checkpoint-group",,"","section","Install"
"checkpoint-status",,"","checkpoint","Matching batches of tiles"
"checkpoint-status",,"","checkpoint","Correct tile adhesive applied as per spec"
"checkpoint-status",,"","checkpoint","Trims/ transition bars and any other finishing completed"
"holdpoint",,"","signoff","Raise remedial / request sign off"
"checkpoint-group",,"","section","Epoxy"
"checkpoint-status",,"","checkpoint","Colours correct"
"checkpoint-status",,"","checkpoint","Grouting completed and smooth"
"checkpoint-status",,"","checkpoint","Fully cleaned and no grout residue on tiles"
"holdpoint",,"","signoff","Raise remedial / request sign off"
"checkpoint-group",,"","section","Silicone"
"checkpoint-status",,"","checkpoint","Colours correct"
"checkpoint-status",,"","checkpoint","Silicone works completed and smooth"
"checkpoint-status",,"","checkpoint","Fully cleaned and no residue on tiles"
"holdpoint",,"","signoff","Raise remedial / request sign off"
"checkpoint-group",,"","section","Handover"
"holdpoint",,"Signoffs not allowed on checkpoint-group.","signoff","Signoffs"
"holdpoint",,"Signoffs not allowed on checkpoint-group.","signoff","Signoffs"
"checkpoint-status",,"","checkpoint","Tiling completed - specified level of finish achieved and area left clean and tidy"
"holdpoint",,"","signoff","Raise remedial / request sign off"

"checklist-flat",,"","checklist","","",,,1,"No",,"b2cdd24a8c5a7312e4f2eceb64abebce23144a41bf70b073529969b36cddd1d0"

"checklist-flat",,"","checklist","","",,,2,"No",,"0d253509d430f673a50088a66451e1dbc9c1729c88f9c10f06562a0298fa562b"
"checkpoint-status",,"","checkpoint","Quality Management Plan Completed, Agreed and Attached"
"checkpoint-status",,"","checkpoint","Inspection & Test Plan Completed, Agreed & Attached"
"checkpoint-status",,"","checkpoint","Relevant Breakdown & Checklist Setup on Conqa & Reviewed by Main Contractor"
"checkpoint-status",,"","checkpoint","Conqa Setup & Project Team Trained & Given Access"
"checkpoint-status",,"","checkpoint","Review Access Granted to Main Contractor & Relevant Parties"
"checkpoint-status",,"","checkpoint","Matrix/Insight Setup (if required)"

"checklist-sectioned",,"","checklist","","",,,3,"No",,"c00dc9ddc0905aabf753b364969719e19078bf810fbcd3f857fafdd25cd7ac24"
"checkpoint-group",,"","section","Prestart"
"checkpoint-status",,"","checkpoint","Area tidy and accessible "
"checkpoint-status",,"","checkpoint","Depth of recess checked (40mm)"
"holdpoint",,"","signoff","Raise remedial / Request Sign Off"
"checkpoint-group",,"","section","Install "
"checkpoint-status",,"","checkpoint","Minimum 600mm level at toilet"
"checkpoint-status",,"","checkpoint","5mm fall to the shower"
"checkpoint-status",,"","checkpoint","15mm fall in the shower to the floor grade"
"holdpoint",,"","signoff","Raise remedial / Request Sign Off"
"checkpoint-group",,"","section","Handover"
"checkpoint-status",,"","checkpoint","Screeding work completed - specified level of finish achieved and area left clean and tidy"
"holdpoint",,"","signoff","Raise remedial / Request Sign Off"

"checklist-flat",,"","checklist","","",,,3,"No",,"9f957061dabf5844ec1893373be7fb558158a684870cb403a786a1e63d171ecb"
"checkpoint-status",,"","checkpoint","Cork installed across the floor"
"checkpoint-status",,"","checkpoint","Joints are tight"
"checkpoint-status",,"","checkpoint","Cork/ Soundproofing work completed - specified level of finish achieved and area left clean and tidy"
"holdpoint",,"","signoff","Raise remedial / Request Sign Off"

"checklist-sectioned",,"","checklist","","",,,3,"No",,"706621566820e195611cc51f8926844837626960cd442cdd6020777ba3fda164"
"checkpoint-group",,"","section","Prestart"
"checkpoint-status",,"","checkpoint","Area tidy and accessible"
"checkpoint-status",,"","checkpoint","Underfloor heating"
"holdpoint",,"","signoff","Raise remedial / Request Sign Off"
"checkpoint-group",,"","section","Install"
"checkpoint-status",,"","checkpoint","Correct product used as per spec (photo taken)"
"checkpoint-status",,"","checkpoint","Inspection of floor membrane (1.5mm thick, no pin holes)"
"checkpoint-status",,"","checkpoint","Does membrane finish 50mm above finished tile level"
"checkpoint-status",,"","checkpoint","Inspection of wall membrane (2 coats applied)"
"checkpoint-status",,"","checkpoint","Is the water-stop at shower correctly positioned and coated with membrane"
"holdpoint",,"","signoff","Raise remedial / Request Sign Off"
"checkpoint-group",,"","section","Handover"
"checkpoint-status",,"","checkpoint","Waterproofing completed - specified level of finish achieved and area left clean and tidy"
"holdpoint",,"","signoff","Raise remedial / Request Sign Off"

"checklist-sectioned",,"","checklist","","",,,3,"No",,"f8a38f553d4680b153df98cda5af48f8a2a3b5473f3c7734321a3f468c189ba6"
"checkpoint-group",,"","section","Prestart"
"checkpoint-status",,"","checkpoint","Waterproofing complete and substrate acceptable"
"checkpoint-status",,"","checkpoint","Area tidy and accessible"
"holdpoint",,"","signoff","Raise remedial / Request Sign Off"
"checkpoint-group",,"","section","Install "
"checkpoint-status",,"","checkpoint","Matching batches of tiles"
"checkpoint-status",,"","checkpoint","Correct tile adhesive applied as per spec"
"checkpoint-status",,"","checkpoint","Trims/ transition bars and any other finishing completed"
"holdpoint",,"","signoff","Raise remedial / Request Sign Off"
"checkpoint-group",,"","section","Epoxy "
"checkpoint-status",,"","checkpoint","Colours correct"
"checkpoint-status",,"","checkpoint","Grouting completed and smooth"
"checkpoint-status",,"","checkpoint","Fully cleaned and no grout residue on tiles "
"holdpoint",,"","signoff","Raise remedial / Request Sign Off"
"checkpoint-group",,"","section","Silicone "
"checkpoint-status",,"","checkpoint","Colours correct"
"checkpoint-status",,"","checkpoint","Silicone works completed and smooth"
"checkpoint-status",,"","checkpoint","Fully cleaned and no residue on tiles"
"holdpoint",,"","signoff","Raise remedial / Request Sign Off"
"checkpoint-group",,"","section","Handover"
"checkpoint-status",,"","checkpoint","Tiling completed - specified level of finish achieved and area left clean and tidy"
"holdpoint",,"","signoff","Raise remedial / Request Sign Off"

"checklist-sectioned",,"","checklist","","",,,273,"No",,"dffe6e8cb25a4650d11a7a8d6c8b0ec322d521744005c7f7607540a52f6e140e"
"checkpoint-group",,"","section","Prestart QA"
"checkpoint-status",,"","checkpoint","Area tidy and accessible"
"checkpoint-status",,"","checkpoint","Depth of recess checked (40mm)"
"checkpoint-group",,"","section","Install QA"
"checkpoint-status",,"","checkpoint","Minimum 600mm level at toilet"
"checkpoint-status",,"","checkpoint","5mm fall to the shower"
"checkpoint-status",,"","checkpoint","15mm fall in the shower to the floor grade"
"holdpoint",,"","signoff","Request sign off/ Raise remedial"
"checkpoint-group",,"","section","Handover"
"checkpoint-status",,"","checkpoint","Screeding work completed - specified level of finish achieved and area left clean and tidy"
"holdpoint",,"","signoff","Request sign off/ Raise remedial"

"checklist-sectioned",,"","checklist","","",,,273,"No",,"83170c88877e1e578f0e8cd508e9820c1dfdfc784f235545d7fce874ddb23970"
"checkpoint-group",,"","section","Prestart QA"
"checkpoint-status",,"","checkpoint","Area tidy and accessible"
"checkpoint-status",,"","checkpoint","Underfloor heating"
"checkpoint-group",,"","section","Install QA"
"checkpoint-status",,"","checkpoint","Correct product used as per spec (photo taken)"
"checkpoint-status",,"","checkpoint","Inspection of floor membrane (1.5mm thick, no pin holes)"
"checkpoint-status",,"","checkpoint","Membrane finish 50mm above finished tile level"
"checkpoint-status",,"","checkpoint","Inspection of wall membrane (2 coats applied)"
"checkpoint-status",,"","checkpoint","Water-stop at shower correctly positioned and coated with membrane"
"holdpoint",,"","signoff","Request sign off/ Raise remedial"
"checkpoint-group",,"","section","Handover"
"checkpoint-status",,"","checkpoint","Waterproofing completed - specified level of finish achieved and area left clean and tidy"
"holdpoint",,"","signoff","Request sign off/ Raise remedial"

"checklist-sectioned",,"","checklist","","",,,161,"No",,"369b06ebc34c70618282bb938c059809c76a4f9c95d9bc840bf6c9f75d2c7331"
"checkpoint-group",,"","section","Prestart QA"
"checkpoint-status",,"","checkpoint","Area tidy and accessible"
"checkpoint-status",,"","checkpoint","Waterproofing complete and substrate acceptable"
"checkpoint-group",,"","section","Install QA"
"checkpoint-status",,"","checkpoint","Matching batches of tiles"
"checkpoint-status",,"","checkpoint","Correct tile adhesive applied as per spec"
"checkpoint-status",,"","checkpoint","Trims/ transition bars and any other finishing completed"
"holdpoint",,"","signoff","Request sign off/ Raise remedial"
"checkpoint-group",,"","section","Epoxy"
"checkpoint-status",,"","checkpoint","Colours correct"
"checkpoint-status",,"","checkpoint","Grouting completed and smooth"
"checkpoint-status",,"","checkpoint","Fully cleaned and no grout residue on tiles"
"holdpoint",,"","signoff","Request sign off/ Raise remedial"
"checkpoint-group",,"","section","Silicone"
"checkpoint-status",,"","checkpoint","Colours correct"
"checkpoint-status",,"","checkpoint","Silicone works completed and smooth"
"checkpoint-status",,"","checkpoint","Fully cleaned and no silicone residue on tiles"
"holdpoint",,"","signoff","Request sign off/ Raise remedial"
"checkpoint-group",,"","section","Handover"
"checkpoint-status",,"","checkpoint","Tiling completed - specified level of finish achieved and area left clean and tidy"
"holdpoint",,"","signoff","Request sign off/ Raise remedial"

"checklist-sectioned",,"","checklist","","",,,112,"No",,"b41da7a7043a0855f7d7cf7ca349e79d04a6bb6b05215955c7fada32a613fccb"
"checkpoint-group",,"","section","Prestart QA"
"checkpoint-status",,"","checkpoint","Area tidy and accessible"
"checkpoint-status",,"","checkpoint","Waterproofing complete and substrate acceptable"
"checkpoint-group",,"","section","Install QA"
"checkpoint-status",,"","checkpoint","Matching batches of tiles"
"checkpoint-status",,"","checkpoint","Correct tile adhesive applied as per spec"
"checkpoint-status",,"","checkpoint","Trims/ transition bars and any other finishing completed"
"holdpoint",,"","signoff","Request sign off/ Raise remedial"
"checkpoint-group",,"","section","Handover"
"checkpoint-status",,"","checkpoint","Tiling completed - specified level of finish achieved and area left clean and tidy"
"holdpoint",,"","signoff","Request sign off/ Raise remedial"

"checklist-flat",,"","checklist","","",,,87,"No",,"a60ebe4cb0498b45fb909e978b6bef37707846ee8b05450b1c381ea0280732ad"
"checkpoint-status",,"","checkpoint","Cork installed across the floor"
"checkpoint-status",,"","checkpoint","Joints are tight"
"checkpoint-status",,"","checkpoint","Cork/ Soundproofing work completed - specified level of finish achieved and area left clean and tidy"
"holdpoint",,"","signoff","Request sign off/ Raise remedial"

"checklist-flat",,"","checklist","","",,,2,"No",,"75d06e186065eb6f112959ee0244714edfba20684ef9d0fd9f5040882b7763c3"
"checkpoint-status",,"","checkpoint","Producer Statements (PS3) Tiles and Screeding attached"
"checkpoint-status",,"","checkpoint","Producer Statements (PS3) Waterproofing bathroom floor and walls attached"
"checkpoint-status",,"","checkpoint","Mapei waterproofing warranty"
"checkpoint-status",,"","checkpoint","As Built Plans attached"
"checkpoint-status",,"","checkpoint","Other required documentation attached"

"checklist-sectioned",,"","checklist","","",,,96,"No",,"cfdfee1314a6f79f9ddaab3f46d15212e5c32f8c67b228c59a63b3d63437f9f8"
"checkpoint-group",,"","section","Prestart"
"checkpoint-status",,"","checkpoint","Area tidy and accessible"
"checkpoint-status",,"","checkpoint","Depth of recess checked (40mm)"
"holdpoint",,"","signoff","Raise remedial / request sign off"
"checkpoint-group",,"","section","Install"
"checkpoint-status",,"","checkpoint","Minimum 600mm level at toilet"
"checkpoint-status",,"","checkpoint","5mm fall to the shower"
"checkpoint-status",,"","checkpoint","15mm fall in the shower to the floor grade"
"holdpoint",,"","signoff","Raise remedial / request sign off"
"checkpoint-status",,"","checkpoint","Screeding work completed - specified level of finish achieved and area left clean and tidy"
"holdpoint",,"","signoff","Raise remedial / request sign off"

"checklist-sectioned",,"","checklist","","",,,96,"No",,"036cd431171ba632e24a324735d3100e44c47d7b6bd5ea87dfdc0435be6b0e40"
"checkpoint-group",,"","section","Prestart"
"checkpoint-status",,"","checkpoint","Area tidy and accessible"
"checkpoint-status",,"","checkpoint","Underfloor heating"
"holdpoint",,"","signoff","Raise remedial / request sign off"
"checkpoint-group",,"","section","Install"
"checkpoint-status",,"","checkpoint","Correct product used as per spec (photo taken)"
"checkpoint-status",,"","checkpoint","Inspection of floor membrane (1.5mm thick, no pin holes)"
"checkpoint-status",,"","checkpoint","Does membrane finish 50mm above finished tile level"
"checkpoint-status",,"","checkpoint","Inspection of wall membrane (2 coats applied)"
"checkpoint-status",,"","checkpoint","Is the water-stop at shower correctly positioned and coated with membrane"
"holdpoint",,"","signoff","Raise remedial / request sign off"
"checkpoint-status",,"","checkpoint","Waterproofing completed - specified level of finish achieved and area left clean and tidy"
"holdpoint",,"","signoff","Raise remedial / request sign off"

"checklist-flat",,"","checklist","","",,,1,"No",,"39a1ca71f1e832b7e222232b251327dae04e908c03c00acdf9811718a793d808"
"checkpoint-status",,"","checkpoint","PS3 attached"
"checkpoint-status",,"","checkpoint","Waterproofing warranty attached"
"checkpoint-status",,"","checkpoint","As-built plans attached"
"checkpoint-status",,"","checkpoint","Any other completion documents attached"

"checklist-sectioned",,"","checklist","","",,,1,"No",,"53e4561eabca9ae82824b879b51c25154127a2624a7b198c67129d8c6016c480"
"checkpoint-group",,"","section","Prestart"
"checkpoint-status",,"","checkpoint","Area tidy and accessible"
"checkpoint-status",,"","checkpoint","Underfloor heating"
"holdpoint",,"","signoff","Raise Remedial / Request Sign Off"
"checkpoint-group",,"","section","Handover"
"checkpoint-status",,"","checkpoint","Waterproofing completed - specified level of finish achieved and area left clean and tidy"
"holdpoint",,"","signoff","Raise Remedial / Request Sign Off"

