type,name,values,prefix,postfix,usage count,user addable,template name,,,,,
checkpoint,All Valves Locked With 144 & noteled,,,,,,,,,,,
checkpoint,Signage Installed,,,,,,,,,,,
,,,,,,,,,,,,
checklist-flat,Fire Sprinkler,,,,,,Fire Sprinkler First Fix,,,,,
checkpoint,Area accessible & ready,,,,,,,,,,,
checkpoint,Construction drawing approved for installation,,,,,,,,,,,
textbox,Drawing no. ,,,,,,,,,,,
checkpoint,Pipework installed as per drawing,,,,,,,,,,,
checkpoint,Pipework type & finish as specified,,,,,,,,,,,
checkpoint,Pipework touch up paint / threads sprayed,,,,,,,,,,,
checkpoint,Hanger spacing complies with NZS4541 / NZS4515,,,,,,,,,,,
checkpoint,Seismic braces / restraints installed,,,,,,,,,,,
checkpoint,Seismic flexibility installed,,,,,,,,,,,
checkpoint,Ceiling space sprinklers installed,,,,,,,,,,,
checkpoint,Flexible sprinkler drops installed,,,,,,,,,,,
checkpoint,Sprinkler heads as specified,,,,,,,,,,,
checkpoint,Protective caps on sprinkler heads,,,,,,,,,,,
checkpoint,Pipework pressure tested - Take photo of gauge,,,,,,,,,,,
