type,name,values,prefix,postfix,usage count,user addable,template name,Resource ID,,,,,,,
checkpoint,2.6 Concrete Mix,,,,,,,,,,,,,,
label,REFERENCE: Section 730.12 a),,,,,,,,,,,,,,
label,ACCEPTANCE CRITERIA: Concrete shall comply with AS1379.,,,,,,,,,,,,,,
label,○ Concrete grade to be as per relevant Vic Road Standard Drawings.,,,,,,,,,,,,,,
textbox,TB Material Approval No.,,,,,,,,,,,,,,
label,METHOD: Review Document,,,,,,,,,,,,,,
label,FREQUENCY: Prior to commencement,,,,,,,,,,,,,,
label,CATEGORY: IP,,,,,,,,,,,,,,
label,RESPONSIBILITY: SE/PE,,,,,,,,,,,,,,
label,"VERIFYING DOCUMENTS: This ITP Signed Off
Issue to TB and Attach Material Certifcate",,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,
checkpoint,2.7 Material Fabrication and Supply - Electrical components,,,,,,,,,,,,,,
label,REFERENCE: Section 730.14,,,,,,,,,,,,,,
label,"ACCEPTANCE CRITERIA: All electrical works, conduits, Fittings, materials and installations shall comply with the requirements of AS/NZS 3000 Wiring Rules for all traffic signal related works",,,,,,,,,,,,,,
label,METHOD: Review Document,,,,,,,,,,,,,,
label,FREQUENCY: Prior to commencement,,,,,,,,,,,,,,
label,CATEGORY: IP,,,,,,,,,,,,,,
label,RESPONSIBILITY: SE/PE,,,,,,,,,,,,,,
label,VERIFYING DOCUMENTS: This ITP Signed Off,,,,,,,,,,,,,,
label,○ Issue to TB and Attach Material Certifcate,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,
section,Pre-Construction/Pre Installation Activities,,,,,,,,,,,,,,
checkpoint,3.1 Pre-Installation Meeting,,,,,,,,,,,,,,
label,REFERENCE: Section 730.08 (b),,,,,,,,,,,,,,
label,"ACCEPTANCE CRITERIA: The Contractor shall mark the position of pedestals, poles, controller bases, pits and conduits in accordance with the drawings, in the presence of and with the approval of the Nominated Authority, Vic Roads, service authority and others as appropriate.",,,,,,,,,,,,,,
label,"○ On satisfactory completion of the pre-installation meeting, the Superintendent will issue to the Contractor a copy of the Pre-Installation Report.",,,,,,,,,,,,,,
label,"○ The Contractor shall not commence installation of the trafficc signal pedestals, poles, controller bases or pits until the Pre-Installation Report has been approved.",,,,,,,,,,,,,,
label,METHOD: Record,,,,,,,,,,,,,,
label,FREQUENCY: Prior to works commencing,,,,,,,,,,,,,,
label,CATEGORY: HP,,,,,,,,,,,,,,
label,"RESPONSIBILITY: PE, NA and VR Representative",,,,,,,,,,,,,,
label,VERIFYING DOCUMENTS: This ITP Signed Off,,,,,,,,,,,,,,
label,○ Attach Pre-Installation Report,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,
holdpoint,NOMINATED AUTHORITY HOLDPOINT,,,,,,,,,,,,,,
checkpoint,3.2 Service Proving prior to commence of new works,,,,,,,,,,,,,,
label,REFERENCE: Section 730.09 (a),,,,,,,,,,,,,,
label,"ACCEPTANCE CRITERIA: The Contractor shall be responsible for locating and proving all underground and overhead services. Any consultation with, and authorisation required from, other authorities under relevant utility regulations and codes shall be the responsibility of the Contractor.",,,,,,,,,,,,,,
label,METHOD: Review,,,,,,,,,,,,,,
label,FREQUENCY: Prior to commencement of fworks,,,,,,,,,,,,,,
label,CATEGORY: IP,,,,,,,,,,,,,,
label,RESPONSIBILITY: SE/PE/SPE,,,,,,,,,,,,,,
label,VERIFYING DOCUMENTS: This ITP Signed Off,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,
checkpoint,3.3 Survey Set-Out,,,,,,,,,,,,,,
label,REFERENCE: IFC Drawings Works Agreement Section 730.11,,,,,,,,,,,,,,
label,ACCEPTANCE CRITERIA: Survey to mark out works as per IFC Drawing.,,,,,,,,,,,,,,
label,○ As per Item 3.1 VR to inspect the set out of Pits and Conduits for Traffic Signals prior to commencement of works.,,,,,,,,,,,,,,
label,"○ No part of the signal hardware is to be closer than 500 mm behind the face of the nearest kerb line, or closest vehicle path if no kerb is present.",,,,,,,,,,,,,,
label,○ The minimum clearance of 5.5 m shall be achieved between the lowest part of a lantern installed on an outreach and the roadwa directly beneath it.,,,,,,,,,,,,,,
label,METHOD: Visual,,,,,,,,,,,,,,
label,FREQUENCY: Each item,,,,,,,,,,,,,,
label,CATEGORY: HP,,,,,,,,,,,,,,
label,"RESPONSIBILITY: Surveyor, SE, VR",,,,,,,,,,,,,,
label,VERIFYING DOCUMENTS: This ITP Signed Off,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,
holdpoint,NOMINATED AUTHORITY HOLDPOINT,,,,,,,,,,,,,,
checkpoint,3.4 Material Inspection,,,,,,,,,,,,,,
label,REFERENCE: Design Drawings Section 730.05,,,,,,,,,,,,,,
label,ACCEPTANCE CRITERIA: Supplied items are:,,,,,,,,,,,,,,
label,"○ To correct spec, class, size and quantity",,,,,,,,,,,,,,
label,"○ Defect free, safely and securely stored",,,,,,,,,,,,,,
label,METHOD: Record,,,,,,,,,,,,,,
label,FREQUENCY: Per delivery,,,,,,,,,,,,,,
label,CATEGORY: IP,,,,,,,,,,,,,,
label,RESPONSIBILITY: SE/PE/SPE,,,,,,,,,,,,,,
label,VERIFYING DOCUMENTS: This ITP Signed Off,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,
section,Traffic Signal Civil Works,,,,,,,,,,,,,,
checkpoint,4.1 Conduit Installation,,,,,,,,,,,,,,
label,"REFERENCE: Section 730.09, Section 733 TP-CIV Conduit and Pit (Roads)",,,,,,,,,,,,,,
label,"ACCEPTANCE CRITERIA: All electrical conduit installation works for traffic signals must be carried out by, or under the direct supervision of, a VicRoads pre-qualified traffic signal Contractor and in accordance with the requirements of Energy Safe Victoria.",,,,,,,,,,,,,,
label,○ All communication conduit installation works are to be carried out under the ‘on site’ supervision of a licensed cabler,,,,,,,,,,,,,,
label,METHOD: Review Documents,,,,,,,,,,,,,,
label,FREQUENCY: Prior to commencement of works,,,,,,,,,,,,,,
label,CATEGORY: IP,,,,,,,,,,,,,,
label,RESPONSIBILITY: SE/PE/SPE,,,,,,,,,,,,,,
label,VERIFYING DOCUMENTS: This ITP Signed Off,,,,,,,,,,,,,,
label,○ Attach Subcontractor Prequal Documentation,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,
checkpoint,4.2 Pit Installation,,,,,,,,,,,,,,
label,REFERENCE: Section 730.09 TP-CIV Conduit and Pit (Roads),,,,,,,,,,,,,,
label,"ACCEPTANCE CRITERIA: All cable pit installation works for traffic signals must be carried out by, or under the direct supervision of a VicRoads pre-qualified traffic signal Contractor and in accordance with the requirements of Energy Safe Victoria.",,,,,,,,,,,,,,
label,METHOD: Visual,,,,,,,,,,,,,,
label,FREQUENCY: Prior to commencement of works,,,,,,,,,,,,,,
label,CATEGORY: IP,,,,,,,,,,,,,,
label,RESPONSIBILITY: SE/PE/SPE,,,,,,,,,,,,,,
label,VERIFYING DOCUMENTS: This ITP Signed Off,,,,,,,,,,,,,,
label,○ Attach Subcontractor Prequal Documentation,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,
checkpoint,4.3 Foundations,,,,,,,,,,,,,,
label,REFERENCE: Section 730.11,,,,,,,,,,,,,,
label,ACCEPTANCE CRITERIA: Foundations shall be constructed in accordance with the drawings and as approved at the Pre-Installation Meeting.,,,,,,,,,,,,,,
label,"○ Foundations and footings shall be as specified in the VicRoads Standard Drawings for the specific item of equipment they are to support, as listed in Table 730.111. The standard foundation for an MA, JUMA and JUP shall be a bored pile.",,,,,,,,,,,,,,
label,METHOD: Visual,,,,,,,,,,,,,,
label,FREQUENCY: Prior to commencement of works,,,,,,,,,,,,,,
label,CATEGORY: IP,,,,,,,,,,,,,,
label,RESPONSIBILITY: SE/PE/SPE,,,,,,,,,,,,,,
label,VERIFYING DOCUMENTS: This ITP Signed Off,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,
checkpoint,4.4 Inspection of civil works,,,,,,,,,,,,,,
label,REFERENCE: Section 730.11,,,,,,,,,,,,,,
label,"ACCEPTANCE CRITERIA: All conduit, pit and foundation works shall be inspected by the Nominated Authority and Vic Roads prior to the Contractor covering the works",,,,,,,,,,,,,,
label,METHOD: Visual,,,,,,,,,,,,,,
label,FREQUENCY: Per lot,,,,,,,,,,,,,,
label,CATEGORY: HP,,,,,,,,,,,,,,
label,"RESPONSIBILITY: SE, NA and Vic Roads Representative",,,,,,,,,,,,,,
label,VERIFYING DOCUMENTS: This ITP Signed Off,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,
holdpoint,NOMINATED AUTHORITY HOLDPOINT,,,,,,,,,,,,,,
checkpoint,4.5 Concrete Placement,,,,,,,,,,,,,,
label,"REFERENCE: Section 730.12 b AS1012, AS1379 ITP-CIV Bored Pile",,,,,,,,,,,,,,
label,"ACCEPTANCE CRITERIA: Where concrete is placed in a bore hole, it shall be compacted with immersion type, high frequency vibrators.",,,,,,,,,,,,,,
label,"○ Concrete shall be placed through a tremie tube, shall not be dropped from a height greater than 2 m and shall be guided away from reinforcement",,,,,,,,,,,,,,
label,METHOD: Visual,,,,,,,,,,,,,,
label,FREQUENCY: Per lot,,,,,,,,,,,,,,
label,CATEGORY: IP,,,,,,,,,,,,,,
label,RESPONSIBILITY: SE/PE/SPE,,,,,,,,,,,,,,
label,VERIFYING DOCUMENTS: This ITP Signed Off,,,,,,,,,,,,,,
label,"○ Attach Concrete Dockets, Attach Bored Pile ITP",,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,
checkpoint,4.6 Concrete Testing,,,,,,,,,,,,,,
label,REFERENCE: 730.12 c) & d),,,,,,,,,,,,,,
label,ACCEPTANCE CRITERIA: All grade 32MPa concrete shall be sampled and tested in accordance with AS 1012 and AS 1379.,,,,,,,,,,,,,,
label,○ 1no. cylinder to be tested at 7 day and 2no. Clynders to be tested at 28 days.,,,,,,,,,,,,,,
label,METHOD: Review Documents,,,,,,,,,,,,,,
label,FREQUENCY: Per lot,,,,,,,,,,,,,,
label,CATEGORY: IP,,,,,,,,,,,,,,
label,RESPONSIBILITY: SE/PE/SPE,,,,,,,,,,,,,,
label,VERIFYING DOCUMENTS: This ITP Signed Off,,,,,,,,,,,,,,
label,○ Attach Concrete Test Report,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,
section,Traffic Signal Hardware,,,,,,,,,,,,,,
checkpoint,5.1 Standing of Pedestals and Poles,,,,,,,,,,,,,,
label,REFERENCE: Section 730.13 a) SD TC-1201 Design Drawings,,,,,,,,,,,,,,
label,ACCEPTANCE CRITERIA: Pedestals and poles shall be installed in accordance with the design drawings and relevant specifcations.,,,,,,,,,,,,,,
label,○ Pedestals shall not be stood within 48 hours of casting of foundations.,,,,,,,,,,,,,,
label,○ Poles shall not be stood within 7 days of casting of foundation.,,,,,,,,,,,,,,
label,METHOD: Visual,,,,,,,,,,,,,,
label,FREQUENCY: Per Item,,,,,,,,,,,,,,
label,CATEGORY: IP,,,,,,,,,,,,,,
label,RESPONSIBILITY: SE/Surveyor,,,,,,,,,,,,,,
label,VERIFYING DOCUMENTS: This ITP Signed Off,,,,,,,,,,,,,,
label,○ Attach: Survey Conformance Report,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,
checkpoint,5.2 Lantern Requirements,,,,,,,,,,,,,,
label,REFERENCE: Section 730.13 b),,,,,,,,,,,,,,
label,"ACCEPTANCE CRITERIA: All traffic signal lanterns shall be LED type, excluding minor remodels where QH lanterns are permitted.",,,,,,,,,,,,,,
label,○ A mix of LED and QH lanterns is not permitted.,,,,,,,,,,,,,,
label,METHOD: Visual,,,,,,,,,,,,,,
label,FREQUENCY: Per Item,,,,,,,,,,,,,,
label,CATEGORY: IP,,,,,,,,,,,,,,
label,RESPONSIBILITY: SE/Surveyor,,,,,,,,,,,,,,
label,VERIFYING DOCUMENTS: This ITP Signed Off,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,
checkpoint,5.3 Lantern Installation - Mounting,,,,,,,,,,,,,,
label,REFERENCE: Section 730.13 c) SD TC-1115,,,,,,,,,,,,,,
label,ACCEPTANCE CRITERIA: Lanterns shall be mounted vertically using straps securely Fixed to mounting brackets.,,,,,,,,,,,,,,
label,○ Upper mounting brackets shall be orientated in accordance with TC-1115.,,,,,,,,,,,,,,
label,METHOD: Visual,,,,,,,,,,,,,,
label,FREQUENCY: Per Item,,,,,,,,,,,,,,
label,CATEGORY: IP,,,,,,,,,,,,,,
label,RESPONSIBILITY: SE/Site Supervisor,,,,,,,,,,,,,,
label,VERIFYING DOCUMENTS: This ITP Signed Off,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,
checkpoint,5.4 Lantern Installation - Cabling,,,,,,,,,,,,,,
label,"REFERENCE: Section 730.13 c) (vi, vii, viii and ix) SD TC-1119",,,,,,,,,,,,,,
label,"ACCEPTANCE CRITERIA: External cables and conduits shall be fixed to pedestals, poles or supports with the desired length as per the relevant standards.",,,,,,,,,,,,,,
label,○ Cable connections to lanterns shall be made with continuous lengths of cable; no joins shall be allowed.,,,,,,,,,,,,,,
label,METHOD: Visual,,,,,,,,,,,,,,
label,FREQUENCY: Per Item,,,,,,,,,,,,,,
label,CATEGORY: IP,,,,,,,,,,,,,,
label,RESPONSIBILITY: SE/Site Supervisor,,,,,,,,,,,,,,
label,VERIFYING DOCUMENTS: This ITP Signed Off,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,
checkpoint,5.5 Lantern Installation - Mounting Height and Alignment,,,,,,,,,,,,,,
label,"REFERENCE: REFERENCE: Section 730.13 (d)&(e) SD TC-1112, SD TC-1116",,,,,,,,,,,,,,
label,ACCEPTANCE CRITERIA: Mounting heights for 2A and 2B pedestals are to be as per SD TC-1116.,,,,,,,,,,,,,,
label,○ Lanterns on the outreach of a MA or JUMA shall be mounted in accordance with SD TC-1112.,,,,,,,,,,,,,,
label,"○ Vehicle lanterns shall be aligned to provide optimum visibility for approaching tra昀케c, and aimed at a distance before the stop line for the following",,,,,,,,,,,,,,
label, — Primary - 240m,,,,,,,,,,,,,,
label, — Secondary - 150m,,,,,,,,,,,,,,
label, — Tertiary - 5m,,,,,,,,,,,,,,
label,METHOD: Visual,,,,,,,,,,,,,,
label,FREQUENCY: Per Item,,,,,,,,,,,,,,
label,CATEGORY: IP,,,,,,,,,,,,,,
label,RESPONSIBILITY: SE/Site Supervisor,,,,,,,,,,,,,,
label,VERIFYING DOCUMENTS: This ITP Signed Off,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,
checkpoint,5.6 Lantern Installation - Target Boards and Visors,,,,,,,,,,,,,,
label,"REFERENCE: REFERENCE: Section 730.131 (f) SD TC-1119, SD TC-1127",,,,,,,,,,,,,,
label,ACCEPTANCE CRITERIA: ACCEPTANCE CRITERIA: All target boards shall be metal and fitted in accordance with SD TC-1119.,,,,,,,,,,,,,,
label,○ Visors for LED lanterns shall be fittedas per the below and Table 730.132:,,,,,,,,,,,,,,
label, — MA/JUMA - Visor Type 1 - Both Sides Cutaway,,,,,,,,,,,,,,
label, — L/H Primary - Visor Type 1 - Both Sides Cutaway,,,,,,,,,,,,,,
label, — R/H Primary - Visor Type 1 - Both Sides Cutaway,,,,,,,,,,,,,,
label, — Secondary/Tertiary - Visor Type 3 Short,,,,,,,,,,,,,,
label, — Pedestrian/Bicycle - Visor Type 4,,,,,,,,,,,,,,
label,METHOD: Visual,,,,,,,,,,,,,,
label,FREQUENCY: Per Item,,,,,,,,,,,,,,
label,CATEGORY: IP,,,,,,,,,,,,,,
label,RESPONSIBILITY: SE/Site Supervisor,,,,,,,,,,,,,,
label,VERIFYING DOCUMENTS: This ITP Signed Off,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,
checkpoint,5.7 Installation of Pedestrian Push Buttons and Audio Tactile Devices,,,,,,,,,,,,,,
label,"REFERENCE: SREFERENCE: Section 730.131 (g), (h) SD TC-1116",,,,,,,,,,,,,,
label,"ACCEPTANCE CRITERIA: ACCEPTANCE CRITERIA: assemblies shall be mounted clear of any access openings and such that the centre of the button is 1.0 m above FSL, as shown on SD TC-1116.",,,,,,,,,,,,,,
label,○ The face of the button shall be at right angles to the direction of the associated walk lines. the tactile arrow indicator shall be orientated to indicate the walk direction.,,,,,,,,,,,,,,
label,"○ If required, audio tactile units of the type nominated shall be mounted as shown on SD TC-1116.",,,,,,,,,,,,,,
label,METHOD: Visual,,,,,,,,,,,,,,
label,FREQUENCY: Per Item,,,,,,,,,,,,,,
label,CATEGORY: IP,,,,,,,,,,,,,,
label,RESPONSIBILITY: SE/Site Supervisor,,,,,,,,,,,,,,
label,VERIFYING DOCUMENTS: This ITP Signed Off,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,
checkpoint,5.8 Non-Commissioned Lanterns,,,,,,,,,,,,,,
label,REFERENCE: REFERENCE: Section 730.131 (l) SD TC 1131,,,,,,,,,,,,,,
label,"ACCEPTANCE CRITERIA: The faces of all installed but not yet operating lanterns shall be covered, specificsally 'NOT IN USE' signage on vehicle lanterns that have not been switched on.",,,,,,,,,,,,,,
label,METHOD: Visual,,,,,,,,,,,,,,
label,FREQUENCY: Per Item,,,,,,,,,,,,,,
label,CATEGORY: IP,,,,,,,,,,,,,,
label,RESPONSIBILITY: SE/Site Supervisor,,,,,,,,,,,,,,
label,VERIFYING DOCUMENTS: This ITP Signed Off,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,
checkpoint,5.9 Hardware Inspection,,,,,,,,,,,,,,
label,REFERENCE: REFERENCE: 730.131,,,,,,,,,,,,,,
label,ACCEPTANCE CRITERIA: All installed hardware shall be inspected prior to works proceeding by the Nominated Authority.,,,,,,,,,,,,,,
label,METHOD: Visual,,,,,,,,,,,,,,
label,FREQUENCY: Per Item,,,,,,,,,,,,,,
label,CATEGORY: HP*,,,,,,,,,,,,,,
label,RESPONSIBILITY: SE & NA,,,,,,,,,,,,,,
label,VERIFYING DOCUMENTS: This ITP Signed Off,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,
section,Post-construction / Post-installation Activities,,,,,,,,,,,,,,
checkpoint,6.1 As built survey,,,,,,,,,,,,,,
label,"ACCEPTANCE CRITERIA: Survey activities carried out to validate correct construction of signs, components and posts as per IFC Drawings ",,,,,,,,,,,,,,
label,○ Attach: Survey Conformance Data/Report,,,,,,,,,,,,,,
label,METHOD: Document Review,,,,,,,,,,,,,,
label,FREQUENCY: Per lot,,,,,,,,,,,,,,
label,CATEGORY: IP,,,,,,,,,,,,,,
label,RESPONSIBILITY: SE,,,,,,,,,,,,,,
label,VERIFYING DOCUMENTS: This ITP Signed Off,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,
checkpoint,6.2 Non-conformance Report (NCR) Closure,,,,,,,,,,,,,,
label,REFERENCE: MRPA Quality Management Plan,,,,,,,,,,,,,,
label,"ACCEPTANCE CRITERIA: Ensure that any NCRs pertaining to the lot / element / Work area that this ITP covers, have been closed.",,,,,,,,,,,,,,
label,METHOD: Document Review,,,,,,,,,,,,,,
label,"FREQUENCY: Once, prior to closure of this lot / element / Work area",,,,,,,,,,,,,,
label,CATEGORY: HP*,,,,,,,,,,,,,,
label,RESPONSIBILITY: SE/PE/SPE,,,,,,,,,,,,,,
label,VERIFYING DOCUMENTS: This ITP Signed Off,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,
checkpoint,Final Inspection,,,,,,,,,,,,,,
label,"On behalf of Metropolitan Roads Program Alliance, it is hereby certified that the Works represented by the item of work listed have been tested in accordance with the Project Quality Plan and conform in all respects with the requirements of the Contract.",,,,,,,,,,,,,,
text,Name:,,,,,,,,,,,,,,
text,Position:,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,
holdpoint,Sign ITP,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
checklist,ITP-284-Civil-PSSD -Traffic signal-Commission (supply & install),itp,,,,,ITP-284-Civil-PSSD -Traffic signal-Commission (supply & install) Rev 0,,,,,,,,
section,Referenced Documentation,,,,,,,,,,,,,,
checkpoint,Referenced Documentation,,,,,,,,,,,,,,
label,Document Title: ITP-284-Civil-PSSD-Traffic Signals-Commission (Supply and Install),,,,,,,,,,,,,,
label,ITP Description: Traffic Signals - Commission (Supply and Install),,,,,,,,,,,,,,
label,Discipline (e.g. CIV/STR/RAIL): CIV,,,,,,,,,,,,,,
label,Revision Number: 0,,,,,,,,,,,,,,
label,Revision Date: 10/06/2025,,,,,,,,,,,,,,
label,ITP created by: Romualdo Magpantay,,,,,,,,,,,,,,
label,ITP approved for use by: Romualdo Magpantay,,,,,,,,,,,,,,
label,1.1 Non Dependent,,,,,,,,,,,,,,
label,Reference: VicRoads Section 730 October 2013,,,,,,,,,,,,,,
label,1.2 Non Dependent,,,,,,,,,,,,,,
label,Reference: AS3000,,,,,,,,,,,,,,
section,Signalling Electrical System,,,,,,,,,,,,,,
checkpoint,2.1 Point of Supply,,,,,,,,,,,,,,
label,REFERENCE: Section 730.14 (a) SD TC-1207,,,,,,,,,,,,,,
label,"ACCEPTANCE CRITERIA: The Contractor shall arrange for the installation of the point of supply with the local power distribution company, at the location approved at the pre-installation meeting",,,,,,,,,,,,,,
label,○ The point of supply shall be installed in accordance with SD TC-1206 and arranged with the local power distribution company to meet the specific requirements.,,,,,,,,,,,,,,
label,METHOD: Review,,,,,,,,,,,,,,
label,FREQUENCY: Per item,,,,,,,,,,,,,,
label,CATEGORY: IP,,,,,,,,,,,,,,
label,RESPONSIBILITY: SE/Supervisor,,,,,,,,,,,,,,
label,VERIFYING DOCUMENTS: This ITP,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,
checkpoint,2.2 Communications Line,,,,,,,,,,,,,,
label,REFERENCE: Section 730.14 (b) SD TC-1207,,,,,,,,,,,,,,
label,ACCEPTANCE CRITERIA: A communications conduit along with a two pair telecommunications cable is to be installed from the signal controller to the nearest sutable communication supplier's pit as per SD TC-1207,,,,,,,,,,,,,,
label,METHOD: Visual,,,,,,,,,,,,,,
label,FREQUENCY: Per item,,,,,,,,,,,,,,
