"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"175233bd-89e7-4ae4-a461-f40b148d9775","","folder-normal","fail","","step","TRUE","FALSE","Site QA"
"8de7fbab-8428-4352-a0e0-ebc9575036c9","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Temporary DBs"
"db312f5a-1666-48f4-9499-fc53ddb0baaa","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Temporary DBs","Building A"
"10d56fa3-6812-4e1b-809d-539c430f7737","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Temporary DBs","Building A","A1"
"a6ab58f3-c5ae-4faa-8bfb-0ac18b8e75ae","","checklist-sectioned","pass","AE-ITCX-003 - Mandatory Test Results For Construction Wiring (Rev 0 +Names)

","checklist","FALSE","FALSE","Site QA","Temporary DBs","Building A","A2.1","AE-ITCX-003 - Mandatory Test Results For Construction Wiring"
"5028d562-a0f2-4ad4-8516-b25cb9dcf208","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Temporary DBs","Building A","A3.1"
"40cf49ac-2140-4347-ab39-eedb6f1a01c2","","checklist-sectioned","pass","AE-ITCX-001 - Temp Board Checklist (Rev 0 +Names)

","checklist","FALSE","FALSE","Site QA","Temporary DBs","Building A","A3.1","AE-ITCX-001 - Temp Board"
"8acdf077-d98a-41eb-905f-be76909010c7","","checklist-sectioned","work-in-progress","AE-ITCX-002 - Monthly RCD Test Sheet (Rev 0 +Names)

","checklist","FALSE","FALSE","Site QA","Temporary DBs","Building A","A3.1","AE-ITCX-002 - Monthly RCD Test Sheet"
"12470f1f-f85e-4ce8-a886-04dbd2714d83","","checklist-sectioned","pass","AE-ITCX-003 - Mandatory Test Results For Construction Wiring (Rev 0 +Names)

","checklist","FALSE","FALSE","Site QA","Temporary DBs","Building A","A3.1","AE-ITCX-003 - Mandatory Test Results For Construction Wiring"
"08eb3ddd-99ae-429a-b4d5-e991fea19f98","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Temporary DBs","Building A","A4.1"
"51b0bc4f-1999-46b8-af1d-b85fe10a06ac","","checklist-sectioned","pass","AE-ITCX-001 - Temp Board Checklist (Rev 0 +Names)

","checklist","FALSE","FALSE","Site QA","Temporary DBs","Building A","A4.1","AE-ITCX-001 - Temp Board"
"3f1560b5-cc14-459c-b2aa-af4391f73a31","","checklist-sectioned","work-in-progress","AE-ITCX-002 - Monthly RCD Test Sheet (Rev 0 +Names)

","checklist","FALSE","FALSE","Site QA","Temporary DBs","Building A","A4.1","AE-ITCX-002 - Monthly RCD Test Sheet"
"cb6fbbb4-e622-498e-8d2e-e8303a0d4cd0","","checklist-sectioned","pass","AE-ITCX-003 - Mandatory Test Results For Construction Wiring (Rev 0 +Names)

","checklist","FALSE","FALSE","Site QA","Temporary DBs","Building A","A4.1","AE-ITCX-003 - Mandatory Test Results For Construction Wiring"
"7ef186f7-91c0-4e5e-8b65-c6a02f7ed3e1","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Temporary DBs","Building A","A3.2"
"f8824bb2-c1fe-4435-96e3-b02188213590","","checklist-sectioned","pass","AE-ITCX-001 - Temp Board Checklist (Rev 0 +Names)

","checklist","FALSE","FALSE","Site QA","Temporary DBs","Building A","A3.2","AE-ITCX-001 - Temp Board"
"cdd06511-6e2a-4bc3-aaae-d519b216c595","","checklist-sectioned","work-in-progress","AE-ITCX-002 - Monthly RCD Test Sheet (Rev 0 +Names)

","checklist","FALSE","FALSE","Site QA","Temporary DBs","Building A","A3.2","AE-ITCX-002 - Monthly RCD Test Sheet"
"e5ee70a9-040b-4f79-bbff-b3d5e5bfcda9","","checklist-sectioned","pass","AE-ITCX-003 - Mandatory Test Results For Construction Wiring (Rev 0 +Names)

","checklist","FALSE","FALSE","Site QA","Temporary DBs","Building A","A3.2","AE-ITCX-003 - Mandatory Test Results For Construction Wiring"
"f6fccd7e-527e-45f0-857d-4cdb079f344e","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Temporary DBs","Building A","A4.2"
"31bdc407-a137-479c-b8e9-8eeadd564142","","checklist-sectioned","pass","AE-ITCX-001 - Temp Board Checklist (Rev 0 +Names)

","checklist","FALSE","FALSE","Site QA","Temporary DBs","Building A","A4.2","AE-ITCX-001 - Temp Board"
"5b43ac86-e24e-4a00-8949-dc783e3984a1","","checklist-sectioned","work-in-progress","AE-ITCX-002 - Monthly RCD Test Sheet (Rev 0 +Names)

","checklist","FALSE","FALSE","Site QA","Temporary DBs","Building A","A4.2","AE-ITCX-002 - Monthly RCD Test Sheet"
"c1cf34cb-4b69-40a1-84b7-576270ca8fb0","","checklist-sectioned","pass","AE-ITCX-003 - Mandatory Test Results For Construction Wiring (Rev 0 +Names)

","checklist","FALSE","FALSE","Site QA","Temporary DBs","Building A","A4.2","AE-ITCX-003 - Mandatory Test Results For Construction Wiring"
"3a1662ac-71f0-477c-a503-30a7847f7cd0","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Temporary DBs","Building A","A1.2"
"666c731a-041f-4ddd-a18c-6071098937dc","","checklist-sectioned","pass","AE-ITCX-001 - Temp Board Checklist (Rev 0 +Names)

","checklist","FALSE","FALSE","Site QA","Temporary DBs","Building A","A1.2","AE-ITCX-001 - Temp Board"
"46a39513-cc8c-40ee-acb8-645610c61c38","","checklist-sectioned","work-in-progress","AE-ITCX-002 - Monthly RCD Test Sheet (Rev 0 +Names)

","checklist","FALSE","FALSE","Site QA","Temporary DBs","Building A","A1.2","AE-ITCX-002 - Monthly RCD Test Sheet

"
"866de419-7cee-4a0e-a139-d97b0676efff","","checklist-sectioned","pass","AE-ITCX-003 - Mandatory Test Results For Construction Wiring (Rev 0 +Names)

","checklist","FALSE","FALSE","Site QA","Temporary DBs","Building A","A1.2","AE-ITCX-003 - Mandatory Test Results For Construction Wiring"
"c78c84d4-8cba-4f09-a9f7-d029ba99fe22","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Temporary DBs","Building A","A2.2"
"c1925e5d-3d38-48af-a794-8689c1329684","","checklist-sectioned","pass","AE-ITCX-001 - Temp Board Checklist (Rev 0 +Names)

","checklist","FALSE","FALSE","Site QA","Temporary DBs","Building A","A2.2","AE-ITCX-001 - Temp Board"
"0dddee66-c85c-42fe-85c1-46ed9b3fe03a","","checklist-sectioned","work-in-progress","AE-ITCX-002 - Monthly RCD Test Sheet (Rev 0 +Names)

","checklist","FALSE","FALSE","Site QA","Temporary DBs","Building A","A2.2","AE-ITCX-002 - Monthly RCD Test Sheet

"
"940a8b39-af8c-4868-8da8-076402d9fd2f","","checklist-sectioned","pass","AE-ITCX-003 - Mandatory Test Results For Construction Wiring (Rev 0 +Names)

","checklist","FALSE","FALSE","Site QA","Temporary DBs","Building A","A2.2","AE-ITCX-003 - Mandatory Test Results For Construction Wiring"
"d14980b9-54dd-4462-bf1d-dda06e4d253e","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Temporary DBs","Building A","A5.1"
"e3b8b04d-42dc-43c8-ada7-f117c132227a","","checklist-sectioned","pass","AE-ITCX-001 - Temp Board Checklist (Rev 0 +Names)

","checklist","FALSE","FALSE","Site QA","Temporary DBs","Building A","A5.1","AE-ITCX-001 - Temp Board"
"5e507030-06ce-4844-914c-b9b36faf5672","","checklist-sectioned","work-in-progress","AE-ITCX-002 - Monthly RCD Test Sheet (Rev 0 +Names)

","checklist","FALSE","FALSE","Site QA","Temporary DBs","Building A","A5.1","AE-ITCX-002 - Monthly RCD Test Sheet

"
"9dfa1eb9-b57b-44cc-8288-adcdef2a2459","","checklist-sectioned","pass","AE-ITCX-003 - Mandatory Test Results For Construction Wiring (Rev 0 +Names)

","checklist","FALSE","FALSE","Site QA","Temporary DBs","Building A","A5.1","AE-ITCX-003 - Mandatory Test Results For Construction Wiring"
"14b6590b-9ae6-4032-b0ed-9fd9be82f1d8","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Temporary DBs","Building A","A6.1"
"3ba3b630-47c3-4c48-917a-8708a7c1043d","","checklist-sectioned","pass","AE-ITCX-001 - Temp Board Checklist (Rev 0 +Names)

","checklist","FALSE","FALSE","Site QA","Temporary DBs","Building A","A6.1","AE-ITCX-001 - Temp Board"
"37ca73c8-b9f4-4036-b236-e2ae87e74be6","","checklist-sectioned","work-in-progress","AE-ITCX-002 - Monthly RCD Test Sheet (Rev 0 +Names)

","checklist","FALSE","FALSE","Site QA","Temporary DBs","Building A","A6.1","AE-ITCX-002 - Monthly RCD Test Sheet

"
"47ee61eb-f250-4ca8-a7af-19bd4f8c1e99","","checklist-sectioned","pass","AE-ITCX-003 - Mandatory Test Results For Construction Wiring (Rev 0 +Names)

","checklist","FALSE","FALSE","Site QA","Temporary DBs","Building A","A6.1","AE-ITCX-003 - Mandatory Test Results For Construction Wiring"
"b486e5ee-9569-4a61-8931-b57029116006","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Temporary DBs","Building B"
"2b5b7c33-7832-4f41-8d35-6178207be877","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Temporary DBs","Building B","B1"
"636ed0c0-5a3e-41a3-a15f-d6fb72f9d5e6","","checklist-sectioned","pass","AE-ITCX-001 - Temp Board Checklist (Rev 0 +Names)

","checklist","FALSE","FALSE","Site QA","Temporary DBs","Building B","B1","AE-ITCX-001 - Temp Board"
"b5f45cfd-ba2c-47a4-b429-93d6346aa03a","","checklist-sectioned","work-in-progress","AE-ITCX-002 - Monthly RCD Test Sheet (Rev 0 +Names)

","checklist","FALSE","FALSE","Site QA","Temporary DBs","Building B","B1","AE-ITCX-002 - Monthly RCD Test Sheet"
"c2086239-88af-42f2-8a04-a1262b65d7af","","checklist-sectioned","pass","AE-ITCX-003 - Mandatory Test Results For Construction Wiring (Rev 0 +Names)

","checklist","FALSE","FALSE","Site QA","Temporary DBs","Building B","B1","AE-ITCX-003 - Mandatory Test Results For Construction Wiring"
"c260daab-0461-478f-9399-62e42a08aac7","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Temporary DBs","Building B","B2"
"5cdd93fb-d943-4ed7-a72b-7900bed10023","","checklist-sectioned","pass","AE-ITCX-001 - Temp Board Checklist (Rev 0 +Names)

","checklist","FALSE","FALSE","Site QA","Temporary DBs","Building B","B2","AE-ITCX-001 - Temp Board"
"0412c9ed-e507-4ec6-a458-02ec735a6cee","","checklist-sectioned","work-in-progress","AE-ITCX-002 - Monthly RCD Test Sheet (Rev 0 +Names)

","checklist","FALSE","FALSE","Site QA","Temporary DBs","Building B","B2","AE-ITCX-002 - Monthly RCD Test Sheet"
"04892bdb-4b1d-4215-be35-d3946c84d6a0","","checklist-sectioned","pass","AE-ITCX-003 - Mandatory Test Results For Construction Wiring (Rev 0 +Names)

","checklist","FALSE","FALSE","Site QA","Temporary DBs","Building B","B2","AE-ITCX-003 - Mandatory Test Results For Construction Wiring"
"46d0c6f7-73ea-4d13-a315-3cad15cda55b","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Temporary DBs","Building B","B3"
"2e47ce20-6520-4d37-bc29-808da315699e","","checklist-sectioned","pass","AE-ITCX-001 - Temp Board Checklist (Rev 0 +Names)

","checklist","FALSE","FALSE","Site QA","Temporary DBs","Building B","B3","AE-ITCX-001 - Temp Board"
"82f49103-814a-4047-9974-4a78c27fa85e","","checklist-sectioned","work-in-progress","AE-ITCX-002 - Monthly RCD Test Sheet (Rev 0 +Names)

","checklist","FALSE","FALSE","Site QA","Temporary DBs","Building B","B3","AE-ITCX-002 - Monthly RCD Test Sheet"
"d0363187-077c-4817-9105-a18cdfc0de3b","","checklist-sectioned","pass","AE-ITCX-003 - Mandatory Test Results For Construction Wiring (Rev 0 +Names)

","checklist","FALSE","FALSE","Site QA","Temporary DBs","Building B","B3","AE-ITCX-003 - Mandatory Test Results For Construction Wiring"
"23025404-1d00-42d8-be06-bfd7772447c1","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Temporary DBs","Building B","B4"
"f668c02e-7f8d-478a-acfb-1a605f20b5bd","","checklist-sectioned","pass","AE-ITCX-001 - Temp Board Checklist (Rev 0 +Names)

","checklist","FALSE","FALSE","Site QA","Temporary DBs","Building B","B4","AE-ITCX-001 - Temp Board"
"d79c5c74-f056-43f3-b38b-936fecb6a8d7","","checklist-sectioned","work-in-progress","AE-ITCX-002 - Monthly RCD Test Sheet (Rev 0 +Names)

","checklist","FALSE","FALSE","Site QA","Temporary DBs","Building B","B4","AE-ITCX-002 - Monthly RCD Test Sheet"
"16f30281-4649-44c9-a3a9-35698ac4c46a","","checklist-sectioned","pass","AE-ITCX-003 - Mandatory Test Results For Construction Wiring (Rev 0 +Names)

","checklist","FALSE","FALSE","Site QA","Temporary DBs","Building B","B4","AE-ITCX-003 - Mandatory Test Results For Construction Wiring"
"fa79e704-c19e-4ee7-afa1-77a0bd999ffb","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Temporary DBs","Building B","B1.1"
"b9716aad-8634-485b-a3b7-6c1fdf9a36a3","","checklist-sectioned","pass","AE-ITCX-001 - Temp Board Checklist (Rev 0 +Names)

","checklist","FALSE","FALSE","Site QA","Temporary DBs","Building B","B1.1","AE-ITCX-001 - Temp Board"
"60242acb-8c5a-4c95-a35f-cdc56e16c3f0","","checklist-sectioned","work-in-progress","AE-ITCX-002 - Monthly RCD Test Sheet (Rev 0 +Names)

","checklist","FALSE","FALSE","Site QA","Temporary DBs","Building B","B1.1","AE-ITCX-002 - Monthly RCD Test Sheet"
"e8de85e0-4c1d-4768-bc94-7a0c05a1aeae","","checklist-sectioned","pass","AE-ITCX-003 - Mandatory Test Results For Construction Wiring (Rev 0 +Names)

","checklist","FALSE","FALSE","Site QA","Temporary DBs","Building B","B1.1","AE-ITCX-003 - Mandatory Test Results For Construction Wiring"
"88f10856-fd7b-44fa-8063-c659a44928b2","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Temporary DBs","Building B","B2.1"
"26580a1d-a7fd-4b29-a417-5aaada3e26d4","","checklist-sectioned","pass","AE-ITCX-001 - Temp Board Checklist (Rev 0 +Names)

","checklist","FALSE","FALSE","Site QA","Temporary DBs","Building B","B2.1","AE-ITCX-001 - Temp Board"
"8aedccc9-8b97-4c51-8f3a-5962137a917f","","checklist-sectioned","work-in-progress","AE-ITCX-002 - Monthly RCD Test Sheet (Rev 0 +Names)

","checklist","FALSE","FALSE","Site QA","Temporary DBs","Building B","B2.1","AE-ITCX-002 - Monthly RCD Test Sheet"
"374e0b8e-022a-4d03-bd5e-e56fa1043db0","","checklist-sectioned","pass","AE-ITCX-003 - Mandatory Test Results For Construction Wiring (Rev 0 +Names)

","checklist","FALSE","FALSE","Site QA","Temporary DBs","Building B","B2.1","AE-ITCX-003 - Mandatory Test Results For Construction Wiring"
"c28c418d-7668-4302-ab9d-73a64cc34a11","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Temporary DBs","Building B","B3.1"
"cfa975cb-ee31-4f85-a658-1966aed3b809","","checklist-sectioned","pass","AE-ITCX-001 - Temp Board Checklist (Rev 0 +Names)

","checklist","FALSE","FALSE","Site QA","Temporary DBs","Building B","B3.1","AE-ITCX-001 - Temp Board"
"b636c7d0-f416-4712-b491-4c824afc4ef8","","checklist-sectioned","work-in-progress","AE-ITCX-002 - Monthly RCD Test Sheet (Rev 0 +Names)

","checklist","FALSE","FALSE","Site QA","Temporary DBs","Building B","B3.1","AE-ITCX-002 - Monthly RCD Test Sheet"
"f47b0e47-0baf-4e88-8574-48cb81005802","","checklist-sectioned","pass","AE-ITCX-003 - Mandatory Test Results For Construction Wiring (Rev 0 +Names)

","checklist","FALSE","FALSE","Site QA","Temporary DBs","Building B","B3.1","AE-ITCX-003 - Mandatory Test Results For Construction Wiring"
"ffd21133-7d57-4953-89cc-7e258ca82ade","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Temporary DBs","Building B","B4.1"
"e571c8bf-3d36-441f-b1fd-d352613b6d05","","checklist-sectioned","pass","AE-ITCX-001 - Temp Board Checklist (Rev 0 +Names)

","checklist","FALSE","FALSE","Site QA","Temporary DBs","Building B","B4.1","AE-ITCX-001 - Temp Board"
"ca1950dd-e04f-473c-b98d-1d38b21e971f","","checklist-sectioned","work-in-progress","AE-ITCX-002 - Monthly RCD Test Sheet (Rev 0 +Names)

","checklist","FALSE","FALSE","Site QA","Temporary DBs","Building B","B4.1","AE-ITCX-002 - Monthly RCD Test Sheet"
"5d31ab8d-7a16-4e22-bfc0-ead1177b58c6","","checklist-sectioned","pass","AE-ITCX-003 - Mandatory Test Results For Construction Wiring (Rev 0 +Names)

","checklist","FALSE","FALSE","Site QA","Temporary DBs","Building B","B4.1","AE-ITCX-003 - Mandatory Test Results For Construction Wiring"
"24be5215-4db1-4c8e-956b-eff9f0c09790","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Temporary DBs","Building B","B2.2"
"adbfed46-019f-49f6-988d-3b3cffb34959","","checklist-sectioned","pass","AE-ITCX-001 - Temp Board Checklist (Rev 0 +Names)

","checklist","FALSE","FALSE","Site QA","Temporary DBs","Building B","B2.2","AE-ITCX-001 - Temp Board"
"070e7d02-c337-420a-b541-08aae6a51729","","checklist-sectioned","work-in-progress","AE-ITCX-002 - Monthly RCD Test Sheet (Rev 0 +Names)

","checklist","FALSE","FALSE","Site QA","Temporary DBs","Building B","B2.2","AE-ITCX-002 - Monthly RCD Test Sheet"
"b520bdef-80d1-4f37-a9b2-e3d60f9a9112","","checklist-sectioned","pass","AE-ITCX-003 - Mandatory Test Results For Construction Wiring (Rev 0 +Names)

","checklist","FALSE","FALSE","Site QA","Temporary DBs","Building B","B2.2","AE-ITCX-003 - Mandatory Test Results For Construction Wiring"
"2bbbb1d1-392e-4673-ad9c-7a55d9e21185","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Temporary DBs","Building B","B3.2"
"5d832c09-8fe9-4716-b26c-1d6fa664cd54","","checklist-sectioned","pass","AE-ITCX-001 - Temp Board Checklist (Rev 0 +Names)

","checklist","FALSE","FALSE","Site QA","Temporary DBs","Building B","B3.2","AE-ITCX-001 - Temp Board"
"41f16366-6d45-47c3-9e4d-2943f2829f98","","checklist-sectioned","work-in-progress","AE-ITCX-002 - Monthly RCD Test Sheet (Rev 0 +Names)

","checklist","FALSE","FALSE","Site QA","Temporary DBs","Building B","B3.2","AE-ITCX-002 - Monthly RCD Test Sheet"
"900fabac-726b-4aae-b4da-15256ff0b073","","checklist-sectioned","pass","AE-ITCX-003 - Mandatory Test Results For Construction Wiring (Rev 0 +Names)

","checklist","FALSE","FALSE","Site QA","Temporary DBs","Building B","B3.2","AE-ITCX-003 - Mandatory Test Results For Construction Wiring"
"0e750793-e883-4adf-af0d-c41625295e30","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Temporary DBs","Building B","B1.2"
"288d306b-3037-41a9-bb04-f95c90bd17d9","","checklist-sectioned","pass","AE-ITCX-001 - Temp Board Checklist (Rev 0 +Names)

","checklist","FALSE","FALSE","Site QA","Temporary DBs","Building B","B1.2","AE-ITCX-001 - Temp Board"
"78ea5fa4-8548-4997-8691-e18d79014204","","checklist-sectioned","work-in-progress","AE-ITCX-002 - Monthly RCD Test Sheet (Rev 0 +Names)

","checklist","FALSE","FALSE","Site QA","Temporary DBs","Building B","B1.2","AE-ITCX-002 - Monthly RCD Test Sheet

"
"1a202434-d96b-4435-a834-bd8274ebb597","","checklist-sectioned","pass","AE-ITCX-003 - Mandatory Test Results For Construction Wiring (Rev 0 +Names)

","checklist","FALSE","FALSE","Site QA","Temporary DBs","Building B","B1.2","AE-ITCX-003 - Mandatory Test Results For Construction Wiring"
"ff19435c-a1c4-492f-994a-026158ad2220","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Temporary DBs","Building B","B4.2"
"592f1c07-62f1-4869-9642-1156b804ec00","","checklist-sectioned","pass","AE-ITCX-001 - Temp Board Checklist (Rev 0 +Names)

","checklist","FALSE","FALSE","Site QA","Temporary DBs","Building B","B4.2","AE-ITCX-001 - Temp Board"
"2fe9ad68-80cc-46fa-9d80-9b3894b84f57","","checklist-sectioned","work-in-progress","AE-ITCX-002 - Monthly RCD Test Sheet (Rev 0 +Names)

","checklist","FALSE","FALSE","Site QA","Temporary DBs","Building B","B4.2","AE-ITCX-002 - Monthly RCD Test Sheet

"
"18c8a8c6-4158-4b76-80e8-c6362f4d33d5","","checklist-sectioned","pass","AE-ITCX-003 - Mandatory Test Results For Construction Wiring (Rev 0 +Names)

","checklist","FALSE","FALSE","Site QA","Temporary DBs","Building B","B4.2","AE-ITCX-003 - Mandatory Test Results For Construction Wiring"
"249fc862-bca7-43eb-8d34-6c55892b2f08","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Temporary DBs","Building B","B4.3"
"cb28813f-7874-4ae3-905a-ee5c0c69ea26","","checklist-sectioned","pass","AE-ITCX-001 - Temp Board Checklist (Rev 0 +Names)

","checklist","FALSE","FALSE","Site QA","Temporary DBs","Building B","B4.3","AE-ITCX-001 - Temp Board"
"205dd143-84a0-484d-baa3-8aeb4c03bc99","","checklist-sectioned","work-in-progress","AE-ITCX-002 - Monthly RCD Test Sheet (Rev 0 +Names)

","checklist","FALSE","FALSE","Site QA","Temporary DBs","Building B","B4.3","AE-ITCX-002 - Monthly RCD Test Sheet

"
