type,name,values,prefix,postfix,usage count,user addable,template name,,
checklist,Switchboard Commissioning,,,,,,ITR No.12 - Switchboard Commissioning,,
section,Details,,,,,,,,
checkpoint,Prior To Energising All Personnel Involved To Be Inducted Into Energisation Procedure And All Steps Undertaken To Ensurecompliance With This Procedure,,,,,,,,
checkpoint,Place all required signage and barricading and have LV rescue kit on standby.,,,,,,,,
checkpoint,Refer To As Installed Drawings,,,,,,,,
checkpoint,Obtain Copy Of Switchboard Schedule And Schematic Drawings,,,,,,,,
checkpoint,Mark Up Any Additions Or Deletions Found Whilst Commissioing,,,,,,,,
checkpoint,Complete Visual Checks,,,,,,,,
checkpoint,Refer To Mandatory Testing From As/Nzs 3000:2018 8.3.3 Below,,,,,,,,
checkpoint,"Complete Mandatory Tests Using Metrel Tester, Save And Log Results On Tester",,,,,,,,
checkpoint,Any Failed Results To Be Rectified Saved And Logged On Tester,,,,,,,,
checkpoint,Ensure Correct Opertation Of All Control/Equipment Installed In Switchboard,,,,,,,,
checkpoint,Ensure Vast Witness Test Has Been Completed,,,,,,,,
checkpoint,"Ensure Escutcheons, Pole Fillers, Fixing Screws Are Reinstated",,,,,,,,
checkpoint,Ensure No Access To Live Parts,,,,,,,,
checkpoint,"Complete Switchboard Schedules On Vast Template, Install And Fix To Allocated Postion In Switchboard",,,,,,,,
checkpoint,Download Test Results From Metrel Tester And Save To Project Folder,,,,,,,,
checkpoint,Complete Certificate Of Electrical Safety And Save To Project Folder,,,,,,,,
,,,,,,,,,
checklist,Cutout of Ceilings & Walls,,,,,,ITR No.02 - Cutout of Ceilings & Walls,,
section,Details,,,,,,,,
checkpoint-no-status,Drawing Rev No.,,,,,,,,
checkpoint,Confirm sizes off all fittings prior to cut out,,,,,,,,
checkpoint,"Cut out for all sensors, EX/EMG and light fittings",,,,,,,,
checkpoint,Consult supervisor before cutting a patch of is a mistake is made,,,,,,,,
checkpoint,Cut out items on joinery to the joinery plans,,,,,,,,
checkpoint,Cut out GPO's ,,,,,,,,
checkpoint,Cut out bathrooms and other wet areas to relevent wet area plans,,,,,,,,
checkpoint,Ensure kitchen outlets are in correct position (where applicable),,,,,,,,
checkpoint,Locate all cables,,,,,,,,
checkpoint,Install Fire Boxes and hit all 4 tabs in,,,,,,,,
checkpoint,Fire caulk ( if applicable ),,,,,,,,
checkpoint,"For AV power and data, consult relevent AV plans and coordinate with AV contractor",,,,,,,,
checkpoint,FIT OFF ALL 413'S + QC'S + CEILING ROSES TO LIGHT FITTINGS THAT REQUIRE THEM,,,,,,,,
,,,,,,,,,
checklist,Decommission Temporary Power Board,,,,,,ITP No.20 - Decommission Temporary Power Board,,
section,Details,,,,,,,,
checkpoint,Determine what the temporary board is controlling and confirm what action is required before board can be decommissioned.,,,,,,,,
label,"De-commission form issued to builder, 48 hours notice to be given",,,,,,,,
checkpoint,Sign off builders checklist,,,,,,,,
checkpoint,Safety Committee Inspection,,,,,,,,
checkpoint,Final approval to be given by builder,,,,,,,,
checkpoint,Perform voltage test to ensure power supply has been isolated,,,,,,,,
checkpoint,Disconnect supply cables,,,,,,,,
checkpoint,Fire sealing of penetrations,,,,,,,,
checkpoint,Remove temporary board,,,,,,,,
checkpoint,Update temporary power board register,,,,,,,,
,,,,,,,,,
checklist,Installion of Electrical & Communication Pits,,,,,,ITP No.29 - Installion of Electrical & Communication Pits,,
section,Details,,,,,,,,
checkpoint,Inspect pits for any damage on arrival to site,,,,,,,,
checkpoint,Mark out pit locations and alignment/arrangement,,,,,,,,
checkpoint,Check finished heights of pits against civil drawings/finished floor height,,,,,,,,
checkpoint,Erect pedestrian barricading ,,,,,,,,
checkpoint,Excavate ground around pits as required,,,,,,,,
checkpoint,Place bedding material as per pit installation requirements,,,,,,,,
checkpoint,Cut out pit entry as required,,,,,,,,
checkpoint,Install pits in ground (using correct lifting equipment),,,,,,,,
checkpoint,Check finished heights of pits against civil drawings,,,,,,,,
checkpoint,Install relevant conduits,,,,,,,,
checkpoint,Backfill and reinstatement of ground,,,,,,,,
checkpoint,"Check stabilised FCR backfill 200mm below proposed road level, compacted FCR above that",,,,,,,,
,,,,,,,,,
checklist,Installation of Temporary Power Board,,,,,,ITP No.19 - Installation of Temporary Power Board,,
section,Details,,,,,,,,
checkpoint-no-status,Drawing Rev No.,,,,,,,,
checkpoint,Area accessible & ready,,,,,,,,
checkpoint,"Locate & fix into position, bolt temporary board down with at least 2 fixings",,,,,,,,
checkpoint,Install submains cabling as appropriate eg: glands/tray/duct,,,,,,,,
checkpoint,Install lugs and terminate,,,,,,,,
checkpoint,Any cables not terminated prior to energisation must be removed from cubicle at origin and have ends covered in heat shrink. At destination cables must be covered in heat shrink and be contrained in a junction box,,,,,,,,
checkpoint,Clearly identify services,,,,,,,,
checkpoint,When ready to energise proceed in accordance with energisation procedure,,,,,,,,
checkpoint,Energise & record results on Vast RCD test sheet,,,,,,,,
checkpoint,Install A3 laminated sign on face of temp board with floor plan and where the board is fed from,,,,,,,,
checkpoint,Update Temporary Power Board register & save to project folder/design control/temp const.,,,,,,,,
label,Lodge non prescribed certificate of electrical safety,,,,,,,,
label,RCBO'S must be fully tested initially and then tested every month with results recorded and c/b’s labelled,,,,,,,,
,,,,,,,,,
checklist,"Construction Wiring, Installation, Test and Tag & Removal",,,,,,"ITP No.14 - Construction Wiring, Installation, Test and Tag & Removal",,
section,Details,,,,,,,,
checkpoint-no-status,Drawing Rev No.,,,,,,,,
checkpoint,Area accessible & ready,,,,,,,,
checkpoint,Refer to temporary wiring setout plan,,,,,,,,
label,CABLING MUST BE SUPPORTED AND PROTECTED FROM DAMAGE. CONSTRUCTION WIRING TAPE MUST BE FITTED AT EVERY 5 METRES. TEMPORARY WIRING MUST NOT BE INSTALLED WITH PERMANENT CABLING,,,,,,,,
checkpoint,Fit off plug base and or powerpoint/isolator,,,,,,,,
checkpoint,"Install light fitting, exit/emg, power",,,,,,,,
checkpoint,Terminate cable to temp board. Ensure temp board is isolated! Test Test Test,,,,,,,,
checkpoint,Test & commission,,,,,,,,
label,Lodge non prescribed certificate of electrical safety,,,,,,,,
,,,,,,,,,
checklist,In Slab Conduits,,,,,,ITR No.09 - In Slab Conduits,,
section,Details,,,,,,,,
checkpoint-no-status,Drawing Rev No.,,,,,,,,
checkpoint,Determine origin and destination,,,,,,,,
checkpoint,"Check clear of other services, penetrations etc",,,,,,,,
checkpoint,Check cable size to verify conduit size,,,,,,,,
checkpoint,Check if expansion joints are required,,,,,,,,
checkpoint,Mark out positions of junction boxes and penerations whee necessary,,,,,,,,
checkpoint,Install bar chairs where necessary,,,,,,,,
checkpoint,Install junction boxes and penetrations where necessary,,,,,,,,
checkpoint,Install junction boxes and glue conduits,,,,,,,,
checkpoint,Tie conduits securely at all joints and midpoints,,,,,,,,
checkpoint,Ensure all conduits are 50mm above deck,,,,,,,,
checkpoint,Ensure floor boxes and conduits into the FB are secured and photos of each one are uploaded,,,,,,,,
checkpoint,Mark up drawing of conduit runs ,,,,,,,,
checkpoint,Observe conduits when concrete is being poured,,,,,,,,
,,,,,,,,,
checklist,Installing Underground Services (Electrical),,,,,,ITR No.33 - Installing Underground Services (Electrical),,
section,Details,,,,,,,,
checkpoint,Inspect conduit material to check that it meets material specifications,,,,,,,,
checkpoint,Check conduit alignment as per plans,,,,,,,,
checkpoint,"Set out marked, and all services located",,,,,,,,
checkpoint,Erect pedetrian barricading as per plan,,,,,,,,
checkpoint,Check excavation depth against proposed road level,,,,,,,,
checkpoint,Excavate to the trench as per plan,,,,,,,,
checkpoint,Place specified bedding material in trench,,,,,,,,
checkpoint,Placement of conduit of specified size in accordance with specifications/drawings,,,,,,,,
checkpoint,Install service hangers around conduits at every 500mm intervals,,,,,,,,
checkpoint,Backfill over conduit and install ORANGE under ground tape,,,,,,,,
checkpoint,Install cover slabs over conduit,,,,,,,,
,,,,,,,,,
checklist,Installing Underground Services (Comms),,,,,,ITR No.33C - Installing Underground Services (Comms),,
section,Details,,,,,,,,
checkpoint,Inspect conduit material to check that it meets material specifications,,,,,,,,
checkpoint,Check conduit alignment as per plans,,,,,,,,
checkpoint,"Set out marked, and all services located",,,,,,,,
checkpoint,Erect pedetrian barricading as per plan,,,,,,,,
checkpoint,Check excavation depth against proposed road level,,,,,,,,
checkpoint,Excavate to the trench as per plan,,,,,,,,
checkpoint,Place specified bedding material in trench,,,,,,,,
checkpoint,Placement of conduit of specified size in accordance with specifications/drawings,,,,,,,,
checkpoint,Install service hangers around conduits at every 500mm intervals,,,,,,,,
checkpoint,Backfill over conduit and install WHITE underground tape,,,,,,,,
,,,,,,,,,
checklist,Mains and Sub Mains,,,,,,ITR No.14 - Mains and Sub Mains,,
section,Details,,,,,,,,
checkpoint-no-status,Drawing Rev No.,,,,,,,,
checkpoint,"Measure cable runs with appropriate accurate measuring instrument eg: tape measure, wheel, rope in conduit",,,,,,,,
checkpoint,Confirm length of cable,,,,,,,,
checkpoint,"Install cable in applicable method eg: cable stands, electric winch, pulleys etc",,,,,,,,
label,Any cable not terminated immediately must have the end taped covering the bare copper,,,,,,,,
checkpoint,Trefoil (refer to details on back for all options) cables and tie cables to support system,,,,,,,,
checkpoint,Check cable requirements for cable identification and install,,,,,,,,
,,,,,,,,,
checklist,Structured Cabling Rough In,,,,,,ITP No.07 - Structured Cabling Rough In,,
section,Details,,,,,,,,
checkpoint-no-status,Drawing Rev No.,,,,,,,,
label,REFER APPROVED DRAWINGS AND SPECIFICATION.,,,,,,,,
checkpoint,INSTALL CABLE SUPPORT OR CONDUIT WHERE REQUIRED.,,,,,,,,
checkpoint,VERIFY CORRECT CABLE TYPE.,,,,,,,,
checkpoint,REFER TO APPROVED DRAWINGS FOR CABLE NUMBERING SEQUENCE RELEVANT TO FINAL FIT OFF SEQUENCE & RECORD,,,,,,,,
checkpoint,"INSTALL CABLE WITHIN OR ON CABLE SUPPORT SYSTEMS MAINTAINING MIN SEGREGATIONS, ENSURE VELCRO CABLE TIES ARE USED AS PER SPEC",,,,,,,,
checkpoint,FORM CABLES INTO RELEVANT FIT-OFF GROUPS AT THE CABINET END.,,,,,,,,
,,,,,,,,,
checklist,Light and Power Fit Off,,,,,,ITR No.18 - Light and Power Fit Off,,
section,Bakelite & Power,,,,,,,,
checkpoint,"CHECK DRAWINGS FOR QUANTITY, BRAND TYPE AND COLOUR",,,,,,,,
checkpoint,WET AREAS to be above 300 from FFL- UNDER 40L SINK to be 150mm/400mm rule- OVER 40L SINK to be 500mm/1000mm rule,,,,,,,,
checkpoint,FIT OFF AND FIX SWITCHES WITH NO MORE THAN 100mm SINGLE INSULATION BEHIND WALL,,,,,,,,
checkpoint,FIT OFF AND FIX GPO’S WITH NO MORE THAN 100mm SINGLE INSULATION BEHIND WALL,,,,,,,,
checkpoint,ALL METAL STUDS ARE EARTHED TO THE NEAREST GPO,,,,,,,,
checkpoint,FIT OFF FINAL APPLIANCES WITH PHOTOS,,,,,,,,
checkpoint,COVER PLATES (IF REQUIRED),,,,,,,,
section,Light Fittings,,,,,,,,
checkpoint,DELIVERY CHECK FOR DAMAGE AND CORRECT QUANTITIES,,,,,,,,
checkpoint,PLUG IN OR FIT OFF LIGHT / PLUG BASE,,,,,,,,
checkpoint,INSTALL LIGHT FITTING,,,,,,,,
checkpoint,INSTALL LAMPS AND DIFFUSER,,,,,,,,
checkpoint,"CLEAN FITTING, LAMP DIFFUSER",,,,,,,,
,,,,,,,,,
,,,,,,,,,
checklist,Switchboard Installation and Terminate Submains,,,,,,ITR No.16 - Switchboard Installation and Terminate Submains,,
section,Details,,,,,,,,
checkpoint,"DELIVERY CHECK FOR DAMAGE, PAINT FINISH, DIMENSIONS AND DOORS AGAINST APPROVED SHOP DRAWING",,,,,,,,
checkpoint,LOCATE & FIX INTO POSITION,,,,,,,,
checkpoint,"INSTALL SUBMAINS CABLING AS APPROPRIATE EG. GLANDS, TRAY, DUCT",,,,,,,,
checkpoint,INSTALL LUGS AND TERMINATE ONCE INSULATION RESISTANCE AND POLARITY TESTS HAVE BEEN CONDUCTED,,,,,,,,
checkpoint,ANY CABLES NOT TERMINATED PRIOR TO ENERGISATION MUST BE REMOVED FROM CUBICLE AT ORIGIN AND HAVE ENDS COVERED IN HEATSHRINK. AT DESTINATION CABLES MUST BE COVERED IN HEATSHRINK AND BE CONTAINED IN A JUNCTION BOX,,,,,,,,
checkpoint,CLEAN & VACUUM,,,,,,,,
checkpoint,ORGANISE INPECTION BY INSPECTOR. LODGE PRESCRIBED / NON PRESCRIBED (AS APPLICABLE) CERTIFICATE OF ELECTRICAL SAFETY (IF REQUIRED).,,,,,,,,
checkpoint,CLEARLY IDENTIFY SERVICES,,,,,,,,
checkpoint,WHEN READY TO ENERGISE PROCEED IN ACCORDANCE WITH ENERGISATION PROCEDURE,,,,,,,,
checkpoint,ENERGIZE & RECORD RESULTS ,,,,,,,,
checkpoint,"INSTALL SUB CIRCUIT CABLING IN ACCORDANCE WITH DB SCHEDULE AND TERMINATE. if circuit not complete at the other end, it must not be terminated BUT PLACED IN A JUNCTION BOX AT FIELD END AND IN CONNECTORS AT dISTRIBUTION BOARD END.",,,,,,,,
checkpoint,CLEAN & VACUUM,,,,,,,,
checkpoint,RECORD RELEVANT INFORMATION AND ANY CHANGES ON DB SCHEDULE. AND RETURN TO ADMINISTRATOR/OFFICE FOR COMMISSIONING TEAM,,,,,,,,
,,,,,,,,,
checklist,SUB-CIRCUIT CABLING FIT OFF,,,,,,ITP No.13 - SUB-CIRCUIT CABLING FIT OFF,,
section,Details,,,,,,,,
checkpoint-no-status,Drawing Rev No.,,,,,,,,
checkpoint,TEST & ENSURE SUB CIRCUIT CABLING IS NOT LIVE PRIOR TO FIT OFF,,,,,,,,
checkpoint,"TERMINATE CABLE TO OUTLET OR PLUG BASE, CHECK CORRECT CONNECTIONS AND FIX TO SURFACE, IF CIRCUIT CAN NOT BE FULLY TERMINATED A JUNCTION BOX MUST BE INSTALLED WHERE REQUIRED",,,,,,,,
checkpoint,CLEAN AREA AS REQUIRED,,,,,,,,
checkpoint,RECORD ANY RELEVANT INFORMATION ON DRAWINGS. ,,,,,,,,
,,,,,,,,,
checklist,EXIT & EMERGENCY INSTALLATION & TESTING,,,,,,ITP No.16 - EXIT & EMERGENCY INSTALLATION & TESTING,,
section,Details,,,,,,,,
checkpoint-no-status,Drawing Rev No.,,,,,,,,
checkpoint,DELIVERY CHECK FOR DAMAGE AND CORRECT QUANTITIES,,,,,,,,
checkpoint,COORDINATE LOCATIONS WITH OTHER SERVICES,,,,,,,,
checkpoint,"PLUG IN OR FIT OFF LIGHT, FIT OFF DATA CABLE IF REQUIRED",,,,,,,,
checkpoint,INSTALL LAMP & DIFFUSER AND CLEAN FITTING,,,,,,,,
checkpoint,INSTALL EMERGENCY BARCODE TO FITTING AND TO DRAWINGS (IF REQUIRED)- UP LOAD PHOTO OF PLAN WITH LABELS,,,,,,,,
checkpoint,NUMBER FITTINGS AS PER VAST SHOP DRAWINGS.,,,,,,,,
checkpoint,UPDATE ANY CHANGES FOR AS BUILTS,,,,,,,,
,,,,,,,,,
checklist ,STRUCTURED CABLING TESTING CERTIFIED SYSTEM,,,,,,ITP No.09 - STRUCTURED CABLING TESTING CERTIFIED SYSTEM,,
section,Details,,,,,,,,
checkpoint-no-status,Drawing Rev No.,,,,,,,,
checkpoint,REFER TO INSTALLED DRAWINGS ,,,,,,,,
checkpoint,Test terminations using COPPER STRUCTURED CABLING tester AND LOG RESULTS,,,,,,,,
checkpoint,"RECTIFY ANY FAILED RESULTS, RE-TEST AND LOG",,,,,,,,
checkpoint,LABEL FRAMES AND PATCH PANELS,,,,,,,,
checkpoint,COMPLETE PATCH PANEL SCHEDULE,,,,,,,,
checkpoint,DOWNLOAD RESULTS FROM TESTER TO PROJECT FOLDER,,,,,,,,
,,,,,,,,,
checklist,STRUCTURED CABLING FIT OFF,,,,,,ITP No.08 - STRUCTURED CABLING FIT OFF,,
section,Details,,,,,,,,
checkpoint-no-status,Drawing Rev No.,,,,,,,,
checkpoint,VISUAL CHECK ENSURING CABLE TO BE FITTED OFF IN CORRECT POSITION.,,,,,,,,
checkpoint,SELECTION OF CORRECT TOOL TO BE USED FOR TERMINATION TYPE.,,,,,,,,
checkpoint,ENSURE CABLES ARE STRIPPED NO MORE THAN THE SPECIFIED DISTANCE. CHECK TERMINATIONS AT COMPLETION FOR COLOUR CODE AND SEQUENCE.,,,,,,,,
checkpoint,ATTACH WRAP AROUND LABEL TO CABLE NO MORE THAN 60MM FROM THE JACK. ENSURING CORRECT NUMBER SEQUENCE.,,,,,,,,
checkpoint,DRESS CABLES TO FINAL LOCATION. ENSURE VELCRO STRAPS FOR CAT 6 CABLING,,,,,,,,
checkpoint,INSTALL JACK INTO WORKSTATION OR WALL OUTLET.,,,,,,,,
checkpoint,INSTALL PATCH PANEL INTO CABINET LOOM CABLES TO THE BACK OF THE PATCH PANEL. TIE INTO POSITION USING VELCRO STRIP AND/OR CABLE TIES SUPPLIED.,,,,,,,,
checkpoint,PATCH OUTLETS TO HARDWARE DEVICES WHERE APPLICABLE AND CHECK FOR CORRECT OPERATION.,,,,,,,,
checkpoint,LABEL OUTLET ENSURING CORRECT NUMBER SEQUENCE,,,,,,,,
checkpoint,COMPLETE CERTIFICATION AS REQUIRED,,,,,,,,
,,,,,,,,,
checklist,Installing Light Pole Cages,,,,,,ITR No.34 - Installing Light Pole Cages,,
section,Details,,,,,,,,
checkpoint,INSPECT CAGES FOR ANY DAMAGE PROIR TO INSTALLATION,,,,,,,,
checkpoint,"SET OUT LIGHT POLE LOCATION, ALIGNMENT AND HEIGHT AS SPECIFIED",,,,,,,,
checkpoint,ERECT PEDESTRIAN BARRICADING AS PER PLAN,,,,,,,,
checkpoint,EXCAVATE AS PER PLAN,,,,,,,,
checkpoint,PLACE SPECIFIED BEDDING MATERIAL AS PER REQUIREMENT,,,,,,,,
checkpoint,INSTALL LIGHT POLE CAGES AND CONDUITS AS REQUIRED,,,,,,,,
checkpoint,RE-CHECK FINSHED HEIGHT AS PER CIVIL DRAWINGS,,,,,,,,
checkpoint,POUR CONCRETE FOOTING WITH SPECIFIED MPA,,,,,,,,
checkpoint,CLEAN UP AND BARRICADE WORK AREA ,,,,,,,,
,,,,,,,,,
checklist,Installing Underground Pits,,,,,,ITR No.35 - Installing Underground Pits,,
section,Details,,,,,,,,
checkpoint,INSPECT PITS FOR ANY DAMAGE PROIR TO INSTALLATION,,,,,,,,
checkpoint,"SET OUT PIT LOCATION, ALIGNMENT AND HEIGHT AS SPECIFIED",,,,,,,,
checkpoint,ERECT PEDESTRIAN BARRICADING AS PER PLAN,,,,,,,,
checkpoint,EXCAVATE AS PER PLAN,,,,,,,,
checkpoint,PLACE SPECIFIED BEDDING MATERIAL AS PER REQUIREMENT,,,,,,,,
checkpoint,INSTALL PIT AND CONDUITS AS REQUIRED,,,,,,,,
checkpoint,RE-CHECK FINSHED HEIGHT AS PER CIVIL DRAWINGS,,,,,,,,
checkpoint,BACKFILL AND REINSTATE GROUND AS REQUIRED,,,,,,,,
,,,,,,,,,
checklist,Cable Tray Installation,,,,,,ITR No.10 - Cable Tray Installation,,
section,Details,,,,,,,,
checkpoint-no-status,Drawing Rev No.,,,,,,,,
checkpoint,CO-ORDINATE WITH OTHER SERVICES (CHECK FOR ANY CLASHES),,,,,,,,
checkpoint,CONFIRM SIZE OF CABLE TRAY,,,,,,,,
checkpoint,INSTALL FIXINGS AND SUPPORTS AS NEEDED,,,,,,,,
checkpoint,INSTALL CABLE TRAY,,,,,,,,
checkpoint,COMPLETE SKETCH/MARK UP DRAWING FOR FUTURE AS BUILTS,,,,,,,,
,,,,,,,,,
,,,,,,,,,
checklist,Documents,,,,,,Add Documents,,
section,Details,,,,,,,,
checkpoint-no-status,Drawing Rev No.,,,,,,,,
,,,,,,,,,
checklist,Field Commissioning,,,,,,ITR No.41 - Field Commissioning,,
section,Details,,,,,,,,
checkpoint,Energisation permit completed prior to energisation,,,,,,,,
checkpoint,Address site at prestart and inform of no access to area under commissioning.,,,,,,,,
checkpoint,Place all relevent signage and barricading and have LV rescue kit on standby.,,,,,,,,
checkpoint,Visual check of DB serviced areas,,,,,,,,
checkpoint,Dead Testing,,,,,,,,
checkpoint,Live Testing,,,,,,,,
checkpoint,Report any issues to supervisor and generate plan to rectify (if any),,,,,,,,
checkpoint,Perform a 2 hour test on all exit and emergency lighting (allow time for initial charging of batteries),,,,,,,,
,,,,,,,,,
,,,,,,,,,
checklist ,Lighting Control Rough In,,,,,,ITP No.43 - Lighting Control Rough In,,
section,Details,,,,,,,,
checkpoint-no-status,Drawing Rev No.,,,,,,,,
checkpoint,"Area clear, tidy and accessible ",,,,,,,,
checkpoint,Plan lighting control route in conjunction with supervisor.,,,,,,,,
checkpoint,Rough in lighting control cable to all sensors and switches.,,,,,,,,
checkpoint,"All lighting control must be roughed in point to point, daisy chain style (no star points, two cables at each point only).",,,,,,,,
checkpoint,"Lighting control route must be drawn clearly and precisely on dedicated plan, if there is a change or revision, a new plan must be created and superseded written on old plan.",,,,,,,,
checkpoint,"Upload lighting control plan to Conqa, use this spot as a place to upload any and all plan/revision of this drawing.",,,,,,,,
checkpoint,Rough in of all booster cables applicable to the lighting control system (1.5mm2 twin active),,,,,,,,
checkpoint,Ensure all cables are clearly labled and are to the appropriate length.,,,,,,,,
checkpoint,Ensure area is left clean,,,,,,,,
,,,,,,,,,
,,,,,,,,,
checklist,Lighting Control Fit off,,,,,,ITR No.44 - Lighting Control Fit off,,
section,Details,,,,,,,,
checkpoint-no-status,Drawing Rev No.,,,,,,,,
checkpoint,"Area clear, tidy and accessible ",,,,,,,,
checkpoint,Dediacte one person to be in charge of lighting control fitoff.,,,,,,,,
checkpoint,Always use the correct tools to fitoff the lighting control equiptment,,,,,,,,
checkpoint,Fitoff all sensors,,,,,,,,
checkpoint,Fit off all untumbra switches,,,,,,,,
checkpoint,Stick barcode of sensor/switch onto the designated plan in the location of the sensor/switch,,,,,,,,
checkpoint,Make sure all installed items are clean and undamaged.,,,,,,,,
,,,,,,,,,
,,,,,,,,,
checklist,Lighting Control Commissioning,,,,,,ITR No.45 - Lighting Control Commissioning,,
section,Details,,,,,,,,
checkpoint-no-status,Drawing Rev No.,,,,,,,,
section,Before lighting control programmer,,,,,,,,
checkpoint,"Area clear, tidy and accessible ",,,,,,,,
checkpoint,Complete testing and commissioning of general light and power.,,,,,,,,
checkpoint,"Once lighting commissioning is complete, assess all sensors light up red upon registering movement.",,,,,,,,
checkpoint,Ensure all switches are illuminated.,,,,,,,,
checkpoint,"Put Dali universe in flash mode, all lights on that universe should be flashing.",,,,,,,,
checkpoint,Address any issues,,,,,,,,
section,With lighting control programmer,,,,,,,,
checkpoint,Explain which fittings are to be programmed and what they should be programmed to do,,,,,,,,
checkpoint,"Walk around with programmer, show him the DB feeding the lighting and control modules.",,,,,,,,
checkpoint,Be on standby for any rectification works needed brought up by the programmer.,,,,,,,,
checkpoint,Visually see all working as intended before he leaves site.,,,,,,,,
,,,,,,,,,
,,,,,,,,,
