"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"fbc22b7b-de82-4419-90c7-554330c167c4","","work-in-progress","","folder","TRUE","FALSE","Inground Conduit Installation"
"4cc77458-cb4a-4848-b5d8-9204eeed308a","","work-in-progress","","folder","TRUE","FALSE","Inground Conduit Installation","Level 00"
"b1f81d1b-ae4d-4290-a633-354f419ed26b","","no-status-not-started","","folder","TRUE","FALSE","Inground Conduit Installation","External Works (EW)","Level 00"
"ddb6d9c0-a289-413d-9997-36860189c952","","no-status-not-started","","folder","TRUE","FALSE","Inground Conduit Installation","External Works (EW)","Level 01"
"d55ddc1f-82b2-4193-9648-79609930e561","","no-status-not-started","","folder","TRUE","FALSE","Inground Conduit Installation","External Works (EW)","Level 02"
"9b37576c-37c9-45ce-b744-46da766eace3","","no-status-not-started","","folder","TRUE","FALSE","Inground Conduit Installation","External Works (EW)","Level 03"
"1c65aa8e-4196-4b0c-bace-d8c1a5b749ac","","no-status-not-started","","folder","TRUE","FALSE","Inground Conduit Installation","External Works (EW)","Level 04"
"3cfba954-9822-4b8d-afbf-b2e09da25840","","no-status-not-started","","folder","TRUE","FALSE","Inground Conduit Installation","External Works (EW)","Level 05"
"1697da35-e590-49d0-92d0-eeac2b65a109","","no-status-not-started","","folder","TRUE","FALSE","Inground Conduit Installation","External Works (EW)","Level 06"
"02f3fcf8-03c5-4886-ad2d-00d7145c4a0b","","no-status-not-started","","folder","TRUE","FALSE","Inground Conduit Installation","External Works (EW)","Roof"
"3af96236-2462-4a0f-9362-8cdc1750c3d3","","no-status-not-started","","folder","TRUE","FALSE","Inground Conduit Installation","Acute Services Building & Ambulatory Care Building (ASB & ACB)"
"f07482b4-f063-4204-9155-33ddfd1c8fe7","","no-status-not-started","","folder","TRUE","FALSE","Inground Conduit Installation","Acute Services Building & Ambulatory Care Building (ASB & ACB)","Level 00"
"a692c23a-ca2c-4fa1-8cd0-0da471210991","","no-status-not-started","","folder","TRUE","FALSE","Inground Conduit Installation","Acute Services Building & Ambulatory Care Building (ASB & ACB)","Level 01"
"de3f3f0a-96d1-4829-a98c-f1fb1f0c0378","","no-status-not-started","","folder","TRUE","FALSE","Inground Conduit Installation","Acute Services Building & Ambulatory Care Building (ASB & ACB)","Level 02"
"1cc68803-aa50-4460-9873-bc278a16095d","","no-status-not-started","","folder","TRUE","FALSE","Inground Conduit Installation","Acute Services Building & Ambulatory Care Building (ASB & ACB)","Level 03"
"e5100958-6955-474c-ab6d-2a866e74d78b","","no-status-not-started","","folder","TRUE","FALSE","Inground Conduit Installation","Acute Services Building & Ambulatory Care Building (ASB & ACB)","Level 04"
"d9f91773-3dc4-4d64-ab5b-f5e615ccaa01","","no-status-not-started","","folder","TRUE","FALSE","Inground Conduit Installation","Acute Services Building & Ambulatory Care Building (ASB & ACB)","Level 05"
"f2140dc7-7b43-48e3-89b2-6aa450ab1577","","no-status-not-started","","folder","TRUE","FALSE","Inground Conduit Installation","Acute Services Building & Ambulatory Care Building (ASB & ACB)","Level 06"
"5309a6f3-ef56-4852-a567-f6124fc66384","","no-status-not-started","","folder","TRUE","FALSE","Inground Conduit Installation","Acute Services Building & Ambulatory Care Building (ASB & ACB)","Roof"
"8a7b6a74-cd9b-49c4-8ed5-1cca4e1f1af4","","no-status-not-started","","folder","TRUE","FALSE","Inground Conduit Installation","Mental Health Building (MHB)"
"054a9de1-3366-488f-8bf3-4a6d0b3da899","","no-status-not-started","","folder","TRUE","FALSE","Inground Conduit Installation","Mental Health Building (MHB)","Level 00"
"5e8e652a-01e9-4d7c-9f88-a22378c29944","","no-status-not-started","","folder","TRUE","FALSE","Inground Conduit Installation","Mental Health Building (MHB)","Level 01"
"d4fb1230-f0e0-451c-af57-29849a9a8962","","no-status-not-started","","folder","TRUE","FALSE","Inground Conduit Installation","Mental Health Building (MHB)","Level 02"
"dd6f43a9-17f5-4a96-a4c1-e5b99b4efa4d","","no-status-not-started","","folder","TRUE","FALSE","Inground Conduit Installation","Mental Health Building (MHB)","Level 04"
"124bf5e0-2299-46c5-880a-9c510cf54470","","no-status-not-started","","folder","TRUE","FALSE","Inground Conduit Installation","Mental Health Building (MHB)","Level 03"
"c76c0693-fc4f-4029-9a41-65b310d314bc","","no-status-not-started","","folder","TRUE","FALSE","Inground Conduit Installation","Mental Health Building (MHB)","Level 05"
"1f1dcc00-86c7-4049-be56-d12692fbbcd6","","no-status-not-started","","folder","TRUE","FALSE","Inground Conduit Installation","Mental Health Building (MHB)","Level 06"
"3a13a744-de99-419c-8d64-03cea886e701","","no-status-not-started","","folder","TRUE","FALSE","Inground Conduit Installation","Mental Health Building (MHB)","Roof"
"a58d95e1-3cb0-4ec3-9b2b-02698e0f3b04","","no-status-not-started","","folder","TRUE","FALSE","Inground Conduit Installation","Multi-Storey Carpark (CP)"
"5e05a16f-0a90-405d-bcca-5270276ad289","","no-status-not-started","","folder","TRUE","FALSE","Inground Conduit Installation","Multi-Storey Carpark (CP)","Level 00"
"76d3d7e9-0b22-4e80-96ce-991212921f50","","no-status-not-started","","folder","TRUE","FALSE","Inground Conduit Installation","Multi-Storey Carpark (CP)","Level 01"
"584b2ef7-5fad-495a-be65-7237c6852041","","no-status-not-started","","folder","TRUE","FALSE","Inground Conduit Installation","Multi-Storey Carpark (CP)","Level 02"
"a625fc2e-604b-44b1-b7e5-eff9f7d1b1cf","","no-status-not-started","","folder","TRUE","FALSE","Inground Conduit Installation","Multi-Storey Carpark (CP)","Level 03"
"c7c0e5de-74d4-48af-98f8-47f8cf2e1148","","no-status-not-started","","folder","TRUE","FALSE","Inground Conduit Installation","Multi-Storey Carpark (CP)","Level 04"
"3bdb46b0-c65f-4d1e-8076-99021df9e829","","no-status-not-started","","folder","TRUE","FALSE","Inground Conduit Installation","Multi-Storey Carpark (CP)","Level 05"
"d709094c-7e1e-4808-a0b0-5888e86ed947","","no-status-not-started","","folder","TRUE","FALSE","Inground Conduit Installation","Multi-Storey Carpark (CP)","Level 06"
"8948574c-95c0-40d4-95cd-d73fed3ebb97","","no-status-not-started","","folder","TRUE","FALSE","Inground Conduit Installation","Multi-Storey Carpark (CP)","Roof"
"54304ffa-9f14-4b8c-bc91-dacead9de86c","","work-in-progress","","folder","TRUE","FALSE","In Slab Conduits"
"7c1a8082-4797-4779-b899-142d7cac8cc4","","not-started","","folder","TRUE","FALSE","In Slab Conduits","External Works (EW)"
"53ee4e98-fe27-4cda-bf50-c0b03f7906a0","","not-started","","folder","TRUE","FALSE","In Slab Conduits","External Works (EW)","Level 00"
"cd24c9d5-da56-4e23-a401-41a82f05aa4b","","not-started","ITC - (XXX) - Suspended Slab Pours","checklist","FALSE","FALSE","In Slab Conduits","External Works (EW)","Level 00","pour 1"
"ec48d441-af68-450d-b509-56e35d5fba0c","","work-in-progress","","folder","TRUE","FALSE","In Slab Conduits","Acute Services Building & Ambulatory Care Building (ASB & ACB)"
"96a127d9-4c11-4a2d-b577-55789ffad9cc","","work-in-progress","","folder","TRUE","FALSE","In Slab Conduits","Acute Services Building & Ambulatory Care Building (ASB & ACB)","Level 00"
"88f1286b-3e50-4cd0-bafa-a4530e06bfac","","pass","ITC - (005) - Slab Core","checklist","FALSE","FALSE","In Slab Conduits","Acute Services Building & Ambulatory Care Building (ASB & ACB)","Level 00","pour 1"
"325a1ea9-b105-48b8-97c8-e6c24566887a","","pass","ITC - (005) - Slab Core","checklist","FALSE","FALSE","In Slab Conduits","Acute Services Building & Ambulatory Care Building (ASB & ACB)","Level 00","Pour #2"
"d5f33957-58a8-4c3f-92d2-196e925286b1","","not-started","ITC - (005) - Slab Core","checklist","FALSE","FALSE","In Slab Conduits","Acute Services Building & Ambulatory Care Building (ASB & ACB)","Level 00","Pour 3"
"8c42fded-9b69-4521-bf3c-124f08434391","","not-started","ITC - (005) - Slab Core","checklist","FALSE","FALSE","In Slab Conduits","Acute Services Building & Ambulatory Care Building (ASB & ACB)","Level 00","Pour 4"
"e958668f-f28f-480d-aaa8-3adc07cfea3a","","not-started","ITC - (005) - Slab Core","checklist","FALSE","FALSE","In Slab Conduits","Acute Services Building & Ambulatory Care Building (ASB & ACB)","Level 00","Pour 5"
"be1554be-ba31-402f-8334-f7f3e3d85eb2","","not-started","ITC - (005) - Slab Core","checklist","FALSE","FALSE","In Slab Conduits","Acute Services Building & Ambulatory Care Building (ASB & ACB)","Level 00","Pour 6"
"36a8c5c3-81dc-491b-af15-63fc1ad1c2f2","","not-started","ITC - (005) - Slab Core","checklist","FALSE","FALSE","In Slab Conduits","Acute Services Building & Ambulatory Care Building (ASB & ACB)","Level 00","Pour 7"
"13681e53-bcc9-495f-959e-23a13734a638","","not-started","ITC - (005) - Slab Core","checklist","FALSE","FALSE","In Slab Conduits","Acute Services Building & Ambulatory Care Building (ASB & ACB)","Level 00","Pour 8"
"f6619186-f714-44a5-a896-331ace056dba","","not-started","ITC - (005) - Slab Core","checklist","FALSE","FALSE","In Slab Conduits","Acute Services Building & Ambulatory Care Building (ASB & ACB)","Level 00","Pour 9"
"547d4f68-a66e-4192-8ff1-42657ca3db8c","","not-started","ITC - (005) - Slab Core","checklist","FALSE","FALSE","In Slab Conduits","Acute Services Building & Ambulatory Care Building (ASB & ACB)","Level 00","Pour 10"
"bc3ac1b2-eaf2-47f2-bfd3-3d96315cc880","","not-started","ITC - (005) - Slab Core","checklist","FALSE","FALSE","In Slab Conduits","Acute Services Building & Ambulatory Care Building (ASB & ACB)","Level 00","Pour 11"
"c1843dca-a322-4b56-9c91-b202b4bd7ccf","","not-started","ITC - (005) - Slab Core","checklist","FALSE","FALSE","In Slab Conduits","Acute Services Building & Ambulatory Care Building (ASB & ACB)","Level 00","Pour 12"
"014f8dc5-7fde-4bd2-9447-ca066e9a2c2f","","not-started","ITC - (005) - Slab Core","checklist","FALSE","FALSE","In Slab Conduits","Acute Services Building & Ambulatory Care Building (ASB & ACB)","Level 00","Pour 13"
"84e59727-c3c8-4ae1-bebb-179949d2429f","","not-started","ITC - (005) - Slab Core","checklist","FALSE","FALSE","In Slab Conduits","Acute Services Building & Ambulatory Care Building (ASB & ACB)","Level 00","Pour 14"
"134ff7cf-1577-4d12-bb06-0fe5f4cdc5c1","","no-status-not-started","","folder","TRUE","FALSE","In Slab Conduits","Acute Services Building & Ambulatory Care Building (ASB & ACB)","Level 01"
"a6fac5d2-41ea-4c3f-a1f4-ec32c72be074","","no-status-not-started","","folder","TRUE","FALSE","In Slab Conduits","Acute Services Building & Ambulatory Care Building (ASB & ACB)","Level 02"
"cf33d61e-fb4b-463c-9302-0f97919e3445","","no-status-not-started","","folder","TRUE","FALSE","In Slab Conduits","Acute Services Building & Ambulatory Care Building (ASB & ACB)","Level 03"
"5c37f243-b963-41ae-b8c6-d175eaf4cd84","","no-status-not-started","","folder","TRUE","FALSE","In Slab Conduits","Acute Services Building & Ambulatory Care Building (ASB & ACB)","Level 04"
"103f0abf-4a0b-4887-a566-3b94e8ed2dd0","","no-status-not-started","","folder","TRUE","FALSE","In Slab Conduits","Acute Services Building & Ambulatory Care Building (ASB & ACB)","Level 05"
"b70377f5-fc7f-43c3-b12e-2097d122346d","","no-status-not-started","","folder","TRUE","FALSE","In Slab Conduits","Acute Services Building & Ambulatory Care Building (ASB & ACB)","Level 06"
"0651390d-d36c-4221-807a-a1d0f369fbca","","no-status-not-started","","folder","TRUE","FALSE","In Slab Conduits","Mental Health Building (MHB)"
"1e70990e-1ee2-4299-97fb-a7aa0bd655c0","","no-status-not-started","","folder","TRUE","FALSE","In Slab Conduits","Mental Health Building (MHB)","Level 00"
"9bf95272-3531-48fc-94fc-504b76cbde1f","","no-status-not-started","","folder","TRUE","FALSE","In Slab Conduits","Mental Health Building (MHB)","Level 01"
"5d445ee4-7a5f-410d-86cb-3bf6f895e80f","","no-status-not-started","","folder","TRUE","FALSE","In Slab Conduits","Mental Health Building (MHB)","Level 02"
"3672d2d9-dd99-4263-9245-90970921abf9","","no-status-not-started","","folder","TRUE","FALSE","In Slab Conduits","Multi-Storey Carpark (CP)"
"a025b243-82e4-4f32-9180-63aeb11f485d","","no-status-not-started","","folder","TRUE","FALSE","In Slab Conduits","Multi-Storey Carpark (CP)","Level 00"
"dbeb9f43-7210-4a30-8369-3551f587e1f4","","no-status-not-started","","folder","TRUE","FALSE","In Slab Conduits","Multi-Storey Carpark (CP)","Level 01"
"69356265-e99c-47e7-bbe5-4ceb6111f328","","no-status-not-started","","folder","TRUE","FALSE","In Slab Conduits","Multi-Storey Carpark (CP)","Level 02"
"d4ec979c-41f1-4457-87d6-8887ffa211a8","","no-status-not-started","","folder","TRUE","FALSE","In Slab Conduits","Multi-Storey Carpark (CP)","Level 04"
"9a2b8d74-d464-4354-83de-b1dee477a371","","no-status-not-started","","folder","TRUE","FALSE","In Slab Conduits","Multi-Storey Carpark (CP)","Level 03"
"063151e8-b7da-4cbb-8261-a31b099f6ce8","","no-status-not-started","","folder","TRUE","FALSE","In Slab Conduits","Multi-Storey Carpark (CP)","Level 05"
"c32025a2-924c-42fd-b653-e373b8366c82","","no-status-not-started","","folder","TRUE","FALSE","In Slab Conduits","Multi-Storey Carpark (CP)","Roof"
"1b301238-36be-45a2-aba1-daf59902c6d4","","no-status-not-started","","folder","TRUE","FALSE","Cable Trays"
"288b00a3-d006-4938-ad02-55c4fcf6da50","","no-status-not-started","","folder","TRUE","FALSE","Cable Trays","External Works (EW)"
"34254c23-4538-4dea-af00-98475f9e2717","","no-status-not-started","","folder","TRUE","FALSE","Cable Trays","External Works (EW)","Level 00"
"6ac543b2-2c8a-407e-b2d5-3cf0910f98b5","","no-status-not-started","","folder","TRUE","FALSE","Cable Trays","Acute Services Building & Ambulatory Care Building (ASB & ACB)"
"2b430184-4ac1-4782-b803-9b8c6377dfd3","","no-status-not-started","","folder","TRUE","FALSE","Cable Trays","Acute Services Building & Ambulatory Care Building (ASB & ACB)","Level 00"
"f102b5a4-b3a6-4871-8ebc-b93b74a066a8","","no-status-not-started","","folder","TRUE","FALSE","Cable Trays","Acute Services Building & Ambulatory Care Building (ASB & ACB)","Level 01"
"39bde603-3998-4767-9862-52a66d90c309","","no-status-not-started","","folder","TRUE","FALSE","Cable Trays","Acute Services Building & Ambulatory Care Building (ASB & ACB)","Level 02"
"0bb1266f-c869-4f97-8fb7-5d1aa1abd543","","no-status-not-started","","folder","TRUE","FALSE","Cable Trays","Acute Services Building & Ambulatory Care Building (ASB & ACB)","Level 03"
"d713520a-24eb-4075-8ddd-e3c01063a5c0","","no-status-not-started","","folder","TRUE","FALSE","Cable Trays","Acute Services Building & Ambulatory Care Building (ASB & ACB)","Level 04"
"63b6132f-4621-4247-a236-a2b299b13e4e","","no-status-not-started","","folder","TRUE","FALSE","Cable Trays","Acute Services Building & Ambulatory Care Building (ASB & ACB)","Level 05"
"c89baa4f-f029-4e1d-bb95-323d0996aaca","","no-status-not-started","","folder","TRUE","FALSE","Cable Trays","Acute Services Building & Ambulatory Care Building (ASB & ACB)","Level 06"
"02953c49-0888-478a-9e3c-41e4320e465a","","no-status-not-started","","folder","TRUE","FALSE","Cable Trays","Mental Health Building (MHB)"
"c9cebcd6-65f1-4fbe-8c3b-71208af9f59d","","no-status-not-started","","folder","TRUE","FALSE","Cable Trays","Mental Health Building (MHB)","Level 00"
"bfa599be-4968-4153-9443-50bb0edead94","","no-status-not-started","","folder","TRUE","FALSE","Cable Trays","Mental Health Building (MHB)","Level 01"
"d31ce25f-ec13-4f7b-baa1-d431a1b49747","","no-status-not-started","","folder","TRUE","FALSE","Cable Trays","Mental Health Building (MHB)","Level 02"
"680e4e7d-1023-4b32-9933-f7bbaf2fc19f","","no-status-not-started","","folder","TRUE","FALSE","Cable Trays","Multi-Storey Carpark (CP)"
"5971c826-c6da-45b3-a7df-cc54efe5e612","","no-status-not-started","","folder","TRUE","FALSE","Cable Trays","Multi-Storey Carpark (CP)","Level 00"
"4e91b6c8-6aac-4df9-b5e9-465a31cf3f57","","no-status-not-started","","folder","TRUE","FALSE","Cable Trays","Multi-Storey Carpark (CP)","Level 01"
"a7ce5ddb-cfee-4f8b-b799-000f477d4506","","no-status-not-started","","folder","TRUE","FALSE","Cable Trays","Multi-Storey Carpark (CP)","Level 02"
"cbbcacf9-9f75-4958-88fc-24318dcb56c7","","no-status-not-started","","folder","TRUE","FALSE","Cable Trays","Multi-Storey Carpark (CP)","Level 03"
"23ffeadc-936e-48db-a539-a7f9dbfa8538","","no-status-not-started","","folder","TRUE","FALSE","Cable Trays","Multi-Storey Carpark (CP)","Level 04"
"dead2923-3b48-4d96-871e-5587664f1aa3","","no-status-not-started","","folder","TRUE","FALSE","Cable Trays","Multi-Storey Carpark (CP)","Level 05"
"c9988bae-c788-48f8-af5b-d6e72183b67c","","no-status-not-started","","folder","TRUE","FALSE","Cable Trays","Multi-Storey Carpark (CP)","Roof"
"b6064ffa-de98-4687-952b-e3bd18bea658","","no-status-not-started","","folder","TRUE","FALSE","Emergency Lighting"
"b3d62b0e-1317-4f89-9d24-80df976f6ea9","","no-status-not-started","","folder","TRUE","FALSE","Emergency Lighting","External Works (EW)"
"cd08234c-3c84-4fa3-8a49-4051ae5bf4b4","","no-status-not-started","","folder","TRUE","FALSE","Emergency Lighting","External Works (EW)","Level 00"
"89f7bef2-4e77-4840-8c65-aefbc78cf999","","no-status-not-started","","folder","TRUE","FALSE","Emergency Lighting","Acute Services Building & Ambulatory Care Building (ASB & ACB)"
"d6d21b88-2620-4db2-a184-40e36f19e098","","no-status-not-started","","folder","TRUE","FALSE","Emergency Lighting","Acute Services Building & Ambulatory Care Building (ASB & ACB)","Level 00"
"9613cf7b-323c-4466-94a4-0002bdcfbd8e","","no-status-not-started","","folder","TRUE","FALSE","Emergency Lighting","Acute Services Building & Ambulatory Care Building (ASB & ACB)","Level 01"
"13eeb6d5-2701-4a76-89c0-b3893a199a42","","no-status-not-started","","folder","TRUE","FALSE","Emergency Lighting","Acute Services Building & Ambulatory Care Building (ASB & ACB)","Level 02"
"680f6e49-9b87-4643-948e-6ff555a2de3f","","no-status-not-started","","folder","TRUE","FALSE","Emergency Lighting","Acute Services Building & Ambulatory Care Building (ASB & ACB)","Level 03"
"70f24a14-389d-40ab-80ee-803361e40527","","no-status-not-started","","folder","TRUE","FALSE","Emergency Lighting","Acute Services Building & Ambulatory Care Building (ASB & ACB)","Level 04"
"4695c324-8a75-41d9-aba5-481e45c5e003","","no-status-not-started","","folder","TRUE","FALSE","Emergency Lighting","Acute Services Building & Ambulatory Care Building (ASB & ACB)","Level 05"
"952ce2f8-e859-4889-a5d8-5782139446b4","","no-status-not-started","","folder","TRUE","FALSE","Emergency Lighting","Acute Services Building & Ambulatory Care Building (ASB & ACB)","Level 06"
"37a291ab-e0ba-45d3-8258-db1e0c7ecbfe","","no-status-not-started","","folder","TRUE","FALSE","Emergency Lighting","Mental Health Building (MHB)"
"fc7754a0-4494-4574-85dc-5e345a1b3ab6","","no-status-not-started","","folder","TRUE","FALSE","Emergency Lighting","Mental Health Building (MHB)","Level 00"
"8d61a640-26f6-4a4e-a7b2-457ab4bfeec7","","no-status-not-started","","folder","TRUE","FALSE","Emergency Lighting","Mental Health Building (MHB)","Level 01"
"1e5089b3-c47a-43ad-9ce6-a42d99f0ae37","","no-status-not-started","","folder","TRUE","FALSE","Emergency Lighting","Mental Health Building (MHB)","Level 02"
"a23f3f11-6574-40f5-a480-a60fff221693","","no-status-not-started","","folder","TRUE","FALSE","Emergency Lighting","Multi-Storey Carpark (CP)"
"31b7aa9d-3c30-4398-9919-d02521c06236","","no-status-not-started","","folder","TRUE","FALSE","Emergency Lighting","Multi-Storey Carpark (CP)","Level 00"
"0a76906e-153f-430e-ab7d-35ea8876b8b3","","no-status-not-started","","folder","TRUE","FALSE","Emergency Lighting","Multi-Storey Carpark (CP)","Level 01"
"0b432712-f9d7-4381-af37-18562857ff2b","","no-status-not-started","","folder","TRUE","FALSE","Emergency Lighting","Multi-Storey Carpark (CP)","Level 02"
"ddef152a-a150-40e0-94d1-b7e48866fb24","","no-status-not-started","","folder","TRUE","FALSE","Emergency Lighting","Multi-Storey Carpark (CP)","Level 03"
"beebd155-c745-4b26-a55e-cacf78afba11","","no-status-not-started","","folder","TRUE","FALSE","Emergency Lighting","Multi-Storey Carpark (CP)","Level 04"
"c1d0c6f4-8eaf-45cc-9801-689ab7b49f87","","no-status-not-started","","folder","TRUE","FALSE","Emergency Lighting","Multi-Storey Carpark (CP)","Level 05"
"a6eb9dcd-96bb-4df9-9bd2-3165082a68b8","","no-status-not-started","","folder","TRUE","FALSE","Emergency Lighting","Multi-Storey Carpark (CP)","Roof"
"98b61ccb-48f5-4e2b-b8d3-af3da2c9ebc3","","no-status-not-started","","folder","TRUE","FALSE","Lighting control"
"02e159bd-7fbd-4f2c-8fec-d0fbb5fb6902","","no-status-not-started","","folder","TRUE","FALSE","Lighting control","External Works (EW)"
"7f7c45a8-22c1-4fb3-bb19-1011ef68b28c","","no-status-not-started","","folder","TRUE","FALSE","Lighting control","External Works (EW)","Level 00"
"6c48999d-88b9-41c7-ab2c-a686a0cd6ae7","","no-status-not-started","","folder","TRUE","FALSE","Lighting control","Acute Services Building & Ambulatory Care Building (ASB & ACB)"
"0928b7be-11d4-4fee-91a0-9ce7feb50b70","","no-status-not-started","","folder","TRUE","FALSE","Lighting control","Acute Services Building & Ambulatory Care Building (ASB & ACB)","Level 00"
"e2bd1084-ee5c-485e-bab9-9d6545b6796b","","no-status-not-started","","folder","TRUE","FALSE","Lighting control","Acute Services Building & Ambulatory Care Building (ASB & ACB)","Level 01"
"b587d10a-e35d-445f-93bc-edefa0980891","","no-status-not-started","","folder","TRUE","FALSE","Lighting control","Acute Services Building & Ambulatory Care Building (ASB & ACB)","Level 02"
