"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"b7fb5dcb-864d-4df6-97e3-0c36e86f272d","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA"
"bba66228-5cbf-4ed0-a025-fd7efd218ffd","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Level 1"
"891fcc24-1c60-4bdc-8e4a-1d7735c0c195","","checklist-sectioned","work-in-progress","External Elements Installation Checklist","checklist","FALSE","FALSE","Site QA","Level 1","External"
"44fe3c77-7bbf-5177-9727-c154ba557a49","","checkpoint-group","work-in-progress","","","FALSE","FALSE","Site QA","Level 1","External","Westside"
"d46799dc-935e-5298-9d99-67a4f9d25011","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1606","W21-A","Installation of sub-head and caulked"
"92e76d2d-8374-5307-80f8-b292247c1559","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1606","W21-A","Install frames including trims to doors"
"35f3f90d-dcf9-5864-9df2-9631f48cd4b1","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1606","W21-A","Install windows and trimming"
"050189b1-91d6-5455-91b6-57649fc7c511","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1606","W21-A","Install door panels"
"acb32753-1bb8-54b8-ac40-033d4dea5857","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1606","W21-A","Installation of all hardware"
"50e9cdae-9f98-5df3-9124-f34d48e616bb","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1606","W21-A","Ensure all external and internal angles are sealed"
"2a0f1d3c-90e0-52f4-b621-012c690db26a","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1606","W21-A","Handover"
"37d20fbf-1b36-491c-94dc-7be0377ffe91","","checklist-flat","not-started","Windows/Doors Installation Checklist","checklist-flat","FALSE","FALSE","Site QA","Level 16","1606","W14"
"6511bc64-de57-50ba-89e0-61e3590e6a96","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1606","W14","Waterproofing angle completed"
"ff374aca-bfc7-5b3d-b741-3a609aedfabc","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1606","W14","(Attach photo)"
"cfaa4f26-6f2d-5aa7-870a-c1bb28bc41ab","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1606","W14","Installation of sub-sill and caulked"
"a987fcd7-1eae-535e-a512-ca4044e01172","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1606","W14","(Attach photo)"
"767bb19f-d66b-5673-8cfe-3ebb9f18f35e","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1606","W14","Water test sub-sill"
"642a271b-b0a9-5f8f-871e-2e50bbccf18a","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1606","W14","(Attach photo)"
"b03432c0-57c7-5d21-ae3c-c847d26a7429","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1606","W14","Installation of sub-head and caulked"
"07ab21a7-9def-5bf0-be34-43567b82f4f1","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1606","W14","Install frames including trims to doors"
"6fb0baf8-b735-5211-b6d9-ebd3050d14c3","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1606","W14","Install windows and trimming"
"524e0c55-2c63-5fe4-ad16-f1fbee2fbd12","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1606","W14","Install door panels"
"15e5b495-f278-5280-8cdd-2c2de5b7eefb","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1606","W14","Installation of all hardware"
"d7782549-eea4-547f-aec9-af8c05c46963","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1606","W14","Ensure all external and internal angles are sealed"
"19a41c7a-81a3-5b94-a458-83fa9d1d16bc","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1606","W14","Handover"
"8ec482fe-5ab7-4046-9e21-7abd32f20604","","checklist-flat","not-started","Windows/Doors Installation Checklist","checklist-flat","FALSE","FALSE","Site QA","Level 16","1606","W04"
"f20dfd4e-4f3b-53ed-8ad0-dce87da4700e","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1606","W04","Waterproofing angle completed"
"8034f5e8-f406-56a4-9a75-9b25cc9eb553","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1606","W04","(Attach photo)"
"4f989f04-9d9b-59bf-9acf-1e6ab7888776","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1606","W04","Installation of sub-sill and caulked"
"91b5347f-4057-5dc6-8ead-ebaf4458f8c9","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1606","W04","(Attach photo)"
"f5405ee6-11c4-5cbe-9a76-8e58e26b6c78","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1606","W04","Water test sub-sill"
"30eeac33-ea30-5e64-9aa6-fae7c7c9fa0a","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1606","W04","(Attach photo)"
"1a88e237-d272-5abc-b651-0555969d7c7e","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1606","W04","Installation of sub-head and caulked"
"c69865de-cc97-56b3-904a-fb1d5e409333","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1606","W04","Install frames including trims to doors"
"ef455f76-2119-5e09-98b5-ba2bb0a4b973","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1606","W04","Install windows and trimming"
"6d772fe3-a012-5f75-823c-e79f6e7b53a7","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1606","W04","Install door panels"
"39a19abf-c292-5885-ab6a-d498931177ae","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1606","W04","Installation of all hardware"
"7510ed9c-112d-51b3-91d4-6480059d502e","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1606","W04","Ensure all external and internal angles are sealed"
"2a40b0a8-9282-5d39-953e-aeace09318fc","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1606","W04","Handover"
"b17518ec-e5c0-4620-a442-5047075219bd","","checklist-flat","not-started","Windows/Doors Installation Checklist","checklist-flat","FALSE","FALSE","Site QA","Level 16","1606","WP"
"1c871b05-fdda-548e-814d-8ffead889dc0","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1606","WP","Waterproofing angle completed"
"b7954966-f99f-5d32-a83d-12e51623f113","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1606","WP","(Attach photo)"
"451afb49-32a9-5d4b-89b6-cac53d5e61f4","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1606","WP","Installation of sub-sill and caulked"
"95067948-9393-5052-a26e-ce86e121808c","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1606","WP","(Attach photo)"
"c8a55565-b23b-556d-94bd-16d8d1b1f8e7","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1606","WP","Water test sub-sill"
"801b8774-0636-5ac8-bc18-054976bee97b","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1606","WP","(Attach photo)"
"0c991343-2ce0-5ef9-b444-4067e858a3c9","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1606","WP","Installation of sub-head and caulked"
"7d9b1e15-af0a-569e-a0cd-5bb55e2395fa","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1606","WP","Install frames including trims to doors"
"04d79946-7d3f-595f-b114-7162d1cd3535","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1606","WP","Install windows and trimming"
"9ea45d97-df20-55a6-876d-683ba4ac80e2","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1606","WP","Install door panels"
"b90ee03a-d5e5-5c25-9712-a1cac0b28944","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1606","WP","Installation of all hardware"
"a3defe66-b47c-5d01-8573-e402a05f25a5","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1606","WP","Ensure all external and internal angles are sealed"
"ad955302-1e80-5c0c-8d3e-d83f4f60dcdd","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1606","WP","Handover"
"5b90e3bb-e55d-4db0-bf5f-4d349845a89d","","checklist-flat","not-started","Windows/Doors Installation Checklist","checklist-flat","FALSE","FALSE","Site QA","Level 16","1606","W01"
"acd867f9-f1e7-5d51-a7fa-b17e0567a038","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1606","W01","Waterproofing angle completed"
"7d52c889-6204-551e-be67-2498861b7eaa","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1606","W01","(Attach photo)"
"a048e219-9b4e-5135-a216-d1731be675fd","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1606","W01","Installation of sub-sill and caulked"
"b96d02f2-e728-5747-9119-cfb087eb807c","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1606","W01","(Attach photo)"
"87a3c263-f4bc-5646-8510-37a10767fff6","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1606","W01","Water test sub-sill"
"8da06c54-4770-5de6-b434-51d5306d21be","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1606","W01","(Attach photo)"
"3f63e9bd-36cf-53cd-9872-393cf2b0ecdf","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1606","W01","Installation of sub-head and caulked"
"af2a0095-2a40-5966-a767-0e2efc44ff0c","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1606","W01","Install frames including trims to doors"
"794ad1ab-434b-5558-b183-8b3cea5d5d85","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1606","W01","Install windows and trimming"
"1f662b99-dcb3-51cd-86a3-97740fb035d8","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1606","W01","Install door panels"
"2dec2442-0205-53d9-9d0b-08ccf9264ba1","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1606","W01","Installation of all hardware"
"b870c8d5-a39d-5b45-90ac-3612199442cc","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1606","W01","Ensure all external and internal angles are sealed"
"e4815b37-da0b-5f52-acc2-116226a5423b","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1606","W01","Handover"
"b9fd0eed-bc26-4997-b35b-a6204348b82e","","checklist-flat","not-started","Windows/Doors Installation Checklist","checklist-flat","FALSE","FALSE","Site QA","Level 16","1606","W02-A"
"842552a8-46e8-57d0-9bc3-844d988c75b4","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1606","W02-A","Waterproofing angle completed"
"1c4594cb-6dcc-51a3-9fb5-7483271e45e5","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1606","W02-A","(Attach photo)"
"68ec773b-1d61-58e4-84aa-013f8a392212","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1606","W02-A","Installation of sub-sill and caulked"
"8f3eda42-f56c-5cf2-b372-bc3bf486c319","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1606","W02-A","(Attach photo)"
"9bd67dc1-564d-59db-abd8-6d57cdca1f0f","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1606","W02-A","Water test sub-sill"
"fe907836-4015-5bad-8b1e-e43cda6c5da6","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1606","W02-A","(Attach photo)"
"8f40fdd5-e238-514c-9a96-6f3354d4a866","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1606","W02-A","Installation of sub-head and caulked"
"fb9bb5d1-3a85-560a-acaf-92391ab6ecf1","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1606","W02-A","Install frames including trims to doors"
"dc83bd09-f240-5a98-9203-ecdac2056ec9","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1606","W02-A","Install windows and trimming"
"87c30102-8519-595b-bd2d-5e014ba11820","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1606","W02-A","Install door panels"
"00a41e0a-ba3d-57b0-934f-c64429f2ec84","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1606","W02-A","Installation of all hardware"
"15e0134b-ed7d-5da4-bfab-ee18c882fc4d","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1606","W02-A","Ensure all external and internal angles are sealed"
"8235ec44-881e-551e-a9b5-1e163f3d6903","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1606","W02-A","Handover"
"0ebc8610-c9e7-47e3-8bcd-4f4becee7bf5","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Level 16","1607"
"48376d52-2d0f-4724-9f65-cf28d81333bb","","checklist-flat","not-started","Windows/Doors Installation Checklist","checklist-flat","FALSE","FALSE","Site QA","Level 16","1607","W10"
"7a224d60-6380-5da3-a663-71872640872b","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1607","W10","Waterproofing angle completed"
"fbe0e5e5-3e7c-54c0-902f-dfa3bb8a96cf","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1607","W10","(Attach photo)"
"7b5d22c6-61d9-568a-bb00-ec354ee58834","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1607","W10","Installation of sub-sill and caulked"
"986f46c2-f954-51ad-b5d9-5a51a3265be0","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1607","W10","(Attach photo)"
"7b67cc29-2a3a-54a1-9892-00dfcb748afc","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1607","W10","Water test sub-sill"
"ed31ffb1-75d3-580a-9674-6bec959d33c8","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1607","W10","(Attach photo)"
"5e1ae151-b2ff-5381-acbb-134dfb5ea6d0","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1607","W10","Installation of sub-head and caulked"
"eb1ee217-ccdd-55cc-9101-880ce3bb51dd","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1607","W10","Install frames including trims to doors"
"a2c85990-b0c6-5d21-8213-a9bcc3b36a88","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1607","W10","Install windows and trimming"
"75b79a3e-92d8-57a2-b91d-577271558c2c","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1607","W10","Install door panels"
"d7d7c7e7-785f-5aee-a1f5-8a0b3d46f500","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1607","W10","Installation of all hardware"
"cac47b77-0b77-5bbb-8e81-6ba0b487c457","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1607","W10","Ensure all external and internal angles are sealed"
"0fa4663b-b801-5a63-9178-45993f621c71","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1607","W10","Handover"
"c886a822-213b-4cd7-9de6-a3886952160f","","checklist-flat","not-started","Windows/Doors Installation Checklist","checklist-flat","FALSE","FALSE","Site QA","Level 16","1607","W11"
"dae039f4-0d16-50b2-848d-39f15354688f","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1607","W11","Waterproofing angle completed"
"24b8470c-4f80-5533-943d-011303f55a90","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1607","W11","(Attach photo)"
"9e9b9d12-8d7c-5a13-a00a-f15938a328a5","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1607","W11","Installation of sub-sill and caulked"
"2f213da3-10cc-55b3-a866-6ff0c3ffaaae","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1607","W11","(Attach photo)"
"f10e2a73-7356-5e1c-bbf8-0531cf9a8a90","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1607","W11","Water test sub-sill"
"eafb4d62-dd7b-5736-8cb1-094576c00fba","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1607","W11","(Attach photo)"
"726b1168-0f08-5c45-a9ce-bd99351f79a5","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1607","W11","Installation of sub-head and caulked"
"632de020-cc2a-5b5d-b593-b45dbeaf0c29","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1607","W11","Install frames including trims to doors"
"d5dfaebd-c289-5475-a8a2-09ce7e99b7f6","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1607","W11","Install windows and trimming"
"15e670da-e33d-5b42-86ab-de709cda377a","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1607","W11","Install door panels"
"b6143845-72ac-58e2-808e-467864356a48","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1607","W11","Installation of all hardware"
"0bd93b62-faaf-5225-993a-000386bd6add","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1607","W11","Ensure all external and internal angles are sealed"
"ca532d5e-5cdd-5261-af3f-8858ee5bb5eb","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1607","W11","Handover"
"1b37c8e9-d843-4ec8-b63c-f778c3b42339","","checklist-flat","not-started","Windows/Doors Installation Checklist","checklist-flat","FALSE","FALSE","Site QA","Level 16","1607","W12-B"
"2afde0bb-efc0-50ad-96d1-78853d8d8e24","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1607","W12-B","Waterproofing angle completed"
"f452e419-7020-536c-a2a5-31b50a2a3ace","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1607","W12-B","(Attach photo)"
"c5cb608e-b8ff-5ee8-86f9-27ccaf390dae","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1607","W12-B","Installation of sub-sill and caulked"
"fda8f9d2-3698-51f5-b198-b18fd9ab7b14","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1607","W12-B","(Attach photo)"
"5652097d-bde0-52fb-b4c3-b9fad5a328d1","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1607","W12-B","Water test sub-sill"
"7e76017f-3182-59bd-bf15-3f8a5439793d","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1607","W12-B","(Attach photo)"
"aedd8195-c96e-5fab-b103-57031b647a6a","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1607","W12-B","Installation of sub-head and caulked"
"f5cb0f24-e99d-58e1-bed1-f61d6302ad03","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1607","W12-B","Install frames including trims to doors"
"d42710e3-c1a1-5a66-8d96-dec527d825f6","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1607","W12-B","Install windows and trimming"
"531273f4-a6f1-5b5e-9694-307f0678b2e0","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1607","W12-B","Install door panels"
"7818696f-267f-5464-942c-7d3ebb9ec0ae","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1607","W12-B","Installation of all hardware"
"56f0a737-b966-5c32-a58d-7857ca0a1367","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1607","W12-B","Ensure all external and internal angles are sealed"
"3152f419-e846-57cd-bf2f-34e801e19e9b","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1607","W12-B","Handover"
"188c4a26-d35b-4a68-9ec1-a7d06f64c280","","checklist-flat","not-started","Windows/Doors Installation Checklist","checklist-flat","FALSE","FALSE","Site QA","Level 16","1607","W14"
"034d10f2-91b8-5b5a-9e41-08d2dced0c2d","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1607","W14","Waterproofing angle completed"
"d2b8dc14-205f-58fe-beca-ae181c0bd85d","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1607","W14","(Attach photo)"
"6cf3fc69-cbb7-59bf-ba3d-d88c7dc241ad","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1607","W14","Installation of sub-sill and caulked"
"23720190-1a1b-5f0d-98c6-01c8ee3440c8","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1607","W14","(Attach photo)"
"90ff76a6-af05-54fc-9328-8ab6d2f7d622","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1607","W14","Water test sub-sill"
"044b655f-76db-57b0-a5e1-ee281b739064","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1607","W14","(Attach photo)"
"69035841-a6d5-5a63-9e96-7f63d5141609","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1607","W14","Installation of sub-head and caulked"
"2983ef39-89a8-5255-8b95-a967fa1b7dd2","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1607","W14","Install frames including trims to doors"
"8209485a-1583-50c2-8eff-ac7245f415b7","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1607","W14","Install windows and trimming"
"0614a17d-816d-53ca-8f92-e77c0f3ada0d","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1607","W14","Install door panels"
"4dfb6f12-497c-5d19-9824-1686860ae5c3","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1607","W14","Installation of all hardware"
"c0825fed-d775-52bf-951c-c121bb09afa0","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1607","W14","Ensure all external and internal angles are sealed"
"8ef9aceb-98ab-59dd-bbaf-b52476bdb279","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1607","W14","Handover"
"a01d6a23-a78c-4f17-8de9-9bd4e7436e06","","checklist-flat","not-started","Windows/Doors Installation Checklist","checklist-flat","FALSE","FALSE","Site QA","Level 16","1607","W02"
"1ef66c45-26a1-5b7d-9a27-bb7257d69d85","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1607","W02","Waterproofing angle completed"
"9f13e748-24f9-559e-8378-7e936c352456","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1607","W02","(Attach photo)"
"b0a902d9-b9d5-58c0-b591-c8e07a2a5d36","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1607","W02","Installation of sub-sill and caulked"
"00c26ac1-bfbe-5938-8d3b-0237ff56ce15","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1607","W02","(Attach photo)"
"1083ca52-0eb3-58d9-97f6-1624989ea300","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1607","W02","Water test sub-sill"
"831d0b66-149f-582e-902b-c97e91480545","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1607","W02","(Attach photo)"
"9f7beb4b-cb7f-5133-b6d5-819bd048db1c","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1607","W02","Installation of sub-head and caulked"
"1253ee3c-0745-5e1d-b147-feb112e17502","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1607","W02","Install frames including trims to doors"
"45b62fd6-1f09-572f-930b-2c72585845dd","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1607","W02","Install windows and trimming"
"207fb3dc-c16d-533c-9e13-cff7bd9957d5","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1607","W02","Install door panels"
"3ea57457-1423-59c9-bc2d-4f50592c2a27","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1607","W02","Installation of all hardware"
"185694f5-556e-5e3c-a209-8faee3890c91","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1607","W02","Ensure all external and internal angles are sealed"
"f17d078a-eea6-568f-9d8a-3dfdff8cf4b0","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1607","W02","Handover"
"a7efd39f-0407-4e2e-acfd-d9b1961d5016","","checklist-flat","not-started","Windows/Doors Installation Checklist","checklist-flat","FALSE","FALSE","Site QA","Level 16","1607","W14"
"14b5474d-c6c3-5f8b-8c87-718670597b00","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1607","W14","Waterproofing angle completed"
"f8a752d6-b712-5f38-9f35-e847d06d80b9","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1607","W14","(Attach photo)"
"81c00414-fbb7-5cde-a248-9cc29f698f37","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1607","W14","Installation of sub-sill and caulked"
"8ba8c69d-1dbd-5a25-acd0-ea5288b30d48","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1607","W14","(Attach photo)"
"cd5c325a-052a-57fb-ad88-892e7dd3794c","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1607","W14","Water test sub-sill"
"3c5ffe27-53e5-5637-b412-247cfe8a233e","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1607","W14","(Attach photo)"
"b1a120b9-1dc3-5d86-8d52-9ec6b9c124f1","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1607","W14","Installation of sub-head and caulked"
"df1bc9a9-1721-5b0a-82c8-6f2cf072bb11","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1607","W14","Install frames including trims to doors"
"c1054d48-01c7-5e37-9389-5d1a42b1b8df","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1607","W14","Install windows and trimming"
"9bf8eb80-2c04-5de3-9f77-b9d3a3542a84","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1607","W14","Install door panels"
"7f318023-6f91-5b36-80cc-c9ab74729f24","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1607","W14","Installation of all hardware"
"e38bca42-0ba2-586e-9ceb-5a53b68016f7","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1607","W14","Ensure all external and internal angles are sealed"
"a3c1f99d-398b-50c4-bc24-3dd796096490","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1607","W14","Handover"
"4c46388d-3619-4e09-92b9-280d6ab099c3","","checklist-flat","not-started","Windows/Doors Installation Checklist","checklist-flat","FALSE","FALSE","Site QA","Level 16","1607","W31"
"913c5ce3-0427-50b7-9080-cd25d4edd939","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1607","W31","Waterproofing angle completed"
"1c44d872-84e6-5911-9aa5-f4feb4feabba","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1607","W31","(Attach photo)"
"5b1a50c6-1c5c-503a-b0c4-54f8d4a8687b","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1607","W31","Installation of sub-sill and caulked"
"ec23a7df-5ed0-58d7-bdf7-8019a3f75dd2","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1607","W31","(Attach photo)"
"a4351038-dea4-53b9-b04c-cc872a94026f","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 16","1607","W31","Water test sub-sill"
