resource,resource,resource,type,Add Step,Add Post,Tier 1,Tier 2 ,Tier 3,Tier 4,Tier 5,Tier 6,Tier 7,Tier 8,Tier 9,,,,,,,,,,,,,,
Common Area Fit-Off Checklist [D],Sign Off,,folder-with-checklists,,,,,GEF-B1.02,,,,,,,,,,,,,,,,,,,,
Common Area Fit-Off Checklist [D],Sign Off,,folder-with-checklists,,,,,GEF-B1.03,,,,,,,,,,,,,,,,,,,,
Common Area Fit-Off Checklist [D],Sign Off,,folder-with-checklists,,,,,GEF-B1.04,,,,,,,,,,,,,,,,,,,,
Common Area Fit-Off Checklist [D],Sign Off,,folder-with-checklists,,,,,EF-GA-01,,,,,,,,,,,,,,,,,,,,
Common Area Fit-Off Checklist [D],Sign Off,,folder-with-checklists,,,,,EF-GA-02,,,,,,,,,,,,,,,,,,,,
Common Area Fit-Off Checklist [D],Sign Off,,folder-with-checklists,,,,,Air conditioning to Main switch Room (AC-B.01),,,,,,,,,,,,,,,,,,,,
Common Area Fit-Off Checklist [D],Sign Off,,folder-with-checklists,,,,,Air conditioning to Main switch Room (AC-B.02),,,,,,,,,,,,,,,,,,,,
Common Area Fit-Off Checklist [D],Sign Off,,folder-with-checklists,,,,,Stair Pressurization Ductwork ,,,,,,,,,,,,,,,,,,,,
,,,step,,,,Lower Ground Level,,,,,,,,,,,,,,,,,,,,,
Common Area Fit-Off Checklist [D],Sign Off,,folder-with-checklists,,,,,LSF-LG.01,,,,,,,,,,,,,,,,,,,,
Common Area Fit-Off Checklist [D],Sign Off,,folder-with-checklists,,,,,Bin Room Ventilation Via Chute,,,,,,,,,,,,,,,,,,,,
Common Area Fit-Off Checklist [D],Sign Off,,folder-with-checklists,,,,,Loading Dock Exhaust ,,,,,,,,,,,,,,,,,,,,
Common Area Fit-Off Checklist [D],Sign Off,,folder-with-checklists,,,,,Garbage Exhaust ,,,,,,,,,,,,,,,,,,,,
Common Area Fit-Off Checklist [D],Sign Off,,folder-with-checklists,,,,,CPSF-LG.01,,,,,,,,,,,,,,,,,,,,
Common Area Fit-Off Checklist [D],Sign Off,,folder-with-checklists,,,,,CPSF-B1.01,,,,,,,,,,,,,,,,,,,,
Common Area Fit-Off Checklist [D],Sign Off,,folder-with-checklists,,,,,SF-LG.01,,,,,,,,,,,,,,,,,,,,
Common Area Fit-Off Checklist [D],Sign Off,,folder-with-checklists,,,,,SF-LG.02,,,,,,,,,,,,,,,,,,,,
Common Area Fit-Off Checklist [D],Sign Off,,folder-with-checklists,,,,,SF-LG.03,,,,,,,,,,,,,,,,,,,,
Common Area Fit-Off Checklist [D],Sign Off,,folder-with-checklists,,,,,SF-LG.04,,,,,,,,,,,,,,,,,,,,
Common Area Fit-Off Checklist [D],Sign Off,,folder-with-checklists,,,,,CPEF-01,,,,,,,,,,,,,,,,,,,,
Common Area Fit-Off Checklist [D],Sign Off,,folder-with-checklists,,,,,TEF-LG-01,,,,,,,,,,,,,,,,,,,,
Common Area Fit-Off Checklist [D],Sign Off,,folder-with-checklists,,,,,TEF-LG-02,,,,,,,,,,,,,,,,,,,,
Common Area Fit-Off Checklist [D],Sign Off,,folder-with-checklists,,,,,LSF-LG.02,,,,,,,,,,,,,,,,,,,,
,,,step,,,,Ground Level,,,,,,,,,,,,,,,,,,,,,
Common Area Fit-Off Checklist [D],Sign Off,,folder-with-checklists,,,,,LSF-A-G.01,,,,,,,,,,,,,,,,,,,,
Common Area Fit-Off Checklist [D],Sign Off,,folder-with-checklists,,,,,Loading Exhaust (BL.A),,,,,,,,,,,,,,,,,,,,
Common Area Fit-Off Checklist [D],Sign Off,,folder-with-checklists,,,,,Kitchen Exhaust Air (BL-A),,,,,,,,,,,,,,,,,,,,
Common Area Fit-Off Checklist [D],Sign Off,,folder-with-checklists,,,,,Bin Room Ventilation Via Chute (BL-B),,,,,,,,,,,,,,,,,,,,
Common Area Fit-Off Checklist [D],Sign Off,,folder-with-checklists,,,,,Garbage Exhaust (BL-B),,,,,,,,,,,,,,,,,,,,
Common Area Fit-Off Checklist [D],Sign Off,,folder-with-checklists,,,,,Exhaust Air (BL-B),,,,,,,,,,,,,,,,,,,,
Common Area Fit-Off Checklist [D],Sign Off,,folder-with-checklists,,,,,TEF-B-G.01,,,,,,,,,,,,,,,,,,,,
Common Area Fit-Off Checklist [D],Sign Off,,folder-with-checklists,,,,,LSF-B-G.01,,,,,,,,,,,,,,,,,,,,
Common Area Fit-Off Checklist [D],Sign Off,,folder-with-checklists,,,,,Kitchen Exhaust Air (BL-C),,,,,,,,,,,,,,,,,,,,
Common Area Fit-Off Checklist [D],Sign Off,,folder-with-checklists,,,,,Relief Air for Stair (BL-C),,,,,,,,,,,,,,,,,,,,
Common Area Fit-Off Checklist [D],Sign Off,,folder-with-checklists,,,,,Exhaust Air (BL-C),,,,,,,,,,,,,,,,,,,,
Common Area Fit-Off Checklist [D],Sign Off,,folder-with-checklists,,,,,Kitchen Exhaust (BL-D),,,,,,,,,,,,,,,,,,,,
Common Area Fit-Off Checklist [D],Sign Off,,folder-with-checklists,,,,,LSF-D-G.01,,,,,,,,,,,,,,,,,,,,
Common Area Fit-Off Checklist [D],Sign Off,,folder-with-checklists,,,,,Lift Relief Exhaust (BL-D),,,,,,,,,,,,,,,,,,,,
Common Area Fit-Off Checklist [D],Sign Off,,folder-with-checklists,,,,,LSF-D-G.02,,,,,,,,,,,,,,,,,,,,
Common Area Fit-Off Checklist [D],Sign Off,,folder-with-checklists,,,,,OAF-G.01,,,,,,,,,,,,,,,,,,,,
Common Area Fit-Off Checklist [D],Sign Off,,folder-with-checklists,,,,,OAF-G.02,,,,,,,,,,,,,,,,,,,,
Common Area Fit-Off Checklist [D],Sign Off,,folder-with-checklists,,,,,Outside Air (BL-D),,,,,,,,,,,,,,,,,,,,
Common Area Fit-Off Checklist [D],Sign Off,,folder-with-checklists,,,,,FCU-G.01,,,,,,,,,,,,,,,,,,,,
Common Area Fit-Off Checklist [D],Sign Off,,folder-with-checklists,,,,,FCU-G.02,,,,,,,,,,,,,,,,,,,,
Common Area Fit-Off Checklist [D],Sign Off,,folder-with-checklists,,,,,FCU-G.03,,,,,,,,,,,,,,,,,,,,
Common Area Fit-Off Checklist [D],Sign Off,,folder-with-checklists,,,,,FCU-G.04,,,,,,,,,,,,,,,,,,,,
Common Area Fit-Off Checklist [D],Sign Off,,folder-with-checklists,,,,,TEF-E.G.01,,,,,,,,,,,,,,,,,,,,
Common Area Fit-Off Checklist [D],Sign Off,,folder-with-checklists,,,,,Garbage Exhaust.1 (BL-E),,,,,,,,,,,,,,,,,,,,
Common Area Fit-Off Checklist [D],Sign Off,,folder-with-checklists,,,,,Garbage Exhaust.2 (BL-E),,,,,,,,,,,,,,,,,,,,
Common Area Fit-Off Checklist [D],Sign Off,,folder-with-checklists,,,,,Loading Dock Exhaust (BL-E),,,,,,,,,,,,,,,,,,,,
Common Area Fit-Off Checklist [D],Sign Off,,folder-with-checklists,,,,,Kitchen Exhaust Duct (BL-E),,,,,,,,,,,,,,,,,,,,
,,,step,,,,BLK-A,,,,,,,,,,,,,,,,,,,,,
,,,step,,,,,Level 3,,,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,A311,,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,A312,,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,A313,,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,A314,,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,A315,,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,A316,,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,A317,,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,A318,,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,A319,,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,A320,,,,,,,,,,,,,,,,,,,
,,,step,,,,,Level 4,,,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,A411,,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,A412,,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,A413,,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,A414,,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,A415,,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,A416,,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,A417,,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,A418,,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,A419,,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,A420,,,,,,,,,,,,,,,,,,,
,,,step,,,,,Level 5,,,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,A511,,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,A512,,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,A513,,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,A514,,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,A515,,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,A516,,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,A517,,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,A518,,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,A519,,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,A520,,,,,,,,,,,,,,,,,,,
,,,step,,,,,Level 6,,,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,A611,,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,A612,,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,A613,,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,A614,,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,A615,,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,A616,,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,A617,,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,A618,,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,A619,,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,A620,,,,,,,,,,,,,,,,,,,
,,,step,,,,,Level 7,,,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,A710,,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,A711,,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,A712,,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,A713,,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,A714,,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,A715,,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,A716,,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,A717,,,,,,,,,,,,,,,,,,,
,,,step,,,,,Level 8,,,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,A809,,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,A810,,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,A811,,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,A812,,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,A813,,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,A814,,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,A815,,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,A816,,,,,,,,,,,,,,,,,,,
Common Area Fit-Off Checklist [D],Sign Off,,folder-with-checklists,,,,,Common Area Ventilation,,,,,,,,,,,,,,,,,,,,
,,,step,,,,BLK-B,,,,,,,,,,,,,,,,,,,,,
,,,step,,,,,Level 3,,,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,B301,,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,B302,,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,B303,,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,B304,,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,B305,,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,B306,,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,B307,,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,B308,,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,B309,,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,B310,,,,,,,,,,,,,,,,,,,
,,,step,,,,,Level 4,,,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,B401,,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,B402,,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,B403,,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,B404,,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,B405,,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,B406,,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,B407,,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,B408,,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,B409,,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,B410,,,,,,,,,,,,,,,,,,,
,,,step,,,,,Level 5,,,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,B501,,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,B502,,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,B503,,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,B504,,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,B505,,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,B506,,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,B507,,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,B508,,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,B509,,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,B510,,,,,,,,,,,,,,,,,,,
,,,step,,,,,Level 6,,,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,B601,,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,B602,,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,B603,,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,B604,,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,B605,,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,B606,,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,B607,,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,B608,,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,B609,,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,B610,,,,,,,,,,,,,,,,,,,
,,,step,,,,,Level 7,,,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,B701,,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,B702,,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,B703,,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,B704,,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,B705,,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,B706,,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,B707,,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,B708,,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,B709,,,,,,,,,,,,,,,,,,,
,,,step,,,,,Level 8,,,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,B801,,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,B802,,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,B803,,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,B804,,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,B805,,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,B806,,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,B807,,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,B808,,,,,,,,,,,,,,,,,,,
Common Area Fit-Off Checklist [D],Sign Off,,folder-with-checklists,,,,,Common Area Ventilation,,,,,,,,,,,,,,,,,,,,
,,,step,,,,BLK-C,,,,,,,,,,,,,,,,,,,,,
,,,step,,,,,Level 2,,,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,C232,,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,C233,,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,C234,,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,C235,,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,C236,,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,C237,,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,C238,,,,,,,,,,,,,,,,,,,
Apartment Fit-Off Checklist [E],Sign Off,,folder-with-checklists,,,,,,C239,,,,,,,,,,,,,,,,,,,
,,,step,,,,,Level 3,,,,,,,,,,,,,,,,,,,,
