"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"2f4e4715-b80a-4b0b-ad28-94cc28f01fd2","","checklist-flat","work-in-progress","SYS - PT - Overall Pre-start","checklist-flat","FALSE","FALSE","Overall Pre-start"
"4de6dc19-d3e9-529b-a4c4-4a4d65db7d7b","","checkpoint-status","work-in-progress","","","TRUE","TRUE","Overall Pre-start","Overall Pre-start"
"9859ddad-5811-59ff-8f81-04e51bab323e","","checkpoint-no-status","no-status-started","","","TRUE","TRUE","Overall Pre-start","System information:"
"7f89d0ce-462d-5530-8cb2-975f08d653c9","","checkpoint-no-status","no-status-not-started","","","TRUE","TRUE","Overall Pre-start","SSP Attached"
"ca33ee05-98ba-51e7-a1e2-7fb935f5d47f","","checkpoint-no-status","no-status-not-started","","","TRUE","TRUE","Overall Pre-start","Task Analysis Attached"
"58ccdf3b-4805-50df-b156-ce4c342998a4","","checkpoint-no-status","no-status-not-started","","","TRUE","TRUE","Overall Pre-start","Relevant Drawings Attached"
"10e25e66-4a3f-5222-9277-697a8b198762","","checkpoint-no-status","no-status-not-started","","","TRUE","TRUE","Overall Pre-start","Pre-Start Photos"
"f16f1d2f-6bc0-4c89-89a3-db4530ea2e79","","folder-normal","not-started","","step","TRUE","FALSE","QA"
"9122d620-7045-4786-8bf0-2bf0d7d22aeb","","folder-normal","not-started","","step","TRUE","FALSE","QA","New Roof"
"7d30f25f-8b14-4944-a91e-887e7a4ba8f7","","folder-normal","not-started","","step","TRUE","FALSE","QA","New Roof","2No AP Type 01 Fall Arrest Anchors "
"105f3757-7555-4bf0-8d6b-e9487ab9b9db","","checklist-flat","not-started","Pre-Fit Off Checklist","checklist-flat","FALSE","FALSE","QA","New Roof","2No AP Type 01 Fall Arrest Anchors ","Pre-Fit Off Checklist"
"f69a75e9-28e2-5151-b233-ac7db690e220","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Existing Roof","1No RoofSafe Cable System  - Line 01","Fit Off Checklist - Line 01","Installed as per PBI drawings supplied and manufacturer's requirements"
"5002ccf0-3af8-425b-ba8d-215ee0ea1c69","","folder-normal","not-started","","step","TRUE","FALSE","QA","Existing Roof","1No RoofSafe Rail Fall Arrest & Abseil System - RSRAIL - 01"
"53f8a1b6-a661-44ff-86b3-50cd664f28d5","","checklist-flat","not-started","Pre-Fit Off Checklist","checklist-flat","FALSE","FALSE","QA","Existing Roof","1No RoofSafe Rail Fall Arrest & Abseil System - RSRAIL - 01","Pre-Fit Off Checklist"
"0469fa7a-beb3-5a78-a523-008e70a48d67","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Existing Roof","1No RoofSafe Rail Fall Arrest & Abseil System - RSRAIL - 01","Pre-Fit Off Checklist","Confirm structure is in accordance to the details provided"
"d65d36d5-a203-5389-984d-afbcf26b7af8","","holdpoint","not-started","","","TRUE","TRUE","QA","Existing Roof","1No RoofSafe Rail Fall Arrest & Abseil System - RSRAIL - 01","Pre-Fit Off Checklist","EMAIL PM"
"96a4f187-4ae2-506e-b9dd-970595e3cc5f","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Existing Roof","1No RoofSafe Rail Fall Arrest & Abseil System - RSRAIL - 01","Pre-Fit Off Checklist","Plinths/ bases/post installed in accordance with details provided"
"90e0b26e-5d13-48f6-b7e4-9f11d4a01095","","checklist-flat","not-started","Rail Checklist","checklist-flat","FALSE","FALSE","QA","Existing Roof","1No RoofSafe Rail Fall Arrest & Abseil System - RSRAIL - 01","Rail Checklist - RSRAIL 01"
"4056d93c-58f3-5141-93a7-6f627e978fb5","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Existing Roof","1No RoofSafe Rail Fall Arrest & Abseil System - RSRAIL - 01","Rail Checklist - RSRAIL 01","Photo taken of Engraved Line Plate / ID Tag"
"106c1983-bd4f-5716-a3ad-78c25dcf2b00","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Existing Roof","1No RoofSafe Rail Fall Arrest & Abseil System - RSRAIL - 01","Rail Checklist - RSRAIL 01","Video taken of system"
"23cba31f-b914-5609-969a-5cca51afca38","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Existing Roof","1No RoofSafe Rail Fall Arrest & Abseil System - RSRAIL - 01","Rail Checklist - RSRAIL 01","Description input of location / person Rail systems shuttle left with"
"75211154-935a-55e2-a3ab-d5a1f81179fc","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Existing Roof","1No RoofSafe Rail Fall Arrest & Abseil System - RSRAIL - 01","Rail Checklist - RSRAIL 01","Installed as per PBI drawings supplied and manufacturer's requirements"
"769cad9d-0393-4919-b826-ba78149b17c5","","folder-normal","not-started","","step","TRUE","FALSE","QA","Existing Roof","1No RoofSafe Rail Fall Arrest & Abseil System - RSRAIL - 02"
"5a3f8855-7546-46c6-b4d4-7750b6c07deb","","checklist-flat","not-started","Pre-Fit Off Checklist","checklist-flat","FALSE","FALSE","QA","Existing Roof","1No RoofSafe Rail Fall Arrest & Abseil System - RSRAIL - 02","Pre-Fit Off Checklist"
"bc9352c8-0184-5cea-9f36-3c64b4231ea2","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Existing Roof","1No RoofSafe Rail Fall Arrest & Abseil System - RSRAIL - 02","Pre-Fit Off Checklist","Confirm structure is in accordance to the details provided"
"2d387769-6c7f-5768-840d-428f1092b2e7","","holdpoint","not-started","","","TRUE","TRUE","QA","Existing Roof","1No RoofSafe Rail Fall Arrest & Abseil System - RSRAIL - 02","Pre-Fit Off Checklist","EMAIL PM"
"e7a01dfe-21c9-5ff4-a740-adc3287e3f7b","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Existing Roof","1No RoofSafe Rail Fall Arrest & Abseil System - RSRAIL - 02","Pre-Fit Off Checklist","Plinths/ bases/post installed in accordance with details provided"
"a8f87e34-6d5b-4f14-a195-3c0ad4e93b2e","","checklist-flat","not-started","Rail Checklist","checklist-flat","FALSE","FALSE","QA","Existing Roof","1No RoofSafe Rail Fall Arrest & Abseil System - RSRAIL - 02","Rail Checklist - RSRAIL 02"
"7764a7cd-7304-5949-bd1e-915fd153c2ea","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Existing Roof","1No RoofSafe Rail Fall Arrest & Abseil System - RSRAIL - 02","Rail Checklist - RSRAIL 02","Photo taken of Engraved Line Plate / ID Tag"
"47aad7a7-5c89-5cf9-b6d3-dc8023f3b2c9","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Existing Roof","1No RoofSafe Rail Fall Arrest & Abseil System - RSRAIL - 02","Rail Checklist - RSRAIL 02","Video taken of system"
"a084ab8a-c9ba-50a4-b54c-a893f0102927","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Existing Roof","1No RoofSafe Rail Fall Arrest & Abseil System - RSRAIL - 02","Rail Checklist - RSRAIL 02","Description input of location / person Rail systems shuttle left with"
"3cfb5123-7b53-53cf-9990-d384afb810f6","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Existing Roof","1No RoofSafe Rail Fall Arrest & Abseil System - RSRAIL - 02","Rail Checklist - RSRAIL 02","Installed as per PBI drawings supplied and manufacturer's requirements"
"de46e565-8dc8-436f-9900-8aa7323e9223","","folder-normal","not-started","","step","TRUE","FALSE","QA","Existing Roof","1No RoofSafe Rail Fall Arrest & Abseil System - RSRAIL - 03"
"6cc4df5f-bf3c-4d21-a11e-cba42de63127","","checklist-flat","not-started","Pre-Fit Off Checklist","checklist-flat","FALSE","FALSE","QA","Existing Roof","1No RoofSafe Rail Fall Arrest & Abseil System - RSRAIL - 03","Pre-Fit Off Checklist"
"01e212d2-efd3-5e8d-9d58-f1ec06084971","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Existing Roof","1No RoofSafe Rail Fall Arrest & Abseil System - RSRAIL - 03","Pre-Fit Off Checklist","Confirm structure is in accordance to the details provided"
"f092ffcd-d524-5080-b6cb-4814703beac9","","holdpoint","not-started","","","TRUE","TRUE","QA","Existing Roof","1No RoofSafe Rail Fall Arrest & Abseil System - RSRAIL - 03","Pre-Fit Off Checklist","EMAIL PM"
"2a2e8062-d24c-5085-9d65-0e4ee4346c2a","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Existing Roof","1No RoofSafe Rail Fall Arrest & Abseil System - RSRAIL - 03","Pre-Fit Off Checklist","Plinths/ bases/post installed in accordance with details provided"
"0dd74f83-e4e5-4b6a-b4cf-c96e8136b260","","checklist-flat","not-started","Rail Checklist","checklist-flat","FALSE","FALSE","QA","Existing Roof","1No RoofSafe Rail Fall Arrest & Abseil System - RSRAIL - 03","Rail Checklist - RSRAIL 03"
"30e9f90d-6f14-52ef-aecc-c7475bf9a3b6","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Existing Roof","1No RoofSafe Rail Fall Arrest & Abseil System - RSRAIL - 03","Rail Checklist - RSRAIL 03","Photo taken of Engraved Line Plate / ID Tag"
"0da08f08-5e96-53a2-8709-0d98f464e3ba","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Existing Roof","1No RoofSafe Rail Fall Arrest & Abseil System - RSRAIL - 03","Rail Checklist - RSRAIL 03","Video taken of system"
"cd4ad660-d7a0-5978-86b6-b9301443aa1d","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Existing Roof","1No RoofSafe Rail Fall Arrest & Abseil System - RSRAIL - 03","Rail Checklist - RSRAIL 03","Description input of location / person Rail systems shuttle left with"
"bf2163ce-1e44-5ab6-9b4d-b1f95267194c","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Existing Roof","1No RoofSafe Rail Fall Arrest & Abseil System - RSRAIL - 03","Rail Checklist - RSRAIL 03","Installed as per PBI drawings supplied and manufacturer's requirements"
"770e6b8a-f168-4550-916d-afbdd7696170","","folder-normal","not-started","","step","TRUE","FALSE","QA","Existing Roof","1No RoofSafe Rail Fall Arrest & Abseil System - RSRAIL - 04"
"9225ab89-9169-4686-aa61-e044d7b658ed","","checklist-flat","not-started","Pre-Fit Off Checklist","checklist-flat","FALSE","FALSE","QA","Existing Roof","1No RoofSafe Rail Fall Arrest & Abseil System - RSRAIL - 04","Pre-Fit Off Checklist"
"88315df9-dd90-5c7c-9b5e-740e37a731c9","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Existing Roof","1No RoofSafe Rail Fall Arrest & Abseil System - RSRAIL - 04","Pre-Fit Off Checklist","Confirm structure is in accordance to the details provided"
"a13889ea-4e21-555c-bb16-4c6e0c24a860","","holdpoint","not-started","","","TRUE","TRUE","QA","Existing Roof","1No RoofSafe Rail Fall Arrest & Abseil System - RSRAIL - 04","Pre-Fit Off Checklist","EMAIL PM"
"1579c17f-bb40-51e7-93a6-0bb790b940f9","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Existing Roof","1No RoofSafe Rail Fall Arrest & Abseil System - RSRAIL - 04","Pre-Fit Off Checklist","Plinths/ bases/post installed in accordance with details provided"
"17b2c310-1809-4493-9a56-24ee22d2c81a","","checklist-flat","not-started","Rail Checklist","checklist-flat","FALSE","FALSE","QA","Existing Roof","1No RoofSafe Rail Fall Arrest & Abseil System - RSRAIL - 04","Rail Checklist - RSRAIL 04"
"c17f7fb4-1317-594b-936c-7a9a2240fb66","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Existing Roof","1No RoofSafe Rail Fall Arrest & Abseil System - RSRAIL - 04","Rail Checklist - RSRAIL 04","Photo taken of Engraved Line Plate / ID Tag"
"8b32753e-57f0-5d02-a0f0-496fb1afce35","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Existing Roof","1No RoofSafe Rail Fall Arrest & Abseil System - RSRAIL - 04","Rail Checklist - RSRAIL 04","Video taken of system"
"9f2d03cd-810b-5113-9033-28c3e0b0319e","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Existing Roof","1No RoofSafe Rail Fall Arrest & Abseil System - RSRAIL - 04","Rail Checklist - RSRAIL 04","Description input of location / person Rail systems shuttle left with"
"a7dd10bb-3564-56b4-a0f9-f34896c65ef3","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Existing Roof","1No RoofSafe Rail Fall Arrest & Abseil System - RSRAIL - 04","Rail Checklist - RSRAIL 04","Installed as per PBI drawings supplied and manufacturer's requirements"
"7eb559f1-44c0-4dee-8358-62b0415ccbfc","","folder-normal","not-started","","step","TRUE","FALSE","QA","Existing Roof","1No RoofSafe Rail Fall Arrest & Abseil System - RSRAIL - 05"
"c91f4b73-2bd4-4d5b-948b-897364bcc56d","","checklist-flat","not-started","Pre-Fit Off Checklist","checklist-flat","FALSE","FALSE","QA","Existing Roof","1No RoofSafe Rail Fall Arrest & Abseil System - RSRAIL - 05","Pre-Fit Off Checklist"
"62ebd301-10dd-577c-8fcc-a25f709bd84d","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Existing Roof","1No RoofSafe Rail Fall Arrest & Abseil System - RSRAIL - 05","Pre-Fit Off Checklist","Confirm structure is in accordance to the details provided"
"a0515420-a54d-585b-8ffa-0a1693cc90cb","","holdpoint","not-started","","","TRUE","TRUE","QA","Existing Roof","1No RoofSafe Rail Fall Arrest & Abseil System - RSRAIL - 05","Pre-Fit Off Checklist","EMAIL PM"
"85190fd7-38fe-5813-8ee2-8cf3c0a224d5","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Existing Roof","1No RoofSafe Rail Fall Arrest & Abseil System - RSRAIL - 05","Pre-Fit Off Checklist","Plinths/ bases/post installed in accordance with details provided"
"5a3f3113-9e71-4be3-8bc3-6b2a8731ec8d","","checklist-flat","not-started","Rail Checklist","checklist-flat","FALSE","FALSE","QA","Existing Roof","1No RoofSafe Rail Fall Arrest & Abseil System - RSRAIL - 05","Rail Checklist - RSRAIL 05"
"b0dc57f9-be8c-5b72-9031-9ad56baf1db5","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Existing Roof","1No RoofSafe Rail Fall Arrest & Abseil System - RSRAIL - 05","Rail Checklist - RSRAIL 05","Photo taken of Engraved Line Plate / ID Tag"
"7aaa23fa-6a99-5b6c-8f6c-213fc65908a7","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Existing Roof","1No RoofSafe Rail Fall Arrest & Abseil System - RSRAIL - 05","Rail Checklist - RSRAIL 05","Video taken of system"
"e0bedce2-f077-51d4-a4c9-0ed731726fb5","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Existing Roof","1No RoofSafe Rail Fall Arrest & Abseil System - RSRAIL - 05","Rail Checklist - RSRAIL 05","Description input of location / person Rail systems shuttle left with"
"3b5c9fe2-afa3-5ccf-8a9d-677b9dafea91","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Existing Roof","1No RoofSafe Rail Fall Arrest & Abseil System - RSRAIL - 05","Rail Checklist - RSRAIL 05","Installed as per PBI drawings supplied and manufacturer's requirements"
"baf19afd-8b81-4ca5-b298-8fe5cd9142ec","","folder-normal","not-started","","step","TRUE","FALSE","QA","Existing Roof","1No RoofSafe Rail Fall Arrest & Abseil System - RSRAIL - 06"
"ec77c6f9-4471-49b1-a172-52e13b803fd2","","checklist-flat","not-started","Pre-Fit Off Checklist","checklist-flat","FALSE","FALSE","QA","Existing Roof","1No RoofSafe Rail Fall Arrest & Abseil System - RSRAIL - 06","Pre-Fit Off Checklist"
"99bba33e-a104-5ed4-8699-8a826daffa9b","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Existing Roof","1No RoofSafe Rail Fall Arrest & Abseil System - RSRAIL - 06","Pre-Fit Off Checklist","Confirm structure is in accordance to the details provided"
"8faf7f35-506d-514d-a913-b033b5223550","","holdpoint","not-started","","","TRUE","TRUE","QA","Existing Roof","1No RoofSafe Rail Fall Arrest & Abseil System - RSRAIL - 06","Pre-Fit Off Checklist","EMAIL PM"
"0ac773fc-dbc6-5b0c-879c-4a43d97d9e46","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Existing Roof","1No RoofSafe Rail Fall Arrest & Abseil System - RSRAIL - 06","Pre-Fit Off Checklist","Plinths/ bases/post installed in accordance with details provided"
"6c41428b-175e-4f62-b356-d9793b8fb4d8","","checklist-flat","not-started","Rail Checklist","checklist-flat","FALSE","FALSE","QA","Existing Roof","1No RoofSafe Rail Fall Arrest & Abseil System - RSRAIL - 06","Rail Checklist - RSRAIL 06"
"d1378f60-c1c5-5c9c-956c-469279614e45","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Existing Roof","1No RoofSafe Rail Fall Arrest & Abseil System - RSRAIL - 06","Rail Checklist - RSRAIL 06","Photo taken of Engraved Line Plate / ID Tag"
"fed74a5a-461f-5351-ae24-3dfb2ae53438","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Existing Roof","1No RoofSafe Rail Fall Arrest & Abseil System - RSRAIL - 06","Rail Checklist - RSRAIL 06","Video taken of system"
"ee2fe98f-d656-58b7-b80f-894739581a70","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Existing Roof","1No RoofSafe Rail Fall Arrest & Abseil System - RSRAIL - 06","Rail Checklist - RSRAIL 06","Description input of location / person Rail systems shuttle left with"
"b874626e-33b7-5b09-b862-9099f3d31182","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Existing Roof","1No RoofSafe Rail Fall Arrest & Abseil System - RSRAIL - 06","Rail Checklist - RSRAIL 06","Installed as per PBI drawings supplied and manufacturer's requirements"
"340a8eeb-a1bf-4003-be37-fc3839c22580","","folder-normal","not-started","","step","TRUE","FALSE","QA","Existing Roof","1No RoofSafe Rail Fall Arrest & Abseil System - RSRAIL - 07"
"2b2b06fa-7e06-420d-a023-646c99bdc2df","","checklist-flat","not-started","Pre-Fit Off Checklist","checklist-flat","FALSE","FALSE","QA","Existing Roof","1No RoofSafe Rail Fall Arrest & Abseil System - RSRAIL - 07","Pre-Fit Off Checklist"
"6f714901-7468-536b-81e0-ba2560f37b17","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Existing Roof","1No RoofSafe Rail Fall Arrest & Abseil System - RSRAIL - 07","Pre-Fit Off Checklist","Confirm structure is in accordance to the details provided"
"486a9a9d-768f-55e5-a227-348b7c35dd62","","holdpoint","not-started","","","TRUE","TRUE","QA","Existing Roof","1No RoofSafe Rail Fall Arrest & Abseil System - RSRAIL - 07","Pre-Fit Off Checklist","EMAIL PM"
"7dd23c77-8d8b-5689-8fdf-1288598bbcea","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Existing Roof","1No RoofSafe Rail Fall Arrest & Abseil System - RSRAIL - 07","Pre-Fit Off Checklist","Plinths/ bases/post installed in accordance with details provided"
"9ecbeaeb-8088-484c-98d4-77ac4a6c2606","","checklist-flat","not-started","Rail Checklist","checklist-flat","FALSE","FALSE","QA","Existing Roof","1No RoofSafe Rail Fall Arrest & Abseil System - RSRAIL - 07","Rail Checklist - RSRAIL 07"
"3de833c2-c935-5984-a443-1f3d3054de6c","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Existing Roof","1No RoofSafe Rail Fall Arrest & Abseil System - RSRAIL - 07","Rail Checklist - RSRAIL 07","Photo taken of Engraved Line Plate / ID Tag"
"9c002b85-21ad-55aa-9b70-5815d48052b1","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Existing Roof","1No RoofSafe Rail Fall Arrest & Abseil System - RSRAIL - 07","Rail Checklist - RSRAIL 07","Video taken of system"
"2209409a-c9ed-5b00-adf7-657c1e5c3c4f","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Existing Roof","1No RoofSafe Rail Fall Arrest & Abseil System - RSRAIL - 07","Rail Checklist - RSRAIL 07","Description input of location / person Rail systems shuttle left with"
