Rich Type,Id,Warnings,type,name,values,prefix,postfix,Usage Count,User Addable,Template Name,Template Id,,,,,,,,,,,,,,,,,,,,,,
label,02553d14-aca3-5cb0-9494-a9736db49898,,note,Reference - 610.18 (a) (i),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,d6049262-2162-527d-8b49-604bee995860,,note,Acceptance Criteria - Concrete placement and compaction WMS to be submitted for review to the Nominated Authority. Enter: Teambinder Hold Point Ref Number [free text box],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,a7cc3dd7-7a23-5494-b7f3-d30eeb9233b5,,note,Method - Document Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,412f0b13-ab6f-5c17-b327-d8357d75cc0c,,note,"Frequency - Once, 4 weeks prior to placement of concrete",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,f616ea0e-6475-5512-879d-73ccf3846a89,,note,Category - HP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,5806d0c6-fdd4-53fc-81cd-0c2f85598d27,,note,Responsibility - Nominated Authority,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,8a3965d8-0e9f-561b-9f71-9de3563c6c18,,note,Verifying Documents - ConQA Hold Point Release,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
holdpoint,,,signoff,AUTHORITY HOLDPOINT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
checkpoint-status,,,checkpoint,3.2 - Concrete Sampling and Testing Procedure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,11e93264-5ea7-5b67-91bc-1be690858dde,,note,Reference - 610.18 (a) (v),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,7cfe810e-fa8e-5e0b-9e4b-11de6b945037,,note,Acceptance Criteria - Concrete sampling and testing procedure to be submitted for review to the Nominated Authority. Enter: Teambinder Hold Point Ref Number [free text box],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,12ee03ca-8ccb-5ecc-a49b-565390d39d9d,,note,Method - Document Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,39c93cd6-f5f5-53fe-bfc5-c61861bd22b4,,note,"Frequency - Once, 4 weeks prior to placement of concrete",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,a4d29fb3-ee9a-5cda-9919-1d079f6e5901,,note,Category - HP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,83db0f00-1350-5e74-8a88-88ba3da9a1ec,,note,Responsibility - Nominated Authority,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,355b3673-881f-52d5-b0e2-0de81210f696,,note,Verifying Documents - ConQA Hold Point Release,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
holdpoint,,,signoff,AUTHORITY HOLDPOINT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
checkpoint-status,,,checkpoint,3.3 - Concrete Placement and Compaction Toolbox Meeting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,51fd7a40-6c56-5aa8-a4e1-5b7b7120741c,,note,Reference - 610.18 (a) (iv),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,f1caeba5-c0e3-53f4-a2eb-54f4d556cdde,,note,Acceptance Criteria - Concrete placement and compaction toolbox meeting held to discuss the quality requirements. Minutes of this meeting to be submitted to the Nominated Authority. Enter: Teambinder Hold Point Ref Number [free text box],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,6edb911d-be2d-5fa6-93b8-9c27ca6f5b17,,note,Method - Document Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,f14b4117-34d6-54b2-980e-f766cfa389f4,,note,"Frequency - Once, 1 week prior to placement of concrete",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,9e3d0734-9472-52ef-8dbc-b68333b2376d,,note,Category - HP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,af1aed21-bbeb-513c-80e4-f68e01ad4922,,note,Responsibility - Nominated Authority,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,7662a40d-3c79-5789-9b86-daaf5597fded,,note,Verifying Documents - ConQA Hold Point Release,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
holdpoint,,,signoff,AUTHORITY HOLDPOINT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
checkpoint-status,,,checkpoint,3.4 - Hot and/or Cold Weather Concreting Procedure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,a44284f2-d9f7-505d-9119-2446530b58ad,,note,Reference - 610.17 (a),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,bd78e9e5-92cb-52cb-a848-ba5928132145,,note,Acceptance Criteria - Hot and/or cold weather concreting procedure to be submitted for review to the Nominated Authority. Enter: Teambinder Hold Point Ref Number [free text box],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,34b66f28-d37e-55f3-865b-470702efdbb0,,note,Method - Document Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,c16a2413-0475-5677-9160-d50a63e06da9,,note,"Frequency - Once, 2 weeks prior to placement of concrete",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,5767eb76-8d4e-5918-9f94-2d99c7d8129f,,note,Category - HP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,b0e1274d-2c7b-5a85-80ff-f81d67e7cbdd,,note,Responsibility - Nominated Authority,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,ea74d491-7d10-5bb8-be26-85e062d1a404,,note,Verifying Documents - ConQA Hold Point Release,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
holdpoint,,,signoff,AUTHORITY HOLDPOINT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
checkpoint-status,,,checkpoint,3.5 - Curing Methodology (for Concrete and Grout),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,85014965-373a-57f7-84a4-265b306c89fd,,note,Reference - 610.23 (a),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,243fcd1c-dfcd-59f6-9314-5a1af354cb71,,note,Acceptance Criteria - Curing methodology/procedure to be submitted for review to the Nominated Authority. Enter: Teambinder Hold Point Ref Number [free text box],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,3a78b946-4ae4-56b3-9cfd-fcd0668f9d37,,note,Method - Document Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,4531e6be-1ce7-55d9-86f7-0047868056d1,,note,"Frequency - Once, 4 weeks prior to placement of concrete",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,ce397625-3a26-5014-94e5-f7926460cc6b,,note,Category - HP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,ccdd4086-9409-5d30-a79f-ae31eb840d65,,note,Responsibility - Nominated Authority,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,a080db56-cb10-54b7-9824-73251cd09552,,note,Verifying Documents - ConQA Hold Point Release,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
holdpoint,,,signoff,AUTHORITY HOLDPOINT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
checkpoint-status,,,checkpoint,3.6 - Concrete Drilling Procedure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,d02111c9-3663-5578-8608-f9d3ae273b4e,,note,Reference - 610.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,f4b068aa-2fbf-549c-8a11-359a5d71f800,,note,"Acceptance Criteria - Where holes are to be drilled into existing (new or old) concrete members, the locations shall positioned to avoid striking any existing reinforcing bars, tendons and services. The planned locations and drilling procedure shall be submitted for review to the Nominated Authority. Enter: Teambinder Hold Point Ref Number [free text box]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,51f971b6-34d5-5d26-98cb-3a6e9f3a8f01,,note,Method - Document Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,f1c7e833-e86d-54e2-aa3a-0dd508d7545e,,note,"Frequency - Where applicable, once, 2 days prior to drilling",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,6bc4e780-2ec1-5d14-bea6-94e16d881333,,note,Category - HP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,3ce4a568-d872-56be-867b-5cf24b920bbf,,note,Responsibility - Nominated Authority,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,be6bee66-a562-5651-bd79-596652f10e89,,note,Verifying Documents - ConQA Hold Point Release,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
holdpoint,,,signoff,AUTHORITY HOLDPOINT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
checkpoint-status,,,checkpoint,3.7 - Temprature difference measuring-Calibration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,a0454849-f6dd-5880-b529-5a866b601461,,note,Reference - MRPA Quality Management Plan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,0df6f689-124b-5494-954f-8f27ebdae715,,note,Acceptance Criteria - Calibration records for Themocouples are valid and up to date. Attach: Calibration certificate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,77e08991-58ff-56f6-a6c9-297e709d3590,,note,Method - Document review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,61c897b8-4d76-5955-b7cd-18358574c9bd,,note,Frequency - Where applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,8696ea57-93a3-5729-be50-acf2129a9355,,note,Category - HP*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,539d1f40-283d-5d07-8dac-0e639cd8eff3,,note,Responsibility - PE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,3b17d02e-81ec-54f4-b07f-4b1f76a4a277,,note,Verifying Documents - This ITP Signed Off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
checkpoint-status,,,checkpoint,3.8 - Reinforcement Welding Specifications & Qualifications,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,3209893c-c0cf-5f8d-84a9-2f97032316d5,,note,"Reference - 611.13 (a) AS/NZS1554.3, Clauses 3.3.2 & 3.3.3 611.14 (b)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,d14f2fcf-3297-5b7c-99a4-7f13f087bd96,,note,"Acceptance Criteria - Where applicable, welded splices shall not commence until the welding specification & qualifications (including macro inspection) have been submitted for review to the Nominated Authority.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,d4f66754-849b-5b28-b0af-9a914436e9d9,,note,Method - Document Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,d0252a74-d461-5a2a-b342-ad52c2ec3c61,,note,"Frequency - Where applicable, once, prior to welding",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,b6bc1b00-4974-508f-9bcc-de90da54004e,,note,Category - HP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,48e9b073-eb69-5d6c-9ffc-382c55c0a56d,,note,Responsibility - Nominated Authority,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,4a32f467-83b1-5176-ba3d-dc1335617445,,note,Verifying Documents - ConQA Hold Point Release,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
holdpoint,,,signoff,AUTHORITY HOLDPOINT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
checkpoint-group,,,section,4. Pre-construction Activities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
checkpoint-status,,,checkpoint,4.1 - IFC Drawings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,e388ce43-9895-510f-a339-aa447144bc7b,,note,Reference - MRPA Quality Management Plan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,a9dc8304-d5ea-58e3-94a6-ae026935d1d8,,note,Acceptance Criteria - Check the revision of the IFC drawings are current as per the drawing register (on Teambinder),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,5ca144d6-20b3-5461-87b4-56eecaec5d0b,,note,Method - Document Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,f2b50cce-7042-5016-8e03-4617c7f4ecd6,,note,Frequency - Prior to starting Works and at regular intervals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,21805050-d3e5-5d0b-a67e-84f4d3411997,,note,Category - HP*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,cdf5209f-15e6-58e1-a23c-a2b5bea1346d,,note,Responsibility - All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,09642fee-c2fa-541d-a206-6529bad3a30b,,note,Verifying Documents - This ITP Signed Off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
checkpoint-status,,,checkpoint,4.2 - Survey Set-out,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,ce15e68b-50ea-5c65-8508-11a7105c71d5,,note,Reference - IFC Drawings 610.47 (a) Table 610.472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,cf484311-050b-5b76-8297-13304e5422ac,,note,"Acceptance Criteria - Survey activities undertaken to ensure and validate that all Works meet level and location requirements within the tolerances as per the table 610.462 as applicable to the element. Attach: Lot Map, Marked up drawing which shows the Lot Location and extent",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,f3665e28-0538-53be-9e2b-0164b26c77c4,,note,Method - Measure Visual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,f000f582-cd35-59f7-ad04-b6609b40fbbf,,note,Frequency - Each element,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,e98a011a-199f-588e-adc2-2b54a63c4ce8,,note,Category - IP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,916b6110-d987-582b-a435-887e27ccddc9,,note,Responsibility - Surveyor SE/PE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,8bd8aab1-dfe7-5f87-bb3e-d09bd793c183,,note,Verifying Documents - This ITP Signed Off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
checkpoint-status,,,checkpoint,4.3 - Piles - Completed Prior to Construction of Pile Caps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,c61bb648-eb1d-505f-9817-a9e10720d44c,,note,Reference - IFC Drawing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,c57d8280-e42b-51c3-a6fd-509758e4c329,,note,Acceptance Criteria - Related piling Lots are closed. - Pile design strength is achieved - Integrity and Dynamic tests performed and interpreted (if applicable) - Pile is broken back to the design level - As-Built Survey performed - Related piling NCMs are closed Enter: Relevant Piling Lot Numbers: [FREE TEXT],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,5e6cfee2-ba05-5a8a-bee4-733674f62998,,note,Method - Doument Check,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,c456396b-2b4f-5787-b834-a83ffc4ab3f5,,note,Frequency - Each Element,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,54267abf-b229-5597-b058-4a688f307b14,,note,Category - HP*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,419d6b2d-4f47-506f-9a60-5f837e41f514,,note,Responsibility - PE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,e95aa341-c3e4-5444-bd6e-3f98b1a701a3,,note,Verifying Documents - This ITP Signed Off Piling Lots Closed-Out,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
checkpoint-status,,,checkpoint,4.4 - Excavation support,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,4ea0c2c0-769f-565d-8442-5b5ce579f9f5,,note,Reference - 602.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,58d25467-8960-526f-b4c6-ea4d4d30addb,,note,"Acceptance Criteria - For excavations adjacent to railway property, alongside roadways, in or alongside waterways, and excavations deeper than 1.5 m, the Contractor shall submit to the Nominated Authority for review detailed drawings of bracing and/or sheeting proposals, including design calculations and methods of construction and removal. Where applicable, a PTDT approved for use. Enter: PTDT Ref No. [free text box]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,44eef87f-4d1b-5160-964d-b36e7f13aa90,,note,Method - Document Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,485751f4-4486-50ff-9493-4281e361347c,,note,"Frequency - Where applicable, not less than 10 business days prior to excavation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,7edb9410-5a16-57e8-be9b-ab1fe8f55c38,,note,Category - WP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,bcfd5a4e-16fd-5f5c-9744-8c9202278145,,note,Responsibility - SE/PE/SPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,b912b57c-58ed-5c75-96cc-30c2502005df,,note,Verifying Documents - This ITP Signed Off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
checkpoint-status,,,checkpoint,4.5 - Excavation Inspection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,7a998f3c-a6b4-50ea-a8ec-b9b8f0cd26c5,,note,Reference - 602.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,e2b1a4df-5e84-550a-ab32-9566289ad1f0,,note,Acceptance Criteria - Blinding concrete shall not be placed until the bottom of the excavation has been reviewed by the Nominated Authority.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,4db0caa9-82ef-5bd8-a39b-00d7f5ffa12a,,note,Method - Visual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,82f60e4b-cd65-5567-864d-6baaafa60506,,note,"Frequency - Where applicable, prior to placing blinding concrete",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,9c85cb4c-db68-5cbe-ae52-822617255102,,note,Category - HP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,3245ec29-4f9b-5c0b-9e99-b5f2239b840b,,note,Responsibility - Nominated Authority,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,75f39ccf-44be-588a-adb6-90021ebdd9ab,,note,Verifying Documents - ConQA Hold Point Release,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
holdpoint,,,signoff,AUTHORITY HOLDPOINT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
checkpoint-group,,,section,5. Construction Activities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
checkpoint-status,,,checkpoint,5.1 - Formwork Design and Construction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,a4839947-0c63-5e62-acf3-c5aec3417913,,note,Reference - IFC Drawings 614.04 614.05 614.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,d761bcee-ca5d-508d-b3da-b038cea48dea,,note,"Acceptance Criteria - Designed and constructed in such a manner so it can be removed without damage to the concrete. Formwork to be rigid, watertight, braced, tied together & selected to achieve the required surface finish. Formwork shall not be placed where steel & fixtures cannot be inspected.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,dde44b48-b786-5b73-a1f8-72fc75482562,,note,Method - Document Review Visual Measure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,345d8b74-72b1-50ad-a8ff-7e3e4b4794e9,,note,Frequency - Each type of element,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,a8ecfc0d-0698-574c-8fc6-34f6127695cf,,note,Category - IP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,f31825ed-3262-5942-8adb-6ee7b529cba7,,note,Responsibility - Temporary Works Designer Proof Engineer SE/PE/SPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,6f6f4e75-40fa-5392-98ad-e900c66b1d49,,note,Verifying Documents - This ITP Signed Off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
checkpoint-status,,,checkpoint,5.2 - Formwork Certification - Formwork Inspection (Members Greater than 2m),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
