"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"6be96b54-1395-415a-8809-5cdb06c3df62","","folder-normal","work-in-progress","","step","TRUE","FALSE","CHIP SEAL 2023/2024"
"dba39b4d-6c9e-4b7c-99e7-5a2df490d257","","checklist-flat","pass","Approved Design Report","checklist-flat","FALSE","FALSE","CHIP SEAL 2023/2024","Approved Design Report"
"453b5c0d-7690-5677-801c-6d78bf6987e4","","checkpoint-status","pass","","","TRUE","TRUE","CHIP SEAL 2023/2024","Approved Design Report","Approved Design Report"
"3bdc86aa-c525-4600-b61f-9b165c7aa866","","checklist-flat","pass","QMP","checklist-flat","FALSE","FALSE","CHIP SEAL 2023/2024","Quality Management Plan"
"190ea7b0-72df-5762-80c9-28dcdeb6a194","","checkpoint-status","pass","","","TRUE","TRUE","CHIP SEAL 2023/2024","Quality Management Plan","QMP"
"a3240db8-d6b0-457b-a263-526c0df79034","","checklist-flat","pass","Verified Program","checklist-flat","FALSE","FALSE","CHIP SEAL 2023/2024","Verified Program"
"3eefe3ed-de89-50aa-bcdf-f3d2142164ec","","checkpoint-status","pass","","","TRUE","TRUE","CHIP SEAL 2023/2024","Verified Program","Verified Program"
"99d72dcc-e3e4-4cc5-85a7-15ed6cc0339e","","folder-normal","work-in-progress","","step","TRUE","FALSE","CHIP SEAL 2023/2024","Testing Results"
"f82751f9-57eb-45e8-a181-13724a43a536","","checklist-flat","work-in-progress","Production and Testing ITPs","checklist-flat","FALSE","FALSE","CHIP SEAL 2023/2024","Testing Results","Bitumen Testing Results"
"14631d68-685c-5838-9706-3e48b11c12bb","","checkpoint-status","work-in-progress","","","TRUE","TRUE","CHIP SEAL 2023/2024","Testing Results","Bitumen Testing Results","Production and Testing ITPs"
"f3031e18-502f-4bed-bb06-26d6e29d70da","","checklist-flat","pass","Production and Testing ITPs","checklist-flat","FALSE","FALSE","CHIP SEAL 2023/2024","Testing Results","Winstones Whitehall Chip Production Testing"
"707d9d4f-dfcc-5a7c-905d-2724c3aea68b","","checkpoint-status","pass","","","TRUE","TRUE","CHIP SEAL 2023/2024","Testing Results","Winstones Whitehall Chip Production Testing","Production and Testing ITPs"
"e97ed169-cf64-4e0d-beba-801d1718b7d3","","checklist-flat","pass","Production and Testing ITPs","checklist-flat","FALSE","FALSE","CHIP SEAL 2023/2024","Testing Results","Winstones Pukekawa Chip Production Testing"
"0b700f40-b486-5c64-8302-4a9946767fd9","","checkpoint-status","pass","","","TRUE","TRUE","CHIP SEAL 2023/2024","Testing Results","Winstones Pukekawa Chip Production Testing","Production and Testing ITPs"
"fc7ac62e-5057-4e47-af52-ad264d9a3698","","checklist-flat","pass","Production and Testing ITPs","checklist-flat","FALSE","FALSE","CHIP SEAL 2023/2024","Testing Results","Waiotahi Waioeka - High PSV"
"c2e3d980-3de1-5a0a-bd09-fce672ff1aea","","checkpoint-status","pass","","","TRUE","TRUE","CHIP SEAL 2023/2024","Testing Results","Waiotahi Waioeka - High PSV","Production and Testing ITPs"
"aa59c016-4ea0-43c2-949f-1af62a8c137f","","checklist-flat","pass","Production and Testing ITPs","checklist-flat","FALSE","FALSE","CHIP SEAL 2023/2024","Testing Results","Glenbrook High PSV"
"e473ce35-bf56-5f4d-bcb2-4655bd149d29","","checkpoint-status","pass","","","TRUE","TRUE","CHIP SEAL 2023/2024","Testing Results","Glenbrook High PSV","Production and Testing ITPs"
"ea006cb8-3868-4a0c-83ee-474e292decee","","checklist-flat","pass","Production and Testing ITPs","checklist-flat","FALSE","FALSE","CHIP SEAL 2023/2024","Testing Results","JSWAP Low PSV "
"e27c5d15-afd4-52cb-9aa1-47b57e72ce3a","","checkpoint-status","pass","","","TRUE","TRUE","CHIP SEAL 2023/2024","Testing Results","JSWAP Low PSV ","Production and Testing ITPs"
"d3117f66-da83-4762-a536-45f2bbcdf123","","folder-normal","work-in-progress","","step","TRUE","FALSE","CHIP SEAL 2023/2024","SH2"
"7cd8e206-ec38-494f-812b-6805231c1ce1","","checklist-sectioned","work-in-progress","ITP - Resurfacing Physical Works","checklist","FALSE","FALSE","CHIP SEAL 2023/2024","SH2","2.1 WDC Bdy	 SH2 RS 209 RP 0 - 539"
"6ec68403-aed5-531c-b598-1538d4433d7c","","checkpoint-status","not-started","","","TRUE","TRUE","CHIP SEAL 2023/2024","SH2","2.1 WDC Bdy	 SH2 RS 209 RP 0 - 539","3.0 Construction","Start spraying Temp >10°C"
"34bec2d4-d8a5-5330-b6e1-dd68c3660860","","checkpoint-status","not-started","","","TRUE","TRUE","CHIP SEAL 2023/2024","SH2","2.1 WDC Bdy	 SH2 RS 209 RP 0 - 539","3.0 Construction","Binder application variation"
"e97c8a8f-a312-587e-8c7d-bed89c3c0957","","checkpoint-status","not-started","","","TRUE","TRUE","CHIP SEAL 2023/2024","SH2","2.1 WDC Bdy	 SH2 RS 209 RP 0 - 539","3.0 Construction","Sealing chip application"
"95ea49ae-d700-523f-bef2-79dc3e027af5","","checkpoint-status","not-started","","","TRUE","TRUE","CHIP SEAL 2023/2024","SH2","2.1 WDC Bdy	 SH2 RS 209 RP 0 - 539","3.0 Construction","PTR Rolling pattern"
"14fee09c-ef6d-5afe-991b-51f5e54c3d20","","checkpoint-status","not-started","","","TRUE","TRUE","CHIP SEAL 2023/2024","SH2","2.1 WDC Bdy	 SH2 RS 209 RP 0 - 539","3.0 Construction","Traffickating"
"5cca695a-2bb1-5eab-adf2-59ec9ce9bef9","","checkpoint-status","not-started","","","TRUE","TRUE","CHIP SEAL 2023/2024","SH2","2.1 WDC Bdy	 SH2 RS 209 RP 0 - 539","3.0 Construction","Tagging for line marking"
"38000d5d-23c6-52af-97b4-ff08781ef358","","checkpoint-status","not-started","","","TRUE","TRUE","CHIP SEAL 2023/2024","SH2","2.1 WDC Bdy	 SH2 RS 209 RP 0 - 539","3.0 Construction","Post-Sealing Surfacing Condition"
"a25b81f3-a9b2-5af9-bc62-2078dbf4a398","","checkpoint-group","not-started","","","FALSE","FALSE","CHIP SEAL 2023/2024","SH2","2.1 WDC Bdy	 SH2 RS 209 RP 0 - 539","4.0 Post-Construction"
"22f3a2c0-0f47-5d37-abfe-fe99fd63482f","","checkpoint-status","not-started","","","TRUE","TRUE","CHIP SEAL 2023/2024","SH2","2.1 WDC Bdy	 SH2 RS 209 RP 0 - 539","4.0 Post-Construction","Linemarking and RRPM Reinstated, Matches previous linemarking - within 48 hours of sealing"
"29b64eb1-b6f5-57d5-81e8-ac7c067c252a","","checkpoint-status","not-started","","","TRUE","TRUE","CHIP SEAL 2023/2024","SH2","2.1 WDC Bdy	 SH2 RS 209 RP 0 - 539","4.0 Post-Construction","Spray Sheet/s Checked & Supplied for Claiming"
"c599dd97-4cdb-543a-9768-daa5560f7a89","","checkpoint-status","not-started","","","TRUE","TRUE","CHIP SEAL 2023/2024","SH2","2.1 WDC Bdy	 SH2 RS 209 RP 0 - 539","4.0 Post-Construction","Collect & Upload RAMM data"
"27721a4c-5bd7-583d-b173-699071f54c62","","checkpoint-group","not-started","","","FALSE","FALSE","CHIP SEAL 2023/2024","SH2","2.1 WDC Bdy	 SH2 RS 209 RP 0 - 539","5.0 Out Of Season Sealing"
"b2cc4e4d-a3bc-58dc-be64-7d4b6434651e","","checkpoint-status","not-started","","","TRUE","TRUE","CHIP SEAL 2023/2024","SH2","2.1 WDC Bdy	 SH2 RS 209 RP 0 - 539","5.0 Out Of Season Sealing","Out of Season Sealing"
"872f9384-22f1-4da2-9615-a1d1e34ea02b","","checklist-sectioned","work-in-progress","ITP - Resurfacing Physical Works","checklist","FALSE","FALSE","CHIP SEAL 2023/2024","SH2","2.2 Matata West	SH2	RS 209  RP 12858 - 13270"
"1cf9a72e-5713-5053-a52c-23e207b68879","","checkpoint-group","not-started","","","FALSE","FALSE","CHIP SEAL 2023/2024","SH2","2.2 Matata West	SH2	RS 209  RP 12858 - 13270","1.0 Pre-Works (Off Site)"
"32aebe30-fe1d-52bd-b559-8cf9d4ea29f8","","checkpoint-status","not-started","","","TRUE","TRUE","CHIP SEAL 2023/2024","SH2","2.2 Matata West	SH2	RS 209  RP 12858 - 13270","1.0 Pre-Works (Off Site)","Stakeholder Management Requirements met"
"3ff0613a-060b-5c60-91f0-f4bd3da0513e","","checkpoint-status","not-started","","","TRUE","TRUE","CHIP SEAL 2023/2024","SH2","2.2 Matata West	SH2	RS 209  RP 12858 - 13270","1.0 Pre-Works (Off Site)","Confirm if any environmental protection is required"
"6e99a690-2b56-5465-b035-78bb0ea49b5f","","checkpoint-status","not-started","","","TRUE","TRUE","CHIP SEAL 2023/2024","SH2","2.2 Matata West	SH2	RS 209  RP 12858 - 13270","1.0 Pre-Works (Off Site)","Daily work briefing, confirm scope, that you have all staff, materials and plant needed to complete the work"
"612dc369-ce04-5eca-986a-cd2090aa2e73","","checkpoint-group","work-in-progress","","","FALSE","FALSE","CHIP SEAL 2023/2024","SH2","2.2 Matata West	SH2	RS 209  RP 12858 - 13270","2.0 Pre-Construction (On Site)"
"75b7268c-03b0-5351-9ba1-b02bdba9889f","","checkpoint-status","not-started","","","TRUE","TRUE","CHIP SEAL 2023/2024","SH2","2.2 Matata West	SH2	RS 209  RP 12858 - 13270","2.0 Pre-Construction (On Site)","Job start, identify risks and controls, communicated to team"
"57b0da32-55b1-5068-8edd-d6523bbf5434","","checkpoint-status","not-started","","","TRUE","TRUE","CHIP SEAL 2023/2024","SH2","2.2 Matata West	SH2	RS 209  RP 12858 - 13270","2.0 Pre-Construction (On Site)","Establish traffic management to plan"
"4d350399-e159-5581-8a2b-7457d4204aa5","","checkpoint-status","not-started","","","TRUE","TRUE","CHIP SEAL 2023/2024","SH2","2.2 Matata West	SH2	RS 209  RP 12858 - 13270","2.0 Pre-Construction (On Site)","Confirm site is on approved programme"
"c52877c2-2cfb-507b-9b39-0aae7b940298","","checkpoint-status","not-started","","","TRUE","TRUE","CHIP SEAL 2023/2024","SH2","2.2 Matata West	SH2	RS 209  RP 12858 - 13270","2.0 Pre-Construction (On Site)","Confirm site extents (i.e. Check what is marked on the road matches the job sheet / programme details"
"325a648d-f00e-5d98-8998-72af81b025d5","","checkpoint-status","not-started","","","TRUE","TRUE","CHIP SEAL 2023/2024","SH2","2.2 Matata West	SH2	RS 209  RP 12858 - 13270","2.0 Pre-Construction (On Site)","Stockpiled sealing chip is clean and suitable for sealing"
"eb7e390b-0301-554b-8595-953a93132a54","","checkpoint-status","not-started","","","TRUE","TRUE","CHIP SEAL 2023/2024","SH2","2.2 Matata West	SH2	RS 209  RP 12858 - 13270","2.0 Pre-Construction (On Site)","Stockpiled sealing chip is the same grade(s) as specified in the chipseal design"
"4da676c5-28c5-57b3-9d3a-86116079d140","","checkpoint-status","not-started","","","TRUE","TRUE","CHIP SEAL 2023/2024","SH2","2.2 Matata West	SH2	RS 209  RP 12858 - 13270","2.0 Pre-Construction (On Site)","Record & photograph environmental protection measures installed"
"c0539742-d7a4-59c1-8918-2031d0b4314d","","checkpoint-status","not-started","","","TRUE","TRUE","CHIP SEAL 2023/2024","SH2","2.2 Matata West	SH2	RS 209  RP 12858 - 13270","2.0 Pre-Construction (On Site)","Binder application rate"
"34738624-22f3-5240-b346-177e85900a99","","checkpoint-status","work-in-progress","","","TRUE","TRUE","CHIP SEAL 2023/2024","SH2","2.2 Matata West	SH2	RS 209  RP 12858 - 13270","2.0 Pre-Construction (On Site)","Pre-Sealing surface condition"
"8699765f-1abd-5651-bdce-a0fd544baaaa","","checkpoint-group","not-started","","","FALSE","FALSE","CHIP SEAL 2023/2024","SH2","2.2 Matata West	SH2	RS 209  RP 12858 - 13270","3.0 Construction"
"34fe9969-8315-51da-8e7c-bf65e7e5a8ec","","checkpoint-status","not-started","","","TRUE","TRUE","CHIP SEAL 2023/2024","SH2","2.2 Matata West	SH2	RS 209  RP 12858 - 13270","3.0 Construction","Start spraying Temp >10°C"
"2814aa3b-7dff-5b8f-8664-4311d5a356d5","","checkpoint-status","not-started","","","TRUE","TRUE","CHIP SEAL 2023/2024","SH2","2.2 Matata West	SH2	RS 209  RP 12858 - 13270","3.0 Construction","Binder application variation"
"7a985f4f-8d9d-5000-94d9-42ebf1bc0d6b","","checkpoint-status","not-started","","","TRUE","TRUE","CHIP SEAL 2023/2024","SH2","2.2 Matata West	SH2	RS 209  RP 12858 - 13270","3.0 Construction","Sealing chip application"
"0b6cc54a-f710-54ff-9135-30b9c18d787d","","checkpoint-status","not-started","","","TRUE","TRUE","CHIP SEAL 2023/2024","SH2","2.2 Matata West	SH2	RS 209  RP 12858 - 13270","3.0 Construction","PTR Rolling pattern"
"d852125b-fe9d-51e9-9f60-37fdebc5a663","","checkpoint-status","not-started","","","TRUE","TRUE","CHIP SEAL 2023/2024","SH2","2.2 Matata West	SH2	RS 209  RP 12858 - 13270","3.0 Construction","Traffickating"
"7c678665-9851-5241-8397-8aae08a799c9","","checkpoint-status","not-started","","","TRUE","TRUE","CHIP SEAL 2023/2024","SH2","2.2 Matata West	SH2	RS 209  RP 12858 - 13270","3.0 Construction","Tagging for line marking"
"32543661-82af-5511-891b-2bdf1d5bf572","","checkpoint-status","not-started","","","TRUE","TRUE","CHIP SEAL 2023/2024","SH2","2.2 Matata West	SH2	RS 209  RP 12858 - 13270","3.0 Construction","Post-Sealing Surfacing Condition"
"e0decf23-c86e-5b30-a48b-8cf4e203996e","","checkpoint-group","not-started","","","FALSE","FALSE","CHIP SEAL 2023/2024","SH2","2.2 Matata West	SH2	RS 209  RP 12858 - 13270","4.0 Post-Construction"
"604b9175-034b-5fc0-874d-2072e7293481","","checkpoint-status","not-started","","","TRUE","TRUE","CHIP SEAL 2023/2024","SH2","2.2 Matata West	SH2	RS 209  RP 12858 - 13270","4.0 Post-Construction","Linemarking and RRPM Reinstated, Matches previous linemarking - within 48 hours of sealing"
"0381e979-326d-527c-9dee-7981a15e5f27","","checkpoint-status","not-started","","","TRUE","TRUE","CHIP SEAL 2023/2024","SH2","2.2 Matata West	SH2	RS 209  RP 12858 - 13270","4.0 Post-Construction","Spray Sheet/s Checked & Supplied for Claiming"
"c7ac8fa9-b6f3-5dcc-9061-9114ea49d01c","","checkpoint-status","not-started","","","TRUE","TRUE","CHIP SEAL 2023/2024","SH2","2.2 Matata West	SH2	RS 209  RP 12858 - 13270","4.0 Post-Construction","Collect & Upload RAMM data"
"0f74fa52-8017-5e8c-b11d-30893f231140","","checkpoint-group","not-started","","","FALSE","FALSE","CHIP SEAL 2023/2024","SH2","2.2 Matata West	SH2	RS 209  RP 12858 - 13270","5.0 Out Of Season Sealing"
"e45316ea-10d5-51ad-b07a-ef97d3d28dd8","","checkpoint-status","not-started","","","TRUE","TRUE","CHIP SEAL 2023/2024","SH2","2.2 Matata West	SH2	RS 209  RP 12858 - 13270","5.0 Out Of Season Sealing","Out of Season Sealing"
"0f691def-545e-4693-a49a-ff1b014efd21","","checklist-sectioned","work-in-progress","ITP - Resurfacing Physical Works","checklist","FALSE","FALSE","CHIP SEAL 2023/2024","SH2","2.3 Matata Subway  West	SH2 RS 209  RP 13270 - 13650"
"3d5393da-1866-592b-8993-8b7f47f64ef5","","checkpoint-group","not-started","","","FALSE","FALSE","CHIP SEAL 2023/2024","SH2","2.3 Matata Subway  West	SH2 RS 209  RP 13270 - 13650","1.0 Pre-Works (Off Site)"
"89ea7849-c76e-5947-aaad-2c4aad663f87","","checkpoint-status","not-started","","","TRUE","TRUE","CHIP SEAL 2023/2024","SH2","2.3 Matata Subway  West	SH2 RS 209  RP 13270 - 13650","1.0 Pre-Works (Off Site)","Stakeholder Management Requirements met"
"54c839ec-0c77-51de-83c1-0ae4675509cf","","checkpoint-status","not-started","","","TRUE","TRUE","CHIP SEAL 2023/2024","SH2","2.3 Matata Subway  West	SH2 RS 209  RP 13270 - 13650","1.0 Pre-Works (Off Site)","Confirm if any environmental protection is required"
"5727840f-34df-57fe-8a91-a9bad40e2810","","checkpoint-status","not-started","","","TRUE","TRUE","CHIP SEAL 2023/2024","SH2","2.3 Matata Subway  West	SH2 RS 209  RP 13270 - 13650","1.0 Pre-Works (Off Site)","Daily work briefing, confirm scope, that you have all staff, materials and plant needed to complete the work"
"7ba838cc-57bd-5c71-adce-cf8d7e5b3a4b","","checkpoint-group","work-in-progress","","","FALSE","FALSE","CHIP SEAL 2023/2024","SH2","2.3 Matata Subway  West	SH2 RS 209  RP 13270 - 13650","2.0 Pre-Construction (On Site)"
"6fa759c4-b9eb-5164-91f0-29501bb265f4","","checkpoint-status","not-started","","","TRUE","TRUE","CHIP SEAL 2023/2024","SH2","2.3 Matata Subway  West	SH2 RS 209  RP 13270 - 13650","2.0 Pre-Construction (On Site)","Job start, identify risks and controls, communicated to team"
"4ddbd433-7d61-5fcf-82d6-dc679b14df1f","","checkpoint-status","not-started","","","TRUE","TRUE","CHIP SEAL 2023/2024","SH2","2.3 Matata Subway  West	SH2 RS 209  RP 13270 - 13650","2.0 Pre-Construction (On Site)","Establish traffic management to plan"
"0f79e380-4c7b-5b9f-9d9d-6ac0ec92514f","","checkpoint-status","not-started","","","TRUE","TRUE","CHIP SEAL 2023/2024","SH2","2.3 Matata Subway  West	SH2 RS 209  RP 13270 - 13650","2.0 Pre-Construction (On Site)","Confirm site is on approved programme"
"d5dd2a78-e516-53a5-81c8-bbe75f9b3926","","checkpoint-status","not-started","","","TRUE","TRUE","CHIP SEAL 2023/2024","SH2","2.3 Matata Subway  West	SH2 RS 209  RP 13270 - 13650","2.0 Pre-Construction (On Site)","Confirm site extents (i.e. Check what is marked on the road matches the job sheet / programme details"
"c84ecdb7-0752-550b-b279-b0b6c76cc1b9","","checkpoint-status","not-started","","","TRUE","TRUE","CHIP SEAL 2023/2024","SH2","2.3 Matata Subway  West	SH2 RS 209  RP 13270 - 13650","2.0 Pre-Construction (On Site)","Stockpiled sealing chip is clean and suitable for sealing"
"22d8273a-f2af-5f19-b900-98ff456e3714","","checkpoint-status","not-started","","","TRUE","TRUE","CHIP SEAL 2023/2024","SH2","2.3 Matata Subway  West	SH2 RS 209  RP 13270 - 13650","2.0 Pre-Construction (On Site)","Stockpiled sealing chip is the same grade(s) as specified in the chipseal design"
"d1c930bb-d46c-59e0-8656-0e1fe78ad29f","","checkpoint-status","not-started","","","TRUE","TRUE","CHIP SEAL 2023/2024","SH2","2.3 Matata Subway  West	SH2 RS 209  RP 13270 - 13650","2.0 Pre-Construction (On Site)","Record & photograph environmental protection measures installed"
"79aa6d2b-cec4-5269-a37f-594ff321b5d1","","checkpoint-status","not-started","","","TRUE","TRUE","CHIP SEAL 2023/2024","SH2","2.3 Matata Subway  West	SH2 RS 209  RP 13270 - 13650","2.0 Pre-Construction (On Site)","Binder application rate"
"2869c0e3-ec75-5e18-8994-33c5f2432256","","checkpoint-status","work-in-progress","","","TRUE","TRUE","CHIP SEAL 2023/2024","SH2","2.3 Matata Subway  West	SH2 RS 209  RP 13270 - 13650","2.0 Pre-Construction (On Site)","Pre-Sealing surface condition"
"dff6577d-2ed5-5556-8228-4ac4f124239f","","checkpoint-group","not-started","","","FALSE","FALSE","CHIP SEAL 2023/2024","SH2","2.3 Matata Subway  West	SH2 RS 209  RP 13270 - 13650","3.0 Construction"
"aa6046f1-09c7-58e5-9df2-486164918322","","checkpoint-status","not-started","","","TRUE","TRUE","CHIP SEAL 2023/2024","SH2","2.3 Matata Subway  West	SH2 RS 209  RP 13270 - 13650","3.0 Construction","Start spraying Temp >10°C"
