type,name,values,prefix,postfix,usage count,user addable,template name,,,,,,,,
label,Responsibility: SE/PE/SPE,,,,,,,,,,,,,,
label,- - - - - - - - -,,,,,,,,,,,,,,
label,Verifying Documents: This ITP,,,,,,,,,,,,,,
checkpoint,4.7 - Adhesive Curing,,,,,,,,,,,,,,
label,Reference: ,,,,,,,,,,,,,,
label,680.08 (a) & (b),,,,,,,,,,,,,,
label,Manufacturer's Installation Instructions,,,,,,,,,,,,,,
label,- - - - - - - - -,,,,,,,,,,,,,,
label,"Acceptance Criteria: The anchor shall not be disturbed, moved, loaded or torqued during the specified temperature dependent curing period before proceeding to the next step.",,,,,,,,,,,,,,
label,- - - - - - - - -,,,,,,,,,,,,,,
label,Method: Visual,,,,,,,,,,,,,,
label,- - - - - - - - -,,,,,,,,,,,,,,
label,Frequency: Each anchor,,,,,,,,,,,,,,
label,- - - - - - - - -,,,,,,,,,,,,,,
label,IP,,,,,,,,,,,,,,
label,- - - - - - - - -,,,,,,,,,,,,,,
label,Responsibility: SE/PE/SPE,,,,,,,,,,,,,,
label,- - - - - - - - -,,,,,,,,,,,,,,
label,Verifying Documents: This ITP,,,,,,,,,,,,,,
section,5 - Post-installation Activities,,,,,,,,,,,,,,
checkpoint,5.1 - Proof Load Testing,,,,,,,,,,,,,,
label,Reference: ,,,,,,,,,,,,,,
label,680.09 (c),,,,,,,,,,,,,,
label,Load Testing of Bonded Anchors Work Procedure,,,,,,,,,,,,,,
label,Manufacturer's Installation Instructions,,,,,,,,,,,,,,
label,- - - - - - - - -,,,,,,,,,,,,,,
label,"Acceptance Criteria: After completion of the curing period, bonded anchors shall be subject to proof load testing, as outlined in the approved Work Procedure for Load Testing of Bonded Anchors.",,,,,,,,,,,,,,
label,"All (100%) of anchors subject to tensile loads, a combination of shear and tensile loads or fatigue loads, shall be tested.",,,,,,,,,,,,,,
label,All other anchors not subject to tension shall be tested at the greater number of 2.5% of the lot quantity or 5 no. anchors. ,,,,,,,,,,,,,,
label,Test results shall be equal to or greater than the factored tensile or shear loads and equal to or less than the maximum displacements shown in the Manufacturer's Installation Instructions.,,,,,,,,,,,,,,
label,"If any anchor fails the proof load or is displaced beyond the limits, the entire discrete population shall be tested for compliance.",,,,,,,,,,,,,,
label,Refer to section 5.2 if the entire discrete population fails.,,,,,,,,,,,,,,
label,Attach: Proof Load Test Results,,,,,,,,,,,,,,
label,- - - - - - - - -,,,,,,,,,,,,,,
label,Method: Document Review,,,,,,,,,,,,,,
label,- - - - - - - - -,,,,,,,,,,,,,,
label,Frequency: Each discrete population,,,,,,,,,,,,,,
label,- - - - - - - - -,,,,,,,,,,,,,,
label,IP,,,,,,,,,,,,,,
label,- - - - - - - - -,,,,,,,,,,,,,,
label,Responsibility: SE/PE/SPE,,,,,,,,,,,,,,
label,- - - - - - - - -,,,,,,,,,,,,,,
label,Verifying Documents: This ITP,,,,,,,,,,,,,,
checkpoint,5.2 - Failure of Load Testing,,,,,,,,,,,,,,
label,Reference: ,,,,,,,,,,,,,,
label,680.09 (d) ,,,,,,,,,,,,,,
label,Load Testing of Bonded Anchors Work Procedure,,,,,,,,,,,,,,
label,- - - - - - - - -,,,,,,,,,,,,,,
label,"Acceptance Criteria: Should an anchor fail an Ultimate Load test, or an entire discrete population fail a Proof Load; rectification proposals must be provided to the Superintendent for assessment prior to any further installation.",,,,,,,,,,,,,,
textbox,Enter: Teambinder Approval Number,,,,,,,,,,,,,,
label,- - - - - - - - -,,,,,,,,,,,,,,
label,Method: Document Review,,,,,,,,,,,,,,
label,- - - - - - - - -,,,,,,,,,,,,,,
label,Frequency: Where applicable,,,,,,,,,,,,,,
label,- - - - - - - - -,,,,,,,,,,,,,,
label,HP,,,,,,,,,,,,,,
label,- - - - - - - - -,,,,,,,,,,,,,,
label,Responsibility: Superintendent,,,,,,,,,,,,,,
label,- - - - - - - - -,,,,,,,,,,,,,,
label,Verifying Documents: ConQA Hold Point Release,,,,,,,,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,,,,,,,,
checkpoint,5.3 - Surface Inspection - Cracks,,,,,,,,,,,,,,
label,Reference: ,,,,,,,,,,,,,,
label,Structural Concrete Crack Repair ITP,,,,,,,,,,,,,,
label,- - - - - - - - -,,,,,,,,,,,,,,
label,Acceptance Criteria: No cracks greater than the maximum widths shown below.,,,,,,,,,,,,,,
label,Exposure classification:,,,,,,,,,,,,,,
label,A = 0.2mm,,,,,,,,,,,,,,
label,B1 = 0.2mm,,,,,,,,,,,,,,
label,B2 = 0.15mm,,,,,,,,,,,,,,
label,"C,U = 0.10mm",,,,,,,,,,,,,,
label,"If cracking beyond the limits of the exposure classification is observed, follow Structural Concrete Crack Repair ITP (Specification 687), for investigation and repair.",,,,,,,,,,,,,,
label,- - - - - - - - -,,,,,,,,,,,,,,
label,"Method: Visual, Measure",,,,,,,,,,,,,,
label,- - - - - - - - -,,,,,,,,,,,,,,
label,"Frequency: Where applicable, each lot",,,,,,,,,,,,,,
label,- - - - - - - - -,,,,,,,,,,,,,,
label,IP,,,,,,,,,,,,,,
label,- - - - - - - - -,,,,,,,,,,,,,,
label,Responsibility: SE/PE/SPE,,,,,,,,,,,,,,
label,- - - - - - - - -,,,,,,,,,,,,,,
label,Verifying Documents: This ITP,,,,,,,,,,,,,,
checkpoint,5.4 - Surface Inspection - Abandoned Holes & Post-testing Spalling,,,,,,,,,,,,,,
label,Reference: ,,,,,,,,,,,,,,
label,IFC Drawings,,,,,,,,,,,,,,
label,Structural Concrete Patch Repair ITP,,,,,,,,,,,,,,
label,610.31 (a) - (n),,,,,,,,,,,,,,
label,610.32,,,,,,,,,,,,,,
label,- - - - - - - - -,,,,,,,,,,,,,,
label,"Acceptance Criteria: Where holes have been abandoned, follow Structural Concrete Patch Repair ITP (Specification 689) for repair.",,,,,,,,,,,,,,
