"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"8e12bb11-6e0b-4097-95c7-154203689a29","","work-in-progress","","folder","TRUE","FALSE","QA Checks"
"bc0bc1c6-7664-4dcc-89ac-1207acbcf824","","not-started","","folder","TRUE","FALSE","QA Checks","August"
"982d7acc-39f7-42b3-9952-869aefacef17","","not-started","Form 87 - QA Form","checklist","FALSE","FALSE","QA Checks","August","QA Form"
"4178ed29-90ae-5559-9e68-55dc2abf14a2","","not-started","Form 87 - QA Form:9af97d8f-6e91-433e-b605-e741f4b57ce2","section","FALSE","FALSE","QA Checks","August","QA Form","Details"
"1905eb34-062b-5634-9ef8-d9ba5e729835","","not-started","Form 87 - QA Form:f13a10d2-da83-401a-a014-f8b4ef456cf0:e7c87099-4cf9-49f7-b8e0-95c8f3c286df","checkpoint","TRUE","TRUE","QA Checks","August","QA Form","Batching Concrete","10 - Concrete testing"
"0edf1e74-adec-56df-b48e-e64586bcfedc","","not-started","Form 87 - QA Form:7b814cd4-0913-4de0-80e1-606b9f9f3f84","section","FALSE","FALSE","QA Checks","August","QA Form","Concrete Placement, Handling & Finishing"
"bb78b36a-3b32-5fd3-b229-0ceb4839b4e0","","not-started","Form 87 - QA Form:7b814cd4-0913-4de0-80e1-606b9f9f3f84:ac3d0224-7280-41ed-a3b2-d7181853e2bb","checkpoint","TRUE","TRUE","QA Checks","August","QA Form","Concrete Placement, Handling & Finishing","11 - Pour concrete"
"1f39ea99-56fe-571f-b275-59c98799dff0","","not-started","Form 87 - QA Form:7b814cd4-0913-4de0-80e1-606b9f9f3f84:409205f3-956d-4991-b869-7f337607dfab","checkpoint","TRUE","TRUE","QA Checks","August","QA Form","Concrete Placement, Handling & Finishing","12 - Finishing"
"a8373f61-ccfa-5797-84b7-b95fcb0e476d","","not-started","Form 87 - QA Form:1f8a1480-6f23-40fc-8432-b6ed697d0e86","section","FALSE","FALSE","QA Checks","August","QA Form","Post Pour"
"91c5abb6-b8bc-5fa0-ba89-9545e9534be1","","not-started","Form 87 - QA Form:1f8a1480-6f23-40fc-8432-b6ed697d0e86:558d86df-4cd8-4545-9a2f-0f11bcd39913","checkpoint","TRUE","TRUE","QA Checks","August","QA Form","Post Pour","13 - Remove from mould"
"b6a3686b-73b5-51d0-85a8-6c0f2e9355a2","","not-started","Form 87 - QA Form:1f8a1480-6f23-40fc-8432-b6ed697d0e86:4a123c1e-13ec-4b0e-acf8-7333358b37f4","checkpoint","TRUE","TRUE","QA Checks","August","QA Form","Post Pour","14 - Curing"
"08dfbc19-2105-56da-9007-d30c42392342","","not-started","Form 87 - QA Form:faf75d46-b892-48a7-92ce-db9b83112980","section","FALSE","FALSE","QA Checks","August","QA Form","Repairs (if required) and storage of product"
"2ae46e85-3342-5c77-816f-bb118d1840be","","not-started","Form 87 - QA Form:faf75d46-b892-48a7-92ce-db9b83112980:eb35ca37-d132-4499-8362-3f627566a706","checkpoint","TRUE","TRUE","QA Checks","August","QA Form","Repairs (if required) and storage of product","15 - Identify and repair defects"
"c521a58d-5c2a-55c9-9bfa-6feca2ca1df7","","not-started","Form 87 - QA Form:faf75d46-b892-48a7-92ce-db9b83112980:d1e0355a-734c-48da-b25e-7e3744295427","checkpoint","TRUE","TRUE","QA Checks","August","QA Form","Repairs (if required) and storage of product","16 - Final inspection and storage of items"
"cf027d18-fe73-54a1-9f26-eb0d2e8fc723","","not-started","Form 87 - QA Form:faf75d46-b892-48a7-92ce-db9b83112980:6e0a95bf-99e4-4d3e-a21f-0f96c07cf1b3","checkpoint","TRUE","TRUE","QA Checks","August","QA Form","Repairs (if required) and storage of product","17 - Quality Documentation"
"086915a4-296b-4c79-8ad0-aa51b0a85a28","","work-in-progress","","folder","TRUE","FALSE","QA Checks","September"
"e15205a3-d3ba-4aef-9cc7-995f1d3f5d46","","work-in-progress","Form 87 - QA Form","checklist","FALSE","FALSE","QA Checks","September","14017 / B&J Catalano"
"853e8575-dea1-5560-ac1f-19bf923d276d","","pass","Form 87 - QA Form:9af97d8f-6e91-433e-b605-e741f4b57ce2","section","FALSE","FALSE","QA Checks","September","14017 / B&J Catalano","Details"
"585e30bf-e5b5-5e53-8222-50ae6efb52f5","","pass","Form 87 - QA Form:9af97d8f-6e91-433e-b605-e741f4b57ce2:d658a447-d50c-462d-a5d2-08feb8091f44","checkpoint","TRUE","TRUE","QA Checks","September","14017 / B&J Catalano","Details","Details"
"66158968-d241-5d44-a5b9-40eae3ad55f7","","pass","Form 87 - QA Form:7a9286aa-7558-48e5-9db2-05fea60f5a85","section","FALSE","FALSE","QA Checks","September","14017 / B&J Catalano","Preliminary Activities"
"7bc19d9e-f442-574e-933f-c91d6da203de","","pass","Form 87 - QA Form:7a9286aa-7558-48e5-9db2-05fea60f5a85:51fb4cdb-82b3-4d8f-83aa-b2a82aaf429e","checkpoint","TRUE","TRUE","QA Checks","September","14017 / B&J Catalano","Preliminary Activities","1 - Review Work Instruction"
"a592f9bf-f617-5057-af63-047b4a47cc67","","pass","Form 87 - QA Form:7a9286aa-7558-48e5-9db2-05fea60f5a85:351bf310-e1f8-4286-a989-3601b5259eff","checkpoint","TRUE","TRUE","QA Checks","September","14017 / B&J Catalano","Preliminary Activities","2 - Certification of lifting points/ cast in items"
"b4cdce66-e113-5c7b-bc28-e4a74f4caf58","","pass","Form 87 - QA Form:7a9286aa-7558-48e5-9db2-05fea60f5a85:080fbac6-9170-4109-a2a1-5d834ebad545","checkpoint","TRUE","TRUE","QA Checks","September","14017 / B&J Catalano","Preliminary Activities","3 - Concrete mix design"
"2820d018-44ae-530a-b3b7-b30b211c0f52","","not-applicable","Form 87 - QA Form:7a9286aa-7558-48e5-9db2-05fea60f5a85:8699bd1c-ae11-4724-9343-2079ec7d68d4","checkpoint","TRUE","TRUE","QA Checks","September","14017 / B&J Catalano","Preliminary Activities","4 - Pre-Inspection Meeting"
"5dc2cc50-178b-5837-86e8-d1da0bab1ce8","","pass","Form 87 - QA Form:62352867-955e-45f4-a9f5-573282002989","section","FALSE","FALSE","QA Checks","September","14017 / B&J Catalano","Materials"
"98d8e475-3de0-5e27-afe7-3418a8191c08","","pass","Form 87 - QA Form:62352867-955e-45f4-a9f5-573282002989:165bfb96-0449-4f3c-829e-eaded3bf6586","checkpoint","TRUE","TRUE","QA Checks","September","14017 / B&J Catalano","Materials","5 - Assemble reinforcing cage"
"c87d0dc7-add4-50aa-9d17-2a574b94f795","","pass","Form 87 - QA Form:d1873c3f-d74a-4689-9994-e317e97ed6cc","section","FALSE","FALSE","QA Checks","September","14017 / B&J Catalano","Pre-Pour"
"bb224463-577d-5995-a5e9-547499503d00","","pass","Form 87 - QA Form:d1873c3f-d74a-4689-9994-e317e97ed6cc:ac317b1a-5baf-4852-858d-3d191afe95c1","checkpoint","TRUE","TRUE","QA Checks","September","14017 / B&J Catalano","Pre-Pour","6 - Set up formwork/moulds"
"2aeb3dd6-2b61-53d7-812e-57a942297a0e","","pass","Form 87 - QA Form:d1873c3f-d74a-4689-9994-e317e97ed6cc:4ca2dd39-5c10-459b-9d32-2ac2d809ef38","checkpoint","TRUE","TRUE","QA Checks","September","14017 / B&J Catalano","Pre-Pour","7 - Apply form release"
"cbf3027b-1e15-5890-b99b-35e5f425b8b8","","pass","Form 87 - QA Form:d1873c3f-d74a-4689-9994-e317e97ed6cc:38a2cd6a-e1d3-4c54-94c6-d7c4de74f34b","checkpoint","TRUE","TRUE","QA Checks","September","14017 / B&J Catalano","Pre-Pour","8 - Installation of reinforcing"
"f30a79a2-17f1-5330-bf79-7db9fa6b1334","","pass","Form 87 - QA Form:d1873c3f-d74a-4689-9994-e317e97ed6cc:e4fe6d61-1104-4a78-bc80-835279f32e71","checkpoint","TRUE","TRUE","QA Checks","September","14017 / B&J Catalano","Pre-Pour","9 - Installation of cast-in items (Lifting Pins, Ferrules etc)"
"900640e6-66dc-5f91-a09e-0e2bac66f3c9","","pass","Form 87 - QA Form:f13a10d2-da83-401a-a014-f8b4ef456cf0","section","FALSE","FALSE","QA Checks","September","14017 / B&J Catalano","Batching Concrete"
"f6b90644-812d-50b1-b7e8-86822a7bee1c","","pass","Form 87 - QA Form:f13a10d2-da83-401a-a014-f8b4ef456cf0:e7c87099-4cf9-49f7-b8e0-95c8f3c286df","checkpoint","TRUE","TRUE","QA Checks","September","14017 / B&J Catalano","Batching Concrete","10 - Concrete testing"
"31d578e6-e5bc-5f1f-847d-9d610faa680c","","pass","Form 87 - QA Form:7b814cd4-0913-4de0-80e1-606b9f9f3f84","section","FALSE","FALSE","QA Checks","September","14017 / B&J Catalano","Concrete Placement, Handling & Finishing"
"62b896f3-72f9-59fe-8370-359572e2c3e7","","pass","Form 87 - QA Form:7b814cd4-0913-4de0-80e1-606b9f9f3f84:ac3d0224-7280-41ed-a3b2-d7181853e2bb","checkpoint","TRUE","TRUE","QA Checks","September","14017 / B&J Catalano","Concrete Placement, Handling & Finishing","11 - Pour concrete"
"d2ef62b2-797d-5cec-a18a-937f810d4637","","pass","Form 87 - QA Form:7b814cd4-0913-4de0-80e1-606b9f9f3f84:409205f3-956d-4991-b869-7f337607dfab","checkpoint","TRUE","TRUE","QA Checks","September","14017 / B&J Catalano","Concrete Placement, Handling & Finishing","12 - Finishing"
"1df291e7-3092-539d-a4f8-b1084efa1dd4","","pass","Form 87 - QA Form:1f8a1480-6f23-40fc-8432-b6ed697d0e86","section","FALSE","FALSE","QA Checks","September","14017 / B&J Catalano","Post Pour"
"bc1690b3-690e-58f2-bd5a-06b0fbe4b282","","pass","Form 87 - QA Form:1f8a1480-6f23-40fc-8432-b6ed697d0e86:558d86df-4cd8-4545-9a2f-0f11bcd39913","checkpoint","TRUE","TRUE","QA Checks","September","14017 / B&J Catalano","Post Pour","13 - Remove from mould"
"5ce2fd2a-6c31-5489-93df-5856b55b3336","","pass","Form 87 - QA Form:1f8a1480-6f23-40fc-8432-b6ed697d0e86:4a123c1e-13ec-4b0e-acf8-7333358b37f4","checkpoint","TRUE","TRUE","QA Checks","September","14017 / B&J Catalano","Post Pour","14 - Curing"
"c1a6c2a2-4ffd-560e-8dcd-873ce04bbdc1","","work-in-progress","Form 87 - QA Form:faf75d46-b892-48a7-92ce-db9b83112980","section","FALSE","FALSE","QA Checks","September","14017 / B&J Catalano","Repairs (if required) and storage of product"
"4da9a531-a908-51c5-b772-46cac639fbeb","","pass","Form 87 - QA Form:faf75d46-b892-48a7-92ce-db9b83112980:eb35ca37-d132-4499-8362-3f627566a706","checkpoint","TRUE","TRUE","QA Checks","September","14017 / B&J Catalano","Repairs (if required) and storage of product","15 - Identify and repair defects"
"2923825d-edb9-55c8-ac60-b8ddb2ed319b","","pass","Form 87 - QA Form:faf75d46-b892-48a7-92ce-db9b83112980:d1e0355a-734c-48da-b25e-7e3744295427","checkpoint","TRUE","TRUE","QA Checks","September","14017 / B&J Catalano","Repairs (if required) and storage of product","16 - Final inspection and storage of items"
"0f8e2710-564b-525f-94c8-4c723058e9da","","work-in-progress","Form 87 - QA Form:faf75d46-b892-48a7-92ce-db9b83112980:6e0a95bf-99e4-4d3e-a21f-0f96c07cf1b3","checkpoint","TRUE","TRUE","QA Checks","September","14017 / B&J Catalano","Repairs (if required) and storage of product","17 - Quality Documentation"
"5fe23fc3-a4b9-4ab9-ac87-8d5723670007","","no-status-not-started","","folder","TRUE","FALSE","QA Checks","October"
"3afd60ea-cb29-4491-9c82-fe1f61426bf6","","no-status-not-started","","folder","TRUE","FALSE","QA Checks","November"
"27268f9a-8844-4766-98df-471b2a0d5a23","","no-status-not-started","","folder","TRUE","FALSE","QA Checks","December"
"3d0d6791-2905-4e00-8b98-f33749779215","","work-in-progress","","folder","TRUE","FALSE","Load Checks"
"284280a3-4b26-4746-8257-074a07c4ee72","","work-in-progress","","folder","TRUE","FALSE","Load Checks","September"
"ea046b43-9455-447a-8105-f6410d14a9d1","","pass","","folder","TRUE","FALSE","Load Checks","September","02/09"
"0a1f8124-117a-483e-96fd-f01654b8e893","","pass","2fff03710071b39841198f389d9b51ee16a60d2691309375ce848ddff11569f9","checklist","FALSE","FALSE","Load Checks","September","02/09","Load Check - 013755-8"
"4eb80a26-e4dc-588b-bd98-c7a655c54c7b","","pass","2fff03710071b39841198f389d9b51ee16a60d2691309375ce848ddff11569f9:308a3b7a-8649-4d17-b417-48c0eee7fe40","checkpoint","TRUE","TRUE","Load Checks","September","02/09","Load Check - 013755-8","Photo of loading docket / Completed loading docket"
"94dccfb8-87d2-5e5c-a461-d5b75aee26ce","","not-applicable","2fff03710071b39841198f389d9b51ee16a60d2691309375ce848ddff11569f9:eaa54a95-b2f7-41e0-bf54-c62af4aeebcc","checkpoint","TRUE","TRUE","Load Checks","September","02/09","Load Check - 013755-8","Forklift operator has filled out paperwork correctly"
"6821fe0d-de9d-55a9-8b62-175fc797184b","","pass","2fff03710071b39841198f389d9b51ee16a60d2691309375ce848ddff11569f9:f4564e21-bb06-4067-a31c-95d3ca576b7f","checkpoint","TRUE","TRUE","Load Checks","September","02/09","Load Check - 013755-8","Check load to loading docket and take photos of products"
"f5e66c1d-5b5b-5f2b-8356-8c7bdaad5e6d","","pass","2fff03710071b39841198f389d9b51ee16a60d2691309375ce848ddff11569f9:0eceeb34-0b07-4df6-8d3c-685b4e0570b6","checkpoint","TRUE","TRUE","Load Checks","September","02/09","Load Check - 013755-8","Confirm that products are not damaged and up to MJB standards"
"23d7e4fb-ef59-5cda-a2b0-95df0d34effe","","pass","2fff03710071b39841198f389d9b51ee16a60d2691309375ce848ddff11569f9:8333b902-1208-4434-93c7-106317f171ed","checkpoint","TRUE","TRUE","Load Checks","September","02/09","Load Check - 013755-8","If Pipes are on the load, ensure rubber rings are also loaded and take photos"
"3da604e3-b5d3-5e67-91fe-e2fccaf34921","","pass","2fff03710071b39841198f389d9b51ee16a60d2691309375ce848ddff11569f9:8e0b3747-32f0-49b6-a98a-c677431d4dcf","checkpoint","TRUE","TRUE","Load Checks","September","02/09","Load Check - 013755-8","Load has been strapped and secured"
"bc3841f6-a7e8-5412-ad4c-2d0f8e612d1a","","pass","2fff03710071b39841198f389d9b51ee16a60d2691309375ce848ddff11569f9:cab31dd5-d6be-4df2-9b97-448aa02228bc","checkpoint","TRUE","TRUE","Load Checks","September","02/09","Load Check - 013755-8","Photos to be taken of each product, strapping and a wide view photo of the truck/trailers"
"f86fc70c-2506-5489-bd43-60115e829fc0","","pass","2fff03710071b39841198f389d9b51ee16a60d2691309375ce848ddff11569f9:6792a8df-c2cc-4eca-a27c-577a2afeb897","checkpoint","TRUE","TRUE","Load Checks","September","02/09","Load Check - 013755-8","Once all checks complete sign off loading docket, attach a photo and return to driver"
"d82d9b84-9388-4211-8c16-a46dc66693d8","","pass","2fff03710071b39841198f389d9b51ee16a60d2691309375ce848ddff11569f9","checklist","FALSE","FALSE","Load Checks","September","02/09","Load Check - 014130-2"
"a2105f6d-fe6e-58f1-b469-f9cbe8be3d3c","","pass","2fff03710071b39841198f389d9b51ee16a60d2691309375ce848ddff11569f9:308a3b7a-8649-4d17-b417-48c0eee7fe40","checkpoint","TRUE","TRUE","Load Checks","September","02/09","Load Check - 014130-2","Photo of loading docket / Completed loading docket"
"c9e2b7da-557a-5212-9cac-f5650c49eb39","","pass","2fff03710071b39841198f389d9b51ee16a60d2691309375ce848ddff11569f9:eaa54a95-b2f7-41e0-bf54-c62af4aeebcc","checkpoint","TRUE","TRUE","Load Checks","September","02/09","Load Check - 014130-2","Forklift operator has filled out paperwork correctly"
"862f5f60-a0ae-5500-a3e3-466e0fc11acc","","pass","2fff03710071b39841198f389d9b51ee16a60d2691309375ce848ddff11569f9:f4564e21-bb06-4067-a31c-95d3ca576b7f","checkpoint","TRUE","TRUE","Load Checks","September","02/09","Load Check - 014130-2","Check load to loading docket and take photos of products"
"08a4fa46-54ed-53eb-92d6-5fa24f7e3c64","","pass","2fff03710071b39841198f389d9b51ee16a60d2691309375ce848ddff11569f9:0eceeb34-0b07-4df6-8d3c-685b4e0570b6","checkpoint","TRUE","TRUE","Load Checks","September","02/09","Load Check - 014130-2","Confirm that products are not damaged and up to MJB standards"
"b4fcfccd-321f-53bd-98b8-65a5054456d9","","pass","2fff03710071b39841198f389d9b51ee16a60d2691309375ce848ddff11569f9:8333b902-1208-4434-93c7-106317f171ed","checkpoint","TRUE","TRUE","Load Checks","September","02/09","Load Check - 014130-2","If Pipes are on the load, ensure rubber rings are also loaded and take photos"
"aa7a4df1-6c0b-5f12-b902-85eda30e8161","","pass","2fff03710071b39841198f389d9b51ee16a60d2691309375ce848ddff11569f9:8e0b3747-32f0-49b6-a98a-c677431d4dcf","checkpoint","TRUE","TRUE","Load Checks","September","02/09","Load Check - 014130-2","Load has been strapped and secured"
"cfc0f963-04c1-5fb9-b0f3-cac70d8d3937","","pass","2fff03710071b39841198f389d9b51ee16a60d2691309375ce848ddff11569f9:cab31dd5-d6be-4df2-9b97-448aa02228bc","checkpoint","TRUE","TRUE","Load Checks","September","02/09","Load Check - 014130-2","Photos to be taken of each product, strapping and a wide view photo of the truck/trailers"
"aed33fa7-3aef-5f73-8908-5d767f87c9c7","","pass","2fff03710071b39841198f389d9b51ee16a60d2691309375ce848ddff11569f9:6792a8df-c2cc-4eca-a27c-577a2afeb897","checkpoint","TRUE","TRUE","Load Checks","September","02/09","Load Check - 014130-2","Once all checks complete sign off loading docket, attach a photo and return to driver"
"a1eb56b9-22a1-4b53-b32f-5a96db6e05be","","pass","2fff03710071b39841198f389d9b51ee16a60d2691309375ce848ddff11569f9","checklist","FALSE","FALSE","Load Checks","September","02/09","Load Check - 014086"
"61632234-f634-59b3-b518-cc9d14516b29","","pass","2fff03710071b39841198f389d9b51ee16a60d2691309375ce848ddff11569f9:308a3b7a-8649-4d17-b417-48c0eee7fe40","checkpoint","TRUE","TRUE","Load Checks","September","02/09","Load Check - 014086","Photo of loading docket / Completed loading docket"
"652b68b8-b78e-5a21-ad5f-850fc1069b4c","","pass","2fff03710071b39841198f389d9b51ee16a60d2691309375ce848ddff11569f9:eaa54a95-b2f7-41e0-bf54-c62af4aeebcc","checkpoint","TRUE","TRUE","Load Checks","September","02/09","Load Check - 014086","Forklift operator has filled out paperwork correctly"
"b950ccfb-fcb8-596a-aae7-43ed4c49140f","","pass","2fff03710071b39841198f389d9b51ee16a60d2691309375ce848ddff11569f9:f4564e21-bb06-4067-a31c-95d3ca576b7f","checkpoint","TRUE","TRUE","Load Checks","September","02/09","Load Check - 014086","Check load to loading docket and take photos of products"
"c179b37a-d93e-5b43-bcfa-a2990494d8b7","","pass","2fff03710071b39841198f389d9b51ee16a60d2691309375ce848ddff11569f9:0eceeb34-0b07-4df6-8d3c-685b4e0570b6","checkpoint","TRUE","TRUE","Load Checks","September","02/09","Load Check - 014086","Confirm that products are not damaged and up to MJB standards"
"99eb4e15-c4fd-5868-9d50-3f35a4f7ec48","","pass","2fff03710071b39841198f389d9b51ee16a60d2691309375ce848ddff11569f9:8333b902-1208-4434-93c7-106317f171ed","checkpoint","TRUE","TRUE","Load Checks","September","02/09","Load Check - 014086","If Pipes are on the load, ensure rubber rings are also loaded and take photos"
"197e4cc7-a7d2-5356-ada4-42b2709bb3ae","","pass","2fff03710071b39841198f389d9b51ee16a60d2691309375ce848ddff11569f9:8e0b3747-32f0-49b6-a98a-c677431d4dcf","checkpoint","TRUE","TRUE","Load Checks","September","02/09","Load Check - 014086","Load has been strapped and secured"
"0d154579-b043-5267-afb1-fc53724c93ee","","pass","2fff03710071b39841198f389d9b51ee16a60d2691309375ce848ddff11569f9:cab31dd5-d6be-4df2-9b97-448aa02228bc","checkpoint","TRUE","TRUE","Load Checks","September","02/09","Load Check - 014086","Photos to be taken of each product, strapping and a wide view photo of the truck/trailers"
"14112988-6717-5d07-b3ab-bde2cdafb117","","pass","2fff03710071b39841198f389d9b51ee16a60d2691309375ce848ddff11569f9:6792a8df-c2cc-4eca-a27c-577a2afeb897","checkpoint","TRUE","TRUE","Load Checks","September","02/09","Load Check - 014086","Once all checks complete sign off loading docket, attach a photo and return to driver"
"d3e112b2-d633-44c5-8929-45f8f5fef1f8","","pass","2fff03710071b39841198f389d9b51ee16a60d2691309375ce848ddff11569f9","checklist","FALSE","FALSE","Load Checks","September","02/09","Load Check - Andrew"
"3e23aaaa-e788-5b00-9039-2eb541426bde","","pass","2fff03710071b39841198f389d9b51ee16a60d2691309375ce848ddff11569f9:308a3b7a-8649-4d17-b417-48c0eee7fe40","checkpoint","TRUE","TRUE","Load Checks","September","02/09","Load Check - Andrew","Photo of loading docket / Completed loading docket"
"6c39b667-3ad4-5ca0-ab4c-5d638a45622e","","pass","2fff03710071b39841198f389d9b51ee16a60d2691309375ce848ddff11569f9:eaa54a95-b2f7-41e0-bf54-c62af4aeebcc","checkpoint","TRUE","TRUE","Load Checks","September","02/09","Load Check - Andrew","Forklift operator has filled out paperwork correctly"
"1225fe6f-f4ac-5f11-8f89-b51ce9fa8f48","","pass","2fff03710071b39841198f389d9b51ee16a60d2691309375ce848ddff11569f9:f4564e21-bb06-4067-a31c-95d3ca576b7f","checkpoint","TRUE","TRUE","Load Checks","September","02/09","Load Check - Andrew","Check load to loading docket and take photos of products"
"7e59ad44-0bc4-57e4-acab-6c40f32aebf0","","pass","2fff03710071b39841198f389d9b51ee16a60d2691309375ce848ddff11569f9:0eceeb34-0b07-4df6-8d3c-685b4e0570b6","checkpoint","TRUE","TRUE","Load Checks","September","02/09","Load Check - Andrew","Confirm that products are not damaged and up to MJB standards"
"44cd147b-0555-5e46-a494-c8b904b2446e","","pass","2fff03710071b39841198f389d9b51ee16a60d2691309375ce848ddff11569f9:8333b902-1208-4434-93c7-106317f171ed","checkpoint","TRUE","TRUE","Load Checks","September","02/09","Load Check - Andrew","If Pipes are on the load, ensure rubber rings are also loaded and take photos"
"1310d6ea-bac0-5611-8714-d9b6ef543dbc","","pass","2fff03710071b39841198f389d9b51ee16a60d2691309375ce848ddff11569f9:8e0b3747-32f0-49b6-a98a-c677431d4dcf","checkpoint","TRUE","TRUE","Load Checks","September","02/09","Load Check - Andrew","Load has been strapped and secured"
"4cae3b3e-563b-5034-9a28-bd146171b588","","pass","2fff03710071b39841198f389d9b51ee16a60d2691309375ce848ddff11569f9:cab31dd5-d6be-4df2-9b97-448aa02228bc","checkpoint","TRUE","TRUE","Load Checks","September","02/09","Load Check - Andrew","Photos to be taken of each product, strapping and a wide view photo of the truck/trailers"
"d66b4785-d9fd-543f-ad36-ecfd2c2e0ba7","","pass","2fff03710071b39841198f389d9b51ee16a60d2691309375ce848ddff11569f9:6792a8df-c2cc-4eca-a27c-577a2afeb897","checkpoint","TRUE","TRUE","Load Checks","September","02/09","Load Check - Andrew","Once all checks complete sign off loading docket, attach a photo and return to driver"
"573f4e91-f073-40f0-952f-239a9d222ae4","","pass","","folder","TRUE","FALSE","Load Checks","September","03/09"
"8a54c95e-a884-4390-a277-86988879c1da","","pass","2fff03710071b39841198f389d9b51ee16a60d2691309375ce848ddff11569f9","checklist","FALSE","FALSE","Load Checks","September","03/09","Load Check - 014156"
