type,name,values,prefix,postfix,usage count,user addable,template name,,,
textbox,Date Completed:,,,,,,,,,
section,4 Sealing,,,,,,,,,
checkpoint,4.01 - Heating of Sealant,,,,,,,,,
note,Frequency: During crack sealing works,,,,,,,,,
note,Acceptance Criteria: Sealant must be heated to a temperature that is within the range recommended by the sealant manufacturer and appropriate for the successful application under the prevailing air and pavement temperatures.,,,,,,,,,
note,• The sealant temperature must be maintained so that it always remains within the range recommended by the sealant manufacturer.,,,,,,,,,
note,• Localised sealant overheating must be prevented by continuously agitating the sealant while heating and/or by using jacketed heaters with a calibrated temperature measurement device. All hoses and wands must be insulated.,,,,,,,,,
note,• Prolonged heating and reheating of sealant must be avoided.,,,,,,,,,
note,Reference Documents: GHD-DD-SPC-002 5505(a),,,,,,,,,
note,Inspection/ Test Method: Inspection,,,,,,,,,
note,Record of conformity: ITP,,,,,,,,,
note,IP,,,,,,,,,
note,Responsibility: Site Engineer,,,,,,,,,
textbox,Date Completed:,,,,,,,,,
checkpoint,4.02 - Applying Sealant,,,,,,,,,
note,Frequency: During crack sealing works,,,,,,,,,
note,Acceptance Criteria: A purpose made applicator or 'shoe' appropriate for the particular sealant and pavement surface must be used to apply the sealant as a bandage and to control its width and thickness over the crack.,,,,,,,,,
note,• The cracks must be prepared and the sealant heated and applied so that complete adhesion of sealant to the pavement surface and walls of cracks is achieved.,,,,,,,,,
note,• The width of the sealant bandage must be not less than 25mm and not greater than 50mm except where shown otherwise on the Drawings.,,,,,,,,,
note,• The target thickness of the sealant bandage must be 3mm (minimum 2mm and maximum 5mm).,,,,,,,,,
note,• Any excess sealant must be removed.,,,,,,,,,
note,• The cracks or joints must be sealed entirely.,,,,,,,,,
note,Reference Documents: GHD-DD-SPC-002 5505(b),,,,,,,,,
note,Inspection/ Test Method: Inspection,,,,,,,,,
note,Record of conformity: ITP,,,,,,,,,
note,IP,,,,,,,,,
note,Responsibility: Site Engineer,,,,,,,,,
textbox,Date Completed:,,,,,,,,,
checkpoint,4.03 - Protection of Applied Sealant,,,,,,,,,
note,Frequency: During crack sealing works,,,,,,,,,
note,Acceptance Criteria: Applied sealant must be protected from damage by traffic including pick up on tyres of construction vehicles and aircraft until it has cooled to ambient temperature.,,,,,,,,,
note,• Dusting with hydrated lime may be required if the weather is very hot (greater than or equal to 32°C),,,,,,,,,
note,Reference Documents: GHD-DD-SPC-002 5505(c),,,,,,,,,
note,Inspection/ Test Method: Inspection,,,,,,,,,
note,Record of conformity: ITP,,,,,,,,,
note,IP,,,,,,,,,
note,Responsibility: Site Engineer,,,,,,,,,
textbox,Date Completed:,,,,,,,,,
checkpoint,4.04 - Reflected Joint Bandaging,,,,,,,,,
note,Frequency: During crack sealing works,,,,,,,,,
note,Acceptance Criteria: Bandaging shall be applied to reflected joints prior to the overlay as indicated on the drawings or instructed by the Contract Administrator.,,,,,,,,,
note,"• The joints in any exposed concrete pavements or the reflected cracks in existing asphalt above joints in concrete pavements shall be covered by a joint bandaging as specified in Clause 5502(b), nominally 3mm thick and placed 50mm either side of the joint at a constant width.",,,,,,,,,
note,• The bandage shall be applied strictly in accordance with manufacturer's recommendations.,,,,,,,,,
note,Reference Documents: GHD-DD-SPC-002 5505(d) GHD-DD-SPC-002 5502(b),,,,,,,,,
note,Inspection/ Test Method: Inspection,,,,,,,,,
note,Record of conformity: ITP,,,,,,,,,
note,IP,,,,,,,,,
note,Responsibility: Site Engineer,,,,,,,,,
textbox,Date Completed:,,,,,,,,,
checkpoint,4.05 - Cleaning up,,,,,,,,,
note,Frequency: During crack sealing works.,,,,,,,,,
note,Acceptance Criteria: Any sealant spilt on the surface of the pavements must be cleaned off immediately.,,,,,,,,,
note,Reference Documents: GHD-DD-SPC-002 5506,,,,,,,,,
note,Inspection/ Test Method: Inspection,,,,,,,,,
note,Record of conformity: ITP,,,,,,,,,
note,IP,,,,,,,,,
note,Responsibility: Site Engineer,,,,,,,,,
textbox,Date Completed:,,,,,,,,,
section,5 Quality Assurance,,,,,,,,,
checkpoint,5.01 - Conformance,,,,,,,,,
note,Frequency: At the completion of each lot of work,,,,,,,,,
note,"Acceptance Criteria: A Conformance Report is required to be raised confirming that each lot conforms in all respects with the requirements of the Technical Specification and shall include the results of all tests, inspections, measurements, observations and the like carried out on the lot.",,,,,,,,,
note,Conformance data shall be entered in the record system as soon as possible but not more than 24 hours after compliance testing has been completed.,,,,,,,,,
note,Each lot package for Cracking Sealing in Bituminous Surfacing shall include the following items as a minimum:,,,,,,,,,
note,– Location of work;,,,,,,,,,
note,– Start and finish times;,,,,,,,,,
note,– Crew details;,,,,,,,,,
note,– Equipment details;,,,,,,,,,
note,– Length of crack sealing completed;,,,,,,,,,
note,– Sealant test results applicable and litres of sealant used; and,,,,,,,,,
note,– Non-conformance reports,,,,,,,,,
note,Reference Documents: GHD-DD-SPC-002 5507(c),,,,,,,,,
note,Inspection/ Test Method: Inspection,,,,,,,,,
note,Record of conformity: ITP/ArcGIS,,,,,,,,,
note,IP,,,,,,,,,
note,Responsibility: Site Engineer,,,,,,,,,
textbox,Date Completed:,,,,,,,,,
checkpoint,Final Inspection,,,,,,,,,
note,The signature below verifies that this ITP has been completed in accordance with the FH’s Quality system Procedures and verifies lot compliance with specifications.,,,,,,,,,
textbox,Print Name:,,,,,,,,,
textbox,Position:,,,,,,,,,
textbox,Date:,,,,,,,,,
