,,"Region C - Stairwell 04",,"stairwell 04","site qa","fit 0ff","level 0","region c","common areas"
,,"Region C - Triage Room 135",,"triage room 135","site qa","fit 0ff","level 0","region c","common areas"
,,"Region C - Lounge 033, 034",,"site qa","fit 0ff","level 0","region c","common areas","lounge 033, 034"
,,"Region C - Door 15 ID.129",,"site qa","fit 0ff","level 0","region c","common areas","door 15 id.129"
,,"Region C - Door 16",,"site qa","fit 0ff","level 0","region c","common areas","door 16"
,,"Region C - Door 17",,"door 17","site qa","fit 0ff","level 0","region c","common areas"
,,"Region C - Door 18",,"door 18","site qa","fit 0ff","level 0","region c","common areas"
,,"Region C - Door 19 ED.148",,"site qa","fit 0ff","level 0","region c","common areas","door 19 ed.148"
,,"Region C - Door 20 FD.155",,"door 20 fd.155","site qa","fit 0ff","level 0","region c","common areas"
,,"Region C - Door 21 ID.135",,"site qa","fit 0ff","level 0","region c","common areas","door 21 id.135"
,,"Region C - Door 22",,"site qa","door 22","fit 0ff","level 0","region c","common areas"
,,"Region C - Door 23 EW.174.1",,"site qa","fit 0ff","level 0","region c","common areas","door 23 ew.174.1"
,,"Region C - Door 24",,"site qa","fit 0ff","level 0","region c","common areas","door 24"
,,"Region C - Camera 9",,"site qa","camera 9","fit 0ff","level 0","region c","common areas"
,,"Region C - Camera 2",,"camera 2","site qa","fit 0ff","level 0","region c","common areas"
,,"Region C - Camera 4",,"site qa","fit 0ff","level 0","camera 4","region c","common areas"
,,"Region C - Camera 5",,"site qa","fit 0ff","level 0","region c","common areas","camera 5"
,,"Region C - Camera 6",,"site qa","fit 0ff","level 0","region c","common areas","camera 6"
,,"Region C - Camera 7",,"camera 7","site qa","fit 0ff","level 0","region c","common areas"
,,"Region C - Camera 8",,"camera 8","site qa","fit 0ff","level 0","region c","common areas"
,,"Region C - Camera 18",,"site qa","fit 0ff","level 0","region c","common areas","camera 18"
,,"Level 1","grouping","level 1"
,,"Region A - CS 103",,"site qa","caresuites","fit 0ff","level 1","region a","cs 103"
,,"Region A - CS 104",,"site qa","caresuites","fit 0ff","level 1","cs 104","region a"
,,"Region A - CS 105",,"site qa","caresuites","fit 0ff","level 1","cs 105","region a"
,,"Region A - CS 106",,"site qa","caresuites","fit 0ff","cs 106","level 1","region a"
,,"Region A - CS 107",,"site qa","caresuites","cs 107","fit 0ff","level 1","region a"
,,"Region A - CS 108",,"cs 108","site qa","caresuites","fit 0ff","level 1","region a"
,,"Region A - CS 109",,"cs 109","site qa","caresuites","fit 0ff","level 1","region a"
,,"Region A - CS 110",,"site qa","caresuites","cs 110","fit 0ff","level 1","region a"
,,"Region A - CS 111",,"cs 111","site qa","caresuites","fit 0ff","level 1","region a"
,,"Region A - CS 112",,"cs 112","site qa","caresuites","fit 0ff","level 1","region a"
,,"Region A - CS 113",,"cs 113","site qa","caresuites","fit 0ff","level 1","region a"
,,"Region A - CS 114",,"site qa","caresuites","fit 0ff","level 1","region a","cs 114"
,,"Region A - CS 115",,"site qa","caresuites","fit 0ff","level 1","cs 115","region a"
,,"Region A - CS 116",,"site qa","caresuites","fit 0ff","level 1","cs 116","region a"
,,"Region A - Corridor",,"corridor","site qa","fit 0ff","level 1","common areas","region a"
,,"Region A - Stairwell 241",,"site qa","fit 0ff","level 1","common areas","region a","stairwell 241"
,,"Region A - Stairwell 242",,"site qa","fit 0ff","level 1","common areas","stairwell 242","region a"
,,"Region A - Corridor 253",,"site qa","fit 0ff","level 1","common areas","corridor 253","region a"
,,"Region A - Triage 265",,"site qa","fit 0ff","level 1","common areas","region a","triage 265"
,,"Region A - Meeting Room",,"site qa","fit 0ff","level 1","common areas","meeting room","region a"
,,"Region A - Stairwell 292",,"site qa","stairwell 292","fit 0ff","level 1","common areas","region a"
,,"Region A - RN Office 297, 296",,"site qa","fit 0ff","rn office 297, 296","level 1","common areas","region a"
,,"Region A - Slice Room 298",,"slice room 298","site qa","fit 0ff","level 1","common areas","region a"
,,"Region A - Camera 26",,"site qa","camera 26","fit 0ff","level 1","common areas","region a"
,,"Region A - Door 29",,"door 29","site qa","fit 0ff","level 1","common areas","region a"
,,"Region A - Door 27",,"site qa","fit 0ff","level 1","common areas","door 27","region a"
,,"Region A - Door 26",,"site qa","fit 0ff","level 1","common areas","region a","door 26"
,,"Region A - Door 25",,"site qa","fit 0ff","door 25","level 1","common areas","region a"
,,"Region A - Camera 25",,"camera 25","site qa","fit 0ff","level 1","common areas","region a"
,,"Region A - Door 28",,"door 28","site qa","fit 0ff","level 1","common areas","region a"
,,"Region A - Door 30",,"site qa","fit 0ff","level 1","common areas","door 30","region a"
,,"Region B - CS 117",,"site qa","caresuites","fit 0ff","region b","cs 117","level 1"
,,"Region B - CS 118",,"site qa","caresuites","cs 118","fit 0ff","region b","level 1"
,,"Region B - CS 119",,"cs 119","site qa","caresuites","fit 0ff","region b","level 1"
,,"Region B - CS 135",,"cs 135","site qa","caresuites","fit 0ff","region b","level 1"
,,"Region B - CS 136",,"site qa","caresuites","fit 0ff","region b","level 1","cs 136"
,,"Region B - S 101",,"site qa","caresuites","fit 0ff","region b","level 1","s 101"
,,"Region B - CS 102",,"cs 102","site qa","caresuites","fit 0ff","region b","level 1"
,,"Region B - Office 231",,"site qa","fit 0ff","region b","office 231","level 1","common areas"
,,"Region B - Dining 210",,"site qa","dining 210","fit 0ff","region b","level 1","common areas"
,,"Region B - Private Dining",,"private dining","site qa","fit 0ff","region b","level 1","common areas"
,,"Region B - Lounge 201",,"site qa","fit 0ff","region b","level 1","common areas","lounge 201"
,,"Region B - Library 203",,"library 203","site qa","fit 0ff","region b","level 1","common areas"
,,"Region B - Servery 208",,"servery 208","site qa","fit 0ff","region b","level 1","common areas"
,,"Region B - Comms Room 225",,"site qa","fit 0ff","region b","level 1","common areas","comms room 225"
,,"Region B - Camera",,"site qa","fit 0ff","region b","camera","level 1","common areas"
,,"Region B - Camera",,"site qa","fit 0ff","region b","camera","level 1","common areas"
,,"Region B - Corridor",,"corridor","site qa","fit 0ff","region b","level 1","common areas"
,,"Region B - Corridor",,"corridor","site qa","fit 0ff","region b","level 1","common areas"
,,"Region C - CS 120",,"site qa","caresuites","fit 0ff","cs 120","level 1","region c"
,,"Region C - CS 121",,"site qa","caresuites","cs 121","fit 0ff","level 1","region c"
,,"Region C - CS 122",,"cs 122","site qa","caresuites","fit 0ff","level 1","region c"
,,"Region C - CS 123",,"cs 123","site qa","caresuites","fit 0ff","level 1","region c"
,,"Region C - CS 124",,"cs 124","site qa","caresuites","fit 0ff","level 1","region c"
,,"Region C - CS 125",,"site qa","caresuites","fit 0ff","level 1","region c","cs 125"
,,"Region C - CS 126",,"site qa","caresuites","fit 0ff","level 1","region c","cs 126"
,,"Region C - CS 127",,"site qa","caresuites","fit 0ff","level 1","region c","cs 127"
,,"Region C - CS 128",,"site qa","caresuites","fit 0ff","cs 128","level 1","region c"
,,"Region C - CS 129",,"site qa","caresuites","cs 129","fit 0ff","level 1","region c"
,,"Region C - CS 130",,"site qa","caresuites","fit 0ff","level 1","region c","cs 130"
,,"Region C - CS 131",,"site qa","caresuites","fit 0ff","cs 131","level 1","region c"
,,"Region C - CS 132",,"site qa","caresuites","cs 132","fit 0ff","level 1","region c"
,,"Region C - CS 133",,"cs 133","site qa","caresuites","fit 0ff","level 1","region c"
,,"Region C - CS 134",,"cs 134","site qa","caresuites","fit 0ff","level 1","region c"
,,"Region C - CS 135",,"cs 135","site qa","caresuites","fit 0ff","level 1","region c"
,,"Region C - CS 136",,"site qa","caresuites","fit 0ff","level 1","region c","cs 136"
,,"Region C - Corridor",,"corridor","site qa","fit 0ff","level 1","region c","common areas"
,,"Region C - Stairwell 241",,"site qa","fit 0ff","level 1","region c","common areas","stairwell 241"
,,"Region C - Stairwell 242",,"site qa","fit 0ff","level 1","region c","common areas","stairwell 242"
,,"Region C - Corridor 253",,"site qa","fit 0ff","level 1","region c","common areas","corridor 253"
,,"Region C - Triage 265",,"site qa","fit 0ff","level 1","region c","common areas","triage 265"
,,"Region C - Meeting Room",,"site qa","fit 0ff","level 1","region c","common areas","meeting room"
,,"Region C - Stairwell 292",,"site qa","stairwell 292","fit 0ff","level 1","region c","common areas"
,,"Region C - RN Office 297, 296",,"site qa","fit 0ff","rn office 297, 296","level 1","region c","common areas"
,,"Region C - Slice Room 298",,"slice room 298","site qa","fit 0ff","level 1","region c","common areas"
,,"Region C - Camera 26",,"site qa","camera 26","fit 0ff","level 1","region c","common areas"
,,"Region C - Door 29",,"door 29","site qa","fit 0ff","level 1","region c","common areas"
,,"Region C - Door 27",,"site qa","fit 0ff","level 1","region c","common areas","door 27"
,,"Region C - Door 26",,"site qa","fit 0ff","level 1","region c","common areas","door 26"
,,"Region C - Door 25",,"site qa","fit 0ff","door 25","level 1","region c","common areas"
,,"Region C - Camera 25",,"camera 25","site qa","fit 0ff","level 1","region c","common areas"
,,"Region C - Door 28",,"door 28","site qa","fit 0ff","level 1","region c","common areas"
,,"Region C - Door 30",,"site qa","fit 0ff","level 1","region c","common areas","door 30"
,,"Level 2","grouping","level 2"
,,"Region A - CS 203",,"site qa","caresuites","fit 0ff","level 2","cs 203","region a"
,,"Region A - CS 204",,"site qa","caresuites","fit 0ff","cs 204","level 2","region a"
,,"Region A - CS 205",,"site qa","caresuites","fit 0ff","cs 205","level 2","region a"
,,"Region A - CS 206",,"site qa","caresuites","cs 206","fit 0ff","level 2","region a"
,,"Region A - CS 207",,"cs 207","site qa","caresuites","fit 0ff","level 2","region a"
,,"Region A - CS 208",,"cs 208","site qa","caresuites","fit 0ff","level 2","region a"
,,"Region A - CS 209",,"cs 209","site qa","caresuites","fit 0ff","level 2","region a"
,,"Region A - CS 210",,"cs 210","site qa","caresuites","fit 0ff","level 2","region a"
,,"Region A - CS 211",,"cs 211","site qa","caresuites","fit 0ff","level 2","region a"
,,"Region A - CS 212",,"cs 212","site qa","caresuites","fit 0ff","level 2","region a"
,,"Region A - CS 213",,"site qa","caresuites","fit 0ff","level 2","region a","cs 213"
,,"Region A - CS 214",,"site qa","caresuites","fit 0ff","level 2","cs 214","region a"
,,"Region A - CS 215",,"site qa","caresuites","fit 0ff","cs 215","level 2","region a"
,,"Region A - CS 216",,"site qa","caresuites","fit 0ff","cs 216","level 2","region a"
,,"Region A - Corridor",,"corridor","site qa","fit 0ff","common areas","level 2","region a"
,,"Region A - Stairwell 426, 442",,"site qa","fit 0ff","common areas","level 2","stairwell 426, 442","region a"
,,"Region A - Cons Room 465",,"cons room 465","site qa","fit 0ff","common areas","level 2","region a"
,,"Region A - Triage Room 466",,"triage room 466","site qa","fit 0ff","common areas","level 2","region a"
,,"Region A - Stairwell 492",,"site qa","fit 0ff","common areas","stairwell 492","level 2","region a"
,,"Region A - RN Office 496, 497",,"rn office 496, 497","site qa","fit 0ff","common areas","level 2","region a"
,,"Region A - Stairwell 292",,"site qa","stairwell 292","fit 0ff","common areas","level 2","region a"
,,"Region A - RN Office 297, 296",,"site qa","fit 0ff","rn office 297, 296","common areas","level 2","region a"
,,"Region A - Slice Room 498",,"site qa","fit 0ff","slice room 498","common areas","level 2","region a"
,,"Region A - Camera 32",,"site qa","fit 0ff","common areas","level 2","camera 32","region a"
,,"Region A - Camera 31",,"site qa","fit 0ff","common areas","camera 31","level 2","region a"
,,"Region A - Door 38",,"site qa","fit 0ff","common areas","level 2","door 38","region a"
,,"Region A - Door 41",,"site qa","fit 0ff","common areas","level 2","door 41","region a"
,,"Region A - Door 42",,"door 42","site qa","fit 0ff","common areas","level 2","region a"
,,"Region A - Door 43",,"door 43","site qa","fit 0ff","common areas","level 2","region a"
,,"Region A - Door 40",,"site qa","fit 0ff","common areas","level 2","region a","door 40"
,,"Region A - Door 39",,"door 39","site qa","fit 0ff","common areas","level 2","region a"
,,"Region B - CS 201",,"cs 201","site qa","caresuites","fit 0ff","region b","level 2"
,,"Region B - CS 202",,"site qa","caresuites","fit 0ff","region b","level 2","cs 202"
,,"Region B - CS 217",,"site qa","caresuites","cs 217","fit 0ff","region b","level 2"
,,"Region B - CS 218",,"cs 218","site qa","caresuites","fit 0ff","region b","level 2"
,,"Region B - CS 219",,"cs 219","site qa","caresuites","fit 0ff","region b","level 2"
,,"Region B - CS 235",,"site qa","caresuites","fit 0ff","region b","level 2","cs 235"
,,"Region B - CS 236",,"site qa","caresuites","fit 0ff","region b","level 2","cs 236"
,,"Region B - CS 127",,"site qa","caresuites","fit 0ff","region b","cs 127","level 2"
,,"Region B - Corridor",,"corridor","site qa","fit 0ff","region b","common areas","level 2"
,,"Region B - Lounge 401",,"site qa","fit 0ff","region b","common areas","level 2","lounge 401"
,,"Region B - Activities 403",,"site qa","fit 0ff","region b","activities 403","common areas","level 2"
,,"Region B - Servery 408",,"servery 408","site qa","fit 0ff","region b","common areas","level 2"
,,"Region B - Dining Room 409",,"site qa","fit 0ff","region b","common areas","level 2","dining room 409"
,,"Region B - Private Dining 412",,"site qa","fit 0ff","region b","common areas","level 2","private dining 412"
,,"Region B - Camera 29",,"site qa","fit 0ff","region b","common areas","level 2","camera 29"
,,"Region C - CS 220",,"site qa","caresuites","cs 220","fit 0ff","region c","level 2"
,,"Region C - CS 221",,"cs 221","site qa","caresuites","fit 0ff","region c","level 2"
,,"Region C - CS 222",,"cs 222","site qa","caresuites","fit 0ff","region c","level 2"
,,"Region C - CS 223",,"cs 223","site qa","caresuites","fit 0ff","region c","level 2"
,,"Region C - CS 224",,"site qa","caresuites","fit 0ff","region c","level 2","cs 224"
,,"Region C - CS 225",,"site qa","caresuites","fit 0ff","region c","level 2","cs 225"
,,"Region C - CS 226",,"site qa","caresuites","fit 0ff","region c","cs 226","level 2"
,,"Region C - CS 227",,"site qa","caresuites","fit 0ff","cs 227","region c","level 2"
,,"Region C - CS 228",,"site qa","caresuites","cs 228","fit 0ff","region c","level 2"
,,"Region C - CS 229",,"cs 229","site qa","caresuites","fit 0ff","region c","level 2"
,,"Region C - CS 230",,"site qa","caresuites","fit 0ff","cs 230","region c","level 2"
,,"Region C - CS 231",,"site qa","caresuites","cs 231","fit 0ff","region c","level 2"
,,"Region C - CS 232",,"cs 232","site qa","caresuites","fit 0ff","region c","level 2"
,,"Region C - CS 233",,"cs 233","site qa","caresuites","fit 0ff","region c","level 2"
,,"Region C - CS 234",,"cs 234","site qa","caresuites","fit 0ff","region c","level 2"
,,"Region C - CS 235",,"site qa","caresuites","fit 0ff","region c","level 2","cs 235"
,,"Region C - Corridor",,"corridor","site qa","fit 0ff","region c","common areas","level 2"
,,"Region C - RN Office 521, 522",,"site qa","fit 0ff","rn office 521, 522","region c","common areas","level 2"
,,"Region C - Electrical Room 524",,"site qa","fit 0ff","electrical room 524","region c","common areas","level 2"
,,"Region C - Triage Room 523",,"site qa","fit 0ff","region c","common areas","level 2","triage room 523"
,,"Region C - Triage 265",,"site qa","fit 0ff","region c","common areas","level 2","triage 265"
,,"Region C - Stairwell 537",,"stairwell 537","site qa","fit 0ff","region c","common areas","level 2"
,,"Region C - Sluice Room 546",,"site qa","fit 0ff","region c","common areas","level 2","sluice room 546"
,,"Region C - Stairwell 572, 573",,"stairwell 572, 573","site qa","fit 0ff","region c","common areas","level 2"
,,"Region C - don/doff 574",,"don/doff 574","site qa","fit 0ff","region c","common areas","level 2"
,,"Region C - Camera 28",,"site qa","fit 0ff","region c","common areas","camera 28","level 2"
,,"Region C - Door 29",,"door 29","site qa","fit 0ff","region c","common areas","level 2"
,"Columns"
,,"GCS - Structured Cabling (photos Attached)",,"gcs - structured cabling (photos attached)"
,,"PERS - Nurse Call Fit Off (Photos Attached)",,"pers - nurse call fit off (photos attached)"
,,"ESS - Camera Fit Off (Photos Attached)",,"ess - camera fit off (photos attached)"
,,"ESS - Access Control Fit Off (Photos Attached)",,"ess - access control fit off (photos attached)"
,,"Audio Visual / MATV - Fit off (Photos Attached)",,"audio visual / matv - fit off (photos attached)"
,,"ELV Board Fit off to Plan (Photo Attached)",,"elv board fit off to plan (photo attached)"

"Inspected & Tested"
,"Scope",,
,"Rows"
,,"Level 0","grouping","level 0"
,,"Region A - CS001",,"cs001","site qa","caresuites","level 0","tested","region a"
,,"Region A - CS002",,"cs002","site qa","caresuites","level 0","tested","region a"
,,"Region A - CS003",,"site qa","caresuites","cs003","level 0","tested","region a"
,,"Region A - CS004",,"site qa","caresuites","level 0","cs004","tested","region a"
,,"Region A - CS005",,"site qa","caresuites","level 0","cs005","tested","region a"
,,"Region A - CS006",,"site qa","caresuites","level 0","cs006","tested","region a"
,,"Region A - CS007",,"site qa","caresuites","level 0","tested","region a","cs007"
,,"Region A - CS008",,"cs008","site qa","caresuites","level 0","tested","region a"
,,"Region A - CS009",,"cs009","site qa","caresuites","level 0","tested","region a"
,,"Region A - CS010",,"site qa","caresuites","level 0","tested","region a","cs010"
,,"Region A - CS011",,"cs011","site qa","caresuites","level 0","tested","region a"
,,"Region A - CS012",,"cs012","site qa","caresuites","level 0","tested","region a"
,,"Region A - CS013",,"cs013","site qa","caresuites","level 0","tested","region a"
,,"Region A - CS014",,"site qa","caresuites","cs014","level 0","tested","region a"
,,"Region A - CS015",,"site qa","caresuites","level 0","cs015","tested","region a"
,,"Region A - CS016",,"site qa","caresuites","level 0","cs016","tested","region a"
,,"Region A - CS016",,"site qa","caresuites","level 0","cs016","tested","region a"
,,"Region A - Lounge 089",,"site qa","lounge 089","level 0","common areas","tested","region a"
,,"Region A - Stairwell 093",,"stairwell 093","site qa","level 0","common areas","tested","region a"
,,"Region A - Staff Hallway 099",,"site qa","level 0","common areas","staff hallway 099","tested","region a"
,,"Region A - Sluice Room 100",,"sluice room 100","site qa","level 0","common areas","tested","region a"
,,"Region A - Room 104",,"room 104","site qa","level 0","common areas","tested","region a"
,,"Region A - RN Station 048",,"rn station 048","site qa","level 0","common areas","tested","region a"
,,"Region A - Triage 072",,"site qa","level 0","common areas","triage 072","tested","region a"
,,"Region A - WC 084",,"site qa","wc 084","level 0","common areas","tested","region a"
,,"Region A - Stairwell 047",,"site qa","stairwell 047","level 0","common areas","tested","region a"
,,"Region A - Training Room 045",,"site qa","level 0","common areas","training room 045","tested","region a"
,,"Region A - Lounge 089",,"site qa","lounge 089","level 0","common areas","tested","region a"
,,"Region A - Door 1 ED090",,"door 1 ed090","site qa","level 0","common areas","tested","region a"
,,"Region A - Door 2 FD 093",,"door 2 fd 093","site qa","level 0","common areas","tested","region a"
,,"Region A - Door 3 ED093",,"site qa","level 0","common areas","tested","region a","door 3 ed093"
,,"Region A - Door 4 ED099",,"door 4 ed099","site qa","level 0","common areas","tested","region a"
,,"Region A - Door 5 FD296",,"door 5 fd296","site qa","level 0","common areas","tested","region a"
,,"Region A - Door 6 FD 0100.1",,"site qa","level 0","common areas","door 6 fd 0100.1","tested","region a"
,,"Region A - Door 7 ID072",,"door 7 id072","site qa","level 0","common areas","tested","region a"
,,"Region A - Door 8 ED 059",,"door 8 ed 059","site qa","level 0","common areas","tested","region a"
,,"Region A - Door 9 ID 099",,"site qa","level 0","door 9 id 099","common areas","tested","region a"
,,"Region A - Door 10 ED047",,"site qa","door 10 ed047","level 0","common areas","tested","region a"
