"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"9aeeb75e-2990-4433-abb7-04b602991abd","","folder-normal","","","step","TRUE","FALSE","Multi-Deck Car Park"
"ac62c71a-1631-46a1-bcff-3e4936234cdb","","folder-normal","","","step","TRUE","FALSE","Multi-Deck Car Park","Level 1"
"d05f6524-6c09-4061-8399-59488b94d0c9","","checklist-sectioned","","ITP-216 In-Slab Works Installation","checklist","FALSE","FALSE","Multi-Deck Car Park","Level 1","ITP-216 Level 1 Pour 4"
"ac3f4c2e-ac39-4a86-8aaf-17c2e86d31e8","","checklist-flat","","ITC-216.1 In-Slab Works","checklist-flat","FALSE","FALSE","Multi-Deck Car Park","Level 1","ITC-216.1 Core 1 Pour 5"
"8fbc7e2e-641d-4bcf-b9f6-c6d544f4ca8a","","checklist-sectioned","","ITP-216 In-Slab Works Installation","checklist","FALSE","FALSE","Multi-Deck Car Park","Level 1","ITP-216 Core 1 Pour 5"
"b2bedeb7-fd20-4c6e-9316-63a0025f316f","","checklist-flat","","ITC-216.1 In-Slab Works","checklist-flat","FALSE","FALSE","Multi-Deck Car Park","Level 1","ITC-216.1 Level 1 Pour 4 Columns"
"2ee054ec-5a23-41bd-9ad7-d329ef899bc9","","checklist-sectioned","","ITP-216 In-Slab Works Installation","checklist","FALSE","FALSE","Multi-Deck Car Park","Level 1","ITP-216 Level 1 Pour 4 Columns"
"3c8d618d-5582-4400-ad09-57378be21b96","","checklist-flat","","ITC-216.1 In-Slab Works","checklist-flat","FALSE","FALSE","Multi-Deck Car Park","Level 1","ITC-216.1 Level 1 Core 1 Landing"
"6f6346a7-e4aa-4cd2-aaee-c6a2322e151e","","checklist-sectioned","","ITP-216 In-Slab Works Installation","checklist","FALSE","FALSE","Multi-Deck Car Park","Level 1","ITP-216 Level 1 Core 1 Landing"
"41cb4e56-12c4-4904-9e81-695d8e4ebb90","","checklist-flat","","ITC-216.1 In-Slab Works","checklist-flat","FALSE","FALSE","Multi-Deck Car Park","Level 1","ITC-216.1 In-Slab Works MDCP Level 1 Core 3 Infill Slab"
"46d2a0f9-62fe-4335-a622-163a43b12441","","checklist-sectioned","","ITP-216 In-Slab Works Installation","checklist","FALSE","FALSE","Multi-Deck Car Park","Level 1","ITP-216 In-Slab Works MDCP Level 1 Core 3 Infill Slab"
"0666d7b2-ee68-4584-b63d-a372adbe5606","","checklist-flat","","ITC-216.1 In-Slab Works","checklist-flat","FALSE","FALSE","Multi-Deck Car Park","Level 1","ITC-216.1 Level 1 Pour 6"
"7d6e43a2-ac30-46df-8bc6-6e169c585a12","","checklist-sectioned","","ITP-216 In-Slab Works Installation","checklist","FALSE","FALSE","Multi-Deck Car Park","Level 1","ITP-216 Level 1 Pour 6"
"3fe981f3-6f2b-4803-b49c-b7a64c371300","","folder-normal","","","step","TRUE","FALSE","Multi-Deck Car Park","Level 2"
"9d339c25-31d1-4a76-87b4-941446016b5a","","checklist-sectioned","","ITP-212 Testing and Commissioning","checklist","FALSE","FALSE","Multi-Deck Car Park","Level 2","ITP-212 – Testing and Commissioning"
"5d9277c9-4816-405d-a425-8b4e6c099b21","","checklist-flat","","ITC-216.1 In-Slab Works","checklist-flat","FALSE","FALSE","Multi-Deck Car Park","Level 2","ITC-216.1 – Core 1 Pour 3"
"7abd6f0b-475b-493c-9b2a-f0e4d961e2e9","","checklist-sectioned","","ITP-216 In-Slab Works Installation","checklist","FALSE","FALSE","Multi-Deck Car Park","Level 2","ITP-216 – Core 1 Pour 3"
"6e9a6c33-afc6-49e5-8a5c-1389b19a0b94","","checklist-sectioned","","ITP-222 Horizontal Cabling","checklist","FALSE","FALSE","Multi-Deck Car Park","Level 2","ITP-222 – Horizontal Cabling"
"97bea809-2d24-4325-9b93-3ffdec716cdd","","checklist-sectioned","","ITP-227 Backbone Copper Cabling","checklist","FALSE","FALSE","Multi-Deck Car Park","Level 2","ITP-227 – Backbone Cabling"
"445cd215-8010-441a-bed7-20a499a060c3","","checklist-sectioned","","ITP-226 Fibre Optic Cable","checklist","FALSE","FALSE","Multi-Deck Car Park","Level 2","ITP-226 – Fibre Optic Cabling"
"6e1d93cc-17d9-4583-bad8-6d2980833334","","checklist-flat","","ITC-216.1 In-Slab Works","checklist-flat","FALSE","FALSE","Multi-Deck Car Park","Level 2","ITC-216.1 Core 2 Pour 2"
"a8695486-fcb8-44e7-9014-0bf45f4c2b98","","checklist-sectioned","","ITP-216 In-Slab Works Installation","checklist","FALSE","FALSE","Multi-Deck Car Park","Level 2","ITP-216 Core 2 Pour 3"
"a10c6d31-27a6-43b6-a7db-5091da255315","","checklist-flat","","ITC-216.1 In-Slab Works","checklist-flat","FALSE","FALSE","Multi-Deck Car Park","Level 2","ITC-216.1 Level 2 Pour 1"
"2f8c86ed-519b-40dc-b86e-d3a985c2eff6","","checklist-sectioned","","ITP-216 In-Slab Works Installation","checklist","FALSE","FALSE","Multi-Deck Car Park","Level 2","ITP-216 In-Slab Level 2 Pour 2"
"d38f208d-c860-4b58-a3df-51819986604b","","checklist-flat","","ITC-216.1 In-Slab Works","checklist-flat","FALSE","FALSE","Multi-Deck Car Park","Level 2","ITC-216.1 Level 2 Pour 1 Columns"
"cd170234-bdb3-4fc7-a4f5-52f45d17f501","","checklist-sectioned","","ITP-216 In-Slab Works Installation","checklist","FALSE","FALSE","Multi-Deck Car Park","Level 2","ITP-216 Level 2 Pour 1 Columns"
"8b842ac7-47ed-4c59-9fab-cc54b3b8ca10","","checklist-flat","","ITC-216.1 In-Slab Works","checklist-flat","FALSE","FALSE","Multi-Deck Car Park","Level 2","ITC-216.1 In-Slab Works Level 2 Core 1 Landing "
"4225d907-ddab-4d32-af78-a1b3e4aa04f3","","checklist-sectioned","","ITP-216 In-Slab Works Installation","checklist","FALSE","FALSE","Multi-Deck Car Park","Level 2","ITP-216 In-Slab Works Installation Level 2 Core 1 Landing"
"95ea9ff7-cb9c-4191-88a5-92b442da26a9","","checklist-flat","","ITC-216.1 In-Slab Works","checklist-flat","FALSE","FALSE","Multi-Deck Car Park","Level 2","ITC-216.1 In-Slab Works Level 2 Core 2 Landing"
"04247450-a78b-4ac0-a13d-9e7aa429f3b8","","checklist-sectioned","","ITP-216 In-Slab Works Installation","checklist","FALSE","FALSE","Multi-Deck Car Park","Level 2","ITP-216 In-Slab Works Installation Level 2 Core 2 Landing"
"beb9ea53-edcf-49c6-9c3b-73c1026286a4","","checklist-sectioned","","ITP-216 In-Slab Works Installation","checklist","FALSE","FALSE","Multi-Deck Car Park","Level 2","ITP-216 Level 2 Pour 2 Columns"
"53a3f760-700d-4d5a-b778-b32502aa5c43","","checklist-flat","","ITC-216.1 In-Slab Works","checklist-flat","FALSE","FALSE","Multi-Deck Car Park","Level 2","ITC-216.1 Level 2 Pour 2 Columns"
"b2b6a5b8-3b5b-4ce8-9cdb-6959d65cec3a","","checklist-flat","","ITC-216.1 In-Slab Works","checklist-flat","FALSE","FALSE","Multi-Deck Car Park","Level 2","ITC-216.1 Level 2 Pour 2"
"db5b3314-7c21-4e78-a638-2df6d1d6f505","","checklist-sectioned","","ITP-216 In-Slab Works Installation","checklist","FALSE","FALSE","Multi-Deck Car Park","Level 2","ITP-216 Level 2 Pour 2"
"baa33b7f-e512-463b-80d0-cec0927fdc42","","checklist-flat","","ITC-216.1 In-Slab Works","checklist-flat","FALSE","FALSE","Multi-Deck Car Park","Level 2","ITC-216.1 Level 2 Pour 3 Columns"
"d9158eb1-e285-4705-98f1-22ec2ffb7cc9","","checklist-sectioned","","ITP-216 In-Slab Works Installation","checklist","FALSE","FALSE","Multi-Deck Car Park","Level 2","ITP-216 Level 2 Pour 3 Columns"
"7ee449c2-06e5-4637-b09d-22138079b869","","folder-normal","","","step","TRUE","FALSE","Multi-Deck Car Park","Level 3"
"d01f5f8e-6468-4ea6-ae2f-1bf309004cac","","checklist-sectioned","","ITP-212 Testing and Commissioning","checklist","FALSE","FALSE","Multi-Deck Car Park","Level 3","ITP-212 – Testing and Commissioning"
"337f604d-5758-46c8-8582-690b13d20842","","checklist-flat","","ITC-216.1 In-Slab Works","checklist-flat","FALSE","FALSE","Multi-Deck Car Park","Level 3","ITC-216.1 Level 3 Core 1"
"2d0f229e-a534-4023-a56f-6cb36f971a40","","checklist-sectioned","","ITP-216 In-Slab Works Installation","checklist","FALSE","FALSE","Multi-Deck Car Park","Level 3","ITP-216 – In-Slab Works Installation"
"ea86ff92-519a-4a95-b4fd-3a2f69a1c503","","checklist-sectioned","","ITP-222 Horizontal Cabling","checklist","FALSE","FALSE","Multi-Deck Car Park","Level 3","ITP-222 – Horizontal Cabling"
"fb73c5ac-67df-4e38-aa65-f9f3d9dce6de","","checklist-sectioned","","ITP-227 Backbone Copper Cabling","checklist","FALSE","FALSE","Multi-Deck Car Park","Level 3","ITP-227 – Backbone Cabling"
"fc8ceaca-1135-4d32-b407-b1f7160fa1a5","","checklist-sectioned","","ITP-226 Fibre Optic Cable","checklist","FALSE","FALSE","Multi-Deck Car Park","Level 3","ITP-226 – Fibre Optic Cabling"
"4a18f0ab-867f-4395-815e-69b79a8ee9eb","","checklist-sectioned","","ITP-216 In-Slab Works Installation","checklist","FALSE","FALSE","Multi-Deck Car Park","Level 3","ITP-216 Level 3 Core 1"
"66ee6a0b-8da9-41ad-9255-325b6f750373","","checklist-flat","","ITC-216.1 In-Slab Works","checklist-flat","FALSE","FALSE","Multi-Deck Car Park","Level 3","ITC-216.1 In-Slab Works Level 3 Core 1 Landing"
"54dea55c-c0e0-4477-9bf8-28726135d57e","","checklist-sectioned","","ITP-216 In-Slab Works Installation","checklist","FALSE","FALSE","Multi-Deck Car Park","Level 3","ITP-216 In-Slab Works Installation Level 3 Core 1 Landing"
"457cad28-4b44-4b49-a46a-c8361e362a01","","checklist-flat","","ITC-216.1 In-Slab Works","checklist-flat","FALSE","FALSE","Multi-Deck Car Park","Level 3","ITC-216.1 In-Slab Works Level 3 Core 2 Landing"
"656eb496-8b02-4ba4-ae25-8ad024acd402","","checklist-sectioned","","ITP-216 In-Slab Works Installation","checklist","FALSE","FALSE","Multi-Deck Car Park","Level 3","ITP-216 In-Slab Works Installation Level 3 Core 2 Landing"
"4bc2077d-4abe-4d94-ba04-aadc258614ad","","checklist-flat","","ITC-216.1 In-Slab Works","checklist-flat","FALSE","FALSE","Multi-Deck Car Park","Level 3","ITC-216.1 Level 2 Pour 3 "
"c58f4f3b-76f8-4b1e-b00d-22e5305f84dd","","checklist-sectioned","","ITP-216 In-Slab Works Installation","checklist","FALSE","FALSE","Multi-Deck Car Park","Level 3","ITP-216 Level 2 Pour 3"
"edc6783b-2ea5-49e4-863e-34fd282af844","","checklist-flat","","ITC-216.1 In-Slab Works","checklist-flat","FALSE","FALSE","Multi-Deck Car Park","Level 3","ITC-216.1 Level 3 Pour 2"
"d1bf40af-eda8-40f5-b19a-fc5219635b96","","checklist-sectioned","","ITP-216 In-Slab Works Installation","checklist","FALSE","FALSE","Multi-Deck Car Park","Level 3","ITP-216 Level 3 Pour 2"
"6a0360db-f3cd-4f7c-bf55-d79a537ea5c6","","checklist-flat","","ITC-216.1 In-Slab Works","checklist-flat","FALSE","FALSE","Multi-Deck Car Park","Level 3","ITC-216.1 Level 3 Pour 1 Columns"
"94c0e599-3fdb-49be-bc2b-0ade27c290f1","","checklist-sectioned","","ITP-216 In-Slab Works Installation","checklist","FALSE","FALSE","Multi-Deck Car Park","Level 3","ITP-216 Level 3 Pour 1 Columns"
"11df616d-0d0f-4136-8eec-267ebca023c7","","checklist-flat","","ITC-216.1 In-Slab Works","checklist-flat","FALSE","FALSE","Multi-Deck Car Park","Level 3","ITC-216.1 Level 3 Pour 1"
"f21f501d-24d1-4f73-a748-4a1109454866","","checklist-sectioned","","ITP-216 In-Slab Works Installation","checklist","FALSE","FALSE","Multi-Deck Car Park","Level 3","ITP-216 Level 3 Pour 1"
"7e1f7b18-a173-4294-b36e-fa3f75167cb2","","checklist-flat","","ITC-216.1 In-Slab Works","checklist-flat","FALSE","FALSE","Multi-Deck Car Park","Level 3","ITC-216.1 Level 3 Pour 3"
"35f336e1-0656-4b95-94df-9db201c06a36","","checklist-sectioned","","ITP-216 In-Slab Works Installation","checklist","FALSE","FALSE","Multi-Deck Car Park","Level 3","ITP-216 Level 3 Pour 3"
"5ca7b0b3-862c-41da-84be-c461636d1ab5","","checklist-flat","","ITC-216.1 In-Slab Works","checklist-flat","FALSE","FALSE","Multi-Deck Car Park","Level 3","ITC-216.1 Level 3 Pour 4 Columns"
"0aa53470-f148-4bd1-a784-042eb2c71d6f","","checklist-sectioned","","ITP-216 In-Slab Works Installation","checklist","FALSE","FALSE","Multi-Deck Car Park","Level 3","ITP-216 Level 3 Pour 4 Columns"
"34969894-3376-4406-925c-a88474cc3692","","folder-normal","","","step","TRUE","FALSE","Multi-Deck Car Park","Level 4"
"e7345af0-5872-4333-8810-eb444dc9071d","","checklist-sectioned","","ITP-212 Testing and Commissioning","checklist","FALSE","FALSE","Multi-Deck Car Park","Level 4","ITP-212 – Testing and Commissioning"
"ca66b1b4-4281-4097-b900-6b173bc54c98","","checklist-flat","","ITC-216.1 In-Slab Works","checklist-flat","FALSE","FALSE","Multi-Deck Car Park","Level 4","ITC-216.1 – In-Slab Works"
"be2d71f5-1fbe-447a-94a6-7711fcf75f3d","","checklist-sectioned","","ITP-216 In-Slab Works Installation","checklist","FALSE","FALSE","Multi-Deck Car Park","Level 4","ITP-216 – In-Slab Works Installation"
"a271878b-dd68-406e-837b-d82ced066190","","checklist-sectioned","","ITP-222 Horizontal Cabling","checklist","FALSE","FALSE","Multi-Deck Car Park","Level 4","ITP-222 – Horizontal Cabling"
"e028c954-7dc9-4932-9d65-2bb922297eaa","","checklist-sectioned","","ITP-227 Backbone Copper Cabling","checklist","FALSE","FALSE","Multi-Deck Car Park","Level 4","ITP-227 – Backbone Cabling"
"e11feab5-3623-485b-82d6-e6671d8cf58d","","checklist-sectioned","","ITP-226 Fibre Optic Cable","checklist","FALSE","FALSE","Multi-Deck Car Park","Level 4","ITP-226 – Fibre Optic Cabling"
"dd119338-c26b-42f9-a79c-0b18ee2063d4","","folder-normal","","","step","TRUE","FALSE","Multi-Deck Car Park","Level 5"
"87664219-0dad-407b-92ce-9f701bb14d08","","checklist-sectioned","","ITP-212 Testing and Commissioning","checklist","FALSE","FALSE","Multi-Deck Car Park","Level 5","ITP-212 – Testing and Commissioning"
"6baeae63-434d-472b-bfd6-dbe0b80328d8","","checklist-flat","","ITC-216.1 In-Slab Works","checklist-flat","FALSE","FALSE","Multi-Deck Car Park","Level 5","ITC-216.1 – In-Slab Works"
"1de62d9b-f2a9-445a-8e72-0415e319e2d2","","checklist-sectioned","","ITP-216 In-Slab Works Installation","checklist","FALSE","FALSE","Multi-Deck Car Park","Level 5","ITP-216 – In-Slab Works Installation"
"81bf114e-a46c-4fac-8add-b3c0f23ce593","","checklist-sectioned","","ITP-222 Horizontal Cabling","checklist","FALSE","FALSE","Multi-Deck Car Park","Level 5","ITP-222 – Horizontal Cabling"
"feb472e6-e218-47ee-aaab-dbcd4049a3aa","","checklist-sectioned","","ITP-227 Backbone Copper Cabling","checklist","FALSE","FALSE","Multi-Deck Car Park","Level 5","ITP-227 – Backbone Cabling"
"b684ed81-a12a-427f-a0d2-903a4a3b9447","","checklist-sectioned","","ITP-226 Fibre Optic Cable","checklist","FALSE","FALSE","Multi-Deck Car Park","Level 5","ITP-226 – Fibre Optic Cabling"
"e6e9bfba-28e4-415a-9144-f3e6f59bf27f","","folder-normal","","","step","TRUE","FALSE","Multi-Deck Car Park","Level 6"
"f6c3cfe2-28c2-4f7a-a5e6-c6b86a5f18a8","","checklist-sectioned","","ITP-212 Testing and Commissioning","checklist","FALSE","FALSE","Multi-Deck Car Park","Level 6","ITP-212 – Testing and Commissioning"
"fd31525d-c0d8-40a1-aeea-e9fd426bbf49","","checklist-flat","","ITC-216.1 In-Slab Works","checklist-flat","FALSE","FALSE","Multi-Deck Car Park","Level 6","ITC-216.1 – In-Slab Works"
"7f6f6392-ba35-4e20-885a-e9b434454b10","","checklist-sectioned","","ITP-216 In-Slab Works Installation","checklist","FALSE","FALSE","Multi-Deck Car Park","Level 6","ITP-216 – In-Slab Works Installation"
"48cf7c54-e45e-4f34-8b58-b7f64cf70007","","checklist-sectioned","","ITP-222 Horizontal Cabling","checklist","FALSE","FALSE","Multi-Deck Car Park","Level 6","ITP-222 – Horizontal Cabling"
"71e7a241-d404-4d0b-898a-6a0fb098c6d9","","checklist-sectioned","","ITP-227 Backbone Copper Cabling","checklist","FALSE","FALSE","Multi-Deck Car Park","Level 6","ITP-227 – Backbone Cabling"
"07b214fe-ad1e-41f7-ae2d-24885581f1a6","","checklist-sectioned","","ITP-226 Fibre Optic Cable","checklist","FALSE","FALSE","Multi-Deck Car Park","Level 6","ITP-226 – Fibre Optic Cabling"
"7878f9ab-d88a-4fd8-85db-1178ab66685e","","folder-normal","","","step","TRUE","FALSE","Multi-Deck Car Park","Level 7"
"f8a6ea9b-3988-41a0-810c-ea9429df4e8d","","checklist-sectioned","","ITP-212 Testing and Commissioning","checklist","FALSE","FALSE","Multi-Deck Car Park","Level 7","ITP-212 – Testing and Commissioning"
"8164b9df-c727-41f0-a899-a2226228ef2a","","checklist-flat","","ITC-216.1 In-Slab Works","checklist-flat","FALSE","FALSE","Multi-Deck Car Park","Level 7","ITC-216.1 – In-Slab Works"
"17ea1ec2-88bf-4179-a7d6-22e0f55596b7","","checklist-sectioned","","ITP-216 In-Slab Works Installation","checklist","FALSE","FALSE","Multi-Deck Car Park","Level 7","ITP-216 – In-Slab Works Installation"
"4d2062d9-177f-45c4-84ed-ef1119894558","","checklist-sectioned","","ITP-222 Horizontal Cabling","checklist","FALSE","FALSE","Multi-Deck Car Park","Level 7","ITP-222 – Horizontal Cabling"
"4d6f4fe9-ec6d-4f88-b4c0-e4dea15792cb","","checklist-sectioned","","ITP-227 Backbone Copper Cabling","checklist","FALSE","FALSE","Multi-Deck Car Park","Level 7","ITP-227 – Backbone Cabling"
"d4fa1a95-b67a-4e71-825c-71a5cdf0c613","","checklist-sectioned","","ITP-226 Fibre Optic Cable","checklist","FALSE","FALSE","Multi-Deck Car Park","Level 7","ITP-226 – Fibre Optic Cabling"
"ba6cb635-6f58-49cc-8a0b-a9cdb5a4292e","","folder-normal","","","step","TRUE","FALSE","Multi-Deck Car Park","Core 1"
"63c989d2-c054-4677-a387-f129f2dcd8f6","","checklist-flat","","ITC-216.1 In-Slab Works","checklist-flat","FALSE","FALSE","Multi-Deck Car Park","Core 1","ITC-216.1 Core Pour 6"
"b6219149-e711-4e14-988e-53c9edf2ea65","","checklist-sectioned","","ITP-216 In-Slab Works Installation","checklist","FALSE","FALSE","Multi-Deck Car Park","Core 1","ITP-216 Core 1 Pour 6"
"b9e91f65-1de4-4b5c-a4f8-206a2209f001","","checklist-flat","","ITC-216.1 In-Slab Works","checklist-flat","FALSE","FALSE","Multi-Deck Car Park","Core 1","ITC-216.1 Core 1 Level 3 Landing"
"0a2385b8-e3b0-4735-8de5-238c5ec748dc","","checklist-sectioned","","ITP-216 In-Slab Works Installation","checklist","FALSE","FALSE","Multi-Deck Car Park","Core 1","ITP-216 Core 1 Level 3 Landing"
"e0e23576-524c-491f-b2f7-738316e95138","","folder-normal","","","step","TRUE","FALSE","Multi-Deck Car Park","Core 2"
"37ce5e60-04ce-4536-ad63-5ffb11d25892","","checklist-flat","","ITC-216.1 In-Slab Works","checklist-flat","FALSE","FALSE","Multi-Deck Car Park","Core 2","ITC-216.1 Core 2 Pour 5"
"3469b08d-ac1e-4171-8119-2f62ba2d6d23","","checklist-sectioned","","ITP-216 In-Slab Works Installation","checklist","FALSE","FALSE","Multi-Deck Car Park","Core 2","ITP-216 Core 2 Pour 5"
"ae057c6c-ba85-4a30-bf4e-4f2881fd61fb","","checklist-flat","","ITC-216.1 In-Slab Works","checklist-flat","FALSE","FALSE","Multi-Deck Car Park","Core 2","ITC-216.1 Core 2 Pour 4"
"a1c14c9f-33fd-4a33-86e1-7a9dbff97802","","checklist-sectioned","","ITP-216 In-Slab Works Installation","checklist","FALSE","FALSE","Multi-Deck Car Park","Core 2","ITP-216 Core 2 Pour 4"
"9ad550ea-3cdd-4ba6-b394-4231bb0c171f","","checklist-flat","","ITC-216.1 In-Slab Works","checklist-flat","FALSE","FALSE","Multi-Deck Car Park","Core 2","ITC-216.1 Core 2 Pour 6"
"765157be-60fb-432e-b517-36b3cc2f0b5b","","checklist-sectioned","","ITP-216 In-Slab Works Installation","checklist","FALSE","FALSE","Multi-Deck Car Park","Core 2","ITP-216 Core 2 Pour 6"
"c6de2c12-6e76-4bb1-adb8-040ece137cd1","","checklist-flat","","ITC-216.1 In-Slab Works","checklist-flat","FALSE","FALSE","Multi-Deck Car Park","Core 2","ITC-216.1 Level 1 Landing"
"2af38016-969f-4391-90f4-fea1a33c0d1b","","checklist-sectioned","","ITP-216 In-Slab Works Installation","checklist","FALSE","FALSE","Multi-Deck Car Park","Core 2","ITP-216 Level 1 Landing"
"058ed464-9028-4139-92ec-55d935fae4cd","","checklist-flat","","ITC-216.1 In-Slab Works","checklist-flat","FALSE","FALSE","Multi-Deck Car Park","Core 2","ITC-216.1 In-Slab Works Core 2 Level 8 Landing"
"6ecf8758-e257-4003-a612-01bcd2ccf46b","","checklist-sectioned","","ITP-216 In-Slab Works Installation","checklist","FALSE","FALSE","Multi-Deck Car Park","Core 2","ITP-216 In-Slab Works Installation Core 2 Level 8 Landing"
"12c1b8aa-0a64-4cfe-908e-ac5690036365","","folder-normal","","","step","TRUE","FALSE","Refurb QA"
"6168653e-6d0d-45f4-9f64-d697311e83c9","","folder-normal","","","step","TRUE","FALSE","Refurb QA","Level 1"
"26634018-dcc1-4eb9-a4a5-75a7316d62e1","","folder-normal","","","step","TRUE","FALSE","Refurb QA","Level 1","Zone A"
"59981ece-889b-4789-9eef-f06856ac33b7","","checklist-sectioned","","ITP-224 Nursecall","checklist","FALSE","FALSE","Refurb QA","Level 1","Zone A","ITP-224 Nursecall"
"a4983abe-673b-463b-8203-963464b64f07","","checklist-sectioned","","ITP-222 Horizontal Cabling","checklist","FALSE","FALSE","Refurb QA","Level 1","Zone A","ITP-222 Horizontal Cabling"
"84dcec6e-dbe3-49c5-9d6d-3eb824dffc43","","folder-normal","","","step","TRUE","FALSE","Refurb QA","Level 1","Zone A1 (Existing Undercroft)"
"40fadbfc-569e-4ff6-91c9-4d7bbf6ad495","","checklist-sectioned","","ITP-224 Nursecall","checklist","FALSE","FALSE","Refurb QA","Level 1","Zone A1 (Existing Undercroft)","ITP-224 Nursecall"
"8953cb55-4f9a-483d-9efd-af48ed217462","","checklist-sectioned","","ITP-222 Horizontal Cabling","checklist","FALSE","FALSE","Refurb QA","Level 1","Zone A1 (Existing Undercroft)","ITP-222 Horizontal Cabling"
"1544b62e-28e6-4383-bd77-3a7449b9b221","","checklist-flat","","ITC-216.1 In-Slab Works","checklist-flat","FALSE","FALSE","Refurb QA","Level 1","Zone A1 (Existing Undercroft)","ITC-216.1 Staff Assist Pour 1"
"ee695c39-133e-416a-8082-4853157f15db","","checklist-sectioned","","ITP-216 In-Slab Works Installation","checklist","FALSE","FALSE","Refurb QA","Level 1","Zone A1 (Existing Undercroft)","ITP-216 Staff Assist Pour 1"
"17044a1e-84ce-4292-b48d-c02079eddf0e","","checklist-flat","","ITC-216.1 In-Slab Works","checklist-flat","FALSE","FALSE","Refurb QA","Level 1","Zone A1 (Existing Undercroft)","ITC-216.1 Staff Assist Pour 2"
"5f5e2daf-653c-4e8f-919d-bfc75308e2b1","","checklist-sectioned","","ITP-216 In-Slab Works Installation","checklist","FALSE","FALSE","Refurb QA","Level 1","Zone A1 (Existing Undercroft)","ITP-216 Staff Assist Pour 2"
"e6933fcb-bd68-4ae2-92b3-58cda97b2461","","folder-normal","","","step","TRUE","FALSE","Refurb QA","Level 1","Zone B"
