"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"05b6b7d1-bd37-4557-9677-3c01b3f63e59","","folder-normal","not-started","","step","TRUE","FALSE","Basement"
"3f910a05-31a3-4bee-b656-ef72e84d7de4","","folder-normal","not-started","","step","TRUE","FALSE","Basement","LB1"
"e837b3d9-858c-43d6-9d4b-917846159191","","folder-normal","not-started","","step","TRUE","FALSE","Basement","LB1","AES-BLD-BMT-M0101-LB1-01"
"1e96ab6a-686f-482c-9f42-2574a030fb18","","folder-normal","not-started","","step","TRUE","FALSE","Basement","LB1","AES-BLD-BMT-M0101-LB1-01","Mechanical QA"
"fdffae52-cfbe-4fbc-8389-390ae54fc6af","","checklist-sectioned","not-started","Mechanical Duct","checklist","FALSE","FALSE","Basement","LB1","AES-BLD-BMT-M0101-LB1-01","Mechanical QA","Outside Air Duct"
"daa41a1b-b463-5ee2-a1ff-31734d4b9c03","","checkpoint-group","not-started","","","FALSE","FALSE","Basement","LB1","AES-BLD-BMT-M0101-LB1-01","Mechanical QA","Outside Air Duct","First Fix QA"
"fc84a309-24de-5f9a-8d66-d2d3bb5ddb61","","checkpoint-status","not-started","","","TRUE","TRUE","Basement","LB1","AES-BLD-BMT-M0101-LB1-01","Mechanical QA","Outside Air Duct","Second Fix QA","Seismic bracing installed as per Drawing"
"6c0f5717-2f75-5aed-b4d3-617bed80c8b5","","checkpoint-group","not-started","","","FALSE","FALSE","Basement","LB1","AES-BLD-BMT-M0101-LB1-01","Mechanical QA","Outside Air Duct","Fit Off QA"
"f280d1eb-f069-522d-841d-4553be2ad03a","","checkpoint-status","not-started","","","TRUE","TRUE","Basement","LB1","AES-BLD-BMT-M0101-LB1-01","Mechanical QA","Outside Air Duct","Fit Off QA","Flexible ducting installed c/w supports."
"084d462b-385b-5499-8451-816613ec2c5a","","checkpoint-status","not-started","","","TRUE","TRUE","Basement","LB1","AES-BLD-BMT-M0101-LB1-01","Mechanical QA","Outside Air Duct","Fit Off QA","Correct Equipment / Correct Grills / Diffuser Installed"
"7c770147-372d-48e7-b7ae-f4f0a7bdc0de","","checklist-sectioned","not-started","Mechanical Duct","checklist","FALSE","FALSE","Basement","LB1","AES-BLD-BMT-M0101-LB1-01","Mechanical QA","Transfer Air Duct"
"b04dd772-726d-52e8-bb09-f26fa60d40bd","","checkpoint-group","not-started","","","FALSE","FALSE","Basement","LB1","AES-BLD-BMT-M0101-LB1-01","Mechanical QA","Transfer Air Duct","First Fix QA"
"de50cf95-9030-5de8-9580-e01736281146","","checkpoint-status","not-started","","","TRUE","TRUE","Basement","LB1","AES-BLD-BMT-M0101-LB1-01","Mechanical QA","Transfer Air Duct","First Fix QA","Check-off Shop Drawings. Is it all installed correctly: i.e.., each run complete."
"b02a0bc6-b7a2-5cc2-b97d-9048af248f42","","checkpoint-status","not-started","","","TRUE","TRUE","Basement","LB1","AES-BLD-BMT-M0101-LB1-01","Mechanical QA","Transfer Air Duct","First Fix QA","Ducting / equipment connections including flexibles, nuts, bolts and washers correct and tight."
"bf5f46bf-86c8-5791-ad46-8a58a1698595","","checkpoint-status","not-started","","","TRUE","TRUE","Basement","LB1","AES-BLD-BMT-M0101-LB1-01","Mechanical QA","Transfer Air Duct","First Fix QA","U/S of duct heights correct as per Workshop Drawings."
"e0e59426-df83-50cc-bb2d-d2cb1d3d05a5","","checkpoint-status","not-started","","","TRUE","TRUE","Basement","LB1","AES-BLD-BMT-M0101-LB1-01","Mechanical QA","Transfer Air Duct","First Fix QA","Ducts to be removed relocated / relocated as per drawings"
"c975f39c-31e1-5e7c-97cd-a5eb5f9ff630","","checkpoint-status","not-started","","","TRUE","TRUE","Basement","LB1","AES-BLD-BMT-M0101-LB1-01","Mechanical QA","Transfer Air Duct","First Fix QA","Duct Hangers (is spacing correct, installed level etc)"
"3e5470b8-9161-5511-81fc-e4721a5fadb4","","checkpoint-status","not-started","","","TRUE","TRUE","Basement","LB1","AES-BLD-BMT-M0101-LB1-01","Mechanical QA","Transfer Air Duct","First Fix QA","Duct jointing (Joints sealed, cleats fitted etc)"
"3602b0b9-efb4-53a1-902a-c486f56cafa5","","checkpoint-status","not-started","","","TRUE","TRUE","Basement","LB1","AES-BLD-BMT-M0101-LB1-01","Mechanical QA","Transfer Air Duct","First Fix QA","Fire Dampers installed in open position c/w access panel."
"d4d95171-decf-5020-8c10-f28d060090a6","","checkpoint-status","not-started","","","TRUE","TRUE","Basement","LB1","AES-BLD-BMT-M0101-LB1-01","Mechanical QA","Transfer Air Duct","First Fix QA","Sound attenuators installed"
"aea7ae17-b4f7-501d-8f38-c12c25f76b24","","checkpoint-status","not-started","","","TRUE","TRUE","Basement","LB1","AES-BLD-BMT-M0101-LB1-01","Mechanical QA","Transfer Air Duct","First Fix QA","Filter box installed"
"42880b8e-6b4a-50b1-a62b-06c49fc96596","","checkpoint-status","not-started","","","TRUE","TRUE","Basement","LB1","AES-BLD-BMT-M0101-LB1-01","Mechanical QA","Transfer Air Duct","First Fix QA","Transfer ducts installed"
"daa38ec1-927e-596b-a0f2-fdfcbe7579ea","","checkpoint-group","not-started","","","FALSE","FALSE","Basement","LB1","AES-BLD-BMT-M0101-LB1-01","Mechanical QA","Transfer Air Duct","Second Fix QA"
"05ed8046-9299-5608-903f-5e072e42ac2e","","checkpoint-status","not-started","","","TRUE","TRUE","Basement","LB1","AES-BLD-BMT-M0101-LB1-01","Mechanical QA","Transfer Air Duct","Second Fix QA","Motorized dampers orientation to be installed correct way for sealing purpose"
"291ed25c-68e8-5d62-9436-fbfd1aeb7dee","","checkpoint-status","not-started","","","TRUE","TRUE","Basement","LB1","AES-BLD-BMT-M0101-LB1-01","Mechanical QA","Transfer Air Duct","Second Fix QA","Access Panels to be installed as per drawing"
"9c835a1a-592e-5ab2-9ef1-ca6476a9a4df","","checkpoint-status","not-started","","","TRUE","TRUE","Basement","LB1","AES-BLD-BMT-M0101-LB1-01","Mechanical QA","Transfer Air Duct","Second Fix QA","All volume control dampers set fully open."
"0c8e2058-8bbc-5767-9507-28e575c6c2e4","","checkpoint-status","not-started","","","TRUE","TRUE","Basement","LB1","AES-BLD-BMT-M0101-LB1-01","Mechanical QA","Transfer Air Duct","Second Fix QA","Butterfly and outlet dampers installed as per drawing and in open position."
"f2f55518-5b0e-59ad-8834-7f6dd284ddfe","","checkpoint-status","not-started","","","TRUE","TRUE","Basement","LB1","AES-BLD-BMT-M0101-LB1-01","Mechanical QA","Transfer Air Duct","Second Fix QA","Seismic bracing installed as per Drawing"
"95cb3f8c-0b1b-50b6-bbea-90c5e88dfb7a","","checkpoint-group","not-started","","","FALSE","FALSE","Basement","LB1","AES-BLD-BMT-M0101-LB1-01","Mechanical QA","Transfer Air Duct","Fit Off QA"
"3c299fa5-244b-556a-8d7e-dfae17275719","","checkpoint-status","not-started","","","TRUE","TRUE","Basement","LB1","AES-BLD-BMT-M0101-LB1-01","Mechanical QA","Transfer Air Duct","Fit Off QA","Flexible ducting installed c/w supports."
"daa2a43f-215e-5dfb-8460-cd0b6df01440","","checkpoint-status","not-started","","","TRUE","TRUE","Basement","LB1","AES-BLD-BMT-M0101-LB1-01","Mechanical QA","Transfer Air Duct","Fit Off QA","Correct Equipment / Correct Grills / Diffuser Installed"
"cfcc7750-9c27-4e68-a749-df8286aef3f2","","checklist-sectioned","not-started","Mechanical Duct","checklist","FALSE","FALSE","Basement","LB1","AES-BLD-BMT-M0101-LB1-01","Mechanical QA","Exhaust Air Duct"
"de1ffc32-77ca-5b27-98b7-1f0541261955","","checkpoint-group","not-started","","","FALSE","FALSE","Basement","LB1","AES-BLD-BMT-M0101-LB1-01","Mechanical QA","Exhaust Air Duct","First Fix QA"
"2d4e855a-c556-5d29-974f-1e6850b68659","","checkpoint-status","not-started","","","TRUE","TRUE","Basement","LB1","AES-BLD-BMT-M0101-LB1-01","Mechanical QA","Exhaust Air Duct","First Fix QA","Check-off Shop Drawings. Is it all installed correctly: i.e.., each run complete."
"d7d3ead8-8547-58b4-81f1-7acca4ad2ffc","","checkpoint-status","not-started","","","TRUE","TRUE","Basement","LB1","AES-BLD-BMT-M0101-LB1-01","Mechanical QA","Exhaust Air Duct","First Fix QA","Ducting / equipment connections including flexibles, nuts, bolts and washers correct and tight."
"c6591708-42ab-598f-a5a0-fd3386c9a32c","","checkpoint-status","not-started","","","TRUE","TRUE","Basement","LB1","AES-BLD-BMT-M0101-LB1-01","Mechanical QA","Exhaust Air Duct","First Fix QA","U/S of duct heights correct as per Workshop Drawings."
"f6ca04e4-5630-5d26-baef-29c89dab117b","","checkpoint-status","not-started","","","TRUE","TRUE","Basement","LB1","AES-BLD-BMT-M0101-LB1-01","Mechanical QA","Exhaust Air Duct","First Fix QA","Ducts to be removed relocated / relocated as per drawings"
"114bca6e-6eb0-5e23-8a13-af2d06736628","","checkpoint-status","not-started","","","TRUE","TRUE","Basement","LB1","AES-BLD-BMT-M0101-LB1-01","Mechanical QA","Exhaust Air Duct","First Fix QA","Duct Hangers (is spacing correct, installed level etc)"
"dee8f6e6-e1d5-5729-8d2c-f12ff8e313ec","","checkpoint-status","not-started","","","TRUE","TRUE","Basement","LB1","AES-BLD-BMT-M0101-LB1-01","Mechanical QA","Exhaust Air Duct","First Fix QA","Duct jointing (Joints sealed, cleats fitted etc)"
"8d670ffb-794c-5fc2-9ee4-f02370790d43","","checkpoint-status","not-started","","","TRUE","TRUE","Basement","LB1","AES-BLD-BMT-M0101-LB1-01","Mechanical QA","Exhaust Air Duct","First Fix QA","Fire Dampers installed in open position c/w access panel."
"07609d21-ed19-5d87-a718-bdbdd739d898","","checkpoint-status","not-started","","","TRUE","TRUE","Basement","LB1","AES-BLD-BMT-M0101-LB1-01","Mechanical QA","Exhaust Air Duct","First Fix QA","Sound attenuators installed"
"0a896406-e319-5e47-b046-2ee618165315","","checkpoint-status","not-started","","","TRUE","TRUE","Basement","LB1","AES-BLD-BMT-M0101-LB1-01","Mechanical QA","Exhaust Air Duct","First Fix QA","Filter box installed"
"2aadaf0f-960a-52c8-90e8-9147ff45ba01","","checkpoint-status","not-started","","","TRUE","TRUE","Basement","LB1","AES-BLD-BMT-M0101-LB1-01","Mechanical QA","Exhaust Air Duct","First Fix QA","Transfer ducts installed"
"473bc6c3-869d-5e26-b71f-a1ffb549ba4c","","checkpoint-group","not-started","","","FALSE","FALSE","Basement","LB1","AES-BLD-BMT-M0101-LB1-01","Mechanical QA","Exhaust Air Duct","Second Fix QA"
"b461e18e-69be-5561-a8c1-56ab89d49a86","","checkpoint-status","not-started","","","TRUE","TRUE","Basement","LB1","AES-BLD-BMT-M0101-LB1-01","Mechanical QA","Exhaust Air Duct","Second Fix QA","Motorized dampers orientation to be installed correct way for sealing purpose"
"d79f3d44-f710-5230-ac13-bf94ff7385a6","","checkpoint-status","not-started","","","TRUE","TRUE","Basement","LB1","AES-BLD-BMT-M0101-LB1-01","Mechanical QA","Exhaust Air Duct","Second Fix QA","Access Panels to be installed as per drawing"
"df8ea80b-9c48-5893-9beb-28ebeadd6ba1","","checkpoint-status","not-started","","","TRUE","TRUE","Basement","LB1","AES-BLD-BMT-M0101-LB1-01","Mechanical QA","Exhaust Air Duct","Second Fix QA","All volume control dampers set fully open."
"0044a3cc-5efe-59d8-9b6e-55cdc5ed250d","","checkpoint-status","not-started","","","TRUE","TRUE","Basement","LB1","AES-BLD-BMT-M0101-LB1-01","Mechanical QA","Exhaust Air Duct","Second Fix QA","Butterfly and outlet dampers installed as per drawing and in open position."
"7dd14603-593e-5a1c-ac58-e31f2b59daa6","","checkpoint-status","not-started","","","TRUE","TRUE","Basement","LB1","AES-BLD-BMT-M0101-LB1-01","Mechanical QA","Exhaust Air Duct","Second Fix QA","Seismic bracing installed as per Drawing"
"8ce54f34-9c4d-5bac-a558-563570c65df9","","checkpoint-group","not-started","","","FALSE","FALSE","Basement","LB1","AES-BLD-BMT-M0101-LB1-01","Mechanical QA","Exhaust Air Duct","Fit Off QA"
"b7b92684-12ff-5fca-9fd7-22bf41504967","","checkpoint-status","not-started","","","TRUE","TRUE","Basement","LB1","AES-BLD-BMT-M0101-LB1-01","Mechanical QA","Exhaust Air Duct","Fit Off QA","Flexible ducting installed c/w supports."
"df991fe6-fd39-5d8e-9916-b395e1722b96","","checkpoint-status","not-started","","","TRUE","TRUE","Basement","LB1","AES-BLD-BMT-M0101-LB1-01","Mechanical QA","Exhaust Air Duct","Fit Off QA","Correct Equipment / Correct Grills / Diffuser Installed"
"e89b8237-3b77-4487-8b5e-643fd40f67da","","checklist-sectioned","not-started","Mechanical Duct","checklist","FALSE","FALSE","Basement","LB1","AES-BLD-BMT-M0101-LB1-01","Mechanical QA","Generator room"
"e0fc4618-d7a8-59ea-8811-f8577a02e578","","checkpoint-group","not-started","","","FALSE","FALSE","Basement","LB1","AES-BLD-BMT-M0101-LB1-01","Mechanical QA","Generator room","First Fix QA"
"87e5217b-6df8-5a72-b934-db991b6d35ad","","checkpoint-status","not-started","","","TRUE","TRUE","Basement","LB1","AES-BLD-BMT-M0101-LB1-01","Mechanical QA","Generator room","First Fix QA","Check-off Shop Drawings. Is it all installed correctly: i.e.., each run complete."
"9ab07eca-99ad-55f3-8c7d-60dfa9d462a7","","checkpoint-status","not-started","","","TRUE","TRUE","Basement","LB1","AES-BLD-BMT-M0101-LB1-01","Mechanical QA","Generator room","First Fix QA","Ducting / equipment connections including flexibles, nuts, bolts and washers correct and tight."
"858bf926-a948-514b-9539-0c1bc9e9b3a2","","checkpoint-status","not-started","","","TRUE","TRUE","Basement","LB1","AES-BLD-BMT-M0101-LB1-01","Mechanical QA","Generator room","First Fix QA","U/S of duct heights correct as per Workshop Drawings."
"700deb09-a8f6-53c3-b873-2cf6e019abdd","","checkpoint-status","not-started","","","TRUE","TRUE","Basement","LB1","AES-BLD-BMT-M0101-LB1-01","Mechanical QA","Generator room","First Fix QA","Ducts to be removed relocated / relocated as per drawings"
"b18af2c3-a423-58ab-941a-9fde3572c475","","checkpoint-status","not-started","","","TRUE","TRUE","Basement","LB1","AES-BLD-BMT-M0101-LB1-01","Mechanical QA","Generator room","First Fix QA","Duct Hangers (is spacing correct, installed level etc)"
"9b45d436-ca2f-59a0-ab32-b64bc41656a2","","checkpoint-status","not-started","","","TRUE","TRUE","Basement","LB1","AES-BLD-BMT-M0101-LB1-01","Mechanical QA","Generator room","First Fix QA","Duct jointing (Joints sealed, cleats fitted etc)"
"4fa8202d-9869-5fca-81b6-d8da60310ef3","","checkpoint-status","not-started","","","TRUE","TRUE","Basement","LB1","AES-BLD-BMT-M0101-LB1-01","Mechanical QA","Generator room","First Fix QA","Fire Dampers installed in open position c/w access panel."
"47c926d6-0339-5a1d-9642-60385284cd8d","","checkpoint-status","not-started","","","TRUE","TRUE","Basement","LB1","AES-BLD-BMT-M0101-LB1-01","Mechanical QA","Generator room","First Fix QA","Sound attenuators installed"
"9a977642-dafd-5a22-95c1-a9beb8914a40","","checkpoint-status","not-started","","","TRUE","TRUE","Basement","LB1","AES-BLD-BMT-M0101-LB1-01","Mechanical QA","Generator room","First Fix QA","Filter box installed"
"d8675768-1235-5fd5-947c-f004d5186a0f","","checkpoint-status","not-started","","","TRUE","TRUE","Basement","LB1","AES-BLD-BMT-M0101-LB1-01","Mechanical QA","Generator room","First Fix QA","Transfer ducts installed"
"ebf8ef53-6d65-5db3-934d-461bdbdecfa4","","checkpoint-group","not-started","","","FALSE","FALSE","Basement","LB1","AES-BLD-BMT-M0101-LB1-01","Mechanical QA","Generator room","Second Fix QA"
"0de23575-2b25-550a-87a7-e20e6345ec6d","","checkpoint-status","not-started","","","TRUE","TRUE","Basement","LB1","AES-BLD-BMT-M0101-LB1-01","Mechanical QA","Generator room","Second Fix QA","Motorized dampers orientation to be installed correct way for sealing purpose"
"a7a2b268-7244-5efc-b761-22770b5ae318","","checkpoint-status","not-started","","","TRUE","TRUE","Basement","LB1","AES-BLD-BMT-M0101-LB1-01","Mechanical QA","Generator room","Second Fix QA","Access Panels to be installed as per drawing"
"a94c5d90-baee-53e3-8488-7bfd444fb8a9","","checkpoint-status","not-started","","","TRUE","TRUE","Basement","LB1","AES-BLD-BMT-M0101-LB1-01","Mechanical QA","Generator room","Second Fix QA","All volume control dampers set fully open."
"f060700d-9734-530d-ad3d-282eaa05c8ac","","checkpoint-status","not-started","","","TRUE","TRUE","Basement","LB1","AES-BLD-BMT-M0101-LB1-01","Mechanical QA","Generator room","Second Fix QA","Butterfly and outlet dampers installed as per drawing and in open position."
"39d6d683-455c-5198-995c-a599f34b4a8e","","checkpoint-status","not-started","","","TRUE","TRUE","Basement","LB1","AES-BLD-BMT-M0101-LB1-01","Mechanical QA","Generator room","Second Fix QA","Seismic bracing installed as per Drawing"
"c10f83ca-73f0-5a22-b7a7-be35ddf8e008","","checkpoint-group","not-started","","","FALSE","FALSE","Basement","LB1","AES-BLD-BMT-M0101-LB1-01","Mechanical QA","Generator room","Fit Off QA"
"33323b1f-6f82-5475-b3f5-5744fa6e54e1","","checkpoint-status","not-started","","","TRUE","TRUE","Basement","LB1","AES-BLD-BMT-M0101-LB1-01","Mechanical QA","Generator room","Fit Off QA","Flexible ducting installed c/w supports."
"309041c7-a786-55cd-9845-c7b11bce2a4c","","checkpoint-status","not-started","","","TRUE","TRUE","Basement","LB1","AES-BLD-BMT-M0101-LB1-01","Mechanical QA","Generator room","Fit Off QA","Correct Equipment / Correct Grills / Diffuser Installed"
"c95fdbe4-f938-4ef6-8e7b-039cd7881cd6","","folder-normal","not-started","","step","TRUE","FALSE","Basement","LB1","AES-BLD-BMT-M0101-LB1-02"
"43be604b-38e2-46dd-857a-6011b4dca6da","","folder-normal","not-started","","step","TRUE","FALSE","Basement","LB1","AES-BLD-BMT-M0101-LB1-02","Mechanical QA"
"aaadc84d-6043-46ff-a6d8-a177b93ebe4b","","checklist-sectioned","not-started","Mechanical Duct","checklist","FALSE","FALSE","Basement","LB1","AES-BLD-BMT-M0101-LB1-02","Mechanical QA","Exhaust Air Duct"
"94e207f1-8479-5184-ad4e-0852bf870327","","checkpoint-group","not-started","","","FALSE","FALSE","Basement","LB1","AES-BLD-BMT-M0101-LB1-02","Mechanical QA","Exhaust Air Duct","First Fix QA"
"e5598343-9fc7-5f5c-96ff-62a3ad89d6ea","","checkpoint-status","not-started","","","TRUE","TRUE","Basement","LB1","AES-BLD-BMT-M0101-LB1-02","Mechanical QA","Exhaust Air Duct","First Fix QA","Check-off Shop Drawings. Is it all installed correctly: i.e.., each run complete."
"6fb69f43-5887-58c6-b9be-15c9c13d681f","","checkpoint-status","not-started","","","TRUE","TRUE","Basement","LB1","AES-BLD-BMT-M0101-LB1-02","Mechanical QA","Exhaust Air Duct","First Fix QA","Ducting / equipment connections including flexibles, nuts, bolts and washers correct and tight."
"7f9ec239-1c11-52b6-ad1c-32f791255abe","","checkpoint-status","not-started","","","TRUE","TRUE","Basement","LB1","AES-BLD-BMT-M0101-LB1-02","Mechanical QA","Exhaust Air Duct","First Fix QA","U/S of duct heights correct as per Workshop Drawings."
"af4927e3-206d-5a98-875e-9424bdb99508","","checkpoint-status","not-started","","","TRUE","TRUE","Basement","LB1","AES-BLD-BMT-M0101-LB1-02","Mechanical QA","Exhaust Air Duct","First Fix QA","Ducts to be removed relocated / relocated as per drawings"
"2ed3ae6b-ef35-5cee-aeaa-bf6ba12f450c","","checkpoint-status","not-started","","","TRUE","TRUE","Basement","LB1","AES-BLD-BMT-M0101-LB1-02","Mechanical QA","Exhaust Air Duct","First Fix QA","Duct Hangers (is spacing correct, installed level etc)"
"baa9a59e-a0db-5b0a-b301-27b008617b38","","checkpoint-status","not-started","","","TRUE","TRUE","Basement","LB1","AES-BLD-BMT-M0101-LB1-02","Mechanical QA","Exhaust Air Duct","First Fix QA","Duct jointing (Joints sealed, cleats fitted etc)"
"ad3fbb81-25d5-5917-bc0c-36349b21766a","","checkpoint-status","not-started","","","TRUE","TRUE","Basement","LB1","AES-BLD-BMT-M0101-LB1-02","Mechanical QA","Exhaust Air Duct","First Fix QA","Fire Dampers installed in open position c/w access panel."
"20ef8eaa-10c9-5d02-bce0-8b354e926ec2","","checkpoint-status","not-started","","","TRUE","TRUE","Basement","LB1","AES-BLD-BMT-M0101-LB1-02","Mechanical QA","Exhaust Air Duct","First Fix QA","Sound attenuators installed"
"25905e07-ee59-5933-99e3-3357fa7cdfd3","","checkpoint-status","not-started","","","TRUE","TRUE","Basement","LB1","AES-BLD-BMT-M0101-LB1-02","Mechanical QA","Exhaust Air Duct","First Fix QA","Filter box installed"
"a300dbc7-c0bc-5adf-8d23-cc14e3ef2449","","checkpoint-status","not-started","","","TRUE","TRUE","Basement","LB1","AES-BLD-BMT-M0101-LB1-02","Mechanical QA","Exhaust Air Duct","First Fix QA","Transfer ducts installed"
"f397cd5b-f32e-5df8-aa51-d1724368a4ae","","checkpoint-group","not-started","","","FALSE","FALSE","Basement","LB1","AES-BLD-BMT-M0101-LB1-02","Mechanical QA","Exhaust Air Duct","Second Fix QA"
"d0ad72c3-df58-5b80-b96d-4d1c2b878d79","","checkpoint-status","not-started","","","TRUE","TRUE","Basement","LB1","AES-BLD-BMT-M0101-LB1-02","Mechanical QA","Exhaust Air Duct","Second Fix QA","Motorized dampers orientation to be installed correct way for sealing purpose"
"f6baacff-8eec-55a3-9b7d-42dc3f1ceb28","","checkpoint-status","not-started","","","TRUE","TRUE","Basement","LB1","AES-BLD-BMT-M0101-LB1-02","Mechanical QA","Exhaust Air Duct","Second Fix QA","Access Panels to be installed as per drawing"
"c11d1f14-74ab-50e4-8f8d-da0c04e0348d","","checkpoint-status","not-started","","","TRUE","TRUE","Basement","LB1","AES-BLD-BMT-M0101-LB1-02","Mechanical QA","Exhaust Air Duct","Second Fix QA","All volume control dampers set fully open."
"2f48aec9-3dd7-5e82-a4af-40de2f7fb82b","","checkpoint-status","not-started","","","TRUE","TRUE","Basement","LB1","AES-BLD-BMT-M0101-LB1-02","Mechanical QA","Exhaust Air Duct","Second Fix QA","Butterfly and outlet dampers installed as per drawing and in open position."
"3efcf169-86bb-5a1d-ade4-77ac77695748","","checkpoint-status","not-started","","","TRUE","TRUE","Basement","LB1","AES-BLD-BMT-M0101-LB1-02","Mechanical QA","Exhaust Air Duct","Second Fix QA","Seismic bracing installed as per Drawing"
"b5c5cdd0-1daf-5660-bce6-70a0b6bf3261","","checkpoint-group","not-started","","","FALSE","FALSE","Basement","LB1","AES-BLD-BMT-M0101-LB1-02","Mechanical QA","Exhaust Air Duct","Fit Off QA"
"1a3239f9-8ad4-5a7c-b7d0-dcfba6f0610a","","checkpoint-status","not-started","","","TRUE","TRUE","Basement","LB1","AES-BLD-BMT-M0101-LB1-02","Mechanical QA","Exhaust Air Duct","Fit Off QA","Flexible ducting installed c/w supports."
