resource,resource,resource,resource,type,Add Step,Add Post,Tier 1,Tier 2 ,Tier 3,Tier 4,Tier 5,Tier 6,Tier 7,Tier 8,Tier 9
,,,,step,,,,,Apartment Wall Closure,,,,,,
Wall Closure Checklist 2 Rough In [P],Sign Off,,,folder-with-checklists,,,,,,A501,,,,,
Wall Closure Checklist 2 Rough In [P],Sign Off,,,folder-with-checklists,,,,,,A502,,,,,
Wall Closure Checklist 2 Rough In [P],Sign Off,,,folder-with-checklists,,,,,,A503,,,,,
Wall Closure Checklist 2 Rough In [P],Sign Off,,,folder-with-checklists,,,,,,A504,,,,,
Wall Closure Checklist 2 Rough In [P],Sign Off,,,folder-with-checklists,,,,,,A505,,,,,
Wall Closure Checklist 1 Rough In [A],Wall Closure Checklist 2 Rough In [P],,,folder-with-checklists,,,,,,A506,,,,,
Wall Closure Checklist 2 Rough In [P],Sign Off,,,folder-with-checklists,,,,,,A507,,,,,
Wall Closure Checklist 2 Rough In [P],Sign Off,,,folder-with-checklists,,,,,,A508,,,,,
Wall Closure Checklist 2 Rough In [P],Sign Off,,,folder-with-checklists,,,,,,A509,,,,,
Wall Closure Checklist 2 Rough In [P],Sign Off,,,folder-with-checklists,,,,,,A510,,,,,
,,,,step,,,,,Apartment Ceiling Closure,,,,,,
Ceiling Closure Checklist 2 Rough In [Q],Sign Off,,,folder-with-checklists,,,,,,A501,,,,,
Ceiling Closure Checklist 2 Rough In [Q],Sign Off,,,folder-with-checklists,,,,,,A502,,,,,
Ceiling Closure Checklist 2 Rough In [Q],Sign Off,,,folder-with-checklists,,,,,,A503,,,,,
Ceiling Closure Checklist 2 Rough In [Q],Sign Off,,,folder-with-checklists,,,,,,A504,,,,,
Ceiling Closure Checklist 2 Rough In [Q],Sign Off,,,folder-with-checklists,,,,,,A505,,,,,
,,,,step,,,,,,A506,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,,folder-with-checklists,,,,,,,Bed,,,,
Ceiling Closure Checklist 2 Rough In [Q],Sign Off,,,folder-with-checklists,,,,,,,Living,,,,
Ceiling Closure Checklist 2 Rough In [Q],Sign Off,,,folder-with-checklists,,,,,,A507,,,,,
Ceiling Closure Checklist 2 Rough In [Q],Sign Off,,,folder-with-checklists,,,,,,A508,,,,,
Ceiling Closure Checklist 2 Rough In [Q],Sign Off,,,folder-with-checklists,,,,,,A509,,,,,
Ceiling Closure Checklist 2 Rough In [Q],Sign Off,,,folder-with-checklists,,,,,,A510,,,,,
Duct Installation Checklist [C],Lobby Area [J],Ducting-Common Area [K],Sign Off,folder-with-checklists,,,,,Common Area,,,,,,
,,,,step,,,,Level-6,,,,,,,
,,,,step,,,,,Apartment Wall Closure,,,,,,
Wall Closure Checklist 2 Rough In [P],Sign Off,,,folder-with-checklists,,,,,,A601,,,,,
,,,,step,,,,,,A602,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,,folder-with-checklists,,,,,,,Bedroom,,,,
Wall Closure Checklist 2 Rough In [P],Sign Off,,,folder-with-checklists,,,,,,,Living,,,,
,,,,step,,,,,,A603,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,,folder-with-checklists,,,,,,,Bedroom,,,,
Wall Closure Checklist 2 Rough In [P],Sign Off,,,folder-with-checklists,,,,,,,Living,,,,
,,,,step,,,,,,A604,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,,folder-with-checklists,,,,,,,Bedroom,,,,
Wall Closure Checklist 2 Rough In [P],Sign Off,,,folder-with-checklists,,,,,,,Living,,,,
,,,,step,,,,,,A605,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,,folder-with-checklists,,,,,,,Bedroom,,,,
Wall Closure Checklist 2 Rough In [P],Sign Off,,,folder-with-checklists,,,,,,,Living,,,,
Wall Closure Checklist 2 Rough In [P],Sign Off,,,folder-with-checklists,,,,,,A606,,,,,
,,,,step,,,,,Apartment Ceiling Closure,,,,,,
Ceiling Closure Checklist 2 Rough In [Q],Sign Off,,,folder-with-checklists,,,,,,A601,,,,,
,,,,step,,,,,,A602,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,,folder-with-checklists,,,,,,,Bed,,,,
Ceiling Closure Checklist 2 Rough In [Q],Sign Off,,,folder-with-checklists,,,,,,,Living,,,,
,,,,step,,,,,,A603,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,,folder-with-checklists,,,,,,,Bed,,,,
Ceiling Closure Checklist 2 Rough In [Q],Sign Off,,,folder-with-checklists,,,,,,,Living,,,,
,,,,step,,,,,,A604,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,,folder-with-checklists,,,,,,,Bed,,,,
Ceiling Closure Checklist 2 Rough In [Q],Sign Off,,,folder-with-checklists,,,,,,,Living,,,,
,,,,step,,,,,,A605,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,,folder-with-checklists,,,,,,,Bed,,,,
Ceiling Closure Checklist 2 Rough In [Q],Sign Off,,,folder-with-checklists,,,,,,,Living,,,,
Ceiling Closure Checklist 2 Rough In [Q],Sign Off,,,folder-with-checklists,,,,,,A606,,,,,
Duct Installation Checklist [C],Lobby Area [J],Ducting-Common Area [K],Sign Off,folder-with-checklists,,,,,Common Area,,,,,,
