type,name,values,prefix,postfix,usage count,user addable,template name,,
checkpoint-no-status,"ITP/Checklist for underslung/suspended drains (sewer, stormwater and vents)",,,,,,,,
checkpoint,Installation complies with current IFC shop drawings,,,,,,,,
checkpoint,Installation materials used in accordance with manufacturer requirements,,,,,,,,
checkpoint,"Penos above have been checked, opened and debris cleared",,,,,,,,
checkpoint,"Clips, fixings & anchor points are correct (including a clip to support each trap & bend)",,,,,,,,
checkpoint,Pipe & trap invert levels have been checked and are correct,,,,,,,,
checkpoint,Pipes & traps are clear of debris,,,,,,,,
checkpoint,Required fall/grade meets AS/NZS 3500 (2021),,,,,,,,
checkpoint,Any open ends have been sealed (including the penos above slab),,,,,,,,
checkpoint,Labels have been applied,,,,,,,,
checkpoint,Pipes requiring lagging have been temporarily labelled,,,,,,,,
,,,,,,,,,
checklist,"Drains: Stack Riser - Sewer, Stormwater & Vent",,,,,,"Amenities - Drains: Stack Riser - Sewer, Stormwater & Vent",,
section,Details,,,,,,,,
checkpoint-no-status,"ITP/Checklist for stack risers servicing sewer, stormwater & vents",,,,,,,,
checkpoint,Installation complies with current IFC shop drawings & AS/NZS 3500 (2021),,,,,,,,
checkpoint,Installation materials used in accordance with manufacturer requirements,,,,,,,,
checkpoint,"Clips, fixings & anchor points are correct and secure (includes independent clipping (no piggy backed clips)",,,,,,,,
checkpoint,Peno has been caulked (top and underside of slab),,,,,,,,
checkpoint,Branch junction/s & off set invert levels have been checked and are correct,,,,,,,,
checkpoint,Pipes & junctions are clear of debris,,,,,,,,
checkpoint,Inspection opening caps have been tightened and duct tape applied,,,,,,,,
checkpoint,For sewer: Expansion joint clipped and spacer removed (to allow for expansion),,,,,,,,
checkpoint,Any open ends have been sealed (including the penos above slab),,,,,,,,
checkpoint,Labels have been applied,,,,,,,,
checkpoint,Pipes requiring lagging have been temporarily labelled,,,,,,,,
,,,,,,,,,
checklist,Drains: Syphonic - Underslung,,,,,,Amenities - Drains: Syphonic - Underslung,,
section,Details,,,,,,,,
checkpoint-no-status,Syphonic underslung drains have been installed as outlined below,,,,,,,,
checkpoint,Installation complies with current IFC shop drawings & AS/NZS 3500 (2021),,,,,,,,
checkpoint,Installation materials used in accordance with manufacturer requirements,,,,,,,,
checkpoint,"Penos above have been checked, opened and debris cleared",,,,,,,,
checkpoint,HDPE has been used & fusion sockets witness marked,,,,,,,,
checkpoint,"Clips, fixings & anchor points are correct (including a clip to support each trap & bend)",,,,,,,,
checkpoint,Pipe & trap invert levels have been checked and are correct,,,,,,,,
checkpoint,Pipes & traps are clear of debris,,,,,,,,
checkpoint,Required fall/gradient meets AS/NZS 3500 (2021),,,,,,,,
checkpoint,Any open ends have been sealed (including the penos above slab),,,,,,,,
,,,,,,,,,
checklist,Drains: Syphonic - Stack Riser,,,,,,Amenities - Drains: Syphonic - Stack Riser,,
section,Details,,,,,,,,
checkpoint-no-status,Syphonic stack risers have been installed as outlined below,,,,,,,,
checkpoint,Installation complies with current IFC shop drawings & AS/NZS 3500 (2021),,,,,,,,
checkpoint,Installation materials used in accordance with manufacturer requirements,,,,,,,,
checkpoint,Specific clipping method & anchor points are correct (including a clip to support each trap & bend),,,,,,,,
checkpoint,HDPE fusion welds are witness marked,,,,,,,,
checkpoint,Pipes & junctions are clear of debris,,,,,,,,
checkpoint,Expansion joint clipped and spacer removed (to allow for expansion),,,,,,,,
checkpoint,Any open ends have been sealed (including the penos above slab),,,,,,,,
,,,,,,,,,
checklist,"Drains: Greasy Waste - Underslung, Stacks & Vents",,,,,,"Amenities - Drains: Greasy Waste - Underslung, Stacks & Vents",,
section,Details,,,,,,,,
checkpoint-no-status,ITP/Checklist for underslung/suspended drains for greasy waste,,,,,,,,
checkpoint,Installation complies with current IFC shop drawings & AS/NZS 3500 (2021),,,,,,,,
checkpoint,Installation materials used in accordance with manufacturer requirements,,,,,,,,
checkpoint,"Penos above have been checked, opened and debris cleared",,,,,,,,
checkpoint,HDPE has been used & fusion sockets witness marked,,,,,,,,
checkpoint,"Clips, fixings & anchor points are correct (including a clip to support each trap & bend)",,,,,,,,
checkpoint,Branch junction/s & off set invert levels have been checked and are correct,,,,,,,,
checkpoint,Expansion correctly clipped,,,,,,,,
checkpoint,Pipe & trap invert levels have been checked and are correct,,,,,,,,
checkpoint,Pipes & traps are clear of debris,,,,,,,,
checkpoint,Required fall/gradient meets AS/NZS 3500 (2021),,,,,,,,
checkpoint,Any open ends have been sealed (including the penos above slab),,,,,,,,
checkpoint,Peno has been caulked (top and underside of slab),,,,,,,,
checkpoint,Labels have been applied,,,,,,,,
checkpoint,Pipes requiring lagging have been temporarily labelled,,,,,,,,
checkpoint,Greasy waste/pumpline has been water tested (include photos),,,,,,,,
,,,,,,,,,
checklist,"Drains: Trade Waste - Underslung, Stacks & Vents",,,,,,"Amenities - Drains: Trade Waste - Underslung, Stacks & Vents",,
section,Details,,,,,,,,
checkpoint,Installation complies with current IFC shop drawings & AS/NZS 3500 (2021),,,,,,,,
checkpoint,Installation materials used in accordance with manufacturer requirements,,,,,,,,
checkpoint,"Penos above have been checked, opened and debris cleared",,,,,,,,
checkpoint,HDPE has been used & fusion sockets witness marked,,,,,,,,
checkpoint,"Clips, fixings & anchor points are correct (including a clip to support each trap & bend)",,,,,,,,
checkpoint,Pipe & trap invert levels have been checked and are correct,,,,,,,,
checkpoint,Pipes & traps are clear of debris,,,,,,,,
checkpoint,Required fall/gradient meets AS/NZS 3500 (2021),,,,,,,,
checkpoint,Any open ends have been sealed (including the penos above slab),,,,,,,,
checkpoint,Tradewaste pipes have been tested with water (include photos of test),,,,,,,,
checkpoint,Labels have been applied,,,,,,,,
checkpoint,Pipes requiring lagging have been temporarily labelled,,,,,,,,
,,,,,,,,,
checklist,Drains: Pumpline - Underslung & Stacks,,,,,,Amenities - Drains: Pumpline - Underslung & Stacks,,
section,Details,,,,,,,,
checkpoint-no-status,Underslung & stack pumpline drains have been installed as outlined below,,,,,,,,
checkpoint,Installation complies with current IFC shop drawings & AS/NZS 3500 (2021),,,,,,,,
checkpoint,Installation materials used in accordance with manufacturer requirements,,,,,,,,
checkpoint,"Penos above have been checked, opened and debris cleared",,,,,,,,
checkpoint,HDPE has been used & fusion sockets witness marked,,,,,,,,
checkpoint,"Clips, fixings & anchor points are correct with secure fixings to reduce pipe movement (eg thrust bracing)",,,,,,,,
checkpoint,Pipe & trap invert levels have been checked and are correct,,,,,,,,
checkpoint,Pipes & traps are clear of debris,,,,,,,,
checkpoint,Required fall/gradient meets AS/NZS 3500 (2021),,,,,,,,
checkpoint,Any open ends have been sealed (including the penos above slab),,,,,,,,
checkpoint,Pumplines have been tested with water (include photos of test),,,,,,,,
checkpoint,Labels have been applied,,,,,,,,
checkpoint,Pipes requiring lagging have been temporarily labelled,,,,,,,,
,,,,,,,,,
checklist,Pod Drain Connection (Prefab Bathroom or Laundry),,,,,,Amenities - Pod Drain Connection (Prefab Bathroom or Laundry),,
section,Details,,,,,,,,
checkpoint-no-status,Drain connection from pod to building stack has been installed as outlined below,,,,,,,,
checkpoint,Installation complies with current IFC shop drawings & AS/NZS 3500 (2021),,,,,,,,
checkpoint,Installation materials were used in accordance with manufacturer requirements,,,,,,,,
checkpoint,Expansion joint has been fitted above and below the de-aerator fitting,,,,,,,,
checkpoint,Expansion joints are securely clipped and fixed to precast or solid element,,,,,,,,
,,,,,,,,,
checklist,Main Run Rough In (Cold Water),,,,,,Amenities - Main Run Rough In (Cold Water),,
section,Details,,,,,,,,
checkpoint-no-status,ITP/Checklist for the main CW run from riser to tenancy/bathrooms/apartments/hotel rooms,,,,,,,,
checkpoint,Installation complies with current IFC shop drawings & AS/NZS 3500 (2021),,,,,,,,
checkpoint,Installation materials used in accordance with manufacturer requirements,,,,,,,,
checkpoint,Pipe joints & witness marks are correct (for pex & copper),,,,,,,,
checkpoint,Clips and fixings are correct,,,,,,,,
checkpoint,Pipe run position & levels are correct,,,,,,,,
checkpoint,All pipework is clear of debris and any open ends sealed (with duct tape if temporary measure required),,,,,,,,
checkpoint,Expansion joints/loops are correct as per IFC and to AS/NZS 3500 (2021),,,,,,,,
checkpoint,Valve flow direction & disconnection unions are correct,,,,,,,,
checkpoint,Extension points have sacrificial valves,,,,,,,,
checkpoint,Connected to meter manifold and pipe labelled with destination,,,,,,,,
checkpoint,Final check for cross connections has been undertaken,,,,,,,,
checkpoint,Check pipe clear spacing (service separation min 25mm has been achieved),,,,,,,,
checkpoint,Flexible connections are correct,,,,,,,,
checkpoint,Labels have been applied,,,,,,,,
checkpoint,Rough in is ready for a hydrostatic water test,,,,,,,,
,,,,,,,,,
checklist,Main Run Rough In (Hot Water),,,,,,Amenities - Main Run Rough In (Hot Water),,
section,Details,,,,,,,,
checkpoint-no-status,ITP/Checklist for the main HWF & HWR run from riser to tenancy/bathrooms/apartments/hotel rooms,,,,,,,,
checkpoint,Installation complies with current IFC shop drawings & AS/NZS 3500 (2021),,,,,,,,
checkpoint,Installation materials used in accordance with manufacturer requirements,,,,,,,,
checkpoint,Pipe joints & witness marks are correct (for pex & copper),,,,,,,,
checkpoint,"Clips, fixings & furrel blocks are correct",,,,,,,,
checkpoint,Pipe run position & levels are correct,,,,,,,,
checkpoint,All pipework is clear of debris and any open ends sealed (with duct tape if temporary measure required),,,,,,,,
checkpoint,Expansion joints/loops are correct as per IFC and to AS/NZS 3500 (2021),,,,,,,,
checkpoint,Valve flow direction & disconnection unions are correct,,,,,,,,
checkpoint,Hot water meter has been installed,,,,,,,,
checkpoint,Extension points have sacrificial valves,,,,,,,,
checkpoint,Final check for cross connections has been undertaken,,,,,,,,
checkpoint,Check pipe clear spacing (service separation min 25mm has been achieved),,,,,,,,
checkpoint,Labels have been applied,,,,,,,,
checkpoint,Pipes requiring lagging have been temporarily labelled,,,,,,,,
checkpoint,Rough in is ready for a hydrostatic water test,,,,,,,,
,,,,,,,,,
checklist,Main Run Rough In (Non Potable/Rainwater),,,,,,Amenities - Main Run Rough In (Non Potable/Rainwater),,
section,Details,,,,,,,,
checkpoint-no-status,ITP/Checklist for the main RW run from riser to tenancy/bathrooms/apartments/hotel rooms,,,,,,,,
checkpoint,Installation complies with current IFC shop drawings & AS/NZS 3500 (2021),,,,,,,,
checkpoint,Installation materials used in accordance with manufacturer requirements,,,,,,,,
checkpoint,Pipe joints & witness marks are correct (for pex & copper),,,,,,,,
checkpoint,Clips and fixings are correct,,,,,,,,
checkpoint,Pipe run position & levels are correct,,,,,,,,
checkpoint,All pipework is clear of debris and any open ends sealed (with duct tape if temporary measure required),,,,,,,,
checkpoint,Expansion joints/loops are correct as per IFC and to AS/NZS 3500 (2021),,,,,,,,
checkpoint,Valve flow direction & disconnection unions are correct,,,,,,,,
checkpoint,Extension points have sacrificial valves,,,,,,,,
checkpoint,Final check for cross connections has been undertaken,,,,,,,,
checkpoint,Check pipe clear spacing (service separation min 25mm has been achieved),,,,,,,,
checkpoint,Flexible connections are correct,,,,,,,,
checkpoint,Labels have been applied,,,,,,,,
checkpoint,Rough in is ready for a hydrostatic water test,,,,,,,,
,,,,,,,,,
checklist,Main Run Rough In (Gas),,,,,,Amenities - Main Run Rough In (Gas),,
section,Details,,,,,,,,
checkpoint-no-status,ITP/Checklist for the main gas run from riser to tenancy/bathrooms/apartments/hotel rooms,,,,,,,,
checkpoint,Installation complies with current IFC shop drawings & AS/NZS 3500 (2021),,,,,,,,
checkpoint,Installation materials used in accordance with manufacturer requirements,,,,,,,,
checkpoint,Pipe joints & witness marks are correct (for pex & copper),,,,,,,,
checkpoint,Clips and fixings are correct,,,,,,,,
checkpoint,Pipe run position & levels are correct,,,,,,,,
checkpoint,All pipework is clear of debris and any open ends sealed (with duct tape if temporary measure required),,,,,,,,
checkpoint,Expansion joints/loops are correct as per IFC and to AS/NZS 3500 (2021),,,,,,,,
checkpoint,Valve flow direction & disconnection unions are correct,,,,,,,,
checkpoint,Extension points have sacrificial valves,,,,,,,,
checkpoint,Final check for cross connections has been undertaken,,,,,,,,
checkpoint,Check pipe clear spacing (service separation min 25mm has been achieved),,,,,,,,
checkpoint,Flexible connections are correct,,,,,,,,
checkpoint,Labels have been applied,,,,,,,,
checkpoint,Rough in is ready for a gas test,,,,,,,,
,,,,,,,,,
checklist,Rough In - CW Design Components,,,,,,Amenities - Rough In - CW Design Components,,
section,Details,,,,,,,,
checkpoint-no-status,ITP/Checklist for specific design requirements for CW,,,,,,,,
checkpoint,CW tank bypass has been roughed in,,,,,,,,
checkpoint,CW backup to RW system has been roughed in,,,,,,,,
checkpoint,Check meter installed,,,,,,,,
checkpoint,RPZD/ back flow prevention device installed,,,,,,,,
checkpoint,Isolation valves installed,,,,,,,,
checkpoint,Pressure reducing valves installed,,,,,,,,
checkpoint,Future provision for connection to BMS,,,,,,,,
checkpoint,Installation complies with current IFC Schematic & shop drawings,,,,,,,,
,,,,,,,,,
checklist,Rough In - RW Design Components,,,,,,Amenities - Rough In - RW Design Components,,
section,Details,,,,,,,,
checkpoint-no-status,ITP/Checklist for specific design requirements for CW,,,,,,,,
checkpoint,CW backup to RW system has been roughed in,,,,,,,,
checkpoint,Check meter installed,,,,,,,,
checkpoint,Isolation valves installed,,,,,,,,
checkpoint,Future provision for connection to BMS,,,,,,,,
checkpoint,Installation complies with current IFC Schematic & shop drawings,,,,,,,,
,,,,,,,,,
checklist,Rough In - Mains Water Meter Assembly,,,,,,Amenities - Rough In - Mains Water Meter Assembly,,
section,Details,,,,,,,,
checkpoint-no-status,ITP/Checklist for specific design requirements for CW water meter assembly,,,,,,,,
checkpoint,Installation complies with current IFC Schematic & shop drawings,,,,,,,,
checkpoint,"Installation meets water authority requirements with specific clearances, distances and heights achieved",,,,,,,,
checkpoint,Barrel unions have been used to allow for future maintenance ease,,,,,,,,
,,,,,,,,,
checklist,Rough In - Meter Install (Fitout),,,,,,Amenities - Rough In - Meter Install (Fitout),,
section,Details,,,,,,,,
checkpoint-no-status,ITP/Checklist for install of meter for future fitout,,,,,,,,
checkpoint,Installation complies with current IFC Schematic & shop drawings,,,,,,,,
checkpoint,Meter installation meets water authority requirements,,,,,,,,
checkpoint,Isolation valve has been installed,,,,,,,,
checkpoint,PRV has been installed,,,,,,,,
,,,,,,,,,
checklist,Rough In - Meter Manifold Install,,,,,,Amenities - Rough In - Meter Manifold Install,,
section,Details,,,,,,,,
checkpoint,Installation in accordance with Water Authority requirements (no meter is located more than 1500mm from FFL or positioned lower than 150mm from FFL),,,,,,,,
checkpoint,Pipe joints & witness marks are correct (for pex & copper),,,,,,,,
checkpoint,Clips and fixings are correct,,,,,,,,
checkpoint,Connection to meter manifold complete and pipe labelled,,,,,,,,
checkpoint,All manifold points are capped,,,,,,,,
,,,,,,,,,
checklist,Rough In: Commercial (High & Low Level Rough In) Water Services,,,,,,Amenities - Rough In: Commercial (High & Low Level Rough In) Water Services,,
section,Details,,,,,,,,
checkpoint-no-status,ITP/Checklist for rough in of high level and low level water services to specific areas (tea point/bathrooms/EOT etc),,,,,,,,
checkpoint,Pressure Pipework (for high & low level rough-in) checked off as below,,,,,,,,
checkpoint-no-status,Install Phase,,,,,,,,
checkpoint,"If pex is being insulated with armaflex, a barrier of duct tape has been applied to all pex crimp fittings",,,,,,,,
checkpoint,All joints have been crimped correctly and to manufacturers spec,,,,,,,,
checkpoint,Spacing of clips and fixings for WaterPex as per AS3500.1.2021,,,,,,,,
checkpoint,Any pex through metal studs is entirely protected from sharp edges (achieve through additional oversized sleeving or suitable grommets),,,,,,,,
checkpoint,Check has been undertaken to ensure no cross connections,,,,,,,,
checkpoint,All pex fittings are crimped and ready for 1500 kPa bump test,,,,,,,,
checkpoint-no-status,Rough In Fitting Install,,,,,,,,
checkpoint,Installation and location of tempering valve or T.M.V is correct (must be within access panel area),,,,,,,,
checkpoint,Location of shower mixer is as per latest IFC,,,,,,,,
checkpoint,Location of lugged elbow is as per latest IFC,,,,,,,,
checkpoint,Location of WC water point is as per latest IFC,,,,,,,,
checkpoint,Location of vanity water points are as per latest IFC,,,,,,,,
,,,,,,,,,
checklist,Rough In: Apartment Water Services (High & Low Level Rough In),,,,,,Amenities - Rough In: Apartment Water Services (High & Low Level Rough In),,
section,Details,,,,,,,,
checkpoint,Pressure Pipework (for high & low level rough-in) checked off as below,,,,,,,,
checkpoint-no-status,Install Phase,,,,,,,,
checkpoint,"If WaterPex is being insulated with armaflex, a barrier of duct tape has been applied to all pex crimp fittings",,,,,,,,
checkpoint,All joints have been crimped correctly and to manufacturers spec,,,,,,,,
checkpoint,Leak detection indicator has broken away and 3 crimp lines are visible on the crimped fitting,,,,,,,,
checkpoint,Spacing of clips and fixings for WaterPex as per AS3500.1.2021,,,,,,,,
checkpoint,Any WaterPex through metal studs is entirely protected from sharp edges (achieve through additional oversized sleeving or suitable grommets),,,,,,,,
checkpoint,Check has been undertaken to ensure no cross connections,,,,,,,,
checkpoint,All pex fittings are crimped and ready for 1500 kPa bump test,,,,,,,,
checkpoint-no-status,Rough In Fitting Install,,,,,,,,
checkpoint,Installation and location of tempering valve or T.M.V is correct (must be within access panel area),,,,,,,,
checkpoint,Location of shower mixer is as per latest IFC,,,,,,,,
checkpoint,Location of lugged elbow is as per latest IFC,,,,,,,,
checkpoint,Location of WC water point is as per latest IFC,,,,,,,,
checkpoint,Location of vanity water points are as per latest IFC,,,,,,,,
checkpoint,Location of kitchen water points are as per latest IFC,,,,,,,,
checkpoint,Location of laundry water points are as per latest IFC,,,,,,,,
,,,,,,,,,
checklist,Pod Rough In Connection (Prefab Bathroom or Laundry),,,,,,Amenities - Pod Rough In Connection (Prefab Bathroom or Laundry),,
section,Details,,,,,,,,
checkpoint-no-status,Drain connection from pod to building stack has been installed as outlined below,,,,,,,,
checkpoint,Installation complies with current IFC shop drawings & AS/NZS 3500 (2021),,,,,,,,
checkpoint,Installation materials were used in accordance with manufacturer requirements,,,,,,,,
checkpoint,Cold & hot water pipework is connected,,,,,,,,
checkpoint,Check isolation valves are installed correctly,,,,,,,,
checkpoint,TMV/TV has been installed,,,,,,,,
checkpoint,Protective covering is installed & area has been left clean,,,,,,,,
,,,,,,,,,
checklist,"Risers (CW, HWF & HWR, Rainwater/Non Potable)",,,,,,"Amenities - Risers (CW, HWF & HWR, Rainwater/Non Potable)",,
section,Details,,,,,,,,
checkpoint-no-status,ITP/Checklist for install of all risers,,,,,,,,
checkpoint,"Installation complies with current IFC shop drawings, schematics & AS/NZS 3500 (2021)",,,,,,,,
checkpoint,Expansion loop position and length comply with IFC schematics & AS/NZS 3500 (2021),,,,,,,,
checkpoint,"Clips, fixings & anchor points are correct (etc - fixed anchor, slide guide clamp, spring clip)",,,,,,,,
checkpoint,"Any v-hose, victaulic joints are watermarked and installed correctly",,,,,,,,
checkpoint,Clips used are not dissimilar metals and will not corrode an element,,,,,,,,
checkpoint,All pipework is clear of debris and any open ends sealed (with duct tape if temporary measure required),,,,,,,,
checkpoint,Branch junctions & off-set levels are correct,,,,,,,,
checkpoint,Pipe joints & witness marks are correct,,,,,,,,
checkpoint,Checked for damage prior to install,,,,,,,,
checkpoint,Valve flow direction & disconnection unions are correct,,,,,,,,
checkpoint,Extension points have sacrificial valves,,,,,,,,
checkpoint,Labels have been applied,,,,,,,,
checkpoint,Pipes requiring lagging have been temporarily labelled,,,,,,,,
checkpoint,Penos have been caulked and meet fire rating requirements (top and underside of slab),,,,,,,,
checkpoint,All risers are ready for testing,,,,,,,,
,,,,,,,,,
checklist,Risers (Gas),,,,,,Amenities - Risers (Gas),,
section,Details,,,,,,,,
checkpoint-no-status,ITP/Checklist for install of all risers,,,,,,,,
checkpoint,"Installation complies with current IFC shop drawings, schematics & AS/NZS 3500 (2021)",,,,,,,,
checkpoint,Expansion loop position and length comply with IFC schematics & AS/NZS 3500 (2021),,,,,,,,
checkpoint,"Clips, fixings & anchor points are correct (etc - fixed anchor, slide guide clamp, spring clip)",,,,,,,,
checkpoint,"Any v-hose, are AGA compliant and installed correctly",,,,,,,,
