type,name,values,prefix,postfix,usage count,user addable,template name,,,,,,,,
section,3 - Pre-construction Activities,,,,,,,,,,,,,,
checkpoint,3.1 - IFC Drawings,,,,,,,,,,,,,,
label,Frequency: Prior to starting Works and at regular intervals,,,,,,,,,,,,,,
label,- - - - - - - - -,,,,,,,,,,,,,,
label,Acceptance Criteria: Check the revision of the IFC drawings are current as per the drawing register (on Teambinder),,,,,,,,,,,,,,
label,- - - - - - - - -,,,,,,,,,,,,,,
label,Reference Documents: FH Quality Management Plan,,,,,,,,,,,,,,
label,- - - - - - - - -,,,,,,,,,,,,,,
label,Inspection / Test Method: Document Review,,,,,,,,,,,,,,
label,- - - - - - - - -,,,,,,,,,,,,,,
label,Record of Conformity: This ITP,,,,,,,,,,,,,,
label,- - - - - - - - -,,,,,,,,,,,,,,
label,HP*,,,,,,,,,,,,,,
label,- - - - - - - - -,,,,,,,,,,,,,,
label,Responsibility: All,,,,,,,,,,,,,,
checkpoint,3.2 - Survey Set-out,,,,,,,,,,,,,,
label,Frequency: Each element,,,,,,,,,,,,,,
label,- - - - - - - - -,,,,,,,,,,,,,,
label,Acceptance Criteria: Survey activities undertaken to ensure and validate that all Works meet level and location requirements within the tolerances as per the table 610.472 as applicable to the element.,,,,,,,,,,,,,,
label,- - - - - - - - -,,,,,,,,,,,,,,
label,Reference Documents: IFC Drawings 610.47 (a) Table 610.472,,,,,,,,,,,,,,
label,- - - - - - - - -,,,,,,,,,,,,,,
label,"Inspection / Test Method: Measure, Visual",,,,,,,,,,,,,,
label,- - - - - - - - -,,,,,,,,,,,,,,
label,Record of Conformity: This ITP,,,,,,,,,,,,,,
label,- - - - - - - - -,,,,,,,,,,,,,,
label,SCP,,,,,,,,,,,,,,
label,- - - - - - - - -,,,,,,,,,,,,,,
label,"Responsibility: Surveyor, SE/PE/SPE",,,,,,,,,,,,,,
checkpoint,3.3 - Construction Joint,,,,,,,,,,,,,,
label,Frequency: Each element,,,,,,,,,,,,,,
label,- - - - - - - - -,,,,,,,,,,,,,,
label,"Acceptance Criteria: Where required, the concrete substrate is to be roughened / scabbled in accordance with the drawings and or Product TDS.",,,,,,,,,,,,,,
label,○ Pedestals shall be rebated to 20mm minimum below top of the crosshead / abutment.,,,,,,,,,,,,,,
label,"○ Where required, any reinforcement shall be adjusted to suit the depth of the pedestal and nominated cover.",,,,,,,,,,,,,,
label,○ Concrete substrate surface saturated with water for several hours in accordance with the selected product TDS prior to pouring product.,,,,,,,,,,,,,,
label,- - - - - - - - -,,,,,,,,,,,,,,
label,"Reference Documents: IFC Drawings, Product TDS 610.20 BTN 024 Note 4",,,,,,,,,,,,,,
label,- - - - - - - - -,,,,,,,,,,,,,,
label,"Inspection / Test Method: Measure, Visual",,,,,,,,,,,,,,
label,- - - - - - - - -,,,,,,,,,,,,,,
label,Record of Conformity: This ITP,,,,,,,,,,,,,,
label,- - - - - - - - -,,,,,,,,,,,,,,
label,IP,,,,,,,,,,,,,,
label,- - - - - - - - -,,,,,,,,,,,,,,
label,Responsibility: SE/PE/SPE,,,,,,,,,,,,,,
section,4 - Construction Activities,,,,,,,,,,,,,,
checkpoint,4.1 - Formwork Construction & Placement,,,,,,,,,,,,,,
label,Frequency: Each element,,,,,,,,,,,,,,
label,- - - - - - - - -,,,,,,,,,,,,,,
label,Acceptance Criteria: Dimensions in plan as per drawings to achieve the desired grout profile.,,,,,,,,,,,,,,
label,"○ Formwork rigid, sufficiently braced to support the pressure of the product and sealed to prevent leaks.",,,,,,,,,,,,,,
label,"○ Where applicable, any cast in componentry (ferrules, conduit etc.) secure.",,,,,,,,,,,,,,
label,- - - - - - - - -,,,,,,,,,,,,,,
label,Reference Documents: IFC Drawings,,,,,,,,,,,,,,
label,- - - - - - - - -,,,,,,,,,,,,,,
label,"Inspection / Test Method: Measure, Visual",,,,,,,,,,,,,,
label,- - - - - - - - -,,,,,,,,,,,,,,
label,Record of Conformity: This ITP,,,,,,,,,,,,,,
label,- - - - - - - - -,,,,,,,,,,,,,,
label,IP,,,,,,,,,,,,,,
label,- - - - - - - - -,,,,,,,,,,,,,,
label,Responsibility: SE/PE/SPE,,,,,,,,,,,,,,
checkpoint,4.2 - Pre-pour Inspection,,,,,,,,,,,,,,
label,Frequency: Each element,,,,,,,,,,,,,,
label,- - - - - - - - -,,,,,,,,,,,,,,
label,"Acceptance Criteria: Concrete substrate surface moisture condition as per the Product's TDS, with no ponding of water.",,,,,,,,,,,,,,
label,○ Formwork location and RLs comply.,,,,,,,,,,,,,,
label,"○ Where applicable, any reinforcement is clean and has the required cover.",,,,,,,,,,,,,,
label,- - - - - - - - -,,,,,,,,,,,,,,
label,"Reference Documents: IFC Drawings, Product TDS 610.20",,,,,,,,,,,,,,
label,- - - - - - - - -,,,,,,,,,,,,,,
label,"Inspection / Test Method: Measure, Visual",,,,,,,,,,,,,,
label,- - - - - - - - -,,,,,,,,,,,,,,
label,Record of Conformity: This ITP,,,,,,,,,,,,,,
label,- - - - - - - - -,,,,,,,,,,,,,,
label,IP,,,,,,,,,,,,,,
label,- - - - - - - - -,,,,,,,,,,,,,,
label,Responsibility: SE/PE/SPE,,,,,,,,,,,,,,
checkpoint,4.3 - Weather Conditions,,,,,,,,,,,,,,
label,Frequency: Each element,,,,,,,,,,,,,,
label,- - - - - - - - -,,,,,,,,,,,,,,
label,"Acceptance Criteria: All freshly finished surfaces shall be protected where required from the sun, wind or rain, until curing is implemented.",,,,,,,,,,,,,,
label,"○ The temperature of the cementitious products, measured immediately prior to placing, shall not be less than 10°C or greater than 32°C.",,,,,,,,,,,,,,
label,Record: Required information on the Grout Pour Record.,,,,,,,,,,,,,,
label,- - - - - - - - -,,,,,,,,,,,,,,
label,"Reference Documents: 610.17, 610.17 (a) & (e) Table 610.171",,,,,,,,,,,,,,
label,- - - - - - - - -,,,,,,,,,,,,,,
label,"Inspection / Test Method: Measure, Visual",,,,,,,,,,,,,,
label,- - - - - - - - -,,,,,,,,,,,,,,
label,Record of Conformity: This ITP,,,,,,,,,,,,,,
label,- - - - - - - - -,,,,,,,,,,,,,,
label,IP,,,,,,,,,,,,,,
label,- - - - - - - - -,,,,,,,,,,,,,,
label,"Responsibility: Foreman, SE/PE/SPE",,,,,,,,,,,,,,
checkpoint,4.4 - Mixing Product,,,,,,,,,,,,,,
label,Frequency: Each batch,,,,,,,,,,,,,,
label,- - - - - - - - -,,,,,,,,,,,,,,
label,Acceptance Criteria: Size of mixer should match the application.,,,,,,,,,,,,,,
label,○ Only whole bags to be mixed with potable water. ,,,,,,,,,,,,,,
label,○ Volume of water matches the required amount for flowable consistency and accurately measured.,,,,,,,,,,,,,,
label,○ Product poured into the mixer slowly.,,,,,,,,,,,,,,
label,"○ Mixing time as per TDS so that a smooth, even consistency is obtained.",,,,,,,,,,,,,,
label,Enter: Required information on the Grout Pour Record. ,,,,,,,,,,,,,,
label,- - - - - - - - -,,,,,,,,,,,,,,
label,Reference Documents: Product TDS 610.28,,,,,,,,,,,,,,
label,- - - - - - - - -,,,,,,,,,,,,,,
label,"Inspection / Test Method: Measure, Visual",,,,,,,,,,,,,,
label,- - - - - - - - -,,,,,,,,,,,,,,
label,Record of Conformity: This ITP,,,,,,,,,,,,,,
label,- - - - - - - - -,,,,,,,,,,,,,,
label,IP,,,,,,,,,,,,,,
label,- - - - - - - - -,,,,,,,,,,,,,,
label,Responsibility: SE/PE/SPE,,,,,,,,,,,,,,
checkpoint,4.5 - Product Testing - Compressive Strength Cubes,,,,,,,,,,,,,,
label,Frequency: Each element,,,,,,,,,,,,,,
label,- - - - - - - - -,,,,,,,,,,,,,,
label,"Acceptance Criteria: Cube moulds to be 75mm x 75mm maximum, made from rigid steel moulds and require lids due to the expansive nature of shrinkage compensating products.",,,,,,,,,,,,,,
label,○ Testing is be in accordance with the following frequencies:,,,,,,,,,,,,,,
label,"○ First batch = 3 cubes (2 no. 7 day strength, 1 no. 28 day strength)",,,,,,,,,,,,,,
label,"○ Every 100kg of product thereafter = 3 cubes (2 no. 7 day strength, 1 no. 28 day strength)",,,,,,,,,,,,,,
label,Enter: Required information on the Grout Pour Record. ,,,,,,,,,,,,,,
label,- - - - - - - - -,,,,,,,,,,,,,,
label,"Reference Documents: 610.28, 610.33",,,,,,,,,,,,,,
label,- - - - - - - - -,,,,,,,,,,,,,,
label,Inspection / Test Method: Test,,,,,,,,,,,,,,
label,- - - - - - - - -,,,,,,,,,,,,,,
label,Record of Conformity: This ITP,,,,,,,,,,,,,,
label,- - - - - - - - -,,,,,,,,,,,,,,
label,IP,,,,,,,,,,,,,,
label,- - - - - - - - -,,,,,,,,,,,,,,
label,"Responsibility: Tester, Sub-contractor, SE/PE/SPE",,,,,,,,,,,,,,
checkpoint,4.6 - Placement & Compaction,,,,,,,,,,,,,,
label,Frequency: Each element,,,,,,,,,,,,,,
label,- - - - - - - - -,,,,,,,,,,,,,,
label,Acceptance Criteria: All batches are traceable.,,,,,,,,,,,,,,
label,○ Product poured from one side of the formwork to eliminate the entrapment of air or surplus pre-soaking water.,,,,,,,,,,,,,,
label,○ Product should flow to all areas and self consolidate.,,,,,,,,,,,,,,
label,○ Product that stiffens or is showing signs of stiffening shall not be used.,,,,,,,,,,,,,,
label,Enter: Required information on the Grout Pour Record,,,,,,,,,,,,,,
label,- - - - - - - - -,,,,,,,,,,,,,,
label,Reference Documents: Product TDS,,,,,,,,,,,,,,
label,- - - - - - - - -,,,,,,,,,,,,,,
label,Inspection / Test Method: Visual,,,,,,,,,,,,,,
label,- - - - - - - - -,,,,,,,,,,,,,,
label,Record of Conformity: This ITP,,,,,,,,,,,,,,
label,- - - - - - - - -,,,,,,,,,,,,,,
label,IP,,,,,,,,,,,,,,
label,- - - - - - - - -,,,,,,,,,,,,,,
label,"Responsibility: Foreman, SE/PE/SPE",,,,,,,,,,,,,,
checkpoint,4.7 - Surface Finishes,,,,,,,,,,,,,,
label,Frequency: Each element,,,,,,,,,,,,,,
label,- - - - - - - - -,,,,,,,,,,,,,,
label,Acceptance Criteria: Surface to match the IFC drawings.,,,,,,,,,,,,,,
label,Where not shown:,,,,,,,,,,,,,,
label,Pedestals:,,,,,,,,,,,,,,
label,"○ Surface to be finished flat with a surface roughness of an amplitude of approximately 0.5mm - 1.5mm, likened to 40 grit sandpaper.",,,,,,,,,,,,,,
label,"Bearings, base-plates and pockets:",,,,,,,,,,,,,,
label,○ Surface to match the the surrounding surfaces using a smooth trowel finish where exposed.,,,,,,,,,,,,,,
label,- - - - - - - - -,,,,,,,,,,,,,,
label,Reference Documents: 610.28,,,,,,,,,,,,,,
label,- - - - - - - - -,,,,,,,,,,,,,,
label,Inspection / Test Method: Visual,,,,,,,,,,,,,,
label,- - - - - - - - -,,,,,,,,,,,,,,
label,Record of Conformity: This ITP,,,,,,,,,,,,,,
label,- - - - - - - - -,,,,,,,,,,,,,,
label,IP,,,,,,,,,,,,,,
label,- - - - - - - - -,,,,,,,,,,,,,,
label,"Responsibility: Foreman, SE/PE/SPE",,,,,,,,,,,,,,
checkpoint,4.8 - Curing,,,,,,,,,,,,,,
label,Frequency: Each element,,,,,,,,,,,,,,
label,- - - - - - - - -,,,,,,,,,,,,,,
label,Acceptance Criteria: Curing to commence immediately after finishing operations and continue for the duration specified in table 610.231.,,,,,,,,,,,,,,
label,○ Curing methodology to be in accordance with the approved procedure and manufacturer's TDS.,,,,,,,,,,,,,,
label,- - - - - - - - -,,,,,,,,,,,,,,
label,Reference Documents: Curing Methodology 610.23 Table 610.231,,,,,,,,,,,,,,
label,- - - - - - - - -,,,,,,,,,,,,,,
label,Inspection / Test Method: Visual,,,,,,,,,,,,,,
label,- - - - - - - - -,,,,,,,,,,,,,,
label,Record of Conformity: This ITP,,,,,,,,,,,,,,
label,- - - - - - - - -,,,,,,,,,,,,,,
label,IP,,,,,,,,,,,,,,
label,- - - - - - - - -,,,,,,,,,,,,,,
label,"Responsibility: Foreman, SE/PE/SPE",,,,,,,,,,,,,,
section,5 - Post-construction Activities,,,,,,,,,,,,,,
checkpoint,5.1 - Compressive Strength Test Results,,,,,,,,,,,,,,
label,Frequency: Each cube,,,,,,,,,,,,,,
label,- - - - - - - - -,,,,,,,,,,,,,,
label,Acceptance Criteria: 7 day compressive strength (average of the 2 no. cubes) per sample for early indication that the strength is tracking correctly.,,,,,,,,,,,,,,
label,○ 28 day compressive strength per sample comply with the design strength.,,,,,,,,,,,,,,
label,Attach: Compressive Strength Test Results,,,,,,,,,,,,,,
label,- - - - - - - - -,,,,,,,,,,,,,,
label,"Reference Documents: IFC Drawings, Product TDS 610.28, 610.33",,,,,,,,,,,,,,
label,- - - - - - - - -,,,,,,,,,,,,,,
label,Inspection / Test Method: Document Review,,,,,,,,,,,,,,
label,- - - - - - - - -,,,,,,,,,,,,,,
label,Record of Conformity: This ITP,,,,,,,,,,,,,,
label,- - - - - - - - -,,,,,,,,,,,,,,
label,TP,,,,,,,,,,,,,,
label,- - - - - - - - -,,,,,,,,,,,,,,
label,Responsibility: SE/PE/SPE,,,,,,,,,,,,,,
checkpoint,5.2 - As-built Survey ,,,,,,,,,,,,,,
label,Frequency: Each element,,,,,,,,,,,,,,
label,- - - - - - - - -,,,,,,,,,,,,,,
label,Acceptance Criteria: Provide record of dimensional measurements to demonstrate concrete members comply with tolerances below:,,,,,,,,,,,,,,
label,○ Reduced level ±2.5mm,,,,,,,,,,,,,,
label,○ Variation from grade across the width of individual pedestals shall not exceed 1 in 200,,,,,,,,,,,,,,
label,○ Deviation from flat surface ±1mm,,,,,,,,,,,,,,
label,Attach: Survey As-builts / Survey Report,,,,,,,,,,,,,,
label,- - - - - - - - -,,,,,,,,,,,,,,
label,Reference Documents: IFC Drawings 610.47 (a) Table 610.472,,,,,,,,,,,,,,
label,- - - - - - - - -,,,,,,,,,,,,,,
label,Inspection / Test Method: Document Review,,,,,,,,,,,,,,
label,- - - - - - - - -,,,,,,,,,,,,,,
label,Record of Conformity: This ITP,,,,,,,,,,,,,,
label,- - - - - - - - -,,,,,,,,,,,,,,
label,SCP,,,,,,,,,,,,,,
label,- - - - - - - - -,,,,,,,,,,,,,,
label,"Responsibility: Surveyor, PE/SE/SPE",,,,,,,,,,,,,,
checkpoint,5.3 - Non-conformance Report (NCR) Closure,,,,,,,,,,,,,,
label,"Frequency: Once, prior to closure of this lot / element / Work area",,,,,,,,,,,,,,
label,- - - - - - - - -,,,,,,,,,,,,,,
label,"Acceptance Criteria: Ensure that any NCRs pertaining to the lot / element / Work area that this ITP covers, have been closed in CAMs.",,,,,,,,,,,,,,
label,- - - - - - - - -,,,,,,,,,,,,,,
label,Reference Documents: FH Quality Management Plan,,,,,,,,,,,,,,
label,- - - - - - - - -,,,,,,,,,,,,,,
label,Inspection / Test Method: Document Review,,,,,,,,,,,,,,
label,- - - - - - - - -,,,,,,,,,,,,,,
label,Record of Conformity: This ITP,,,,,,,,,,,,,,
label,- - - - - - - - -,,,,,,,,,,,,,,
label,HP*,,,,,,,,,,,,,,
label,- - - - - - - - -,,,,,,,,,,,,,,
label,Responsibility: PE/SE/SPE,,,,,,,,,,,,,,
checkpoint,Final Inspection,,,,,,,,,,,,,,
note,The signature below verifies that this ITP has been completed in accordance with the FH’s Quality system Procedures and verifies lot compliance with specifications.,,,,,,,,,,,,,,
textbox,Print Name:,,,,,,,,,,,,,,
textbox,Position:,,,,,,,,,,,,,,
date,Date:,,,,,,,,,,,,,,
date,Work Completed On,,,,,,,,,,,,,,
