Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2,,,,,,
,,Punch Windows and Doors (Office and Warehouse) - Warehouse  - Grid A,dynamic,Atlas,Building,Envelope ,Facade,Punch Windows and Doors (Office and Warehouse),Warehouse ,Grid A,
,,Punch Windows and Doors (Office and Warehouse) - Warehouse  - Grid E,dynamic,Atlas,Building,Envelope ,Facade,Punch Windows and Doors (Office and Warehouse),Warehouse ,Grid E,
,,Seismic Gap - Grid A/8,dynamic,Atlas,Building,Envelope ,Facade,Seismic Gap,Grid A/8,,
,,Seismic Gap - Grid A/4,dynamic,Atlas,Building,Envelope ,Facade,Seismic Gap,Grid A/4,,
,,Seismic Gap - Grid H/8,dynamic,Atlas,Building,Envelope ,Facade,Seismic Gap,Grid H/8,,
,,Seismic Gap - Grid E/4,dynamic,Atlas,Building,Envelope ,Facade,Seismic Gap,Grid E/4,,
,,Various Flashing,dynamic,Atlas,Building,Envelope ,Facade,Various Flashing,,,
,,Concrete Sealer,dynamic,Atlas,Building,Envelope ,Facade,Concrete Sealer ,,,
,Columns,,,,,,,,,,
,,Precast Panel Sealant QA (Office & Warehouse),,Precast Panel Sealant QA (Office and Warehouse),,,,,,,
,,Curtain Wall QA (Office),,Curtain Wall QA (Office),,,,,,,
,,Punch Windows and Doors (Office & Warehouse),,Punch Windows and Doors (Office and Warehouse),,,,,,,
,,Seismic Gap,,Seismic Gap,,,,,,,
,,Various Flashing,,Various Flashing,,,,,,,
,,Concrete Sealer ,,Concrete Sealer ,,,,,,,
,,,,,,,,,,,
Facade - Detailed Progress,,,,,,,,,,,
,Scope,,,Atlas,Facade,,,,,,
,Rows,,,,,,,,,,
,,Precast Panel Sealant QA (Office and Warehouse),grouping,Precast Panel Sealant QA (Office and Warehouse),,,,,,,
,,Panel Sealant for AH8-AH 55,,Atlas,Building,Envelope ,Facade,Precast Panel Sealant QA (Office and Warehouse),Panel Sealant for AH8-AH 55,,
,,Grid B&8 Panel grouting ,,Atlas,Building,Envelope ,Facade,Precast Panel Sealant QA (Office and Warehouse),Grid B&8 Panel grouting ,,
,,27-02-2024 Panel Sealant on grid 4 & B,,Atlas,Building,Envelope ,Facade,Precast Panel Sealant QA (Office and Warehouse),27-02-2024 Panel Sealant on grid 4 & B,,
,,Grid 2-3 Panel Sealant,,Atlas,Building,Envelope ,Facade,Precast Panel Sealant QA (Office and Warehouse),Grid 2-3 Panel Sealant,,
,,04-04-2024 AH133 & 134 Panel Sealant,,Atlas,Building,Envelope ,Facade,Precast Panel Sealant QA (Office and Warehouse),04-04-2024 AH133 & 134 Panel Sealant,,
,,L2 Panel AH 229 & AH 230Sealant,,Atlas,Building,Envelope ,Facade,Precast Panel Sealant QA (Office and Warehouse),L2 Panel AH 229 & AH 230Sealant,,
,,15-05-2024 Panel Sealant on grid A & E,,Atlas,Building,Envelope ,Facade,Precast Panel Sealant QA (Office and Warehouse),15-05-2024 Panel Sealant on grid A & E,,
,,Precast Panel Sealant QA (Office and Warehouse) - Facade Grid 3-4 / Ground-Mez Floor,dynamic,Precast Panel Sealant QA (Office and Warehouse),Facade Grid 3-4 / Ground-Mez Floor,,,,,,
,,Curtain Wall QA (Office) - Level 1-Level 2 - Facade 1 (GLB),dynamic,Atlas,Building,Envelope ,Facade,Curtain Wall QA (Office),Level 1-Level 2,Facade 1 (GLB),
,,Curtain Wall QA (Office) - Level 1-Level 2 - Facade 2 (GL H),dynamic,Atlas,Building,Envelope ,Facade,Curtain Wall QA (Office),Level 1-Level 2,Facade 2 (GL H),
,,Curtain Wall QA (Office) - Level 1-Level 2 - Facade 3 (GL J),dynamic,Atlas,Building,Envelope ,Facade,Curtain Wall QA (Office),Level 1-Level 2,Facade 3 (GL J),
,,Curtain Wall QA (Office) - Level 1-Level 2 - Facade 4 (GL I),dynamic,Atlas,Building,Envelope ,Facade,Curtain Wall QA (Office),Level 1-Level 2,Facade 4 (GL I),
,,Curtain Wall QA (Office) - Level 1-Level 2 - Facade 5A (GL 5 Full Ht),dynamic,Atlas,Building,Envelope ,Facade,Curtain Wall QA (Office),Level 1-Level 2,Facade 5A (GL 5 Full Ht),
,,Curtain Wall QA (Office) - Level 1-Level 2 - Facade 5B (GL 5),dynamic,Atlas,Building,Envelope ,Facade,Curtain Wall QA (Office),Level 1-Level 2,Facade 5B (GL 5),
,,Curtain Wall QA (Office) - Level 0 - Facade 6 (GL E),dynamic,Atlas,Building,Envelope ,Facade,Curtain Wall QA (Office),Level 0,Facade 6 (GL E),
,,Punch Windows and Doors (Office and Warehouse) - Office Area - Grid 8,dynamic,Atlas,Building,Envelope ,Facade,Punch Windows and Doors (Office and Warehouse),Office Area,Grid 8,
,,Punch Windows and Doors (Office and Warehouse) - Office Area - Grid B,dynamic,Atlas,Building,Envelope ,Facade,Punch Windows and Doors (Office and Warehouse),Office Area,Grid B,
,,Punch Windows and Doors (Office and Warehouse) - Warehouse - Grid A,dynamic,Atlas,Building,Envelope ,Facade,Punch Windows and Doors (Office and Warehouse),Warehouse ,Grid A,
,,Punch Windows and Doors (Office and Warehouse) - Warehouse - Grid E,dynamic,Atlas,Building,Envelope ,Facade,Punch Windows and Doors (Office and Warehouse),Warehouse ,Grid E,
,,Seismic Gap - Grid A/8,dynamic,Atlas,Building,Envelope ,Facade,Seismic Gap,Grid A/8,,
,,Seismic Gap - Grid A/4,dynamic,Atlas,Building,Envelope ,Facade,Seismic Gap,Grid A/4,,
,,Seismic Gap - Grid H/8,dynamic,Atlas,Building,Envelope ,Facade,Seismic Gap,Grid H/8,,
,,Seismic Gap - Grid E/4,dynamic,Atlas,Building,Envelope ,Facade,Seismic Gap,Grid E/4,,
,,Various Flashing,dynamic,Atlas,Building,Envelope ,Facade,Various Flashing,,,
,,Concrete Sealer,dynamic,Atlas,Building,Envelope ,Facade,Concrete Sealer ,,,
,Columns,,,,,,,,,,
,,Panel Sealant - Cut & remove existing sealant,,Cut and remove existing sealant,,,,,,,
,,Panel Sealant - Clean all sealant residue & dirt/dust,,Clean all sealant residue and dirt/dust,,,,,,,
,,Panel Sealant - Insert correct size backing (tight fit) rod to correct depth,,Insert correct size backing (tight fit) rod to correct depth,,,,,,,
,,Panel Sealant - Surface clean & dry - ready for application,,Surface clean and dry - ready for application,,,,,,,
,,Panel Sealant - Correct depth achieved prior to sealant,,Correct depth achieved prior to sealant,,,,,,,
,,Panel Sealant - Apply specified sealant primer,,Apply specified sealant primer,,,,,,,
,,Panel Sealant - Correct Sealant Applied as per manufacturers instructions,,Correct Sealant Applied as per manufacturers instructions,,,,,,,
,,Panel Sealant - Sealant properly tooled,,Sealant properly tooled,,,,,,,
,,"Panel Sealant - No visible voids, flaws or defect",,"No visible voids, flaws or defect.",,,,,,,
,,Panel Sealant - Double seal required from exterior - refer architect's detail,,Double seal required from exterior - refer architect's detail,,,,,,,
,,Panel Sealant - Double seal installed as per architect's direction,,Double seal installed as per architect's direction (clearly mark double sealed area on elevation),,,,,,,
,,Panel Sealant - Ensure drain slots are created the lowest point of panel 10mm dia,,Ensure that drain slots are created the lowest point of panel 10mm dia,,,,,,,
,,Curtain Wall Steel Post - Post location correct,,Post location correct,,,,,,,
,,Curtain Wall Steel Post - Post welding to cast in plate done properly,,Post welding to cast in plate done properly,,,,,,,
,,Curtain Wall Steel Post - Steel fin straight & not bent,,Steel fin straight and not bent,,,,,,,
,,Curtain Wall Steel Post - Bolts & nuts used as per detail,,Bolts and nuts used as per detail,,,,,,,
,,Curtain Wall Steel Post - Minimum 20mm gap at top & joint of fin,,Minimum 20mm gap at top and joint of the fin,,,,,,,
,,Curtain Wall Steel Post - Intumescent paint applied,Intumescent paint applied,Minimum 20mm gap at top and joint of the fin,,,,,,,
,,Curtain Wall Steel Post - Paint colour as per spec.,,Paint colour as per specification,,,,,,,
,,Curtain Wall Steel Post - Paint undamaged,,Paint undamaged,,,,,,,
,,Curtain Wall Steel Post - Protection around post installed,Protection around post is installed,Paint undamaged,,,,,,,
,,Curtain Wall Timber Framing - Set out from gridline correct,,Set out from gridline correct,,,,,,,
,,Curtain Wall Timber Framing - Dimension of wall opening correct,,Dimension of wall opening correct,,,,,,,
,,Curtain Wall Timber Framing - DPM installed where required,,DPM installed where required,,,,,,,
,,Curtain Wall Timber Framing - Timber frames type as per spec.,,Timber frames type as per specification,,,,,,,
,,Curtain Wall Timber Framing - Frame square & plumb,,Frame square and plumb,,,,,,,
,,Curtain Wall Timber Framing - Council inspection done. Preline,Council inspection done. Preline,Frame square and plumb,,,,,,,
,,Curtain Wall Timber Framing - Board type (RAB) ,,Board type (RAB) as per drawing,,,,,,,
,,Curtain Wall Timber Framing - Fixing used as per spec.,,Fixing used as per specification,,,,,,,
,,Curtain Wall Timber Framing - Fixing spacing & edge distance correct,,Fixing spacing and edge distance correct,,,,,,,
,,Curtain Wall Timber Framing - Board no damage & in good condition,,Board no damage and in good condition,,,,,,,
,,Curtain Wall Timber Framing - Council inspection done. Postline,Council inspection done. Postline,Board no damage and in good condition,,,,,,,
,,Curtain Wall System - Surface clean & free from dust/oil/grease/sealant,,"Surface clean and free from dust, oil, grease, sealant etc..",Pre-installation. Waterproofing membrane,,,,,,
,,Curtain Wall System - Sikalastic 152 applied before & after Sika Tape F,,Sikalastic 152 applied before and after Sika Tape F. Continuous and 100mm up to the wall,Pre-installation. Waterproofing membrane,,,,,,
,,Curtain Wall System - Sikaseal Tape F applied as per spec.,,Sikaseal Tape F applied as per specification,Pre-installation. Waterproofing membrane,,,,,,
,,Curtain Wall System - Dress at steel fin done in correct sequence,,Dress at steel fin done in correct sequence,Pre-installation. Waterproofing membrane,,,,,,
,,Curtain Wall System - Reveal shield applied with 150mm overlapping,,Reveal shield applied with 150mm overlapping,Pre-installation. Waterproofing membrane,,,,,,
,,Curtain Wall System - Liquiflash continuously applied & ,,Liquiflash continuously applied and as per drawing,Pre-installation. Waterproofing membrane,,,,,,
,,Curtain Wall System - All checked & ready to proceed to next stage,All checked and ready to proceed to next stage,Liquiflash continuously applied and as per drawing,Pre-installation. Waterproofing membrane,,,,,,
,,Curtain Wall System - Brackets type (aluminium/steel) used ,,Brackets type (aluminium/steel) used as per drawing. L0-L1 Aluminium. L2 Steel,Hanging Brackets,,,,,,
,,Curtain Wall System - Bracket thickness & dimension ,,Bracket thickness and dimension as per drawing,Hanging Brackets,,,,,,
,,Curtain Wall System - Bracket finish as per specified,,"Bracket finish as per specified (powdercoated/intumicent painted/galvanized painted, etc...)",Hanging Brackets,,,,,,
,,Curtain Wall System - Washer size & type as per spec.,,Washer size and type as per specification.,Hanging Brackets,,,,,,
,,Curtain Wall System - Bolt fixing used as per spec.,,"Bolt fixing used as per specification. Size,embedment depth, edge distance checked",Hanging Brackets,,,,,,
,,Curtain Wall System - All checked & ready to proceed to next stage,All checked and ready to proceed to next stage,"Bolt fixing used as per specification. Size,embedment depth, edge distance checked",Hanging Brackets,,,,,,
,,"Curtain Wall System - Sill frame undamaged, straight & plumb",,"Sill frame undamaged, straight and plumb",Seismic frame installation,,,,,,
,,Curtain Wall System - Sill frame screw fixing using Hilti HUS4 HR10x115,,"Sill frame screw fixing using Hilti HUS4 HR10x115, 75mm each side of mullion. Oversealed",Seismic frame installation,,,,,,
,,"Curtain Wall System - Drainage slot 8x50mm size, 100mm from both ends",,"Drainage slot 8x50mm size, 100mm from both ends and each side of mullion",Seismic frame installation,,,,,,
,,"Curtain Wall System - End stops 100mm ht, fully sealed to structure",,"End stops 100mm ht, fully sealed to structure",Seismic frame installation,,,,,,
,,"Curtain Wall System - Jamb undamaged, straight & plumb",,"Jamb undamaged, straight and plumb",Seismic frame installation,,,,,,
,,Curtain Wall System - Jamb screw using M6x30 SS/HUS HRS M6x70/12G screw to timber,,"Jamb screw using M6x30 SS to steel, HUS HRS M6x70 to conc, 12G screw to timber with 450mm C/C max",Seismic frame installation,,,,,,
,,Curtain Wall System - Corner reinforcement as per detail,,Corner reinforcement as per detail,Seismic frame installation,,,,,,
,,Curtain Wall System - 20mm GAP between jamb frame & head channel,,20mm GAP between jamb frame and head channel,Seismic frame installation,,,,,,
,,Curtain Wall System - Screws oversealed,,Screws oversealed,Seismic frame installation,,,,,,
,,"Curtain Wall System - Head channel undamaged, straight & plumb",,"Head channel undamaged, straight and plumb",Seismic frame installation,,,,,,
,,Curtain Wall System - Head channel fixed with M12 SS screws at 350 mm C/C min,,Head channel fixed with M12 SS screws at 350 mm C/C min,Seismic frame installation,,,,,,
,,Curtain Wall System - Screws oversealed,,Screws oversealed,Seismic frame installation,,,,,,
,,Curtain Wall System - Sikagard 52 is applied as per spec.,,Sikagard 52 is applied as per specification,Seismic frame installation,,,,,,
,,Curtain Wall System - All checked & ready to proceed to next stage,All checked and ready to proceed to next stage,Sikagard 52 is applied as per specification,Seismic frame installation,,,,,,
,,Curtain Wall System - Sika primer 3N/aktivator 205 is applied before sealant,,Sika primer 3N/aktivator 205 is applied before sealant,Sealant works,,,,,,
,,Curtain Wall System - PEF rod correct size & in good location,,PEF rod correct size and in good location,Sealant works,,,,,,
,,Curtain Wall System - Gap 10mm +/-4,,Gap 10mm +/-4,Sealant works,,,,,,
,,Curtain Wall System - Continuous AT Façade applied all round air seal properly tooled,,Continuous AT Façade applied all round air seal properly tooled,Sealant works,,,,,,
,,Curtain Wall System - QA done ready for panel install,QA done ready for panel install,Continuous AT Façade applied all round air seal properly tooled,Sealant works,,,,,,
,,"Curtain Wall System - Panel frame free from dents, dings & scratches",,"Panel frame free from dents, dings and scratches",Curtain wall panel install,,,,,,
,,Curtain Wall System - Glass undamaged & free from scratches,,Glass undamaged and free from scratches,Curtain wall panel install,,,,,,
,,Curtain Wall System - Gaskets & wedge in good condition,,Gaskets and wedge in good condition,Curtain wall panel install,,,,,,
,,Curtain Wall System - Wip holes unblocked,,Wip holes unblocked,Curtain wall panel install,,,,,,
,,Curtain Wall System - Gaps consistent to drawings,,Gaps consistent to the drawings,Curtain wall panel install,,,,,,
,,Curtain Wall System - Panels aligned & plumb,,Panels aligned and plumb,Curtain wall panel install,,,,,,
,,Curtain Wall System - Angle closer installed ,,Angle closer installed as per drawing,Curtain wall panel install,,,,,,
,,Flashing QA - Flashing material & color as specified,,Flashing material and color as specified,,,,,,,
,,Flashing QA - Flashing Type,Flashing Type,Flashing material and color as specified,,,,,,,
,,"Flashing QA - Flashing height, depth, width ",,"Flashing height, depth, width as per drawing",,,,,,,
,,Flashing QA - Flashing fixed with appropriate fixing type & cetre-centre spacing,,Flashing fixed with appropriate fixing type and cetre-centre spacing,,,,,,,
,,Flashing QA - Flashing joints done with enough overlapping/soaker length,,Flashing joints done with enough overlapping/soaker legth and as per drawing,,,,,,,
,,Flashing QA - Flashing cavity or space between structure/frame ,,Flashing cavity or space between structure/frame as per drawing,,,,,,,
,,Flashing QA - Screw oversealed if necessary,,Screw oversealed if necessary,,,,,,,
,,Flashing QA - Enough fall,,Enough fall,,,,,,,
,,Flashing QA - Staight & plumb,,Staight and plumb,,,,,,,
,,Flashing QA - Upstand height ,,Upstand height as per drawing,,,,,,,
,,Flashing QA - Flashing tape applied as necessary,,Flashing tape applied as necessary,,,,,,,
,,"Flashing QA - No scartches, dents & any damages",,"No scartches, dents and any damages",,,,,,,
,,Flashing QA - Flashing protection installed,,Flashing protection installed,,,,,,,
,,Doors - Door frames plumb & straight,,Door frames plumb and straight,,,,,,,
,,Doors - Door size & opening ,,Door size and opening as per drawing,,,,,,,
,,"Doors - Hinges, latches, knob, & other mechanical fixture in good condition",,"Hinges, latches, knob, and other mechanical fixture in good condition",,,,,,,
,,Doors - Motors/door closer working properly,,Motors/door closer working properly,,,,,,,
,,"Doors - If fire door, sealant applied as per spec.",,"If fire door, sealant applied as per speficied",,,,,,,
,,Doors - Sealant along frames correct size & thickness,,Sealant along frames correct size and thickness,,,,,,,
,,Doors - Correct sealant on PEF rod,,Correct sealant on PEF rod,,,,,,,
,,Doors - Door protection installed,,Door protection installed,,,,,,,
,,Punch Windows - Precast concrete surface no damage,,Precast concrete surface no damage,,,,,,,
,,Punch Windows - Precast concrete face free from oil/grease/dirt,,"Precast concrete face free from oil, grease, dirt etc",,,,,,,
,,Punch Windows - Gap 10mm +/-4 between structure & frame,,Gap 10mm +/-4 between structure and frame,,,,,,,
,,Punch Windows - Frame endstops & corners properly sealed,,Frame endstops and corners properly sealed,,,,,,,
,,Punch Windows - Appropriate PEF rod installed continuously,,Appropriate PEF rod installed continuously,,,,,,,
,,Punch Windows - Sikalastic 152 applied on the opening all round,,Sikalastic 152 applied on the opening all round,,,,,,,
,,Punch Windows - Sikaseal Tape F applied as per specification all round,,Sikaseal Tape F applied as per specification all round,,,,,,,
,,Punch Windows - Fixing HUS4-HR6x70mm @ 350 ctrs. Min 55 embedment,,Fixing HUS4-HR6x70mm @ 350 ctrs. Min 55 embedment,,,,,,,
,,Punch Windows - Fixing oversealed,,Fixing oversealed,,,,,,,
,,Punch Windows - HDPE packers installed the right way,,HDPE packers installed the right way,,,,,,,
,,Punch Windows - Continues sealant on backing rod properly tooled,,Continues sealant on backing rod properly tooled,,,,,,,
,,Punch Windows - Wip holes cleared & unobstructed,,Wip holes cleared and unobstructed,,,,,,,
,,Punch Windows - Wedge & gasket properly mounted,,Wedge and gasket properly mounted,,,,,,,
,,Punch Windows - Glass & frame free of scratches,,Glass and frame free of scratches,,,,,,,
,,Punch Windows - Angle closer size correct & offset 6mm from frame,,Angle closer size correct and offset 6mm from frame,,,,,,,
,,Punch Windows - Window protection installed,,Window protection installed,,,,,,,
,,Seismic Gap DM - Concrete haunching done on floor slab with slop to outside slab,,Concrete haunching done on the floor slab with slop to outside slab,,,,,,,
,,Seismic Gap DM - Vapour barrier fixed from top to bottom without damage,,Vapour barrier fixed from top to bottom without damage,,,,,,,
,,Seismic Gap DM - DMS framing fixed to concrete wall straight & plumb,,DMS framing fixed to concrete wall straight and plumb and in good condition,,,,,,,
,,Seismic Gap DM - Conc-conc joint +/- 150mm,,Conc-conc joint +/- 150mm,,,,,,,
,,Seismic Gap DM - Frame-frame gap +/- 127mm centred to concrete gap,,"Frame-frame gap +/- 127mm centred to the concrete gap fix with screw at 450mm c/c, 150mm start and end",,,,,,,
,,Seismic Gap DM - Center plate/cover plate surface finish as per spec.,,Center plate/ cover plate surface finish as per specification (PC Dulux Gunmetal Kinetic Matt),,,,,,,
,,Seismic Gap DM - Center plate/cover plate resting firmly against gasket of framing,,Center plate/ cover plate resting firmly against the gasket of the framing,,,,,,,
,,Seismic Gap DM - Center plate screw tight & secured to centering bar,,Center plate screw tight and secured to centering bar: Cover against the concrete structure,,,,,,,
,,"Seismic Gap IBS - Joint is clean, uniform gap 100mm, dry & undamaged",,"Joint is clean, uniform gap 100mm, dry and undamaged",,,,,,,
,,Seismic Gap IBS - Silicon adhesive is applied both sides,,Silicon adhesive is applied both sides,,,,,,,
,,Seismic Gap IBS - Correct type of precompressed sealant used. (IBS 100),,Correct type of precompressed sealant used. (IBS 100) check depth and width,,,,,,,
,,Seismic Gap IBS - Precompressed sealant run through without gap & enough offset,,Precompressed sealant run through without gap and enough offset to avoid clashes to DM Series framing,,,,,,,
,,"Seismic Gap IBS - Joint cut square/mitered, no gap & applied with silicon adhesive",,"Joint cut square/mitered, no gap and applied with silicon adhesive",,,,,,,
,,Seismic Gap IBS - Sealant applied continuously & tooled properly,,Sealant applied continuously and tooled properly,,,,,,,
,,"Sika 740W Spray on Paint - Surface free of dust, oil, efflorescence & paint coatings",,"Surface free of dust, oil, efflorescence and paint coatings",,,,,,,
,,"Sika 740W Spray on Paint - Damage of concrete if any, have been patched",,"Damage of concrete if any, have been patched",,,,,,,
,,Sika 740W Spray on Paint - Consultant/Client Inspection,Consultant/Client Inspection,"Damage of concrete if any, have been patched",,,,,,,
,,Sika 740W Spray on Paint - Surface is dry & no damp patches,,Surface is dry and no damp patches,,,,,,,
,,Sika 740W Spray on Paint - Windows & curtain wall installed & well protected,,Windows and curtain wall installed and well protected especially along the sealant area,,,,,,,
,,Sika 740W Spray on Paint - 2-3 coats applied wet-wet bottom-up,,2-3 coats applied wet-wet bottom-up without letting the product run into the surface,,,,,,,
,,Sika 740W Spray on Paint - Area protected from rain for at least 6 hours,,Area is protected from rain for at least 6 hours,,,,,,,
,,,,,,,,,,,
Roof - Overall Progress,,,,,,,,,,,
,Scope,,,Atlas,Roof,,,,,,
,Rows,,,,,,,,,,
,,Office Nuraply Roof,dynamic,Atlas,Building,Envelope ,Roof,Office Nuraply Roof,,,
,,Office Grid 8 Cap Flashing,dynamic,Atlas,Building,Envelope ,Roof,Office Grid 8 Cap Flashing,,,
,,Office Roof Skylight,dynamic,Atlas,Building,Envelope ,Roof,Office Roof Skylight,,,
,,Warehouse Metal Roof,dynamic,Atlas,Building,Envelope ,Roof,Warehouse Metal Roof,,,
,,Terrace to Warehouse Nuraply Roof - Grid A,dynamic,Atlas,Building,Envelope ,Roof,Terrace to Warehouse Nuraply Roof,Grid A,,
,,Terrace to Warehouse Nuraply Roof - Grid D,dynamic,Atlas,Building,Envelope ,Roof,Terrace to Warehouse Nuraply Roof,Grid D,,
,,Facia Plate - Office Grid A,dynamic,Atlas,Building,Envelope ,Roof,Facia Plate,Office Grid A,,
,,Facia Plate - Office Grid 8,dynamic,Atlas,Building,Envelope ,Roof,Facia Plate,Office Grid 8,,
,,Facia Plate - Office Grid H,dynamic,Atlas,Building,Envelope ,Roof,Facia Plate,Office Grid H,,
,,Facia Plate - Office Grid 5,dynamic,Atlas,Building,Envelope ,Roof,Facia Plate,Office Grid 5,,
,,Facia Plate - Warehouse Grid A,dynamic,Atlas,Building,Envelope ,Roof,Facia Plate,Warehouse Grid A,,
,,Facia Plate - Warehouse Grid D,dynamic,Atlas,Building,Envelope ,Roof,Facia Plate,Warehouse Grid D,,
,,Nuwall Soffit Lining - Grid B Soffit (Office),dynamic,Atlas,Building,Envelope ,Roof,Nuwall Soffit Lining,Grid B Soffit (Office),,
,,Nuwall Soffit Lining - Grid H Soffit (Office),dynamic,Atlas,Building,Envelope ,Roof,Nuwall Soffit Lining,Grid H Soffit (Office),,
,,Nuwall Soffit Lining - Grid J Soffit (Office),dynamic,Atlas,Building,Envelope ,Roof,Nuwall Soffit Lining,Grid J Soffit (Office),,
,,Nuwall Soffit Lining - Grid I Soffit (Office),dynamic,Atlas,Building,Envelope ,Roof,Nuwall Soffit Lining,Grid I Soffit (Office),,
,,Nuwall Soffit Lining - Grid 5 Soffit (Office),dynamic,Atlas,Building,Envelope ,Roof,Nuwall Soffit Lining,Grid 5 Soffit (Office),,
,,Nuwall Soffit Lining - Terrace to Warehouse Soffit - Grid A,dynamic,Atlas,Building,Envelope ,Roof,Nuwall Soffit Lining,Terrace to Warehouse Soffit,Grid A,
,,Nuwall Soffit Lining - Terrace to Warehouse Soffit - Grid D,dynamic,Atlas,Building,Envelope ,Roof,Nuwall Soffit Lining,Terrace to Warehouse Soffit,Grid D,
,,Canopy,dynamic,Atlas,Building,Envelope ,Roof,Canopy,,,
,Columns,,,,,,,,,,
,,Office Nuraply Roof,,Office Nuraply Roof,,,,,,,
,,Office Grid 8 Cap Flashing,,Office Grid 8 Cap Flashing,,,,,,,
,,Office Roof Skylight,,Office Roof Skylight,,,,,,,
,,Warehouse Metal Roof,,Warehouse Metal Roof,,,,,,,
,,Terrace to Warehouse Nuraply Roof,,Terrace to Warehouse Nuraply Roof,,,,,,,
,,Facia Plate,,Facia Plate,,,,,,,
,,Nuwall Soffit Lining,,Nuwall Soffit Lining,,,,,,,
,,Canopy,,Canopy,,,,,,,
,,,,,,,,,,,
Roof - Detailed Progress,,,,,,,,,,,
,Scope,,,Atlas,Roof,,,,,,
,Rows,,,,,,,,,,
,,Office Nuraply Roof,dynamic,Atlas,Building,Envelope ,Roof,Office Nuraply Roof,,,
,,Office Grid 8 Cap Flashing,dynamic,Atlas,Building,Envelope ,Roof,Office Grid 8 Cap Flashing,,,
,,Office Roof Skylight,dynamic,Atlas,Building,Envelope ,Roof,Office Roof Skylight,,,
,,Warehouse Metal Roof,dynamic,Atlas,Building,Envelope ,Roof,Warehouse Metal Roof,,,
,,Terrace to Warehouse Nuraply Roof - Grid A,dynamic,Atlas,Building,Envelope ,Roof,Terrace to Warehouse Nuraply Roof,Grid A,,
