type,name,values,prefix,postfix,usage count,user addable,template name,,,,,,,,
label,VERIFYING DOCUMENTS: Delivery Dockets and test reports to be attached to this ITP,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,
checkpoint,4.3 Confirmation of rock sizing,,,,,,,,,,,,,,
label,REFERENCE: Fowler Road Bridge Structure Scour Protection (MRP-091-C-BEC-DRG-00-DNG-CBR-5613),,,,,,,,,,,,,,
label,ACCEPTANCE CRITERIA: Toe rocks to be Type 5 with a 1m minimum diameter. ,,,,,,,,,,,,,,
label,METHOD: Measure,,,,,,,,,,,,,,
label,FREQUENCY: Each Lot,,,,,,,,,,,,,,
label,CATEGORY: IP,,,,,,,,,,,,,,
label,RESPONSIBILITY: SE/Supervisor,,,,,,,,,,,,,,
label,VERIFYING DOCUMENTS: Delivery Dockets and test reports to be attached to this ITP,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,
section,Construction Activities,,,,,,,,,,,,,,
checkpoint,5.1 Preparation of Underlying Surface,,,,,,,,,,,,,,
label,REFERENCE: 713.04,,,,,,,,,,,,,,
label,ACCEPTANCE CRITERIA: Areas on which beaching is to be placed shall be compacted and trimmed as required to provide a finished surface level of beaching in accordance with the drawings. Any scours or hollows in the surface shall be filled with compacted Class 4 crushed rock.,,,,,,,,,,,,,,
label,○ Trimmed material shall be removed from the site.,,,,,,,,,,,,,,
label,"○ For treatment of scours and hollows on or near Melbourne Water assets, contact Melbourne Water for the necessary treatment.",,,,,,,,,,,,,,
label,METHOD: Visual,,,,,,,,,,,,,,
label,FREQUENCY: Each Lot,,,,,,,,,,,,,,
label,CATEGORY: IP,,,,,,,,,,,,,,
label,RESPONSIBILITY: SE/Supervisor,,,,,,,,,,,,,,
label,VERIFYING DOCUMENTS: This ITP,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,
checkpoint,5.2 Toe Rock embedment,,,,,,,,,,,,,,
label,REFERENCE: 713.07 Fowler Road Bridge Structure Scour Protection (MRP-091-C-BEC-DRG-00-DNG-CBR-5613),,,,,,,,,,,,,,
label,ACCEPTANCE CRITERIA: Perimeter and toe edge rocks shall be trenched into in situ ground before bedding placement. Such rocks shall have 2/3 of the rock diameter embedded.,,,,,,,,,,,,,,
label,"METHOD: Visual, Measure",,,,,,,,,,,,,,
label,FREQUENCY: Each Lot,,,,,,,,,,,,,,
label,CATEGORY: IP,,,,,,,,,,,,,,
label,RESPONSIBILITY: SE/Supervisor,,,,,,,,,,,,,,
label,VERIFYING DOCUMENTS: This ITP,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,
checkpoint,5.3 Bedding Placement,,,,,,,,,,,,,,
label,REFERENCE: 713.03 (b) IFC (MRP-091-C-BEC-DRG-00-DNG-CBR-5613),,,,,,,,,,,,,,
label,ACCEPTANCE CRITERIA: Bedding to be placed as specified in IFC Drawings: – PSDS: 150 mm,,,,,,,,,,,,,,
label,METHOD: Measure,,,,,,,,,,,,,,
label,FREQUENCY: Each Lot,,,,,,,,,,,,,,
label,CATEGORY: IP,,,,,,,,,,,,,,
label,RESPONSIBILITY: SE/Supervisor,,,,,,,,,,,,,,
label,VERIFYING DOCUMENTS: This ITP,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,
checkpoint,5.4 Beaching Placement-Thichness,,,,,,,,,,,,,,
label,REFERENCE: Fowler Road Bridge Structure Scour Protection (MRP-091-C-BEC-DRG-00-DNG-CBR-5613),,,,,,,,,,,,,,
label,ACCEPTANCE CRITERIA: Thickness of placement to be 2 x D50. Rocks have min D50 of 400mm,,,,,,,,,,,,,,
label,METHOD: Measure,,,,,,,,,,,,,,
label,FREQUENCY: Each Lot,,,,,,,,,,,,,,
label,CATEGORY: IP,,,,,,,,,,,,,,
label,RESPONSIBILITY: SE/Supervisor,,,,,,,,,,,,,,
label,VERIFYING DOCUMENTS: This ITP,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,
checkpoint,5.5 Beaching Placement-embedment,,,,,,,,,,,,,,
label,REFERENCE: 713.05 Sect (a),,,,,,,,,,,,,,
label,ACCEPTANCE CRITERIA: Beaching materials shall be firmly bedded on the prepared embankment and/or bedding if required and laid in courses commencing from the bottom of any slope.,,,,,,,,,,,,,,
label,"○ Un-grouted beaching and armour stone when placed shall form a tight ‘interlocking grid’, which shall prevent the removal of individual rocks.",,,,,,,,,,,,,,
label,METHOD: Visual,,,,,,,,,,,,,,
label,FREQUENCY: Each Lot,,,,,,,,,,,,,,
label,CATEGORY: IP,,,,,,,,,,,,,,
label,RESPONSIBILITY: SE/Supervisor,,,,,,,,,,,,,,
label,VERIFYING DOCUMENTS: This ITP,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,
checkpoint,5.6 Type 5 Rock Beaching Placement-Surronding ,,,,,,,,,,,,,,
label,REFERENCE: 713.05 Sect (f),,,,,,,,,,,,,,
label,ACCEPTANCE CRITERIA: Rocks shall be placed to ,,,,,,,,,,,,,,
label,○ allow for the formation of a tightly interlocked rock mass in which the larger rocks are not free to move. ,,,,,,,,,,,,,,
label,○ All voids are to be sealed with smaller graded rock for stability and sufficient for water to flow over the top and not within or underneath the beaching. ,,,,,,,,,,,,,,
label,○ All leading and edge rocks shall finish flush with the surrounding ground level.,,,,,,,,,,,,,,
label,METHOD: Visual,,,,,,,,,,,,,,
label,FREQUENCY: Each Lot,,,,,,,,,,,,,,
label,CATEGORY: IP,,,,,,,,,,,,,,
label,RESPONSIBILITY: SE/PE,,,,,,,,,,,,,,
label,VERIFYING DOCUMENTS: This ITP,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,
checkpoint,5.7 Type 5 Rock Beaching Placement-Surface,,,,,,,,,,,,,,
label,REFERENCE: 713.05 Sect (a),,,,,,,,,,,,,,
label,ACCEPTANCE CRITERIA: The general surface of the finished beaching shall not vary from a 3 metre straight edge laid across the surface of the beaching by more than:,,,,,,,,,,,,,,
label,○ 75 mm for Type 5 Beaching (unless otherwise specified by Melbourne Water Authority),,,,,,,,,,,,,,
label,METHOD: Visual,,,,,,,,,,,,,,
label,FREQUENCY: Each Lot,,,,,,,,,,,,,,
label,CATEGORY: IP,,,,,,,,,,,,,,
label,RESPONSIBILITY: SE/PE,,,,,,,,,,,,,,
label,VERIFYING DOCUMENTS: This ITP,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,
section,Post-construction Activities,,,,,,,,,,,,,,
checkpoint,6.1 Cleaning,,,,,,,,,,,,,,
label,REFERENCE: 713.09,,,,,,,,,,,,,,
label,"ACCEPTANCE CRITERIA: On completion of the work, the beaching shall be cleaned to remove all foreign materials and discolouration from the beaching surface. ",,,,,,,,,,,,,,
label,METHOD: Visual,,,,,,,,,,,,,,
label,FREQUENCY: Each Lot,,,,,,,,,,,,,,
label,CATEGORY: IP,,,,,,,,,,,,,,
label,RESPONSIBILITY: SE/PE/SPE,,,,,,,,,,,,,,
label,VERIFYING DOCUMENTS: This ITP,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,
checkpoint,Final Inspection,,,,,,,,,,,,,,
label,"On behalf of Metropolitan Roads Program Alliance, it is hereby certified that the Works represented by the item of work listed have been tested in accordance with the Project Quality Plan and conform in all respects with the requirements of the Contract.",,,,,,,,,,,,,,
text,Name:,,,,,,,,,,,,,,
text,Position:,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,
holdpoint,Sign ITP,,,,,,,,,,,,,,
