"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"c6355f9e-2d4f-4d78-b0a6-c8b15bc9a9ba","","folder-normal","","","step","TRUE","FALSE","2020"
"37bb8e52-fb10-4f85-b8d4-6b5cc5b07700","","checklist-sectioned","","SYS - BOC","checklist","FALSE","FALSE","2020","10000076 FONTERRA HAWERA,1074876"
"a1b1c710-fd9c-4f01-bc5c-beb05f02cec7","","checklist-sectioned","","SYS - BOC","checklist","FALSE","FALSE","2020","10000070 TARANAKI HOSPITAL,1074812"
"675d87a6-3e59-48e5-a0df-4b568816f6dd","","checklist-sectioned","","SYS - BOC","checklist","FALSE","FALSE","2020","10000091 TEGEL NEW PLYMOUTH"
"3644063d-f80a-4626-b3aa-8ee962b4cc31","","checklist-sectioned","","SYS - BOC","checklist","FALSE","FALSE","2020","10001342 FONTERRA HAWERA"
"d93b0848-2c47-4c6f-b79c-7b385e2ef0f0","","checklist-sectioned","","SYS - BOC","checklist","FALSE","FALSE","2020","10000080 METHANEX,1040159"
"b2848460-531e-47ae-b685-dd5eda0c8084","","checklist-sectioned","","SYS - BOC","checklist","FALSE","FALSE","2020","10000334 FONTERRA WHAREROA HAWERA,1112802"
"0d7d1677-303d-4a28-a602-ca5ee2e7d9b8","","checklist-sectioned","","SYS - BOC","checklist","FALSE","FALSE","2020","10000021 NPDC WATERTREATPLANT,1104823"
"962c93f6-bf6f-4fab-856c-78e4be4cfd5f","","checklist-sectioned","","SYS - BOC","checklist","FALSE","FALSE","2020","10000341 FONTERRA (MAINLAND PRODUCTS LTD, BRIDGE ST),1074873"
"13c084c3-d3ba-4261-9e28-f19dc93eec4c","","checklist-sectioned","","SYS - BOC","checklist","FALSE","FALSE","2020","10000132 FONTERRA (MAINLAND,COLLINGWOOD ST),1074870"
"8a40a7c2-e7cf-421b-8093-52112efb829a","","checklist-sectioned","","SYS - BOC","checklist","FALSE","FALSE","2020","10028542 STEVENSONS STRUCTURAL TOKOMARU"
"ee86b677-6876-4902-9ff5-78b77d377935","","checklist-sectioned","","SYS - BOC","checklist","FALSE","FALSE","2020","BOC GAS & GEAR SEAVIEW,1073144"
"fed47db1-837c-4abb-98b4-b492102fee3e","","checklist-sectioned","","SYS - BOC","checklist","FALSE","FALSE","2020","10000416 LOWER HUTT HOSPITAL,1074877"
"1fc303e9-70be-49b2-bfcc-9023d9c80c55","","checklist-sectioned","","SYS - BOC","checklist","FALSE","FALSE","2020","10032379 METCO ENGINEERING"
"7f74281c-9631-4124-b666-7446a4ab0af5","","checklist-sectioned","","SYS - BOC","checklist","FALSE","FALSE","2020","10024968 ULTIBEND IND"
"459c6b69-c161-48fe-9e90-82b366e6579f","","checklist-sectioned","","SYS - BOC","checklist","FALSE","FALSE","2020","10000417 WAKEFIELD HOSPITAL,1109848"
"440a58de-d2b0-47b2-b10b-1589453c21fd","","checklist-sectioned","","SYS - BOC","checklist","FALSE","FALSE","2020","10000868 WELLINGTON HOSPITAL,1071838"
"b3b65998-337b-4d76-86ff-5e15f8bc2694","","checklist-sectioned","","SYS - BOC","checklist","FALSE","FALSE","2020","10000072 ATLAS SPECIALITY METALS (SOUTHWARDS),1074880"
"a6c3887c-7f1c-4b14-bae4-ad551db8cf32","","checklist-sectioned","","SYS - BOC","checklist","FALSE","FALSE","2020","10000434 INST OFGEOLOGICAL & NUCLEAR,1074906"
"04d3437e-77d3-4738-88f8-6eead1810a9d","","checklist-sectioned","","SYS - BOC","checklist","FALSE","FALSE","2020","10000414 KENEPURU HOSPITAL,1061316"
"8610d5b0-e98f-4645-af02-5c2660251b13","","checklist-sectioned","","SYS - BOC","checklist","FALSE","FALSE","2020","10000430 NIWA RESEARCH LTD,1088080"
"4c307e46-7a0d-4621-9095-435a29072c80","","checklist-sectioned","","SYS - BOC","checklist","FALSE","FALSE","2020","10000446 SCHERING PLOUGH,1074894"
"b7a03338-ffe4-45f1-9802-b36b40f8210d","","checklist-sectioned","","SYS - BOC","checklist","FALSE","FALSE","2020","10000023 WELLINGTON COUNCIL TEMARUA,1074916"
"b1e98470-8d18-430d-90b5-7b9e7fea3058","","checklist-sectioned","","SYS - BOC","checklist","FALSE","FALSE","2020","10000022 PANHEAD CUSTOM ALES"
"d87d06f8-33ad-4ead-9744-3af3348530cb","","checklist-sectioned","","SYS - BOC","checklist","FALSE","FALSE","2020","10000010 WELLINGTON COUNCIL WAINUI,1074917"
"99b619ad-a4a6-4f2b-a72e-ae98ea626146","","checklist-sectioned","","SYS - BOC","checklist","FALSE","FALSE","2020","FOODSTUFFS - AUTO FOODS"
"6a2155bc-1b97-4f11-b90b-2a4607f09028","","checklist-sectioned","","SYS - BOC","checklist","FALSE","FALSE","2020","BOC GAS & GEAR SEAVIEW, 1086583"
"1e01a1ae-ca69-4d72-a008-835b4302f746","","checklist-sectioned","","SYS - BOC","checklist","FALSE","FALSE","2020","10034553 ORRSUM LASER"
"e30f624f-4409-42b9-84e3-3fd2668433c7","","checklist-sectioned","","SYS - BOC","checklist","FALSE","FALSE","2020","10036051 REAL STEEL LTD"
"4d8cbabf-d957-4bc5-9aa0-dd63db56572b","","folder-normal","","","step","TRUE","FALSE","2021 to July 2022"
"6ec45902-4b8d-4eb3-82e6-822fe7352030","","checklist-sectioned","","SYS - BOC","checklist","FALSE","FALSE","2021 to July 2022","10000344 - MOT: 106078 - AG RESEARCH BULLS"
"a63b46ba-e1ff-4680-bb76-bea1ece34961","","checklist-sectioned","","SYS - BOC","checklist","FALSE","FALSE","2021 to July 2022","10000109 MOT: 109555 Anzco waitaara (DUE FOR REMOVAL)"
"ae22fdda-424e-468a-9322-af8a11b9d5bc","","checklist-sectioned","","SYS - BOC","checklist","FALSE","FALSE","2021 to July 2022","10000072 - MOT: 92886 - ATLAS SPECIALITY METALS (SOUTHWARDS)"
"c44b7464-719a-4178-9782-10d88a8b2508","","checklist-sectioned","","SYS - BOC","checklist","FALSE","FALSE","2021 to July 2022","10000421 - MOT: 94400 - BALLANCE AGRI-NUTRIENTS KAPUNI"
"529d1c14-2383-4c7e-ab7e-41cf1e194cd7","","checklist-sectioned","","SYS - BOC","checklist","FALSE","FALSE","2021 to July 2022","10032066 - MOT: BV01-160427D - BALLANCE AGRI-NUTRIENTS KAPUNI"
"f4338162-d161-4389-a50f-68fb8c01dd10","","checklist-sectioned","","SYS - BOC","checklist","FALSE","FALSE","2021 to July 2022","10029581 - MOT: BV4-141017 - BALLANCE AGRI-NUTRIENTS KAPUNI"
"712d648f-08d3-4c51-b6e5-9c8a9c74e5ca","","checklist-sectioned","","SYS - BOC","checklist","FALSE","FALSE","2021 to July 2022","10002389 - MOT: BV4-120305 - BOC GAS & GEAR PALMERSTON NORTH"
"b2ebefb3-7edf-43f6-82ea-55c5e049e6b6","","checklist-sectioned","","SYS - BOC","checklist","FALSE","FALSE","2021 to July 2022","10000108 - MOT: 106885 - BOC GAS & GEAR PALMERSTON NORTH"
"d0f4d39e-2648-4288-ba31-806da00c9493","","checklist-sectioned","","SYS - BOC","checklist","FALSE","FALSE","2021 to July 2022","10000457 - MOT: 160226 - BOC GAS & GEAR SEAVIEW WELLINGTON"
"a2157cb9-5e13-4c90-bd52-381081c67eff","","checklist-sectioned","","SYS - BOC","checklist","FALSE","FALSE","2021 to July 2022","10000447 - MOT: 112267 - BOC GAS & GEAR SEAVIEW WELLINGTON"
"ca8928a6-1063-4b92-bcb0-ee3c2ef15fe8","","checklist-sectioned","","SYS - BOC","checklist","FALSE","FALSE","2021 to July 2022","10000132 - MOT: 103065 - FONTERRA COLLINGWOOD ST CO2"
"de23d1d4-be93-4ac0-9a00-a0f3b9353176","","checklist-sectioned","","SYS - BOC","checklist","FALSE","FALSE","2021 to July 2022","10000423 - MOT: 94404 - FONTERRA COLLINGWOOD ST LIN"
"c5b3d69c-b9b9-456d-8de5-1c47f1bff76d","","checklist-sectioned","","SYS - BOC","checklist","FALSE","FALSE","2021 to July 2022","10000076 - MOT: 93418 - FONTERRA HAWERA AMF LIN"
"bb2de09c-5eeb-4cf6-8318-aaa5500ac855","","checklist-sectioned","","SYS - BOC","checklist","FALSE","FALSE","2021 to July 2022","10000434 - MOT: 110908 - INST OF GEOLOGICAL & NUCLEAR"
"f45a376a-7231-41f7-93b0-30886415bdf0","","checklist-sectioned","","SYS - BOC","checklist","FALSE","FALSE","2021 to July 2022","10000414 - MOT: 93943 - KENEPURU HOSPITAL (CAP CST HLTH)"
"3a1a3801-ed08-4f7e-86fa-41e1658fdfbe","","checklist-sectioned","","SYS - BOC","checklist","FALSE","FALSE","2021 to July 2022","10000106 - MOT: P30133 - LIVESTOCK IMPROVEMENTS"
"172d1520-c98f-42b1-9756-55b4f1b5877a","","checklist-sectioned","","SYS - BOC","checklist","FALSE","FALSE","2021 to July 2022","10000416 - MOT: 94162 - LOWER HUTT HOSPITAL"
"81732047-5f38-4b24-9419-a1cbe33e9e25","","checklist-sectioned","","SYS - BOC","checklist","FALSE","FALSE","2021 to July 2022","10001367 MOT: 89916 Masterton Hospital Vertical Vessel 16/08/2021"
"9a8cec3d-7b3e-4a7c-a527-9af3aa6c7615","","checklist-sectioned","","SYS - BOC","checklist","FALSE","FALSE","2021 to July 2022","10000955 - MOT: P17288 - METALFORM"
"0303f7bc-6070-4ed4-8bf0-8ef1386d7865","","checklist-sectioned","","SYS - BOC","checklist","FALSE","FALSE","2021 to July 2022","10032379 - MOT: 155667 - METCO ENGINEERING"
"64cd5c43-abf6-5075-8c78-7293604d73d2","","checklist-sectioned","","SYS - BOC","checklist","FALSE","FALSE","2021 to July 2022"," 10000080 MOT: 94408 METHANEX? "
"25085a75-d4d0-425d-a56d-af4d3ab3f3ef","","checklist-sectioned","","SYS - BOC","checklist","FALSE","FALSE","2021 to July 2022","10000419 - MOT: 94398 - NEXANS NZ BELL BLOCK"
"2e6b45de-5f3c-4aa3-881e-17b4b69bc233","","checklist-sectioned","","SYS - BOC","checklist","FALSE","FALSE","2021 to July 2022","10000430 - MOT: 110210 - NIWA RESEARCH LTD"
"81ab54a5-cf6f-5c3f-a50f-eccecf6bd32b","","checklist-sectioned","","SYS - BOC","checklist","FALSE","FALSE","2021 to July 2022","10000021 MOT: 113741 NPDC Water Treatment"
"b4bb0910-cbb7-442b-a2c0-6b6e952912ed","","checklist-sectioned","","SYS - BOC","checklist","FALSE","FALSE","2021 to July 2022","10034553 - MOT: BV01-170905B - ORRSUM LASER"
"699b08b3-7993-45c2-9bbf-54159ff7a40b","","checklist-sectioned","","SYS - BOC","checklist","FALSE","FALSE","2021 to July 2022","10000022 - MOT: 113744 - PANHEAD CUSTOM ALES"
"5bca801f-120a-40d2-9173-60a70033dfa9","","checklist-sectioned","","SYS - BOC","checklist","FALSE","FALSE","2021 to July 2022","10036051 - MOT: BV01-180822B - REAL STEEL LTD"
"6eb90df4-c874-4972-923d-82b9942fd781","","checklist-sectioned","","SYS - BOC","checklist","FALSE","FALSE","2021 to July 2022","10000446 - MOT: 112222 - SCHERING PLOUGH"
"ed77c05d-641b-4317-ad06-20913c45684d","","checklist-sectioned","","SYS - BOC","checklist","FALSE","FALSE","2021 to July 2022","10000460 MOT: 160273  Silver Fern Farms Takapau Vertical Vessel 16/08/2021"
"3ff48b20-eb33-4c7c-b563-2741c76c7e1b","","checklist-sectioned","","SYS - BOC","checklist","FALSE","FALSE","2021 to July 2022","10028542 - MOT: BV4-140709 - STEVENSONS STRUCTURAL TOKOMARU"
"01409aba-0275-4194-9337-3b7b564d2718","","checklist-sectioned","","SYS - BOC","checklist","FALSE","FALSE","2021 to July 2022","10000449 - MOT: 112284 - TARANAKI HOSPITAL"
"066ba8b8-0faa-54a2-932a-602a04ebd297","","checklist-sectioned","","SYS - BOC","checklist","FALSE","FALSE","2021 to July 2022","10000091  MOT: 106856 Tegal Block Vessel "
"18334f7c-f44e-543b-a500-df4e9f2eefac","","checklist-sectioned","","SYS - BOC","checklist","FALSE","FALSE","2021 to July 2022","10026618 MOT: BV8-131016 Tegal Vessel"
"070adee0-6148-4936-a854-9dafa7d6b049","","checklist-sectioned","","SYS - BOC","checklist","FALSE","FALSE","2021 to July 2022","10033812 - MOT: 158130 - TUATARA BREWING CO LTD"
"ed8b5c72-1b98-46c6-a2e7-a0f29eb8b411","","checklist-sectioned","","SYS - BOC","checklist","FALSE","FALSE","2021 to July 2022","10024968 - MOT: BV4-121212 - ULTIBEND INDUSTRIES"
"28e196f1-e53f-4ab4-9b29-c2caf93a7551","","checklist-sectioned","","SYS - BOC","checklist","FALSE","FALSE","2021 to July 2022","10000868 - MOT: P17269 - WELLINGTON HOSPITAL (CAP & COAST DHB)"
"0fc024d0-36a3-4630-a955-ac89d0803dc7","","checklist-sectioned","","SYS - BOC","checklist","FALSE","FALSE","2021 to July 2022","10001947 MOT: NT4-230608 Fonterra Pahiatua Vertical Vessel 16/08/2021"
"0f23c8c1-7358-4178-aa8c-165ab8282a57","","folder-normal","","","step","TRUE","FALSE","2021 to July 2022","10002246 - MOT: BV4-110216 - WANGANUI HOSPITAL"
"aaff6159-ddb5-46ae-bc5f-a9d4c0c52b48","","checklist-sectioned","","SYS - BOC","checklist","FALSE","FALSE","2021 to July 2022","10002246 - MOT: BV4-110216 - WANGANUI HOSPITAL","10002246 - Wanganui Hospital"
"ab79445f-a5e2-45e5-b418-a82b742972b5","","folder-normal","","","step","TRUE","FALSE","2021 to July 2022","10000417 - MOT: 94163 - WAKEFIELD HOSPITAL"
"b6136f51-3dab-4cc1-8902-e241a0c87898","","checklist-sectioned","","SYS - BOC","checklist","FALSE","FALSE","2021 to July 2022","10000417 - MOT: 94163 - WAKEFIELD HOSPITAL","100000417 - Wakefield Hospital - 1109848"
"1e58aeda-c1dc-40f6-acca-ab781c0cbf75","","folder-normal","","","step","TRUE","FALSE","2021 to July 2022","10000023 - MOT: 113751 - WELLINGTON COUNCIL TE MARUA"
"ff7b5c24-005d-4aaf-98e3-b76777e0a1db","","checklist-sectioned","","SYS - BOC","checklist","FALSE","FALSE","2021 to July 2022","10000023 - MOT: 113751 - WELLINGTON COUNCIL TE MARUA","10000023 - Wellington Council - Te marua"
"6324e4c6-c691-4619-abea-f96f5b0970ec","","folder-normal","","","step","TRUE","FALSE","2021 to July 2022","10000010 - MOT: 112745 - WELLINGTON COUNCIL WAINUI"
"fe9d0e12-4367-4656-b465-6db0736731cf","","checklist-sectioned","","SYS - BOC","checklist","FALSE","FALSE","2021 to July 2022","10000010 - MOT: 112745 - WELLINGTON COUNCIL WAINUI","10000010 - Wellington Council Wainui - 1074917"
"88d2f80e-c7af-4725-a8de-46d23e29df01","","folder-normal","","","step","TRUE","FALSE","2021 to July 2022","10000079 Mid Central Health"
"59a58196-7b12-45cd-bdf4-8a3749c4a5aa","","checklist-sectioned","","SYS - BOC","checklist","FALSE","FALSE","2021 to July 2022","10000079 Mid Central Health","10000079 Mid Central Health"
"ab91e315-94a5-4be9-a7c1-6c5e9b0ed30a","","folder-normal","","","step","TRUE","FALSE","2021 to July 2022","10000102-MOT:136833 FONTERRA HAWERA WMP LIN"
"104ce25a-2f3b-4cc8-8d61-4410f98ff3cf","","checklist-sectioned","","SYS - BOC","checklist","FALSE","FALSE","2021 to July 2022","10000102-MOT:136833 FONTERRA HAWERA WMP LIN","10000102 FONTERRA HAWERA"
"d59a19a6-9be5-4793-b441-961e89f544e2","","folder-normal","","","step","TRUE","FALSE","2021 to July 2022","10000334 - MOT : 111081 FONTERRA WHAREROA POWDER2 C02 15T"
"de8aef1b-f4fa-4b87-afd4-82ffb0a41d15","","checklist-sectioned","","Add new BOC","checklist","FALSE","FALSE","2021 to July 2022","10000334 - MOT : 111081 FONTERRA WHAREROA POWDER2 C02 15T","10000334 FONTERRA WHAREROA"
"3d3c4881-3d39-4651-8579-12dd54389f21","","folder-normal","","","step","TRUE","FALSE","2021 to July 2022","10001342 MOT-:125494-FONTERRA HAWERA WMP 214BLK 30T"
"c9db3be0-99fa-4ecf-ac9f-e361fd1b8ff8","","checklist-sectioned","","Add new BOC","checklist","FALSE","FALSE","2021 to July 2022","10001342 MOT-:125494-FONTERRA HAWERA WMP 214BLK 30T","10001342 FONTERRA HAWERA"
"a7058c38-b641-459e-8b2c-9493cbfdf27e","","folder-normal","","","step","TRUE","FALSE","From August 2022 to March 2023"
"24a4a8b0-c8e5-4cbf-960c-e0d963359985","","checklist-sectioned","","Add new BOC","checklist","FALSE","FALSE","From August 2022 to March 2023","10000344 MOT: 106078 AG RESEARCH BULLS"
"7462799a-b4c2-4ece-9152-2a5f9d3461c0","","checklist-sectioned","","Add new BOC","checklist","FALSE","FALSE","From August 2022 to March 2023","10032066 MOT: BV01-160427D BALLANCE AGRI-NUTRIENTS KAPUNI"
"33d3dec4-d826-47f3-a732-003253cc93b2","","checklist-sectioned","","Add new BOC","checklist","FALSE","FALSE","From August 2022 to March 2023","10029581 MOT : BV4-141017 BALLANCE AGRI-NUTRIENTS KAPUNI"
"94a9303e-41b1-4e47-bf63-59c796646613","","checklist-sectioned","","Add new BOC","checklist","FALSE","FALSE","From August 2022 to March 2023","10002389 MOT: BV4-120305 BOC GAS & GEAR PALMERSTON NORTH"
"288b9551-f54e-445f-8695-0e3059e37e46","","checklist-sectioned","","Add new BOC","checklist","FALSE","FALSE","From August 2022 to March 2023","10000108 MOT : 106885 BOC GAS & GEAR PALMERSTON NORTH"
"496c3046-845d-4e30-a49e-0cf3174e7270","","checklist-sectioned","","Add new BOC","checklist","FALSE","FALSE","From August 2022 to March 2023","10000447 MOT: 112267 BOC GAS & GEAR SEAVIEW WELLINGTON"
"b5e5a8d6-e29a-4ab5-9617-ce993ebf96eb","","checklist-sectioned","","Add new BOC","checklist","FALSE","FALSE","From August 2022 to March 2023","10000457 MOT: 160226 BOC GAS & GEAR SEAVIEW WELLINGTON"
"b8e87303-a9d1-4a3f-80ff-1c234a536571","","checklist-sectioned","","Add new BOC","checklist","FALSE","FALSE","From August 2022 to March 2023","10000087 MOT : 105018 ETECH INDUSTRIES"
"60a54375-0fc5-4dd3-ac57-5c5585fb4fda","","checklist-sectioned","","Add new BOC","checklist","FALSE","FALSE","From August 2022 to March 2023","10000132 MOT : 103065 FONTERRA COLLINGWOOD ST CO2"
"b1e241ad-b241-4516-9114-b90f56484287","","checklist-sectioned","","Add new BOC","checklist","FALSE","FALSE","From August 2022 to March 2023","10000423 MOT : 94404 FONTERRA COLLINGWOOD ST LIN"
"601c4f49-aa99-404d-9ad3-916e727f960a","","checklist-sectioned","","Add new BOC","checklist","FALSE","FALSE","From August 2022 to March 2023","10000076 MOT : 93418 FONTERRA HAWERA AMF LIN"
"922843a0-8c50-43df-84d6-afa9b4c386ca","","checklist-sectioned","","Add new BOC","checklist","FALSE","FALSE","From August 2022 to March 2023","10001342 MOT : 125494 FONTERRA HAWERA WMP 214BLK 30T"
"ddff936e-8d56-453d-abf8-0aa6670e30df","","checklist-sectioned","","Add new BOC","checklist","FALSE","FALSE","From August 2022 to March 2023","10000102 MOT : 136833 FONTERRA HAWERA WMP LIN"
"7952b144-bd48-4876-a02c-79a30d5ee37b","","checklist-sectioned","","Add new BOC","checklist","FALSE","FALSE","From August 2022 to March 2023","10001947 MOT : NT4-230608 FONTERRA PAHIATUA 214BLK 30T"
"8aa24412-e383-4bc2-9702-549d54a5cf32","","checklist-sectioned","","Add new BOC","checklist","FALSE","FALSE","From August 2022 to March 2023","10000334 MOT : 111081 FONTERRA WHAREROA POWDER2 CO2 15T"
"79ae09a6-b6c3-414b-ac3e-4b507267517d","","checklist-sectioned","","Add new BOC","checklist","FALSE","FALSE","From August 2022 to March 2023","10000434 MOT : 110908 INST OF GEOLOGICAL & NUCLEAR"
"987cd67b-e8f9-4cb7-9539-fbf288631200","","checklist-sectioned","","Add new BOC","checklist","FALSE","FALSE","From August 2022 to March 2023","10000106 MOT : P30133 LIVESTOCK IMPROVEMENTS"
"f17bc0af-8152-4a3c-86f6-904d5b2913d0","","checklist-sectioned","","Add new BOC","checklist","FALSE","FALSE","From August 2022 to March 2023","10000416 MOT : 94162 LOWER HUTT HOSPITAL"
"d968ae6b-112d-470f-9eef-056c46aab13c","","checklist-sectioned","","Add new BOC","checklist","FALSE","FALSE","From August 2022 to March 2023","10001809 MOT : NL4-271107 MASSEY UNIVERSITY - PALMERSTON NORTH"
"08d53c5f-5e85-44bb-883c-f10df4c7813e","","checklist-sectioned","","Add new BOC","checklist","FALSE","FALSE","From August 2022 to March 2023","10001367 MOT : 89916 MASTERTON HOSPITAL"
"b0a11bf6-b3b1-4b42-829f-d5490bfe2c74","","checklist-sectioned","","Add new BOC","checklist","FALSE","FALSE","From August 2022 to March 2023","10000955 MOT : P17288 METALFORM"
"43ec72d5-c74d-4f5c-80b2-d5cb6ef5d59d","","checklist-sectioned","","Add new BOC","checklist","FALSE","FALSE","From August 2022 to March 2023","10032379 MOT : 155667 METCO ENGINEERING"
"70facbfa-3dad-4b6f-b190-cd5f70365dcd","","checklist-sectioned","","Add new BOC","checklist","FALSE","FALSE","From August 2022 to March 2023","10000080 MOT : 94408 METHANEX"
"13ad8865-4b9c-48bd-9715-53af8f3f44d7","","checklist-sectioned","","Add new BOC","checklist","FALSE","FALSE","From August 2022 to March 2023","10000079 MOT : 93550 MID CENTRAL HEALTH"
"184d66b6-b893-4c5a-8d0f-277565a60b64","","checklist-sectioned","","Add new BOC","checklist","FALSE","FALSE","From August 2022 to March 2023","10000419 MOT : 94398 NEXANS NZ BELL BLOCK"
"6cca7739-037a-4d3c-bac3-666ecd8d4a06","","checklist-sectioned","","Add new BOC","checklist","FALSE","FALSE","From August 2022 to March 2023","10000430 MOT : 110210 NIWA RESEARCH LTD"
"cbb396bc-6ee1-4d1d-b9c6-1af7867f7541","","checklist-sectioned","","Add new BOC","checklist","FALSE","FALSE","From August 2022 to March 2023","10000021 MOT : 113741 NPDC WATER TREAT PLANT"
"7f6c9905-bc57-4890-b3f2-e1c865696768","","checklist-sectioned","","Add new BOC","checklist","FALSE","FALSE","From August 2022 to March 2023","10000072 MOT : 92886 NZ TUBE MILL previously ATLAS SPECIALITY METALS (SOUTHWARDS)"
"f83bb54a-25f2-492c-8ca4-d3081afda980","","checklist-sectioned","","Add new BOC","checklist","FALSE","FALSE","From August 2022 to March 2023","10034553 MOT : BV01-170905B ORRSUM LASER"
"249fcb0d-15cd-4370-983a-e5f55eb6c8c7","","checklist-sectioned","","Add new BOC","checklist","FALSE","FALSE","From August 2022 to March 2023","10000022 MOT : 113744 PANHEAD CUSTOM ALES"
"348f2038-3b30-414c-bb77-18cccebe2191","","checklist-sectioned","","Add new BOC","checklist","FALSE","FALSE","From August 2022 to March 2023","10036051 MOT : BV01-180822B REAL STEEL LTD"
"4a3f7d4e-9ca1-4160-98d1-3c0313169853","","checklist-sectioned","","Add new BOC","checklist","FALSE","FALSE","From August 2022 to March 2023","10000446 MOT : 112222 SCHERING PLOUGH"
"299d570f-672b-49f5-8042-d96de0b59a17","","checklist-sectioned","","Add new BOC","checklist","FALSE","FALSE","From August 2022 to March 2023","10028542 MOT : BV4-140709 STEVENSONS STRUCTURAL TOKOMARU"
