"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"d3b19441-62ee-4648-9930-bd2ebb6c04a1","","folder-normal","","","step","TRUE","FALSE","2020"
"83e02a17-c564-49af-b884-d6e196e0c2a6","","checklist-sectioned","","SYS - BOC 5","checklist","FALSE","FALSE","2020","10000013 MIDDLEMORE HOSPITAL,1074805"
"90e3eeca-f283-442f-a2bc-4d0dd298974b","","checklist-sectioned","","SYS - BOC 5","checklist","FALSE","FALSE","2020","10032067 MULCAHY ENGINEERING BOC OWNED VS3000"
"8467880f-175a-4a33-8147-bb7ca37c8b62","","checklist-sectioned","","SYS - BOC 5","checklist","FALSE","FALSE","2020","ONE STOP CUTTING SHOP? NORTH SHORE LASER CUTTING"
"188b50a9-a742-4d68-afd2-45b961d14607","","checklist-sectioned","","SYS - BOC 5","checklist","FALSE","FALSE","2020","VS3000HP? PRECISION LASER CUTTING,1139760"
"fd05a808-b18d-43ed-bfce-82499ba66994","","checklist-sectioned","","SYS - BOC 5","checklist","FALSE","FALSE","2020","10000435 AIR NEW ZEALAND,1074768"
"152fda2d-c815-4893-88e1-55a5ba4a354b","","checklist-sectioned","","SYS - BOC 5","checklist","FALSE","FALSE","2020","BOCCES PENROSE WORKSHOP VESSEL"
"d085e476-864a-444a-945d-27f5a81a2de8","","checklist-sectioned","","SYS - BOC 5","checklist","FALSE","FALSE","2020","10000946 BRIX & CO LTD (PREV MATUA VALLEY WINES)"
"9461243a-edd1-4120-8bee-8414ee728fd9","","checklist-sectioned","","SYS - BOC 5","checklist","FALSE","FALSE","2020","10029584 FISHER & PAYKEL Healthcare Paykel BLDG Tank E"
"c4fa099b-13fa-4493-95c1-d92321f369ce","","checklist-sectioned","","SYS - BOC 5","checklist","FALSE","FALSE","2020","10002486 FISHER & PAYKEL Healthcare Stewart BLDG Tank C"
"3c7e1a85-8784-4576-8855-12ae1f0c7bc3","","checklist-sectioned","","SYS - BOC 5","checklist","FALSE","FALSE","2020","10000436 GREENLANE HOSPITAL,1074929"
"2e6cf452-3ea2-4247-bd49-ab6961478204","","checklist-sectioned","","SYS - BOC 5","checklist","FALSE","FALSE","2020","10002212 LION NATHAN THE PRIDE"
"7c0a74e0-ceab-48c8-ad6b-e5d889157143","","checklist-sectioned","","SYS - BOC 5","checklist","FALSE","FALSE","2020","10002245 NIG NUTRITIONAL Liquid Nitrogen"
"42b69558-8f5f-4d03-897d-7bfdc5ef9415","","checklist-sectioned","","SYS - BOC 5","checklist","FALSE","FALSE","2020","10002387 NIG NUTRITIONAL Liquid Carbon Dioxide"
"5f0200aa-c37e-447a-aee4-f062b660cb7b","","checklist-sectioned","","SYS - BOC 5","checklist","FALSE","FALSE","2020","10000432 QUALITY HEAT TREATMENT,1074923"
"fe936479-1bb1-42be-9fb6-ce3ce9d190c3","","checklist-sectioned","","SYS - BOC 5","checklist","FALSE","FALSE","2020","10002386 STEAM BREWING (AUCKLAND BREWRIES)"
"eb565cb4-2aec-431d-916e-cec19034fe43","","checklist-sectioned","","SYS - BOC 5","checklist","FALSE","FALSE","2020","10000450 STOLTHAVEN (SHELL OIL)"
"cfe507cd-4324-4416-a1e4-f2a47add5fdf","","checklist-sectioned","","SYS - BOC 5","checklist","FALSE","FALSE","2020","10002487 TASTI PRODUCTS"
"26e7ad17-96bd-4588-a44f-3febbc4bafb0","","checklist-sectioned","","SYS - BOC 5","checklist","FALSE","FALSE","2020","10000466 TEMPERZONE,1079184"
"742e0d16-5a1e-44ce-8563-b88bed646b07","","checklist-sectioned","","SYS - BOC 5","checklist","FALSE","FALSE","2020","10029586 Z ENERGY"
"ff2f06da-7582-4683-a812-06223a5b95df","","checklist-sectioned","","SYS - BOC 5","checklist","FALSE","FALSE","2020","10000429 AUCKLAND BLOOD TRANSFUSION,1091767"
"f12aed1b-fb7f-46b1-9d07-a257081b2d42","","checklist-sectioned","","SYS - BOC 5","checklist","FALSE","FALSE","2020","10001214 BEST BARS LTD"
"970684bd-66e0-4b06-af38-460388b76ac7","","checklist-sectioned","","SYS - BOC 5","checklist","FALSE","FALSE","2020","10000025 ASAHLI BEVERAGES"
"ff060601-d7d6-4739-bded-8343900896c0","","checklist-sectioned","","SYS - BOC 5","checklist","FALSE","FALSE","2020","10000428 KIWI STEEL"
"f76a3d19-0ff7-4074-bbdb-d26186bea157","","checklist-sectioned","","SYS - BOC 5","checklist","FALSE","FALSE","2020","10000427 MANUKAU SUPERCLINIC"
"5d24e3b9-63cd-48c5-9290-de694bbe0c3b","","checklist-sectioned","","SYS - BOC 5","checklist","FALSE","FALSE","2020","10000426 MERCY HOSPITAL,Epsom, 1074717"
"8fac732d-3b78-4b1e-8027-b11e6f22d394","","checklist-sectioned","","SYS - BOC 5","checklist","FALSE","FALSE","2020","10000669 POLARIS,1074947"
"c07aa522-55d2-4fec-8e98-cef46bf05e02","","checklist-sectioned","","SYS - BOC 5","checklist","FALSE","FALSE","2020","10000410 PRIMERO HOLDINGS (PREV STELTECH STRUCTURAL)"
"0c046f77-5aed-4950-b4d1-d8fb29e5eb6b","","checklist-sectioned","","SYS - BOC 5","checklist","FALSE","FALSE","2020","10001211 SOUTHERN CROSS NORTH HARBOUR"
"dabfd579-2ec0-49e7-8301-d5a3432e0544","","checklist-sectioned","","SYS - BOC 5","checklist","FALSE","FALSE","2020","10000425 STEEL & TUBE (STEELSERVICE CENTER),1074926"
"6a42f4d7-e581-4dd7-a6bf-b682856c39a9","","checklist-sectioned","","SYS - BOC 5","checklist","FALSE","FALSE","2020","10000455 VULCAN PLATE (PREV NZ PROFILES LTD)"
"222a693e-c0d6-4cb2-9c17-c8c7e2de99f3","","checklist-sectioned","","SYS - BOC 5","checklist","FALSE","FALSE","2020","10001215 WATERCARE LABORATORY SERVICES"
"49758f22-548f-4782-b69f-0dbca53e83ec","","checklist-sectioned","","SYS - BOC 5","checklist","FALSE","FALSE","2020","10000335 TEGEL FOODS HENDERSON"
"f3a9076f-8440-4e70-91d1-4bc06f1b6470","","checklist-sectioned","","SYS - BOC 5","checklist","FALSE","FALSE","2020","10000074 FIELD RUBBER,1074708"
"ffda6293-4925-4336-bd85-dd6f2b6214d1","","checklist-sectioned","","SYS - BOC 5","checklist","FALSE","FALSE","2020","10000084 FISHER & PAYKEL Healthcare Stewart BLDG Tank B"
"2f631716-2dac-4136-ac78-f1934dbba103","","checklist-sectioned","","SYS - BOC 5","checklist","FALSE","FALSE","2020","10000024 FRUCOR BEVERAGES,1081135"
"fec2707a-11ac-49b9-9014-5f07cbe3fa50","","checklist-sectioned","","SYS - BOC 5","checklist","FALSE","FALSE","2020","10001351 RAKON"
"90692c4a-92dd-4a81-aad4-60c174e2632c","","checklist-sectioned","","SYS - BOC 5","checklist","FALSE","FALSE","2020","10000131 WESTERN WATER SUPPLY (WAITAKERE)"
"22669189-f072-4e16-9482-328dbe9f344a","","checklist-sectioned","","SYS - BOC 5","checklist","FALSE","FALSE","2020","SC051431-0003 AIR NEW ZEALAND"
"84eedfd2-587c-4616-b335-9065b08a275a","","checklist-sectioned","","SYS - BOC 5","checklist","FALSE","FALSE","2020","SC051429-0006 Asure Quality Auckland"
"fb737265-0edd-4f50-ad45-ef056d6a30ee","","checklist-sectioned","","SYS - BOC 5","checklist","FALSE","FALSE","2020","University of Auckland B302"
"889f7493-7a6f-4853-8646-0ad66af551c6","","checklist-sectioned","","SYS - BOC 5","checklist","FALSE","FALSE","2020","(IN MAHIA LOX?) ROCKET LABS MERCER"
"0f3c78c2-f33f-494f-9609-3fcf43acbd77","","checklist-sectioned","","SYS - BOC 5","checklist","FALSE","FALSE","2020","10000465 ROCKET LABS MERCER"
"da0b23d3-e04b-45ca-bd29-87f3dd706347","","checklist-sectioned","","SYS - BOC 5","checklist","FALSE","FALSE","2020","Temp Hire - HL83 S/N 119"
"b9d3c086-c180-4aa0-95a4-f5c03948d740","","checklist-sectioned","","SYS - BOC 5","checklist","FALSE","FALSE","2020","Temp Hire - HLD117 S/N 128"
"65a91f75-0428-4b33-9fe0-69ab899cab50","","checklist-sectioned","","SYS - BOC 5","checklist","FALSE","FALSE","2020","Temp Hire - HLD117 S/N 132"
"15a9c36b-5b77-4613-a671-bf8f223f6579","","checklist-sectioned","","SYS - BOC 5","checklist","FALSE","FALSE","2020","Temp Hire - Penrose"
"189edba4-1cc0-4634-b0ed-9a618648b70e","","checklist-sectioned","","SYS - BOC 5","checklist","FALSE","FALSE","2020","10001344 DB BREWERIES OTAHUHU"
"534ba524-a631-4ab9-aeb6-724bc33f40df","","checklist-sectioned","","SYS - BOC 5","checklist","FALSE","FALSE","2020","10000050 JAMES HARDIE,1074701"
"d98c700d-a053-4433-87be-c501d35fbade","","checklist-sectioned","","SYS - BOC 5","checklist","FALSE","FALSE","2020","10000271 PERNOD RICARD NZ LTD,(Montana Wines Auckland),1073554"
"3178f680-cc66-44e6-8918-e17a903fa353","","checklist-sectioned","","SYS - BOC 5","checklist","FALSE","FALSE","2020","10001340 SLEEPYHEAD BEDS"
"9bf2c216-833b-46fc-95ec-b83a745bcdb3","","checklist-sectioned","","SYS - BOC 5","checklist","FALSE","FALSE","2020","10000343 WILSON HELLABY LTD"
"458d3414-ed64-456b-844f-ecaeb5f10e88","","checklist-sectioned","","SYS - BOC 5","checklist","FALSE","FALSE","2020","CONSTELLATION NZ LTD (PREV NOBILO VINTNERS),1074725"
"c917c1db-df28-4998-afd9-20b6ea3a8c6e","","checklist-sectioned","","SYS - BOC 5","checklist","FALSE","FALSE","2020","10001213 ASCOT HOSPITAL,1079520"
"01ab6228-e1ea-4117-b109-1f024ba3b30c","","checklist-sectioned","","SYS - BOC 5","checklist","FALSE","FALSE","2020","10000056 AUCKLAND BLOOD TRANSFUSION,1091768"
"874908d6-d039-40b2-87a9-9874e5e7d838","","checklist-sectioned","","SYS - BOC 5","checklist","FALSE","FALSE","2020","10000055 CHARLIE'S TRADING LTD"
"b006b3c1-b35a-49c3-ac88-8f8d478e4d80","","checklist-sectioned","","SYS - BOC 5","checklist","FALSE","FALSE","2020","SC051165-0006 ETEL Transformers"
"5bc6c462-0edc-4319-9784-ee7b4e7a6bbf","","checklist-sectioned","","SYS - BOC 5","checklist","FALSE","FALSE","2020","SC0005604-0021 Glen Dimplex"
"f987a44c-3c9f-439a-a045-139fb77fce61","","checklist-sectioned","","SYS - BOC 5","checklist","FALSE","FALSE","2020","SC005601-0002 HSM Engineering"
"5a9f33c7-82a9-4980-a59c-3a447737fc05","","checklist-sectioned","","SYS - BOC 5","checklist","FALSE","FALSE","2020","SC005604-0018 Mulcahy Engineering"
"d1600442-01bb-46f9-9808-1bc20e1da0c7","","checklist-sectioned","","SYS - BOC 5","checklist","FALSE","FALSE","2020","10000462 RNZAF WHENUAPAI,1074737"
"941addb8-7921-44e1-b3e7-67737f131434","","checklist-sectioned","","SYS - BOC 5","checklist","FALSE","FALSE","2020","10033805 PAC STEEL ROLLING MILL"
"20bd3164-36b2-4946-945c-dde5da44d58c","","checklist-sectioned","","SYS - BOC 5","checklist","FALSE","FALSE","2020","10001398 ROCKET LABS AUCKLAND AIRPORT"
"28debd3e-264e-4088-825b-8d73af8ce94c","","checklist-sectioned","","SYS - BOC 5","checklist","FALSE","FALSE","2020","10033813 SYNLAIT MILK CO2 - AUCKLAND"
"7faa8494-78f1-4e8d-ad00-33a7fbd5b292","","checklist-sectioned","","SYS - BOC 5","checklist","FALSE","FALSE","2020","10002455 SYNLAIT MILK LIN - AUCKLAND"
"61a1351d-90fc-4714-8a6d-fd31d4334c02","","checklist-sectioned","","SYS - BOC 5","checklist","FALSE","FALSE","2020","SC053224-0005 Glen Dimplex"
"6fd1ac47-64d0-4743-a9a2-988c01f8a44e","","checklist-sectioned","","SYS - BOC 2","checklist","FALSE","FALSE","2020","10001686 VULCAN STEEL LTD (AUCKLAND) SANDVIK"
"15d42e49-4efb-4b79-a425-1ac6d3e3df71","","checklist-sectioned","","SYS - BOC 5","checklist","FALSE","FALSE","2020","10036361 PRIMERO PROFILES - 156 BLK"
"2bb7460e-71e2-4e8c-8732-6b93ae4778df","","checklist-sectioned","","SYS - BOC 5","checklist","FALSE","FALSE","2020","10036363 PRECISION LASER CUTTING"
"e3b27cc0-d97e-42cd-abc2-8802dc62e2f0","","checklist-sectioned","","SYS - BOC 5","checklist","FALSE","FALSE","2020","10000015 NIG NUTRITIONAL LIN PUKEKOHE"
"a8df55fb-36da-4052-8239-8310fe2ab742","","checklist-sectioned","","SYS - BOC 5","checklist","FALSE","FALSE","2020","10000947 WAIHI GOLDMINE,1073546"
"5991a754-6819-4441-9086-fcb9eb611513","","checklist-sectioned","","SYS - BOC 5","checklist","FALSE","FALSE","2020","10001438 LAWTER (NZ) LTD"
"ac439fa5-9fdb-4916-88eb-9e1890935b78","","checklist-sectioned","","SYS - BOC 5","checklist","FALSE","FALSE","2020","10000105 TAURA NATURAL FOODS,1074696"
"3733b210-6a33-42b5-b7de-034db70ac9dc","","checklist-sectioned","","SYS - BOC 5","checklist","FALSE","FALSE","2020","10000934 SOUTHERN CROSS GRACE HOSPITAL"
"bf12272f-542e-41c0-a667-c97b7fb6dbd5","","checklist-sectioned","","SYS - BOC 5","checklist","FALSE","FALSE","2020","10000439 Hexion (ORICA CHEMNET) MT MAUNGANUI,1090384"
"fb20eef8-2cf6-44d9-9943-ebdd03227daa","","checklist-sectioned","","SYS - BOC 5","checklist","FALSE","FALSE","2020","10000433 MOMENTIVE SPECIALTY (HEXION) (ORICA ADHESIVES & RESINS),1092767"
"437b6331-14a2-414a-ba4d-ae8a8ad90006","","checklist-sectioned","","SYS - BOC 5","checklist","FALSE","FALSE","2020","10000442 VULCAN PLATE (Previously Profile Cutting services)"
"e52c68e4-ac61-468a-82d4-0d47a86bfd30","","checklist-sectioned","","SYS - BOC 5","checklist","FALSE","FALSE","2020","10000411 THAMES HOSPITAL,1074704"
"635b7e20-3ccf-4983-9bbd-e36fcd6185b0","","checklist-sectioned","","SYS - BOC 5","checklist","FALSE","FALSE","2020","10000004 WAIHI GOLDMINE,1073547"
"90cd3d41-9b5c-4bb2-8cff-f71e9d252030","","checklist-sectioned","","SYS - BOC 5","checklist","FALSE","FALSE","2020","10000420 PAGE & MACRAE"
"0b52e479-a3c8-410e-8e6e-17e7429b0870","","checklist-sectioned","","SYS - BOC 5","checklist","TRUE","FALSE","2020","VIE VS 30 tonne CO2 "
"f46ff395-e4be-4487-9480-74fd9eecf5f0","","checklist-sectioned","","SYS - BOC 5","checklist","TRUE","FALSE","2020"," Ingham Cambridge 10001074 Refrigerated 25 tonne CO2"
"cb4ada8c-0913-4c16-998a-29924d2f40b7","","checklist-sectioned","","SYS - BOC 5","checklist","FALSE","FALSE","2020","10000069 WHANGAREI HOSPITAL,NORTHLAND HEALTH"
"564e8fd1-e100-44af-90e9-9b473c2325d3","","checklist-sectioned","","SYS - BOC 5","checklist","FALSE","FALSE","2020","10000082 FONTERRA MAUNGATURO,1074695"
"cb7d17cc-67de-4035-bdec-789c32d23a10","","checklist-sectioned","","SYS - BOC 5","checklist","FALSE","FALSE","2020","10001376 OCEANZ BLUE"
"62c444e1-43db-4323-9994-6c5b3bd22a49","","checklist-sectioned","","SYS - BOC 5","checklist","FALSE","FALSE","2020","10000099 FONTERRA KAURI,1074651"
"e6d6375d-d1e5-4415-a48a-fb0255030317","","checklist-sectioned","","SYS - BOC 5","checklist","FALSE","FALSE","2020","BOC GAS & GEAR WHANGAREI,8121"
"12f3622a-9b6d-4c24-ad08-e912b1a81365","","checklist-sectioned","","SYS - BOC 5","checklist","FALSE","FALSE","2020","10036036 NZ REFINING (NEW SITE) T01A"
"b427941a-c69a-46f9-8ece-e0ed6dc37776","","checklist-sectioned","","SYS - BOC 5","checklist","FALSE","FALSE","2020","10036037 NZ REFINING (NEW SITE) T01B"
"78ae4330-3726-457f-a7ca-ab7b3ef32d05","","checklist-sectioned","","SYS - BOC 5","checklist","FALSE","FALSE","2020","10025710 STAINLESS DESIGN"
"35cff5c3-5977-4081-b26e-d88135f7d98d","","checklist-sectioned","","SYS - BOC 5","checklist","FALSE","FALSE","2020","10002244 WAIKATO HOSPITAL,1074805"
"cd848b48-bf8a-439b-af86-b40699f931ed","","checklist-sectioned","","SYS - BOC 5","checklist","FALSE","FALSE","2020","10000358 CANPAC INTERNATIONAL,1074806"
"e1e44c8f-508c-4d8a-a5d2-fec3f70a8546","","checklist-sectioned","","SYS - BOC 5","checklist","FALSE","FALSE","2020","BOC GAS & GEAR HAMILTON,8124"
"863b1a6e-b0ab-4a00-bb2b-5494ac00f293","","checklist-sectioned","","SYS - BOC 5","checklist","FALSE","FALSE","2020","10000112 LIVESTOCK IMPROVEMENTS,HAMILTON,1074800"
"90954b46-14cc-4de5-abd9-b383081e12b3","","checklist-sectioned","","SYS - BOC 5","checklist","FALSE","FALSE","2020","10000100 EVONIK (DEGUSSA PEROXIDE),1074944"
"46d5d2f4-28f5-467d-ab01-5a41cf73b447","","checklist-sectioned","","SYS - BOC 5","checklist","FALSE","FALSE","2020","10002213 GALLAGHER GROUP"
"c3ead958-cb99-4f1e-ae7e-aa0873b31344","","checklist-sectioned","","SYS - BOC 5","checklist","FALSE","FALSE","2020","10000437 GENESIS POWER,1073200"
"7911530e-609d-407f-8bee-c46d5b8dc740","","checklist-sectioned","","SYS - BOC 5","checklist","FALSE","FALSE","2020","10000009 CANPAC INTERNATIONAL,1072971"
"2896ac3d-4861-4608-8363-6d964f96a119","","checklist-sectioned","","SYS - BOC 5","checklist","FALSE","FALSE","2020","RJ HILL LABORATORIES,1075628"
"f8c3ae01-fd36-4d2d-9ae0-2d4ae6119489","","checklist-sectioned","","SYS - BOC 5","checklist","FALSE","FALSE","2020","10000431 TATUA DAIRY COMPANY,1036489"
"1287eeac-8d31-4ae5-9c6b-e1e31641b53c","","checklist-sectioned","","SYS - BOC 5","checklist","FALSE","FALSE","2020","10000469 INGHAMS ENTERPRISES - Waitoa,1074871"
"803e0c58-c2bc-4299-b829-32d1f0973f44","","checklist-sectioned","","SYS - BOC 5","checklist","FALSE","FALSE","2020","SC050889-0004 NZ Blood Hamilton"
"7d860985-0d96-4613-83fe-c2ef87ba7ae7","","checklist-sectioned","","SYS - BOC 5","checklist","FALSE","FALSE","2020","SC050744-0001 RJ Hills Duke Street"
"cb7c2854-f7ea-4c3f-9031-721129df791d","","checklist-sectioned","","SYS - BOC 5","checklist","FALSE","FALSE","2020","SC050744-0002 RJ Hills Duke Street"
"0a429917-32c3-480f-b0fb-2f2acf361689","","checklist-sectioned","","SYS - BOC 5","checklist","FALSE","FALSE","2020","RJ Hills Duke Street"
"a11fac51-8df3-41fd-b176-be3c3b3bbfb4","","checklist-sectioned","","SYS - BOC 5","checklist","FALSE","FALSE","2020","Supreme Laser"
"4a680317-85c5-4c11-a186-3acb7067ecea","","checklist-sectioned","","SYS - BOC 5","checklist","FALSE","FALSE","2020","10028543 INDUSTRIAL TUBE MANUFACTURING"
"bddd5e48-c65c-4e76-be16-981401474443","","checklist-sectioned","","SYS - BOC 5","checklist","FALSE","FALSE","2020","SC005604-0019 Industrial Tube Manufacturing"
"7b7f8e54-3898-495a-be82-6483212c9f4d","","checklist-sectioned","","SYS - BOC 5","checklist","FALSE","FALSE","2020","10001355 NZ BLOOD HAMILTON"
"4a3e8dd0-000b-44d4-8e93-b434d6a0177d","","checklist-sectioned","","SYS - BOC 5","checklist","FALSE","FALSE","2020","SC050861-0001 WINTECH"
"d4188d2b-e2be-47dc-9cdd-90d1227082fe","","checklist-sectioned","","SYS - BOC 5","checklist","FALSE","FALSE","2020","SC005601-0001 BLM Engineering"
"cd5985a6-f0a6-4f7d-b4a1-547e507e6d04","","checklist-sectioned","","SYS - BOC 3","checklist","FALSE","FALSE","2020","SC051429-0004 NDA HAMILTON"
"b97b38ee-d955-42a7-9fec-a250cc840437","","folder-normal","","","step","TRUE","FALSE","2020","10000224 EASIYO PRODUCTS 2184458"
"a28c7245-008b-4a3c-9df0-ce6d87df5e8c","","checklist-sectioned","","SYS - BOC 5","checklist","FALSE","FALSE","2020","10000224 EASIYO PRODUCTS 2184458","Job code & name"
"623af1b8-007f-4ae8-8db6-599ebb17cbd4","","checklist-sectioned","","SYS - BOC 5","checklist","FALSE","FALSE","2020","BV01-190503B GLEN DIMPLEX"
"88fc1d00-7e66-56bc-a397-5fa98779c90b","","checklist-sectioned","","SYS - BOC 5","checklist","FALSE","FALSE","2020","B01123123 Tairua Bone Yard"
"4149f20f-142d-4349-8637-7ac0f2cd8a4d","","folder-normal","","","step","TRUE","FALSE","2021/2022"
"9e1100d1-a88b-508a-82bb-9b39de96af72","","checklist-sectioned","","SYS - BOC","checklist","FALSE","FALSE","2021/2022","10001211 Southern Cross Hospital North Harbour"
"c4c12864-9bf4-5f9d-bdd1-8e49af2f4f11","","checklist-sectioned","","SYS - BOC 5","checklist","FALSE","FALSE","2021/2022","10001211 Southern Cross Hospital North Harbour POST MAINTEN"
"e74901dd-e96c-5e49-8308-d136c0798223","","checklist-sectioned","","SYS - BOC 5","checklist","FALSE","FALSE","2021/2022","10000426 Mercy Hospital, Epsom 1074717"
"d4d00524-bbf6-5fba-9d4e-636ff0cc49aa","","checklist-sectioned","","SYS - BOC 5","checklist","FALSE","FALSE","2021/2022","10030151 University of Auckland B302"
"1fa8593a-99b9-5038-ba5d-6eef26daed79","","checklist-sectioned","","SYS - BOC 5","checklist","FALSE","FALSE","2021/2022","100026159 Auckland University School Of Medical Sciences"
"7727fcb6-f535-53bf-99b4-439bea11e56f","","checklist-sectioned","","SYS - BOC 5","checklist","FALSE","FALSE","2021/2022","10001213 Ascot Hospital, 1079520"
"3c928bb9-6e98-5055-a77f-3033fbfeb340","","checklist-sectioned","","SYS - BOC 5","checklist","FALSE","FALSE","2021/2022","10000013 Middlemore Hospital, Galbraith Building, "
"0b540bd8-a72d-5731-a008-fc5237b782cc","","checklist-sectioned","","SYS - BOC 5","checklist","FALSE","FALSE","2021/2022","10001563 Middlemore Hospital, CS Building"
"caaf8f1c-0197-5124-996d-5ad653fbd6a3","","checklist-sectioned","","SYS - BOC 5","checklist","FALSE","FALSE","2021/2022","10000427 Manukau Super Clinic"
"35f5c2df-5c15-5b7a-bfa4-e57c0f2c71a5","","checklist-sectioned","","SYS - BOC 5","checklist","FALSE","FALSE","2021/2022","10002309 Glen Dimplex Ltd"
"3ece4cd3-ed2f-5240-9400-203ffcb3536c","","checklist-sectioned","","SYS - BOC 5","checklist","FALSE","FALSE","2021/2022","10036104 Glen Dimplex Ltd"
"60f25404-61f8-5c4f-9e6a-5d8f48d8171e","","checklist-sectioned","","SYS - BOC 5","checklist","FALSE","FALSE","2021/2022","10001340 Sleepyhead Manufacturing Ltd"
"43d3d0bb-499a-5d06-bb7c-de00b4197134","","checklist-sectioned","","SYS - BOC 5","checklist","FALSE","FALSE","2021/2022","Rocket Lab Ltd LOX???"
"0fca26d8-1228-5c34-82e2-9576cce059fb","","checklist-sectioned","","SYS - BOC 5","checklist","FALSE","FALSE","2021/2022","10001219 Rocket Lab Ltd"
"626e92f5-0435-5597-8e39-b6d58007a2c9","","checklist-sectioned","","SYS - BOC 5","checklist","FALSE","FALSE","2021/2022","10001351 Rakon Ltd"
"6947c233-9c0d-5080-8880-1b5e1e8f6a6f","","checklist-sectioned","","SYS - BOC 5","checklist","FALSE","FALSE","2021/2022","1000043 Wilson Hellaby Ltd"
"f5bfd497-9c63-5a32-a975-35c4c0c9bf9f","","checklist-sectioned","","SYS - BOC 5","checklist","FALSE","FALSE","2021/2022","10002312 HSM Engineering Ltd"
"37a3f3d3-f7ba-51c8-879d-9bfb9845d590","","checklist-sectioned","","SYS - BOC 5","checklist","FALSE","FALSE","2021/2022","10030156 Assure Quality"
"772b4c38-2394-5194-b3b3-7002642d276f","","checklist-sectioned","","SYS - BOC 5","checklist","FALSE","FALSE","2021/2022","10002306 Mulcahy Engineering"
