"Type","Id","Name","Values","Prompting Name","Usage Count","Resource Id"
"note","d74b35b3-6cf3-5686-ad58-f8a7fa5ff4bc","Frequency - Prior to use",,,,
"note","e7dfc9b0-eb04-5476-b879-c47000c82a64","Verification Activity: Activity - R",,,,
"note","f68606e5-e9d3-5496-bfe5-c9a14a31861a","Verification Activity: By - SE",,,,
"checkpoint",,"Anti-Graffiti Coating",,,,
"note","79b57677-43f0-5383-b74b-83d9c28e070f","Acceptance / Conformance Criteria - Graffiti protective coating shall be applied to all ground mounted sign and shall be approved for such use by the reflective sheeting manufacturer and shall maintain all guarantees for the sign.",,,,
"note","349a86fa-17b7-585a-8f27-d236b7d684a3","Standard / Specification - PS 23.2.14",,,,
"note","65118095-d333-5305-b6d0-cc0f3741bd08","Verifying Document - Datasheet",,,,
"note","9f92097f-2ab2-5da3-8e68-682e019efa5a","Frequency - Prior to use",,,,
"note","d60ffc6e-6724-5e9b-9b7d-4810f4c4717a","Verification Activity: Activity - R",,,,
"note","091e68ac-8f17-5f42-839c-8a7145f833d1","Verification Activity: By - SE",,,,
"checkpoint",,"Dew Effect Coating",,,,
"note","33a5d7fa-440c-55a1-8fca-85b63d0d1b3c","Acceptance / Conformance Criteria - All overhead mounted signs, except for bridge name plates, shall be manufactured with an overlay that is designed to prevent dew droplets forming to overcome the phenomenon known as ‘dew effect’.",,,,
"note","4b1262a3-6343-5eff-aa85-7e7d9d6661a7","Standard / Specification - PS 23.2.15",,,,
"note","539a919e-0ebd-5553-9b32-9648967530c5","Verifying Document - Datasheet",,,,
"note","b91f0044-692a-5c59-b9ae-b837d6e37401","Frequency - Prior to use",,,,
"note","5e19220d-d846-522d-943c-69a2da62f596","Verification Activity: Activity - R",,,,
"note","9da37815-21e9-59f7-872f-c3a4e8fde045","Verification Activity: By - SE",,,,
"checkpoint",,"Sign Shop Drawings",,,,
"note","8e1c1532-315a-5442-a4a0-b7f5d09d7289","Acceptance / Conformance Criteria - The supplier shall prepare shop drawings detailing the panel layout, positions of channel framing, and assembly systems prior to the manufacture of any sign. The shop drawings shall be submitted for review and comment at least ten working days prior to manufacture of the sign.",,,,
"note","e264514e-e5a4-5244-bdd2-3596c5a23831","Standard / Specification - PS 23.2.6",,,,
"note","9afd839b-5872-50aa-bd6a-3477f892a251","Verifying Document - Shop Drawings",,,,
"note","14685484-36c9-560e-bf91-66c289063cb4","Frequency - At least ten working days prior to manufacture of the sign.",,,,
"note","d6319ecb-b441-59fe-8c92-f85b5d809e3c","Verification Activity: Activity - R",,,,
"note","cd3c81ee-8f3f-5ba8-8be6-17d962653c2d","Verification Activity: By - SE",,,,
"checkpoint",,"Timber Posts",,,,
"note","3a996301-55ec-5c03-ae1c-ed23f7a7de3a","Acceptance / Conformance Criteria - Timber posts shall not exceed 100mm x 100mm section size. They shall be Building Grade or Number 1 Framing grade timber as specified in NZS 3631, dried to 20-24% moisture content, and treated in accordance with the New Zealand Timber Preservation Council’s requirements as specified in NZS 3640 for Hazard Class H4. The timber finish may be gauged or dressed. The timber posts shall be primed and finished with white high gloss paint over the length above ground level.",,,,
"note","92b2da43-b60c-5967-a4ed-1a05e1588330","Standard / Specification - PS 23.2.19",,,,
"note","c716603b-327a-53ef-b579-e76367dda318","Verifying Document - Datasheet",,,,
"note","5f62ed8f-846e-5519-8f0a-d0f7f6c1cc24","Frequency - Prior to use",,,,
"note","2843fad2-d046-5d81-b416-8a49e9fa43f0","Verification Activity: Activity - R",,,,
"note","796ab116-89a5-5aea-b306-dea439f70cbd","Verification Activity: By - SE",,,,
"checkpoint",,"Steel Posts",,,,
"note","dbeeee6f-0b7e-5a16-8afd-a9184868e8e1","Acceptance / Conformance Criteria - Steel posts shall be of an approved frangible design. They shall be hot-dip galvanised and finished with white high gloss paint. The paint system shall be specified and applied in accordance with AS/NZS 2312.1. All poles shall be fitted with white PVC caps.",,,,
"note","0f88510f-5e11-580d-b82b-0749cdbcbe07","Standard / Specification - PS 23.2.20",,,,
"note","fc6b81d9-18b6-593e-b125-0421b40f3e89","Verifying Document - Datasheet",,,,
"note","1ec08cee-0159-5a47-adad-3b2f0be7000c","Frequency - Prior to use",,,,
"note","99532200-1ce7-5a05-984e-5cf3de2b909c","Verification Activity: Activity - R",,,,
"note","67c34503-0627-5408-8b4e-bb8d536a556b","Verification Activity: By - SE",,,,
"checkpoint",,"Aluminium Poles",,,,
"note","863cffe6-bf7d-5e04-9cd4-a37c4ca3e13a","Acceptance / Conformance Criteria - Aluminium poles shall conform to Alloy 6261 T5 as required in NZTA P24. All poles shall be fitted with white PVC caps.",,,,
"note","c4b32707-9358-51eb-ae57-19d72ea58c21","Standard / Specification - PS 23.2.21",,,,
"note","aa713b37-4cb1-519a-ac76-1ee910bc72f2","Verifying Document - Datasheet",,,,
"note","7b8898f2-296e-5c3b-86f1-5054a4f11201","Frequency - Prior to use",,,,
"note","9c8ebb6a-fdce-5767-b1d0-fd076d58a157","Verification Activity: Activity - R",,,,
"note","c60d96a4-f828-54d1-a2c6-94e6bc7eb4d1","Verification Activity: By - SE",,,,
"checkpoint",,"Impact Resistant System Posts",,,,
"note","4710c456-f786-515b-a496-d3042e01ced1","Acceptance / Conformance Criteria - Aluminium poles shall conform to Alloy 6261 T5 as required in NZTA P24. All poles shall be fitted with white PVC caps.",,,,
"note","ce108f42-14de-5a4d-bb67-46edfcad8cbb","Standard / Specification - PS 23.2.22",,,,
"note","8d5c8c69-a3d4-59bd-87fb-153a82392e27","Verifying Document - Datasheet",,,,
"note","0747509f-e000-5931-b474-84136822e767","Frequency - Prior to use",,,,
"note","2c4602e9-a9d6-50d1-ae5a-fd5a5972cf74","Verification Activity: Activity - R",,,,
"note","f5795dad-992a-5939-846f-b25ed8128b3b","Verification Activity: By - SE",,,,
"checkpoint",,"Sign Fixings",,,,
"note","d0faefd5-7ef1-535d-9d90-6653214f1906","Acceptance / Conformance Criteria - All signs shall be installed using approved sign support channel bracket fittings that do not penetrate the front face of the sign. No bolts, rivets or other fixings shall penetrate the front face of the sign.",,,,
"note","1d181827-41a8-5180-8173-8aa08bc8bf8f","Standard / Specification - PS 23.2.23",,,,
"note","02b46a12-8d5d-5b22-945e-ba16116370b9","Verifying Document - Datasheet",,,,
"note","41c51abe-a946-5b67-923a-ac1b3dd21085","Frequency - Prior to use",,,,
"note","5b48e77b-bfff-5269-b657-1b4ba85d8e45","Verification Activity: Activity - R",,,,
"note","85ba5f30-a9a6-5a76-a30a-88145f85fdf9","Verification Activity: By - SE",,,,
"checkpoint",,"Training",,,,
"note","4c83b163-939f-5b18-84c0-7c701d9f7205","Acceptance / Conformance Criteria - The installer shall demonstrate prior to undertaking the works that its staff has attended, or are scheduled to attend, a recognised training course in the handling, installation, and maintenance of retro-reflective road signs.",,,,
"note","a0c41f0e-a69e-5b1c-8f8b-d8a0486ae02b","Standard / Specification - PS 23.2.25",,,,
"note","55e29097-e69f-5ce0-a2fb-51aa7763f5ed","Verifying Document - Training Records",,,,
"note","3a9431f2-ca78-58e7-84d7-3ff0ab122ba4","Frequency - Prior to Installation",,,,
"note","ed1350bb-3e24-51e9-bc49-ec5ca6553d26","Verification Activity: Activity - R",,,,
"note","270562aa-1793-522b-85cb-b5d45438ca95","Verification Activity: By - SE",,,,
"section",,"4.36 Long-life Road Markings Materials",,,,
"checkpoint",,"Applicator Approval",,,,
"note","c6d62225-8afe-5e56-ac75-1d32782ad7f4","Acceptance / Conformance Criteria - The applicator(s) used for the contract works must be certified to NZTA/NZRF T/12. No installation shall commence without the written approval of the Engineer accepting the certification and suitability of the applicator(s) proposed.",,,,
"note","178f3cee-0933-5db3-9ec2-9db96dd9018f","Standard / Specification - PS 23.5.2",,,,
"note","fc96b716-4dff-5393-8b74-7c2440cece3d","Verifying Document - Engineers Approval",,,,
"note","551ff9cc-b71b-50a4-b3a3-79f2e624f092","Frequency - Prior to Installation",,,,
"note","0ab51987-40ce-57a8-8d17-35950a846f6b","Verification Activity: Activity - HP",,,,
"note","b27e809f-dab7-53e7-9549-e05c23c3025d","Verification Activity: By - ENG",,,,
"signoff",,"AUTHORITY HOLDPOINT",,,,
"checkpoint",,"Long-life Road Markings Materials, Marking System and Format",,,,
"note","2e6ff3ac-8b10-5a9e-a24a-2ef936af96b5","Acceptance / Conformance Criteria - Only products approved to NZTA specifications are to be used. The Contractor must submit to the Engineer details of each of the products that will be used in the contract works. The submission must include:",,,,
"note","f7cd5004-dc69-53a7-a010-a05df17ca0ed","a) Material Type (Cold Applied or Thermoplastic)",,,,
"note","aec81389-7d7a-5115-8de6-07c766653693","b) Format of the marking (Structured only)",,,,
"note","e6a279dc-62c0-52b2-be68-60c9a210a6e8","c) M07 or M24 approval list with the product highlighted, or NZTA approval letter or NZTA interim approval letter.",,,,
"note","bda77dc6-5cf9-5a4a-8286-0637abe66b9d","Standard / Specification - PS 23.5.3",,,,
"note","2a5139b8-327d-5258-aa7b-0ea1ff6ad9fa","Verifying Document - Engineers Approval",,,,
"note","b01f735a-f995-5f56-963d-2e50f69184fd","Frequency - Prior to Installation",,,,
"note","c064fb27-4fc3-5304-aa5b-0283165cc307","Verification Activity: Activity - HP",,,,
"note","678dc05a-ac9f-5338-b0d2-01542ca5d1d4","Verification Activity: By - ENG",,,,
"signoff",,"AUTHORITY HOLDPOINT",,,,
"checkpoint",,"Installation Limitations",,,,
"note","0bf56af8-d33c-5ed5-886d-73e68f393ccf","Acceptance / Conformance Criteria - The Contractor shall supply the Engineer with the Supplier Specifications or Instructions on Installation for the long-life road marking system proposed to be used. No installation shall commence without the written approval of the Engineer accepting the suitability of the long-life road marking system proposed.",,,,
"note","2b0ef2d0-0596-5956-94b0-868678c0a834","Standard / Specification - PS 23.5.4",,,,
"note","1f6f287b-2435-5780-a7a4-ee365b44856e","Verifying Document - Engineers Approval",,,,
"note","048412fd-c698-549a-812b-f814b81d3996","Frequency - Prior to Installation",,,,
"note","f5de9df8-3ce4-5e27-af41-d36e84d8ac72","Verification Activity: Activity - HP",,,,
"note","da7311c9-9980-5c3d-921c-5fe43833b284","Verification Activity: By - ENG",,,,
"signoff",,"AUTHORITY HOLDPOINT",,,,
"checkpoint",,"Glass beads",,,,
"note","5072e5f4-25b9-540c-8961-8256985436ab","Acceptance / Conformance Criteria - The Contractor shall ensure that glass beads have appropriate adhesive coatings for the long-life road marking product being used. No installation shall commence without the written approval of the Engineer accepting the suitability of the glass beads proposed.",,,,
"note","87def1d5-fa07-59b1-bc5d-0fc90487722b","Standard / Specification - PS 23.5.5",,,,
"note","eb97bcf0-58e0-5809-bb0e-740fd09b6e6e","Verifying Document - Engineers Approval",,,,
"note","b118aab4-d917-5446-a430-72724a6705f3","Frequency - Prior to Installation",,,,
"note","f3857a3b-367c-58c3-a308-e767d81baf03","Verification Activity: Activity - HP",,,,
"note","bd0ef787-75ad-5d2b-b536-3189daa82a00","Verification Activity: By - ENG",,,,
"signoff",,"AUTHORITY HOLDPOINT",,,,
"checkpoint",,"Raised Pavement Markers",,,,
"note","09ee1290-388b-56fd-b28f-f66021c89fcc","Acceptance / Conformance Criteria - All raised pavement markers shall be in accordance with TNZ M/12 Raised Pavement Markers.",,,,
"note","9a832092-c716-59f1-ad1f-e6c2026e7bc9","Standard / Specification - PS 23.5.6",,,,
"note","b81a8362-c37a-59c3-89bc-c29a41107ffc","Verifying Document - Datasheets",,,,
"note","d4915b32-65d6-5a3a-9391-45979899323e","Frequency - Prior to Installation",,,,
"note","71175db6-3e26-5c25-a0fb-1327e52b4be3","Verification Activity: Activity - R",,,,
"note","38bfb03e-6c97-52bb-a995-f97b06ccf160","Verification Activity: By - SE",,,,
"checkpoint",,"Application Crew",,,,
"note","68f486db-6061-5dd0-9ca8-30cc5ca27080","Acceptance / Conformance Criteria - The Contractor is to notify the Engineer of any proposed changes to the crew. The Contractor shall provide a CV outlining their qualifications, skills and experience related to installation of long-life road marking systems. No installation shall commence without the written approval of the Engineer accepting the suitability of the nominated crew or any changes proposed.",,,,
"note","2b570fe8-c005-5353-83d3-d9d42d6f6bfb","Standard / Specification - PS 23.5.7",,,,
"note","2680ba70-df9c-574c-ad9e-0558400320f4","Verifying Document - Engineers Approval",,,,
"note","8d867046-2cbf-5f55-b1ba-c4db9bb039ce","Frequency - Prior to Installation",,,,
"note","9d3041fb-8333-53e0-adf3-ae7ed0f170cf","Verification Activity: Activity - HP",,,,
"note","90db0cc0-28ad-57cb-bb97-a8f3ae543784","Verification Activity: By - ENG",,,,
"signoff",,"AUTHORITY HOLDPOINT",,,,
"section",,"4.37 Pavement Marking Materials",,,,
"checkpoint",,"High performance markings",,,,
"note","1b35f74e-04fd-5bf1-9b21-37590416d494","Acceptance / Conformance Criteria - All road marking installed is to be high performance textured pavement markings in accordance with NZTA P30 High Performance Road markings unless otherwise specified.",,,,
"note","aad1074b-bef6-5bad-a569-3b53069807e7","○ The Contractor shall nominate the brand, type and proposed application methods for materials to be used. This information shall be provided for approval prior to application.",,,,
"note","5be959c2-ba26-52f3-918a-19ad74750a50","Standard / Specification - PS 23.3.1",,,,
"note","03638dd2-7ae6-51dd-8545-2954456b1aa2","Verifying Document - Datasheets",,,,
"note","19e014e6-e653-5647-aa55-380f10193554","Frequency - Prior to Installation",,,,
"note","1781c2e3-e51d-59a5-9720-6dba69ab2c3a","Verification Activity: Activity - HP",,,,
"note","dbbf64df-a14c-5c7a-a9fc-006279adaac1","Verification Activity: By - ENG",,,,
"signoff",,"AUTHORITY HOLDPOINT",,,,
"checkpoint",,"Glass beads",,,,
"note","05b93d96-8876-5297-ac9f-fefaf7cee856","Acceptance / Conformance Criteria - All glass beads added to the paint for reflectorised line application shall be in accordance with AS/NZS 2009 Glass Beads for Road-Marking Materials and the current NZTA Policy and Testing Regime for Heavy Metals (T17).",,,,
"note","f807fc4f-31e9-5027-90b8-b15cba3d389e","Standard / Specification - PS 23.3.1",,,,
"note","ede378b3-c457-56bd-b491-bf5ef44fee82","Verifying Document - Datasheets",,,,
"note","cbea1fdb-7440-5e2d-bf18-906478070cbf","Frequency - Prior to Installation",,,,
"note","814c7fe8-749e-523d-91fb-ddbff68e34fa","Verification Activity: Activity - R",,,,
"note","638527ca-ddb5-5203-a357-cc638b2fc96d","Verification Activity: By - SE",,,,
"checkpoint",,"Raised Pavement Markers",,,,
"note","9a12fcac-cb77-5c68-ae1a-411960debb9b","Acceptance / Conformance Criteria - All raised pavement markers shall be in accordance with TNZ M/12 Raised Pavement Markers.",,,,
"note","c46c1179-794f-5eec-826a-446e2c9fd7f8","Standard / Specification - PS 23.3.1",,,,
"note","e7a2dec4-cfc7-5a9f-b633-f9b7d502d36d","Verifying Document - Datasheets",,,,
"note","99e8cd7f-b24c-5778-9025-40b83e492c6c","Frequency - Prior to Installation",,,,
"note","f94c66fe-3eb5-5632-a05d-24c09f1deb0b","Verification Activity: Activity - R",,,,
"note","5a418f48-a7de-5bec-8164-d57a806edcb3","Verification Activity: By - SE",,,,
"checkpoint",,"Edge Marker Posts:",,,,
"note","96017c4a-bca3-5743-81f3-a717cdfd642b","Acceptance / Conformance Criteria - Edge Marker posts shall be non-wood and shall comply with NZTA M14. Non-wood posts shall have current NZTA M14 type approval.",,,,
"note","b69689ff-1b3f-5e5e-a676-d06a8b2a53ac","Standard / Specification - PS 23.3.1",,,,
"note","388bb210-4a79-5b2b-b486-0971c88ad2ac","Verifying Document - Datasheets",,,,
"note","2fdaa627-565d-5f3e-8dd2-77abe2fb3bbc","Frequency - Prior to Installation",,,,
"note","ecdc37ab-5184-5446-86b9-2ba1487aa2dc","Verification Activity: Activity - R",,,,
"note","31a70be2-7605-5693-bcf6-6ffc9ffb3dbf","Verification Activity: By - SE",,,,
"section",,"4.38 Fencing Materials",,,,
"checkpoint",,"Post and Wire Fencing Materials",,,,
"note","8020a7d6-414b-5dcb-8a1f-3ed4dc5d194e","Acceptance / Conformance Criteria - All in ground timber posts shall be treated to H4 standard and all other timber shall be treated to H3 standard. All posts to be sunk to the required depth and supported to form a rigid boundary fence.",,,,
"note","8695b7cc-5c33-50e1-b334-91958e3e16cd","Standard / Specification - PS 25.12.2",,,,
"note","8e2f29d0-f567-5642-b6dc-4ff742323d0b","Verifying Document - Datasheet / Docket",,,,
"note","9c2f0e01-4b60-5ffd-8add-e77fc664a118","Frequency - Prior to Installation",,,,
"section",,"4.39 Landscaping Material Supply",,,,
"checkpoint",,"Plant Supply",,,,
"note","19885040-82fc-5df2-aabc-885fa142025b","Acceptance / Conformance Criteria - All plants shall be supplied true to the species and grades specified on the approved landscape plans and fill the specified planter bag. All street trees, unless specified otherwise, shall be of a minimum grade of 45 litres with a minimum 30mm calliper. All other stock shall be of minimum 2 litre grade for groundcover and 3 litre grades for shrubs.",,,,
"note","35df21c1-dfb7-5794-a1e7-7c8d0b4cc54e","Standard / Specification - PS 25.2.1",,,,
"note","7cbab7b9-5ec3-5833-9a70-26e566e482e2","Verifying Document - Plant Details",,,,
"note","f41b700a-4614-5ec6-9694-2b9d4cc02e6d","Frequency - Prior to supply",,,,
"note","f2a9c150-3645-5d6c-a4df-3bb62f44f92c","Verification Activity: Activity - R",,,,
"note","67bddbd2-a7db-5e0c-b4c7-3e0c574bbaf0","Verification Activity: By - PE",,,,
"checkpoint",,"General plant species and quality",,,,
"note","a4b9c1b0-5e49-5c6b-9915-8a7d42330b7b","Acceptance / Conformance Criteria - The Overseeing Organisation shall be provided with not less than five working days’ notice of dates upon which plants are to be delivered on site, so that arrangements can be made for quality inspection and confirmation of identification of plant material.",,,,
"note","1f3f5dcd-980b-5874-9cfe-3e9c88f99fe7","Standard / Specification - PS 25.2.1",,,,
"note","b69f6bfe-e970-56d7-8bf1-03ea3c763e63","Verifying Document - Notice",,,,
"note","a9977f1c-781b-5ad0-8164-5785de4db402","Frequency - 5 working day notice",,,,
"note","cb543b8d-8764-568e-b3a1-4e8e0ecec5f7","Verification Activity: Activity - R",,,,
"note","3d79d9a7-ccd1-57aa-ae25-920e27a1a1a3","Verification Activity: By - PE",,,,
"checkpoint",,"Street tree grades, species, and form",,,,
"note","bc4c30b6-ebfe-553f-b081-e2b801bc3b63","Acceptance / Conformance Criteria - All street trees, unless specified otherwise, shall be of a minimum grade of PB 95 and be first grade nursery specimens. No substitution of species or grade shall be made without the written approval of the Engineer.",,,,
"note","89bf71a0-b897-5a1f-b6e5-5a4928aa0961","Standard / Specification - PS 25.2.2",,,,
"note","6cbc26fc-43e1-512e-b249-7261516817a8","Verifying Document - Plant Details",,,,
"note","21bc7f78-e19c-55d3-ae27-a229f6e06ba4","Frequency - Prior to supply",,,,
"note","e90df438-f85f-5ef4-b09c-56571566a366","Verification Activity: Activity - R",,,,
"note","b04c6c17-f334-56b4-9f3f-275d8928801b","Verification Activity: By - PE",,,,
"checkpoint",,"Chemical applications for weed and pest control",,,,
"note","a6ed2db8-1597-5d4f-b3f7-e45609f57aaf","Acceptance / Conformance Criteria - All chemical application on planted areas shall be carried out by qualified, trained personnel and according to NZS 8409 Management of Agrichemicals, any relevant local Herbicide Policy and manufacturers’ requirements.",,,,
"note","39befe27-303c-5771-b963-6f855abc91f4","Standard / Specification - PS 25.5.2",,,,
"note","9ed3f02e-b92d-5a31-88d8-7b745e666add","Verifying Document - Qualifications and Datasheet",,,,
"note","ba1b90db-30c7-5e57-8ca3-4677830ead0b","Frequency - Prior to Application",,,,
"note","719c4c30-ef81-5b7d-aa86-b1b31af57e10","Verification Activity: Activity - R",,,,
"note","6516b74b-9e91-53a6-9f04-f2f47b0eb3f0","Verification Activity: By - SE",,,,
"checkpoint",,"Biodegradable plant guards",,,,
"note","64b4da1b-57c7-5615-aec1-6c2288cf8e63","Acceptance / Conformance Criteria - All plant and animal pest control used for the landscaping works shall fully comply with Section D of NZTA P39.",,,,
"note","995579e8-9065-5f87-930b-b557042188b4","Standard / Specification - PS 25.6",,,,
"note","e50523c2-5fb6-526d-8775-d9255d879d51","Verifying Document - Datasheet",,,,
"note","3df408e2-8280-522e-9475-52efe70d4dc7","Frequency - Prior to supply",,,,
"note","733669f5-4afd-5fc2-be83-9f2bc40f17e1","Verification Activity: Activity - R",,,,
"note","e21ce141-3786-518a-95fd-c8df73ad4d85","Verification Activity: By - PE",,,,
"checkpoint",,"Fertilisers",,,,
"note","39e467df-93c8-5527-8421-f175ecd84e71","Acceptance / Conformance Criteria - Fertilisers shall be either an approved pelletised natural or organic fertiliser or an approved synthetic fertiliser.",,,,
"note","7b1042ad-5fdd-5899-ac90-510970a1598d","Standard / Specification - PS 25.7.3.2",,,,
"note","c7e469eb-0351-58ca-be81-c0578b76933f","Verifying Document - Datasheet",,,,
"note","a127f36a-e752-57c3-b5d7-4b9f06ddfec1","Frequency - Prior to supply",,,,
"note","9eac1cf3-113e-585d-9149-50765a44fa6f","Verification Activity: Activity - R",,,,
"note","92ab1bee-dca7-5bcb-8b40-c327d520061e","Verification Activity: By - PE",,,,
"checkpoint",,"Imported Topsoil",,,,
"note","30fc50a3-4815-5a5d-b48b-4679037c0c3d","Acceptance / Conformance Criteria - Topsoil, both imported and existing on site, shall be a loam soil of good quality, free draining, free of weeds and contaminates, free of building materials and debris, screened, health, and contain no pans.",,,,
"note","46a3e3fb-e766-576e-b466-107a98b41262","Standard / Specification - PS 25.8.1",,,,
"note","6366ac05-bf66-5d50-b594-32aaf6db87e0","Verifying Document - Datasheet",,,,
"note","bb5b3f8b-9c18-57b5-8963-441a030dda1b","Frequency - Prior to supply",,,,
"note","5d8ada70-4d57-54df-b0cc-d7b574e460e2","Verification Activity: Activity - R",,,,
"note","1535c5ed-e473-59ad-992a-dd1ce5724f1c","Verification Activity: By - PE",,,,
"checkpoint",,"Biodegradable Weed Matting",,,,
"note","7c56df14-2de0-587b-9561-baa4cf3bbcd3","Acceptance / Conformance Criteria - The biodegradable weed matting shall conform with NZTA P39 and be coconut fibre mat, Woolmat or similar approved.",,,,
"note","1e26a760-5795-5002-a72c-d520a91c5bb9","Standard / Specification - PS 25.9.1",,,,
"note","fd15424d-01fd-5433-ad51-d4680e368fd7","Verifying Document - Datasheet",,,,
"note","d36ccf4f-c625-5cbb-8e80-348d036b1767","Frequency - Prior to supply",,,,
"note","12ce1d95-cb97-59e2-be39-7a613f03560c","Verification Activity: Activity - R",,,,
"note","bb5a6361-7d75-536f-8ba1-7c288db552a5","Verification Activity: By - PE",,,,
"checkpoint",,"Mulching fabric Testing",,,,
"note","222b36e4-f63c-52fc-8a83-ee2152a8e68a","Acceptance / Conformance Criteria - A simple test to ascertain whether the mulching fabric is viable is to hold a sample to the sky. It should be mostly opaque. This density inhibits weed seeds trapped under the mulching fabric from sprouting, provides good moisture retention and assists with batter erosion control.",,,,
"note","23a670e5-add1-559a-98c9-b2eb44d0f495","Standard / Specification - PS 25.9.2",,,,
"note","5578e51c-b663-5e4e-b7df-e76c53a3fe3d","Verifying Document - Test Results",,,,
"note","fe5a90e2-9f63-599a-9c25-7d9bb0f7fe63","Frequency - Prior to use",,,,
"note","d0210e01-d3fb-502c-ae85-d5a8887babeb","Verification Activity: Activity - R",,,,
"note","b19e2cd6-3e47-53e7-8bf9-5be590f1f2c2","Verification Activity: By - SE",,,,
"checkpoint",,"Mulch",,,,
