Type,Id,Name,Values,Prompting Name,Resource Id
note,c1fc6083-d497-512b-899f-211d02bc7bb0,"Standard / Specification - PS 16.9.2.2, PS 16.37",,,
note,78c23021-09c1-50ce-b93d-a1424387d6c7,Verifying Document - IANZ Lab Reports,,,
note,4b9eaaa1-c003-502f-a6c4-adc0743d8a8e,Frequency - Submitted to Engineer for approval,,,
note,eb0d75c9-c21d-52e8-837d-9d2632d925b0,Verification Activity: Activity - HP,,,
note,674ddbf1-b044-5339-b386-a5448fe068f7,Verification Activity: By - ENG,,,
signoff,,AUTHORITY HOLDPOINT,,,
section,,1.02 Stormwater Pipe Materials,,,
checkpoint,,1.02.2 - Steel Work,,,
note,7983486e-24cd-50d5-a88a-077d77907780,"Acceptance / Conformance Criteria - Unless otherwise specified, all steel work shall be fabricated from mild steel conforming to the requirements of AS/NZS 3679.1:2010 and AS/NZS 4680:2006. All cut surfaces shall be protected with a corrosion protection coating i.e., zinc rich paint.",,,
note,096536d9-25d7-5385-a9ab-7329e68ac748,"Standard / Specification - PS 16.8.1, PS 16.8.4",,,
note,a67baf84-4f4e-5af7-9f49-3d508d370eb0,Verifying Document - Datasheet,,,
note,8e8f3895-996a-571f-8a07-9807f33a4bf9,Frequency - Prior to use,,,
note,259e532f-e49b-52fa-a769-9900f1bcbbce,Verification Activity: Activity - R,,,
note,c6d0f086-4e55-5120-9b06-7082f5a74ce6,Verification Activity: By - SE,,,
checkpoint,,1.02.4 - Steel Fitting Corrosion Protection,,,
note,01185b10-0157-5713-b427-207939b2ade7,"Acceptance / Conformance Criteria - Steel fittings shall be shop assembled as large as practicable before hot dip galvanising or zinc metal spray to AS/NZS 2312.2:2014 and AS/NZS 4680:2006, to minimise the number of field welds and bolted joints required.",,,
note,25ea048e-44e9-5283-8d13-d016e3882bcc,Standard / Specification - PS 16.8.4.1,,,
note,baa12f3d-f909-5cfb-8bf9-7107d00dcbe0,Verifying Document - Datasheet,,,
note,3b0dd7b1-6557-5e42-b3be-12318e43d8f1,Frequency - Prior to use,,,
note,35ab5a0f-10e0-5d1b-8df2-6eadfb534c2a,Verification Activity: Activity - R,,,
note,2a194199-2148-53af-9e58-783ccc2f0809,Verification Activity: By - SE,,,
checkpoint,,1.02.5 - Hot Dip Galvanised,,,
note,b513d5d2-10aa-5f60-89c6-58c9d7e3abda,Acceptance / Conformance Criteria - All ferrous metalwork except standard galvanised pipe shall be hot dip galvanised to HDG900 unless otherwise specified.,,,
note,5d82e457-0b21-59b4-9eba-46c2b85cc2a0,Standard / Specification - PS 16.8.4.1,,,
note,1a0913ce-7898-56e3-892a-ed544fffcb61,Verifying Document - Datasheet / Cert,,,
note,b7fa39ed-7c9f-533f-a6b4-0b740b67c96b,Frequency - Prior to use,,,
note,a9c395dc-0d70-5ef4-85ae-4190b4c6b5dd,Verification Activity: Activity - R,,,
note,f08d80a0-bb58-5b29-bd7c-ee503311a19c,Verification Activity: By - SE,,,
checkpoint,,1.02.6 - Fastenings,,,
note,1b59b4f3-9733-5b2b-a421-64721b8a2f98,Acceptance / Conformance Criteria - All fastenings associated with manholes or drainage structures shall be either hot dipped galvanised or stainless steel. Zinc Plated fastenings shall not be permitted,,,
note,8fbbe4db-f8ac-5d54-8095-fd3bd975af7c,Standard / Specification - PS 16.8.4.2,,,
note,05cafc36-f9b1-58d4-95d1-2579f2dea1b3,Verifying Document - Datasheet,,,
note,3df46a37-58ed-533e-b9e5-00d053f7dddb,Frequency - Prior to use,,,
note,d14e8d20-e9f8-5d12-b4c3-5bc088c6d24c,Verification Activity: Activity - R,,,
note,6c9ac783-c583-5a72-911d-15db94b028e5,Verification Activity: By - SE,,,
checkpoint,,1.02.7 - Concrete pipes and fittings,,,
note,bd5c47f4-cf1f-50dc-8976-169e73db3ae0,Acceptance / Conformance Criteria - Concrete pipes and fittings shall comply with the requirements of AS/NZS 4058:2007 for concrete pipes,,,
note,1731c56c-d3a6-5dad-aca8-69a3ba67f45f,"Standard / Specification - PS 16.9.1.1, PS 16.37",,,
note,775f9007-c66b-5956-8a36-44d03630cc33,Verifying Document - Datasheets,,,
note,66c80b3d-245b-5bf8-a54f-fd82cf27bf23,Frequency - Prior to use,,,
note,eb064c25-c76c-5ed0-affe-481bf3ed01b1,Verification Activity: Activity - W,,,
note,386e7a4c-f276-54f6-92f6-7be2b7ac52f1,Verification Activity: By - ENG,,,
checkpoint,,1.02.8 - Quality of Pipe and Precast Units,,,
note,645f8a5c-6968-5a6e-9c36-2decea5a5c54,Acceptance / Conformance Criteria - IANZ Accredited Manufacturers certificate to NZTA F/3 (refer to Appendix F),,,
note,effdac09-57ab-5c96-9fa7-9c71b362880a,Standard / Specification - PS 16.34,,,
note,340eb304-3e6a-5a2c-b3f2-e90da12f49de,Frequency - For every pipeline delivered (as soon as they are delivered),,,
section,,1.03 Stormwater Structure Materials,,,
checkpoint,,1.03.1 - Precast Catchpits,,,
note,e407ffbd-9200-5da7-8e25-bd5b9f3d1b32,Acceptance / Conformance Criteria - All catchpits shall be precast concrete suitable for HN-HO-72 traffic loading.,,,
note,87577e7f-5f3f-57fe-ba74-a703edcfd570,Standard / Specification - PS 16.10.1,,,
note,8ceb1190-a1de-51bb-88c4-3d29675f7809,Verifying Document - Datasheet,,,
note,ca0b164a-0c34-5e15-b97a-2254b55e46c8,Frequency - Prior to use,,,
note,7894f69f-6143-5628-a852-3155e5566e76,Verification Activity: Activity - R,,,
note,c902d63f-8497-5ec0-a66e-4f94fb56a84c,Verification Activity: By - SE,,,
checkpoint,,1.03.2 - Catchpit Lids,,,
note,e6170961-e3f3-502c-9fa2-e7510f1f4cae,Acceptance / Conformance Criteria - Non-Rock 510mm Class D Heavy Duty type lids or similarly approved shall be used unless otherwise specified on the drawings. Heavy Duty type lids to be suitable for HN-HO-72 traffic loadings that are cycle friendly.,,,
note,bd39b4d6-1ae8-5971-8291-8e90c4274f69,Standard / Specification - PS 16.10.2,,,
note,5e113349-3b70-5825-8b06-060f2df94543,Verifying Document - Datasheet,,,
note,d909513c-266a-59da-a468-cc109b3621ff,Frequency - Prior to use,,,
note,8b226bac-b2e0-5a85-943a-14307bb421ad,Verification Activity: Activity - R,,,
note,12c18111-0bd8-55c3-a804-82722e87321e,Verification Activity: By - SE,,,
checkpoint,,1.03.3 - Precast concrete manhole,,,
note,634be762-717c-515c-a554-d8979387f70c,Acceptance / Conformance Criteria - All precast concrete manholes shall be manufactured in accordance with NZS 3109:1997. All manholes shall be suitable for HN-HO-72 traffic loading.,,,
note,ca8a9af4-798e-50fd-9e4c-3b5ec7898656,Standard / Specification - 16.15.1,,,
note,420f8c7e-04f9-59fb-ab74-7fc35388c82a,Verifying Document - Datasheet,,,
note,b1584ed3-02ad-5e48-9c73-8390b3407f96,Frequency - Prior to use,,,
note,227984e3-99ed-57ad-95cc-c3048e175ddf,Verification Activity: Activity - R,,,
note,c063324e-399e-58e1-b115-43ed816dab2f,Verification Activity: By - SE,,,
checkpoint,,1.03.4 - Catchpit Grates and Frames,,,
note,7453bb2e-b4ad-51dd-9022-e5680ffe2cd4,Acceptance / Conformance Criteria - Catchpits grates and frames shall be grey cast iron suitable for HN-HO-72 traffic loadings.,,,
note,33d34d62-d9ad-5330-b2b5-b6de920f060f,Standard / Specification - PS 16.10.1,,,
note,380387b8-ed28-5375-a13c-4823092ea855,Verifying Document - Datasheet,,,
note,29e240df-4bbb-5c0d-9430-412f7612a924,Frequency - Prior to use,,,
note,fd3c952a-02b6-5538-8278-9f9afdd806ac,Verification Activity: Activity - R,,,
note,f6f94745-3ea0-5aa9-95a9-ecdd44c3b113,Verification Activity: By - SE,,,
checkpoint,,1.03.5 - Scruffy domes lids,,,
note,4723b51d-d9f5-53fa-99d6-78bd334e89d7,"Acceptance / Conformance Criteria - Scruffy domes lids shall be galvanised steel Hynds Type 2 scruffy domes (unless noted otherwise in the drawings), or similar approved.",,,
note,4e4d8c5e-c79d-5145-b794-2d0297d94056,Standard / Specification - PS 16.16.2,,,
note,93555c26-b70e-51b5-a4f5-21678789eb95,Verifying Document - Datasheet,,,
note,25a85b6d-506c-59a5-be45-0512b40f6556,Frequency - Prior to use,,,
note,fe1d8a9b-ab9d-503e-a92d-fb29067fb9de,Verification Activity: Activity - R,,,
note,cac01b62-8654-5dd6-9bb0-1bb924597fea,Verification Activity: By - SE,,,
checkpoint,,1.03.6 - Cement Mortar,,,
note,7cc40a29-dfc7-5c71-bb96-d455b3dfbcfe,"Acceptance / Conformance Criteria - Cement mortar shall be Durability Class M4 in accordance with NZS 4210:2001, with a minimum compressive strength of 12.5MPa.",,,
note,3bec60e2-bed1-5d40-87da-604172d29ee4,Standard / Specification - PS 16.8.1,,,
note,48a9e6b5-f12f-5ebb-8a40-aa28c96b3a3e,Verifying Document - Datasheet,,,
note,b8172244-144e-56dc-ada3-fe04a0d79433,Frequency - Prior to use,,,
note,63fa2a58-3fa3-59d6-81a3-1a7e80f98de3,Verification Activity: Activity - R,,,
note,d22fba64-a915-50fb-8599-28b0232fa4de,Verification Activity: By - SE,,,
checkpoint,,1.03.7 - Epoxy Mortar,,,
note,f2d4d949-c995-5eb8-b960-03edc644762e,"Acceptance / Conformance Criteria - Epoxy mortar for use in manhole riser joining or repairing of damaged or cut concrete (to provide cover to reinforcing due to cutting of precast units) shall be Hynds (MSR) or Humes Hume bond (or similar approved), applied in accordance with the manufacturer’s recommendations.",,,
note,71d12180-4709-548f-b9fd-e42220292653,Standard / Specification - PS 16.8.1,,,
note,ac466c57-262c-593d-865b-8e021eafb278,Verifying Document - Datasheet,,,
note,d5ae3c63-f547-5786-9da6-99bcaa04f4cb,Frequency - Prior to use,,,
note,d384304a-0ceb-5f2d-888a-0af115e6cd57,Verification Activity: Activity - R,,,
note,9dc04b08-af9e-5e8d-a29f-397601fe007d,Verification Activity: By - SE,,,
checkpoint,,1.03.8 - Precast Headwalls and Wingwalls,,,
note,2aea9831-44c8-502d-9cb4-31bfea24869e,Acceptance / Conformance Criteria - Precast concrete headwalls or wingwall units shall be manufactured in accordance with NZS 3109:1997.,,,
note,b466059e-18fa-56e3-b8cf-ddeef46ef999,Standard / Specification - PS 16.13.1,,,
note,48868a3c-d614-5565-a13b-3b8f5032cb2e,Verifying Document - Datasheet,,,
note,f4edb9cc-17ef-573d-9611-0b663f37b336,Frequency - Prior to use,,,
note,88a8147e-3ae8-586e-bc5a-79c822b94136,Verification Activity: Activity - R,,,
note,972e5ea3-2701-56c8-8ea7-03dc2399cec3,Verification Activity: By - SE,,,
checkpoint,,1.03.9 - Erosion protection matting,,,
note,8eb1e8c5-c77a-5966-adaa-594f0a07fcbc,Acceptance / Conformance Criteria - Erosion protection matting (coir Blanket or similar approved) is to be 100% biodegradable.,,,
note,c6b9dac9-8519-5998-9374-3b2b45d725c4,Standard / Specification - PS 16.13.1,,,
note,29ecd1a9-bd78-5f4a-a647-f5557c620ca5,Verifying Document - Datasheet,,,
note,3d8ed03f-0f2e-5d3c-8f31-577b8d129216,Frequency - Prior to use,,,
note,5f1a4837-9a24-52cd-8f2c-b3337d7cc032,Verification Activity: Activity - R,,,
note,b118e925-1b38-51f6-9362-5aef40b69302,Verification Activity: By - SE,,,
checkpoint,,1.03.10 - Precast Soakage Pit,,,
note,649e01bd-8154-573f-a3cd-3a6bf4c78811,Acceptance / Conformance Criteria - All precast concrete Soakage Pit manholes shall be manufactured in accordance with NZS 3109:1997.,,,
note,da94e9ba-3fa9-5a42-a147-241634ca73f7,Standard / Specification - PS 16.12.2.1,,,
note,343f10c2-efa2-5d81-957c-64c8e8bdb937,Verifying Document - Datasheet,,,
note,9800ac4e-fc96-5395-950d-8f5d97f3c838,Frequency - Prior to use,,,
note,d7130151-50ad-5933-8505-02ac8efcc1fd,Verification Activity: Activity - R,,,
note,9a83194e-2fcc-5fd2-829a-4671ef5e4184,Verification Activity: By - SE,,,
checkpoint,,1.03.12 - Manhole Sealant,,,
note,b1fba66c-fa51-5ab6-81a5-9257673353b1,Acceptance / Conformance Criteria - All joints between ring segments of precast manholes and chambers shall be sealed with ‘Grey Butyl Manhole Sealant – Hynds (SM9020)’ or similar and approved.,,,
note,caf60dd5-2587-512e-bbdd-38748f7b581a,Standard / Specification - PS 16.12.2.2,,,
note,5ec3bfd4-4b89-5406-ab56-a51192d66787,Verifying Document - Datasheet,,,
note,f7f757c0-2fc8-5eda-9eef-951f1d89f780,Frequency - Prior to use,,,
note,c0d00499-e831-54eb-9b2e-23ab7d09c556,Verification Activity: Activity - R,,,
note,4e5d5d68-8c05-5b42-8538-4830a13ae01f,Verification Activity: By - SE,,,
checkpoint,,1.03.13 - Head and Wing wall Insitu Concrete,,,
note,11245d58-c1be-5a1a-8561-10399a85f634,Acceptance / Conformance Criteria - Headwall and wingwall insitu reinforcing shall be steel grade 500E.,,,
note,83fd79c8-c568-5f06-b17b-fa3bfd3e896d,Standard / Specification - PS 16.13.2,,,
note,ca6591b6-ef01-56bd-a720-fd5ada9551f6,Verifying Document - Mill Certs,,,
note,b8d16d43-5094-524b-a9b2-ca92ec2bacc3,Frequency - Prior to use,,,
note,d1f6fdc0-3c1e-57a9-9054-59c64e60d928,Verification Activity: Activity - R,,,
note,c16fa753-e1b4-54ed-a760-2245d5fd5043,Verification Activity: By - SE,,,
checkpoint,,1.03.14 - Head and Wing wall Reinforcing,,,
note,847b76a9-15d5-55c4-b19c-eb2c5a847275,Acceptance / Conformance Criteria - The headwall and wingwall cast in-situ concrete shall be 40MPa,,,
note,d9d7a9b3-c50c-5307-a76a-28e05a25bf40,Standard / Specification - PS 16.13.2,,,
note,dd353d74-2cb8-56cb-8460-a70faefad9b6,Verifying Document - Mix Design,,,
note,7ca5b1a0-d31f-58f7-93ac-dbaaf779d679,Frequency - Prior to use,,,
note,14f6f916-9c9c-5212-9cec-e45904c012ad,Verification Activity: Activity - R,,,
note,32984417-a5f4-58d6-99d3-db5e7d3b819e,Verification Activity: By - SE,,,
checkpoint,,1.03.16 - Benching Concrete,,,
note,928c057a-d29f-5ffd-9593-552cb38134d0,Acceptance / Conformance Criteria - Benching shall be 20MPa concrete,,,
note,9df84dda-e75c-5d87-93b0-1a1ccc670043,Standard / Specification - PS 16.15.2,,,
note,04317dcd-5b01-5c4b-9300-a09ab978053d,Verifying Document - Mix Design,,,
note,05b8be1e-8ffd-5b62-b63d-ccce3b85adfa,Frequency - Prior to use,,,
note,c1838719-7c4e-5bad-8f7a-ffd337adbe42,Verification Activity: Activity - R,,,
note,b0282277-0faf-5295-93be-7133bab0b29d,Verification Activity: By - SE,,,
section,,2.01 Stormwater Drainage (Existing Assets),,,
checkpoint,,2.01.1 - Obsolete Stormwater Structures,,,
note,2c3d3a9c-b156-5097-ba15-7a0782b26fa6,"Acceptance / Conformance Criteria - Obsolete catchpits, manholes, kerb and channel shall be demolished, uplifted and removed to an approved tip site.",,,
note,31173915-c7cd-5f74-9e62-c25e15a35923,Standard / Specification - PS 14.2.1,,,
note,0e6c9191-8281-5d8e-bdec-7784bbdf645f,Verifying Document - Site Record,,,
note,504dcb0e-f3f8-56a6-981a-a8725478c73a,Frequency - Each Obsolete Structures,,,
note,00a8535f-eec8-5fab-ab44-c16900a827ac,Verification Activity: Activity - R,,,
note,6f3ca366-5b19-5a6c-b489-12eabf0934d2,Verification Activity: By - SE,,,
checkpoint,,2.01.2 - Cutting Existing Pipes,,,
note,747c8d6f-5003-5245-8865-225a4eae1ad0,Acceptance / Conformance Criteria - Where the catchpit will be replaced by a new drainage structure and/or constructed in a new location the existing stormwater pipe shall be neatly cut perpendicular to the line of the pipe to allow it to be easily extended.,,,
note,043b091e-ccd0-5604-b95c-01ec23a83c89,Standard / Specification - PS 14.2.2,,,
note,70cd7d22-0581-5e3b-9735-36bdd4a03618,Verifying Document - Site Record,,,
note,dc9b9aeb-7227-58a1-b53a-b0365ca89b19,Frequency - Each Occurrence,,,
note,4ab71c05-9078-50f8-8dfd-bac50912375d,Verification Activity: Activity - R,,,
note,f5bffa36-df23-5049-8e3e-f04aa5756571,Verification Activity: By - SE,,,
checkpoint,,2.01.3 - Debris Removal and Void Filling,,,
note,00ae3615-b5f8-5515-94bb-cc4af1790b3b,Acceptance / Conformance Criteria - All debris shall be removed to waste. The resulting void shall be backfilled with well compacted approved fill material.,,,
note,91a12ac3-25c7-566b-abb0-fefe6dfa0cca,Standard / Specification - PS 14.2.3,,,
note,59b99207-5c92-5b0f-a4c1-38b1f9762fa8,Verifying Document - Site Record,,,
note,b3dd4f55-1940-51f5-b8a9-d5b14a8c3cc6,Frequency - Each Occurrence,,,
note,4c9006bc-ce0a-54e5-93ea-32a656e3b7b9,Verification Activity: Activity - R,,,
note,2f04c4ac-fc2c-5b19-8eea-b4af3bf524f2,Verification Activity: By - SE,,,
checkpoint,,2.01.4 - Obsolete culverts,,,
note,64a008ec-0d3d-565f-a7e7-15e9e3229bec,Acceptance / Conformance Criteria - Obsolete culverts shall be removed or may be left in place subject to the agreement of the Engineer. Abandoned culverts shall be plugged with concrete at each end or if the culvert is within 1.0m of the surface it shall be completely filled with a cement grout.,,,
note,43d90bc1-c134-5f6c-aa7a-a4cb1dce5bbb,Standard / Specification - PS 14.2.4,,,
note,1a18f3e3-6c2e-5f7e-8b12-ff9be1c34d9b,Verifying Document - Site Record,,,
note,17297358-32fe-5c3e-892b-c9de06eef71f,Frequency - Each Occurrence,,,
note,0f0f5c08-98a1-5108-b306-bd9adf7ac08f,Verification Activity: Activity - HP,,,
note,bb150a45-ee07-55a1-9ca5-6948c1428315,Verification Activity: By - ENG,,,
signoff,,AUTHORITY HOLDPOINT,,,
section,,3.01 Stormwater General,,,
checkpoint,,3.01.1 - Setout,,,
note,885e5323-57d8-5a8e-8c9c-69f94e63bfc0,"Acceptance / Conformance Criteria - Prior to the commencement of any drainage works for a particular drainage line, the Contractor shall set out the line, level, and position of the proposed drainage line, including inlet and outlet positions and levels, and present it to the Engineer for their consideration. The Contractor shall provide at least 48 hours’ notice to the Engineer ahead of set-out and allow 48 hours for the Engineer to respond prior to commencing work.",,,
note,a1a93af7-9b43-51ef-bc2a-c6ab37b27930,Standard / Specification - PS 16.6.1,,,
note,da135260-1772-5a7f-b957-b57a6f72a4b6,Verifying Document - Survey Records,,,
note,6463a494-9a7f-549e-b734-fca2b7301daf,Frequency - Prior to the commencement,,,
note,c3f2d9fe-1cf3-5d58-8d66-3279709c13ef,Verification Activity: Activity - HP,,,
note,0fbb3873-7a54-56b0-8c33-adb06319ad03,Verification Activity: By - ENG,,,
signoff,,AUTHORITY HOLDPOINT,,,
checkpoint,,3.01.2 - Dealing with Water,,,
note,e37040ee-67a4-5058-bddd-36d0b3da0335,"Acceptance / Conformance Criteria - The Contractor shall maintain all trench inverts free from flowing or accumulated water. Water arising from, or draining into, the trench shall be drained or pumped. Any sumps required shall be refilled to formation level as directed by the Engineer.",,,
note,de17876a-efdd-5ba7-9620-afee920b2a56,Standard / Specification - PS 16.7.1,,,
note,ceacfe1a-148e-5994-9711-e757a9db3c38,Verifying Document - Site Records,,,
note,c22ecdcc-0b52-5ca0-a9b6-402c2b0a5cd4,Frequency - During Works,,,
note,852d3cca-741a-5c6b-bae5-c08aab69d59d,Verification Activity: Activity - S,,,
note,83d23992-8d12-589d-bac6-5768b9173ac3,Verification Activity: By - SE,,,
section,,3.02 Pipe Installation and Backfill,,,
checkpoint,,3.02.1 - Open Trenches,,,
note,09aa8ea3-d78c-5998-a238-4b3026117470,"Acceptance / Conformance Criteria - All open trench excavations for pipelines shall be to a minimum depth of 100mm below the pipe external walls. Where excavating in natural ground or existing carriageways, no more than 100 metres of trench (per drain laying operation) shall remain open at any one time.",,,
note,88a69342-365e-5e42-a7e8-e3c6c51fca3f,Standard / Specification - PS 16.9.2.10,,,
note,902b85a7-4238-5c3d-806d-1ecd05255206,Verifying Document - Site Records,,,
note,4c1d8f7d-813a-521e-a636-9694c762f276,Frequency - During Works,,,
note,da90614b-9307-53fd-b41d-fe6c6505e67b,Verification Activity: Activity - S,,,
note,125dce34-a0b8-5c8e-9aa3-89d65eeb7792,Verification Activity: By - SE,,,
checkpoint,,3.02.2 - Saw Cutting,,,
note,7083baa1-f4ba-576a-9369-c64c5cd7ce85,"Acceptance / Conformance Criteria - Where trenching through roads, prior to excavation, the surface shall be saw-cut a minimum of 100mm beyond the trench wall and parallel to the proposed alignment.",,,
note,a0c13b34-28e9-56eb-8a82-c6e5b95af9ac,Standard / Specification - PS 16.9.2.10,,,
note,cf928557-7adc-596e-904a-56ec05e0b42f,Verifying Document - Site Records,,,
note,4104cdb9-cc9b-500b-871f-c0111fa2e36d,Frequency - During Works,,,
note,d86780b1-d4c5-5e9d-abf9-5e44c4bdd0cf,Verification Activity: Activity - S,,,
note,00ba596c-9795-5d07-8837-a5a71c95e0cb,Verification Activity: By - SE,,,
checkpoint,,3.02.3 - Stability check,,,
note,47b6fbab-02d3-5836-97ee-8511a70f8f3b,"Acceptance / Conformance Criteria - Where trenching is near new or existing structures (within 5m horizontally, or where the trench invert is below a plane projected downwards at 1(V) in 2(H) from the base of the structure), a stability check shall be undertaken to ensure undermining of the structure is avoided. The Contractor shall undertake a stability check in these situations.",,,
note,65869707-4fe2-58ed-b155-b3d7f914ca95,Standard / Specification - PS 16.9.2.10,,,
note,24b41d81-4dbb-5068-b0b2-ab34686eb8f3,Verifying Document - Site Records,,,
note,421bc9e6-cc7a-5ae7-9b74-578305ddcb58,Frequency - Each Occurrence,,,
note,c41ed935-4c7a-5e88-a959-ecb8e593f2cb,Verification Activity: Activity - S,,,
note,7c04dfdc-5014-552b-bdb3-c3c5864e58fa,Verification Activity: By - SE,,,
checkpoint,,3.02.4 - Trench Width,,,
note,1382f0b1-e246-5e57-b1b5-bbf95fbb4846,Acceptance / Conformance Criteria - The minimum trench widths are as indicated on Drawing WD-0131 but not less than the external pipe diameter plus 600mm and not more than the external pipe diameter plus 1200mm.,,,
note,89af5cbd-572b-5da8-bbfe-fa831f19db81,Standard / Specification - PS 16.9.2.10,,,
note,6fb17de3-604d-5920-99ed-204096c22c36,Verifying Document - Site Records,,,
note,aed67127-c926-57b1-8a8a-9a6f3d561375,Frequency - Each Pipe,,,
note,101b3e87-da0a-5028-91fc-d6aaab781a46,Verification Activity: Activity - S,,,
note,98913d78-758c-5c78-992c-291397a970db,Verification Activity: By - SE,,,
checkpoint,,3.02.5 - Unsuitable Material,,,
note,c6296427-fd57-57c3-b04f-ea539a1fe192,"Acceptance / Conformance Criteria - All material deemed to be unsuitable shall be removed to a depth of 600mm or a greater depth as specified by the Engineer, until suitable material is reached.",,,
note,c8cac576-c80e-519a-999d-fbe4ecb38f6d,Standard / Specification - PS 16.9.2.10,,,
note,0d96338e-1a5a-56c4-9c36-899cb10f1543,Verifying Document - Site Records,,,
note,45547264-56db-57ea-8512-83b968e480f2,Frequency - Each Occurrence,,,
