"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"6ee8c941-4a57-46c3-9e40-002d25c68b5c","","folder-normal","not-started","","step","TRUE","FALSE","External"
"274ab599-a046-408a-b88c-37d708f5d3a2","","folder-normal","not-started","","step","TRUE","FALSE","External","Building 3"
"af9e3deb-1cdd-4527-8e90-482bd0c34901","","folder-normal","not-started","","step","TRUE","FALSE","External","Building 3","L1"
"3f356c12-ba65-4dfd-a09e-7c4c954232b7","","checklist-flat","not-started","Seismic Suite (Without Feature Screens)","checklist-flat","FALSE","FALSE","External","Building 3","L1","Type:C1.1"
"31a645da-08a4-57c2-a138-ae0eabb235fe","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):2c2d2c2c-c3f9-442c-9006-db1532fed039","","TRUE","TRUE","External","Building 3","L2","Type:2.1","Seismic Installed As Per Shop Drawings, Packers&fixings as per shop drawing"
"5ab97ab4-246b-5ad7-bd58-f469547aba13","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):c3f3838e-665e-4ff9-9633-22b0cd0014a7","","TRUE","TRUE","External","Building 3","L2","Type:2.1","Splicers & Soakers Sealed"
"985f6a5c-a44c-5a67-8e09-592e9311c798","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):caf13a50-a5e9-43cc-b4d8-e46d317528c1","","TRUE","TRUE","External","Building 3","L2","Type:2.1","Panel Fitted & Locked Off"
"f1f512ab-213b-53d4-97b4-3abafd4e26de","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):c4e6cdcc-fff4-4cf6-954c-c1f11c072251","","TRUE","TRUE","External","Building 3","L2","Type:2.1","Feature screen installed & Lock off, provide photos for the lock-off screws"
"cac0c3de-e999-59f7-92d4-a4c5b3227e87","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):5e67abae-3bbe-4cd2-882a-086916c9ba18","","TRUE","TRUE","External","Building 3","L2","Type:2.1","PEF Rod & bond breaker (Sikadur 52) applied as per spec (where Sikalastic 152)"
"cb959a77-55fc-563b-ab04-973ce1b31311","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):946b4567-d4cb-4b79-bc32-84dd80a9573c","","TRUE","TRUE","External","Building 3","L2","Type:2.1","Air seal as per shop drawing"
"e7035b46-2b52-5332-be57-7fd0f8f0746f","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):9e5496c4-ef80-4424-bc14-f26dbf916055","","TRUE","TRUE","External","Building 3","L2","Type:2.1","Report if any damage on factroy glazed glass"
"ae82fd57-63bc-5133-aa55-023523b19006","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):e7636cdb-7ce6-48ba-b541-0bbee80888d9","","TRUE","TRUE","External","Building 3","L2","Type:2.1","Trade Clean"
"57425747-17ec-542a-b989-773d045612b1","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):a08f9d75-dfbd-4986-8e50-6868bd644be2","","TRUE","TRUE","External","Building 3","L2","Type:2.1","Wights - Sign Off"
"b4a35a0f-e303-4d41-86f0-0f3a89387f3b","","checklist-flat","not-started","Seismic Suite (With Feature Screens)","checklist-flat","FALSE","FALSE","External","Building 3","L2","Type:2.1a"
"170d5925-da8a-5aaf-ace7-89ae50e2eab6","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):14077c94-c4f1-44ce-97a2-463e76a5f76e","","TRUE","TRUE","External","Building 3","L2","Type:2.1a","Opening Prepared by Main contractor, Report poor sealing/wrapping work, concrete crack, un-installed joint flashing etc"
"4ae8e8c3-0fd5-5a07-b8c2-79d1ef0f086b","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):655253a3-6562-4714-9374-c2ce42703380","","TRUE","TRUE","External","Building 3","L2","Type:2.1a","Setout/Grids/Datum Lines"
"1b6137c5-cdc0-5678-8d28-a7736c83a435","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):e50f3eef-2b0b-4726-85f0-1765f4a61486","","TRUE","TRUE","External","Building 3","L2","Type:2.1a","Head/jamb flashing installed as per shop drawing"
"3f2bab97-3987-5c6c-8e8b-30d210d78547","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):2c2d2c2c-c3f9-442c-9006-db1532fed039","","TRUE","TRUE","External","Building 3","L2","Type:2.1a","Seismic Installed As Per Shop Drawings, Packers&fixings as per shop drawing"
"993f34f2-9773-54b4-8e3b-48abfcead8ff","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):c3f3838e-665e-4ff9-9633-22b0cd0014a7","","TRUE","TRUE","External","Building 3","L2","Type:2.1a","Splicers & Soakers Sealed"
"3c5b4f32-2649-5633-8935-eb05bb47a161","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):caf13a50-a5e9-43cc-b4d8-e46d317528c1","","TRUE","TRUE","External","Building 3","L2","Type:2.1a","Panel Fitted & Locked Off"
"5147e4a2-3920-5228-87ef-f7dc533f0c0b","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):c4e6cdcc-fff4-4cf6-954c-c1f11c072251","","TRUE","TRUE","External","Building 3","L2","Type:2.1a","Feature screen installed & Lock off, provide photos for the lock-off screws"
"ea32c7dd-8f0d-5947-96d5-1616c5870105","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):5e67abae-3bbe-4cd2-882a-086916c9ba18","","TRUE","TRUE","External","Building 3","L2","Type:2.1a","PEF Rod & bond breaker (Sikadur 52) applied as per spec (where Sikalastic 152)"
"a39c3c8d-4141-527d-ac07-df62b4faae3b","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):946b4567-d4cb-4b79-bc32-84dd80a9573c","","TRUE","TRUE","External","Building 3","L2","Type:2.1a","Air seal as per shop drawing"
"c94a1405-ec62-50a9-a103-c7b1319eb670","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):9e5496c4-ef80-4424-bc14-f26dbf916055","","TRUE","TRUE","External","Building 3","L2","Type:2.1a","Report if any damage on factroy glazed glass"
"9b5bf226-a17c-5292-9a53-de389619a4cc","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):e7636cdb-7ce6-48ba-b541-0bbee80888d9","","TRUE","TRUE","External","Building 3","L2","Type:2.1a","Trade Clean"
"ef5c36d6-c4d9-562d-a72b-915745e6bd0b","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):a08f9d75-dfbd-4986-8e50-6868bd644be2","","TRUE","TRUE","External","Building 3","L2","Type:2.1a","Wights - Sign Off"
"46ab599a-706a-4789-833d-52edf7d3a721","","checklist-flat","not-started","Seismic Suite (With Feature Screens)","checklist-flat","FALSE","FALSE","External","Building 3","L2","Type:2.14a"
"3d007eb6-7ed5-59c7-9a06-8ad88c33b648","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):14077c94-c4f1-44ce-97a2-463e76a5f76e","","TRUE","TRUE","External","Building 3","L2","Type:2.14a","Opening Prepared by Main contractor, Report poor sealing/wrapping work, concrete crack, un-installed joint flashing etc"
"851bce85-2d50-55e3-b34f-b5bb79477de2","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):655253a3-6562-4714-9374-c2ce42703380","","TRUE","TRUE","External","Building 3","L2","Type:2.14a","Setout/Grids/Datum Lines"
"11bccbda-406b-5547-9b4e-461afef32b67","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):e50f3eef-2b0b-4726-85f0-1765f4a61486","","TRUE","TRUE","External","Building 3","L2","Type:2.14a","Head/jamb flashing installed as per shop drawing"
"24784386-f7a2-5204-b2f4-583b0b0b575b","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):2c2d2c2c-c3f9-442c-9006-db1532fed039","","TRUE","TRUE","External","Building 3","L2","Type:2.14a","Seismic Installed As Per Shop Drawings, Packers&fixings as per shop drawing"
"61f6f835-2a91-50a0-ae6f-0077f7c25f06","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):c3f3838e-665e-4ff9-9633-22b0cd0014a7","","TRUE","TRUE","External","Building 3","L2","Type:2.14a","Splicers & Soakers Sealed"
"20115fb9-9402-56f8-8ad6-84535e103874","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):caf13a50-a5e9-43cc-b4d8-e46d317528c1","","TRUE","TRUE","External","Building 3","L2","Type:2.14a","Panel Fitted & Locked Off"
"42b261ac-66cb-556e-828c-1fe046a25b5b","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):c4e6cdcc-fff4-4cf6-954c-c1f11c072251","","TRUE","TRUE","External","Building 3","L2","Type:2.14a","Feature screen installed & Lock off, provide photos for the lock-off screws"
"ef6f6556-8239-5ae6-9d5c-2979ed67e73d","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):5e67abae-3bbe-4cd2-882a-086916c9ba18","","TRUE","TRUE","External","Building 3","L2","Type:2.14a","PEF Rod & bond breaker (Sikadur 52) applied as per spec (where Sikalastic 152)"
"514c5ecb-4c5f-522a-a186-aab51cb79b78","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):946b4567-d4cb-4b79-bc32-84dd80a9573c","","TRUE","TRUE","External","Building 3","L2","Type:2.14a","Air seal as per shop drawing"
"bc73e0a0-cfcd-5d8a-81f1-7cb998479ada","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):9e5496c4-ef80-4424-bc14-f26dbf916055","","TRUE","TRUE","External","Building 3","L2","Type:2.14a","Report if any damage on factroy glazed glass"
"20e16569-9775-5a15-a8f3-9fd453c6e4c2","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):e7636cdb-7ce6-48ba-b541-0bbee80888d9","","TRUE","TRUE","External","Building 3","L2","Type:2.14a","Trade Clean"
"7cd37df9-94dd-5b7f-b3fb-f34a0a723234","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):a08f9d75-dfbd-4986-8e50-6868bd644be2","","TRUE","TRUE","External","Building 3","L2","Type:2.14a","Wights - Sign Off"
"8c847588-bdd5-4676-81dd-85260d884eb7","","checklist-flat","not-started","Seismic Suite (With Brackets)","checklist-flat","FALSE","FALSE","External","Building 3","L2","Type:2.14b"
"2b976a8e-eddd-5b4e-83ac-e96f827f7251","","checkpoint-status","not-started","Seismic Suite (With Brackets):d5b8a912-7390-4eda-8f18-2381cc9f35dc","","TRUE","TRUE","External","Building 3","L2","Type:2.14b","Opening Prepared by Main contractor, Report poor sealing/wrapping work, concrete crack, un-installed joint flashing etc"
"c6cf0207-7f4c-53bd-a07b-adc8820fc056","","checkpoint-status","not-started","Seismic Suite (With Brackets):6e5696de-9d64-42cb-a806-f2bbfe19ed7c","","TRUE","TRUE","External","Building 3","L2","Type:2.14b","Setout/Grids/Datum Lines"
"75e01704-b427-59d4-8c10-ea2a0e959fe8","","checkpoint-status","not-started","Seismic Suite (With Brackets):b51466fc-872e-4977-960e-a6fde97265c0","","TRUE","TRUE","External","Building 3","L2","Type:2.14b","Head/jamb flashing installed as per shop drawing"
"4f7d93d2-3ff7-5162-806a-1bd0a615653d","","checkpoint-status","not-started","Seismic Suite (With Brackets):b8a92041-3f7c-4830-a61b-a8ea7faafebc","","TRUE","TRUE","External","Building 3","L2","Type:2.14b","Seismic Installed As Per Shop Drawings, Packers&fixings as per shop drawing"
"00bf071e-9bfc-5481-ac6c-6bc60bae3589","","checkpoint-status","not-started","Seismic Suite (With Brackets):ff292028-90e0-4ae6-b842-a12716db694d","","TRUE","TRUE","External","Building 3","L2","Type:2.14b","Splicers & Soakers Sealed"
"fba84b41-6b10-5303-a33c-cc754c56bea3","","checkpoint-status","not-started","Seismic Suite (With Brackets):1fec296a-7f8a-4c60-9f5f-df1a34d1e90f","","TRUE","TRUE","External","Building 3","L2","Type:2.14b","Panel Fitted & Locked Off"
"d2026c34-45bf-5b5d-adb8-f4f989ef6ef4","","checkpoint-status","not-started","Seismic Suite (With Brackets):6653be78-b8c9-465d-829f-73ea12babc2c","","TRUE","TRUE","External","Building 3","L2","Type:2.14b","Bracket installed & Lock Off as per shop drawing"
"9cf3ecea-3e68-539c-8023-d3e7f8c349b1","","checkpoint-status","not-started","Seismic Suite (With Brackets):1549506e-74dc-472d-a24f-e57d6f34ee81","","TRUE","TRUE","External","Building 3","L2","Type:2.14b","PEF Rod & bond breaker (Sikadur 52) applied as per spec (where Sikalastic 152)"
"007e94f1-6ff6-56ba-94e9-46ece80be539","","checkpoint-status","not-started","Seismic Suite (With Brackets):72929de7-bfb2-4b27-8648-6870ee380442","","TRUE","TRUE","External","Building 3","L2","Type:2.14b","Air seal as per shop drawing"
"a6ef047b-42a6-5dd2-9b17-22d1ae7e084d","","checkpoint-status","not-started","Seismic Suite (With Brackets):cbafc5ca-ef30-4cc2-b971-e0246485f238","","TRUE","TRUE","External","Building 3","L2","Type:2.14b","Report if any damage on factroy glazed glass"
"deba74d7-4803-57fa-91b0-1ce44a0d4bac","","checkpoint-status","not-started","Seismic Suite (With Brackets):557af7bf-ced8-459c-a11e-7e8868f92ce7","","TRUE","TRUE","External","Building 3","L2","Type:2.14b","Trade Clean"
"8a94e7d0-ad5d-5575-9e83-dfc879a08eda","","checkpoint-status","not-started","Seismic Suite (With Brackets):370229b4-d240-4b14-a723-8f0d26190b5b","","TRUE","TRUE","External","Building 3","L2","Type:2.14b","Wights - Sign Off"
"3fddd6a6-1add-4547-bf29-c35d9e12329a","","checklist-flat","not-started","Seismic Suite (With Feature Screens)","checklist-flat","FALSE","FALSE","External","Building 3","L2","Type:2.13b"
"ca74f790-acda-5dcc-a437-14f1e00c21f4","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):14077c94-c4f1-44ce-97a2-463e76a5f76e","","TRUE","TRUE","External","Building 3","L2","Type:2.13b","Opening Prepared by Main contractor, Report poor sealing/wrapping work, concrete crack, un-installed joint flashing etc"
"ddbf56b5-25bc-58ee-8795-159b8aa03baf","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):655253a3-6562-4714-9374-c2ce42703380","","TRUE","TRUE","External","Building 3","L2","Type:2.13b","Setout/Grids/Datum Lines"
"3e42ee96-2180-5193-8a0e-c771f398467c","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):e50f3eef-2b0b-4726-85f0-1765f4a61486","","TRUE","TRUE","External","Building 3","L2","Type:2.13b","Head/jamb flashing installed as per shop drawing"
"69f2dfc7-6322-5128-87f7-d723cc77fc7e","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):2c2d2c2c-c3f9-442c-9006-db1532fed039","","TRUE","TRUE","External","Building 3","L2","Type:2.13b","Seismic Installed As Per Shop Drawings, Packers&fixings as per shop drawing"
"4107869e-5c28-5df7-853b-214d5991b94b","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):c3f3838e-665e-4ff9-9633-22b0cd0014a7","","TRUE","TRUE","External","Building 3","L2","Type:2.13b","Splicers & Soakers Sealed"
"2a813c58-464a-57a2-838e-4276effb709c","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):caf13a50-a5e9-43cc-b4d8-e46d317528c1","","TRUE","TRUE","External","Building 3","L2","Type:2.13b","Panel Fitted & Locked Off"
"403bb82e-bd16-5b05-82ac-7c9bc2ef25f5","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):c4e6cdcc-fff4-4cf6-954c-c1f11c072251","","TRUE","TRUE","External","Building 3","L2","Type:2.13b","Feature screen installed & Lock off, provide photos for the lock-off screws"
"63389584-3dd8-5d1e-b17c-dc14e76b6406","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):5e67abae-3bbe-4cd2-882a-086916c9ba18","","TRUE","TRUE","External","Building 3","L2","Type:2.13b","PEF Rod & bond breaker (Sikadur 52) applied as per spec (where Sikalastic 152)"
"7c5c88f0-f9cb-5252-ba84-8fb8bb7f9c61","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):946b4567-d4cb-4b79-bc32-84dd80a9573c","","TRUE","TRUE","External","Building 3","L2","Type:2.13b","Air seal as per shop drawing"
"f16db835-a2fd-5724-b06c-89f9b667fa9d","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):9e5496c4-ef80-4424-bc14-f26dbf916055","","TRUE","TRUE","External","Building 3","L2","Type:2.13b","Report if any damage on factroy glazed glass"
"672cc61e-2371-5b13-804e-08b38968c4f8","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):e7636cdb-7ce6-48ba-b541-0bbee80888d9","","TRUE","TRUE","External","Building 3","L2","Type:2.13b","Trade Clean"
"3f797ef9-c4f4-51ce-ace7-144229c531c3","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):a08f9d75-dfbd-4986-8e50-6868bd644be2","","TRUE","TRUE","External","Building 3","L2","Type:2.13b","Wights - Sign Off"
"28d93b3c-c758-4c74-9248-06b64f8cc880","","checklist-flat","not-started","Seismic Suite (With Feature Screens)","checklist-flat","FALSE","FALSE","External","Building 3","L2","Type:2.13c"
"f18e09f7-02db-56ae-85fc-23ee13db1259","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):14077c94-c4f1-44ce-97a2-463e76a5f76e","","TRUE","TRUE","External","Building 3","L2","Type:2.13c","Opening Prepared by Main contractor, Report poor sealing/wrapping work, concrete crack, un-installed joint flashing etc"
"2ab333dd-1128-5d38-9549-3fbb8e70594a","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):655253a3-6562-4714-9374-c2ce42703380","","TRUE","TRUE","External","Building 3","L2","Type:2.13c","Setout/Grids/Datum Lines"
"da66aa01-064e-5429-84ab-7103a61cee93","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):e50f3eef-2b0b-4726-85f0-1765f4a61486","","TRUE","TRUE","External","Building 3","L2","Type:2.13c","Head/jamb flashing installed as per shop drawing"
"7ef974bc-386e-53e8-964a-e2143c4bf590","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):2c2d2c2c-c3f9-442c-9006-db1532fed039","","TRUE","TRUE","External","Building 3","L2","Type:2.13c","Seismic Installed As Per Shop Drawings, Packers&fixings as per shop drawing"
"380b92a7-7bca-573a-999a-8da459b29a7f","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):c3f3838e-665e-4ff9-9633-22b0cd0014a7","","TRUE","TRUE","External","Building 3","L2","Type:2.13c","Splicers & Soakers Sealed"
"736175d2-623d-5def-8f52-9eecffbbe04d","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):caf13a50-a5e9-43cc-b4d8-e46d317528c1","","TRUE","TRUE","External","Building 3","L2","Type:2.13c","Panel Fitted & Locked Off"
"374493bc-cc99-5a26-8bd3-ac85ad3e4edd","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):c4e6cdcc-fff4-4cf6-954c-c1f11c072251","","TRUE","TRUE","External","Building 3","L2","Type:2.13c","Feature screen installed & Lock off, provide photos for the lock-off screws"
"5f14a355-c7ba-5fb4-8c1b-e7d5d5c19fdc","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):5e67abae-3bbe-4cd2-882a-086916c9ba18","","TRUE","TRUE","External","Building 3","L2","Type:2.13c","PEF Rod & bond breaker (Sikadur 52) applied as per spec (where Sikalastic 152)"
"b5c80445-5807-573f-8ad8-0aa0e40b15ff","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):946b4567-d4cb-4b79-bc32-84dd80a9573c","","TRUE","TRUE","External","Building 3","L2","Type:2.13c","Air seal as per shop drawing"
"fbfb59e9-56c9-53c4-9551-9d7a979025c5","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):9e5496c4-ef80-4424-bc14-f26dbf916055","","TRUE","TRUE","External","Building 3","L2","Type:2.13c","Report if any damage on factroy glazed glass"
"633bf76a-ac70-5e32-b7e2-a368a90c69c8","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):e7636cdb-7ce6-48ba-b541-0bbee80888d9","","TRUE","TRUE","External","Building 3","L2","Type:2.13c","Trade Clean"
"9099ffc1-9268-5643-8fb2-32dded2a9eec","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):a08f9d75-dfbd-4986-8e50-6868bd644be2","","TRUE","TRUE","External","Building 3","L2","Type:2.13c","Wights - Sign Off"
"7c241ad2-d57b-4145-87a3-ef93a87dce70","","checklist-flat","not-started","Seismic Suite (With Feature Screens)","checklist-flat","FALSE","FALSE","External","Building 3","L2","Type:2.13"
"c0abf054-ddea-5484-a643-21d7cfa807bc","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):14077c94-c4f1-44ce-97a2-463e76a5f76e","","TRUE","TRUE","External","Building 3","L2","Type:2.13","Opening Prepared by Main contractor, Report poor sealing/wrapping work, concrete crack, un-installed joint flashing etc"
"21f0933a-b8db-52db-98da-025181b2b43b","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):655253a3-6562-4714-9374-c2ce42703380","","TRUE","TRUE","External","Building 3","L2","Type:2.13","Setout/Grids/Datum Lines"
"5b75537b-486a-57ff-9d8b-96acc6cde7ce","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):e50f3eef-2b0b-4726-85f0-1765f4a61486","","TRUE","TRUE","External","Building 3","L2","Type:2.13","Head/jamb flashing installed as per shop drawing"
"3cd4b126-61ce-5016-8b13-344a31bfa5e4","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):2c2d2c2c-c3f9-442c-9006-db1532fed039","","TRUE","TRUE","External","Building 3","L2","Type:2.13","Seismic Installed As Per Shop Drawings, Packers&fixings as per shop drawing"
"7420f8a5-964f-56b8-9661-94a4f7b46c7e","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):c3f3838e-665e-4ff9-9633-22b0cd0014a7","","TRUE","TRUE","External","Building 3","L2","Type:2.13","Splicers & Soakers Sealed"
"d9585df8-a9d3-5571-b692-ab6de3b6c1cc","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):caf13a50-a5e9-43cc-b4d8-e46d317528c1","","TRUE","TRUE","External","Building 3","L2","Type:2.13","Panel Fitted & Locked Off"
"89286450-1805-5aab-b904-881703d30ed3","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):c4e6cdcc-fff4-4cf6-954c-c1f11c072251","","TRUE","TRUE","External","Building 3","L2","Type:2.13","Feature screen installed & Lock off, provide photos for the lock-off screws"
"c96db18e-1773-506d-8ff7-0d0172d22cf8","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):5e67abae-3bbe-4cd2-882a-086916c9ba18","","TRUE","TRUE","External","Building 3","L2","Type:2.13","PEF Rod & bond breaker (Sikadur 52) applied as per spec (where Sikalastic 152)"
"62ce5686-c89d-54a0-b5ca-442cdea937f2","","checkpoint-status","not-started","Seismic Suite (With Feature Screens):946b4567-d4cb-4b79-bc32-84dd80a9573c","","TRUE","TRUE","External","Building 3","L2","Type:2.13","Air seal as per shop drawing"
