"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"bdb2d8e4-b1b8-4e95-9cf2-e0199e963abe","","folder-normal","","","step","TRUE","FALSE","Site QA"
"01571320-087a-44f7-8015-90bd2feec6f3","","folder-normal","","","step","TRUE","FALSE","Site QA","SOG B-3"
"605a0a99-bd3f-46ca-af77-9afd3340e11f","","checklist-flat","","Walls Checklist","checklist-flat","FALSE","FALSE","Site QA","Basement 3","Stair 2P1"
"cf900e2c-eecf-460b-aa59-b020d940b2f6","","checklist-flat","","S.O.G Checklist","checklist-flat","FALSE","FALSE","Site QA","Basement 3","B3P2"
"7e72c1b6-57c5-4354-8533-7fe48d165529","","checklist-flat","","Walls Checklist","checklist-flat","FALSE","FALSE","Site QA","Basement 3","Stair 5 walls B3"
"45b2d399-9e11-45ae-8248-f1ca681dcf8e","","checklist-flat","","S.O.G Checklist","checklist-flat","FALSE","FALSE","Site QA","Basement 3","B3 P3 spoon drain "
"cb99ce74-3e73-403c-983a-9f2674f3d019","","checklist-flat","","Suspended Slab Checklist","checklist-flat","FALSE","FALSE","Site QA","Basement 3","B3-B2 ramp"
"09b6a9af-cece-4d54-922d-f86607b42de4","","folder-normal","","","step","TRUE","FALSE","Site QA","Basement 2"
"7a3e96e0-0dc2-4584-b107-e9c695c1367e","","checklist-flat","","Columns Checklist","checklist-flat","FALSE","FALSE","Site QA","Basement 2","Columns"
"d179e2f5-a1b5-443f-b17f-8a8753dcdc13","","checklist-flat","","Walls Checklist","checklist-flat","FALSE","FALSE","Site QA","Basement 2","Walls"
"c1969afe-6666-4c21-9bc2-c5ff6f9f4e98","","checklist-flat","","Suspended Slab Checklist","checklist-flat","FALSE","FALSE","Site QA","Basement 2","Slab"
"35c009c7-a1ca-48a2-9ef6-3b1452b0992f","","checklist-sectioned","","Stairs Checklist","checklist","FALSE","FALSE","Site QA","Basement 2","Stairs"
"cb5125d0-37eb-497a-80c0-9a031e0c3c86","","checklist-flat","","Walls Checklist","checklist-flat","FALSE","FALSE","Site QA","Basement 2","Centre core P3"
"88341996-93e0-48c0-b0d4-60d115f233a8","","checklist-flat","","Suspended Slab Checklist","checklist-flat","FALSE","FALSE","Site QA","Basement 2","B2 P1 slab"
"9a271712-fa2a-4c3d-8366-bfa4a0fff0c0","","checklist-flat","","Suspended Slab Checklist","checklist-flat","FALSE","FALSE","Site QA","Basement 2","B2 POUR 2"
"e7890dcb-ec99-449a-b442-ccebd64ae16a","","checklist-flat","","Walls Checklist","checklist-flat","FALSE","FALSE","Site QA","Basement 2","Energex walls"
"bb231882-e104-472e-b813-84fd0e90445d","","checklist-flat","","Suspended Slab Checklist","checklist-flat","FALSE","FALSE","Site QA","Basement 2","B2P3"
"d45aaf19-ac42-4720-ab36-9be45727fb9a","","folder-normal","","","step","TRUE","FALSE","Site QA","Basement 1"
"ae94f56c-1a7f-47f7-91d7-94b0ccc052a2","","checklist-flat","","Columns Checklist","checklist-flat","FALSE","FALSE","Site QA","Basement 1","Columns"
"874efdaa-e06e-439c-9577-1a4bd475795e","","checklist-flat","","Walls Checklist","checklist-flat","FALSE","FALSE","Site QA","Basement 1","Walls"
"a95a0495-e9a6-4ebd-aec2-9022f76d3885","","checklist-flat","","Suspended Slab Checklist","checklist-flat","FALSE","FALSE","Site QA","Basement 1","Slab"
"1a643325-9bd9-416c-9a19-c81af2fd021c","","checklist-sectioned","","Stairs Checklist","checklist","FALSE","FALSE","Site QA","Basement 1","Stairs"
"b5f4706d-8af0-4ee0-a5ae-6ecd31e1c434","","folder-normal","","","step","TRUE","FALSE","Site QA","Ground"
"f475c5be-a698-4f37-bf0d-770dc91eca87","","checklist-flat","","Columns Checklist","checklist-flat","FALSE","FALSE","Site QA","Ground","Columns"
"5610519d-a38b-420f-9015-d08d55047d1c","","checklist-flat","","Walls Checklist","checklist-flat","FALSE","FALSE","Site QA","Ground","Walls"
"7cd3d76f-525f-4a8c-9563-5f9c04dd5b40","","checklist-flat","","Suspended Slab Checklist","checklist-flat","FALSE","FALSE","Site QA","Ground","Slab"
"1eb7e0c3-f771-4c1c-8901-92ae7d752d95","","checklist-sectioned","","Stairs Checklist","checklist","FALSE","FALSE","Site QA","Ground","Stairs"
"34dcc766-21d1-4d7c-9314-54251d98b9ce","","checklist-flat","","Walls Checklist","checklist-flat","FALSE","FALSE","Site QA","Ground","Centre core P4"
"992f1377-de8f-42ca-846c-d2af9571ccf1","","checklist-flat","","Walls Checklist","checklist-flat","FALSE","FALSE","Site QA","Ground","Centre core P5"
"bf9a8055-039f-48cf-bcf3-2042dfe6f5ee","","folder-normal","","","step","TRUE","FALSE","Site QA","Mezz Level"
"70c0fa5d-cd72-4781-bf8d-4459e0e65000","","checklist-flat","","Columns Checklist","checklist-flat","FALSE","FALSE","Site QA","Mezz Level","Columns"
"417ed9b6-e0ac-4bf2-8163-e538a0294395","","checklist-flat","","Walls Checklist","checklist-flat","FALSE","FALSE","Site QA","Mezz Level","Walls"
"f14ef412-765d-47c9-954a-6fc76109abfd","","checklist-flat","","Suspended Slab Checklist","checklist-flat","FALSE","FALSE","Site QA","Mezz Level","Slab"
"3bc4860d-ddd2-4210-8a4e-dcecaec9c898","","checklist-sectioned","","Stairs Checklist","checklist","FALSE","FALSE","Site QA","Mezz Level","Stairs"
"559369ea-ed31-4192-8a55-3148395955fe","","folder-normal","","","step","TRUE","FALSE","Site QA","Level 1"
"80105159-51a1-4ea2-83cb-f40e2d020d1a","","checklist-flat","","Columns Checklist","checklist-flat","FALSE","FALSE","Site QA","Level 1","Columns"
"e9d98038-9e17-41e3-ab76-88db2bb09e92","","checklist-flat","","Walls Checklist","checklist-flat","FALSE","FALSE","Site QA","Level 1","Walls"
"a68cc953-037f-45d4-bce3-c0668cec3e7e","","checklist-flat","","Suspended Slab Checklist","checklist-flat","FALSE","FALSE","Site QA","Level 1","Slab"
"034d2b6b-5b26-4bde-8e3d-6b3c91244a5b","","checklist-sectioned","","Stairs Checklist","checklist","FALSE","FALSE","Site QA","Level 1","Stairs"
"897bcd14-29a2-4851-bb3f-4d1a620dd4b8","","checklist-sectioned","","Screens","checklist","FALSE","FALSE","Site QA","Level 1","Screens"
"60207219-3bfc-4913-a3f2-36d84ce6947d","","folder-normal","","","step","TRUE","FALSE","Site QA","Level 2"
"e168efeb-7e49-4ee6-a331-95f4b2b45165","","checklist-flat","","Columns Checklist","checklist-flat","FALSE","FALSE","Site QA","Level 2","Columns"
"a7720846-9607-46a6-9eb1-dd990ce0e2e7","","checklist-flat","","Walls Checklist","checklist-flat","FALSE","FALSE","Site QA","Level 2","Walls"
"7bc9fee6-3644-40be-8dd6-b16b0436feb2","","checklist-flat","","Suspended Slab Checklist","checklist-flat","FALSE","FALSE","Site QA","Level 2","Slab"
"49292bf7-2377-42c8-a736-52d57e0c7ba5","","checklist-sectioned","","Stairs Checklist","checklist","FALSE","FALSE","Site QA","Level 2","Stairs"
"769c711a-a2b6-4fe0-a46d-f0526b5fccb3","","checklist-sectioned","","Screens","checklist","FALSE","FALSE","Site QA","Level 2","Screens"
"4b4e1d65-28fb-4d76-b6fe-d38262a5f3aa","","folder-normal","","","step","TRUE","FALSE","Site QA","Level 3"
"4ec4f57b-619e-4c2d-9bfb-9918d2ee3164","","checklist-flat","","Columns Checklist","checklist-flat","FALSE","FALSE","Site QA","Level 3","Columns"
"6271d8fa-13d2-481a-ad40-2b2ac38418ba","","checklist-flat","","Walls Checklist","checklist-flat","FALSE","FALSE","Site QA","Level 3","Walls"
"fb3c97b7-60b7-465d-8b8e-6482aac9bcca","","checklist-flat","","Suspended Slab Checklist","checklist-flat","FALSE","FALSE","Site QA","Level 3","Slab"
"90bee21d-cdb0-408e-8534-c199b13aab2e","","checklist-sectioned","","Stairs Checklist","checklist","FALSE","FALSE","Site QA","Level 3","Stairs"
"eba07931-bb5b-41c9-a263-9382cdaf9fec","","checklist-sectioned","","Screens","checklist","FALSE","FALSE","Site QA","Level 3","Screens"
"7c66a565-91b1-470c-b076-5362aa03e6b8","","folder-normal","","","step","TRUE","FALSE","Site QA","Level 4"
"eb31f499-bc92-4c0f-a166-2e43f4c18aa1","","checklist-flat","","Columns Checklist","checklist-flat","FALSE","FALSE","Site QA","Level 4","Columns"
"9a59af20-b669-4137-aa27-fa49f525c24e","","checklist-flat","","Walls Checklist","checklist-flat","FALSE","FALSE","Site QA","Level 4","Walls"
"d37fa39e-8c5f-4efb-935d-5b7a9550a38c","","checklist-flat","","Suspended Slab Checklist","checklist-flat","FALSE","FALSE","Site QA","Level 4","Slab"
"7245e3a6-79eb-4ee8-922f-ba8201ef435a","","checklist-sectioned","","Stairs Checklist","checklist","FALSE","FALSE","Site QA","Level 4","Stairs"
"572aea82-db98-4b5b-b069-0ee142667baa","","checklist-sectioned","","Screens","checklist","FALSE","FALSE","Site QA","Level 4","Screens"
"cf35e29c-c49b-42f0-9be0-7f47cb13f01b","","checklist-sectioned","","Hoist","checklist","FALSE","FALSE","Site QA","Level 4","Hoist"
"bb1e520c-862e-49de-b0ad-8b979679e48c","","folder-normal","","","step","TRUE","FALSE","Site QA","Level 5"
"ce846e0a-f4b8-4e17-8a3e-08594bd1431e","","checklist-flat","","Columns Checklist","checklist-flat","FALSE","FALSE","Site QA","Level 5","Columns"
"b546db42-6ec6-4dad-9f4f-6b1c90f59de4","","checklist-flat","","Walls Checklist","checklist-flat","FALSE","FALSE","Site QA","Level 5","Walls"
"e89aa246-74c2-44ba-9f5a-2efbeea05f15","","checklist-flat","","Suspended Slab Checklist","checklist-flat","FALSE","FALSE","Site QA","Level 5","Slab"
"b2f05844-af83-4948-ba88-4fbec11a8fde","","checklist-sectioned","","Stairs Checklist","checklist","FALSE","FALSE","Site QA","Level 5","Stairs"
"a449558e-7f9c-41a8-98c9-3ffc95bd7316","","checklist-sectioned","","Screens","checklist","FALSE","FALSE","Site QA","Level 5","Screens"
"cfad6081-ade6-4ccf-8c9c-70fabe05fe6b","","checklist-sectioned","","Hoist","checklist","FALSE","FALSE","Site QA","Level 5","Hoist"
"6bb08d78-3854-4268-a173-fcbcb88d9f3e","","folder-normal","","","step","TRUE","FALSE","Site QA","Level 6"
"e86276a5-3802-4389-ba1e-83297cf76962","","checklist-flat","","Columns Checklist","checklist-flat","FALSE","FALSE","Site QA","Level 6","Columns"
"d2251fbf-c86f-4c12-850f-1080477c344a","","checklist-flat","","Walls Checklist","checklist-flat","FALSE","FALSE","Site QA","Level 6","Walls"
"b5babffb-2b33-41d3-a881-065a3cea0f1c","","checklist-flat","","Suspended Slab Checklist","checklist-flat","FALSE","FALSE","Site QA","Level 6","Slab"
"6f2ca011-970f-4947-ac94-1433a122e223","","checklist-sectioned","","Stairs Checklist","checklist","FALSE","FALSE","Site QA","Level 6","Stairs"
"7f331593-f7b5-41df-b6bd-c81c38966947","","checklist-sectioned","","Screens","checklist","FALSE","FALSE","Site QA","Level 6","Screens"
"c2e0a0a2-adbf-41ab-9d91-3c46a1881479","","checklist-sectioned","","Hoist","checklist","FALSE","FALSE","Site QA","Level 6","Hoist"
"658f6f72-4ab8-426d-afe7-5d2da2a495e8","","folder-normal","","","step","TRUE","FALSE","Site QA","Level 7"
"f20c2abf-f73c-46a2-b20f-86bab49bd11d","","checklist-flat","","Columns Checklist","checklist-flat","FALSE","FALSE","Site QA","Level 7","Columns"
"18424a3e-cf44-434d-a90b-776d3ffd4e4a","","checklist-flat","","Walls Checklist","checklist-flat","FALSE","FALSE","Site QA","Level 7","Walls"
"a08a5a3d-c1ae-40ae-a9b9-6d72e2bf0509","","checklist-flat","","Suspended Slab Checklist","checklist-flat","FALSE","FALSE","Site QA","Level 7","Slab"
"b9fc0448-8ec9-46e7-ae8b-1f517b1748d4","","checklist-sectioned","","Stairs Checklist","checklist","FALSE","FALSE","Site QA","Level 7","Stairs"
"775a83e1-15ea-4949-bdae-3d5d18d7a723","","checklist-sectioned","","Screens","checklist","FALSE","FALSE","Site QA","Level 7","Screens"
"62d850f0-f3ec-4828-b241-9fd7b170c8eb","","checklist-sectioned","","Hoist","checklist","FALSE","FALSE","Site QA","Level 7","Hoist"
"6dfbf027-5b7f-49e9-b02d-4dae2c55d95a","","folder-normal","","","step","TRUE","FALSE","Site QA","Level 8"
"d74700a2-55ab-4ebe-bbc9-37bd392e7627","","checklist-flat","","Columns Checklist","checklist-flat","FALSE","FALSE","Site QA","Level 8","Columns"
"0db092c3-1718-4da4-8d92-f79070efe98f","","checklist-flat","","Walls Checklist","checklist-flat","FALSE","FALSE","Site QA","Level 8","Walls"
"fa31a7ba-7325-4b32-b4c0-814b7c92d3ef","","checklist-flat","","Suspended Slab Checklist","checklist-flat","FALSE","FALSE","Site QA","Level 8","Slab"
"df0d96e2-6313-4580-8283-308dee4d4936","","checklist-sectioned","","Stairs Checklist","checklist","FALSE","FALSE","Site QA","Level 8","Stairs"
"fd157cb5-9193-4069-91a9-7106ebf285a4","","checklist-sectioned","","Screens","checklist","FALSE","FALSE","Site QA","Level 8","Screens"
"fafcbc31-eba4-4a17-b1d0-081239cfe608","","checklist-sectioned","","Hoist","checklist","FALSE","FALSE","Site QA","Level 8","Hoist"
"3d02a69a-1e1a-45e9-9b12-53ab115a2406","","folder-normal","","","step","TRUE","FALSE","Site QA","Roof"
"7707a13b-7fe6-4ac4-a876-64fe1928c804","","checklist-flat","","Columns Checklist","checklist-flat","FALSE","FALSE","Site QA","Roof","Columns"
"3b49b520-f7ba-4ac5-9501-e2ff71c0c779","","checklist-sectioned","","Hoist","checklist","FALSE","FALSE","Site QA","Roof","Hoist"
"da205433-1f17-46c7-ba88-f24d33c0c312","","checklist-flat","","Walls Checklist","checklist-flat","FALSE","FALSE","Site QA","Roof","Walls"
"4063a9fd-97c7-4004-a483-cf6281acbe18","","checklist-sectioned","","Core Lids Checklist","checklist","FALSE","FALSE","Site QA","Roof","Core lids"
"15a3ccab-fe6a-4331-a009-69384130af35","","checklist-sectioned","","Screens","checklist","FALSE","FALSE","Site QA","Roof","Screens"
"dc99a16a-66d7-48f2-acaa-e438418bb922","","folder-normal","","","step","TRUE","FALSE","Site QA","capping beams"
"830998ee-a9f6-4950-adde-905bbd6bc61e","","checklist-flat","","Walls Checklist","checklist-flat","FALSE","FALSE","Site QA","capping beams","capping beams Z1 and 2"
"43551436-84d3-4d22-8004-395de077ba88","","checklist-flat","","Walls Checklist","checklist-flat","FALSE","FALSE","Site QA","capping beams","capping beams Z4 and 5"
"e3fc3353-1d0a-4764-9b4f-043960b7210f","","folder-normal","","","step","TRUE","FALSE","Site Diary"
"0e14ab10-47f6-4136-b7bd-ab41f3a3b5d8","","folder-normal","","","step","TRUE","FALSE","Site Diary","Jun-23"
"6ffd8f50-9e62-4d50-8b63-84015e81e5b3","","checklist-flat","","Site Diary","checklist-flat","FALSE","FALSE","Site Diary","Jun-23","31/05 to 29/06"
"3618cf8b-8a1a-4487-96f8-0768e0358d58","","folder-normal","","","step","TRUE","FALSE","Site Diary","Jul-23"
"fc5d9d04-6b57-4995-aec3-9316b7e5c9f7","","folder-normal","","","step","TRUE","FALSE","Site Diary","Aug-23"
"b30ecfd5-dff9-487e-90b0-26afc68fab78","","checklist-flat","","Site Diary","checklist-flat","FALSE","FALSE","Site Diary","Aug-23","Wednesday 09/08/23"
"8bb6a671-f64f-4c8b-9823-ceb6c16da3ca","","checklist-flat","","Site Diary","checklist-flat","FALSE","FALSE","Site Diary","Aug-23","Tuesday 22/08/23"
"66eb3602-ce58-4017-82de-bb69b2fc3c6e","","checklist-flat","","Site Diary","checklist-flat","FALSE","FALSE","Site Diary","Aug-23","Wednesday 23/08/23"
"6d1c466e-37e2-4170-8ff0-7fdd0027e3bf","","checklist-flat","","Site Diary","checklist-flat","FALSE","FALSE","Site Diary","Aug-23","Thursday 24/08/23"
"b8289c9d-9a48-44ed-a706-3f869aeaacf4","","checklist-flat","","Site Diary","checklist-flat","FALSE","FALSE","Site Diary","Aug-23","Friday 25/08/23"
"8833215b-09ba-4f71-bee7-1802bee6f356","","checklist-flat","","Site Diary","checklist-flat","FALSE","FALSE","Site Diary","Aug-23","Monday 28/08/23"
"7efffa5c-c551-4a3f-a40d-342804a36be6","","checklist-flat","","Site Diary","checklist-flat","FALSE","FALSE","Site Diary","Aug-23","Tuesday 29/08/23"
"0805cb4a-b43a-4b03-b6be-17b8721a32de","","checklist-flat","","Site Diary","checklist-flat","FALSE","FALSE","Site Diary","Aug-23","Wednesday 30/08/23"
"df8c97be-26f2-47bb-bf62-aa7138a17ca2","","checklist-flat","","Site Diary","checklist-flat","FALSE","FALSE","Site Diary","Aug-23","Thursday 31/08/23"
"6125b47f-a0c3-4da2-ba5b-36c13193e6dc","","folder-normal","","","step","TRUE","FALSE","Site Diary","Sep-23"
"846ad775-0fc1-4496-a7b4-36f1a21e0f44","","checklist-flat","","Site Diary","checklist-flat","FALSE","FALSE","Site Diary","Sep-23","Monday 04/09/23"
"95a2d7a7-79e6-43f0-9b1c-59ec8bc35e3a","","checklist-flat","","Site Diary","checklist-flat","FALSE","FALSE","Site Diary","Sep-23","Tuesday 05/09/23"
"bd8aa699-8645-4c92-84b5-d4c972854013","","checklist-flat","","Site Diary","checklist-flat","FALSE","FALSE","Site Diary","Sep-23","Wednesday 06/09/23"
"c6674a1e-512b-461f-837e-cc6036a4bcae","","checklist-flat","","Site Diary","checklist-flat","FALSE","FALSE","Site Diary","Sep-23","Thursday 07/09/23"
"0544c2d9-4259-46d9-be31-1e6c53cf6ad7","","checklist-flat","","Site Diary","checklist-flat","FALSE","FALSE","Site Diary","Sep-23","Friday 08/09/23"
"dd9eab2e-444c-4188-b0b9-93346a1638bf","","checklist-flat","","Site Diary","checklist-flat","FALSE","FALSE","Site Diary","Sep-23","Monday 11/09/23"
"27e3a4ac-7551-4250-a1ec-61aef9916516","","checklist-flat","","Site Diary","checklist-flat","FALSE","FALSE","Site Diary","Sep-23","Tuesday 12/09/23"
"0f314c1f-c259-4df8-a980-dfa466da6a0c","","checklist-flat","","Site Diary","checklist-flat","FALSE","FALSE","Site Diary","Sep-23","Wednesday 13/09/23"
"4dda614c-2f0e-4162-9a63-02705f97a5ca","","checklist-flat","","Site Diary","checklist-flat","FALSE","FALSE","Site Diary","Sep-23","Thursday 14/09/23"
"e1ddd343-d704-46a8-8b09-62c519534cde","","checklist-flat","","Site Diary","checklist-flat","FALSE","FALSE","Site Diary","Sep-23","Friday 15/09/23"
"b45acdc9-aab4-48f8-bd06-293ed5bd22f6","","checklist-flat","","Site Diary","checklist-flat","FALSE","FALSE","Site Diary","Sep-23","Tuesday 19/09/23"
"c8ec4f84-488a-46bf-b644-aeb7bab34d39","","checklist-flat","","Site Diary","checklist-flat","FALSE","FALSE","Site Diary","Sep-23","Wednesday 20/09/23"
"183937e6-5489-4abf-babd-abdb87963fa1","","checklist-flat","","Site Diary","checklist-flat","FALSE","FALSE","Site Diary","Sep-23","Thursday 21/09/23"
"64aaab66-e08d-445a-9215-4e68f52b3621","","checklist-flat","","Site Diary","checklist-flat","FALSE","FALSE","Site Diary","Sep-23","Friday 22/09/23"
"a8591e7b-60e1-42fe-b078-82b510319725","","checklist-flat","","Site Diary","checklist-flat","FALSE","FALSE","Site Diary","Sep-23","Monday 25/09/23"
"74b39fa1-fe23-42b9-b70a-c580bf9c6dbe","","checklist-flat","","Site Diary","checklist-flat","FALSE","FALSE","Site Diary","Sep-23","Tuesday 26/09/23"
"682603ee-776b-4925-929d-7f3c0baa3010","","checklist-flat","","Site Diary","checklist-flat","FALSE","FALSE","Site Diary","Sep-23","Wednesday 27/09/23"
"6f8c6478-bd31-45ba-bde7-fe443d5ace0b","","checklist-flat","","Site Diary","checklist-flat","FALSE","FALSE","Site Diary","Sep-23","Thursday 28/09/23"
"cd9eeb69-0949-4516-b333-a809a61dd73d","","checklist-flat","","Site Diary","checklist-flat","FALSE","FALSE","Site Diary","Sep-23","Friday 29/09/23"
"22838e54-0b99-4058-a84c-4f6c81b48781","","folder-normal","","","step","TRUE","FALSE","Site Diary","Oct-23"
"39f16dce-5a06-4726-a851-6ecf1b8d5f2f","","checklist-flat","","Site Diary","checklist-flat","FALSE","FALSE","Site Diary","Oct-23","Wednesday 04/10/23"
"395e7339-8131-42c6-95d3-a0f290c1c7a5","","checklist-flat","","Site Diary","checklist-flat","FALSE","FALSE","Site Diary","Oct-23","Thursday 05/10/23"
"9f175841-1a78-419a-a542-7237fef3c24d","","checklist-flat","","Site Diary","checklist-flat","FALSE","FALSE","Site Diary","Oct-23","Friday 06/10/23"
"a3a9bea3-0b58-4ea3-9881-d5023070be6c","","checklist-flat","","Site Diary","checklist-flat","FALSE","FALSE","Site Diary","Oct-23","Monday 09/10/23"
"ccb7bb28-34a6-45aa-91a2-f5367e1dc66f","","checklist-flat","","Site Diary","checklist-flat","FALSE","FALSE","Site Diary","Oct-23","Tuesday 10/10/23"
"5fc65402-20ea-4db2-9782-789c3a5625e7","","checklist-flat","","Site Diary","checklist-flat","FALSE","FALSE","Site Diary","Oct-23","Wednesday 11/10/23"
"21dd1e5e-a6bb-46a4-824b-a89f144f8c36","","checklist-flat","","Site Diary","checklist-flat","FALSE","FALSE","Site Diary","Oct-23","Thursday 12/10/23"
"309c6ebc-29f2-47f8-9aec-2a2f27ea3a3d","","checklist-flat","","Site Diary","checklist-flat","FALSE","FALSE","Site Diary","Oct-23","Friday 13/10/23"
"134cc9c9-f582-47a8-a530-42641f4007be","","checklist-flat","","Site Diary","checklist-flat","FALSE","FALSE","Site Diary","Oct-23","Monday 16/10/23"
"c8418454-bca8-427e-a01a-6e59eb702298","","checklist-flat","","Site Diary","checklist-flat","FALSE","FALSE","Site Diary","Oct-23","Tuesday 17/10/23"
"b18e6fe4-0522-4a82-954a-07f4af8d16ae","","checklist-flat","","Site Diary","checklist-flat","FALSE","FALSE","Site Diary","Oct-23","Wednesday 18/10/23"
"8d8a4445-b6e7-4157-8604-dd254bad6785","","checklist-flat","","Site Diary","checklist-flat","FALSE","FALSE","Site Diary","Oct-23","Thursday 19/10/23"
"8688e1ca-0bde-4941-b920-23d83a01acf7","","checklist-flat","","Site Diary","checklist-flat","FALSE","FALSE","Site Diary","Oct-23","Friday 20/10/23"
"1f2ca7da-fb48-4b1f-9b8a-b3a61816d7d3","","checklist-flat","","Site Diary","checklist-flat","FALSE","FALSE","Site Diary","Oct-23","Monday 23/10/23"
"5d326b76-4f1f-4316-8232-bb58652f9c37","","checklist-flat","","Site Diary","checklist-flat","FALSE","FALSE","Site Diary","Oct-23","Tuesday 24/10/23"
"0038e6ee-0219-483a-b0f4-2af9f0b5fe54","","checklist-flat","","Site Diary","checklist-flat","FALSE","FALSE","Site Diary","Oct-23","Wednesday 25/10/23"
"c686446d-9d29-410b-83fe-2bb31b4d0d9c","","checklist-flat","","Site Diary","checklist-flat","FALSE","FALSE","Site Diary","Oct-23","Thursday 26/10/23"
"973161dc-a2cb-49aa-8cb5-a04610a8ba95","","checklist-flat","","Site Diary","checklist-flat","FALSE","FALSE","Site Diary","Oct-23","Friday 27/10/23"
"a81451c2-7cf2-4b71-b12a-d231ba0e2fab","","checklist-flat","","Site Diary","checklist-flat","FALSE","FALSE","Site Diary","Oct-23","Monday 30/10/23"
"b234d259-9f1f-48a6-8997-4f35691771d6","","checklist-flat","","Site Diary","checklist-flat","FALSE","FALSE","Site Diary","Oct-23","Tuesday 31/10/23"
"3a971235-e2ff-4138-b007-f48d14eeb038","","folder-normal","","","step","TRUE","FALSE","Site Diary","Nov-23"
"117f018f-0bcd-4ad0-a5f7-0319ae263454","","checklist-flat","","Site Diary","checklist-flat","FALSE","FALSE","Site Diary","Nov-23","Wednesday 01/11/23"
"194e3e9d-9380-44c3-bd51-a1e77985263e","","checklist-flat","","Site Diary","checklist-flat","FALSE","FALSE","Site Diary","Nov-23","Thursday 02/11/23"
"29c74f58-9de4-43d2-8afc-6594d71345e1","","checklist-flat","","Site Diary","checklist-flat","FALSE","FALSE","Site Diary","Nov-23","Wednesday 08/11/23"
"dc499913-a50f-444a-b544-c4d30b0884ee","","checklist-flat","","Site Diary","checklist-flat","FALSE","FALSE","Site Diary","Nov-23","Thursday 09/11/23"
"fdbb8ef8-1c33-4f6e-87a5-1b003c243b12","","checklist-flat","","Site Diary","checklist-flat","FALSE","FALSE","Site Diary","Nov-23","Friday 10/11/23"
"50b93a99-fd5c-4e43-bac2-96cdfc70fe8e","","checklist-flat","","Site Diary","checklist-flat","FALSE","FALSE","Site Diary","Nov-23","Monday 13/11/23"
"a90fe7ff-7847-4c6b-9e61-56f9a38f221b","","checklist-flat","","Site Diary","checklist-flat","FALSE","FALSE","Site Diary","Nov-23","Tuesday 14/11/23"
"c3431548-5091-455f-a061-5f5dcb4db783","","checklist-flat","","Toolbox Meeting","checklist-flat","FALSE","FALSE","Site Diary","Nov-23","Wednesday 15/11/23"
"32dd9ab1-0bc0-4bda-b150-da2ecda52101","","checklist-flat","","Site Diary","checklist-flat","FALSE","FALSE","Site Diary","Nov-23","Thursday 16/11/23"
"deb3d283-3751-4235-852b-057b0cb525e1","","checklist-flat","","Site Diary","checklist-flat","FALSE","FALSE","Site Diary","Nov-23","Friday 17/11/23"
"44765596-78e8-426f-8f94-44a7e7ed3587","","checklist-flat","","Site Diary","checklist-flat","FALSE","FALSE","Site Diary","Nov-23","Monday 20/11/23"
"ad607686-06ef-4bce-a007-4abf28747d68","","checklist-flat","","Site Diary","checklist-flat","FALSE","FALSE","Site Diary","Nov-23","Tuesday 21/11/23"
