type,name,values,prefix,postfix,usage count,user addable,template name,,,
checkpoint,Protruding services have been adequately protected from future construction damage,,,,,,,,,
section,Marking & Labelling,,,,,,,,,
checkpoint,Underground pipework to have identification tape installed.,,,,,,,,,
checkpoint,All marking tape is in accordance with Australian standard,,,,,,,,,
section,Pressure Testing,,,,,,,,,
checkpoint,Prior to testing the system shall be flushed of all foreign matter.,,,,,,,,,
checkpoint,"Hydrostatic pressure test before backfilling, lagging & covering. Pipework with elastomeric or RRJ shall be backfilled leaving the joints exposed. Test as per AS 3500.4. 1500 KPA for 30 min. No leaks are acceptable. Some fixture cannot handle 1500 KPA.",,,,,,,,,
section,Backfill Compaction,,,,,,,,,
checkpoint,Backfill pipe with sand and fill balance of trench with selected excavated spoil,,,,,,,,,
checkpoint,Services Consultant(s) field inspection report(s) - Subcontractor to address all items raised by consultants and other project stakeholder,,,,,,,,,
section,Final Trim / Clean Site,,,,,,,,,
checkpoint,Final clean and grade site area affected by the water services scope of works. Excess spoil removed in accordance with contract terms,,,,,,,,,
section,Final Inspection / Commission,,,,,,,,,
checkpoint,"Verify all inspections, complete records Hose Reels to be commissioned as per AS2441 clause 12.",,,,,,,,,
checkpoint,All Authority approvals have been received with Supporting records from Services Subcontractors,,,,,,,,,
section,Record Drawings,,,,,,,,,
checkpoint,"Provide Requirement as per contract documentation including Dimensioned, Surveyed, Falls, Locations, Components",,,,,,,,,
label,"Installation aligning with IFC documentation - Any deviation from the IFC documentation must first be developed and coordinated in BIM / Revit model. Subcontractor to organise clash detection review and identify any issues to the wider team, wider team to review and sign off on any changes. As-built documentation to be prepared and submitted by Services Subcontractors within 28 days of works being installed.",,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
checklist,Hydrants,,,,,,ITP 004 Hydraulics – Hydrants,,,
section,Scope of work,,,,,,,,,
checkpoint,Check documents are current & for construction,,,,,,,,,
section,Competency,,,,,,,,,
checkpoint,Trade Registration,,,,,,,,,
section,Set Out & Service Location,,,,,,,,,
checkpoint,Mark out hydrant locations as per contract documents and compliance with AS2419.1 Fire Hydrant Installations.,,,,,,,,,
checkpoint,Services in trenching area have been located or shown on documentations prior to commencing works.,,,,,,,,,
section,Trenching,,,,,,,,,
checkpoint,Where excavations are >1.5m deep Services Subcontractors have prepared a Safe Work Method Statement and submitted to HY and permit completed,,,,,,,,,
checkpoint,A Plant Safety Verification has been conducted for all mobile plant to be used for In Ground Services Installation,,,,,,,,,
section,Pipes Support,,,,,,,,,
checkpoint,"Pipes to be supported as per AS2419 clause 8.7. Vertical & Horizontal support as per AS2491.1 Fire Hydrant Installations. Table 8.7.7. DN80 Max spacing 5m, DN100 Max spacing 5m & >100 Max spacing 6m. underground pipework to be secured as per AS2419.1 clause 8.8",,,,,,,,,
section,Valves,,,,,,,,,
checkpoint,"Valve to comply with AS2638.1 Gate valves for waterworks purposes ,AS2638.2 Resilient seated gate valve & AS3579 Cast Iron Wedge gate valve for general purpose.",,,,,,,,,
section,Piping,,,,,,,,,
checkpoint,Pipework selection and sizes as per specifications and for construction drawings.,,,,,,,,,
checkpoint,"Pipework is in accordance with the IFC drawings, sample submission and specification",,,,,,,,,
checkpoint,AS2419 Fire Hydrant Installations,,,,,,,,,
section,Marking & Labelling,,,,,,,,,
checkpoint,Underground pipework to have identification tape installed.,,,,,,,,,
checkpoint,All marking tape is in accordance with the Australian standard,,,,,,,,,
section,Testing,,,,,,,,,
checkpoint,Prior to test the system shall have all air and debris flushed from the system as per AS 2419.1 clause 10.2.1,,,,,,,,,
checkpoint,Hydrostatic pressure test to AS2419.1 clause 8.4. Pressure tests at 1500 KPA or 1.5 times the design pressure whichever is the greater for duration of 2 hours. If pipe work is underground the test shall be made before covering of the joints takes place. The pipework sections will be partially backfilled for securing during test.,,,,,,,,,
section,Backfill Compaction,,,,,,,,,
checkpoint,Photographs of installed services prior to backfill.,,,,,,,,,
checkpoint,Backfill pipe with sand and fill balance of trench with selected excavated spoil,,,,,,,,,
checkpoint,"Bedding material and trench backfill is in accordance with IFC Drawings, sample submission and specification",,,,,,,,,
label,(Bedding material grading certificate to be provided),,,,,,,,,
section,Final Trim / Clean Site,,,,,,,,,
checkpoint,Final clean and grade site area affected by the water services scope of works. Excess spoil removed in accordance with contract terms,,,,,,,,,
checkpoint,Excess spoil removed in accordance with contract terms,,,,,,,,,
section,Final Inspection / Commission,,,,,,,,,
checkpoint,System shall be commissioned as per AS2419.1 Fire Hydrant Installations clause 10.3. Details of commission attached to back of ITP.,,,,,,,,,
section,Record Drawings,,,,,,,,,
checkpoint,"Provide Requirement as per contract documentation including Dimensioned, Surveyed, Falls, Locations, Components. Provide verifications of testing",,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
checklist,Hydraulic Pumps,,,,,,ITP 005 Hydraulics – Hydraulic Pumps,,,
section,Scope of work,,,,,,,,,
checkpoint,Check documents are current & for construction,,,,,,,,,
section,Competency,,,,,,,,,
checkpoint,Trade registration for installation. Australian certified manufacturer for pump manufacture and commission.,,,,,,,,,
section,Set Out,,,,,,,,,
checkpoint,Review current for construction drawing for pump locations.,,,,,,,,,
checkpoint,Existing services have been located and marked out as appropriate (eg/dial before you dig drawings) and the Services Subcontractors own services scan carried out,,,,,,,,,
section,Pump Selection,,,,,,,,,
checkpoint,"Specifications, design documentation and issued for construction drawings",,,,,,,,,
section,Testing & Commissioning,,,,,,,,,
checkpoint,Prior to testing the system shall be flushed of all foreign matter.,,,,,,,,,
checkpoint,Pumps shall be commissioned as per the manufacturer's recommendation.,,,,,,,,,
checkpoint,Pump Operation – test for correct rotation,,,,,,,,,
checkpoint,Automatic Changeover – Test changeover sequence under all operational combinations,,,,,,,,,
checkpoint,"Level Controls – Operate pumps, measure levels and adjust if necessary.",,,,,,,,,
checkpoint,Safety Controls – Simulate fault for each safety control,,,,,,,,,
checkpoint,Alarms – Simulate alarm condition. Verify correct alarm raised.,,,,,,,,,
checkpoint,Motor: Measure motor current and adjust overloads to suit.,,,,,,,,,
checkpoint,Completion test – Provide a full operational test to verify compliance.,,,,,,,,,
checkpoint,All Authority approvals have been received with Supporting records from Services Subcontractor.,,,,,,,,,
checkpoint,Services Consultant(s) field inspection report(s) - Subcontractor to address all items raised by consultants and other project stakeholder,,,,,,,,,
section,Record Drawings,,,,,,,,,
checkpoint,"Provide Requirement as per contract documentation including Dimensioned, Surveyed, Falls, Locations, Components",,,,,,,,,
label,"Installation aligning with IFC documentation - Any deviation from the IFC documentation must first be developed and coordinated in BIM / Revit model. Subcontractor to organise clash detection review and identify any issues to the wider team, wider team to review and sign off on any changes. As-built documentation to be prepared and submitted by Services Subcontractors within 28 days of works being installed",,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
checklist,Stormwater,,,,,,ITP 007 Hydraulics – Stormwater,,,
section,Scope of work,,,,,,,,,
checkpoint,Check documents are current & for construction,,,,,,,,,
checkpoint,Check levels & falls,,,,,,,,,
section,Competency,,,,,,,,,
checkpoint,Trade registration for installation. Australian certified manufacturer for pump manufacture and commission.,,,,,,,,,
section,Set Out,,,,,,,,,
checkpoint,Mark out pipe locations and co-ordinate with other trades.,,,,,,,,,
checkpoint,Existing services have been located and marked out as appropriate (eg/dial before you dig drawings) and the Services Subcontractors own services scan carried out,,,,,,,,,
section,Pipe Support,,,,,,,,,
checkpoint,Pipes to be supported as per AS 3500.2 Table 9.1,,,,,,,,,
section,Pipe Laying,,,,,,,,,
checkpoint,Pipes to be laid in straight lines between changes of directions. Pipes are to be laid on base of crushed hard rock or coarse washed sand.,,,,,,,,,
checkpoint,Pipework selection and sizes as per specifications and for construction drawings and AS 3500,,,,,,,,,
checkpoint,"Pipework is in accordance with the IFC drawings, sample submission and specification",,,,,,,,,
checkpoint,Pipe has been laid to correct RL/IL's & cover over pipes is correct depth,,,,,,,,,
checkpoint,Pipe/conduit locations and alignment is in accordance with design requirements,,,,,,,,,
checkpoint,Cast Ins / Penetrations / Blockouts installed to IFC detail and signed off on pre pour ITP,,,,,,,,,
checkpoint,Pipe/conduit penetrations in accordance with approved services location.,,,,,,,,,
checkpoint,Penetrations are of suitable height and have been capped where required.,,,,,,,,,
checkpoint,Pipework penetration collars/isolation is in accordance with specified requirements,,,,,,,,,
checkpoint,Pipework have been installed without damage,,,,,,,,,
checkpoint,Pipework Joints have been appropriately treated/glued,,,,,,,,,
checkpoint,Thrust blocks installed as per detail,,,,,,,,,
checkpoint,Protruding services have been adequately protected from future construction damage,,,,,,,,,
section,Marking & Labelling,,,,,,,,,
checkpoint,Underground pipework to have identification tape installed.,,,,,,,,,
checkpoint,All marking tape is in accordance with Australian Standards,,,,,,,,,
section,Pits,,,,,,,,,
checkpoint,"Pits to have smooth, seamless finish using steel trowel or concrete cast in steel frames. Design and for construction drawings",,,,,,,,,
section,Testing,,,,,,,,,
checkpoint,Test to AS 3500.3 Section 10 Clauses 10.3 .1 & 10.3.2 Hydrostatic Water Test for a period of 3min.,,,,,,,,,
checkpoint,Hydrostatic tests have been successfully conducted. Supporting Records to be provided,,,,,,,,,
checkpoint,Protruding services have been adequately protected from future construction damage,,,,,,,,,
checkpoint,Inground services have been inspected by the relevant authorities/consultants prior to closing up (witness/hold point),,,,,,,,,
checkpoint,Pipe/conduit compliance record/certificate,,,,,,,,,
section,Backfill Compaction,,,,,,,,,
checkpoint,Pipes are to be laid on base of crushed hard rock or coarse washed sand. The balance of the trench to be filled and compacted with selected removed spoil.,,,,,,,,,
checkpoint,"Bedding material is in accordance with the IFC drawings, sample submission and specification",,,,,,,,,
checkpoint,Bedding material grading certificate to be provided,,,,,,,,,
checkpoint,"Trench backfill material is in accordance with the IFC drawings, sample submission and specification",,,,,,,,,
checkpoint,Photographs of installed services prior to backfill,,,,,,,,,
checkpoint,Surfaces disturbed during services installation have been adequately reinstated/repaired,,,,,,,,,
section,Final Trim / Clean Site,,,,,,,,,
checkpoint,Final clean and grade site area affected by the Stormwater scope of works,,,,,,,,,
checkpoint,Excess spoil removed from site by as per contract terms,,,,,,,,,
section,Final Inspection / Completion,,,,,,,,,
checkpoint,"Verify all inspections, complete records clean and flush entire installation",,,,,,,,,
checkpoint,All Authority approvals have been received with Supporting records from Services Subcontractors,,,,,,,,,
checkpoint,Services Consultant(s) field inspection report(s) - Subcontractor to address all items raised by consultants and other project stakeholder,,,,,,,,,
section,Record Drawings,,,,,,,,,
checkpoint,"Provide Requirement as per contract documentation including Dimensioned, Surveyed, Falls, Locations and Components. Provide verifications of testing",,,,,,,,,
label,"Installation aligning with IFC documentation - Any deviation from the IFC documentation must first be developed and coordinated in BIM / Revit model. Subcontractor to organise clash detection review and identify any issues to the wider team, wider team to review and sign off on any changes. As-built documentation to be prepared and submitted by Services Subcontractors within 28 days of works being installed.",,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
checklist,Sanitary Fixtures & Tapware,,,,,,ITP 008 Hydraulics – Sanitary Fixtures & Tapware,,,
section,Scope of work,,,,,,,,,
checkpoint,Check documents are current & for construction,,,,,,,,,
checkpoint,Check levels & falls,,,,,,,,,
section,Competency,,,,,,,,,
checkpoint,Trade registration for installation. Australian certified manufacturer for pump manufacture and commission.,,,,,,,,,
section,Set Out,,,,,,,,,
checkpoint,Mark out pipe and fixture locations and co-ordinate with other trades. Ensure that correct fixture information is being used,,,,,,,,,
checkpoint,Existing services have been located and marked out as appropriate (eg/dial before you dig drawings) and the Services Subcontractors own services scan carried out,,,,,,,,,
section,Fixture / Tapware Selection,,,,,,,,,
checkpoint,Refer to schedules in specifications and design documentation.,,,,,,,,,
section,Installation,,,,,,,,,
checkpoint,"Generally refer to manufacturer's literature for correct installation details. Ensure that items are installed level, plumb & true. Ensure that moving parts function freely and without obstruction.",,,,,,,,,
section,Testing,,,,,,,,,
checkpoint,"Prior to testing the system shall be flushed of all foreign matter. Remove all protective coatings, stickers and clean surfaces.",,,,,,,,,
checkpoint,Services Consultant(s) field inspection report(s) - Subcontractor to address all items raised by consultants and other project stakeholder,,,,,,,,,
section,Final Trim / Clean Site,,,,,,,,,
checkpoint,Final clean site area affected by the fixtures & tapware scope of works,,,,,,,,,
section,Final Inspection / Completion,,,,,,,,,
checkpoint,"Verify all inspections, complete records",,,,,,,,,
checkpoint,All Authority approvals have been received with Supporting records from Services Subcontractors,,,,,,,,,
section,Record Drawings,,,,,,,,,
checkpoint,"Provide Requirement of contract including Dimensioned, Surveyed, Falls, Locations, Components",,,,,,,,,
label,"Installation aligning with IFC documentation - Any deviation from the IFC documentation must first be developed and coordinated in BIM / Revit model. Subcontractor to organise clash detection review and identify any issues to the wider team, wider team to review and sign off on any changes. As-built documentation to be prepared and submitted by Services Subcontractors within 28 days of works being installed.",,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
checklist,Water Heaters,,,,,,ITP 009 Hydraulics – Water Heaters,,,
section,Scope of work,,,,,,,,,
checkpoint,Check documents are current & for construction,,,,,,,,,
checkpoint,Check levels & falls,,,,,,,,,
section,Competency,,,,,,,,,
checkpoint,Trade registration for installation. Australian certified manufacturer for pump manufacture and commission.,,,,,,,,,
section,Set Out,,,,,,,,,
checkpoint,Mark out pipe and fixture locations and co-ordinate with other trades. Ensure that correct fixture information is being used,,,,,,,,,
checkpoint,Existing services have been located and marked out as appropriate (eg/dial before you dig drawings) and the Services Subcontractors own services scan carried out,,,,,,,,,
section,Heater Selection,,,,,,,,,
checkpoint,"Specifications, design documentation and issued for construction drawings",,,,,,,,,
section,Installation,,,,,,,,,
checkpoint,Generally refer to manufacturer's literature for correct installation details. Where applicable refer to AS5601 for gas appliance installation.,,,,,,,,,
section,Testing,,,,,,,,,
checkpoint,"Prior to testing the system shall be flushed of all foreign matter. Remove all protective coatings, stickers and clean surfaces. Where applicable test gas fired plant to AS5601 – Gas installations",,,,,,,,,
checkpoint,Services Consultant(s) field inspection report(s) - Subcontractor to address all items raised by consultants and other project stakeholder,,,,,,,,,
section,Final Trim / Clean Site,,,,,,,,,
checkpoint,Final clean site area affected by the Water Heaters scope of works,,,,,,,,,
section,Final Inspection / Completion,,,,,,,,,
checkpoint,"Verify all inspections, complete records",,,,,,,,,
checkpoint,All Authority approvals have been received with Supporting records from Services Subcontractors,,,,,,,,,
section,Record Drawings,,,,,,,,,
checkpoint,"Provide Requirement of contract including Dimensioned, Surveyed, Falls, Locations, Components",,,,,,,,,
label,"Installation aligning with IFC documentation - Any deviation from the IFC documentation must first be developed and coordinated in BIM / Revit model. Subcontractor to organise clash detection review and identify any issues to the wider team, wider team to review and sign off on any changes. As-built documentation to be prepared and submitted by Services Subcontractors within 28 days of works being installed.",,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
checklist,Inground Sewer Drainage,,,,,,ITP 013 Hydraulics – Inground Sewer Drainage,,,
section,Scope of work,,,,,,,,,
checkpoint,Check documents are current & for construction,,,,,,,,,
checkpoint,Check levels & falls,,,,,,,,,
section,Competency,,,,,,,,,
checkpoint,Trade registration for installation. Australian certified manufacturer for pump manufacture and commission.,,,,,,,,,
section,Set Out,,,,,,,,,
checkpoint,Mark out pipe and fixture locations and co-ordinate with other trades. Ensure that correct fixture information is being used,,,,,,,,,
checkpoint,Existing services have been located and marked out as appropriate (eg/dial before you dig drawings) and the Services Subcontractors own services scan carried out,,,,,,,,,
section,Excavation,,,,,,,,,
checkpoint,Excavate trenches to minimal size,,,,,,,,,
checkpoint,Grade Trenches to Falls,,,,,,,,,
checkpoint,Bed pipes on 10mm – blue metal,,,,,,,,,
checkpoint,Surfaces disturbed during services installation have been adequately reinstated/repaired,,,,,,,,,
section,Pipework,,,,,,,,,
checkpoint,"Pipework is in accordance with IFC drawings, sample submission and specification",,,,,,,,,
checkpoint,Pipe has been laid to correct RL/IL's & cover over pipes is correct depth,,,,,,,,,
checkpoint,Pipe/conduit locations and alignment is in accordance with design requirements,,,,,,,,,
checkpoint,Minimum separation of underground services is achieved,,,,,,,,,
checkpoint,Cast Ins / Penetrations / Blockouts installed to IFC detail and signed off on pre pour ITP,,,,,,,,,
checkpoint,Pipe/conduit penetrations in accordance with approved services location.,,,,,,,,,
checkpoint,Penetrations are of suitable height and have been capped where required.,,,,,,,,,
checkpoint,Pipework penetration collars/isolation is in accordance with specified requirements,,,,,,,,,
checkpoint,Pipework have been installed without damage,,,,,,,,,
checkpoint,Pipework Joints have been appropriately treated/glued,,,,,,,,,
checkpoint,Pipe/conduit compliance record/certificate as per specification,,,,,,,,,
checkpoint,Thrust blocks installed as per detail,,,,,,,,,
checkpoint,Protruding services have been adequately protected from future construction damage,,,,,,,,,
section,Pits,,,,,,,,,
checkpoint,Adequate Protection,,,,,,,,,
checkpoint,Installation as per specification,,,,,,,,,
section,Backfill Compaction,,,,,,,,,
checkpoint,Inground services have been inspected by the relevant authorities/consultants prior to closing up (witness/hold point),,,,,,,,,
checkpoint,Photographs of installed services prior to backfill,,,,,,,,,
checkpoint,Backfill pipe with 10mm blue metal then backfill with selected excavated material,,,,,,,,,
checkpoint,"Bedding material is in accordance with the IFC drawings, sample submission and specification.",,,,,,,,,
checkpoint,Bedding material grading certificate to be provided,,,,,,,,,
checkpoint,"Trench backfill material is in accordance with the IFC drawings, sample submission and specification",,,,,,,,,
checkpoint,Services Consultant(s) field inspection report(s) - Subcontractor to address all items raised by consultants and other project stakeholder,,,,,,,,,
section,Final Trim / Clean Site,,,,,,,,,
checkpoint,Final clean and grade site area affected by the Stormwater scope of works,,,,,,,,,
checkpoint,Excess Spoil removed from site by others,,,,,,,,,
section,Final Inspection / Completion,,,,,,,,,
checkpoint,"Verify all inspections, complete records clean and flush entire installation",,,,,,,,,
checkpoint,All Authority approvals have been received with Supporting records from Services Subcontractors,,,,,,,,,
checkpoint,Services Consultant(s) field inspection report(s) - Subcontractor to address all items raised by consultants and other project stakeholder,,,,,,,,,
section,Record Drawings,,,,,,,,,
checkpoint,"Provide Requirement as per contract documentation including Dimensioned, Surveyed, Falls, Locations and Components. Provide verifications of testing",,,,,,,,,
label,"Installation aligning with IFC documentation - Any deviation from the IFC documentation must first be developed and coordinated in BIM / Revit model. Subcontractor to organise clash detection review and identify any issues to the wider team, wider team to review and sign off on any changes. As-built documentation to be prepared and submitted by Services Subcontractors within 28 days of works being installed.",,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
checklist,Sanitary Plumbing,,,,,,ITP 014 Hydraulics – Sanitary Plumbing,,,
section,Scope of work,,,,,,,,,
checkpoint,Check documents are current & for construction,,,,,,,,,
checkpoint,Check levels & falls,,,,,,,,,
section,Competency,,,,,,,,,
checkpoint,Trade registration for installation. Australian certified manufacturer for pump manufacture and commission.,,,,,,,,,
section,Set Out,,,,,,,,,
checkpoint,Mark out pipe and fixture locations and co-ordinate with other trades. Ensure that correct fixture information is being used,,,,,,,,,
checkpoint,Existing services have been located and marked out as appropriate (eg/dial before you dig drawings) and the Services Subcontractors own services scan carried out,,,,,,,,,
section,Pipe Support,,,,,,,,,
checkpoint,Pipes to be supported as per AS 3500.2 Table 9.1,,,,,,,,,
section,Pipe Installation,,,,,,,,,
checkpoint,"Pipes to be installed in straight lines, vertically and horizontally, between changes of directions.",,,,,,,,,
section,Piping,,,,,,,,,
