type,name,values,prefix,postfix,usage count,user addable,template name,,,,
label,Symal Infrastructure - Key: S,,,,,,,,,,
label,Symal Infrastructure - Resp: SE,,,,,,,,,,
label,"Remarks / record (eg. test frequency, reports, certificates, checklist etc): ",,,,,,,,,,
label,• Site photos,,,,,,,,,,
checkpoint,2.2 - Profile transitions and matching existing sections,,,,,,,,,,
label,Ref docs: ,,,,,,,,,,
label,• VR Clause 703.24,,,,,,,,,,
label,• SD2102,,,,,,,,,,
label,Acceptance criteria: ,,,,,,,,,,
label,"• Where it is necessary to join to an existing section of profile different from that being constructed, the change of profile shall be made at a constant rate between 10 and 20 mm per metre. Transitions between different profiles shall be made in accordance with the drawings.",,,,,,,,,,
button,• Are the profile transitions acceptable?,"Yes,No,N/A",,,,,,,,,
label,Freq: Each lot,,,,,,,,,,
label,VERIFY OF ACCEPTANCE BY,,,,,,,,,,
label,Symal Infrastructure - Key: R,,,,,,,,,,
label,Symal Infrastructure - Resp: SE,,,,,,,,,,
checkpoint,2.3 - Surface Finish,,,,,,,,,,
label,Ref docs: VR Clause 703.25,,,,,,,,,,
label,Acceptance criteria: ,,,,,,,,,,
label,• All edgings shall be rendered and have a steel trowel finish. Visible concrete surfaces to have class 3 finish. Hidden surfaces may have a class 4 finish. ,,,,,,,,,,
button,• Is the surface finish acceptable?,"Yes,No,N/A",,,,,,,,,
label,Freq: Each lot,,,,,,,,,,
label,VERIFY OF ACCEPTANCE BY,,,,,,,,,,
label,Symal Infrastructure - Key: I,,,,,,,,,,
label,Symal Infrastructure - Resp: SE,,,,,,,,,,
checkpoint,2.4 - Joints,,,,,,,,,,
label,Ref docs: VR Clause 703.26,,,,,,,,,,
label,Acceptance criteria: ,,,,,,,,,,
label,• Transverse joints shall be constructed at regular intervals not exceeding 2.5 m. The resultant slot in the edging shall be tooled to a depth of 20 mm to produce a neat groove not less than 5 mm wide on the exposed surfaces.,,,,,,,,,,
label,• Expansion joints shall be placed at junctions with bridges and shall be 15 mm wide and filled with cork or bituminous impregnated particle board strip extending for the full width and full depth of the edging.  ,,,,,,,,,,
button,• Are joints installed and comply with all specifications?,"Yes,No,N/A",,,,,,,,,
label,Freq: Each lot,,,,,,,,,,
label,VERIFY OF ACCEPTANCE BY,,,,,,,,,,
label,Symal Infrastructure - Key: R,,,,,,,,,,
label,Symal Infrastructure - Resp: SE,,,,,,,,,,
checkpoint,2.5 - Curing & Protection of Concrete,,,,,,,,,,
label,Ref docs: ,,,,,,,,,,
label,• VR Clause 703.10,,,,,,,,,,
label,• 703.27,,,,,,,,,,
label,Acceptance criteria: ,,,,,,,,,,
label,"• Freshly finished exposed concrete surfaces shall be protected from rain or damage from other sources, until hard set has occurred.",,,,,,,,,,
label,"• All concrete shall be protected from damage from early loading by pedestrians, animals, vehicles and from rain or any other cause.",,,,,,,,,,
button,• Are finished curbs protected and free from damage? ,"Yes,No,N/A",,,,,,,,,
label,Freq: Each lot,,,,,,,,,,
label,VERIFY OF ACCEPTANCE BY,,,,,,,,,,
label,Symal Infrastructure - Key: S,,,,,,,,,,
label,Symal Infrastructure - Resp: SE,,,,,,,,,,
checkpoint,2.6 - Repair of damaged kerb and channel,,,,,,,,,,
label,Ref docs: VR Clause 703.30,,,,,,,,,,
label,Acceptance criteria: ,,,,,,,,,,
label,"• For damaged kerb and channel and edgings, a length of at least 1 m shall be removed and the replacement section shall be:",,,,,,,,,,
label,(a) constructed on compacted bedding;,,,,,,,,,,
label,(b) dowelled into the adjoining sections with 12 mm diameter hot dip galvanised dowels embedded at least 100 mm each side of the joint; and,,,,,,,,,,
label,(c) shaped and finished with curved trowels to match the profile and surface finish of adjoining sections,,,,,,,,,,
button,• Is all damage to curbs repaired in line with specifications?,"Yes,No,N/A",,,,,,,,,
label,Freq: Each lot (if required),,,,,,,,,,
label,VERIFY OF ACCEPTANCE BY,,,,,,,,,,
label,Symal Infrastructure - Key: I,,,,,,,,,,
label,Symal Infrastructure - Resp: SE,,,,,,,,,,
section,3.0 Completion,,,,,,,,,,
checkpoint,3.1 - As Built Survey,,,,,,,,,,
label,Ref docs: VR Clause 703.15,,,,,,,,,,
label,Acceptance criteria: ,,,,,,,,,,
label,"• Concrete paving including footpaths, edgings, other surfaces and shared use paths shall be shaped to match existing fixtures, e.g. pit covers, edgings and vehicle crossings, within 5 mm.",,,,,,,,,,
label,"• Kerb and channel shall be constructed to the level of the adjoining pavement with a tolerance of  0 to +10 mm.  Except on curves or in shaped areas, the deviation of the finished work from a 3 m straightedge shall not exceed 5 mm at any point.",,,,,,,,,,
label,Freq: Each lot,,,,,,,,,,
label,VERIFY OF ACCEPTANCE BY,,,,,,,,,,
label,Symal Infrastructure - Key: R,,,,,,,,,,
label,Symal Infrastructure - Resp: SE,,,,,,,,,,
label,CYP D&C JV - Key: R,,,,,,,,,,
checkpoint,3.2 - Product Non-Conformance,,,,,,,,,,
label,Ref docs: QMP,,,,,,,,,,
label,Acceptance criteria: ,,,,,,,,,,
label,• All Product Non-Conformance(s) recorded and closed (if applicable) ,,,,,,,,,,
label,Freq: Each lot,,,,,,,,,,
label,VERIFY OF ACCEPTANCE BY,,,,,,,,,,
label,Symal Infrastructure - Key: R,,,,,,,,,,
label,Symal Infrastructure - Resp: SE,,,,,,,,,,
label,"Remarks / record (eg. test frequency, reports, certificates, checklist etc): ",,,,,,,,,,
textbox,• NCR No:,,,,,,,,,,
label,• NCR reports,,,,,,,,,,
checkpoint-no-status,Lot acceptance:,,,,,,,,,,
textbox,Works complete (signer SS),,,,,,,,,,
textbox,Date works complete,,,,,,,,,,
textbox,Lot conforms (signer PE),,,,,,,,,,
textbox,Date lot closed,,,,,,,,,,
textbox,NCR/s no. raised,,,,,,,,,,
textbox,Date NCR closed for this lot,,,,,,,,,,
