type,name,values,prefix,postfix,usage count,user addable,template name,,,,
button,"• Is bedding material for shared use paths compacted size 20 mm Class 3 crushed rock or Class 3 crushed concrete in accordance with Section 812 or 820 respectively, and Section 304.","Yes,No,N/A",,,,,,,,,
button,• Are pavement lots tested for compliance with the specified compaction scale for moisture content no less than 85%,"Yes,No,N/A",,,,,,,,,
button,• Is fill material used below bedding tested to Table 204.131 Compaction Requirements,"Yes,No,N/A",,,,,,,,,
label,Freq: Prior to start of works,,,,,,,,,,
label,VERIFY OF ACCEPTANCE BY,,,,,,,,,,
label,Symal Infrastructure - Key: R,,,,,,,,,,
label,Symal Infrastructure - Resp: SE/PE,,,,,,,,,,
checkpoint,1.5 - Provision for Permanent Signs,,,,,,,,,,
label,Ref docs: VR703,,,,,,,,,,
label,Acceptance criteria: ,,,,,,,,,,
button,• Have sign post sockets been supplied & placed for erection of permanent signs in the areas to be paved as per VR703.22.,"Yes,No,N/A",,,,,,,,,
label,Freq: Each Lot,,,,,,,,,,
label,VERIFY OF ACCEPTANCE BY,,,,,,,,,,
label,Symal Infrastructure - Key: R,,,,,,,,,,
label,Symal Infrastructure - Resp: SE/PE,,,,,,,,,,
checkpoint,1.6 - Relevant Permits Required,,,,,,,,,,
label,Acceptance criteria: ,,,,,,,,,,
button,• Relevant permits have been signed and approved.,"Yes,No,N/A",,,,,,,,,
label,Freq: Prior to start of works,,,,,,,,,,
label,VERIFY OF ACCEPTANCE BY,,,,,,,,,,
label,Symal Infrastructure - Key: R,,,,,,,,,,
checkpoint,1.7 - Excavation,,,,,,,,,,
label,Ref docs: IFC Drawings,,,,,,,,,,
label,Acceptance criteria: ,,,,,,,,,,
textbox,• Excavation to a total depth of,,,mm,,,,,,,
label,Freq: Each Lot,,,,,,,,,,
label,VERIFY OF ACCEPTANCE BY,,,,,,,,,,
label,Symal Infrastructure - Key: R,,,,,,,,,,
checkpoint,1.8 - Sub-Base Course,,,,,,,,,,
label,Ref docs: IFC Drawings,,,,,,,,,,
label,Acceptance criteria: ,,,,,,,,,,
textbox,• mm layer of __mm,,,,,,,,,,
textbox,• Class __ crushed rock or crushed concrete placed?,,,,,,,,,,
label,Freq: Each Lot,,,,,,,,,,
label,VERIFY OF ACCEPTANCE BY,,,,,,,,,,
label,Symal Infrastructure - Key: R,,,,,,,,,,
section,2.0  Under screed/Concrete Pavement,,,,,,,,,,
checkpoint,2.1 - Formwork,,,,,,,,,,
label,Ref docs: VR703.12,,,,,,,,,,
label,Acceptance criteria: ,,,,,,,,,,
button,• Formwork has been installed correctly and sufficiently braced.,"Yes,No,N/A",,,,,,,,,
button,• Formwork set out has been done as per latest design drawings and specifications,"Yes,No,N/A",,,,,,,,,
button,• Were Construction joints/Expansion Joints/Isolation Joints /or any type of joint as specified in the drawings Installed,"Yes,No,N/A",,,,,,,,,
button,• Installations of Cast-Ins/ HD bolts/ Chemical Anchors/Block out Verified/Sockets,"Yes,No,N/A",,,,,,,,,
label,Freq: Each Lot,,,,,,,,,,
label,VERIFY OF ACCEPTANCE BY,,,,,,,,,,
label,Symal Infrastructure - Key: H,,,,,,,,,,
label,Symal Infrastructure - Resp: SE/PE,,,,,,,,,,
holdpoint,HOLD POINT,,,,,,,,,,
checkpoint,2.2 - Steel Reinforcement,,,,,,,,,,
label,Ref docs: ,,,,,,,,,,
label,• VR703.13,,,,,,,,,,
label,• AS/NZS 4671,,,,,,,,,,
label,• AS/ZNS 4680,,,,,,,,,,
label,• AS3600,,,,,,,,,,
label,• VR703.16,,,,,,,,,,
label,Acceptance criteria: ,,,,,,,,,,
button,• Mesh installed with 40mm top and sides cover and 50 mm Bottom Cover ,"Yes,No,N/A",,,,,,,,,
button,• Tolerance - As per specifications and Australian Standard,"Yes,No,N/A",,,,,,,,,
button,"• Steel is free of excess corrosion, loose millings, oil or other contaminants","Yes,No,N/A",,,,,,,,,
button,• Required Connection Details - U Bars/ Z Bars/Cogs/Starter bars Verified,"Yes,No,N/A",,,,,,,,,
button,"• Correct concrete cover and chairs on sides, bottom and top Verified","Yes,No,N/A",,,,,,,,,
label,Freq: Each Lot,,,,,,,,,,
label,VERIFY OF ACCEPTANCE BY,,,,,,,,,,
label,Symal Infrastructure - Key: R,,,,,,,,,,
label,Symal Infrastructure - Resp: SS,,,,,,,,,,
checkpoint,2.3 - Pre-Pour Inspection,,,,,,,,,,
label,Ref docs: IFC Drawings/QMP,,,,,,,,,,
label,Acceptance criteria: ,,,,,,,,,,
button,• Has steel reinforcement been placed correctly with adequate cover?,"Yes,No,N/A",,,,,,,,,
button,• Have tie bars and joints been installed at the correct intervals?,"Yes,No,N/A",,,,,,,,,
button,"• Pour area is free of loose debris, oils, water","Yes,No,N/A",,,,,,,,,
button,"• Have any services/penetrations/blockout located within the Pavements been installed, surveyed and pinned down","Yes,No,N/A",,,,,,,,,
button,• Concrete Testing Lab Representative will be available during concrete pour,"Yes,No,N/A",,,,,,,,,
button,• Sufficient vibrators are available during concrete pour,"Yes,No,N/A",,,,,,,,,
button,• CYP D&C JV informed of concrete pour date and start time,"Yes,No,N/A",,,,,,,,,
label,Freq: Prior to start of Concrete Placement,,,,,,,,,,
label,VERIFY OF ACCEPTANCE BY,,,,,,,,,,
label,Symal Infrastructure - Key: H,,,,,,,,,,
label,Symal Infrastructure - Resp: SS,,,,,,,,,,
label,CYP D&C JV - Key: H,,,,,,,,,,
label,"Remarks / record (eg. test frequency, reports, certificates, checklist etc): ",,,,,,,,,,
label,• Attach subcontractor ITPs ,,,,,,,,,,
holdpoint,HOLD POINT,,,,,,,,,,
checkpoint,"2.4 - Placing, compacting and finishing concrete",,,,,,,,,,
label,Ref docs: ,,,,,,,,,,
label,• VR610.10/610.13,,,,,,,,,,
label,• VR610.18,,,,,,,,,,
label,• VR703.08,,,,,,,,,,
label,Acceptance criteria: ,,,,,,,,,,
button,• Is concrete temperature as per VR703. and not mixed when the air temperature is lower than 5°C or greater than 35°C.,"Yes,No,N/A",,,,,,,,,
button,• Is discharge Time 60 minutes unless mix design is approved by Proof Engineer for 90 minutes.,"Yes,No,N/A",,,,,,,,,
button,• Is concrete thoroughly compacted and works carried out as per Australian Standard & Project Drawings/ Specifications,"Yes,No,N/A",,,,,,,,,
button,• Are concrete samples taken in accordance with 610.16(b).,"Yes,No,N/A",,,,,,,,,
button,• Is specified slump tolerance  within 610.16(c).,"Yes,No,N/A",,,,,,,,,
button,• Is concrete mixed for not less than a period of three (3) minutes prior to discharge.,"Yes,No,N/A",,,,,,,,,
button,• Is the maximum time lag between truck loads on site shall not exceeding 25 minutes if a continuous pour,"Yes,No,N/A",,,,,,,,,
button,• A minimum of one of vibrator used at all times while the concreting is in operation,"Yes,No,N/A",,,,,,,,,
button,• Were forms/cast in items monitored during the pour.,"Yes,No,N/A",,,,,,,,,
button,• Concrete Dockets Received,"Yes,No,N/A",,,,,,,,,
textbox,• Concrete quantity,,,M3,,,,,,,
textbox,• Pour date,,,,,,,,,,
button,• Concrete Fall achieved as per latest IFC drawings,"Yes,No,N/A",,,,,,,,,
label,Freq: Each Lot,,,,,,,,,,
label,VERIFY OF ACCEPTANCE BY,,,,,,,,,,
label,Symal Infrastructure - Key: H,,,,,,,,,,
label,Symal Infrastructure - Resp: SE/PE,,,,,,,,,,
label,CYP D&C JV - Key: H,,,,,,,,,,
label,"Remarks / record (eg. test frequency, reports, certificates, checklist etc): ",,,,,,,,,,
button,• Concrete pour record attached,"Yes,No",,,,,,,,,
button,• Concrete test results attached. ,"Yes,No",,,,,,,,,
holdpoint,HOLD POINT,,,,,,,,,,
section,3.0 Post Pour/ Finishing,,,,,,,,,,
checkpoint,4.6 - Post Pour ,,,,,,,,,,
label,Ref docs: VR703.25,,,,,,,,,,
label,Acceptance criteria: ,,,,,,,,,,
button,• Did concrete achieve the required finish as per specifications,"Yes,No,N/A",,,,,,,,,
button,• Are hidden concrete surfaces of concrete paving have a Class 4 surface finish in accordance with AS 3610.,"Yes,No,N/A",,,,,,,,,
button,• Curing agent applies as per project specifications,"Yes,No,N/A",,,,,,,,,
button,• Concrete reached design strength to strip formwork. (Attach test results),"Yes,No,N/A",,,,,,,,,
button,• Any identified defects after stripping rectified,"Yes,No,N/A",,,,,,,,,
button,• Were expansion joints placed at intervals less than 10m. ,"Yes,No,N/A",,,,,,,,,
button,• As Built Survey completed and report attached.,"Yes,No,N/A",,,,,,,,,
label,Freq: Each Lot,,,,,,,,,,
label,VERIFY OF ACCEPTANCE BY,,,,,,,,,,
label,Symal Infrastructure - Key: R,,,,,,,,,,
label,Symal Infrastructure - Resp: SE,,,,,,,,,,
label,"Remarks / record (eg. test frequency, reports, certificates, checklist etc): ",,,,,,,,,,
button,• Concrete test results attached. ,"Yes,No",,,,,,,,,
checkpoint,4.10 - Backfilling,,,,,,,,,,
label,Ref docs: VR703.29,,,,,,,,,,
label,Acceptance criteria: ,,,,,,,,,,
button,• Were topsoil placed and compacted on layers not exceeding 150mm in thickness and not exceeding 300mm in width not earlier than 3 days after concrete pour?,"Yes,No,N/A",,,,,,,,,
button,• Were the positions of any existing conduits passing under edgings marked by a chase in the edging immediately above the conduit together with a suitable identification mark.,"Yes,No,N/A",,,,,,,,,
label,Freq: Each Lot,,,,,,,,,,
label,VERIFY OF ACCEPTANCE BY,,,,,,,,,,
label,Symal Infrastructure - Key: R,,,,,,,,,,
label,Symal Infrastructure - Resp: SE/PE,,,,,,,,,,
section,5.0 Completion,,,,,,,,,,
checkpoint-no-status,Lot acceptance:,,,,,,,,,,
textbox,Works complete (signer SS),,,,,,,,,,
textbox,Date works complete,,,,,,,,,,
textbox,Lot conforms (signer PE),,,,,,,,,,
textbox,Date lot closed,,,,,,,,,,
textbox,NCR/s no. raised,,,,,,,,,,
textbox,Date NCR closed for this lot,,,,,,,,,,
