type,name,values,prefix,postfix,usage count,user addable,template name,,,,
label,VERIFY OF ACCEPTANCE BY,,,,,,,,,,
label,Symal Infrastructure - Key: H,,,,,,,,,,
label,Symal Infrastructure - Resp: SE,,,,,,,,,,
label,CYP D&C JV - Key: H,,,,,,,,,,
holdpoint,HOLD POINT,,,,,,,,,,
checkpoint,1.5 - Existing pit levels,,,,,,,,,,
label,Ref docs: VR Clause 407.14,,,,,,,,,,
label,Acceptance criteria: ,,,,,,,,,,
button,• Have the existing pits been raised/lowered to meet the surface level of Asphalt?,"Yes,No,N/A",,,,,,,,,
label,Freq: Each lot,,,,,,,,,,
label,VERIFY OF ACCEPTANCE BY,,,,,,,,,,
label,Symal Infrastructure - Key: H,,,,,,,,,,
label,Symal Infrastructure - Resp: SE,,,,,,,,,,
holdpoint,HOLD POINT,,,,,,,,,,
section,2.0 Hot Mix Asphalt Installation ,,,,,,,,,,
checkpoint,2.1 - Commencement of Placing,,,,,,,,,,
label,Ref docs: VR Clause 407.18,,,,,,,,,,
label,Acceptance criteria: ,,,,,,,,,,
label,• The placement of asphalt on the sub-base or granular base for a new pavement or for an overlay of an existing bituminous surfaced pavement shall not commence until approval to proceed is obtained from CYP D&C JV.,,,,,,,,,,
button,• Approval to proceed?,"Yes,No,N/A",,,,,,,,,
label,Freq: Each lot,,,,,,,,,,
label,VERIFY OF ACCEPTANCE BY,,,,,,,,,,
label,Symal Infrastructure - Key: H,,,,,,,,,,
label,Symal Infrastructure - Resp: SE,,,,,,,,,,
label,CYP D&C JV - Key: H,,,,,,,,,,
holdpoint,HOLD POINT,,,,,,,,,,
checkpoint,2.2 - Construction - Jointing,,,,,,,,,,
label,Ref docs: VR Clause 407.17,,,,,,,,,,
label,Acceptance criteria: ,,,,,,,,,,
label,• All transverse joints shall be offset from layer to layer by at least 2 m. ,,,,,,,,,,
label,• Longitudinal joints in the wearing course shall coincide with the location of intended traffic lane lines.,,,,,,,,,,
label,• Longitudinal joints in intermediate and base courses shall be offset from layer to layer by not less than 150 mm and shall be within 300 mm of the traffic lane line or the centre of traffic lane.,,,,,,,,,,
label,"• Where new pavement abuts an existing full depth asphalt pavement, the existing pavement shall be removed in steps to achieve an offset from layer to layer of not less than 150 mm.",,,,,,,,,,
button,• Has all of the above been completed?,"Yes,No,N/A",,,,,,,,,
label,Freq: Each lot,,,,,,,,,,
label,VERIFY OF ACCEPTANCE BY,,,,,,,,,,
label,Symal Infrastructure - Key: I,,,,,,,,,,
label,Symal Infrastructure - Resp: SE,,,,,,,,,,
label,CYP D&C JV - Key: I,,,,,,,,,,
checkpoint,2.3 - Matching Existing Pavement Surface at Junctions,,,,,,,,,,
label,Ref docs: VR Clause 407.17 (d),,,,,,,,,,
label,Acceptance criteria: ,,,,,,,,,,
label,"• At junctions where the new asphalt mat is required to match the level of existing pavement surface at the limits of work, chases shall be cut into the existing pavement by cold planing as specified in Section 402.",,,,,,,,,,
button,• Does new Asphalt Layer match the existing pavement surface with chases cut?,"Yes,No,N/A",,,,,,,,,
label,Freq: Each lot,,,,,,,,,,
label,VERIFY OF ACCEPTANCE BY,,,,,,,,,,
label,Symal Infrastructure - Key: I,,,,,,,,,,
label,Symal Infrastructure - Resp: SE,,,,,,,,,,
checkpoint,2.4 - Paving and Compaction of Asphalt,,,,,,,,,,
label,Ref docs: ,,,,,,,,,,
label,• VR Clause 407.20,,,,,,,,,,
label,• IFC Drawings,,,,,,,,,,
label,Acceptance criteria: ,,,,,,,,,,
label,• Asphalt shall be spread in layers at the compacted thicknesses shown on the drawings or specified.,,,,,,,,,,
label,• Asphalt shall be uniformly compacted Compaction shall not commence until the asphalt has cooled sufficiently to support the rollers without undue displacement.,,,,,,,,,,
button,• Has all of the above been completed? ,"Yes,No,N/A",,,,,,,,,
label,Freq: Each lot,,,,,,,,,,
label,VERIFY OF ACCEPTANCE BY,,,,,,,,,,
label,Symal Infrastructure - Key: I,,,,,,,,,,
label,Symal Infrastructure - Resp: SE,,,,,,,,,,
section,3.0 Completion and Compliance,,,,,,,,,,
checkpoint,3.1 - Compaction Testing – Six Tests ,,,,,,,,,,
label,Ref docs: VR Clause Table 407.221,,,,,,,,,,
label,Acceptance criteria: ,,,,,,,,,,
label,• Thickness < 50 mm: 94.0% Characteristic Density Ratio,,,,,,,,,,
label,• Thickness > 50mm: 96.0% Characteristic Density Ratio,,,,,,,,,,
button,• Has testing been completed and report received? Do results match requirements?,"Yes,No,N/A",,,,,,,,,
label,Freq: Each lot ,,,,,,,,,,
label,VERIFY OF ACCEPTANCE BY,,,,,,,,,,
label,Symal Infrastructure - Key: R,,,,,,,,,,
label,Symal Infrastructure - Resp: SE,,,,,,,,,,
label,"Remarks / record (eg. test frequency, reports, certificates, checklist etc): ",,,,,,,,,,
label,• NATA Test Report: Compaction Tests ,,,,,,,,,,
checkpoint,3.2 - Finished Surface Levels ,,,,,,,,,,
label,Ref docs: ,,,,,,,,,,
label,• VR Clause 407.23,,,,,,,,,,
label,• Table 407.231,,,,,,,,,,
label,• Table 407.232,,,,,,,,,,
label,Acceptance criteria: ,,,,,,,,,,
label,"• The mean surface level and the variation in surface level for the base, intermediate and wearing courses within each lot shall meet the requirements (mean +/- 5mm, standard deviation 8mm)",,,,,,,,,,
label,• Rectification of surface levels shall not commence until approval to proceed is obtained from the Superintendent.,,,,,,,,,,
button,• Is finished surface level acceptable and survey conformance report received? ,"Yes,No,N/A",,,,,,,,,
label,Freq: Each lot,,,,,,,,,,
label,VERIFY OF ACCEPTANCE BY,,,,,,,,,,
label,Symal Infrastructure - Key: H,,,,,,,,,,
label,Symal Infrastructure - Resp: SE,,,,,,,,,,
label,CYP D&C JV - Key: H,,,,,,,,,,
label,"Remarks / record (eg. test frequency, reports, certificates, checklist etc): ",,,,,,,,,,
label,• Conformance Report (Finished surface level and thickness),,,,,,,,,,
holdpoint,HOLD POINT,,,,,,,,,,
checkpoint,3.3 - Finish Surface/Shape ,,,,,,,,,,
label,Ref docs: ,,,,,,,,,,
label,• VR Clause 407.23 (a),,,,,,,,,,
label,• IFC Drawings,,,,,,,,,,
label,Acceptance criteria: ,,,,,,,,,,
label,"• Surface finish - Uniform in appearance, free of dragged areas, cracks, open textured patches, and roller marks.  ",,,,,,,,,,
label,• Kerb & Channel - Flush or not more than 5mm above lip of channel,,,,,,,,,,
label,"• Shape – For intermediate and base course layers, the distance below the straight edge shall not exceed 6 mm and 10 mm, respectively.",,,,,,,,,,
label,"• Alignment -  Where asphalt pavement is not placed against a concrete edging, the edge of asphalt layers shall not be more than 50 mm inside nor more than 100 mm outside.",,,,,,,,,,
label,"• Width - Where asphalt pavement is not placed against a concrete edging, the width of asphalt layers shall not be less than the design or specified width of layer by more than 50 mm or greater than the design or specified width by more than 100 mm.",,,,,,,,,,
button,• Have the above requirements been met and surface is acceptable?,"Yes,No,N/A",,,,,,,,,
label,Freq: Each lot,,,,,,,,,,
label,VERIFY OF ACCEPTANCE BY,,,,,,,,,,
label,Symal Infrastructure - Key: R,,,,,,,,,,
label,Symal Infrastructure - Resp: SE,,,,,,,,,,
label,"Remarks / record (eg. test frequency, reports, certificates, checklist etc): ",,,,,,,,,,
label,• Site photos,,,,,,,,,,
checkpoint-no-status,Lot acceptance:,,,,,,,,,,
textbox,Works complete (signer SS),,,,,,,,,,
textbox,Date works complete,,,,,,,,,,
textbox,Lot conforms (signer PE),,,,,,,,,,
textbox,Date lot closed,,,,,,,,,,
textbox,NCR/s no. raised,,,,,,,,,,
textbox,Date NCR closed for this lot,,,,,,,,,,
