type,name,values,prefix,postfix,usage count,user addable,template name,,,,
checkpoint,1.4 - Fill material classification,,,,,,,,,,
label,Ref docs: ,,,,,,,,,,
label,• VR Clause 204.06 (c),,,,,,,,,,
label,• 204.04 (b),,,,,,,,,,
label,• IFC Drawings,,,,,,,,,,
label,Acceptance criteria: ,,,,,,,,,,
button,• Has the material to be used been approved by CYP D&C JV?,"Yes,No,N/A",,,,,,,,,
label,Freq: Per material,,,,,,,,,,
label,VERIFY OF ACCEPTANCE BY,,,,,,,,,,
label,Symal Infrastructure - Key: H,,,,,,,,,,
label,Symal Infrastructure - Resp: PE,,,,,,,,,,
label,CYP D&C JV - Key: H,,,,,,,,,,
label,"Remarks / record (eg. test frequency, reports, certificates, checklist etc): ",,,,,,,,,,
label,• Imported material test report,,,,,,,,,,
label,• CYP Material Approval,,,,,,,,,,
holdpoint,HOLD POINT,,,,,,,,,,
checkpoint,1.5 - Water management,,,,,,,,,,
label,Ref docs: VR Clause 204.06 (b),,,,,,,,,,
label,Acceptance criteria: ,,,,,,,,,,
button,"• Where necessary, have batters been rounded and catch drains constructed to allow for potential surface runoff during the course of excavation?","Yes,No,N/A",,,,,,,,,
label,Freq: Each lot,,,,,,,,,,
label,VERIFY OF ACCEPTANCE BY,,,,,,,,,,
label,Symal Infrastructure - Key: S,,,,,,,,,,
label,Symal Infrastructure - Resp: PE,,,,,,,,,,
checkpoint,1.6 - Stage/ Zone,,,,,,,,,,
label,Ref docs: Site Layout,,,,,,,,,,
label,Acceptance criteria: ,,,,,,,,,,
label,• 1A / 1B/ 1C/ 1D / 1E / 1F / 1G / 2A / 2B / 2C / 2D / 2E / 2F / 2G / 3A / 3B / 3C / 4A / 4B / 4C / 5A / 5B / 5D / 6A / 6B,,,,,,,,,,
textbox,Stage,,,,,,,,,,
label,Freq: Each lot,,,,,,,,,,
label,VERIFY OF ACCEPTANCE BY,,,,,,,,,,
label,Symal Infrastructure - Key: S,,,,,,,,,,
label,Symal Infrastructure - Resp: SE,,,,,,,,,,
label,"Remarks / record (eg. test frequency, reports, certificates, checklist etc): ",,,,,,,,,,
label,• Lot map,,,,,,,,,,
checkpoint-no-status,Is the area in cut / fill / both?,,,,,,,,,,
label,If in cut proceed to step 2.0 and strike out section 3.0. ,,,,,,,,,,
label,If in fill please strike out section 2.0 and proceed to section 3.0,,,,,,,,,,
label,If in both proceed to step 2.0 as well as section 3.0,,,,,,,,,,
section,2.0 Bulk earthworks - cut,,,,,,,,,,
checkpoint,2.1 - Subgrade preparation,,,,,,,,,,
label,Ref docs: VR Clause 204.06,,,,,,,,,,
label,Acceptance criteria: ,,,,,,,,,,
button,• Has the cut surface been trimmed to an even surface free from lose material?,"Yes,No,N/A",,,,,,,,,
label,Freq: Each lot,,,,,,,,,,
label,VERIFY OF ACCEPTANCE BY,,,,,,,,,,
label,Symal Infrastructure - Key: W,,,,,,,,,,
label,Symal Infrastructure - Resp: SE,,,,,,,,,,
label,"Remarks / record (eg. test frequency, reports, certificates, checklist etc): ",,,,,,,,,,
label,• Site photos,,,,,,,,,,
holdpoint,WITNESS POINT,,,,,,,,,,
checkpoint,2.2 - Groundwater/ seepage (if applicable),,,,,,,,,,
label,Ref docs: VR Clause 204.06 (h),,,,,,,,,,
label,Acceptance criteria: ,,,,,,,,,,
label,"• If groundwater or seepage is encountered, notify the Superintendent and create a course of proposed action.",,,,,,,,,,
label,• Submit any necessary approvals from relevant authorities for the treatment and disposal of this groundwater.,,,,,,,,,,
button,• Approval to proceed? ,"Yes,No,N/A",,,,,,,,,
label,Freq: Each lot,,,,,,,,,,
label,VERIFY OF ACCEPTANCE BY,,,,,,,,,,
label,Symal Infrastructure - Key: W,,,,,,,,,,
label,Symal Infrastructure - Resp: SE,,,,,,,,,,
label,"Remarks / record (eg. test frequency, reports, certificates, checklist etc): ",,,,,,,,,,
label,• Dewatering permit (if applicable),,,,,,,,,,
holdpoint,WITNESS POINT,,,,,,,,,,
checkpoint,2.3 - Treatment of Cut,,,,,,,,,,
label,Ref docs: ,,,,,,,,,,
label,• VR Clause,,,,,,,,,,
label,• 204.06 (e)(ii),,,,,,,,,,
label,• 204.10 (b),,,,,,,,,,
label,• 204.12,,,,,,,,,,
label,Acceptance criteria: ,,,,,,,,,,
label,"• The in-situ material shall be ripped to a minimum depth of 150 mm, loosened and broken down to a maximum particle size of 50 mm. Any rocks or boulders larger than 50 mm shall be removed and any resulting depression shall be backfilled with approved material and such backfilling together with the loosened material shall be reworked and compacted as specified to the Cut Floor Level in preparation for test rolling.",,,,,,,,,,
button,• Has all of the above been completed? ,"Yes,No,N/A",,,,,,,,,
label,Freq: Each lot,,,,,,,,,,
label,VERIFY OF ACCEPTANCE BY,,,,,,,,,,
label,Symal Infrastructure - Key: W,,,,,,,,,,
label,Symal Infrastructure - Resp: SE,,,,,,,,,,
holdpoint,WITNESS POINT,,,,,,,,,,
checkpoint,2.4 - Compaction,,,,,,,,,,
label,Ref docs: ,,,,,,,,,,
label,• VR Clause,,,,,,,,,,
label,• 204.13,,,,,,,,,,
label,• 204.13 (b),,,,,,,,,,
label,• 204.15,,,,,,,,,,
label,• 173.04,,,,,,,,,,
label,Acceptance criteria: ,,,,,,,,,,
label,"• Compaction Scale B, CBR and Swell Testing per lot (3 tests per lot).",,,,,,,,,,
button,• Has the subgrade been adequately compacted achieving a mean value density ratio of 98% Standard?,"Yes,No,N/A",,,,,,,,,
label,Freq: Each lot,,,,,,,,,,
label,VERIFY OF ACCEPTANCE BY,,,,,,,,,,
label,Symal Infrastructure - Key: H,,,,,,,,,,
label,Symal Infrastructure - Resp: SE,,,,,,,,,,
label,"Remarks / record (eg. test frequency, reports, certificates, checklist etc): ",,,,,,,,,,
label,• Test reports,,,,,,,,,,
holdpoint,HOLD POINT,,,,,,,,,,
checkpoint,2.5 - Test Rolling of prepared subgrade,,,,,,,,,,
label,Ref docs: VR Clause 173.03,,,,,,,,,,
label,Acceptance criteria: ,,,,,,,,,,
button,• Does the layer withstand test rolling without visible deformation or springing?,"Yes,No,N/A",,,,,,,,,
label,• If ‘no’ please see below.,,,,,,,,,,
label,• If ‘yes’ please proceed,,,,,,,,,,
label,Freq: Each lot,,,,,,,,,,
label,VERIFY OF ACCEPTANCE BY,,,,,,,,,,
label,Symal Infrastructure - Key: H,,,,,,,,,,
label,Symal Infrastructure - Resp: PE,,,,,,,,,,
label,CYP D&C JV - Key: H,,,,,,,,,,
label,"Remarks / record (eg. test frequency, reports, certificates, checklist etc): ",,,,,,,,,,
label,• Proof roll report,,,,,,,,,,
holdpoint,HOLD POINT,,,,,,,,,,
checkpoint,2.6 - Identification of soft wet or unstable material,,,,,,,,,,
label,Ref docs: VR Clause 204.07,,,,,,,,,,
label,Acceptance criteria: ,,,,,,,,,,
textbox,"• What quantity of soft, wet or unstable material is present?",,,m3,,,,,,,
label,Freq: Each lot,,,,,,,,,,
label,VERIFY OF ACCEPTANCE BY,,,,,,,,,,
label,Symal Infrastructure - Key: S,,,,,,,,,,
label,Symal Infrastructure - Resp: SE,,,,,,,,,,
label,"Remarks / record (eg. test frequency, reports, certificates, checklist etc): ",,,,,,,,,,
label,• Survey report of area,,,,,,,,,,
checkpoint,2.7 - Treatment of unsuitable material,,,,,,,,,,
label,Ref docs: VR Clause 204.07(d),,,,,,,,,,
label,Acceptance criteria: ,,,,,,,,,,
button,• Has rectification process been submitted to the Superintendent for review?,"Yes,No,N/A",,,,,,,,,
textbox,• What was the rectification process used?,,,,,,,,,,
label,Freq: Each lot,,,,,,,,,,
label,VERIFY OF ACCEPTANCE BY,,,,,,,,,,
label,Symal Infrastructure - Key: H,,,,,,,,,,
label,Symal Infrastructure - Resp: SE,,,,,,,,,,
label,CYP D&C JV - Key: H,,,,,,,,,,
label,"Remarks / record (eg. test frequency, reports, certificates, checklist etc): ",,,,,,,,,,
label,• Rectification process,,,,,,,,,,
holdpoint,HOLD POINT,,,,,,,,,,
checkpoint,2.8 - Maintenance of Cut Floor Level,,,,,,,,,,
label,Ref docs: ,,,,,,,,,,
label,• VR Clause,,,,,,,,,,
label,• 204.15,,,,,,,,,,
label,• 204.03,,,,,,,,,,
label,Acceptance criteria: ,,,,,,,,,,
label,"• Visual inspection to confirm that surface is a smooth, hard, tightly bound surface, free from depressions capable of holding water.",,,,,,,,,,
label,• Material within 150 mm of subgrade shall be maintained such that its moisture content is not less than 70% of optimum moisture content prior to the placement of any pavement layer.,,,,,,,,,,
button,• Has all of the above been completed?,"Yes,No,N/A",,,,,,,,,
label,Freq: Each lot,,,,,,,,,,
label,VERIFY OF ACCEPTANCE BY,,,,,,,,,,
label,Symal Infrastructure - Key: W,,,,,,,,,,
label,Symal Infrastructure - Resp: SE,,,,,,,,,,
label,CYP D&C JV - Key: S,,,,,,,,,,
label,"Remarks / record (eg. test frequency, reports, certificates, checklist etc): ",,,,,,,,,,
label,• Site photos,,,,,,,,,,
holdpoint,WITNESS POINT,,,,,,,,,,
section,3.0 Bulk earthworks - fill,,,,,,,,,,
checkpoint,3.1 - Stripped surface - test rolling (If applicable) ,,,,,,,,,,
label,Ref docs: ,,,,,,,,,,
label,• VR Clause,,,,,,,,,,
label,• 173.03,,,,,,,,,,
label,• 204.10,,,,,,,,,,
label,Acceptance criteria: ,,,,,,,,,,
button,• Does the stripped surface to be filled withstand test rolling without visible deformation or springing?,"Yes,No,N/A",,,,,,,,,
label,• If ‘no’ please see below.,,,,,,,,,,
label,• If ‘yes’ please proceed to item 3.2,,,,,,,,,,
label,Freq: Each lot,,,,,,,,,,
label,VERIFY OF ACCEPTANCE BY,,,,,,,,,,
label,Symal Infrastructure - Key: H,,,,,,,,,,
label,Symal Infrastructure - Resp: PE,,,,,,,,,,
label,CYP D&C JV - Key: H,,,,,,,,,,
label,"Remarks / record (eg. test frequency, reports, certificates, checklist etc): ",,,,,,,,,,
label,• Material report,,,,,,,,,,
label,• Proof roll report,,,,,,,,,,
holdpoint,HOLD POINT,,,,,,,,,,
checkpoint,3.2 - Identification of soft wet or unstable material,,,,,,,,,,
label,Ref docs: VR Clause 204.07,,,,,,,,,,
label,Acceptance criteria: ,,,,,,,,,,
textbox,"• What quantity of soft, wet or unstable material is present?",,,m3,,,,,,,
label,Freq: Each lot,,,,,,,,,,
label,VERIFY OF ACCEPTANCE BY,,,,,,,,,,
label,Symal Infrastructure - Key: S,,,,,,,,,,
label,Symal Infrastructure - Resp: SE,,,,,,,,,,
label,"Remarks / record (eg. test frequency, reports, certificates, checklist etc): ",,,,,,,,,,
label,• Survey report of area,,,,,,,,,,
checkpoint,3.3 - Treatment of unsuitable material,,,,,,,,,,
label,Ref docs: VR Clause 204.07(d),,,,,,,,,,
label,Acceptance criteria: ,,,,,,,,,,
button,• Has rectification process been submitted to the Superintendent for review?,"Yes,No,N/A",,,,,,,,,
textbox,• What was the rectification process used?,,,,,,,,,,
label,Freq: Each lot,,,,,,,,,,
label,VERIFY OF ACCEPTANCE BY,,,,,,,,,,
label,Symal Infrastructure - Key: H,,,,,,,,,,
label,Symal Infrastructure - Resp: SE,,,,,,,,,,
label,CYP D&C JV - Key: H,,,,,,,,,,
label,"Remarks / record (eg. test frequency, reports, certificates, checklist etc): ",,,,,,,,,,
label,• Rectification process,,,,,,,,,,
holdpoint,HOLD POINT,,,,,,,,,,
checkpoint,3.4 - Preparation of surface,,,,,,,,,,
label,Ref docs: VR Clause 204.13(B),,,,,,,,,,
label,Acceptance criteria: ,,,,,,,,,,
button,• Has adequate water been added to the stripped surface to ensure adhesion to the next layer?,"Yes,No,N/A",,,,,,,,,
label,Freq: Each lot,,,,,,,,,,
label,VERIFY OF ACCEPTANCE BY,,,,,,,,,,
label,Symal Infrastructure - Key: S,,,,,,,,,,
label,Symal Infrastructure - Resp: SE,,,,,,,,,,
checkpoint,3.5 - Fill Placement,,,,,,,,,,
label,Ref docs: VR Clause 204.10,,,,,,,,,,
label,Acceptance criteria: ,,,,,,,,,,
button,• Has fill been placed in maximum 200mm compacted layer thickness?,"Yes,No,N/A",,,,,,,,,
label,Freq: Each lot,,,,,,,,,,
label,VERIFY OF ACCEPTANCE BY,,,,,,,,,,
label,Symal Infrastructure - Key: S,,,,,,,,,,
label,Symal Infrastructure - Resp: SE,,,,,,,,,,
label,"Remarks / record (eg. test frequency, reports, certificates, checklist etc): ",,,,,,,,,,
label,• As built report,,,,,,,,,,
checkpoint,3.6 - Moisture,,,,,,,,,,
label,Ref docs: VR Clause 204.13(B),,,,,,,,,,
label,Acceptance criteria: ,,,,,,,,,,
button,"• Has the material maintained at optimum moisture content (>80%), with additional water being added if required during compaction?","Yes,No,N/A",,,,,,,,,
label,Freq: Each lot,,,,,,,,,,
label,VERIFY OF ACCEPTANCE BY,,,,,,,,,,
label,Symal Infrastructure - Key: W,,,,,,,,,,
label,Symal Infrastructure - Resp: SE,,,,,,,,,,
label,"Remarks / record (eg. test frequency, reports, certificates, checklist etc): ",,,,,,,,,,
label,• Test reports,,,,,,,,,,
holdpoint,WITNESS POINT,,,,,,,,,,
checkpoint,3.7 - Compaction,,,,,,,,,,
label,Ref docs: VR Clause 204.13,,,,,,,,,,
label,Acceptance criteria: ,,,,,,,,,,
label,• Compaction Scale B (6 tests per lot),,,,,,,,,,
button,• Has the layer been adequately compacted achieving a mean value density ratio of 98% Standard?,"Yes,No,N/A",,,,,,,,,
label,Freq: Each lot,,,,,,,,,,
label,VERIFY OF ACCEPTANCE BY,,,,,,,,,,
label,Symal Infrastructure - Key: W,,,,,,,,,,
label,Symal Infrastructure - Resp: SE,,,,,,,,,,
label,"Remarks / record (eg. test frequency, reports, certificates, checklist etc): ",,,,,,,,,,
label,• Test reports,,,,,,,,,,
holdpoint,WITNESS POINT,,,,,,,,,,
checkpoint,3.8 - Material properties testing,,,,,,,,,,
label,Ref docs: ,,,,,,,,,,
label,• VR Clause,,,,,,,,,,
label,• 204.04,,,,,,,,,,
label,• Table 204.041,,,,,,,,,,
label,• 204.14,,,,,,,,,,
label,Acceptance criteria: ,,,,,,,,,,
label,• Has the material properties testing (CBR / Swell / Grading / PI / LL / Permeability) been undertaken for the first lot of material placement and satisfies the VicRoads requirements as per Table 204.041? ,,,,,,,,,,
button,"• If the first lot of each fill satisfies the specified post compaction requirements, every second lot of like material and work will be tested","Yes,No,N/A",,,,,,,,,
label,Freq: Per material,,,,,,,,,,
label,VERIFY OF ACCEPTANCE BY,,,,,,,,,,
label,Symal Infrastructure - Key: H,,,,,,,,,,
label,Symal Infrastructure - Resp: PE,,,,,,,,,,
label,CYP D&C JV - Key: H,,,,,,,,,,
label,"Remarks / record (eg. test frequency, reports, certificates, checklist etc): ",,,,,,,,,,
label,• Test reports,,,,,,,,,,
holdpoint,HOLD POINT,,,,,,,,,,
checkpoint,3.9 - Fill layer – test rolling,,,,,,,,,,
label,Ref docs: ,,,,,,,,,,
label,• VR Clause,,,,,,,,,,
label,• 173.03,,,,,,,,,,
label,• 204.10,,,,,,,,,,
label,Acceptance criteria: ,,,,,,,,,,
button,• Does the layer withstand test rolling without visible deformation or springing?,"Yes,No,N/A",,,,,,,,,
label,• If ‘no’ please see below,,,,,,,,,,
label,• If ‘yes’ please proceed to fill construction,,,,,,,,,,
label,Freq: Each lot,,,,,,,,,,
label,VERIFY OF ACCEPTANCE BY,,,,,,,,,,
label,Symal Infrastructure - Key: H,,,,,,,,,,
label,Symal Infrastructure - Resp: PE,,,,,,,,,,
label,CYP D&C JV - Key: H,,,,,,,,,,
label,"Remarks / record (eg. test frequency, reports, certificates, checklist etc): ",,,,,,,,,,
label,• Proof roll report,,,,,,,,,,
holdpoint,HOLD POINT,,,,,,,,,,
checkpoint,3.10 - Identification of soft wet or unstable material,,,,,,,,,,
label,Ref docs: VR Clause 204.07,,,,,,,,,,
label,Acceptance criteria: ,,,,,,,,,,
textbox,"• What quantity of soft, wet or unstable material is present?",,,m3,,,,,,,
label,Freq: Each lot,,,,,,,,,,
label,VERIFY OF ACCEPTANCE BY,,,,,,,,,,
label,Symal Infrastructure - Key: S,,,,,,,,,,
label,Symal Infrastructure - Resp: SE,,,,,,,,,,
label,"Remarks / record (eg. test frequency, reports, certificates, checklist etc): ",,,,,,,,,,
label,• Survey report of area,,,,,,,,,,
checkpoint,3.11 - Treatment of unsuitable material,,,,,,,,,,
label,Ref docs: VR Clause 204.07(d),,,,,,,,,,
label,Acceptance criteria: ,,,,,,,,,,
button,• Has rectification process been submitted to the Superintendent for review?,"Yes,No,N/A",,,,,,,,,
textbox,• What was the rectification process used?,,,,,,,,,,
label,Freq: Each lot,,,,,,,,,,
label,VERIFY OF ACCEPTANCE BY,,,,,,,,,,
label,Symal Infrastructure - Key: H,,,,,,,,,,
label,Symal Infrastructure - Resp: SE,,,,,,,,,,
label,CYP D&C JV - Key: H,,,,,,,,,,
label,"Remarks / record (eg. test frequency, reports, certificates, checklist etc): ",,,,,,,,,,
label,• Rectification process,,,,,,,,,,
holdpoint,HOLD POINT,,,,,,,,,,
section,4.0 Conformance check,,,,,,,,,,
checkpoint,4.1 - Width and alignment,,,,,,,,,,
label,Ref docs: ,,,,,,,,,,
label,• VR Clause,,,,,,,,,,
label,• 204.03,,,,,,,,,,
label,• IFC drawings,,,,,,,,,,
label,Acceptance criteria: ,,,,,,,,,,
button,• Has the pavement been constructed at the correct width and alignment as detailed in the construction drawings?,"Yes,No,N/A",,,,,,,,,
label,Freq: Each lot,,,,,,,,,,
label,VERIFY OF ACCEPTANCE BY,,,,,,,,,,
label,Symal Infrastructure - Key: W,,,,,,,,,,
label,Symal Infrastructure - Resp: SE,,,,,,,,,,
label,CYP D&C JV - Key: W,,,,,,,,,,
label,"Remarks / record (eg. test frequency, reports, certificates, checklist etc): ",,,,,,,,,,
label,• As built report,,,,,,,,,,
holdpoint,WITNESS POINT,,,,,,,,,,
checkpoint,4.2 - Subgrade level and shape,,,,,,,,,,
label,Ref docs: ,,,,,,,,,,
label,• VR Clause,,,,,,,,,,
label,• 204.03,,,,,,,,,,
label,• IFC drawings,,,,,,,,,,
label,Acceptance criteria: ,,,,,,,,,,
label,• Has the prepared subgrade been surveyed in accordance with and verifying specified requirements?,,,,,,,,,,
button,• Mean Range: +5mm to -25mm Standard Deviation: Maximum 15mm,"Yes,No,N/A",,,,,,,,,
label,Freq: Each lot,,,,,,,,,,
label,VERIFY OF ACCEPTANCE BY,,,,,,,,,,
label,Symal Infrastructure - Key: W,,,,,,,,,,
label,Symal Infrastructure - Resp: SE,,,,,,,,,,
label,CYP D&C JV - Key: W,,,,,,,,,,
label,"Remarks / record (eg. test frequency, reports, certificates, checklist etc): ",,,,,,,,,,
label,• As built report,,,,,,,,,,
holdpoint,WITNESS POINT,,,,,,,,,,
checkpoint,4.3 - Test Reports ,,,,,,,,,,
label,Ref docs: VR Clause 204.14,,,,,,,,,,
label,Acceptance criteria: ,,,,,,,,,,
button,• All Test reports received and reviewed.,"Yes,No,N/A",,,,,,,,,
label,Freq: Each lot,,,,,,,,,,
label,VERIFY OF ACCEPTANCE BY,,,,,,,,,,
label,Symal Infrastructure - Key: W,,,,,,,,,,
label,Symal Infrastructure - Resp: SE,,,,,,,,,,
label,"Remarks / record (eg. test frequency, reports, certificates, checklist etc): ",,,,,,,,,,
label,• NATA Endorsed Test Reports,,,,,,,,,,
holdpoint,WITNESS POINT,,,,,,,,,,
checkpoint,4.4 - Product non-conformance,,,,,,,,,,
label,Acceptance criteria: ,,,,,,,,,,
button,• All Product Non-Conformance(s) recorded and closed (if applicable),"Yes,No,N/A",,,,,,,,,
label,Freq: Each lot,,,,,,,,,,
label,VERIFY OF ACCEPTANCE BY,,,,,,,,,,
label,Symal Infrastructure - Key: W,,,,,,,,,,
label,Symal Infrastructure - Resp: SE,,,,,,,,,,
label,"Remarks / record (eg. test frequency, reports, certificates, checklist etc): ",,,,,,,,,,
label,• Completed NCR form,,,,,,,,,,
holdpoint,WITNESS POINT,,,,,,,,,,
checkpoint-no-status,Lot acceptance:,,,,,,,,,,
textbox,Works complete (signer SS),,,,,,,,,,
textbox,Date works complete,,,,,,,,,,
textbox,Lot conforms (signer PE),,,,,,,,,,
textbox,Date lot closed,,,,,,,,,,
textbox,NCR/s no. raised,,,,,,,,,,
textbox,Date NCR closed for this lot,,,,,,,,,,
