type,name,values,prefix,postfix,usage count,user addable,template name,,,,
label,Acceptance criteria: ,,,,,,,,,,
button,• Has the Pipe Class and size been confirmed as per latest IFC drawings drawings and project Specs?,"Yes,No,N/A",,,,,,,,,
button,• Has the slotted pipe been placed centrally in the trench?,"Yes,No,N/A",,,,,,,,,
button,• Have plastic pipes been kept away from sunlight and undamaged during delivery and installation?,"Yes,No,N/A",,,,,,,,,
button,• Is the subsurface drainage  pipe invert level not exceeding 25 mm from the specified level and not more than 50 mm from the specified line. With changes of grade not at a rate exceeding 10 mm in any 3 m length.,"Yes,No,N/A",,,,,,,,,
button,• Is the pipe grade not flatter than 1m in 250m?,"Yes,No,N/A",,,,,,,,,
label,Freq: Each Lot,,,,,,,,,,
label,VERIFY OF ACCEPTANCE BY,,,,,,,,,,
label,Symal Infrastructure - Key: S,,,,,,,,,,
label,Symal Infrastructure - Resp: SS,,,,,,,,,,
label,"Remarks / record (eg. test frequency, reports, certificates, checklist etc): ",,,,,,,,,,
label,• Attach Compliance Certificates.,,,,,,,,,,
checkpoint,2.2 - Geotextiles,,,,,,,,,,
label,Ref docs: ,,,,,,,,,,
label,• VR 702.06,,,,,,,,,,
label,• Table 702.061,,,,,,,,,,
label,• VR 702.09,,,,,,,,,,
label,Acceptance criteria: ,,,,,,,,,,
button,• Has the outer covering of the subsurface drain been covered in a geotextile surround if specified?,"Yes,No,N/A",,,,,,,,,
button,• Has the geotextile been placed without punctures or tears?,"Yes,No,N/A",,,,,,,,,
button,• In expansive clays does the geotextile material extend to directly below the kerb line?,"Yes,No,N/A",,,,,,,,,
button,• is the Geotextile material supplied and installed as per latest IFC drawings and project specifications?,"Yes,No,N/A",,,,,,,,,
label,Freq: Each Lot,,,,,,,,,,
label,VERIFY OF ACCEPTANCE BY,,,,,,,,,,
label,Symal Infrastructure - Key: S,,,,,,,,,,
label,Symal Infrastructure - Resp: SS,,,,,,,,,,
label,"Remarks / record (eg. test frequency, reports, certificates, checklist etc): ",,,,,,,,,,
button,Manufactures Compliance Certificates,"Yes,No,N/A",,,,,,,,,
checkpoint,2.3 - Filter material,,,,,,,,,,
label,Ref docs: ,,,,,,,,,,
label,• VR 702.05,,,,,,,,,,
label,• VR 702.13,,,,,,,,,,
label,• Table 702.051,,,,,,,,,,
label,• Table 702.131,,,,,,,,,,
label,• VR 702.09,,,,,,,,,,
label,• (g),,,,,,,,,,
label,Acceptance criteria: ,,,,,,,,,,
button,"• Has material been placed in <300mm layers and compacted with minimal disturbance to pipe, geotextile and trench walls?","Yes,No,N/A",,,,,,,,,
button,• Has no fines concrete ratios and specifications applied as per Table 702.051 and VR702.05(e),"Yes,No,N/A",,,,,,,,,
button,• Has crushed rock/concrete ratios and specifications applied as per Table 702.052 and VR702.05(d),"Yes,No,N/A",,,,,,,,,
label,Freq: Each Lot,,,,,,,,,,
label,VERIFY OF ACCEPTANCE BY,,,,,,,,,,
label,Symal Infrastructure - Key: S,,,,,,,,,,
label,Symal Infrastructure - Resp: SS,,,,,,,,,,
checkpoint,2.4 - Access points,,,,,,,,,,
label,Ref docs: VR 702.10,,,,,,,,,,
label,Acceptance criteria: ,,,,,,,,,,
button,• Have access points installed at intervals of between 100m and 150 m?,"Yes,No,N/A",,,,,,,,,
label,Freq: Each Lot,,,,,,,,,,
label,VERIFY OF ACCEPTANCE BY,,,,,,,,,,
label,Symal Infrastructure - Key: S,,,,,,,,,,
label,Symal Infrastructure - Resp: SS,,,,,,,,,,
checkpoint,2.5 - Flushing,,,,,,,,,,
label,Ref docs: VR 702.10,,,,,,,,,,
label,Acceptance criteria: ,,,,,,,,,,
button,• Has the pipe been flushed with water to remove any debris or blockages in the pipe and it’s working correctly with a smooth flow?,"Yes,No,N/A",,,,,,,,,
label,Freq: Each Lot,,,,,,,,,,
label,VERIFY OF ACCEPTANCE BY,,,,,,,,,,
label,Symal Infrastructure - Key: S,,,,,,,,,,
label,Symal Infrastructure - Resp: SS,,,,,,,,,,
checkpoint-no-status,Lot acceptance:,,,,,,,,,,
textbox,Works complete (signer SS),,,,,,,,,,
textbox,Date works complete,,,,,,,,,,
textbox,Lot conforms (signer PE),,,,,,,,,,
textbox,Date lot closed,,,,,,,,,,
textbox,NCR/s no. raised,,,,,,,,,,
textbox,Date NCR closed for this lot,,,,,,,,,,
