type,name,values,prefix,postfix,usage count,user addable,template name,,,,,,,,,,,,,,,,
checkpoint,4.3 - Construction Joint,,,,,,,,,,,,,,,,,,,,,,
label,Reference - IFC Drawings 610.20 Fosroc Renderoc BB TDS,,,,,,,,,,,,,,,,,,,,,,
label,Acceptance Criteria - Existing construction joint rebate is roughened / scabbled and set to 20mm minimum below top of the crosshead / abutment.,,,,,,,,,,,,,,,,,,,,,,
label,○ Concrete substrate surface saturated with water for 3 hours minimum prior to pouring product.,,,,,,,,,,,,,,,,,,,,,,
label,"Method - Measure, Visual",,,,,,,,,,,,,,,,,,,,,,
label,Frequency - Each element,,,,,,,,,,,,,,,,,,,,,,
label,Category - IP,,,,,,,,,,,,,,,,,,,,,,
label,Responsibility - SE/PE/SPE,,,,,,,,,,,,,,,,,,,,,,
label,Verifying Documents - This ITP,,,,,,,,,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,,,,,,,,,
section,5. Construction Activities,,,,,,,,,,,,,,,,,,,,,,
checkpoint,5.1 - Formwork Construction & Placement,,,,,,,,,,,,,,,,,,,,,,
label,Reference - IFC Drawings,,,,,,,,,,,,,,,,,,,,,,
label,Acceptance Criteria - Dimensions in plan as per drawings (typically +50mm all around).,,,,,,,,,,,,,,,,,,,,,,
label,"○ Formwork rigid, sufficiently braced to support the pressure of the product and sealed to prevent leaks.",,,,,,,,,,,,,,,,,,,,,,
label,"○ Any cast in componentry (ferrules, conduit etc.) secure.",,,,,,,,,,,,,,,,,,,,,,
label,"Method - Measure, Visual",,,,,,,,,,,,,,,,,,,,,,
label,Frequency - Each element,,,,,,,,,,,,,,,,,,,,,,
label,Category - IP,,,,,,,,,,,,,,,,,,,,,,
label,Responsibility - SE/PE/SPE,,,,,,,,,,,,,,,,,,,,,,
label,Verifying Documents - This ITP,,,,,,,,,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,,,,,,,,,
checkpoint,5.2 - Pre-pour Inspection,,,,,,,,,,,,,,,,,,,,,,
label,Reference - IFC Drawings 610.18,,,,,,,,,,,,,,,,,,,,,,
label,Acceptance Criteria - Formwork location and RLs comply.,,,,,,,,,,,,,,,,,,,,,,
label,○ Any reinforcement has the required cover.,,,,,,,,,,,,,,,,,,,,,,
label,"○ Area is clean, concrete substrate surface saturated with water for 3 hours minimum prior to pouring product.",,,,,,,,,,,,,,,,,,,,,,
label,"Method - Measure, Visual",,,,,,,,,,,,,,,,,,,,,,
label,Frequency - Each element,,,,,,,,,,,,,,,,,,,,,,
label,Category - IP,,,,,,,,,,,,,,,,,,,,,,
label,Responsibility - SE/PE/SPE,,,,,,,,,,,,,,,,,,,,,,
label,Verifying Documents - This ITP,,,,,,,,,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,,,,,,,,,
checkpoint,5.3 - Weather Conditions,,,,,,,,,,,,,,,,,,,,,,
label,Reference - 610.17 610.17 (a) & (e) Table 610.171,,,,,,,,,,,,,,,,,,,,,,
label,"Acceptance Criteria - All freshly finished surfaces shall be protected where required from the sun, wind or rain, until curing is implemented.",,,,,,,,,,,,,,,,,,,,,,
label,"○ The temperature of the cementitious products, measured immediately prior to placing, shall not be less than 10°C or greater than 32°C.",,,,,,,,,,,,,,,,,,,,,,
label,Record: Required information on the Grout Pour Record.,,,,,,,,,,,,,,,,,,,,,,
label,"Method - Measure, Visual",,,,,,,,,,,,,,,,,,,,,,
label,Frequency - Each element,,,,,,,,,,,,,,,,,,,,,,
label,Category - IP,,,,,,,,,,,,,,,,,,,,,,
label,"Responsibility - Foreman, SE/PE/SPE",,,,,,,,,,,,,,,,,,,,,,
label,Verifying Documents - This ITP,,,,,,,,,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,,,,,,,,,
checkpoint,5.4 - Mixing Product,,,,,,,,,,,,,,,,,,,,,,
label,Reference - Product TDS 610.28,,,,,,,,,,,,,,,,,,,,,,
label,Acceptance Criteria - Size of mixer should match the application.,,,,,,,,,,,,,,,,,,,,,,
label,○ Only whole bags to be mixed with potable water. ,,,,,,,,,,,,,,,,,,,,,,
label,○ Volume of water matches the required amount for flowable consistency and accurately measured.,,,,,,,,,,,,,,,,,,,,,,
label,○ Product poured into the mixer slowly.,,,,,,,,,,,,,,,,,,,,,,
label,"○ Mixing time as per TDS so that a smooth, even consistency is obtained.",,,,,,,,,,,,,,,,,,,,,,
textbox,Enter: Required information on the Grout Pour Record. ,,,,,,,,,,,,,,,,,,,,,,
label,"Method - Measure, Visual",,,,,,,,,,,,,,,,,,,,,,
label,Frequency - Each batch,,,,,,,,,,,,,,,,,,,,,,
label,Category - IP,,,,,,,,,,,,,,,,,,,,,,
label,Responsibility - SE/PE/SPE,,,,,,,,,,,,,,,,,,,,,,
label,Verifying Documents - This ITP,,,,,,,,,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,,,,,,,,,
checkpoint,5.5 - Product Testing - Compressive Strength Cubes,,,,,,,,,,,,,,,,,,,,,,
label,"Reference - 610.28, 610.33",,,,,,,,,,,,,,,,,,,,,,
label,"Acceptance Criteria - Cube moulds to be 75mm x 75mm maximum, made from rigid steel moulds and require lids due to the expansive nature of shrinkage compensating products.",,,,,,,,,,,,,,,,,,,,,,
label,○ Testing is be in accordance with the following frequencies:,,,,,,,,,,,,,,,,,,,,,,
label,"○ First batch = 3 cubes (2 no. 7 day strength, 1 no. 28 day strength)",,,,,,,,,,,,,,,,,,,,,,
label,"○ Every 100kg of product thereafter = 3 cubes (2 no. 7 day strength, 1 no. 28 day strength)",,,,,,,,,,,,,,,,,,,,,,
textbox,Enter: Required information on the Grout Pour Record. ,,,,,,,,,,,,,,,,,,,,,,
label,Method - Test,,,,,,,,,,,,,,,,,,,,,,
label,Frequency - Each element,,,,,,,,,,,,,,,,,,,,,,
label,Category - IP,,,,,,,,,,,,,,,,,,,,,,
label,"Responsibility - Tester, SE/PE/SPE",,,,,,,,,,,,,,,,,,,,,,
label,Verifying Documents - This ITP,,,,,,,,,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,,,,,,,,,
checkpoint,5.6 - Placement & Compaction,,,,,,,,,,,,,,,,,,,,,,
label,Reference - Product TDS,,,,,,,,,,,,,,,,,,,,,,
label,Acceptance Criteria - All batches are traceable.,,,,,,,,,,,,,,,,,,,,,,
label,○ Product poured from one side of the formwork to eliminate the entrapment of air or surplus pre-soaking water.,,,,,,,,,,,,,,,,,,,,,,
label,○ Product should flow to all areas and self consolidate.,,,,,,,,,,,,,,,,,,,,,,
label,○ Product that stiffens or is showing signs of stiffening shall not be used.,,,,,,,,,,,,,,,,,,,,,,
textbox,Enter: Required information on the Grout Pour Record,,,,,,,,,,,,,,,,,,,,,,
label,Method - Visual,,,,,,,,,,,,,,,,,,,,,,
label,Frequency - Each element,,,,,,,,,,,,,,,,,,,,,,
label,Category - IP,,,,,,,,,,,,,,,,,,,,,,
label,"Responsibility - Foreman, SE/PE/SPE",,,,,,,,,,,,,,,,,,,,,,
label,Verifying Documents - This ITP,,,,,,,,,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,,,,,,,,,
checkpoint,5.7 - Surface Finishes,,,,,,,,,,,,,,,,,,,,,,
label,Reference - 610.28,,,,,,,,,,,,,,,,,,,,,,
label,"Acceptance Criteria - Surface finish shall be flat with a surface roughness of an amplitude of approximately 0.5mm - 1.5mm, likened to 40 grit sandpaper.",,,,,,,,,,,,,,,,,,,,,,
label,Method - Visual,,,,,,,,,,,,,,,,,,,,,,
label,Frequency - Each element,,,,,,,,,,,,,,,,,,,,,,
label,Category - IP,,,,,,,,,,,,,,,,,,,,,,
label,"Responsibility - Foreman, SE/PE/SPE",,,,,,,,,,,,,,,,,,,,,,
label,Verifying Documents - This ITP,,,,,,,,,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,,,,,,,,,
checkpoint,5.8 - Curing,,,,,,,,,,,,,,,,,,,,,,
label,Reference - Curing Methodology 610.23 Table 610.231,,,,,,,,,,,,,,,,,,,,,,
label,Acceptance Criteria - Curing to commence immediately after finishing operations and continue for the duration specified in table 610.231.,,,,,,,,,,,,,,,,,,,,,,
label,○ Curing methodology to be in accordance with the approved procedure and manufacturer's TDS.,,,,,,,,,,,,,,,,,,,,,,
label,Method - Visual,,,,,,,,,,,,,,,,,,,,,,
label,Frequency - Each element,,,,,,,,,,,,,,,,,,,,,,
label,Category - IP,,,,,,,,,,,,,,,,,,,,,,
label,"Responsibility - Foreman, SE/PE/SPE",,,,,,,,,,,,,,,,,,,,,,
label,Verifying Documents - This ITP,,,,,,,,,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,,,,,,,,,
section,6. Post-construction Activities,,,,,,,,,,,,,,,,,,,,,,
checkpoint,6.1 - Compressive Strength Test Results,,,,,,,,,,,,,,,,,,,,,,
label,"Reference - IFC Drawings, Product TDS",,,,,,,,,,,,,,,,,,,,,,
label,Acceptance Criteria - 7 day compressive strength (average of the 2 no. cubes) per sample for early indication that the strength is tracking correctly.,,,,,,,,,,,,,,,,,,,,,,
label,○ 28 day compressive strength per sample comply with the design strength.,,,,,,,,,,,,,,,,,,,,,,
label,Attach: Compressive Strength Test Results,,,,,,,,,,,,,,,,,,,,,,
label,Method - Document Review,,,,,,,,,,,,,,,,,,,,,,
label,Frequency - Each cube,,,,,,,,,,,,,,,,,,,,,,
label,Category - IP,,,,,,,,,,,,,,,,,,,,,,
label,Responsibility - SE/PE/SPE,,,,,,,,,,,,,,,,,,,,,,
label,Verifying Documents - This ITP,,,,,,,,,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,,,,,,,,,
checkpoint,6.2 - Surface Inspection - Cracks,,,,,,,,,,,,,,,,,,,,,,
label,Reference - 610.24,,,,,,,,,,,,,,,,,,,,,,
label,Acceptance Criteria - No cracks greater than 0.2mm (exposure classification B1),,,,,,,,,,,,,,,,,,,,,,
label,○ If cracking is observed follow Structural Concrete Crack Repair ITP for investigation and repair.,,,,,,,,,,,,,,,,,,,,,,
label,"Method - Visual, Measure",,,,,,,,,,,,,,,,,,,,,,
label,Frequency - Each element,,,,,,,,,,,,,,,,,,,,,,
label,Category - IP,,,,,,,,,,,,,,,,,,,,,,
label,Responsibility - SE/PE/SPE,,,,,,,,,,,,,,,,,,,,,,
label,Verifying Documents - This ITP,,,,,,,,,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,,,,,,,,,
checkpoint,6.3 - Surface Inspection - Surface Finish,,,,,,,,,,,,,,,,,,,,,,
label,"Reference - IFC Drawings 610.31 (a) - (n), 610.32",,,,,,,,,,,,,,,,,,,,,,
label,Acceptance Criteria - Comply with the IFC drawings and specifications.,,,,,,,,,,,,,,,,,,,,,,
label,○ Where surface finishes are non-conforming follow Structural Concrete Patch Repair ITP for investigation and repair.,,,,,,,,,,,,,,,,,,,,,,
label,Method - Visual,,,,,,,,,,,,,,,,,,,,,,
label,Frequency - Each element,,,,,,,,,,,,,,,,,,,,,,
label,Category - IP,,,,,,,,,,,,,,,,,,,,,,
label,Responsibility - SE/PE/SPE,,,,,,,,,,,,,,,,,,,,,,
label,Verifying Documents - This ITP,,,,,,,,,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,,,,,,,,,
checkpoint,6.4 - Measurement of Concrete Cover,,,,,,,,,,,,,,,,,,,,,,
label,Reference - 610.34,,,,,,,,,,,,,,,,,,,,,,
label,Acceptance Criteria - Concrete covermeter check one 3m² test area for every 25m² exterior surface area. ,,,,,,,,,,,,,,,,,,,,,,
label,○ Minimum 10 no. measurements recorded in each area. ,,,,,,,,,,,,,,,,,,,,,,
label,"○ Where low cover is identified, an assessment to evaluate the influence on durability of the structure is submitted to the Nominated Authority.",,,,,,,,,,,,,,,,,,,,,,
label,Attach: Covermeter Check Record,,,,,,,,,,,,,,,,,,,,,,
label,Method - Measure,,,,,,,,,,,,,,,,,,,,,,
label,Frequency - Each element,,,,,,,,,,,,,,,,,,,,,,
label,Category - IP,,,,,,,,,,,,,,,,,,,,,,
label,Responsibility - SE/PE/SPE,,,,,,,,,,,,,,,,,,,,,,
label,Verifying Documents - This ITP,,,,,,,,,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,,,,,,,,,
checkpoint,6.5 - As-built Survey ,,,,,,,,,,,,,,,,,,,,,,
label,"Reference - IFC Drawings 610.47 (a), Table 610.472",,,,,,,,,,,,,,,,,,,,,,
label,Acceptance Criteria - Provide record of dimensional measurements to demonstrate concrete members comply with tolerances below:,,,,,,,,,,,,,,,,,,,,,,
label,○ Reduced level ±2.5mm,,,,,,,,,,,,,,,,,,,,,,
label,○ Variation from grade across the width of individual pedestals shall not exceed 1 in 200,,,,,,,,,,,,,,,,,,,,,,
label,○ Deviation from flat surface ±1mm,,,,,,,,,,,,,,,,,,,,,,
label,Note: Different revisions of 610 have different clause numbers,,,,,,,,,,,,,,,,,,,,,,
label,Attach: Survey As-builts / Survey Report,,,,,,,,,,,,,,,,,,,,,,
label,Method - Document Review,,,,,,,,,,,,,,,,,,,,,,
label,Frequency - Each element,,,,,,,,,,,,,,,,,,,,,,
label,Category - IP,,,,,,,,,,,,,,,,,,,,,,
label,"Responsibility - Surveyor, PE/SE/SPE",,,,,,,,,,,,,,,,,,,,,,
label,Verifying Documents - This ITP,,,,,,,,,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,,,,,,,,,
checkpoint,6.6 - Non-conformance Report (NCR) Closure,,,,,,,,,,,,,,,,,,,,,,
label,Reference - MRPA Quality Management Plan,,,,,,,,,,,,,,,,,,,,,,
label,"Acceptance Criteria - Ensure that any NCRs pertaining to the lot / element / Work area that this ITP covers, have been closed in CAMs.",,,,,,,,,,,,,,,,,,,,,,
label,Method - Document Review,,,,,,,,,,,,,,,,,,,,,,
label,"Frequency - Once, prior to closure of this lot / element / Work area",,,,,,,,,,,,,,,,,,,,,,
label,Category - HP*,,,,,,,,,,,,,,,,,,,,,,
label,Responsibility - PE/SE/SPE,,,,,,,,,,,,,,,,,,,,,,
label,Verifying Documents - This ITP,,,,,,,,,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,,,,,,,,,
checkpoint,Final Inspection,,,,,,,,,,,,,,,,,,,,,,
label,"On behalf of Metropolitan Roads Program Alliance, it is hereby certified that the Works represented by the item of work listed above have been tested in accordance with the Project Quality Plan and conform in all respects with the requirements of the Contract.",,,,,,,,,,,,,,,,,,,,,,
text,Name:,,,,,,,,,,,,,,,,,,,,,,
text,Position:,,,,,,,,,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,,,,,,,,,
holdpoint,Sign ITP,,,,,,,,,,,,,,,,,,,,,,
