type,name,values,prefix,postfix,usage count,user addable,template name,,
label,○ Minimum 30% fines content.,,,,,,,,
label,"○ Plasticity Index 16-30, Liquid Limit 30%-60%.",,,,,,,,
label,Standard / Specification - GWS Table 1,,,,,,,,
label,Verifying Document - Test Results,,,,,,,,
label,Frequency - 3 initial tests per source of fill,,,,,,,,
label,Verification Activity: Activity - HP,,,,,,,,
label,Verification Activity: By - ENG,,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,,
checkpoint,4.01.04 - Grouted Boulders,,,,,,,,
label,"Acceptance / Conformance Criteria - Boulders to have specific gravity >2.1, be clean and crack-free.",,,,,,,,
label,○ The grout shall meet NZS 3109 and be kept wet 12 hours post pour.,,,,,,,,
label,○ Grout should be recessed 1/3 the diameter of the boulders' side facing the channel.,,,,,,,,
label,"○ 48 hrs before grouting, placement must be inspeted by Engineer.",,,,,,,,
label,○ 20MPa concrete.,,,,,,,,
label,Standard / Specification - Project Specification 4.7.6,,,,,,,,
label,"Verifying Document - Material Certs, Concrete Docket",,,,,,,,
label,Frequency - Before Delivery to Site,,,,,,,,
label,Verification Activity: Activity - HP,,,,,,,,
label,Verification Activity: By - ENG,,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,,
checkpoint,4.01.05 - Riprap Material,,,,,,,,
label,Acceptance / Conformance Criteria - Density - Greater than 2.40t/m3,,,,,,,,
label,○ Crushing Resistance - Not less than 150kN,,,,,,,,
label,"○ Weathering Classification - AA, BA, AB or BB",,,,,,,,
label,○ Abrasion Resistance - Not more than 26%,,,,,,,,
label,○ Calcite intrusions - Rock shall be free of calcite intrusions,,,,,,,,
label,○ Grading - Rock for riprap shall be the nominal D50 size shown on the drawings and shall be well graded.,,,,,,,,
label,"○ If riprap product is unavailable, alternative material to be approved by designer.",,,,,,,,
label,Standard / Specification - Project Specification 4.7.1,,,,,,,,
label,"Verifying Document - Delivery Dockets, Lab Reports",,,,,,,,
label,Frequency - Per Truck,,,,,,,,
label,Verification Activity: Activity - HP,,,,,,,,
label,Verification Activity: By - ENG,,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,,
checkpoint,4.01.06 - Bulk Fill below Clay Fill,,,,,,,,
label,Acceptance / Conformance Criteria - Maximum 10% fines,,,,,,,,
label,○ Blue/brown run of pit material (not too weathered),,,,,,,,
label,○ Wrapped in a geotextile (strength class determined by the clast size of aggregate),,,,,,,,
label,○ Maximum clast size 200mm. All larger blasts to be broken up.,,,,,,,,
label,Standard / Specification - Desiger,,,,,,,,
label,"Verifying Document - Delivery Dockets, Proof Roll Testing",,,,,,,,
label,Frequency - Per Truck,,,,,,,,
label,Verification Activity: Activity - HP,,,,,,,,
label,Verification Activity: By - ENG,,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,,
checkpoint,4.01.07 - Grout,,,,,,,,
label,Acceptance / Conformance Criteria - 20MPa Grout mix design to be deemed suitable by designer.,,,,,,,,
label,Standard / Specification - Designer,,,,,,,,
label,Verifying Document - Record of Approval,,,,,,,,
label,Frequency - Prior to use.,,,,,,,,
label,Verification Activity: Activity - HP,,,,,,,,
label,Verification Activity: By - ENG,,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,,
checkpoint,4.01.08 - Geotextile (Base of Undercut),,,,,,,,
label,Acceptance / Conformance Criteria - NZTA F/07 Strength Class C geotextile installed at the base of undercut.,,,,,,,,
label,Standard / Specification - Designer,,,,,,,,
label,Verifying Document - Dockets,,,,,,,,
label,Frequency - Per Delivery,,,,,,,,
label,Verification Activity: Activity - C,,,,,,,,
label,Verification Activity: By - PE,,,,,,,,
checkpoint,4.01.09 - Geotextile (Top of Rockfill),,,,,,,,
label,Acceptance / Conformance Criteria - NZTA F/07 Strength Class E geotextile installed on top of finished rockfill surface. Only required if GCL is installed.,,,,,,,,
label,Standard / Specification - Designer,,,,,,,,
label,Verifying Document - Dockets,,,,,,,,
label,Frequency - Per Delivery,,,,,,,,
label,Verification Activity: Activity - HP,,,,,,,,
label,Verification Activity: By - ENG,,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,,
checkpoint,4.01.10 - Geosynthetic Clay Liner,,,,,,,,
label,Acceptance / Conformance Criteria - Elcoseal GCL to be deemed suitable by designer. X800 grade to be used unless otherwise advised by designer.,,,,,,,,
label,Standard / Specification - Designer,,,,,,,,
label,Verifying Document - RFI,,,,,,,,
label,Frequency - Prior to use.,,,,,,,,
label,Verification Activity: Activity - HP,,,,,,,,
label,Verification Activity: By - ENG,,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,,
checkpoint,"4.02.01 - Pipes, Fittings and Pre-cast Structures",,,,,,,,
label,"Acceptance / Conformance Criteria - Confirm pipes diameter, class & jointing type as shown on the drawings, and that the pipes/manholes/catchpits are correct and in good condition and compliant.",,,,,,,,
label,Standard / Specification - As per design,,,,,,,,
label,Verifying Document - Delivery Dockets,,,,,,,,
label,Frequency - Per Deliver,,,,,,,,
label,Verification Activity: Activity - S,,,,,,,,
label,Verification Activity: By - SE,,,,,,,,
checkpoint,4.02.02 - Bedding/Side & Haunch/Overlay/Backfill Material Compliance,,,,,,,,
label,"Acceptance / Conformance Criteria - Pit sand, PAP 5 or an equivalent material approved by Engineer.",,,,,,,,
label,Standard / Specification - Project Specification,,,,,,,,
label,Verifying Document - IANZ Lab Test Report,,,,,,,,
label,Frequency - 1 Test per 1000m3,,,,,,,,
label,Verification Activity: Activity - H,,,,,,,,
label,Verification Activity: By - SE,,,,,,,,
checkpoint,4.02.03 - Quick Mix Concrete (Haunching),,,,,,,,
label,Acceptance / Conformance Criteria - Mixed as per manufacturer's requirements,,,,,,,,
label,Standard / Specification - Minimum 20MPa concrete mix,,,,,,,,
label,Verifying Document - Photographs,,,,,,,,
label,Frequency - Per Application,,,,,,,,
label,Verification Activity: Activity - C,,,,,,,,
label,Verification Activity: By - PE,,,,,,,,
section,SECTION 5 – CONSTRUCTION ACTIVITY,,,,,,,,
checkpoint,5.01.01 - Erosion and Sediment Control,,,,,,,,
label,Acceptance / Conformance Criteria - Super Silt Fencing and Silt Fencing in place as per ESCP Silt Buster to provide sediment control for weir.,,,,,,,,
label,Standard / Specification - ESCP WRC TR0902,,,,,,,,
label,Verifying Document - Enviro As-Built,,,,,,,,
label,Frequency - Prior,,,,,,,,
label,Verification Activity: Activity - H,,,,,,,,
label,Verification Activity: By - SE,,,,,,,,
checkpoint,5.01.02 - Upstream and Downstream Bunds,,,,,,,,
label,"Acceptance / Conformance Criteria - Temporary dam constructed via 1m sand bags, stacked up to max 2m height. 600mm rigid pipe at stream level to connect to 600mm flexible flume.",,,,,,,,
label,Standard / Specification - ESCP,,,,,,,,
label,Verifying Document - Enviro As-Built,,,,,,,,
label,Frequency - Prior,,,,,,,,
label,Verification Activity: Activity - H,,,,,,,,
label,Verification Activity: By - SE,,,,,,,,
checkpoint,5.01.03 - Dewatering,,,,,,,,
label,Acceptance / Conformance Criteria - Water from downstream bund to be pumped to Lamella Clarifier and discharged under into the stream further down.,,,,,,,,
label,○ Treated discharge into stream to be between pH 5.5-8.5. TSS limit 150mg/l. Turbidity limit 50NTU or 100mm clarity. Non-compliant discharge notified to WRC within 24 hours.,,,,,,,,
label,Standard / Specification - ESCP / DMP,,,,,,,,
label,Verifying Document - Enviro As-Built,,,,,,,,
label,Frequency - As required,,,,,,,,
label,Verification Activity: Activity - M,,,,,,,,
label,Verification Activity: By - SE,,,,,,,,
checkpoint,5.02.01 - Preparation for Filling,,,,,,,,
label,"Acceptance / Conformance Criteria - Preparation of the firm to stiff / medium dense subgrade beneath the proposed fill areas should comprise stripping of all vegetation, topsoil, any pre-existing fill materials or weak alluvium followed by benching of the exposed subgrade where natural slopes beneath the fill exceed gradients of nominally 1:5 (vertical to horizontal). CMW to inspect subgrade prior to placement of rockfill.",,,,,,,,
label,○ Benching in accordance with CMW sketch detail.,,,,,,,,
label,Standard / Specification - GWS 2.9.2,,,,,,,,
label,Verifying Document - Subgrade Inspection,,,,,,,,
label,Frequency - Prior to placement and compaction of fill,,,,,,,,
label,Verification Activity: Activity - HP,,,,,,,,
label,Verification Activity: By - SE,,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,,
checkpoint,5.02.06 - Rockfill Installation,,,,,,,,
label,"Acceptance / Conformance Criteria - Proof rolls at 500mm lifts, to be observed by CMW.",,,,,,,,
label,"○ Rockfill to be fully wrapped in geotextile filter fabric, strength class c. ",,,,,,,,
label,○ Wrapping to be inspected by CMW.,,,,,,,,
label,"○ Upon completion of rock fill instalation, inspection by CMW. ",,,,,,,,
label,○ Sharp edges of rock (protrusions) to be minimised.,,,,,,,,
label,Standard / Specification - Designer,,,,,,,,
label,Verifying Document - Proof Roll Record,,,,,,,,
label,Frequency - per 500mm lift,,,,,,,,
label,Verification Activity: Activity - HP,,,,,,,,
label,Verification Activity: By - ENG,,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,,
checkpoint,5.02.07 - Geotextile (Base of Undercut),,,,,,,,
label,Acceptance / Conformance Criteria - Class C Geotextile to cover the entire base of excavation and be fully wrapped around the rockfill material. Minimum 500mm overlap required.,,,,,,,,
label,Standard / Specification - Designer,,,,,,,,
label,Verifying Document - Photographs,,,,,,,,
label,Frequency - every overlap,,,,,,,,
label,Verification Activity: Activity - HP,,,,,,,,
label,Verification Activity: By - ENG,,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,,
checkpoint,5.02.08 - Geotextile (Top of Rockfill),,,,,,,,
label,Acceptance / Conformance Criteria - Class E Geotextile to cover the entire surface of rockfill material between rockfill – GCL interface.,,,,,,,,
label,○ CMW to inspect prior once installed.,,,,,,,,
label,Standard / Specification - Designer,,,,,,,,
label,Verifying Document - Photographs,,,,,,,,
label,Frequency - upon installation,,,,,,,,
label,Verification Activity: Activity - HP,,,,,,,,
label,Verification Activity: By - ENG,,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,,
checkpoint,5.02.09 - GCL,,,,,,,,
label,Acceptance / Conformance Criteria - GCL to cover entire surface of rockfill material.,,,,,,,,
label,○ Installed as per manufacturer's requirements.,,,,,,,,
label,○ CMW to inspect once installed.,,,,,,,,
label,Standard / Specification - Designer,,,,,,,,
label,Verifying Document - Photographs,,,,,,,,
label,Frequency - upon installation,,,,,,,,
label,Verification Activity: Activity - HP,,,,,,,,
label,Verification Activity: By - ENG,,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,,
checkpoint,5.02.10 - Topsoil,,,,,,,,
label,Acceptance / Conformance Criteria - Topsoil to cover entire surface of GCL. Minimum 300mm of coverage.,,,,,,,,
label,Standard / Specification - Designer,,,,,,,,
label,Verifying Document - Photographs,,,,,,,,
label,Frequency - upon installation,,,,,,,,
label,Verification Activity: Activity - HP,,,,,,,,
label,Verification Activity: By - ENG,,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,,
checkpoint,5.03.01 - Foundation Compliance,,,,,,,,
label,Acceptance / Conformance Criteria - Clegg Testing to be carried out on pipe foundation.,,,,,,,,
label,○ Clegg Test to correlate to minimum CBR of 15.,,,,,,,,
label,○ Foundation for Manholes/structures to only be measured with Clegg CIV of where there is a rockfill foundation. ,,,,,,,,
label,○ Other MH's and impact basin structures are to meet the foundation requirement.,,,,,,,,
label,○ Granular Material: Scala 3 blows/100mm,,,,,,,,
label,○ Cohesive Material: Vane Shear Strength 70kPa,,,,,,,,
label,Standard / Specification - Project Specification 4.3,,,,,,,,
label,Verifying Document - Test Results,,,,,,,,
label,Frequency - 0-5m: 2 Tests,,,,,,,,
label,○ 5m-10m: 3 Tests,,,,,,,,
label,○ 10m-40m: 4 Tests,,,,,,,,
label,○ 40m-100m: 5 Tests,,,,,,,,
label,○ 100m: 1 test per 20m,,,,,,,,
label,Verification Activity: Activity - H,,,,,,,,
label,Verification Activity: By - SE,,,,,,,,
checkpoint,5.03.03 - Bedding Compaction Testing,,,,,,,,
label,Acceptance / Conformance Criteria - HS2 Bedding under pavement,,,,,,,,
label,○ H2 Bedding outside pavement,,,,,,,,
label,○ NDM Back Scatter,,,,,,,,
label,○ Minimum Compaction 95%(Average98%) of MDD,,,,,,,,
label,"Standard / Specification - Non cohesive material - Minimum Density Index (DI) of 70 or 95% of MDD, AS/NZS 2566.2/2002",,,,,,,,
label,Verifying Document - IANZ Lab Test Report,,,,,,,,
label,Frequency - 0-5m: 2 Tests,,,,,,,,
label,○ 5m-10m: 3 Tests,,,,,,,,
label,○ 10m-40m: 4 Tests,,,,,,,,
label,○ 40m-100m: 5 Tests,,,,,,,,
label,○ 100m: 1 test per 20m,,,,,,,,
label,Verification Activity: Activity - H,,,,,,,,
label,Verification Activity: By - QE,,,,,,,,
checkpoint,5.03.04 - Haunch Zone Compaction Testing - Haunch Zone shall extend from top of bedding to 0.3 times the outside dia of pipe,,,,,,,,
label,"Acceptance / Conformance Criteria - NDM Direct Transmission with a probe depth of 300mm, Minimum Compaction 92% of MDD",,,,,,,,
label,"Standard / Specification - HS2 backfil Non cohesive material - Minimum Density Index (DI) of 60 or 92% of MDD, AS/NZS 3725:2007",,,,,,,,
label,Verifying Document - IANZ Lab Test Report,,,,,,,,
label,Frequency - 0-5m: 2 Tests,,,,,,,,
label,○ 5m-10m: 3 Tests,,,,,,,,
label,○ 10m-40m: 4 Tests,,,,,,,,
label,○ 40m-100m: 5 Tests,,,,,,,,
label,○ 100m: 1 test per 20m,,,,,,,,
label,Verification Activity: Activity - H,,,,,,,,
label,Verification Activity: By - QE,,,,,,,,
checkpoint,5.03.05 - Side Zone Compaction Testing - Side Zone shall extend from top of Haunch Zone to 0.5 times the outside dia of pipe,,,,,,,,
label,"Acceptance / Conformance Criteria - NDM Direct Transmission with a probe depth of 300mm, Minimum Compaction 92% of MDD",,,,,,,,
label,"Standard / Specification - HS2 backfil Non cohesive material - Minimum Density Index (DI) of 60 or 92% of MDD, AS/NZS 3725:2007",,,,,,,,
label,Verifying Document - IANZ Lab Test Report,,,,,,,,
label,Frequency - 0-5m: 2 Tests,,,,,,,,
label,○ 5m-10m: 3 Tests,,,,,,,,
label,○ 10m-40m: 4 Tests,,,,,,,,
label,○ 40m-100m: 5 Tests,,,,,,,,
label,○ 100m: 1 test per 20m,,,,,,,,
label,Verification Activity: Activity - H,,,,,,,,
label,Verification Activity: By - QE,,,,,,,,
checkpoint,5.03.06 - Overlay Compaction Testing - Overlay zone shall extend from top of Side Zone to 600mm above the top of the pipe. 2 lifts of 300mm should be placed.,,,,,,,,
label,"Acceptance / Conformance Criteria - NDM Direct Transmission with a probe depth of 300mm, Minimum Compaction 92% of MDD",,,,,,,,
label,"Standard / Specification - HS2 backfil Non cohesive material - Minimum Density Index (DI) of 60 or 92% of MDD, AS/NZS 3725:2007",,,,,,,,
label,Verifying Document - IANZ Lab Test Report,,,,,,,,
label,Frequency - 0-5m: 2 Tests,,,,,,,,
label,○ 5m-10m: 3 Tests,,,,,,,,
label,○ 10m-40m: 4 Tests,,,,,,,,
label,○ 40m-100m: 5 Tests,,,,,,,,
label,○ 100m: 1 test per 20m,,,,,,,,
label,Verification Activity: Activity - H,,,,,,,,
label,Verification Activity: By - QE,,,,,,,,
checkpoint,5.03.07 - Backfill Inspection,,,,,,,,
label,Acceptance / Conformance Criteria - Inspection of pipes prior to backfilling to ensure correct installation and that the joints are sealed. No damages caused to the pipeline.,,,,,,,,
label,Standard / Specification - Project Specification 4.3,,,,,,,,
label,Verifying Document - Photographs,,,,,,,,
label,Frequency - Continous,,,,,,,,
label,Verification Activity: Activity - S,,,,,,,,
label,Verification Activity: By - SE,,,,,,,,
checkpoint,5.03.08 - Survey,,,,,,,,
label,"Acceptance / Conformance Criteria - Invert Levels: The permissible deviation from the designated level of the invert at each manhole or structure shall be ± 50mm, provided that the fall between successive manholes or structures shall be at least 90% of that specified.",,,,,,,,
label,○ Horizontal Alignment: The permissible deviation of the horizontal alignment between manholes or structures shall be ± 100mm.,,,,,,,,
label,"○ Gradient: For straight gradients, the permissible deviation from the specified gradient shall be ± 50mm from a straight line drawn between the inverts of successive manholes, provided that no point in the pipeline is lower than any downstream point.",,,,,,,,
label,"Standard / Specification - Vertical tolerance +/- 50mm, Horizontal Between Structures +/- 100mm",,,,,,,,
label,Verifying Document - Survey Data,,,,,,,,
label,Frequency - Continous,,,,,,,,
label,Verification Activity: Activity - C,,,,,,,,
label,Verification Activity: By - SV,,,,,,,,
checkpoint,5.03.09 - Backfill Compaction Testing,,,,,,,,
label,"Acceptance / Conformance Criteria - NDM Direct Transmission with a probe depth of 300mm, Testing to be completed on 300mm lifts of backfill - 95% of MDD at OMC (98% Average)",,,,,,,,
label,Standard / Specification - PS 4.3 NZS 4402 Test 4.1.2,,,,,,,,
label,Verifying Document - IANZ Lab Test Report,,,,,,,,
label,Frequency - 0-5m: 2 Tests,,,,,,,,
label,○ 5m-10m: 3 Tests,,,,,,,,
label,○ 10m-40m: 4 Tests,,,,,,,,
label,○ 40m-100m: 5 Tests,,,,,,,,
label,○ 100m: 1 test per 20m,,,,,,,,
label,Verification Activity: Activity - H,,,,,,,,
label,Verification Activity: By - QE,,,,,,,,
checkpoint,5.03.10 - Riprap Mix,,,,,,,,
label,Acceptance / Conformance Criteria - Riprap Mix Materials to be stockpiled separately and mixed in a pre-determined ratio to make a suitable riprap product,,,,,,,,
label,Standard / Specification - Designer,,,,,,,,
label,Verifying Document - Photographs,,,,,,,,
label,Frequency - Prior to Use,,,,,,,,
label,Verification Activity: Activity - HP,,,,,,,,
label,Verification Activity: By - ENG,,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,,
checkpoint,5.03.11 - Riprap Embedment (Fish Passage),,,,,,,,
label,Acceptance / Conformance Criteria - Riprap layer within 1200mm fish passage to be 400mm high. Pipe laser to be used to ensure compliance.,,,,,,,,
label,Standard / Specification - Drawings,,,,,,,,
label,Verifying Document - Photographs,,,,,,,,
label,Frequency - During Placement,,,,,,,,
label,Verification Activity: Activity - H,,,,,,,,
label,Verification Activity: By - SV,,,,,,,,
checkpoint,5.03.12 - CCTV,,,,,,,,
label,Acceptance / Conformance Criteria - CCTV inspection of 750mm stormwater and wastewaterline. CCTV soft copy to be provided to designer.,,,,,,,,
label,Standard / Specification - Project Specification 4.4,,,,,,,,
label,Verifying Document - Soft Copy,,,,,,,,
label,Frequency - Post Installation,,,,,,,,
label,Verification Activity: Activity - H,,,,,,,,
label,Verification Activity: By - ITP,,,,,,,,
checkpoint,5.03.01 - Foundation Compliance,,,,,,,,
label,Acceptance / Conformance Criteria - Clegg Testing to be carried out on stormwater manhole foundation. Clegg Test to correlate to minimum CBR of 15.,,,,,,,,
label,Standard / Specification - Project Specification 4.3,,,,,,,,
label,Verifying Document - Test Results,,,,,,,,
label,Frequency - 1 Test/Manhole,,,,,,,,
label,Verification Activity: Activity - H,,,,,,,,
label,Verification Activity: By - QE,,,,,,,,
checkpoint,5.03.02 - Undercut Backfill Compliance,,,,,,,,
label,"Acceptance / Conformance Criteria - NDM Direct Transmission with a probe depth of 300mm, Minimum Compaction 95%(Average98%) of MDD",,,,,,,,
label,"Standard / Specification - Non cohesive material - Minimum Density Index (DI) of 70 or 95% of MDD, AS/NZS 2566.2/2002",,,,,,,,
label,Verifying Document - IANZ Lab Test Report,,,,,,,,
label,Frequency - 1 Test/Manhole if Undercut required,,,,,,,,
label,Verification Activity: Activity - H,,,,,,,,
label,Verification Activity: By - QE,,,,,,,,
checkpoint,5.03.03 - Bedding Compaction Testing,,,,,,,,
label,Acceptance / Conformance Criteria - HS2 Bedding under pavement,,,,,,,,
label,○ H2 Bedding outside pavement,,,,,,,,
label,○ NDM Back Scatter,,,,,,,,
label,○ Minimum Compaction 95%(Average98%) of MDD,,,,,,,,
label,"Standard / Specification - Non cohesive material - Minimum Density Index (DI) of 70 or 95% of MDD, AS/NZS 2566.2/2002",,,,,,,,
label,Verifying Document - IANZ Lab Test Report,,,,,,,,
label,Frequency - 1 Test/Manhole,,,,,,,,
label,Verification Activity: Activity - H,,,,,,,,
label,Verification Activity: By - QE,,,,,,,,
checkpoint,5.03.04 - Backfill Inspection,,,,,,,,
label,Acceptance / Conformance Criteria - Inspection of manhole prior to backfilling to ensure correct installation and that the joints are sealed. No damages caused to the manhole,,,,,,,,
label,Standard / Specification - Project Specification 4.3,,,,,,,,
label,Verifying Document - Photographs,,,,,,,,
label,Frequency - Continous,,,,,,,,
label,Verification Activity: Activity - S,,,,,,,,
label,Verification Activity: By - SE,,,,,,,,
checkpoint,5.03.05 - Survey,,,,,,,,
label,"Acceptance / Conformance Criteria - Invert Levels: The permissible deviation from the designated level of the invert at each manhole or structure shall be ± 50mm, provided that the fall between successive manholes or structures shall be at least 90% of that specified.",,,,,,,,
label,Horizontal Alignment: The permissible deviation of the horizontal alignment between manholes or structures shall be ± 100mm.,,,,,,,,
label,"Gradient: For straight gradients, the permissible deviation from the specified gradient shall be ± 50mm from a straight line drawn between the inverts of successive manholes, provided that no point in the pipeline is lower than any downstream point.",,,,,,,,
label,"Standard / Specification - Vertical tolerance +/- 50mm, Horizontal Between Structures +/- 100mm",,,,,,,,
label,Verifying Document - Survey Data,,,,,,,,
label,Frequency - Continous,,,,,,,,
label,Verification Activity: Activity - C,,,,,,,,
label,Verification Activity: By - SV,,,,,,,,
checkpoint,5.03.06 - Backfill Compaction Testing,,,,,,,,
label,"Acceptance / Conformance Criteria - NDM Direct Transmission with a probe depth of 300mm, Testing to be completed on 300mm lifts of backfill - 95% of MDD at OMC.",,,,,,,,
label,Standard / Specification - Project Specification 4.3,,,,,,,,
label,Verifying Document - IANZ Lab Test Report,,,,,,,,
label,Frequency - 4 Density test per layer at Quarter Points around the Structure,,,,,,,,
label,Verification Activity: Activity - H,,,,,,,,
label,Verification Activity: By - QE,,,,,,,,
checkpoint,5.03.07 - Haunching,,,,,,,,
label,Acceptance / Conformance Criteria - All the MH's needs to be haunched as per the specifications,,,,,,,,
label,Standard / Specification - RITS,,,,,,,,
label,Verifying Document - Photographs,,,,,,,,
label,Frequency - Continous,,,,,,,,
label,Verification Activity: Activity - S,,,,,,,,
label,Verification Activity: By - PE,,,,,,,,
section,SECTION 6 – POST CONSTRUCTION (FINAL INSPECTION AND HANDOVER),,,,,,,,
checkpoint,6.01.01 - As-Builts Critical Elements,,,,,,,,
label,Acceptance / Conformance Criteria - Undercut/topsoil clearance. Any placed fill. Any drainage undercuts/structures.,,,,,,,,
label,Standard / Specification - Downer,,,,,,,,
label,Verifying Document - Survey Records,,,,,,,,
label,Frequency - After Completion,,,,,,,,
label,Verification Activity: Activity - H,,,,,,,,
label,Verification Activity: By - SV,,,,,,,,
checkpoint,6.01.02 - Red-line Markup,,,,,,,,
label,Standard / Specification - Downer,,,,,,,,
label,Verifying Document - Red-line Markup,,,,,,,,
label,Frequency - After Completion,,,,,,,,
label,Verification Activity: Activity - H,,,,,,,,
label,Verification Activity: By - SE,,,,,,,,
