resource,resource,resource,type,Add Step,Add Post,Tier 1,Tier 2 ,Tier 3,Tier 4,Tier 5,Tier 6,Tier 7,Tier 8,Tier 9
Planter Box Waterproofing,,,checklist,,,,,,Planter Boxes,,,,,
,,,step,,,,,126,,,,,,
Hobs,,,checklist,,,,,,Hobs,,,,,
Internal Wet Areas,,,checklist,,,,,,Internal Wet Areas,,,,,
Balcony Waterproofing (+Apply Polyguard),,,checklist,,,,,,Balcony,,,,,
Planter Box Waterproofing,,,checklist,,,,,,Planter Boxes,,,,,
,,,step,,,,,127,,,,,,
Hobs,,,checklist,,,,,,Hobs,,,,,
Internal Wet Areas,,,checklist,,,,,,Internal Wet Areas,,,,,
Balcony Waterproofing (+Apply Polyguard),,,checklist,,,,,,Balcony,,,,,
Planter Box Waterproofing,,,checklist,,,,,,Planter Boxes,,,,,
,,,step,,,,,128,,,,,,
Hobs,,,checklist,,,,,,Hobs,,,,,
Internal Wet Areas,,,checklist,,,,,,Internal Wet Areas,,,,,
Balcony Waterproofing (+Apply Polyguard),,,checklist,,,,,,Balcony,,,,,
Planter Box Waterproofing,,,checklist,,,,,,Planter Boxes,,,,,
,,,step,,,,,129,,,,,,
Hobs,,,checklist,,,,,,Hobs,,,,,
Internal Wet Areas,,,checklist,,,,,,Internal Wet Areas,,,,,
Balcony Waterproofing (+Apply Polyguard),,,checklist,,,,,,Balcony,,,,,
Planter Box Waterproofing,,,checklist,,,,,,Planter Boxes,,,,,
,,,step,,,,,130,,,,,,
Hobs,,,checklist,,,,,,Hobs,,,,,
Internal Wet Areas,,,checklist,,,,,,Internal Wet Areas,,,,,
Balcony Waterproofing (+Apply Polyguard),,,checklist,,,,,,Balcony,,,,,
Planter Box Waterproofing,,,checklist,,,,,,Planter Boxes,,,,,
,,,step,,,,,131,,,,,,
Hobs,,,checklist,,,,,,Hobs,,,,,
Internal Wet Areas,,,checklist,,,,,,Internal Wet Areas,,,,,
Balcony Waterproofing (+Apply Polyguard),,,checklist,,,,,,Balcony,,,,,
Planter Box Waterproofing,,,checklist,,,,,,Planter Boxes,,,,,
,,,step,,,,,132,,,,,,
Hobs,,,checklist,,,,,,Hobs,,,,,
Internal Wet Areas,,,checklist,,,,,,Internal Wet Areas,,,,,
Balcony Waterproofing (+Apply Polyguard),,,checklist,,,,,,Balcony,,,,,
Planter Box Waterproofing,,,checklist,,,,,,Planter Boxes,,,,,
,,,step,,,,,133,,,,,,
Hobs,,,checklist,,,,,,Hobs,,,,,
Internal Wet Areas,,,checklist,,,,,,Internal Wet Areas,,,,,
Balcony Waterproofing (+Apply Polyguard),,,checklist,,,,,,Balcony,,,,,
Planter Box Waterproofing,,,checklist,,,,,,Planter Boxes,,,,,
,,,step,,,,,134,,,,,,
Hobs,,,checklist,,,,,,Hobs,,,,,
Internal Wet Areas,,,checklist,,,,,,Internal Wet Areas,,,,,
Balcony Waterproofing (+Apply Polyguard),,,checklist,,,,,,Balcony,,,,,
Planter Box Waterproofing,,,checklist,,,,,,Planter Boxes,,,,,
,,,step,,,,,135,,,,,,
Hobs,,,checklist,,,,,,Hobs,,,,,
Internal Wet Areas,,,checklist,,,,,,Internal Wet Areas,,,,,
Balcony Waterproofing (+Apply Polyguard),,,checklist,,,,,,Balcony,,,,,
Planter Box Waterproofing,,,checklist,,,,,,Planter Boxes,,,,,
,,,step,,,,,136,,,,,,
Hobs,,,checklist,,,,,,Hobs,,,,,
Internal Wet Areas,,,checklist,,,,,,Internal Wet Areas,,,,,
Balcony Waterproofing (+Apply Polyguard),,,checklist,,,,,,Balcony,,,,,
Planter Box Waterproofing,,,checklist,,,,,,Planter Boxes,,,,,
,,,step,,,,,137,,,,,,
Hobs,,,checklist,,,,,,Hobs,,,,,
Internal Wet Areas,,,checklist,,,,,,Internal Wet Areas,,,,,
Balcony Waterproofing (+Apply Polyguard),,,checklist,,,,,,Balcony,,,,,
Planter Box Waterproofing,,,checklist,,,,,,Planter Boxes,,,,,
,,,step,,,,,138,,,,,,
Hobs,,,checklist,,,,,,Hobs,,,,,
Internal Wet Areas,,,checklist,,,,,,Internal Wet Areas,,,,,
Balcony Waterproofing (+Apply Polyguard),,,checklist,,,,,,Balcony,,,,,
Planter Box Waterproofing,,,checklist,,,,,,Planter Boxes,,,,,
,,,step,,,,,139,,,,,,
Hobs,,,checklist,,,,,,Hobs,,,,,
Internal Wet Areas,,,checklist,,,,,,Internal Wet Areas,,,,,
Balcony Waterproofing (+Apply Polyguard),,,checklist,,,,,,Balcony,,,,,
Planter Box Waterproofing,,,checklist,,,,,,Planter Boxes,,,,,
,,,step,,,,Level 2,,,,,,,
,,,step,,,,,201,,,,,,
Hobs,,,checklist,,,,,,Hobs,,,,,
Internal Wet Areas,,,checklist,,,,,,Internal Wet Areas,,,,,
Balcony Waterproofing (+Apply Polyguard),,,checklist,,,,,,Balcony,,,,,
Planter Box Waterproofing,,,checklist,,,,,,Planter Boxes,,,,,
,,,step,,,,,202,,,,,,
Hobs,,,checklist,,,,,,Hobs,,,,,
Internal Wet Areas,,,checklist,,,,,,Internal Wet Areas,,,,,
Balcony Waterproofing (+Apply Polyguard),,,checklist,,,,,,Balcony,,,,,
Planter Box Waterproofing,,,checklist,,,,,,Planter Boxes,,,,,
,,,step,,,,,203,,,,,,
Hobs,,,checklist,,,,,,Hobs,,,,,
Internal Wet Areas,,,checklist,,,,,,Internal Wet Areas,,,,,
Balcony Waterproofing (+Apply Polyguard),,,checklist,,,,,,Balcony,,,,,
Planter Box Waterproofing,,,checklist,,,,,,Planter Boxes,,,,,
,,,step,,,,,204,,,,,,
Hobs,,,checklist,,,,,,Hobs,,,,,
Internal Wet Areas,,,checklist,,,,,,Internal Wet Areas,,,,,
Balcony Waterproofing (+Apply Polyguard),,,checklist,,,,,,Balcony,,,,,
Planter Box Waterproofing,,,checklist,,,,,,Planter Boxes,,,,,
,,,step,,,,,205,,,,,,
Hobs,,,checklist,,,,,,Hobs,,,,,
Internal Wet Areas,,,checklist,,,,,,Internal Wet Areas,,,,,
Balcony Waterproofing (+Apply Polyguard),,,checklist,,,,,,Balcony,,,,,
Planter Box Waterproofing,,,checklist,,,,,,Planter Boxes,,,,,
,,,step,,,,,206,,,,,,
Hobs,,,checklist,,,,,,Hobs,,,,,
Internal Wet Areas,,,checklist,,,,,,Internal Wet Areas,,,,,
Balcony Waterproofing (+Apply Polyguard),,,checklist,,,,,,Balcony,,,,,
Planter Box Waterproofing,,,checklist,,,,,,Planter Boxes,,,,,
,,,step,,,,,207,,,,,,
Hobs,,,checklist,,,,,,Hobs,,,,,
Internal Wet Areas,,,checklist,,,,,,Internal Wet Areas,,,,,
Balcony Waterproofing (+Apply Polyguard),,,checklist,,,,,,Balcony,,,,,
Planter Box Waterproofing,,,checklist,,,,,,Planter Boxes,,,,,
,,,step,,,,,208,,,,,,
Hobs,,,checklist,,,,,,Hobs,,,,,
Internal Wet Areas,,,checklist,,,,,,Internal Wet Areas,,,,,
Balcony Waterproofing (+Apply Polyguard),,,checklist,,,,,,Balcony,,,,,
Planter Box Waterproofing,,,checklist,,,,,,Planter Boxes,,,,,
,,,step,,,,,209,,,,,,
Hobs,,,checklist,,,,,,Hobs,,,,,
Internal Wet Areas,,,checklist,,,,,,Internal Wet Areas,,,,,
Balcony Waterproofing (+Apply Polyguard),,,checklist,,,,,,Balcony,,,,,
Planter Box Waterproofing,,,checklist,,,,,,Planter Boxes,,,,,
,,,step,,,,,210,,,,,,
Hobs,,,checklist,,,,,,Hobs,,,,,
Internal Wet Areas,,,checklist,,,,,,Internal Wet Areas,,,,,
Balcony Waterproofing (+Apply Polyguard),,,checklist,,,,,,Balcony,,,,,
Planter Box Waterproofing,,,checklist,,,,,,Planter Boxes,,,,,
,,,step,,,,,211,,,,,,
Hobs,,,checklist,,,,,,Hobs,,,,,
Internal Wet Areas,,,checklist,,,,,,Internal Wet Areas,,,,,
Balcony Waterproofing (+Apply Polyguard),,,checklist,,,,,,Balcony,,,,,
Planter Box Waterproofing,,,checklist,,,,,,Planter Boxes,,,,,
,,,step,,,,,212,,,,,,
Hobs,,,checklist,,,,,,Hobs,,,,,
Internal Wet Areas,,,checklist,,,,,,Internal Wet Areas,,,,,
Balcony Waterproofing (+Apply Polyguard),,,checklist,,,,,,Balcony,,,,,
Planter Box Waterproofing,,,checklist,,,,,,Planter Boxes,,,,,
,,,step,,,,,213,,,,,,
Hobs,,,checklist,,,,,,Hobs,,,,,
Internal Wet Areas,,,checklist,,,,,,Internal Wet Areas,,,,,
Balcony Waterproofing (+Apply Polyguard),,,checklist,,,,,,Balcony,,,,,
Planter Box Waterproofing,,,checklist,,,,,,Planter Boxes,,,,,
,,,step,,,,,214,,,,,,
Hobs,,,checklist,,,,,,Hobs,,,,,
Internal Wet Areas,,,checklist,,,,,,Internal Wet Areas,,,,,
Balcony Waterproofing (+Apply Polyguard),,,checklist,,,,,,Balcony,,,,,
Planter Box Waterproofing,,,checklist,,,,,,Planter Boxes,,,,,
,,,step,,,,,215,,,,,,
Hobs,,,checklist,,,,,,Hobs,,,,,
Internal Wet Areas,,,checklist,,,,,,Internal Wet Areas,,,,,
Balcony Waterproofing (+Apply Polyguard),,,checklist,,,,,,Balcony,,,,,
Planter Box Waterproofing,,,checklist,,,,,,Planter Boxes,,,,,
,,,step,,,,,216,,,,,,
Hobs,,,checklist,,,,,,Hobs,,,,,
Internal Wet Areas,,,checklist,,,,,,Internal Wet Areas,,,,,
Balcony Waterproofing (+Apply Polyguard),,,checklist,,,,,,Balcony,,,,,
Planter Box Waterproofing,,,checklist,,,,,,Planter Boxes,,,,,
,,,step,,,,,217,,,,,,
Hobs,,,checklist,,,,,,Hobs,,,,,
Internal Wet Areas,,,checklist,,,,,,Internal Wet Areas,,,,,
Balcony Waterproofing (+Apply Polyguard),,,checklist,,,,,,Balcony,,,,,
Planter Box Waterproofing,,,checklist,,,,,,Planter Boxes,,,,,
,,,step,,,,,218,,,,,,
Hobs,,,checklist,,,,,,Hobs,,,,,
Internal Wet Areas,,,checklist,,,,,,Internal Wet Areas,,,,,
Balcony Waterproofing (+Apply Polyguard),,,checklist,,,,,,Balcony,,,,,
Planter Box Waterproofing,,,checklist,,,,,,Planter Boxes,,,,,
,,,step,,,,,219,,,,,,
Hobs,,,checklist,,,,,,Hobs,,,,,
Internal Wet Areas,,,checklist,,,,,,Internal Wet Areas,,,,,
Balcony Waterproofing (+Apply Polyguard),,,checklist,,,,,,Balcony,,,,,
Planter Box Waterproofing,,,checklist,,,,,,Planter Boxes,,,,,
,,,step,,,,,220,,,,,,
Hobs,,,checklist,,,,,,Hobs,,,,,
Internal Wet Areas,,,checklist,,,,,,Internal Wet Areas,,,,,
Balcony Waterproofing (+Apply Polyguard),,,checklist,,,,,,Balcony,,,,,
Planter Box Waterproofing,,,checklist,,,,,,Planter Boxes,,,,,
,,,step,,,,,221,,,,,,
Hobs,,,checklist,,,,,,Hobs,,,,,
Internal Wet Areas,,,checklist,,,,,,Internal Wet Areas,,,,,
Balcony Waterproofing (+Apply Polyguard),,,checklist,,,,,,Balcony,,,,,
Planter Box Waterproofing,,,checklist,,,,,,Planter Boxes,,,,,
,,,step,,,,,222,,,,,,
Hobs,,,checklist,,,,,,Hobs,,,,,
Internal Wet Areas,,,checklist,,,,,,Internal Wet Areas,,,,,
Balcony Waterproofing (+Apply Polyguard),,,checklist,,,,,,Balcony,,,,,
Planter Box Waterproofing,,,checklist,,,,,,Planter Boxes,,,,,
,,,step,,,,,223,,,,,,
Hobs,,,checklist,,,,,,Hobs,,,,,
Internal Wet Areas,,,checklist,,,,,,Internal Wet Areas,,,,,
Balcony Waterproofing (+Apply Polyguard),,,checklist,,,,,,Balcony,,,,,
Planter Box Waterproofing,,,checklist,,,,,,Planter Boxes,,,,,
,,,step,,,,,224,,,,,,
Hobs,,,checklist,,,,,,Hobs,,,,,
Internal Wet Areas,,,checklist,,,,,,Internal Wet Areas,,,,,
Balcony Waterproofing (+Apply Polyguard),,,checklist,,,,,,Balcony,,,,,
Planter Box Waterproofing,,,checklist,,,,,,Planter Boxes,,,,,
,,,step,,,,,225,,,,,,
Hobs,,,checklist,,,,,,Hobs,,,,,
Internal Wet Areas,,,checklist,,,,,,Internal Wet Areas,,,,,
Balcony Waterproofing (+Apply Polyguard),,,checklist,,,,,,Balcony,,,,,
Planter Box Waterproofing,,,checklist,,,,,,Planter Boxes,,,,,
,,,step,,,,,226,,,,,,
Hobs,,,checklist,,,,,,Hobs,,,,,
Internal Wet Areas,,,checklist,,,,,,Internal Wet Areas,,,,,
Balcony Waterproofing (+Apply Polyguard),,,checklist,,,,,,Balcony,,,,,
Planter Box Waterproofing,,,checklist,,,,,,Planter Boxes,,,,,
,,,step,,,,,227,,,,,,
Hobs,,,checklist,,,,,,Hobs,,,,,
Internal Wet Areas,,,checklist,,,,,,Internal Wet Areas,,,,,
Balcony Waterproofing (+Apply Polyguard),,,checklist,,,,,,Balcony,,,,,
Planter Box Waterproofing,,,checklist,,,,,,Planter Boxes,,,,,
,,,step,,,,,228,,,,,,
Hobs,,,checklist,,,,,,Hobs,,,,,
Internal Wet Areas,,,checklist,,,,,,Internal Wet Areas,,,,,
Balcony Waterproofing (+Apply Polyguard),,,checklist,,,,,,Balcony,,,,,
Planter Box Waterproofing,,,checklist,,,,,,Planter Boxes,,,,,
,,,step,,,,,229,,,,,,
Hobs,,,checklist,,,,,,Hobs,,,,,
Internal Wet Areas,,,checklist,,,,,,Internal Wet Areas,,,,,
Balcony Waterproofing (+Apply Polyguard),,,checklist,,,,,,Balcony,,,,,
Planter Box Waterproofing,,,checklist,,,,,,Planter Boxes,,,,,
,,,step,,,,,230,,,,,,
Hobs,,,checklist,,,,,,Hobs,,,,,
Internal Wet Areas,,,checklist,,,,,,Internal Wet Areas,,,,,
Balcony Waterproofing (+Apply Polyguard),,,checklist,,,,,,Balcony,,,,,
Planter Box Waterproofing,,,checklist,,,,,,Planter Boxes,,,,,
,,,step,,,,,231,,,,,,
Hobs,,,checklist,,,,,,Hobs,,,,,
Internal Wet Areas,,,checklist,,,,,,Internal Wet Areas,,,,,
Balcony Waterproofing (+Apply Polyguard),,,checklist,,,,,,Balcony,,,,,
Planter Box Waterproofing,,,checklist,,,,,,Planter Boxes,,,,,
,,,step,,,,,232,,,,,,
Hobs,,,checklist,,,,,,Hobs,,,,,
Internal Wet Areas,,,checklist,,,,,,Internal Wet Areas,,,,,
Balcony Waterproofing (+Apply Polyguard),,,checklist,,,,,,Balcony,,,,,
Planter Box Waterproofing,,,checklist,,,,,,Planter Boxes,,,,,
,,,step,,,,,233,,,,,,
Hobs,,,checklist,,,,,,Hobs,,,,,
Internal Wet Areas,,,checklist,,,,,,Internal Wet Areas,,,,,
Balcony Waterproofing (+Apply Polyguard),,,checklist,,,,,,Balcony,,,,,
Planter Box Waterproofing,,,checklist,,,,,,Planter Boxes,,,,,
,,,step,,,,,234,,,,,,
Hobs,,,checklist,,,,,,Hobs,,,,,
Internal Wet Areas,,,checklist,,,,,,Internal Wet Areas,,,,,
Balcony Waterproofing (+Apply Polyguard),,,checklist,,,,,,Balcony,,,,,
Planter Box Waterproofing,,,checklist,,,,,,Planter Boxes,,,,,
,,,step,,,,,235,,,,,,
Hobs,,,checklist,,,,,,Hobs,,,,,
Internal Wet Areas,,,checklist,,,,,,Internal Wet Areas,,,,,
Balcony Waterproofing (+Apply Polyguard),,,checklist,,,,,,Balcony,,,,,
Planter Box Waterproofing,,,checklist,,,,,,Planter Boxes,,,,,
,,,step,,,,,236,,,,,,
Hobs,,,checklist,,,,,,Hobs,,,,,
Internal Wet Areas,,,checklist,,,,,,Internal Wet Areas,,,,,
Balcony Waterproofing (+Apply Polyguard),,,checklist,,,,,,Balcony,,,,,
Planter Box Waterproofing,,,checklist,,,,,,Planter Boxes,,,,,
,,,step,,,,,237,,,,,,
Hobs,,,checklist,,,,,,Hobs,,,,,
Internal Wet Areas,,,checklist,,,,,,Internal Wet Areas,,,,,
Balcony Waterproofing (+Apply Polyguard),,,checklist,,,,,,Balcony,,,,,
Planter Box Waterproofing,,,checklist,,,,,,Planter Boxes,,,,,
,,,step,,,,,238,,,,,,
Hobs,,,checklist,,,,,,Hobs,,,,,
Internal Wet Areas,,,checklist,,,,,,Internal Wet Areas,,,,,
Balcony Waterproofing (+Apply Polyguard),,,checklist,,,,,,Balcony,,,,,
Planter Box Waterproofing,,,checklist,,,,,,Planter Boxes,,,,,
,,,step,,,,,239,,,,,,
Hobs,,,checklist,,,,,,Hobs,,,,,
Internal Wet Areas,,,checklist,,,,,,Internal Wet Areas,,,,,
Balcony Waterproofing (+Apply Polyguard),,,checklist,,,,,,Balcony,,,,,
Planter Box Waterproofing,,,checklist,,,,,,Planter Boxes,,,,,
,,,step,,,,Level 3 ,,,,,,,
,,,step,,,,,301,,,,,,
Hobs,,,checklist,,,,,,Hobs,,,,,
Internal Wet Areas,,,checklist,,,,,,Internal Wet Areas,,,,,
Balcony Waterproofing (+Apply Polyguard),,,checklist,,,,,,Balcony,,,,,
Planter Box Waterproofing,,,checklist,,,,,,Planter Boxes,,,,,
,,,step,,,,,302,,,,,,
Hobs,,,checklist,,,,,,Hobs,,,,,
Internal Wet Areas,,,checklist,,,,,,Internal Wet Areas,,,,,
Balcony Waterproofing (+Apply Polyguard),,,checklist,,,,,,Balcony,,,,,
Planter Box Waterproofing,,,checklist,,,,,,Planter Boxes,,,,,
,,,step,,,,,303,,,,,,
Hobs,,,checklist,,,,,,Hobs,,,,,
Internal Wet Areas,,,checklist,,,,,,Internal Wet Areas,,,,,
Balcony Waterproofing (+Apply Polyguard),,,checklist,,,,,,Balcony,,,,,
Planter Box Waterproofing,,,checklist,,,,,,Planter Boxes,,,,,
,,,step,,,,,304,,,,,,
Hobs,,,checklist,,,,,,Hobs,,,,,
Internal Wet Areas,,,checklist,,,,,,Internal Wet Areas,,,,,
Balcony Waterproofing (+Apply Polyguard),,,checklist,,,,,,Balcony,,,,,
Planter Box Waterproofing,,,checklist,,,,,,Planter Boxes,,,,,
,,,step,,,,,305,,,,,,
Hobs,,,checklist,,,,,,Hobs,,,,,
Internal Wet Areas,,,checklist,,,,,,Internal Wet Areas,,,,,
Balcony Waterproofing (+Apply Polyguard),,,checklist,,,,,,Balcony,,,,,
Planter Box Waterproofing,,,checklist,,,,,,Planter Boxes,,,,,
,,,step,,,,,306,,,,,,
Hobs,,,checklist,,,,,,Hobs,,,,,
Internal Wet Areas,,,checklist,,,,,,Internal Wet Areas,,,,,
Balcony Waterproofing (+Apply Polyguard),,,checklist,,,,,,Balcony,,,,,
Planter Box Waterproofing,,,checklist,,,,,,Planter Boxes,,,,,
,,,step,,,,,307,,,,,,
Hobs,,,checklist,,,,,,Hobs,,,,,
Internal Wet Areas,,,checklist,,,,,,Internal Wet Areas,,,,,
Balcony Waterproofing (+Apply Polyguard),,,checklist,,,,,,Balcony,,,,,
Planter Box Waterproofing,,,checklist,,,,,,Planter Boxes,,,,,
,,,step,,,,,308,,,,,,
Hobs,,,checklist,,,,,,Hobs,,,,,
Internal Wet Areas,,,checklist,,,,,,Internal Wet Areas,,,,,
