type,name,values,prefix,postfix,usage count,user addable,template name,,
checkpoint,Visual Check - Specified finish achieved,,,,,,,,
tickbox,Does the finish meet class 2 as per AS3610,,,,,,,,
tickbox,"Chamfers clean, neat and on all required edges",,,,,,,,
tickbox,Openings (formwork removed),,,,,,,,
tickbox,Nailplates / Recesses etc removed,,,,,,,,
checkpoint,Any Strongbacks Installed where required,,,,,,,,
checkpoint,Element free from defects that will impact structural integrity or durability?,,,,,,,,
label,"If 'FLAG', raise NCR and notify EP Project Manager to discuss with builder",,,,,,,,
tickbox,"If NCR raised, take photo of completed approved works",,,,,,,,
checkpoint,"All Post Pour Works complete - Element Checked, Approved and Ready for delivery",,,,,,,,
section,Concrete Test Results,,,,,,,,
checkpoint,Concrete Test Result attached,,,,,,,,
label,Upload actual test result OR a test result of the same mix design from the same day,,,,,,,,
,,,,,,,,,
checklist,Delivery / Installation Day Checklist,,,,,,Delivery / Installation Day Checklist,,
section,Hold Point,,,,,,,,
checkpoint,Has the slab reached the minimum strength required (upload copy of builder confirmation),,,,,,,,
label,12MPa for cast-in anchors and 20MPa for post installed anchors,,,,,,,,
section,Prestart / Start-up,,,,,,,,
checkpoint,Date of Installation,,,,,,,,
checkpoint,Exclusion Zone is set up (upload photo),,,,,,,,
checkpoint,Plant & Equipment prestart/logbooks filled out (upload photo),,,,,,,,
checkpoint,Toolbox Talk has been completed (upload photo),,,,,,,,
,,,,,,,,,
checklist,Installation Checklist,,,,,,Installation Checklist,,
section,Installation Documents,,,,,,,,
checkpoint,Attach IFC Installation Drawings,,,,,,,,
section,Element Install & Grouting,,,,,,,,
checkpoint,Bedding grout placed and finished as per project requirements,,,,,,,,
tickbox,Bedding grout (trowelable) used is as per project specification (upload photo of bag),,,,,,,,
tickbox,Grout mixed in line with manufacturers recommendations,,,,,,,,
tickbox,Grout bed sufficent to ensure full coverage (upload photo of grout bed),,,,,,,,
checkpoint,Element installed to:,,,,,,,,
tickbox,Survey Pins,,,,,,,,
tickbox,Within 5mm of vertical plumb,,,,,,,,
tickbox,Face alignment within 5mm,,,,,,,,
checkpoint,Element propped as per Euro Precast PEDS,,,,,,,,
tickbox,Prop bolts installed with tool to ensure locking mechanism can't be removed by hand (upload photo),,,,,,,,
checkpoint,Dowel tube (flowable) grout placed and finished as per project requirements,,,,,,,,
tickbox,Dowel tube grout used is as per project specification (upload photo of bag),,,,,,,,
tickbox,Grout mixed in line with manufacturers recommendations,,,,,,,,
tickbox,Dowel tubes filled to top of tubes,,,,,,,,
checkpoint,Were there any delays or Site Instructions given,,,,,,,,
checkpoint,Is there any transport or erection damage that needs to be fixed (upload photos),,,,,,,,
checkpoint,Area has been cleaned from grout and rubbish,,,,,,,,
section,Element Caulking,,,,,,,,
checkpoint,Element caulked as per project requirements,,,,,,,,
tickbox,Caulking product used as per element/project requirements (upload photo of caulking product used),,,,,,,,
tickbox,Open or closed cell backing rod used? (add in comments section),,,,,,,,
tickbox,Caulking installed and checked (upload photo),,,,,,,,
section,Prop Removal,,,,,,,,
checkpoint,Has the Builder given us written confirmation that props can be removed (upload),,,,,,,,
checkpoint,Upload photo of element after the props have been removed,,,,,,,,
section,Basic Patch,,,,,,,,
checkpoint,Have the lifting anchors been patching as per project requirements,,,,,,,,
checkpoint,Have the prop points been patching as per project requirements,,,,,,,,
checkpoint,Have the grout tubes been patching as per project requirements,,,,,,,,
section,Final Finish,,,,,,,,
checkpoint,Has all outstanding patching been completed (take photo of visible faces of element),,,,,,,,
checkpoint,Has the builder signed off on the element?,,,,,,,,
,,,,,,,,,
checklist-flat,Safe Load Declaration Checklist,,,,,,Safe Load Declaration Checklist,,
checkpoint,Details complete,,,,,,,,
textbox,Date:,,,,,,,,
textbox,Project Name:,,,,,,,,
textbox,Delivery Address:,,,,,,,,
textbox,Transport Company:,,,,,,,,
textbox,Truck Registration #,,,,,,,,
textbox,Trailer Registration,,,,,,,,
dropdown,Trailer Type:,"Drop Deck, Drop Deck No Frame, Flat Top, Layover, Super Layover, Commission",,,,,,,
checkpoint,Upload photo of Load List used for load,,,,,,,,
checkpoint,Upload photos of both sides of loaded truck (after being chained down),,,,,,,,
checkpoint,Load Declaration,,,,,,,,
label,"In signing below, you agree and acknowledge that:",,,,,,,,
label,You are not permitted to leave the Euro Precast factory unless a Safe Load Declaration has been completed,,,,,,,,
label,You have been provided with a copy of the load list that indicates individual element weights and total approximate load weight (excluding trailer/frame weight),,,,,,,,
label,You have chained down all units/elements in a safe and secure manner and in accordance with the latest published government/industry best practice guidance material,,,,,,,,
label,"You will abide by all safety rules, PPE requirements and client instructions on the project site at all times.",,,,,,,,
label,"You as an indivudal, the truck, the trailer and load comply with the latest requirements of the Heavy Vehicle National Law and Regualtions (HVNL)",,,,,,,,
signoff,Driver Signature (must include Company),,,,,,,,
,,,,,,,,,
checklist-flat,Grout Testing Checklist,,,,,,Grout Testing Checklist,,
checkpoint,"To organise grout testing, call Construction Sciences. Primary contact is Michael Hardcastle on 0429 791 069. Secondary contact is Joshua Borg on 0429 790 444",,,,,,,,
textbox,Date:,,,,,,,,
textbox,Project Name:,,,,,,,,
textbox,Time of test:,,,,,,,,
textbox,Grouts tested:,,,,,,,,
checkpoint,Upload grout test results,,,,,,,,
