type,name,values,prefix,postfix,usage count,user addable,template name,Resource ID,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,
section,Preconstruction,,,,,,,,,,,,,,
checkpoint,4.1 Lot Size,,,,,,,,,,,,,,
label,REFERENCE: VicRoads Spec. Cl.306.03(b),,,,,,,,,,,,,,
label,ACCEPTANCE CRITERIA: The maximum size for a single lot shall be considered a single layer of 4000m²,,,,,,,,,,,,,,
label,○ A lot shall consist of a single layer of pavement material placed on the same day,,,,,,,,,,,,,,
label,"METHOD: Visual, Measure",,,,,,,,,,,,,,
label,FREQUENCY: Each lot,,,,,,,,,,,,,,
label,CATEGORY: IP,,,,,,,,,,,,,,
label,RESPONSIBILITY: SE,,,,,,,,,,,,,,
label,VERIFYING DOCUMENTS: Signed ITP,,,,,,,,,,,,,,
label,○ Attach: Lot Map,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,
checkpoint,4.2 Survey Set-out,,,,,,,,,,,,,,
label,REFERENCE: IFC Drawings,,,,,,,,,,,,,,
label,ACCEPTANCE CRITERIA: Survey to set out works in accordance with IFC Drawings,,,,,,,,,,,,,,
label,○ ATTACH: Lot Map,,,,,,,,,,,,,,
label,"METHOD: Measure, Visual",,,,,,,,,,,,,,
label,FREQUENCY: Each lot prior to commencement,,,,,,,,,,,,,,
label,CATEGORY: IP,,,,,,,,,,,,,,
label,"RESPONSIBILITY: Surveyor, SE/PE/SPE",,,,,,,,,,,,,,
label,VERIFYING DOCUMENTS: This ITP,,,,,,,,,,,,,,
label,○ Attach: Lot Map,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,
section,Construction / Installation Activities,,,,,,,,,,,,,,
checkpoint,5.1 Delivery,,,,,,,,,,,,,,
label,REFERENCE: VicRoads Spec. Cl.306.07,,,,,,,,,,,,,,
label,ACCEPTANCE CRITERIA: Review delivery dockets to ensure all information required as per 306.07 (b) is recorded and meets the specificaiton requirements.,,,,,,,,,,,,,,
label,○ Attach: Delivery Dockets,,,,,,,,,,,,,,
label,METHOD: Document Review,,,,,,,,,,,,,,
label,FREQUENCY: Each Lot,,,,,,,,,,,,,,
label,CATEGORY: IP,,,,,,,,,,,,,,
label,RESPONSIBILITY: SE,,,,,,,,,,,,,,
label,VERIFYING DOCUMENTS: This ITP,,,,,,,,,,,,,,
label,○ Attach: Delivery Dockets,,,,,,,,,,,,,,
label,○ Attach: pour records,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,
checkpoint,5.2 Placement - Transverse Joints,,,,,,,,,,,,,,
label,REFERENCE: VicRoads Spec. Cl.306.08(a)(c),,,,,,,,,,,,,,
label,ACCEPTANCE CRITERIA: Material should be spread to minimise number of joints,,,,,,,,,,,,,,
label,"○ In any layer, transverse joints in adjoining paver runs shall be offset by not less than 2 m",,,,,,,,,,,,,,
label,○ Transverse joints offset from one layer to next by not less than 2 metres,,,,,,,,,,,,,,
label,"METHOD: Visual, Measure",,,,,,,,,,,,,,
label,FREQUENCY: Each Lot,,,,,,,,,,,,,,
label,CATEGORY: IP,,,,,,,,,,,,,,
label,RESPONSIBILITY: SE,,,,,,,,,,,,,,
label,VERIFYING DOCUMENTS: This ITP,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,
checkpoint,5.3 Placement - Longitudinal Joints,,,,,,,,,,,,,,
label,REFERENCE: VicRoads Spec. Cl.306.08(a)(d)(e),,,,,,,,,,,,,,
label,ACCEPTANCE CRITERIA: Material should be spread to minimise number of joints,,,,,,,,,,,,,,
label,○ Longitudinal joints offset from one layer to next by not less than 150mm,,,,,,,,,,,,,,
label,○ Longitudinal joints to be located within 300mm from planned traffic lane lines or within 300 mm of the centre of a traffic lane.,,,,,,,,,,,,,,
label,"METHOD: Visual, Measure",,,,,,,,,,,,,,
label,FREQUENCY: Each Lot,,,,,,,,,,,,,,
label,CATEGORY: IP,,,,,,,,,,,,,,
label,RESPONSIBILITY: SE,,,,,,,,,,,,,,
label,VERIFYING DOCUMENTS: This ITP,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,
checkpoint,5.4 Placement - Layer Thickness,,,,,,,,,,,,,,
label,REFERENCE: VicRoads Spec. Cl.306.11,,,,,,,,,,,,,,
label,ACCEPTANCE CRITERIA: Compacted layer thickness should be not less than 100mm and not greater than 180mm.,,,,,,,,,,,,,,
label,"METHOD: Visual, Measure",,,,,,,,,,,,,,
label,FREQUENCY: Each Lot,,,,,,,,,,,,,,
label,CATEGORY: IP,,,,,,,,,,,,,,
label,RESPONSIBILITY: SE,,,,,,,,,,,,,,
label,VERIFYING DOCUMENTS: This ITP,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,
checkpoint,5.5 Placement - Working Time,,,,,,,,,,,,,,
label,"REFERENCE: VicRoads Spec. Cl.306.07, VicRoads Spec. Cl.306.09 Table 306.091",,,,,,,,,,,,,,
label,ACCEPTANCE CRITERIA: Working Shall Not be more than specified for each binder:,,,,,,,,,,,,,,
label,○ Rapid Setting (GP) - 2hrs (Oct-Apr) 3hrs (May-Sept),,,,,,,,,,,,,,
label,○ Medium Setting (GB) - 3hrs (Oct-Apr) 5hrs (May-Sept),,,,,,,,,,,,,,
label,○ Slow Setting (Slag) - 8hrs (Oct-Apr) 12hrs (May-Sept),,,,,,,,,,,,,,
label,"○ If the ambient temperature within the period from October to April on any day is less than 15°C, the May to September maximum allowable working times may be applied.",,,,,,,,,,,,,,
label,○ Attach: Delivery Dockets,,,,,,,,,,,,,,
label,○ Attach: Pour record,,,,,,,,,,,,,,
label,"METHOD: Measure, Document Review",,,,,,,,,,,,,,
label,FREQUENCY: Each Lot,,,,,,,,,,,,,,
label,CATEGORY: IP,,,,,,,,,,,,,,
label,RESPONSIBILITY: SE,,,,,,,,,,,,,,
label,"VERIFYING DOCUMENTS: This ITP, Delivery Dockets",,,,,,,,,,,,,,
label,○ Attach: pour records,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,
checkpoint,5.6 Water,,,,,,,,,,,,,,
label,REFERENCE: VicRoads Spec. Cl.306.06,,,,,,,,,,,,,,
label,"ACCEPTANCE CRITERIA: Except for the purpose of curing, no water shall be added to the cementitious treated material.",,,,,,,,,,,,,,
label,"○ Water shall be clean and substantially free from detrimental impurities such as oils, salts, acids, alkalis and vegetable substances.",,,,,,,,,,,,,,
label,METHOD: Visual,,,,,,,,,,,,,,
label,FREQUENCY: Each Lot,,,,,,,,,,,,,,
label,CATEGORY: IP,,,,,,,,,,,,,,
label,RESPONSIBILITY: SE,,,,,,,,,,,,,,
label,VERIFYING DOCUMENTS: This ITP,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,
checkpoint,5.7 Cementious binder content & UCS requirements,,,,,,,,,,,,,,
label,REFERENCE: VicRoads Spec. 815.10,,,,,,,,,,,,,,
label,ACCEPTANCE CRITERIA: Contractor shall carry out the UCS Testing to determine the cemenetious binder meet the minimum 7days,,,,,,,,,,,,,,
label,○ Attach: test results,,,,,,,,,,,,,,
label,METHOD: Document Review,,,,,,,,,,,,,,
label,FREQUENCY: Each Lot,,,,,,,,,,,,,,
label,CATEGORY: IP,,,,,,,,,,,,,,
label,RESPONSIBILITY: SE,,,,,,,,,,,,,,
label,VERIFYING DOCUMENTS: Test report,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,
checkpoint,5.8 Compaction - Modified Compactive Effort,,,,,,,,,,,,,,
label,"REFERENCE: VicRoads Spec. Cl.306.05, VicRoads Spec. Cl.306.09(a)(b)",,,,,,,,,,,,,,
label,ACCEPTANCE CRITERIA: Moisture content at time of spreading and compactions is within +0.5% and –1.0% of optimum moisture content,,,,,,,,,,,,,,
label,○ Scale B:,,,,,,,,,,,,,,
label, – No. of tests per lot shall be 3,,,,,,,,,,,,,,
label, – Mean density ratio > 96%,,,,,,,,,,,,,,
label,METHOD: Document review,,,,,,,,,,,,,,
label,FREQUENCY: Each Lot,,,,,,,,,,,,,,
label,CATEGORY: IP,,,,,,,,,,,,,,
label,RESPONSIBILITY: SE,,,,,,,,,,,,,,
label,VERIFYING DOCUMENTS: Attach: Test Report,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,
checkpoint,5.9 Test Rolling,,,,,,,,,,,,,,
label,REFERENCE: VicRoads Spec. Cl.306.10 Table 306.091,,,,,,,,,,,,,,
label,ACCEPTANCE CRITERIA: Test rolling to be carried out in accordance with the requirements of Section 173 on the cementitious treated pavement subbase layer within the maximum allowable working time for the relevant binder and time of year as specified in Table 306.091.,,,,,,,,,,,,,,
label,METHOD: Visual,,,,,,,,,,,,,,
label,FREQUENCY: Each Lot,,,,,,,,,,,,,,
label,CATEGORY: HP,,,,,,,,,,,,,,
label,"RESPONSIBILITY: SE, NA",,,,,,,,,,,,,,
label,VERIFYING DOCUMENTS: This ITP,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,
holdpoint,NOMINATED AUTHORITY HOLDPOINT,,,,,,,,,,,,,,
section,Post Construction,,,,,,,,,,,,,,
checkpoint,6.1 Curing,,,,,,,,,,,,,,
label,REFERENCE: Vicroads Spec 306.11,,,,,,,,,,,,,,
label,ACCEPTANCE CRITERIA: Pavement Design Modulus of 500 MPa: The surface of each compacted layer shall be kept moist for a period of seven days unless covered at an earlier stage with the succeeding layer or with an approved curing membrane,,,,,,,,,,,,,,
label,METHOD: Visual,,,,,,,,,,,,,,
label,FREQUENCY: Each Lot,,,,,,,,,,,,,,
label,CATEGORY: IP,,,,,,,,,,,,,,
label,RESPONSIBILITY: SE/PE,,,,,,,,,,,,,,
label,VERIFYING DOCUMENTS: This ITP,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,
checkpoint,6.2 Protection,,,,,,,,,,,,,,
label,REFERENCE: Vicroads Spec 306.11,,,,,,,,,,,,,,
label,ACCEPTANCE CRITERIA: Pavement Design Modulus of 500 MPa: Construction or other traffic shall not use a compacted layer within 24 hours of placement without the approval of the Superintendent.,,,,,,,,,,,,,,
label,METHOD: Visual,,,,,,,,,,,,,,
label,FREQUENCY: Each Lot,,,,,,,,,,,,,,
label,CATEGORY: IP,,,,,,,,,,,,,,
label,RESPONSIBILITY: SE/PE,,,,,,,,,,,,,,
label,VERIFYING DOCUMENTS: This ITP,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,
checkpoint,6.3 Surface level,,,,,,,,,,,,,,
label,REFERENCE: VicRoads Spec. Cl.306.03(c),,,,,,,,,,,,,,
label,ACCEPTANCE CRITERIA: No point on the surface of the cementitious subbase layer shall vary by more than 8 mm from a 3 metre straight edge placed in any direction. Water shall not pond on the surface of the cementitious treated subbase,,,,,,,,,,,,,,
label,METHOD: Document review,,,,,,,,,,,,,,
label,FREQUENCY: Each Lot,,,,,,,,,,,,,,
label,CATEGORY: IP,,,,,,,,,,,,,,
label,RESPONSIBILITY: SE/PE,,,,,,,,,,,,,,
label,VERIFYING DOCUMENTS: This ITP,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,
checkpoint,6.4 Conformity with drawings-Width and alignment,,,,,,,,,,,,,,
label,REFERENCE: VicRoads Spec. Cl.306.03(b) Table 306.032,,,,,,,,,,,,,,
label,ACCEPTANCE CRITERIA: Width and Alignment: The width of pavement measured on each side of the centreline or design line shall not deviate by more than 50 mm from the designed offset when measured at a right angle.,,,,,,,,,,,,,,
label,METHOD: Document Review,,,,,,,,,,,,,,
label,FREQUENCY: Each Lot,,,,,,,,,,,,,,
label,CATEGORY: IP,,,,,,,,,,,,,,
label,RESPONSIBILITY: SE/PE,,,,,,,,,,,,,,
label,VERIFYING DOCUMENTS: Attach: Survey Report,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,
checkpoint,6.5 Conformity with drawings-Survey Level,,,,,,,,,,,,,,
label,REFERENCE: VicRoads Spec. Cl.306.03(b) Table 306.032,,,,,,,,,,,,,,
label,ACCEPTANCE CRITERIA: Scale B: Measurements per Lot: 40,,,,,,,,,,,,,,
label,○ Subgrade:,,,,,,,,,,,,,,
label, – Mean value of all level readings to range between +5/-25,,,,,,,,,,,,,,
label, – Standard deviation of all level readings to be less than or equal to 15,,,,,,,,,,,,,,
label,○ Subbase:,,,,,,,,,,,,,,
label, – Mean value of all level readings to range between +6/-12,,,,,,,,,,,,,,
label, – Standard deviation of all level readings to be less than or equal to 13,,,,,,,,,,,,,,
label,METHOD: Document Review,,,,,,,,,,,,,,
label,"FREQUENCY: Each Lot, Scale B: 40 points per lot",,,,,,,,,,,,,,
label,CATEGORY: IP,,,,,,,,,,,,,,
label,RESPONSIBILITY: SE/PE,,,,,,,,,,,,,,
label,VERIFYING DOCUMENTS: Attach: Survey Report,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,
checkpoint,6.6 Non-conformance Report (NCR) Closure,,,,,,,,,,,,,,
label,REFERENCE: MRPA Quality Management Plan,,,,,,,,,,,,,,
label,"ACCEPTANCE CRITERIA: Ensure that any NCRs pertaining to the lot / element / Work area that this ITP covers, have been closed in Team Binder.",,,,,,,,,,,,,,
label,METHOD: Document Review,,,,,,,,,,,,,,
label,"FREQUENCY: Once, prior to closure of this lot / element / Work area",,,,,,,,,,,,,,
label,CATEGORY: HP*,,,,,,,,,,,,,,
label,RESPONSIBILITY: PE/SPE,,,,,,,,,,,,,,
label,VERIFYING DOCUMENTS: This ITP,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,
checkpoint,Final Inspection,,,,,,,,,,,,,,
label,"On behalf of Metropolitan Roads Program Alliance, it is hereby certified that the Works represented by the item of work listed have been tested in accordance with the Project Quality Plan and conform in all respects with the requirements of the Contract.",,,,,,,,,,,,,,
text,Name:,,,,,,,,,,,,,,
text,Position:,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,
holdpoint,Sign ITP,,,,,,,,,,,,,,
