type,name,values,prefix,postfix,usage count,user addable,template name,,,,
section,2.1 Bituminous Material,,,,,,,,,,
checkpoint,2.1.1 - Binder,,,,,,,,,,
label,Ref docs - TfNSW R106/R107 Cl. 2.1.1,,,,,,,,,,
label,Acceptance criteria - Conformance of Characteristics as per tables 3252.1 and 3253.1,,,,,,,,,,
label,– – – – – – – – – – – – –,,,,,,,,,,
label,Property,,,,,,,,,,
label,– – – – – – – – – – – – –,,,,,,,,,,
label,Viscosity at 165°C (1) Pa.s,,,,,,,,,,
label,"Torsional recovery at 25°C, 30 s %",,,,,,,,,,
label,Softening point °C,,,,,,,,,,
label,Viscosity at 60°C Pa.s,,,,,,,,,,
label,Penetration at 25°C 0.1 mm,,,,,,,,,,
label,– – – – – – – – – – – – –,,,,,,,,,,
label,• Sample to be taken for each load at delivery point,,,,,,,,,,
button,Acceptance,"Yes,No,N/A",,,,,,,,,
checkpoint,2.1.2 - Storage and Handling,,,,,,,,,,
label,Ref docs - TfNSW R106/R107 Cl. 2.1.2,,,,,,,,,,
label,Acceptance criteria - Bitumen not to be heated above the manufacturer’s recommendations,,,,,,,,,,
button,Acceptance,"Yes,No,N/A",,,,,,,,,
section,2.2 Aggregate Precoating Agent & Bitumen Adhesion Agent,,,,,,,,,,
checkpoint,2.2.1 - Aggregate Precoating Agent,,,,,,,,,,
label,Ref docs - TfNSW R106/R107 Cl. 2.2,,,,,,,,,,
label,Acceptance criteria - Aggregate precoating agents must conform to Specification TfNSW 3268 for the grade of polymer modified binder specified in Annexure R107/A.,,,,,,,,,,
button,Acceptance,"Yes,No,N/A",,,,,,,,,
checkpoint,2.2.2 - Bitumen Adhesion Agent,,,,,,,,,,
label,Ref docs - TfNSW R106/R107 Cl. 2.2,,,,,,,,,,
label,Acceptance criteria - Bitumen adhesion agents must conform to Specification TfNSW 3269 for the grade of polymer modified binder specified in Annexure R107/A.,,,,,,,,,,
button,Acceptance,"Yes,No,N/A",,,,,,,,,
section,2.3 Oils for Reducing the Viscosity of Bitumen,,,,,,,,,,
checkpoint,2.3.1 - Oils for Reducing the Viscosity of Bitumen,,,,,,,,,,
label,Ref docs - TfNSW R106/R107 Cl. 2.3,,,,,,,,,,
label,Acceptance criteria - The oils for reducing the viscosity of bitumen must conform to AS 3568.,,,,,,,,,,
button,Acceptance,"Yes,No,N/A",,,,,,,,,
section,2.4 Aggregate,,,,,,,,,,
checkpoint,2.4.1 - Properties,,,,,,,,,,
label,Ref docs - TfNSW R106/R107 Cl. 2.4.1,,,,,,,,,,
label,Acceptance criteria - The supply and delivery of aggregate must meet the requirements of Specification TfNSW 3151.,,,,,,,,,,
label,• Test results for each site of aggregate must be obtained before use in the Works.,,,,,,,,,,
label,"• If requested, a sample from the same site must be provided to the Principal.",,,,,,,,,,
label,• The sample size must follow AS 1141.3.,,,,,,,,,,
button,Acceptance,"Yes,No,N/A",,,,,,,,,
checkpoint,2.4.2 - Stockpiles,,,,,,,,,,
label,Ref docs - TfNSW R106/R107 Cl. 2.4.2,,,,,,,,,,
label,Acceptance criteria - Arrange and manage aggregate stockpiles in accordance with the following requirements: ,,,,,,,,,,
label,• The maximum Site size for aggregate stockpiles is 250 m3.,,,,,,,,,,
label,• Stockpiles must be placed on firm level ground and separated from other stockpiles to prevent cross-contamination.,,,,,,,,,,
label,• The quantity and type of each stockpile must be clearly labeled.,,,,,,,,,,
label,• Recovery from stockpiles must minimize segregation and contamination.,,,,,,,,,,
button,Acceptance,"Yes,No,N/A",,,,,,,,,
section,2.5 Geotextile,,,,,,,,,,
checkpoint,2.5.1 - Properties,,,,,,,,,,
label,Ref docs - TfNSW R106/R107 Cl. 2.5,,,,,,,,,,
label,Acceptance criteria - Nonwoven needle punched fabric.,,,,,,,,,,
label,• Minimum melting point: 165°C.,,,,,,,,,,
label,• Minimum mass: 130 g/m2.,,,,,,,,,,
label,• Minimum bitumen saturation: 0.9 L/m2,,,,,,,,,,
button,Acceptance,"Yes,No,N/A",,,,,,,,,
section,3.0 Nominated Materials and Design of Bituminous Surfacing,,,,,,,,,,
checkpoint,3.1 - Surface texture,,,,,,,,,,
label,Ref docs - TfNSW R106/R107 Cl. 1.1,,,,,,,,,,
label,Acceptance criteria - Measure surface texture – Test Method T240,,,,,,,,,,
button,Acceptance,"Yes,No,N/A",,,,,,,,,
label,"Remarks / record (eg. test frequency, reports, certificates, checklist etc) - Five (5) measurements every 250 metres and at changes in aggregate size or heavy patches (shoulder, wheel paths, between wheel paths and centre line) per lane of sprayed bituminous surfacing works)",,,,,,,,,,
checkpoint,3.2 - Design,,,,,,,,,,
label,Ref docs - TfNSW R106/R107 Cl. 3.1,,,,,,,,,,
label,Acceptance criteria - Nominated application rates using T240 results and nominated materials.,,,,,,,,,,
button,Acceptance,"Yes,No,N/A",,,,,,,,,
label,Verify of acceptance by,,,,,,,,,,
label,Symal Infrastructure: Key - H,,,,,,,,,,
textbox,Symal Infrastructure: Sign date,,,,,,,,,,
label,"Remarks / record (eg. test frequency, reports, certificates, checklist etc) - Bitumen application rate in L/m², Aggregate spread rate in m²/m³",,,,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,,,,
checkpoint,3.3 - Proportions of Constituents,,,,,,,,,,
label,Ref docs - TfNSW R106/R107 Cl. 3.2,,,,,,,,,,
label,Acceptance criteria - ,,,,,,,,,,
label,– – – – – – – – – – – – –,,,,,,,,,,
label,Constituent || Bituminous Surfacing || Limit,,,,,,,,,,
label,– – – – – – – – – – – – –,,,,,,,,,,
label,Bitumen Adhesion Agent || Prime/Primer seal || 1 % maximum,,,,,,,,,,
label,Bitumen Adhesion Agent || Seal/Reseal || 0.5 - 1.0 % depending on the results of initial adhesion and stripping tests or anticipated weather,,,,,,,,,,
label,,,,,,,,,,,
label,Cutter Oil || Prime/Primer seal || as per design,,,,,,,,,,
label,Cutter Oil || Seal/Reseal || as per TfNSW Form 382,,,,,,,,,,
label,,,,,,,,,,,
label,"Flux Oil || Seal/Reseal || Subject to the Principal's approval of your proposal, you may use up to 4%",,,,,,,,,,
label,– – – – – – – – – – – – –,,,,,,,,,,
button,Acceptance,"Yes,No,N/A",,,,,,,,,
label,Verify of acceptance by,,,,,,,,,,
label,Symal Infrastructure: Key - H,,,,,,,,,,
textbox,Symal Infrastructure: Sign date,,,,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,,,,
checkpoint,3.4 - Submission Materials and Spray Seal Design,,,,,,,,,,
label,Ref docs - TfNSW R106 CL. 3.3/R107 Cl. 3.2,,,,,,,,,,
label,"Acceptance criteria - Submission of Nominated design, T240 surface texture recordings, nominated materials and conformance certificates",,,,,,,,,,
button,Acceptance,"Yes,No,N/A",,,,,,,,,
label,Verify of acceptance by,,,,,,,,,,
label,Symal Infrastructure: Key - H,,,,,,,,,,
textbox,Symal Infrastructure: Sign date,,,,,,,,,,
label,"Remarks / record (eg. test frequency, reports, certificates, checklist etc) - Constituent material:",,,,,,,,,,
label,• Aggregate,,,,,,,,,,
label,• Binder,,,,,,,,,,
label,• Precoat,,,,,,,,,,
label,• Adhesion agent,,,,,,,,,,
label,• Cutter oil (7 days prior to works being carried out),,,,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,,,,
checkpoint,3.5 - Design Review,,,,,,,,,,
label,Ref docs - TfNSW R106 CL. 3.4/R107 Cl. 3.3,,,,,,,,,,
label,Acceptance criteria - Review design at each location based on actual ALD test result for the actual aggregate to be used instead of the ALD of the nominated material.,,,,,,,,,,
button,Acceptance,"Yes,No,N/A",,,,,,,,,
label,Verify of acceptance by,,,,,,,,,,
label,Symal Infrastructure: Key - H,,,,,,,,,,
textbox,Symal Infrastructure: Sign date,,,,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,,,,
section,4.0 Process Control,,,,,,,,,,
checkpoint,4.1 - Sampling And Testing,,,,,,,,,,
label,Ref docs - TfNSW R106/R107 Cl. 4.1,,,,,,,,,,
label,Acceptance criteria - Materials are sampled and tested according to relevant specifications in Clause 2 and AS 2008. Testing complies with Annexure R107/L.,,,,,,,,,,
button,Acceptance,"Yes,No,N/A",,,,,,,,,
checkpoint,4.2 - Application Of Sprayed Bituminous Surfacing,,,,,,,,,,
label,Ref docs - TfNSW R106/R107 Cl. 4.2,,,,,,,,,,
label,Acceptance criteria - provide a uniform application of binder with adequate adhesion to the underlying surface.,,,,,,,,,,
label,• provide a complete cover of interlocking aggregate particles.,,,,,,,,,,
label,• achieve effective bond between binder and aggregate.,,,,,,,,,,
button,Acceptance,"Yes,No,N/A",,,,,,,,,
checkpoint,4.3 - Process Control Chart,,,,,,,,,,
label,Ref docs - TfNSW R106 Cl. 4.3,,,,,,,,,,
label,"Acceptance criteria - Use process control chart for work where 10 or more sprayer runs greater than 1,000 litres are required per shift.",,,,,,,,,,
label,• Take corrective action where conformance criteria is not met.,,,,,,,,,,
button,Acceptance,"Yes,No,N/A",,,,,,,,,
label,"Remarks / record (eg. test frequency, reports, certificates, checklist etc) - ≥ 2% and ≤5% over 5 successive runs",,,,,,,,,,
section,5.0 Condition for Commencement of Sprayed Bituminous Surfacing Works,,,,,,,,,,
checkpoint,5.1 - Aggregate Delivery,,,,,,,,,,
label,Ref docs - TfNSW R106/R107 C.L. 5.1,,,,,,,,,,
label,"Acceptance criteria - Aggregate supplied with a light, uniform coverage of all particles. Store to avoid contamination– Clean and dry.",,,,,,,,,,
label,"• Stockpile the material at the site, the maximum site size must not exceed 250 cubic metres",,,,,,,,,,
label,• Adequately precoated,,,,,,,,,,
button,Acceptance,"Yes,No,N/A",,,,,,,,,
label,"Remarks / record (eg. test frequency, reports, certificates, checklist etc) - Cover aggregate if rain is imminent",,,,,,,,,,
checkpoint,5.2 - Transitions,,,,,,,,,,
label,Ref docs - IFC Drawing,,,,,,,,,,
label,Acceptance criteria - Loose or damaged material is removed.,,,,,,,,,,
label,• Transition areas are properly compacted.,,,,,,,,,,
label,• Neat edges on the transition area.,,,,,,,,,,
button,Acceptance,"Yes,No,N/A",,,,,,,,,
label,Verify of acceptance by,,,,,,,,,,
label,Symal Infrastructure: Key - S,,,,,,,,,,
textbox,Symal Infrastructure: Sign date,,,,,,,,,,
label,"Remarks / record (eg. test frequency, reports, certificates, checklist etc) - ",,,,,,,,,,
bool,Transition extent mark-up,,,,,,,,,,
checkpoint,5.3 - Preparation Of Pavement Surface,,,,,,,,,,
label,Ref docs - TfNSW R106/R107 CL. 5.2,,,,,,,,,,
label,"Acceptance criteria - Pavement surface to be swept by use of rotary road broom, suction broom and stiff bass hand broom (if needed).",,,,,,,,,,
button,Acceptance,"Yes,No,N/A",,,,,,,,,
label,Verify of acceptance by,,,,,,,,,,
note,Shoalhaven City Council: Key - W,,,,,,,,,,
textbox,Shoalhaven City Council: Sign date,,,,,,,,,,
label,"Remarks / record (eg. test frequency, reports, certificates, checklist etc) - Sweeping must extend a least 300mm beyond each edge.",,,,,,,,,,
checkpoint,5.4 - Pick Up Surface Level,,,,,,,,,,
label,Ref docs - IFC Drawing,,,,,,,,,,
label,Acceptance criteria - Surface Level picked up by qualified surveyor.,,,,,,,,,,
button,Acceptance,"Yes,No,N/A",,,,,,,,,
label,Verify of acceptance by,,,,,,,,,,
note,Shoalhaven City Council: Key - W,,,,,,,,,,
textbox,Shoalhaven City Council: Sign date,,,,,,,,,,
checkpoint,5.5 - Pavement Temperature and Weather Conditions,,,,,,,,,,
label,Ref docs - TfNSW R106/R107 CL. 5.3,,,,,,,,,,
label,Acceptance criteria - Measure and record pavement temperatures at regular intervals during the course of work.,,,,,,,,,,
label,"• Where spray sealing is delayed and significant rain events have since occurred, undertake moisture testing to ensure the base has achieved sufficient dry back.",,,,,,,,,,
button,Acceptance,"Yes,No,N/A",,,,,,,,,
label,"Remarks / record (eg. test frequency, reports, certificates, checklist etc) - If pavement is in shade and sun take both measurements.",,,,,,,,,,
label,• Do not spray wet pavement or when rain is imminent,,,,,,,,,,
label,• Do not spray during strong winds or dust storm.,,,,,,,,,,
checkpoint,5.6 - Protection of services and road fixtures ,,,,,,,,,,
label,Ref docs - TfNSW R106/R107 CL. 5.4,,,,,,,,,,
label,"Acceptance criteria - Protect road fixtures, (gratings, hydrants, valve boxes, hydrants, manhole covers, bridge or culvert decks etc.",,,,,,,,,,
label,• Remove adherent patches of foreign material from the surface of the pavement. Mask or remove raised pavement markers.,,,,,,,,,,
button,Acceptance,"Yes,No,N/A",,,,,,,,,
label,"Remarks / record (eg. test frequency, reports, certificates, checklist etc) - TRPMs shall be the same colour as the colour of the RRPMs. For example, they should be:",,,,,,,,,,
label,• Supplement the lane line - white,,,,,,,,,,
label,• Dividing line - yellow,,,,,,,,,,
label,• TRPMs should simulate the normal RRPM pattern for the respective pavement markings,,,,,,,,,,
section,6.0 Application of Sprayed Bituminous Surfacing,,,,,,,,,,
checkpoint,6.1 - Plant,,,,,,,,,,
label,Ref docs - TfNSW R106/R107 C.L. 6.1,,,,,,,,,,
label,Acceptance criteria - Certification and operation of sprayer,,,,,,,,,,
label,• Sufficient loaded and measured trucks of dry aggregate to provide full cover for the area sprayed and a uniform finish.,,,,,,,,,,
label,• Rollers – dual axle smooth pneumatic tyred multi-wheel with mass greater than seven (7) tonnes without ballast and minimum tyre pressure of 550kPa.,,,,,,,,,,
button,Acceptance,"Yes,No,N/A",,,,,,,,,
checkpoint,6.2 - Operation of the Sprayer,,,,,,,,,,
label,Ref docs - TfNSW R106/R107 C.L. 6.2,,,,,,,,,,
label,Acceptance criteria - Protect all fixtures using paper (or other appropriate barrier material),,,,,,,,,,
label,• Check the quantity of binder sprayed against the area covered and make necessary adjustments.,,,,,,,,,,
label,• 50 mm overlap spray between adjacent longitudinal for special type end nozzles or intermediate nozzles set with a jig.,,,,,,,,,,
label,• normal manner for intermediate nozzles and the overlap must be at least 300 mm.,,,,,,,,,,
button,Acceptance,"Yes,No,N/A",,,,,,,,,
label,"Remarks / record (eg. test frequency, reports, certificates, checklist etc) - Dip after each run",,,,,,,,,,
label,• Within ±5% of target design application rate for conventional and PMB bitumen’s,,,,,,,,,,
label,And,,,,,,,,,,
label,• ±10% for PMB containing scrap rubber,,,,,,,,,,
checkpoint,6.3 - Bitumen Type and Temperature Requirements,,,,,,,,,,
label,Ref docs - TfNSW R106/R107 C.L. 6.3 & 6.6,,,,,,,,,,
label,Acceptance criteria - ,,,,,,,,,,
label,– – – – – – – – – – – – –,,,,,,,,,,
label,Class || Temperature Range (°C),,,,,,,,,,
label,– – – – – – – – – – – – –,,,,,,,,,,
label,"170, Multigrade (600/170) || 160-190",,,,,,,,,,
label,240 || 165-195,,,,,,,,,,
label,320 || 170-200,,,,,,,,,,
label,PMB || Manufacturer recommended temperature,,,,,,,,,,
label,– – – – – – – – – – – – –,,,,,,,,,,
button,Acceptance,"Yes,No,N/A",,,,,,,,,
section,7.0 Application of Binder,,,,,,,,,,
checkpoint,7.1 - Spraying of Binder,,,,,,,,,,
label,Ref docs - TfNSW R106/R107 C.L. 7.1 & 7.2,,,,,,,,,,
label,Acceptance criteria - Application of binder over primer as per design application rate.,,,,,,,,,,
label,• Limit area to be sprayed to ensure coverage of aggregate at the target application rated and initially rolled within;,,,,,,,,,,
label,• Conventional Bitumen: 15mins,,,,,,,,,,
label,• PMB: 5mins,,,,,,,,,,
button,Acceptance,"Yes,No,N/A",,,,,,,,,
label,"Remarks / record (eg. test frequency, reports, certificates, checklist etc) - Keep all traffic off primed surface",,,,,,,,,,
section,8.0 Application and Incorporation of Aggregate,,,,,,,,,,
checkpoint,8.1 - Application and Incorporation of Aggregate,,,,,,,,,,
label,Ref docs - TfNSW R106/R107 C.L. 8,,,,,,,,,,
label,Acceptance criteria - Only precoated aggregate should be used.,,,,,,,,,,
label,• The aggregate must be of the specified size and applied at the target rate. The actual spread rate must be determined using TfNSW T274 or an approved method and reported using TfNSW Form 500E.,,,,,,,,,,
label,• The aggregate must be spread uniformly using suitable equipment and any bare or insufficiently covered areas must be re-run or covered by hand to achieve uniform coverage at the target rate.,,,,,,,,,,
label,• Initial rolling must be carried out using two or more dual axle smooth pneumatic tyred multi-wheel rollers with a minimum load of one tonne per tyre and minimum tyre pressure of 550 kPa until aggregate is firmly embedded in the binder.,,,,,,,,,,
label,• Rolling must continue with at least eight passes within one hour of spraying at every point on the surface. Sufficient rollers must be on site to complete the specified minimum amount of rolling as a continuous operation with successive spray runs.,,,,,,,,,,
button,Acceptance,"Yes,No,N/A",,,,,,,,,
label,"Remarks / record (eg. test frequency, reports, certificates, checklist etc) - Aggregate application must begin within five minutes of spraying the binder and be completed and initially rolled within that time.",,,,,,,,,,
label,• Aggregate containing surface moisture or free surface water should not be used.,,,,,,,,,,
label,"• If the aggregate is not evenly distributed, a light drag broom may be used after initial rolling. If the broom dislodges aggregate particles, drag brooming should be deferred or eliminated.",,,,,,,,,,
section,9.0 Sweeping and Loose Aggregate Removal (10mm and 14mm Seal / Reseals only),,,,,,,,,,
checkpoint,9.1 - Final sweeping and loose aggregate measurement prior to opening to traffic.,,,,,,,,,,
label,Ref docs - TfNSW R106/R107 C.L. 7.1 & 7.2,,,,,,,,,,
label,Acceptance criteria - All loose material removed.,,,,,,,,,,
label,• Measure loose aggregate particles – RMS Test method T277.,,,,,,,,,,
label,• Maximum allowable loose particles:,,,,,,,,,,
label,• Urban Areas: 20 particles / m²,,,,,,,,,,
label,• Other medium to high traffic (250 v/l/d): 30 particles / m²,,,,,,,,,,
label,• Low traffic (≤ 250 v/l/d): 40 particles / m²,,,,,,,,,,
button,Acceptance,"Yes,No,N/A",,,,,,,,,
label,Verify of acceptance by,,,,,,,,,,
label,Symal Infrastructure: Key - W,,,,,,,,,,
textbox,Symal Infrastructure: Sign date,,,,,,,,,,
note,Shoalhaven City Council: Key - W,,,,,,,,,,
textbox,Shoalhaven City Council: Sign date,,,,,,,,,,
label,"Remarks / record (eg. test frequency, reports, certificates, checklist etc) - Temporary 60 km/h speed zoning must be in place until the maximum allowable loose aggregate requirement is met.",,,,,,,,,,
checkpoint,Works complete,,,,,,,,,,
text,Name:,,,,,,,,,,
text,Position:,,,,,,,,,,
text,Date Completed:,,,,,,,,,,
holdpoint,Sign ITP,,,,,,,,,,
checkpoint,Lot Conformance,,,,,,,,,,
dropdown,Lot Status,"Awaiting Hold Point Release,Awaiting NCR Closure,Awaiting Test Results,Awaiting Verification,Cancelled, Closed-out,Outstanding,Work In Progress",,,,,,,,,
text,Lot opened date:,,,,,,,,,,
text,Lot opened by:,,,,,,,,,,
text,Date lot closed:,,,,,,,,,,
button,NCR raised?,"Yes,No",,,,,,,,,
text,NCR Raised Date:,,,,,,,,,,
button,NCR closed?,"Yes,No",,,,,,,,,
text,NCR Closed Date:,,,,,,,,,,
text,NCR Number:,,,,,,,,,,
text,Comments,,,,,,,,,,
holdpoint,Sign ITP,,,,,,,,,,
