type,name,values,prefix,postfix,usage count,user addable,template name,,,,
note,Shoalhaven City Council: Key - W,,,,,,,,,,
textbox,Shoalhaven City Council: Sign date,,,,,,,,,,
label,"Remarks / record (eg. test frequency, reports, certificates, checklist etc) - ",,,,,,,,,,
bool,Geotechnical Inspection Report ,,,,,,,,,,
textbox,Geotechnical Inspection Report Doc No.,,,,,,,,,,
bool,Temporary Works Design ,,,,,,,,,,
textbox,Temporary Works Design Doc No.,,,,,,,,,,
checkpoint,2.4 - Excavation Permit,,,,,,,,,,
label,Ref docs - IFC Drawings Note 191 (B) (i),,,,,,,,,,
label,Acceptance criteria - Have all trees / native flora and fauna been protected including the establishment of no go zones as indicated in the construction documentation?,,,,,,,,,,
button,Acceptance,"Yes,No,N/A",,,,,,,,,
label,Verify of acceptance by,,,,,,,,,,
label,Symal Infrastructure: Key - H,,,,,,,,,,
textbox,Symal Infrastructure: Sign date,,,,,,,,,,
note,Shoalhaven City Council: Key - H,,,,,,,,,,
textbox,Shoalhaven City Council: Sign date,,,,,,,,,,
label,"Remarks / record (eg. test frequency, reports, certificates, checklist etc) - ",,,,,,,,,,
bool,Excavation Permit ,,,,,,,,,,
textbox,Doc No.,,,,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,,,,
checkpoint,2.5 - Sub Vertical Excavation,,,,,,,,,,
label,"Ref docs - TfNSW R64 CL. 3.3, IFC Drawings Note 71",,,,,,,,,,
label,Acceptance criteria - Sub vertical excavation must not exceed a total depth of 1.5 m. Where this depth is required to be exceeded it shall be first inspected by a suitably qualified geotechnical engineer and either signed off or provide a temporary works design to facilitate the excavation.,,,,,,,,,,
button,Acceptance,"Yes,No,N/A",,,,,,,,,
label,Verify of acceptance by,,,,,,,,,,
label,Symal Infrastructure: Key - W,,,,,,,,,,
textbox,Symal Infrastructure: Sign date,,,,,,,,,,
label,"Remarks / record (eg. test frequency, reports, certificates, checklist etc) - ",,,,,,,,,,
bool,Written confirmation from Geotech ,,,,,,,,,,
textbox,Written confirmation from Geotech Doc No.,,,,,,,,,,
bool,Temporary Works Design ,,,,,,,,,,
textbox,Temporary Works Design Doc No.,,,,,,,,,,
checkpoint,2.6 - Proof rolling of subgrade,,,,,,,,,,
label,Ref docs - IFC Drawings Note 62,,,,,,,,,,
label,Acceptance criteria - The subgrade must be proof rolled with a 12 tonne static mass smooth drum roller. Any soft or yielding materials must be removed and replaced,,,,,,,,,,
button,Acceptance,"Yes,No,N/A",,,,,,,,,
label,Verify of acceptance by,,,,,,,,,,
label,Symal Infrastructure: Key - W,,,,,,,,,,
textbox,Symal Infrastructure: Sign date,,,,,,,,,,
note,Shoalhaven City Council: Key - W,,,,,,,,,,
textbox,Shoalhaven City Council: Sign date,,,,,,,,,,
checkpoint,2.7 - Foundation,,,,,,,,,,
label,Ref docs - IFC Drawings Note 61,,,,,,,,,,
label,"Acceptance criteria - Foundation layer shall be dry, smooth, level and graded to the profile as shown in the detailed drawing. It shall be free of surface irregularities, loose or unsuitable material. Foundation level to be confirmed on site by a suitably qualified geotechnical engineer",,,,,,,,,,
button,Acceptance,"Yes,No,N/A",,,,,,,,,
checkpoint,2.8 - Compaction,,,,,,,,,,
label,Ref docs - TfNSW R44 ,,,,,,,,,,
label,Acceptance criteria - Has the stabilised subgrade been adequately compacted achieving a mean value density ratio of 99% Standard?,,,,,,,,,,
button,Acceptance,"Yes,No,N/A",,,,,,,,,
label,Verify of acceptance by,,,,,,,,,,
label,Symal Infrastructure: Key - W,,,,,,,,,,
textbox,Symal Infrastructure: Sign date,,,,,,,,,,
note,Shoalhaven City Council: Key - W,,,,,,,,,,
textbox,Shoalhaven City Council: Sign date,,,,,,,,,,
label,"Remarks / record (eg. test frequency, reports, certificates, checklist etc) - ",,,,,,,,,,
bool,Compaction Test Report,,,,,,,,,,
textbox,No.,,,,,,,,,,
checkpoint,2.9 - Stockpile,,,,,,,,,,
label,Ref docs - IFC Drawings Note 77,,,,,,,,,,
label,Acceptance criteria - Excavated material stockpiled in the nominated and approved location to a height not exceeding 2m. Ensure that different soil types are separated into different stockpiles,,,,,,,,,,
button,Acceptance,"Yes,No,N/A",,,,,,,,,
label,Verify of acceptance by,,,,,,,,,,
label,Symal Infrastructure: Key - S,,,,,,,,,,
textbox,Symal Infrastructure: Sign date,,,,,,,,,,
checkpoint,2.10 - Shape of Excavation,,,,,,,,,,
label,Ref docs - IFC Drawings,,,,,,,,,,
label,Acceptance criteria - Survey pickup of cut surface after completion of stripping and earthworks.,,,,,,,,,,
button,Acceptance,"Yes,No,N/A",,,,,,,,,
label,Verify of acceptance by,,,,,,,,,,
label,Symal Infrastructure: Key - W,,,,,,,,,,
textbox,Symal Infrastructure: Sign date,,,,,,,,,,
note,Shoalhaven City Council: Key - W,,,,,,,,,,
textbox,Shoalhaven City Council: Sign date,,,,,,,,,,
label,"Remarks / record (eg. test frequency, reports, certificates, checklist etc) - ",,,,,,,,,,
bool,Batter Survey Conformance ,,,,,,,,,,
textbox,Doc No.,,,,,,,,,,
section,3.0 Filling,,,,,,,,,,
checkpoint,3.1 - Fill Material,,,,,,,,,,
label,Ref docs - IFC Drawings Note 54,,,,,,,,,,
label,Acceptance criteria - Import material shall be virgin excavated natural material only unless otherwise approved. Provide test data and documentation where non-virgin material is used on site.,,,,,,,,,,
button,Acceptance,"Yes,No,N/A",,,,,,,,,
label,Verify of acceptance by,,,,,,,,,,
label,Symal Infrastructure: Key - H,,,,,,,,,,
textbox,Symal Infrastructure: Sign date,,,,,,,,,,
note,Shoalhaven City Council: Key - H,,,,,,,,,,
textbox,Shoalhaven City Council: Sign date,,,,,,,,,,
label,"Remarks / record (eg. test frequency, reports, certificates, checklist etc) - ",,,,,,,,,,
bool,Material Dockets ,,,,,,,,,,
textbox,Material Dockets Doc No.,,,,,,,,,,
bool,Material Test Data ,,,,,,,,,,
textbox,Material Test Data Doc No.,,,,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,,,,
checkpoint,3.2 - Proof rolling of subgrade,,,,,,,,,,
label,Ref docs - IFC Drawings,,,,,,,,,,
label,Acceptance criteria - The subgrade must be proof rolled with a 12 tonne static mass smooth drum roller prior to any filling. Any soft or yielding materials must be removed and replaced.,,,,,,,,,,
button,Acceptance,"Yes,No,N/A",,,,,,,,,
label,Verify of acceptance by,,,,,,,,,,
label,Symal Infrastructure: Key - W,,,,,,,,,,
textbox,Symal Infrastructure: Sign date,,,,,,,,,,
note,Shoalhaven City Council: Key - W,,,,,,,,,,
textbox,Shoalhaven City Council: Sign date,,,,,,,,,,
label,"Remarks / record (eg. test frequency, reports, certificates, checklist etc) - ",,,,,,,,,,
bool,Photos ,,,,,,,,,,
textbox,Doc No.,,,,,,,,,,
checkpoint,3.3 - Fill Placement,,,,,,,,,,
label,Ref docs - IFC Drawings,,,,,,,,,,
label,Acceptance criteria - Fill material shall be spread in layers not exceeding 150mm and compacted at +- 2% of OMC. Density testing of each fill layer at a rate of 1 test per 100m2 (min. 2 tests per site).,,,,,,,,,,
button,Acceptance,"Yes,No,N/A",,,,,,,,,
label,Verify of acceptance by,,,,,,,,,,
label,Symal Infrastructure: Key - H,,,,,,,,,,
textbox,Symal Infrastructure: Sign date,,,,,,,,,,
note,Shoalhaven City Council: Key - H,,,,,,,,,,
textbox,Shoalhaven City Council: Sign date,,,,,,,,,,
label,"Remarks / record (eg. test frequency, reports, certificates, checklist etc) - ",,,,,,,,,,
bool,Compaction Test Report,,,,,,,,,,
textbox,No.,,,,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,,,,
checkpoint,3.4 - Foundations,,,,,,,,,,
label,Ref docs - IFC Drawings Note 191 (C),,,,,,,,,,
label,Acceptance criteria - Witness bearing capacity of excavations prior to pouring of any foundations by geotechnical engineer,,,,,,,,,,
button,Acceptance,"Yes,No,N/A",,,,,,,,,
label,Verify of acceptance by,,,,,,,,,,
label,Symal Infrastructure: Key - H,,,,,,,,,,
textbox,Symal Infrastructure: Sign date,,,,,,,,,,
note,Shoalhaven City Council: Key - H,,,,,,,,,,
textbox,Shoalhaven City Council: Sign date,,,,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,,,,
section,4.0 Backfilling and Geotextile and Erosion Control Mat,,,,,,,,,,
checkpoint,4.1 - Backfill Material,,,,,,,,,,
label,Ref docs - IFC Drawings,,,,,,,,,,
label,Acceptance criteria - Appropriate backfill material as per IFC Drawings.,,,,,,,,,,
button,Acceptance,"Yes,No,N/A",,,,,,,,,
label,Verify of acceptance by,,,,,,,,,,
label,Symal Infrastructure: Key - W,,,,,,,,,,
textbox,Symal Infrastructure: Sign date,,,,,,,,,,
note,Shoalhaven City Council: Key - W,,,,,,,,,,
textbox,Shoalhaven City Council: Sign date,,,,,,,,,,
label,"Remarks / record (eg. test frequency, reports, certificates, checklist etc) - ",,,,,,,,,,
bool,Material Test Data,,,,,,,,,,
textbox,No.,,,,,,,,,,
checkpoint,4.2 - Backfill Depth,,,,,,,,,,
label,Ref docs - IFC Drawings,,,,,,,,,,
label,Acceptance criteria - Backfilled to the depth as per the IFC Drawings.,,,,,,,,,,
button,Acceptance,"Yes,No,N/A",,,,,,,,,
label,Verify of acceptance by,,,,,,,,,,
label,Symal Infrastructure: Key - W,,,,,,,,,,
textbox,Symal Infrastructure: Sign date,,,,,,,,,,
checkpoint,4.3 - Backfill Compaction,,,,,,,,,,
label,Ref docs - IFC Drawings,,,,,,,,,,
label,Acceptance criteria - Compaction tests are conducted to ensure the specified compaction level is achieved.,,,,,,,,,,
button,Acceptance,"Yes,No,N/A",,,,,,,,,
label,Verify of acceptance by,,,,,,,,,,
label,Symal Infrastructure: Key - H,,,,,,,,,,
textbox,Symal Infrastructure: Sign date,,,,,,,,,,
note,Shoalhaven City Council: Key - H,,,,,,,,,,
textbox,Shoalhaven City Council: Sign date,,,,,,,,,,
label,"Remarks / record (eg. test frequency, reports, certificates, checklist etc) - ",,,,,,,,,,
bool,Compaction Test Report,,,,,,,,,,
textbox,No.,,,,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,,,,
checkpoint,4.4 - Erosion Control Mat Installation,,,,,,,,,,
label,Ref docs - IFC Drawings,,,,,,,,,,
label,Acceptance criteria - Erosion Control Mat Installed as per IFC Drawings.,,,,,,,,,,
button,Acceptance,"Yes,No,N/A",,,,,,,,,
label,Verify of acceptance by,,,,,,,,,,
label,Symal Infrastructure: Key - W,,,,,,,,,,
textbox,Symal Infrastructure: Sign date,,,,,,,,,,
note,Shoalhaven City Council: Key - W,,,,,,,,,,
textbox,Shoalhaven City Council: Sign date,,,,,,,,,,
checkpoint,4.5 - Geotextile,,,,,,,,,,
label,Ref docs - TfNSW R44 cl3.2.4,,,,,,,,,,
label,Acceptance criteria - Geotextile installed as per the IFC drawing or the direction from the principal.,,,,,,,,,,
button,Acceptance,"Yes,No,N/A",,,,,,,,,
label,Verify of acceptance by,,,,,,,,,,
label,Symal Infrastructure: Key - W,,,,,,,,,,
textbox,Symal Infrastructure: Sign date,,,,,,,,,,
note,Shoalhaven City Council: Key - W,,,,,,,,,,
textbox,Shoalhaven City Council: Sign date,,,,,,,,,,
section,5.0 Blinding Layer,,,,,,,,,,
checkpoint,5.1 - Blinding layer,,,,,,,,,,
label,Ref docs - IFC Drawings Note 68,,,,,,,,,,
label,"Acceptance criteria - Blinding may be required to infill voids, uneven ground and cavities at foundation level to create a stable working platform. Where required, blinding layer should be created using granular site won soils and rockfill, compacted to minimum relative density of 70%.",,,,,,,,,,
button,Acceptance,"Yes,No,N/A",,,,,,,,,
label,Verify of acceptance by,,,,,,,,,,
label,Symal Infrastructure: Key - W,,,,,,,,,,
textbox,Symal Infrastructure: Sign date,,,,,,,,,,
note,Shoalhaven City Council: Key - W,,,,,,,,,,
textbox,Shoalhaven City Council: Sign date,,,,,,,,,,
label,"Remarks / record (eg. test frequency, reports, certificates, checklist etc) - ",,,,,,,,,,
bool,Material Test Data,,,,,,,,,,
textbox,Material Test Data No.,,,,,,,,,,
bool,Compaction Test Report,,,,,,,,,,
textbox,Compaction Test Report No.,,,,,,,,,,
section,6.0 Post Process,,,,,,,,,,
checkpoint,6.1 - Tolerances,,,,,,,,,,
label,Ref docs - IFC Drawings,,,,,,,,,,
label,Acceptance criteria - Tolerances of the slope conform to the IFC Drawings.,,,,,,,,,,
button,Acceptance,"Yes,No,N/A",,,,,,,,,
label,Verify of acceptance by,,,,,,,,,,
label,Symal Infrastructure: Key - S,,,,,,,,,,
textbox,Symal Infrastructure: Sign date,,,,,,,,,,
checkpoint,6.2 - Non-Conformity,,,,,,,,,,
label,Ref docs - TfNSW Q6 CL8.3,,,,,,,,,,
label,Acceptance criteria - Identified non-conformity captured and closed-out.,,,,,,,,,,
button,Acceptance,"Yes,No,N/A",,,,,,,,,
label,Verify of acceptance by,,,,,,,,,,
label,Symal Infrastructure: Key - H,,,,,,,,,,
textbox,Symal Infrastructure: Sign date,,,,,,,,,,
label,"Remarks / record (eg. test frequency, reports, certificates, checklist etc) - ",,,,,,,,,,
textbox,NCR No.,,,,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,,,,
checkpoint,Works complete,,,,,,,,,,
text,Name:,,,,,,,,,,
text,Position:,,,,,,,,,,
text,Date Completed:,,,,,,,,,,
holdpoint,Sign ITP,,,,,,,,,,
checkpoint,Lot Conformance,,,,,,,,,,
dropdown,Lot Status,"Awaiting Hold Point Release,Awaiting NCR Closure,Awaiting Test Results,Awaiting Verification,Cancelled,Closed-out,Outstanding,Work In Progress",,,,,,,,,
text,Lot opened date:,,,,,,,,,,
text,Lot opened by:,,,,,,,,,,
text,Date lot closed:,,,,,,,,,,
button,NCR raised?,"Yes,No",,,,,,,,,
text,NCR Raised Date:,,,,,,,,,,
button,NCR closed?,"Yes,No",,,,,,,,,
text,NCR Closed Date:,,,,,,,,,,
text,NCR Number:,,,,,,,,,,
text,Comments,,,,,,,,,,
holdpoint,Sign ITP,,,,,,,,,,
