type,name,values,prefix,postfix,usage count,user addable,template name,,,,
button,Acceptance,"Yes,No,N/A",,,,,,,,,
label,Verification or test by,,,,,,,,,,
label,Symal Infrastructure: Key - S,,,,,,,,,,
textbox,Symal Infrastructure: Initial/date,,,,,,,,,,
checkpoint,2.9 - Acceptance of Bored Pile,,,,,,,,,,
label,Ref docs - TfNSW B59 Cl 4.5.3,,,,,,,,,,
label,Acceptance criteria - Notification that the bored pile excavation is complete.,,,,,,,,,,
label,"• Submitted verification documents, verifying that the bored pile has been excavated to the design position, size and level.",,,,,,,,,,
label,"• De-sanded and re-circulated the drilling fluid before concrete placing, drilling fluid samples are tested to verify conformity from the bottom of the bored pile.",,,,,,,,,,
button,Acceptance,"Yes,No,N/A",,,,,,,,,
label,Verification or test by,,,,,,,,,,
label,Symal Infrastructure: Key - H,,,,,,,,,,
textbox,Symal Infrastructure: Initial/date,,,,,,,,,,
note,Shoalhaven City Council: Key - H,,,,,,,,,,
textbox,Shoalhaven City Council: Sign date,,,,,,,,,,
label,"Remarks / record (eg. test frequency, reports, certificates, checklist etc) - Following acceptance of bored pile, keep the bored pile side and base in a clean and stable condition without contamination or softening, until concrete is placed",,,,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,,,,
checkpoint,2.10 - Indirect Examination of Bored Pile,,,,,,,,,,
label,Ref docs - TfNSW B59 Cl 4.6,,,,,,,,,,
label,Acceptance criteria - Verify conformity of the depth of each bored pile using a weighted tape at a minimum of three locations of the bored pile.,,,,,,,,,,
button,Acceptance,"Yes,No,N/A",,,,,,,,,
label,Verification or test by,,,,,,,,,,
label,Symal Infrastructure: Key - S,,,,,,,,,,
textbox,Symal Infrastructure: Initial/date,,,,,,,,,,
section,3.0 Reinforcement Placing,,,,,,,,,,
checkpoint,3.1 - Cage and Bored Pile Inspection,,,,,,,,,,
label,Ref docs - TfNSW B59 Cl 5.1,,,,,,,,,,
label,Acceptance criteria - Notify the Principal at least 24 hours prior to proposed time of placement of the reinforcement cage into bored pile.,,,,,,,,,,
button,Acceptance,"Yes,No,N/A",,,,,,,,,
label,Verification or test by,,,,,,,,,,
label,Symal Infrastructure: Key - W,,,,,,,,,,
textbox,Symal Infrastructure: Initial/date,,,,,,,,,,
note,Shoalhaven City Council: Key - W,,,,,,,,,,
textbox,Shoalhaven City Council: Sign date,,,,,,,,,,
checkpoint,3.2 - Placing Steel Reinforcement Cage,,,,,,,,,,
label,Ref docs - TfNSW B59 Cl 5.2,,,,,,,,,,
label,"Acceptance criteria - Certification that the bored pile is clean, and that all loose and adhering materials have been cleaned from the reinforcement cage.",,,,,,,,,,
button,Acceptance,"Yes,No,N/A",,,,,,,,,
label,Verification or test by,,,,,,,,,,
label,Symal Infrastructure: Key - H,,,,,,,,,,
textbox,Symal Infrastructure: Initial/date,,,,,,,,,,
note,Shoalhaven City Council: Key - H,,,,,,,,,,
textbox,Shoalhaven City Council: Sign date,,,,,,,,,,
label,"Remarks / record (eg. test frequency, reports, certificates, checklist etc) - Place the steel reinforcement and concrete within 24 hours of the excavation of the pile hole.",,,,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,,,,
section,4.0 Concrete Supply and Placing,,,,,,,,,,
checkpoint,4.1 - Dewatering,,,,,,,,,,
label,Ref docs - TfNSW B59 Cl 6.3,,,,,,,,,,
label,Acceptance criteria - Approval from Principal if dewatering is required.,,,,,,,,,,
label,Acceptance - Before Backfill,,,,,,,,,,
label,Verification or test by,,,,,,,,,,
label,Symal Infrastructure: Key - S,,,,,,,,,,
textbox,Symal Infrastructure: Initial/date,,,,,,,,,,
checkpoint,4.2 - Concrete Supply,,,,,,,,,,
label,Ref docs - TfNSW B59 Cl 6.4,,,,,,,,,,
label,Acceptance criteria - Provide a continuous supply of concrete so that each bored pile is concreted in one uninterrupted operation.,,,,,,,,,,
button,Acceptance,"Yes,No,N/A",,,,,,,,,
label,Verification or test by,,,,,,,,,,
label,Symal Infrastructure: Key - S,,,,,,,,,,
textbox,Symal Infrastructure: Initial/date,,,,,,,,,,
note,Shoalhaven City Council: Key - H,,,,,,,,,,
textbox,Shoalhaven City Council: Sign date,,,,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,,,,
checkpoint,4.3 - Concrete Placing,,,,,,,,,,
label,"Ref docs - TfNSW B59 Cl 6.5, TfNSW B90 Cl 9.2",,,,,,,,,,
label,Acceptance criteria - Tremie pipe and hopper are used to place the concrete.,,,,,,,,,,
label,• Concrete is placed in a continuous process from the base to above the top of the pile.,,,,,,,,,,
label,• Concrete testing for compressive strength at 28 days,,,,,,,,,,
button,Acceptance,"Yes,No,N/A",,,,,,,,,
label,Verification or test by,,,,,,,,,,
label,Symal Infrastructure: Key - S,,,,,,,,,,
textbox,Symal Infrastructure: Initial/date,,,,,,,,,,
label,"Remarks / record (eg. test frequency, reports, certificates, checklist etc) - Carry out placing of concrete on test members when there is uncertainty about the outcome of placing concrete in piles.",,,,,,,,,,
checkpoint,4.4 - Tremie,,,,,,,,,,
label,Ref docs - TfNSW B59 Cl 6.6,,,,,,,,,,
label,Acceptance criteria - The tremie pipe is rigid and watertight throughout.,,,,,,,,,,
label,• Appropriate tremie pipe size.,,,,,,,,,,
label,• Appropriate tremie placement procedure as per B59 Cl 6.6.,,,,,,,,,,
button,Acceptance,"Yes,No,N/A",,,,,,,,,
label,Verification or test by,,,,,,,,,,
label,Symal Infrastructure: Key - S,,,,,,,,,,
textbox,Symal Infrastructure: Initial/date,,,,,,,,,,
note,Shoalhaven City Council: Key - W,,,,,,,,,,
textbox,Shoalhaven City Council: Sign date,,,,,,,,,,
checkpoint,4.5 - Concreting Record,,,,,,,,,,
label,Ref docs - TfNSW B59 Cl 6.7,,,,,,,,,,
label,Acceptance criteria - The depth of the tremie pipe outlet.,,,,,,,,,,
label,• The level of the concrete in the bored pile.,,,,,,,,,,
label,• The corresponding volume of concrete placed.,,,,,,,,,,
button,Acceptance,"Yes,No,N/A",,,,,,,,,
label,Verification or test by,,,,,,,,,,
label,Symal Infrastructure: Key - S,,,,,,,,,,
textbox,Symal Infrastructure: Initial/date,,,,,,,,,,
checkpoint,4.6 - Casing Extraction,,,,,,,,,,
label,Ref docs - TfNSW B59 Cl 6.8,,,,,,,,,,
label,Acceptance criteria - Withdraw any temporary casing slowly whilst the concrete is still fluid at close to the original slump.,,,,,,,,,,
label,• Maintain a sufficient head of concrete.,,,,,,,,,,
label,• Maintain the direction of pull on the temporary casing along the axis of the pile.,,,,,,,,,,
label,• Last section of casing not withdrawn until the concreting operation is completed.,,,,,,,,,,
button,Acceptance,"Yes,No,N/A",,,,,,,,,
label,Verification or test by,,,,,,,,,,
label,Symal Infrastructure: Key - S,,,,,,,,,,
textbox,Symal Infrastructure: Initial/date,,,,,,,,,,
checkpoint,4.7 - Temporary Casings Left in Place,,,,,,,,,,
label,Ref docs - TfNSW B59 Cl 6.9,,,,,,,,,,
label,Acceptance criteria - Temporary casings may be left in place when approved by the Principal.,,,,,,,,,,
button,Acceptance,"Yes,No,N/A",,,,,,,,,
label,Verification or test by,,,,,,,,,,
label,Symal Infrastructure: Key - S,,,,,,,,,,
textbox,Symal Infrastructure: Initial/date,,,,,,,,,,
checkpoint,4.8 - Cut-Off And Clean Up of Top of Pile,,,,,,,,,,
label,"Ref docs - IFC Drawings, TfNSW B59 Cl 6.10",,,,,,,,,,
label,Acceptance criteria - Concrete and/or casing above the cut-off level is carefully removed without damaging the permanent work not earlier than 24 hours after completion of placement of concrete.,,,,,,,,,,
label,"• The top of the pile to be embedded in the substructure is undamaged, sound, free of any laitance and loose material and have a surface roughness profile not less than 3 mm.",,,,,,,,,,
button,Acceptance,"Yes,No,N/A",,,,,,,,,
label,Verification or test by,,,,,,,,,,
label,Symal Infrastructure: Key - S,,,,,,,,,,
textbox,Symal Infrastructure: Initial/date,,,,,,,,,,
section,5.0 Conformance Check,,,,,,,,,,
checkpoint,5.1 - Tolerances,,,,,,,,,,
label,Ref docs - IFC Drawings,,,,,,,,,,
label,Acceptance criteria - Tolerances on pile installation must conform to Section 7 of AS 2159. Inclination tolerance for vertical piles must not exceed 1%. ,,,,,,,,,,
button,Acceptance,"Yes,No,N/A",,,,,,,,,
label,Verification or test by,,,,,,,,,,
label,Symal Infrastructure: Key - S,,,,,,,,,,
textbox,Symal Infrastructure: Initial/date,,,,,,,,,,
checkpoint,Works complete,,,,,,,,,,
text,Name:,,,,,,,,,,
text,Position:,,,,,,,,,,
text,Date Completed:,,,,,,,,,,
holdpoint,Sign ITP,,,,,,,,,,
checkpoint,Lot Conformance,,,,,,,,,,
dropdown,Lot Status,"Awaiting Hold Point Release, Awaiting NCR Closure, Awaiting Test Results, Awaiting Verification, Cancelled, Closed-out, Outstanding, Work In Progress",,,,,,,,,
text,Lot opened date:,,,,,,,,,,
text,Lot opened by:,,,,,,,,,,
text,Date lot closed:,,,,,,,,,,
button,NCR raised?,"Yes, No",,,,,,,,,
text,NCR Raised Date:,,,,,,,,,,
button,NCR closed?,"Yes, No",,,,,,,,,
text,NCR Closed Date:,,,,,,,,,,
text,NCR Number:,,,,,,,,,,
text,Comments,,,,,,,,,,
holdpoint,Sign ITP,,,,,,,,,,
