resource,type,Add Step,Add Post,Tier 1,Tier 2 ,Tier 3,Tier 4,Tier 5,Tier 6,Tier 7,Tier 8,Tier 9,
,step,,,,,,,Apartment Water Test Sheet,,,,,
,step,,,,Level 3 TEST,,,,,,,,
,step,,,,,Waste & Stacks,,,,,,,
,step,,,,,,Test Sheet,,,,,,
,step,,,,,Main Cold Water Reticulation,,,,,,,
,step,,,,,,Cold Water Test Sheet,,,,,,
,step,,,,,,,,,,,,
,step,,,,,,,,,,,,
,step,,,,,,Hot Water Test Sheet,,,,,,
,step,,,,,,,,,,,,
,step,,,,,Apartments,,,,,,,
,step,,,,,,Apartment #'sB4 301 to B4 311,,,,,,
,step,,,,,,,Apartment Waste Test Sheet,,,,,
,step,,,,,,,Apartment Water Test Sheet,,,,,
,step,,,,Level 4 TEST,,,,,,,,
,step,,,,,Waste & Stacks,,,,,,,
,step,,,,,,Test Sheet,,,,,,
,step,,,,,Main Cold Water Reticulation,,,,,,,
,step,,,,,,Cold Water Test Sheet,,,,,,
,step,,,,,,,,,,,,
,step,,,,,,,,,,,,
,step,,,,,,Hot Water Test Sheet,,,,,,
,step,,,,,Apartments,,,,,,,
,step,,,,,,Apartment #'sB4 401 to B4 411,,,,,,
,step,,,,,,,Apartment Waste Test Sheet,,,,,
,step,,,,,,,Apartment Water Test Sheet,,,,,
,,,,,,,,,,,,,
