type,name,values,prefix,postfix,usage count,user addable,template name,,
checkpoint,Install panels as per drawings -PHOTO REQUIRED ,,,,,,,,
checkpoint,Install glazing rubber with correct orientation/ no breaks and full height between panel and frame,,,,,,,,
checkpoint,External flashings / weather seals installed and SEALED if drawing indicates ,,,,,,,,
section,Curtain Wall Internal Checklist,,,,,,,,
checkpoint,Airseal and internal flashings,,,,,,,,
checkpoint,Ensure no packers visable out of line where airseal is to be installed.,,,,,,,,
checkpoint,Panel locked off position as per module ,,,,,,,,
checkpoint,Crusifix sealing done on panel to panel cross joints?,,,,,,,,
section,Internal fire seal and trunking,,,,,,,,
checkpoint,PGI Galv. Z support clips installed,,,,,,,,
checkpoint,PGI fire insulation installed ,,,,,,,,
checkpoint,Trims and closers (smoke seal) ,,,,,,,,
checkpoint,Blind Box installed ,,,,,,,,
checkpoint,Sill Trunking Installed ,,,,,,,,
checkpoint,Vertical Trunking Installed,,,,,,,,
section,Fins,,,,,,,,
checkpoint,Horizontal & Vertical Fins Installed,,,,,,,,
checkpoint,Fin bolts tight and locked off as per drawings,,,,,,,,
section,Glass,,,,,,,,
checkpoint,Glass installed and no damaged glass,,,,,,,,
section,Wight Aluminium sign off,,,,,,,,
checkpoint,Trade clean / protected ,,,,,,,,
checkpoint,"All elements completed correctly as per specification, reviewed and approved",,,,,,,,
holdpoint,Raise Remedial / Request Signoff,,,,,,,,
,,,,,,,,,
,,,,,,,,,
checklist,Skylight & Canopy Installation Checklist,,,,,,,,
section,Details,,,,,,,,
checkpoint,Steel structure acceptance,,,,,,,,
checkpoint,Install glazing channels,,,,,,,,
checkpoint,Install glazing bars (seal splice joint),,,,,,,,
checkpoint,Install transom (seal joint to top of bar / end of transom),,,,,,,,
checkpoint,Transom end fixings + washers,,,,,,,,
checkpoint,Fit head and sill angle for glazing support,,,,,,,,
checkpoint,Flashing and air seals,,,,,,,,
checkpoint,Check backing rubber correctly positioned,,,,,,,,
checkpoint,Caps fitted (by glazer),,,,,,,,
checkpoint,Cover caps fitted (by glazer),,,,,,,,
checkpoint,Trade clean,,,,,,,,
section,Wight Aluminium sign off,,,,,,,,
checkpoint,"All elements completed correctly as per specification, reviewed and approved",,,,,,,,
holdpoint,Raise Remedial / Request Signoff,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
checklist,Frameless Glass Spider Fitting Checklist,,,,,,,,
section,Frameless Glass Spider Fitting,,,,,,,,
checkpoint,Survey Setout Marking on the floor as per plan reference,,,,,,,,
checkpoint,Check datum points,,,,,,,,
checkpoint,Waterproofing ( Check that water proofing is over area where airseal is going to be) ,,,,,,,,
checkpoint,Install U-channel Perimeter,,,,,,,,
checkpoint,Check the packer (shims) must be in accurate level.,,,,,,,,
checkpoint,Ensure no packers visable out of line where airseal is to be installed.,,,,,,,,
checkpoint,Install Glass and the Spider fitting - tighten spider bolt,,,,,,,,
checkpoint,Check the reference line top of the panel,,,,,,,,
checkpoint,Sealant application,,,,,,,,
checkpoint,Trade clean,,,,,,,,
section,Wight Aluminium sign off,,,,,,,,
checkpoint,"All elements completed correctly as per specification, reviewed and approved",,,,,,,,
holdpoint,Raise Remedial / Request Signoff,,,,,,,,
,,,,,,,,,
,,,,,,,,,
checklist,Louvres Checklist,,,,,,,,
section,Louvres,,,,,,,,
checkpoint,"Area Acceptable, All elements approved",,,,,,,,
checkpoint,Check survey of heights,,,,,,,,
checkpoint,Waterproofing ( Check that water proofing is over area where airseal is going to be) PHOTO REQUIRED,,,,,,,,
checkpoint,Check the joinery if there is any damage,,,,,,,,
checkpoint,Fixing is accordance with the Shop drawing,,,,,,,,
checkpoint,All fixings oversealed on frame and no tooling damage on frame PHOTO REQUIRED,,,,,,,,
checkpoint,Frames installed in correct position & level ,,,,,,,,
checkpoint,Ensure no packers visable out of line where airseal is to be installed.,,,,,,,,
checkpoint,Airseal is accordance to the shop drawing LIST SIZE in mm PHOTO REQUIRED,,,,,,,,
textbox,Enter airseal size in mm here,,,,,,,,
checkpoint,All visable fixings touched up with dabstick/paint ,,,,,,,,
checkpoint,Trade clean / protected ,,,,,,,,
checkpoint,Wight Aluminium sign off,,,,,,,,
checkpoint,"All elements completed correctly as per specification, reviewed and approved",,,,,,,,
holdpoint,Raise Remedial / Request Signoff,,,,,,,,
,,,,,,,,,
,,,,,,,,,
checklist,Architectural Slider / Hinge Door,,,,,,,,
section,Joinery Install,,,,,,,,
checkpoint,"Opening and Sill Acceptable, All elements approved as per drawings",,,,,,,,
checkpoint,Check the dimentions & Level (ADD survey drawings in here if not as per drawings),,,,,,,,
checkpoint,Check rebate is correct as per drawings PHOTO REQUIRED,,,,,,,,
textbox,Insert rebate dimentions here (Depth x width),,,,,,,,
checkpoint,Waterproofing ( Check that water proofing is over area where airseal is going to be) PHOTO REQUIRED,,,,,,,,
checkpoint,Check the joinery if there any damage,,,,,,,,
checkpoint,Installed into the position with approved fixing,,,,,,,,
checkpoint,All fixings oversealed on frame and no tooling damage on frame PHOTO REQUIRED,,,,,,,,
checkpoint,Ensure no packers visable out of line where airseal is to be installed.,,,,,,,,
checkpoint,Application of the Airseal Sealant w/ PE rod complete PHOTO'S REQUIRED,,,,,,,,
textbox,Enter average airseal size in mm here,,,,,,,,
section,Sliders,,,,,,,,
checkpoint,Slider & fixed panels to install and slide smothly. ,,,,,,,,
checkpoint,Ensure All Hardware installed and working,,,,,,,,
checkpoint,"Ensure all Mohair, seals, infills & plastic caps installed.",,,,,,,,
checkpoint,Trade clean / protected ,,,,,,,,
checkpoint,All infils installed and corners closed and tight/ no damage or scratched,,,,,,,,
checkpoint,All glazing beads installed and meeting at corners ,,,,,,,,
checkpoint,Rain shield and flashings installed and sealed as per drawings,,,,,,,,
checkpoint,All visable fixings touched up with dabstick/paint ,,,,,,,,
section,Hinge Doors,,,,,,,,
checkpoint,Install the door into the position also the thresholds,,,,,,,,
checkpoint,All Door seals installed and complete,,,,,,,,
checkpoint,All Harware installed and in working order,,,,,,,,
checkpoint,Door to floor clearance as per drawings ,,,,,,,,
checkpoint,Rain shield and flashings installed and sealed as per drawings ,,,,,,,,
checkpoint,All visable fixings touched up with dabstick/paint ,,,,,,,,
checkpoint,Trade clean / protected ,,,,,,,,
section,Glass,,,,,,,,
checkpoint,Glass installed and rubbered off correctly no glass damage PHOTO REQUIRED,,,,,,,,
section,Wight Aluminium sign off,,,,,,,,
checkpoint,"All elements completed correctly as per specification, reviewed and approved",,,,,,,,
holdpoint,Raise Remedial / Request Signoff,,,,,,,,
,,,,,,,,,
,,,,,,,,,
checklist,Punch Windows (site glazed),,,,,,,,
section,Joinery Install,,,,,,,,
checkpoint,"Opening and Sill Acceptable, All elements approved as per drawings",,,,,,,,
checkpoint,Check the dimentions & Level (ADD survey drawings in here if not as per drawings),,,,,,,,
checkpoint,Fixing angle fitted and level as per drawings (check that fixings are as specified) PHOTO REQUIRED,,,,,,,,
checkpoint,Waterproofing ( Check that water proofing is over area where airseal is going to be) PHOTO REQUIRED,,,,,,,,
checkpoint,Check the joinery if there is any damage,,,,,,,,
checkpoint,Fixing in accordance with the Shop drawing,,,,,,,,
checkpoint,All fixings oversealed on frame and no tooling damage on frame PHOTO REQUIRED,,,,,,,,
checkpoint,Frames installed in correct position & level ,,,,,,,,
checkpoint,Ensure no packers visible out of line where airseal is to be installed.,,,,,,,,
checkpoint,Airseal is accordance to the shop drawing LIST SIZE in mm PHOTO REQUIRED,,,,,,,,
textbox,Enter airseal size in mm here,,,,,,,,
checkpoint,All infils installed and corners closed and tight/ no damage or scratched PHOTO REQUIRED,,,,,,,,
checkpoint,All glazing beads installed and meeting at corners PHOTO REQUIRED,,,,,,,,
checkpoint,Rain shield and flashings installed and sealed as per drawings PHOTO REQUIRED,,,,,,,,
checkpoint,All visable fixings touched up with dabstick/paint PHOTO REQUIRED,,,,,,,,
checkpoint,"Ensure all Hardware, seals installed and in working order.",,,,,,,,
checkpoint,Trade clean / protected ,,,,,,,,
section,Glass,,,,,,,,
checkpoint,Glass installed and rubbered off correctly no glass damage PHOTO REQUIRED,,,,,,,,
section,Wight Aluminium sign off,,,,,,,,
checkpoint,"All elements completed correctly as per specification, reviewed and approved",,,,,,,,
holdpoint,Raise Remedial / Request Signoff,,,,,,,,
,,,,,,,,,
,,,,,,,,,
checklist,Punch Windows (pre-glazed),,,,,,,,
section,Joinery Install,,,,,,,,
checkpoint,"Opening and Sill Acceptable, All elements approved as per drawings",,,,,,,,
checkpoint,Check the dimentions & Level (ADD survey drawings in here if not as per drawings),,,,,,,,
checkpoint,Waterproofing ( Check that water proofing is over area where airseal is going to be) PHOTO REQUIRED,,,,,,,,
checkpoint,Check the joinery if there is any damage,,,,,,,,
checkpoint,Fixing is accordance with the Shop drawing,,,,,,,,
checkpoint,All fixings oversealed on frame and no tooling damage on frame PHOTO REQUIRED,,,,,,,,
checkpoint,Frames installed in correct position & level ,,,,,,,,
checkpoint,Ensure no packers visable out of line where airseal is to be installed.,,,,,,,,
checkpoint,Airseal is accordance to the shop drawing LIST SIZE in mm PHOTO REQUIRED,,,,,,,,
textbox,Enter airseal size in mm here,,,,,,,,
checkpoint,All infils installed and corners closed and tight/ no damage or scratched PHOTO REQUIRED,,,,,,,,
checkpoint,Rain shield and flashings installed and sealed as per drawings PHOTO REQUIRED,,,,,,,,
checkpoint,All visable fixings touched up with dabstick/paint PHOTO REQUIRED,,,,,,,,
checkpoint,"Ensure all Hardware, seals installed and in working order.",,,,,,,,
checkpoint,Trade clean / protected ,,,,,,,,
section,Glass,,,,,,,,
checkpoint,Glass installed and rubbered off correctly no glass damage PHOTO REQUIRED,,,,,,,,
section,Wight Aluminium sign off,,,,,,,,
checkpoint,"All elements completed correctly as per specification, reviewed and approved",,,,,,,,
holdpoint,Raise Remedial / Request Signoff,,,,,,,,
,,,,,,,,,
,,,,,,,,,
checklist,Flush Glaze Shopfront Frame Installation,,,,,,,,
section,Joinery Install,,,,,,,,
checkpoint,"Opening and Sill Acceptable, All elements approved as per drawings",,,,,,,,
checkpoint,Check the dimentions & Level (ADD survey drawings in here if not as per drawings),,,,,,,,
checkpoint,Check rebate is correct as per drawings PHOTO REQUIRED,,,,,,,,
textbox,Insert rebate dimentions here (Depth x width),,,,,,,,
checkpoint,Fixing angle fitted and level as per drawings (check that fixings are as specified) PHOTO REQUIRED,,,,,,,,
checkpoint,Waterproofing ( Check that water proofing is over area where airseal is going to be) PHOTO REQUIRED,,,,,,,,
checkpoint,Check the joinery if there is any damage,,,,,,,,
checkpoint,Install the frame perimeter into the position with approved fixing,,,,,,,,
checkpoint,Install subsill / Deadload blocks/ splicers / soakers,,,,,,,,
checkpoint,"Splices,Top Angle fitted & soakers sealed ",,,,,,,,
checkpoint,All fixings oversealed on frame and no tooling damage on frame PHOTO REQUIRED,,,,,,,,
checkpoint,Ensure no packers visable out of line where airseal is to be installed.,,,,,,,,
checkpoint,Application of the Airseal Sealant w/ PE rod complete PHOTO'S REQUIRED,,,,,,,,
textbox,Enter average airseal size in mm here,,,,,,,,
checkpoint,Install frames,,,,,,,,
checkpoint,Glazing rubber installed around frame and Unit. PHOTO REQUIRED,,,,,,,,
checkpoint,Install fixings to fixoff frames as per drawings PHOTO REQUIRED,,,,,,,,
checkpoint,Rain shield and flashings installed and sealed as per drawings PHOTO REQUIRED,,,,,,,,
checkpoint,All Glazing beads installed and meeting correctly at corners,,,,,,,,
section,Manual Doors,,,,,,,,
checkpoint,Install the door into the position also the thresholds,,,,,,,,
checkpoint,All Door seals installed and complete,,,,,,,,
checkpoint,All Harware installed and in working order,,,,,,,,
section,Glass,,,,,,,,
checkpoint,Glass installed and rubbered off correctly no glass damage PHOTO REQUIRED,,,,,,,,
section,Auto Doors,,,,,,,,
checkpoint,Supplier Install the door into the position,,,,,,,,
checkpoint,All Door seals installed and complete,,,,,,,,
checkpoint,Door to floor clearance as per drawings PHOTO REQUIRED,,,,,,,,
holdpoint,Auto door commisioned,,,,,,,,
section,Wight Aluminium sign off,,,,,,,,
checkpoint,"All elements completed correctly as per specification, reviewed and approved",,,,,,,,
holdpoint,Raise Remedial / Request Signoff,,,,,,,,
,,,,,,,,,
,,,,,,,,,
checklist,Flush glaze curtain wall frame installation,,,,,,,,
section,Joinery Install,,,,,,,,
checkpoint,"Opening and Sill Acceptable, All elements approved as per drawings",,,,,,,,
checkpoint,Setout / grids/ datum lines (refer to Survey mark/Set out by main contractor) ,,,,,,,,
checkpoint,Check rebate is correct as per drawings ,,,,,,,,
textbox,Insert rebate dimentions here (Depth x width) IF REQUIRED,,,,,,,,
checkpoint,"Secondary Bracket Installed, IF REQUIRED Bolt torque Mark with paint marker when toqued(refer to SD)",,,,,,,,
checkpoint,Waterproofing ( Check that water proofing is over area where airseal is going to be) PHOTO REQUIRED,,,,,,,,
checkpoint,Check the joinery if there is any damage,,,,,,,,
checkpoint,Install the frame perimeter into the position with approved fixing,,,,,,,,
checkpoint,Install subsill / Deadload blocks/ splicers / soakers,,,,,,,,
checkpoint,"Splices,Top Angle fitted & soakers sealed ",,,,,,,,
checkpoint,All fixings oversealed on frame and no tooling damage on frame PHOTO REQUIRED,,,,,,,,
checkpoint,Ensure no packers visible out of line where airseal is to be installed.,,,,,,,,
checkpoint,Application of the Airseal Sealant w/ PE rod complete PHOTO'S REQUIRED,,,,,,,,
textbox,Enter average airseal size in mm here,,,,,,,,
checkpoint,Install frames,,,,,,,,
checkpoint,Glazing rubber installed around frame and Unit. PHOTO REQUIRED,,,,,,,,
checkpoint,Install fixings to fixoff frames as per drawings,,,,,,,,
checkpoint,Rain shield and flashings installed and sealed as per drawings PHOTO REQUIRED,,,,,,,,
checkpoint,All infils installed and corners closed and tight/ no damage or scratched PHOTO REQUIRED,,,,,,,,
checkpoint,All visible fixings touched up with dabstick/paint PHOTO REQUIRED,,,,,,,,
checkpoint,"Ensure all Hardware, seals installed and in working order.",,,,,,,,
checkpoint,All Glazing beads installed and meeting correctly at corners,,,,,,,,
section,Glass,,,,,,,,
checkpoint,Glass installed and rubbered off correctly no glass damage PHOTO REQUIRED,,,,,,,,
section,Wight Aluminium sign off,,,,,,,,
checkpoint,"All elements completed correctly as per specification, reviewed and approved",,,,,,,,
holdpoint,Raise Remedial / Request Signoff,,,,,,,,
