resource,type,Add Step,Add Post,Tier 1,Tier 2 ,Tier 3,Tier 4,Tier 5,Tier 6,Tier 7,Tier 8,Tier 9,,,
,step,,,,,,,,Memory Rooms,,,,,,
Pre Wire (Pohutukawa Care Building),checklist,,,,,,,,,Memory G.65,,,,,
Pre Wire (Pohutukawa Care Building),checklist,,,,,,,,,Memory G.66,,,,,
Pre Wire (Pohutukawa Care Building),checklist,,,,,,,,,Memory G.67,,,,,
Pre Wire (Pohutukawa Care Building),checklist,,,,,,,,,Memory G.73,,,,,
Pre Wire (Pohutukawa Care Building),checklist,,,,,,,,,Memory G.74,,,,,
Pre Wire (Pohutukawa Care Building),checklist,,,,,,,,,Memory G.75,,,,,
Pre Wire (Pohutukawa Care Building),checklist,,,,,,,,,Memory G.76,,,,,
Pre Wire (Pohutukawa Care Building),checklist,,,,,,,,,Memory G.77,,,,,
Pre Wire (Pohutukawa Care Building),checklist,,,,,,,,,Memory G.78,,,,,
Pre Wire (Pohutukawa Care Building),checklist,,,,,,,,,Memory G.79,,,,,
Pre Wire (Pohutukawa Care Building),checklist,,,,,,,,,Memory G.80,,,,,
Pre Wire (Pohutukawa Care Building),checklist,,,,,,,,,Memory G.82,,,,,
Pre Wire (Pohutukawa Care Building),checklist,,,,,,,,,Memory G.87,,,,,
Pre Wire (Pohutukawa Care Building),checklist,,,,,,,,,Memory G.88,,,,,
Pre Wire (Pohutukawa Care Building),checklist,,,,,,,,,Memory G.89,,,,,
,step,,,,,,,,Displays,,,,,,
Pre Wire (Pohutukawa Care Building),checklist,,,,,,,,,Display 4 CIRC G.81 DF,,,,,
Pre Wire (Pohutukawa Care Building),checklist,,,,,,,,,Display 4 CIRC G.62 DF,,,,,
,step,,,,,,,GCS,,,,,,,
,step,,,,,,,,Common Area Data,,,,,,
Pre Wire (Pohutukawa Care Building),checklist,,,,,,,,,QUIET G.64 - 2 Data,,,,,
Pre Wire (Pohutukawa Care Building),checklist,,,,,,,,,Drug G.69 - 2 Data,,,,,
Pre Wire (Pohutukawa Care Building),checklist,,,,,,,,,Wind Lobby Intercom G.60,,,,,
,step,,,,,,,,WIFI,,,,,,
Pre Wire (Pohutukawa Care Building),checklist,,,,,,,,,CIRC G.62 - WIFI,,,,,
Pre Wire (Pohutukawa Care Building),checklist,,,,,,,,,CIRC G.63 - WIFI,,,,,
Pre Wire (Pohutukawa Care Building),checklist,,,,,,,,,OUTSIDE MEMORY G.76 - WIFI,,,,,
Pre Wire (Pohutukawa Care Building),checklist,,,,,,,,,OUTSIDE MEMORY G.80 - WIFI,,,,,
Pre Wire (Pohutukawa Care Building),checklist,,,,,,,,,OUTSIDE MEMORY G.87 - WIFI,,,,,
Pre Wire (Pohutukawa Care Building),checklist,,,,,,,,,OUTSIDE MEMORY G.89 - WIFI,,,,,
Pre Wire (Pohutukawa Care Building),checklist,,,,,,,,,MEMORY POD G.90 - WIFI,,,,,
,step,,,,,,,,Service areas,,,,,,
Pre Wire (Pohutukawa Care Building),checklist,,,,,,,,,Services (Riser),,,,,
,step,,,,,,,ESS,,,,,,,
,step,,,,,,,,Doors,,,,,,
Pre Wire (Pohutukawa Care Building),checklist,,,,,,,,,Wind Lobby G.60 Slidding Door,,,,,
Pre Wire (Pohutukawa Care Building),checklist,,,,,,,,,Waiting G.61 Double Door,,,,,
Pre Wire (Pohutukawa Care Building),checklist,,,,,,,,,Drug G.69 Single Door Mortise,,,,,
Pre Wire (Pohutukawa Care Building),checklist,,,,,,,,,CIRC G.62 Double Door,,,,,
Pre Wire (Pohutukawa Care Building),checklist,,,,,,,,,Memory Pod G.90 Double Door,,,,,
Pre Wire (Pohutukawa Care Building),checklist,,,,,,,,,Dly Con 2 G.84 Single Door,,,,,
Pre Wire (Pohutukawa Care Building),checklist,,,,,,,,,Stair Memory Door,,,,,
,step,,,,,,,,Cameras,,,,,,
Pre Wire (Pohutukawa Care Building),checklist,,,,,,,,,C-G08,,,,,
Pre Wire (Pohutukawa Care Building),checklist,,,,,,,,,C-G09,,,,,
Pre Wire (Pohutukawa Care Building),checklist,,,,,,,,,C-G10,,,,,
Pre Wire (Pohutukawa Care Building),checklist,,,,,,,,,C-G11,,,,,
Pre Wire (Pohutukawa Care Building),checklist,,,,,,,,,C-G12,,,,,
,step,,,,,,,MATV,,,,,,,
,step,,,,,,,,Common Area,,,,,,
Pre Wire (Pohutukawa Care Building),checklist,,,,,,,,,Quiet G.64 - 1 TV,,,,,
Pre Wire (Pohutukawa Care Building),checklist,,,,,,,,,Memory Pod G.90 - 1 TV,,,,,
,step,,,,,Level 1,,,,,,,,,
,step,,,,,,Stage 1,,,,,,,,
,step,,,,,,,PERS,,,,,,,
,step,,,,,,,,Common areas,,,,,,
Pre Wire (Pohutukawa Care Building),checklist,,,,,,,,,Lift Lobby Hallway,,,,,
Pre Wire (Pohutukawa Care Building),checklist,,,,,,,,,Library 1.56,,,,,
,step,,,,,,,,Rooms,,,,,,
Pre Wire (Pohutukawa Care Building),checklist,,,,,,,,,Room 1.01,,,,,
Pre Wire (Pohutukawa Care Building),checklist,,,,,,,,,Room 1.02,,,,,
Pre Wire (Pohutukawa Care Building),checklist,,,,,,,,,Room 1.03,,,,,
Pre Wire (Pohutukawa Care Building),checklist,,,,,,,,,Room 1.11,,,,,
Pre Wire (Pohutukawa Care Building),checklist,,,,,,,,,Room 1.12,,,,,
Pre Wire (Pohutukawa Care Building),checklist,,,,,,,,,Room 1.13,,,,,
Pre Wire (Pohutukawa Care Building),checklist,,,,,,,,,Room 1.14,,,,,
Pre Wire (Pohutukawa Care Building),checklist,,,,,,,,,Room 1.15,,,,,
Pre Wire (Pohutukawa Care Building),checklist,,,,,,,,,Room 1.16,,,,,
,step,,,,,,,,Displays,,,,,,
Pre Wire (Pohutukawa Care Building),checklist,,,,,,,,,Display 7 CIRC 1.04 SF,,,,,
Pre Wire (Pohutukawa Care Building),checklist,,,,,,,,,Display 8 CIRC 1.10 DF,,,,,
,step,,,,,,,GCS,,,,,,,
,step,,,,,,,,Common Area Data,,,,,,
Pre Wire (Pohutukawa Care Building),checklist,,,,,,,,,Staff Room 1.17 - 1 Data,,,,,
Pre Wire (Pohutukawa Care Building),checklist,,,,,,,,,MDR 1.20 - 6 Data,,,,,
Pre Wire (Pohutukawa Care Building),checklist,,,,,,,,,Nurse Station 1.19 - 6 Data,,,,,
Pre Wire (Pohutukawa Care Building),checklist,,,,,,,,,Electrical Board - 4 Data,,,,,
Pre Wire (Pohutukawa Care Building),checklist,,,,,,,,,DB CBD 1.08 - 2 Data,,,,,
Pre Wire (Pohutukawa Care Building),checklist,,,,,,,,,Lift 1.05 - 1 Data,,,,,
,step,,,,,,,,WIFI,,,,,,
Pre Wire (Pohutukawa Care Building),checklist,,,,,,,,,OUTSIDE ROOM 1.03 - WIFI,,,,,
Pre Wire (Pohutukawa Care Building),checklist,,,,,,,,,OUTSIDE ROOM 1.12 - WIFI,,,,,
Pre Wire (Pohutukawa Care Building),checklist,,,,,,,,,OUTSIDE ROOM 1.15 - WIFI,,,,,
,step,,,,,,,,Service areas,,,,,,
Pre Wire (Pohutukawa Care Building),checklist,,,,,,,,,Services (Riser),,,,,
,step,,,,,,Stage 2,,,,,,,,
,step,,,,,,,PERS,,,,,,,
,step,,,,,,,,Common areas,,,,,,
Pre Wire (Pohutukawa Care Building),checklist,,,,,,,,,Dinning 1.26,,,,,
,step,,,,,,,,Rooms,,,,,,
Pre Wire (Pohutukawa Care Building),checklist,,,,,,,,,Room 1.30,,,,,
Pre Wire (Pohutukawa Care Building),checklist,,,,,,,,,Room 1.31,,,,,
,step,,,,,,,,Displays,,,,,,
Pre Wire (Pohutukawa Care Building),checklist,,,,,,,,,Display 9 CIRC 1.29 DF,,,,,
,step,,,,,,,GCS,,,,,,,
,step,,,,,,,,Common Area Data,,,,,,
Pre Wire (Pohutukawa Care Building),checklist,,,,,,,,,Kitchen 1.28 - Data,,,,,
,step,,,,,,,,WIFI,,,,,,
Pre Wire (Pohutukawa Care Building),checklist,,,,,,,,,CIRC 1.29 - WIFI,,,,,
Pre Wire (Pohutukawa Care Building),checklist,,,,,,,,,CIRC 1.25 - WIFI,,,,,
,step,,,,,,Stage 3,,,,,,,,
,step,,,,,,,PERS,,,,,,,
,step,,,,,,,,Common areas,,,,,,
Pre Wire (Pohutukawa Care Building),checklist,,,,,,,,,Lift Lobby Hallway CIRC 1.44,,,,,
,step,,,,,,,,Rooms,,,,,,
Pre Wire (Pohutukawa Care Building),checklist,,,,,,,,,Room 1.34,,,,,
Pre Wire (Pohutukawa Care Building),checklist,,,,,,,,,Room 1.35,,,,,
Pre Wire (Pohutukawa Care Building),checklist,,,,,,,,,Room 1.36,,,,,
Pre Wire (Pohutukawa Care Building),checklist,,,,,,,,,Room 1.37,,,,,
Pre Wire (Pohutukawa Care Building),checklist,,,,,,,,,Room 1.38,,,,,
Pre Wire (Pohutukawa Care Building),checklist,,,,,,,,,Room 1.39,,,,,
Pre Wire (Pohutukawa Care Building),checklist,,,,,,,,,Room 1.40,,,,,
Pre Wire (Pohutukawa Care Building),checklist,,,,,,,,,Room 1.41,,,,,
Pre Wire (Pohutukawa Care Building),checklist,,,,,,,,,Room 1.42,,,,,
Pre Wire (Pohutukawa Care Building),checklist,,,,,,,,,Room 1.43,,,,,
,step,,,,,,,,Displays,,,,,,
Pre Wire (Pohutukawa Care Building),checklist,,,,,,,,,Display 10 CIRC 1.37 DF,,,,,
,step,,,,,,,GCS,,,,,,,
,step,,,,,,,,Common Area Data,,,,,,
Pre Wire (Pohutukawa Care Building),checklist,,,,,,,,,DB CBD 1.33 - 2 Data,,,,,
Pre Wire (Pohutukawa Care Building),checklist,,,,,,,,,MSB 1.49 - 6 Data,,,,,
Pre Wire (Pohutukawa Care Building),checklist,,,,,,,,,Lift 1.52 - 1 Data,,,,,
Pre Wire (Pohutukawa Care Building),checklist,,,,,,,,,MSR 1.50 - 2 Data,,,,,
,step,,,,,,,,WIFI,,,,,,
Pre Wire (Pohutukawa Care Building),checklist,,,,,,,,,OUTSIDE ROOM 1.35 - WIFI,,,,,
Pre Wire (Pohutukawa Care Building),checklist,,,,,,,,,OUTSIDE ROOM 1.41 - WIFI,,,,,
Pre Wire (Pohutukawa Care Building),checklist,,,,,,,,,CIRC 1.44 - WIFI,,,,,
Pre Wire (Pohutukawa Care Building),checklist,,,,,,,,,CIRC 1.55 - WIFI,,,,,
,step,,,,,,,,Comms Room,,,,,,
Pre Wire (Pohutukawa Care Building),checklist,,,,,,,,,Services (Riser),,,,,
,step,,,,,,,ESS,,,,,,,
,step,,,,,,,,Doors,,,,,,
Pre Wire (Pohutukawa Care Building),checklist,,,,,,,,,Data Room 1.48 Double Door,,,,,
Pre Wire (Pohutukawa Care Building),checklist,,,,,,,,,MSR 1.50 Single Door Mortise,,,,,
,step,,,,,,,,Cameras,,,,,,
Pre Wire (Pohutukawa Care Building),checklist,,,,,,,,,C-101,,,,,
Pre Wire (Pohutukawa Care Building),checklist,,,,,,,,,C-102,,,,,
Pre Wire (Pohutukawa Care Building),checklist,,,,,,,,,C-103,,,,,
Pre Wire (Pohutukawa Care Building),checklist,,,,,,,,,C-104,,,,,
,step,,,,,,Stage 4,,,,,,,,
,step,,,,,,,PERS,,,,,,,
,step,,,,,,,,Common areas,,,,,,
Pre Wire (Pohutukawa Care Building),checklist,,,,,,,,,Flexi 1.58,,,,,
Pre Wire (Pohutukawa Care Building),checklist,,,,,,,,,Stair 1.74,,,,,
,step,,,,,,,,Rooms,,,,,,
Pre Wire (Pohutukawa Care Building),checklist,,,,,,,,,Room 1.62,,,,,
Pre Wire (Pohutukawa Care Building),checklist,,,,,,,,,Room 1.63,,,,,
Pre Wire (Pohutukawa Care Building),checklist,,,,,,,,,Room 1.66,,,,,
Pre Wire (Pohutukawa Care Building),checklist,,,,,,,,,Room 1.67,,,,,
Pre Wire (Pohutukawa Care Building),checklist,,,,,,,,,Room 1.68,,,,,
Pre Wire (Pohutukawa Care Building),checklist,,,,,,,,,Room 1.69,,,,,
Pre Wire (Pohutukawa Care Building),checklist,,,,,,,,,Room 1.71,,,,,
Pre Wire (Pohutukawa Care Building),checklist,,,,,,,,,Room 1.72,,,,,
Pre Wire (Pohutukawa Care Building),checklist,,,,,,,,,Room 1.73,,,,,
Pre Wire (Pohutukawa Care Building),checklist,,,,,,,,,Room 1.78,,,,,
Pre Wire (Pohutukawa Care Building),checklist,,,,,,,,,Room 1.79,,,,,
,step,,,,,,,,Displays,,,,,,
Pre Wire (Pohutukawa Care Building),checklist,,,,,,,,,Display 11 CIRC 1.70 DF,,,,,
Pre Wire (Pohutukawa Care Building),checklist,,,,,,,,,Display 12 CIRC 1.60 DF,,,,,
,step,,,,,,,GCS,,,,,,,
,step,,,,,,,,Common Area Data,,,,,,
Pre Wire (Pohutukawa Care Building),checklist,,,,,,,,,DLY CON 4 1.64 - 4 Data,,,,,
Pre Wire (Pohutukawa Care Building),checklist,,,,,,,,,DB CBD 1.77 - 2 Data,,,,,
Pre Wire (Pohutukawa Care Building),checklist,,,,,,,,,Flex Room 1.58 - 2 Data,,,,,
,step,,,,,,,,WIFI,,,,,,
Pre Wire (Pohutukawa Care Building),checklist,,,,,,,,,OUTSIDE ROOM 1.73 - WIFI,,,,,
Pre Wire (Pohutukawa Care Building),checklist,,,,,,,,,OUTSIDE ROOM 1.68 - WIFI,,,,,
Pre Wire (Pohutukawa Care Building),checklist,,,,,,,,,CIRC 1.60 - WIFI,,,,,
,step,,,,,,,ESS,,,,,,,
,step,,,,,,,,Cameras,,,,,,
Pre Wire (Pohutukawa Care Building),checklist,,,,,,,,,C-103,,,,,
Pre Wire (Pohutukawa Care Building),checklist,,,,,,,,,C-104,,,,,
,step,,,,Second Fix,,,,,,,,,,
,step,,,,,Ground,,,,,,,,,
,step,,,,,,Stage 1,,,,,,,,
,step,,,,,,,PERS,,,,,,,
,step,,,,,,,,Common areas,,,,,,
,step,,,,,,,,,Stairs G.04,,,,,
LAN Testing (Pohutukawa Care Building),checklist,,,,,,,,,,LAN Testing,,,,
Fit Off (Pohutukawa Care Building),checklist,,,,,,,,,,Fit Off,,,,
,step,,,,,,,,,Lift G.08,,,,,
LAN Testing (Pohutukawa Care Building),checklist,,,,,,,,,,LAN Testing,,,,
Fit Off (Pohutukawa Care Building),checklist,,,,,,,,,,Fit Off,,,,
,step,,,,,,,,,Lounge G.02,,,,,
LAN Testing (Pohutukawa Care Building),checklist,,,,,,,,,,LAN Testing,,,,
Fit Off (Pohutukawa Care Building),checklist,,,,,,,,,,Fit Off,,,,
,step,,,,,,,,Rooms,,,,,,
,step,,,,,,,,,Room G.18,,,,,
LAN Testing (Pohutukawa Care Building),checklist,,,,,,,,,,LAN Testing,,,,
Fit Off (Pohutukawa Care Building),checklist,,,,,,,,,,Fit Off,,,,
,step,,,,,,,,,Room G.19,,,,,
LAN Testing (Pohutukawa Care Building),checklist,,,,,,,,,,LAN Testing,,,,
Fit Off (Pohutukawa Care Building),checklist,,,,,,,,,,Fit Off,,,,
,step,,,,,,,,,Room G.20,,,,,
LAN Testing (Pohutukawa Care Building),checklist,,,,,,,,,,LAN Testing,,,,
Fit Off (Pohutukawa Care Building),checklist,,,,,,,,,,Fit Off,,,,
,step,,,,,,,,,Room G.21,,,,,
LAN Testing (Pohutukawa Care Building),checklist,,,,,,,,,,LAN Testing,,,,
Fit Off (Pohutukawa Care Building),checklist,,,,,,,,,,Fit Off,,,,
,step,,,,,,,,,Room G.23,,,,,
LAN Testing (Pohutukawa Care Building),checklist,,,,,,,,,,LAN Testing,,,,
Fit Off (Pohutukawa Care Building),checklist,,,,,,,,,,Fit Off,,,,
,step,,,,,,,,,Room G.24,,,,,
LAN Testing (Pohutukawa Care Building),checklist,,,,,,,,,,LAN Testing,,,,
Fit Off (Pohutukawa Care Building),checklist,,,,,,,,,,Fit Off,,,,
,step,,,,,,,,Displays,,,,,,
,step,,,,,,,,,Display 1 CIRC G.17 DF,,,,,
LAN Testing (Pohutukawa Care Building),checklist,,,,,,,,,,LAN Testing,,,,
Fit Off (Pohutukawa Care Building),checklist,,,,,,,,,,Fit Off,,,,
,step,,,,,,,,,Display 2 CIRC G.28 SF,,,,,
LAN Testing (Pohutukawa Care Building),checklist,,,,,,,,,,LAN Testing,,,,
Fit Off (Pohutukawa Care Building),checklist,,,,,,,,,,Fit Off,,,,
,step,,,,,,,GCS,,,,,,,
,step,,,,,,,,Common Area Data,,,,,,
,step,,,,,,,,,Café G.13 - 8 Data,,,,,
LAN Testing (Pohutukawa Care Building),checklist,,,,,,,,,,LAN Testing,,,,
Fit Off (Pohutukawa Care Building),checklist,,,,,,,,,,Fit Off,,,,
,step,,,,,,,,,Nurse Manager G.14 - 4 Data,,,,,
LAN Testing (Pohutukawa Care Building),checklist,,,,,,,,,,LAN Testing,,,,
Fit Off (Pohutukawa Care Building),checklist,,,,,,,,,,Fit Off,,,,
,step,,,,,,,,,Admin G.15 - 4 Data,,,,,
LAN Testing (Pohutukawa Care Building),checklist,,,,,,,,,,LAN Testing,,,,
Fit Off (Pohutukawa Care Building),checklist,,,,,,,,,,Fit Off,,,,
,step,,,,,,,,,Nurse Station G.29 - 6 Data,,,,,
LAN Testing (Pohutukawa Care Building),checklist,,,,,,,,,,LAN Testing,,,,
Fit Off (Pohutukawa Care Building),checklist,,,,,,,,,,Fit Off,,,,
,step,,,,,,,,,DB CBD G.27 - 4 Data,,,,,
LAN Testing (Pohutukawa Care Building),checklist,,,,,,,,,,LAN Testing,,,,
Fit Off (Pohutukawa Care Building),checklist,,,,,,,,,,Fit Off,,,,
,step,,,,,,,,,Plant Room - 2 Data,,,,,
LAN Testing (Pohutukawa Care Building),checklist,,,,,,,,,,LAN Testing,,,,
Fit Off (Pohutukawa Care Building),checklist,,,,,,,,,,Fit Off,,,,
,step,,,,,,,,,Wind Lobby Intercom G.12 - 1 Data,,,,,
LAN Testing (Pohutukawa Care Building),checklist,,,,,,,,,,LAN Testing,,,,
Fit Off (Pohutukawa Care Building),checklist,,,,,,,,,,Fit Off,,,,
,step,,,,,,,,WIFI,,,,,,
,step,,,,,,,,,Lounge G.02 - WIFI,,,,,
LAN Testing (Pohutukawa Care Building),checklist,,,,,,,,,,LAN Testing,,,,
Fit Off (Pohutukawa Care Building),checklist,,,,,,,,,,Fit Off,,,,
,step,,,,,,,,,CIRC G.17 - WIFI,,,,,
LAN Testing (Pohutukawa Care Building),checklist,,,,,,,,,,LAN Testing,,,,
Fit Off (Pohutukawa Care Building),checklist,,,,,,,,,,Fit Off,,,,
,step,,,,,,,,,CIRC G.22 - WIFI,,,,,
LAN Testing (Pohutukawa Care Building),checklist,,,,,,,,,,LAN Testing,,,,
Fit Off (Pohutukawa Care Building),checklist,,,,,,,,,,Fit Off,,,,
,step,,,,,,,,Comms Room,,,,,,
,step,,,,,,,,,Services (Riser),,,,,
LAN Testing (Pohutukawa Care Building),checklist,,,,,,,,,,LAN Testing,,,,
Fit Off (Pohutukawa Care Building),checklist,,,,,,,,,,Fit Off,,,,
,step,,,,,,,ESS,,,,,,,
,step,,,,,,,,Doors,,,,,,
,step,,,,,,,,,CIRC G.03 Double Door,,,,,
Fit Off (Pohutukawa Care Building),checklist,,,,,,,,,,Fit Off,,,,
,step,,,,,,,,,Wind Lobby G.12 Slidding Door,,,,,
Fit Off (Pohutukawa Care Building),checklist,,,,,,,,,,Fit Off,,,,
,step,,,,,,,,,CRIC G.22 Double Door,,,,,
